'ai'dang'shi'xi'mo'zhi 哀当世兮莫知
'you'you'cang'tian'xi 悠悠苍天兮
'you'you'nang'zhi'tai'ye 犹有曩之态也
'you'yu'chou'qi'xiang'jie 忧与愁其相接
'you'yu'jiang'tan 游於江潭
'you'yu'xi'yu'yu 忧纡兮郁郁
'you'zhang'huang'xie 有餦餭些
'you'zhao'huo'zhi'dao'ye 有招祸之道也
'you'zhe'jiang'xie 有柘浆些
'you'zhi'ji'er'wu'pang 有志极而无旁
'you'zhong'zhao'zhi'suo'chou'ye 又众兆之所雠也
'you'zhong'zhao'zhi'suo'hai 又众兆之所咍
'you'zhong'zhi'yi'xiu'neng 又重之以修能
'yu'an'neng'xi'jiu'ju 余安能兮久居
'yu'an'yong'fu'qiang'ce 驭安用夫强策
'yu'bei'shen'er'xia'ti'xi 欲卑身而下体兮
'yu'bei'xi'lan'sheng 余悲兮兰生
'yu'bian'jie'yi'cong'su'xi 欲变节以从俗兮
'yu'bo'shang'xia 与波上下
'yu'bu'ren'wei'ci'tai'ye 余不忍为此态也
'yu'chang'you'xi 与长友兮
'yu'chi'song'er'jie'you'xi 与赤松而结友兮
'yu'chou'chang'xi'he'gui 余惆怅兮何归
'yu'chu'you'huang'xi'zhong'bu'jian'tian 余处幽篁兮终不见天
'yu'ci'shang'can'yu'tian'zhui'xi 余辞上参於天坠兮
'yu'cong'ling'fen'zhi'ji'zhan'xi 欲从灵氛之吉占兮
'yu'cuan'fu'xi'qi'yan'ru 欲竄伏兮其焉如
'yu'deng'jie'er'hu'yi 欲登阶而狐疑
'yu'du'hao'xiu'yi'wei'chang 余独好修以为常
'yu'du'shi'yi'wang'gui'xi 欲度世以忘归兮
'yu'fen'wu'qi'ru'mei 愈氛雾其如塺
'yu'feng'long'er'bu'jiang 遇丰隆而不将
'yu'fu'jian'er'wen'zhi'yue 渔父见而问之曰
'yu'fu'qu'yuan'ji'fang 渔父屈原既放
'yu'fu'wan'er'er'xiao 渔父莞尔而笑
'yu'fu'yue 渔父曰
'yu'gan'shi'xi'qi'chuang 余感时兮悽怆
'yu'gao'fei'er'yuan'ji'xi 欲高飞而远集兮
'yu'gao'gang'zhi'e'e 于高冈之峨峨
'yu'gu'xi'chao'chao 余顾兮怊怊
'yu'gu'xiang'er'yi'gu'xi 遇故乡而一顾兮
'yu'gu'zhi'jian'jian'zhi'wei'huan'xi 余固知謇謇之为患兮
'yu'he'kou'er'wu'yan'xi 欲阖口而无言兮
'yu'he'liu'xi'zhong'zhou 余何留兮中州
'yu'he'suo'cheng 禹何所成
'yu'he'wei'ju'xi 余何畏惧兮
'yu'heng'ben'er'shi'lu'xi 欲横奔而失路兮
'yu'hou'tu'zhi'zhong'he 御后土之中和
'yu'hua'qu'er'bu'jian'xi 与化去而不见兮
'yu'ji'bu'nan'fu'li'bie'xi 余既不难夫离别兮
'yu'ji'mo'er'jue'duan'xi 欲寂漠而绝端兮
'yu'ji'zi'lan'zhi'jiu'wan'xi 余既滋兰之九畹兮
'yu'jia'qi'xi'xi'zhang 与佳期兮夕张
'yu'jiang'dong'dao'er'bu'yu'xi 余将董道而不豫兮
'yu'jiang'shui'gao 余将谁告
'yu'jiang'yan'suo'cheng 余将焉所程
'yu'jie'yu'zhen'xi 郁结纡轸兮
'yu'jin'xi'er'bi'yuan'xi 愉近習而蔽远兮
'yu'jing'ju'xi'zi'yu 欲静居兮自娱
'yu'jiu'bu'fei 娱酒不废
'yu'juan'juan'xi'du'bei 余眷眷兮独悲
'yu'kong'sang'xi'cong'nv 逾空桑兮从女
'yu'li'wu'zhi'bu'cha'xi 遇历武之不察兮
'yu'lin'lin'xi'ying'yu 鱼邻邻兮媵予
'yu'lin'wu'xi'long'tang 鱼鳞屋兮龙堂
'yu'lin'yi'er'bai'yong'ni 鱼鳞衣而白佣蜺
'yu'long'dui'xi'du'mo 逾陇堆兮渡漠
'yu'mei'ren'chou'yuan'xi 与美人抽怨兮
'yu'mi'lu'zhi 郁弥路只
'yu'nai'shi'zhi'bu'zhi'fang'he 余柰世之不知芳何
'yu'nv'mu'xi'xian'chi 与女沐兮咸池
'yu'nv'you'xi'he'zhi'zhu 与女游兮河之渚
'yu'nv'you'xi'jiu'he 与女游兮九河
'yu'pei'xi'lu'li 玉佩兮陆离
'yu'qi'lin'yi'zi'bie'xi 鱼葺鳞以自别兮
'yu'qi'wu'yi'er'you'ming'xi 与其无义而有名兮
'yu'qian'shi'er'jie'ran'xi 与前世而皆然兮
'yu'qian'zhi'er'gai'cao'xi 欲迁志而改操兮
'yu'ren'luan'zhi 娱人乱只
'yu'ri'yue'er'bi'rong 与日月而比荣
'yu'ri'yue'xi'qi'guang 与日月兮齐光
'yu'ri'yue'xi'shu'dao 与日月兮殊道
'yu'rong'yu'yi'si'shi'xi 欲容与以俟时兮
'yu'ru'shou'hu'xi'huang 遇蓐收乎西皇
'yu'ru'xi'shen'gu 欲入兮深谷
'yu'se'kuang'hui 竽瑟狂会
'yu'shai'ping'yi'wen'yan'xi 玉色頩以脕颜兮
'yu'shan'huai'yi'gan'chi'xi 欲儃佪以干傺兮
'yu'shang'gong'zhi 蜮伤躬只
'yu'shao'liu'ci'ling'suo'xi 欲少留此灵琐兮
'yu'shen'long'hu'xiu'xi 与神龙乎休息
'yu'shen'min'xi'can'da 余深愍兮惨怛
'yu'shen'ren'xi'xiang'xu 与神人兮相胥
'yu'shen'xie'xi'yan'ai 遇神孈兮宴娭
'yu'shen'yao'er'bu'ke'de 欲伸要而不可得
'yu'sheng'zhong'wu'suo'yi 余生终无所依
'yu'shi'jie'er'deng'tian'xi 欲释阶而登天兮
'yu'si'jiu'bang'xin'yi'wei'xi 余思旧邦心依违兮
'yu'si'shi'yu'xu'yu'xi 欲俟时於须臾兮
'yu'si'yu'zi'xi 余私娱兹兮
'yu'sui'hao'xiu'kua'yi'ji'ji'xi 余虽好修姱以鞿羁兮
'yu'sun'yang'er'de'dai 遇孙阳而得代
'yu'tai'chu'er'wei'lin 与泰初而为邻
'yu'tian'di'xi'tong'shou 与天地兮同寿
'yu'wang'qu'meng'xi 与王趋梦兮
'yu'wei'duo'you 隅隈多有
'yu'wei'yue'er'bei'chou 余萎约而悲愁
'yu'wu'qi'xi'nan'rong 与吾期兮南荣
'yu'xuan'yu'xi'mo'qu 欲衒鬻兮莫取
'yu'xue'xi'ming'ming 雨雪兮冥冥
'yu'xun'dao'er'ping'qu'xi 欲循道而平驱兮
'yu'xun'huang'yi'wei'qi 与纁黄以为期
'yu'yan'ji'zhi'jian'cang 鱼眼玑之坚藏
'yu'yan'neng'ren'er'yu'ci'zhong'gu 余焉能忍而与此终古
'yu'yang'di'dang'piao'liu'yun'wang'chu'yin'shi'xi 揄扬涤荡飘流陨往触崟石兮
'yu'yi'lan'wei'ke'shi'xi 余以兰为可恃兮
'yu'yin'cheng'hu'qing'shang 余因称乎清商
'yu'yong'duan'hu 鰅鳙短狐
'yu'you'e'qi'tiao'qiao 余犹恶其佻巧
'yu'you'ji'you'ci'hong'jie'xi 余幼既有此鸿节兮
'yu'you'suo'yi 余有所疑
'yu'yu'pei'xi'chou'chu 纡余辔兮踌躇
'yu'yu'pei'xi'zi'xiu 纡余辔兮自休
'yu'yu'shi'qi'tong'kui'xi 玉与石其同匮兮
'yu'yu'tian'di'can'shou'xi 欲与天地参寿兮
'yu'yu'yan'er'bu'xin'xi 与余言而不信兮
'yu'yuan'ji'er'wu'suo'zhi'xi 欲远集而无所止兮
'yu'zhe'mi'xi'shi'gui 御者迷兮失轨
'yu'zhi'li'xian'gong 禹之力献功
'yu'zhi'nv'xi'he'hun 与织女兮合婚
'yu'zhong'tu'yi'hui'pan'xi 舆中涂以回畔兮
'yu'zhong'ye'cun 於中夜存
'yu'zhuo'li'yi'yu'you'xi 欲酌醴以娱忧兮
'yu'zi'shi'er'bu'ke 欲自適而不可
'yuan'bei'dou'xi'zhuo'gui'jiang 援北斗兮酌桂浆
'yuan'bo'gua'xi'jie'liang 援瓟瓜兮接粮
'yuan'ce'shen'er'wu'suo 原侧身而无所
'yuan'ce'shen'yan'xue'er'zi'tuo 原侧身岩穴而自讬
'yuan'ceng'si'er'yuan'shen 原曾思而远身
'yuan'chen'lie'er'wu'zheng 原陈列而无正
'yuan'chen'qing'yi'bai'xing'xi 原陈情以白行兮
'yuan'chen'zhi'er'bu'jian'xi 原沉滞而不见兮
'yuan'chen'zhi'er'wu'lu 原陈志而无路
'yuan'cheng'feng'hu'yi'ze 原承风乎遗则
'yuan'cheng'xian'er'xiao'zhi'xi 原承閒而效志兮
'yuan'cheng'xian'er'zi'cha'xi 原承閒而自察兮
'yuan'cheng'xian'er'zi'shi'xi 原承閒而自恃兮
'yuan'chu'zi'wen 爰出子文
'yuan'chun'ri'yi'wei'qiu'fang 原春日以为糗芳
'yuan'ci'bu'xiao'zhi'qu'er'bie'li'xi 原赐不肖之躯而别离兮
'yuan'cong'rong'hu'shen'ming 原从容虖神明
'yuan'fu'qu'xi'wei'gai 援芙蕖兮为盖
'yuan'gong'zi'xi'chang'wang'gui 怨公子兮怅忘归
'yuan'guo'tuan'xi 圆果抟兮
'yuan'hao'ri'zhi'xian'xing'xi 原皓日之显行兮
'yuan'he'yun 爰何云
'yuan'hu'shi'yu 缘鹄饰玉
'yuan'ji'bai'ri'zhi'wei'mu'ye 原及白日之未暮也
'yuan'ji'yan'fu'liu'xing'xi 原寄言夫流星兮
'yuan'ji'yan'yu'fu'yun'xi 原寄言於浮云兮
'yuan'ji'yan'yu'san'niao'xi 原寄言於三鸟兮
'yuan'jia'huang'yi'shu'you'xi 原假簧以舒忧兮
'yuan'jiao'xing'er'you'dai'xi 原徼幸而有待兮
'yuan'jie'jie'xi'ge'wu'you 原竭节兮隔无由
'yuan'jie'wei'shu'chang'yin'fen'xi 冤结未舒长隐忿兮
'yuan'jin'si'er'bu'tong 远近思而不同
'yuan'jing'shi'er'bu'de'xi 原径逝而不得兮
'yuan'jiu'jiu'xi'you'ye'ming 猨啾啾兮又夜鸣
'yuan'jiu'za'er'lei'zhong 原咎杂而累重
'yuan'li'qun'er'yuan'ju 原离群而远举
'yuan'liang'chang'xi'ji'mi 远梁昌兮几迷
'yuan'ling'xiu'zhi'hao'dang'xi 怨灵修之浩荡兮
'yuan'mu'xian'sheng'zhi'yi'jiao 原慕先圣之遗教
'yuan'qian'chen'er'fu'si 远迁臣而弗思
'yuan'qing'ju'er'yuan'you 原轻举而远游
'yuan'qu'er'zi'yi 冤屈而自抑
'yuan'ruo'jin'xi'wu'kui 原若今兮无亏
'yuan'shang'ling'yin'xi'ao'ao 怨上令尹兮謷謷
'yuan'sheng'shou'ming'yu'zhen'jie'xi 原生受命于贞节兮
'yuan'shi'shi'chen'nao'er'nan'lun'xi 怨世世沉淖而难论兮
'yuan'shi'zhi'yin'yin'er'yu'fu'xi 远逝志隐隐而郁怫兮
'yuan'shu'zhi'er'chou'feng'xi 原舒志而抽冯兮
'yuan'si'shi'hu'wu'jiang'yi 原俟时乎吾将刈
'yuan'si'shi'qiong'er'yin'chu'xi 怨思士穷而隐处兮
'yuan'si'wei'yu'yu'zhi'you'du'xi 怨思惟郁郁之忧毒兮
'yuan'sui'bing'xie 原岁并谢
'yuan'sui'tui'er'wei'zang 原遂推而为臧
'yuan'sun'mei'zhi'ke'wan 原荪美之可完
'yuan'tian'ti'xi'bei'shang 缘天梯兮北上
'yuan'tui'shen'er'qiong'chu 原退身而穷处
'yuan'tuo'xi'xin'xin 鼋鼍兮欣欣
'yuan'tuo'zhi'hu'su'can 原讬志乎素餐
'yuan'wang'xi'qian'mian 远望兮仟眠
'yuan'wu'ai'xi 原勿爱兮
'yuan'wu'guo'zhi'she'xing'xi 原无过之设行兮
'yuan'xi'xin'zhi'suo'wen'xi 原悉心之所闻兮
'yuan'xian'mei'er'wu'yan'xi 原衔枚而无言兮
'yuan'yang'xi'yong'yong 鸳鸯兮噰噰
'yuan'yao'qi'er'heng'ben'xi 原摇起而横奔兮
'yuan'yi'jian'er'chen'ci 原壹见而陈辞
'yuan'yi'jian'er'you'ming 原一见而有明
'yuan'yi'jian'xi'dao'yu'yi 原一见兮道余意
'yuan'yi'jian'yang'chun'zhi'bai'ri'xi 原壹见阳春之白日兮
'yuan'yi'lie'xi'wu'cong 原一列兮无从
'yuan'yi'peng'xian'zhi'yi'ze 原依彭咸之遗则
'yuan'yi'wang'er'jing'shi'xi 原壹往而径逝兮
'yuan'yin'xian'sheng'jue'zhi 原因先生决之
'yuan'you'bei'shi'su'zhi'po'e'xi 远游悲时俗之迫厄兮
'yuan'you'bei'yu'xing'zhi'bu'ke'gai'xi 远游悲余性之不可改兮
'yuan'you'qun'xiao'xi'hu'bao'yuan 猿狖群啸兮虎豹原
'yuan'you'zhi'xi'li'you'lan 沅有芷兮澧有兰
'yuan'yu'bao'xi'ji'ming'gu 援玉枹兮击鸣鼓
'yuan'zhi'kun'lun'zhi'xuan'pu'xi 原至昆仑之悬圃兮
'yuan'zhi'zhi'you'xiang 原志之有像
'yuan'zhuo'shi'er'zi'cang 远浊世而自藏
'yuan'zi'chen'yu'jiang'liu'xi 原自沉於江流兮
'yuan'zi'shen'er'bu'de 原自申而不得
'yuan'zi'wang'er'jing'you'xi 原自往而径游兮
'yuan'zun'jie'er'shi'gao'xi 原尊节而式高兮
'yue'huang'hun'yi'wei'qi'xi 曰黄昏以为期兮
'yue'jun'ke'si'er'bu'ke'shi 曰君可思而不可恃
'yue'yan'huo'xi'wan'li 越炎火兮万里
'yue'yun'han'xi'nan'ji 越云汉兮南济
'yun'fei'fei'er'cheng'yu 云霏霏而承宇
'yun'fei'fei'er'yun'ji 云霏霏而陨集
'yun'fu'yin'yang'zhi'zheng'dao'xi 云服阴阳之正道兮
'yun'he'er'feng 云何而逢
'yun'li'huo'yu'rang'he 耘藜藿与蘘荷
'yun'meng'meng'er'bi'zhi 云蒙蒙而蔽之
'yun'meng'meng'xi'dian'chou'shuo 云蒙蒙兮电鯈烁
'yun'mi'gui'xi'ren'yi 云靡贵兮仁义
'yun'ming'ming'er'an'qian 云冥冥而闇前
'yun'ni'fen'xi'yan'yi 云霓纷兮晻翳
'yun'qi'xi'dian'wu 云旗兮电骛
'yun'rong'rong'xi'er'zai'xia 云容容兮而在下
'yun'wu'hui'xi'ri'ming'hui 云雾会兮日冥晦
'yun'xi'xi'yi'qiu'li 云吸吸以湫戾
'yun'yi'fei'er'cheng'yu 云依斐而承宇
'yun'yu'gong'yu'yuan'xiang 殒余躬於沅湘
'yun'yu'xi'nian'zi 运余兮念兹
'yun'yu'zhao'zu'yu'gao'yang'xi 云余肇祖于高阳兮
'yun'zhong'jun'yu'lan'tang'xi'mu'fang 云中君浴兰汤兮沐芳
'za'ban'bo'yu'ta'rong 杂斑駮与阘茸
'za'du'heng'yu'fang'zhi 杂杜衡与芳芷
'za'ji'he'xie 杂芰荷些
'za'ju'you'yi'wei'you'xi 杂橘柚以为囿兮
'za'qiu'cang'zhi 杂鹙鸧只
'za'shen'jiao'yu'jun'gui'xi 杂申椒与菌桂兮
'za'yao'xiang'yi'wei'che 杂瑶象以为车
'zai'chi'xiao'er'ling'tai'qing 载赤霄而凌太清
'zai'ci'ni'er'wei'jing 载雌霓而为旌
'zai'ju'xi 再举兮
'zai'qing'yun'xi'shang'sheng 载青云兮上昇
'zai'shi'ji'zhan 载尸集战
'zai'xiang'xi'shang'xing 载象兮上行
'zai'ying'po'er'deng'xia'xi 载营魄而登霞兮
'zai'yu'nv'yu'hou'che 载玉女於後车
'zai'yun'bian'hua 载云变化
'zai'yun'qi'xi'wei'yi 载云旗兮委蛇
'zai'yun'qi'zhi'wei'she 载云旗之逶蛇
'zai'yun'qi'zhi'wei'yi 载云旗之委蛇
'zai'yun'qi'zhi'wei'yi'xi 载云旗之委蛇兮
'zang'yu'jiang'yu'zhi'fu'zhong 葬於江鱼之腹中
'zao'chan'ren'er'ji'zhi 遭谗人而嫉之
'zao'chen'zhuo'er'wu'hui'xi 遭沉浊而汙秽兮
'zao'e'dao'qu'zi'xi'zao'e 遭厄悼屈子兮遭厄
'zao'fen'feng'xiong'jian'li'you'xi 遭纷逢凶蹇离尤兮
'zao'fu'wei'wo'cao'zhi 造父为我操之
'zao'huan'miu'xi'shi'ju 遭桓缪兮识举
'zao'luan'shi'er'li'you 遭乱世而离尤
'zao'qing'yu'huo'bu'ke'jiu'xi 遭倾遇祸不可救兮
'zao'shan'ying'er'wei'shi'xi 凿山楹而为室兮
'zao'wo'che'xi'nan'duan 造我车兮南端
'zao'xin'ge'xie 造新歌些
'zao'xuan'niao'er'zhi'yi 遭玄鸟而致诒
'zao'xun'shi'er'guan'qing'dou 造旬始而观清都
'zao'zhi'jun'zhi'bu'cong 遭值君之不聪
'zao'zhou'wen'er'de'ju 遭周文而得举
'zao'zhou'wen'er'shu'zhi 遭周文而舒志
'zeng'bing'e'e 增冰峨峨
'zeng'cheng'jiu'chong 增城九重
'zeng'he'wei'xi'mu'shang 罾何为兮木上
'zeng'yi'ji'er'zai'shang'xi 矰弋机而在上兮
'zeng'yun'lun'zhi'xiu'mei'xi 憎愠惀之修美兮
'zha'zeng'tan'xi'ru'lei 吒增叹兮如雷
'zhan'bi'nan'dao'xi 邅彼南道兮
'zhan'fa'ju'you'xi 斩伐橘柚兮
'zhan'nian'xi'yan'yan 鱣鲇兮延延
'zhan'qian'er'gu'hou'xi 瞻前而顾後兮
'zhan'shi'xi'hui'wu 展诗兮会舞
'zhan'wu'dao'fu'kun'lun'xi 邅吾道夫昆仑兮
'zhan'wu'dao'xi'dong'ting 邅吾道兮洞庭
'zhan'yao'xi'xuan'xuan 鹯鹞兮轩轩
'zhan'yi'yi'er'wu'zhong'xi 邅翼翼而无终兮
'zhan'yin'nai'duan'ce'fu'gui'yue 詹尹乃端策拂龟曰
'zhan'yin'nai'shi'ce'er'xie'yue 詹尹乃释策而谢曰
'zhan'yu'jin'zhi'lang'lang 霑余襟之浪浪
'zhan'zhan'jiang'shui'xi 湛湛江水兮
'zhang'fu'tian'xi'jin'fen 障覆天兮祲氛
'zhang'gui'za'yu'zeng'wa'xi 璋珪杂於甑窐兮
'zhang'hua'zhi'mo'xi 章画志墨兮
'zhang'jiang'wei'yi'chan'chan'xi 张绛帷以襜襜兮
'zhang'meng'shang'di'qi'nan'cong 掌梦上帝其难从
'zhang'xian'chi'zou'cheng'yun'xi 张咸池奏承云兮
'zhang'yu'ce'yu'zhu'qi'xi 杖玉策与硃旗兮
'zhao'chu'ming'yue'zheng'ze'xi 兆出名曰正则兮
'zhao'feng'long'shi'xian'dao'xi 召丰隆使先导兮
'zhao'hou'cheng'you 昭后成游
'zhao'hun'zhen'you'qing'yi'lian'jie'xi 招魂朕幼清以廉洁兮
'zhao'ju'gai'bei 招具该备
'zhao'peng'xian'zhi'suo'wen 照彭咸之所闻
'zhao'qian'ying'er'jian'zhi'xi 召黔嬴而见之兮
'zhao'shi'shi'hun'xi'ming'hun 昭世世溷兮冥昏
'zhao'si'hai'zhi 照四海只
'zhao'wu'kan'xi'fu'sang 照吾槛兮扶桑
'zhao'xi'huang'shi'she'yu 诏西皇使涉予
'zhao'xi'yu'yi'jia'ming 肇锡余以嘉名
'zhao'xiao'chang'zhi 赵箫倡只
'zhao'xuan'wu'er'ben'shu 召玄武而奔属
'zhao'yin'shi'gui'shu'cong'sheng'xi'shan'zhi'you 招隐士桂树丛生兮山之幽
'zhao'zhen'liang'yu'ming'zhi 招贞良与明智
'zhao'zhi'ji'she 昭质既设
'zhao'zhou'hang'yi'heng'li'xi 棹舟杭以横濿兮
'zhe'fang'xin'xi'yi'suo'si 折芳馨兮遗所思
'zhe'fang'zhi'yu'qiong'hua'xi 折芳枝与琼华兮
'zhe'qiong'zhi'yi'ji'pei 折琼枝以继佩
'zhe'qiong'zhi'yi'wei'xiu'xi 折琼枝以为羞兮
'zhe'rui'cui'jin'ning'fan'lan'xi 折锐摧矜凝氾滥兮
'zhe'ruo'jiao'yi'zi'chu 折若椒以自处
'zhe'ruo'mu'yi'bi'guang'xi 折若木以蔽光兮
'zhe'ruo'mu'yi'fu'ri'xi 折若木以拂日兮
'zhe'shu'ma'xi'yao'hua 折疏麻兮瑶华
'zhe'wang'you'bu'wu 哲王又不寤
'zhen'huang'kao'yue'bo'yong 朕皇考曰伯庸
'zhen'liang'xi'qiong'du 贞良兮茕独
'zhen'shi'wei'wei 轸石崴嵬
'zhen'zhi'yi'xi'ku'gao 贞枝抑兮枯槁
'zheng'chen'duan'qi'cao'xing'xi 正臣端其操行兮
'zheng'ci'yan'zhi'bu'ke'liao 证此言之不可聊
'zheng'fa'hu'er'bu'gong 正法弧而不公
'zheng'fu'huang'huang'qi'shu'yi'xi 征夫皇皇其孰依兮
'zheng'fu'lao'yu'zhou'hang'xi 征夫劳於周行兮
'zheng'fu'wang'ji'shui'ke'yu'xi 征夫罔极谁可语兮
'zheng'fu'xiao'xing 征夫宵行
'zheng'jiu'shen'yu'hui'ji'xi 徵九神於回极兮
'zheng'mian'luo'xie 郑绵络些
'zheng'qian'fa'qi 争遣伐器
'zheng'shi'kun'zhi 正始昆只
'zheng'wei'yao'wan 郑卫妖玩
'zhi'bo'zhong'zhi'xi'wei'xi 指嶓冢之西隈兮
'zhi'cang'tian'yi'wei'zheng 指苍天以为正
'zhi'chen'wan'er'mo'da 志沉菀而莫达
'zhi'chen'yi'er'bu'yang 志沉抑而不扬
'zhi'dan'shan'xi'yan'ye 陟丹山兮炎野
'zhi'fan'ru'er'jiao'heng 枝烦挐而交横
'zhi'fei'bo'er'wu'yin'xi 质菲薄而无因兮
'zhi'fei'hang'xi'yue'hai 蹠飞杭兮越海
'zhi'gong'xie'shi 执弓挟矢
'zhi'gong'zhi'er'xin'zhi 直躬指而信志
'zhi'gua'zheng'fu 炙鸹烝凫
'zhi'han'hen'er'bu'cheng'xi 志憾恨而不逞兮
'zhi'hao'dang'er'shang'huai 志浩荡而伤怀
'zhi'huai'shi'xi'xin'liu'li 志怀逝兮心懰栗
'zhi'ji'he'yi'wei'yi'xi 制芰荷以为衣兮
'zhi'jin'jiu'nian'er'bu'fu 至今九年而不复
'zhi'jiu'tian'yi'wei'zheng'xi 指九天以为正兮
'zhi'jiu'yao'er'neng'tiao 挚咎繇而能调
'zhi'ju'mao'er'zi'ku 直怐愗而自苦
'zhi'kan'han'er'bu'dan'xi 志欿憾而不憺兮
'zhi'kan'lan'er'bu'wei 志坎壈而不违
'zhi'kuai'ji'er'qie'zhi 至会稽而且止
'zhi'lian'lian'xi'yi'yi 志恋恋兮依依
'zhi'lie'su'yi'bai'qing'xi 指列宿以白情兮
'zhi'lv'xi'yao'fang 芷闾兮药房
'zhi'mao'mi'er'bu'zhi'lu 志瞀迷而不知路
'zhi'ming'yu'di 致命於帝
'zhi'nan'chao'er'yi'xi 至南巢而壹息
'zhi'niao'zhi'bu'qun'xi 鸷鸟之不群兮
'zhi'peng'peng'er'nei'zhi'xi 志怦怦而内直兮
'zhi'peng'xian'yi'wei'yi 指彭咸以为仪
'zhi'qi'xi'he'wu 芷葺兮荷屋
'zhi'qian'jian'er'zuo'qing 志迁蹇而左倾
'zhi'qian'zhe'zhi'bu'sui'xi 知前辙之不遂兮
'zhi'quan'heng'er'wu'si'xi 执权衡而无私兮
'zhi'ri'yue'shi'yan'zhao'xi 指日月使延照兮
'zhi'shan'chuan'zhi'yu'qu 知山川之纡曲
'zhi'sheng'huang'zhi'he'xi'xi 陟升皇之赫戏兮
'zhi'sheng'jiang'yi'gao'chi 志升降以高驰
'zhi'shi'gu'er'bu'fan 知时固而不反
'zhi'shi'yin'er'bi'ni'xi 直士隐而避匿兮
'zhi'si'bu'ke'rang 知死不可让
'zhi'tan'er'er'jin'si'xi 知贪饵而近死兮
'zhi'tang'xi'yi'fu'peng'xi 执棠溪以刜蓬兮
'zhi'xi'hai'yi'wei'qi 指西海以为期
'zhi'xian'gou'xi'xiang'qiu 雉咸雊兮相求
'zhi'xiao'shuo'yi'que'yue'xi 质销铄以汋约兮
'zhi'xin'le'xi'fan'zheng 志欣乐兮反征
'zhi'xu'ji'xi'wei'tong 志蓄积兮未通
'zhi'yan'jue'xi'an'ru 志阏绝兮安如
'zhi'yan'shen'er'zhi'chi'xi 指炎神而直驰兮
'zhi'yi'wei'xiang'xi 置以为像兮
'zhi'ying'zai'wei 直赢在位
'zhi'you'bei'fu'yu'tang 志犹卑夫禹汤
'zhi'you'suo'bu'ming 智有所不明
'zhi'yu'yu'qi'nan'shi 志纡郁其难释
'zhi'yuan'you'yu'ling'kan'xi 置援狖於櫺槛兮
'zhi'zheng'yi'xi'wei'qu 指正义兮为曲
'zhi'zhu'yan'zhi 稚硃颜只
'zhi'zu'zhe'bu'neng'zhi'xi 执组者不能制兮
'zhong'ai'ran'er'bi'zhi 众薆然而蔽之
'zhong'ban'cuo'tuo 中坂蹉跎
'zhong'bi'zhou'yi'jian'po'xi 众比周以肩迫兮
'zhong'bing'xie'yi'du'xian'xi 众并谐以妒贤兮
'zhong'bu'bi'yong'xi 忠不必用兮
'zhong'bu'bian'er'si'jie'xi 终不变而死节兮
'zhong'bu'cha'fu'min'xin 终不察夫民心
'zhong'bu'fan'qi'gu'dou 终不反其故都
'zhong'bu'ke'hu'shuo'xi 众不可户说兮
'zhong'bu'yi'xie'wang'hai'fang 终不以邪枉害方
'zhong'bu'zhi'yu'zhi'yi'cai 众不知余之异采
'zhong'chan'ren'zhi'ji'du'xi 众谗人之嫉妒兮
'zhong'chang'ye'zhi'man'man'xi 终长夜之曼曼兮
'zhong'chen'zhen'er'yu'jian'xi 忠臣贞而欲谏兮
'zhong'duo'xi'a'mei 众多兮阿媚
'zhong'gang'qiang'xi'bu'ke'ling 终刚强兮不可凌
'zhong'guo'yi'wo'wei'huan 众果以我为患
'zhong'hai'ju'yi'li'xin'xi 众骇遽以离心兮
'zhong'he'zui'yi'yu'fa'xi 忠何罪以遇罚兮
'zhong'hui'sheng'xi'ta'ta 众秽盛兮沓沓
'zhong'jiao'jie'er'shu'qing 中皎洁而淑清
'zhong'jie'jing'jin'yi'tan'lan'xi 众皆竞进以贪婪兮
'zhong'jie'zhen'er'zeng'shang 中结轸而增伤
'zhong'jiu'yang'xi'xi'dang 踵九阳兮戏荡
'zhong'liao'ce'zhi'qi'chuang'xi 中憀恻之悽怆兮
'zhong'mao'luan'xi'mi'huo 中瞀乱兮迷惑
'zhong'men'mao'zhi'tun'tun 中闷瞀之忳忳
'zhong'ming'mi'zhang 忠名弥彰
'zhong'mo'zhi'xi'yu'suo'wei 众莫知兮余所为
'zhong'ni'xi'kun'e 仲尼兮困厄
'zhong'niao'jie'you'hang'lie'xi 众鸟皆有行列兮
'zhong'niao'jie'you'suo'deng'qi'xi 众鸟皆有所登栖兮
'zhong'nv'ji'yu'zhi'e'mei'xi 众女嫉余之蛾眉兮
'zhong'qie'die'er'ri'jin'xi 众踥蹀而日进兮
'zhong'qing'ji'er'zhe'zhou'xi 众轻积而折轴兮
'zhong'ran'wei'hai 终然为害
'zhong'ran'yao'hu'yu'zhi'ye 终然殀乎羽之野
'zhong'ren'jie'zui 众人皆醉
'zhong'ren'jie'zui'wo'du'xing 众人皆醉我独醒
'zhong'ren'mo'ke'yu'lun'dao'xi 众人莫可与论道兮
'zhong'ren'shi'zhi'he'yi 重任石之何益
'zhong'ren'xi'yi'xi 重仁袭义兮
'zhong'shu'ke'yu'shen'mou 众孰可与深谋
'zhong'ti'cuo'xi'jiao'fen 众体错兮交纷
'zhong'wang'ju'er'jiao'zhi 众枉聚而矫直
'zhong'wei'du'yi'li'yi'xi 终危独以离异兮
'zhong'wu'yuan'er'sheng'li'xi 重无怨而生离兮
