'a'bu'shi 阿布石
'yang'hua'mo 氧化膜
'yang'hua'shi 氧化势
'yang'hua'tie 氧化铁
'yang'hua'wu 氧化物
'yang'hua'zhuang'tai 氧化状态
'yang'ji'la'ban'xuan'wu'yan 洋脊拉斑玄武岩
'yang'li'zi 阳离子
'yang'li'zi'jiao'huan 阳离子交换
'yang'pin 样品
'yang'pin'jia'gong 样品加工
'yang'pin'suo'fen 样品缩分
'yang'qi'lv'se'pian'yan'xiang 阳起绿色片岩相
'yang'qi'pian'yan 阳起片岩
'yang'qi'shi 阳起石
'yang'qi'shi'shi'mian 阳起石石棉
'yang'shi'mo'shu 杨氏模数
'yang'tai 洋台
'yang'tong'wei'su'fa 氧同位素法
'yang'xing'yuan'su 阳性元素
'yang'yuan'zi 阳原子
'yang'zhong'ji 洋中脊
'yao'ce 遥测
'yao'ce'qi'xiang'ji 遥测气象计
'yao'gan 遥感
'yao'gan'ji'shu 遥感技术
'yao'gan'ying'yong 遥感应用
'yao'kong 遥控
'yao'qu 腰区
'ye'bao'ti'di'zhi'wen'du'ji 液包体地质温度计
'ye'bing 叶柄
'ye'cheng'de 液成的
'ye'di'kuang 叶碲矿
'ye'fu'li'ceng 野复理层
'ye'fu'li'shi 野复理石
'ye'gui'suan'yan 页硅酸盐
'ye'hen 叶痕
'ye'ji 叶基
'ye'jing 液晶
'ye'la'shi 叶蜡石
'ye'li'zhuang'de 叶理状的
'ye'lun 叶轮
'ye'lv'fan 叶绿矾
'ye'lv'ni'shi 叶绿泥石
'ye'lv'ti 叶绿体
'ye'mai 叶脉
'ye'mian'xia'jiang'qu'xian 液面下降曲线
'ye'na'chang'shi 叶钠长石
'ye'pian 叶片
'ye'pian'jian'de 叶片间的
'ye'pian'zhuang'gou'zao 叶片状构造
'ye'pian'zhuang'jie'gou 叶片状结构
'ye'she'wen'shi 叶蛇纹石
'ye'sheng'de 腋生的
'ye'shi 叶石
'ye'shuang'jing'shi 叶双晶石
'ye'tai'chuang 液态窗
'ye'ti'bao'chan'ti 液体包缠体
'ye'ti'bao'ti 液体包体
'ye'ti'bu'hun'he'xing 液体不混合性
'ye'ti'de'fen'zi'yun'dong'lun 液体的分子运动论
'ye'ti'hua'he'wu 液体化合物
'ye'ti'peng'zhang 液体膨胀
'ye'ti'yuan'su 液体元素
'ye'wai'ce'liang 野外测量
'ye'wai'di'zhi'xue 野外地质学
'ye'wai'gong'zuo'xian'chang'gong'zuo 野外工作现场工作
'ye'wai'ji'lu'bu 野外纪录簿
'ye'wai'jian'yan 野外检验
'ye'xian 叶先
'ye'xiang 液相
'ye'xiang'xian 液相线
'ye'xu 叶序
'ye'ya 腋芽
'ye'ya'tiao 液压跳
'ye'ya'zhi'dong'qi 液压制动器
'ye'yan 页岩
'ye'yan'tu 页岩土
'ye'yan'zhuang'sha 页岩状沙
'ye'zhen 叶枕
'ye'zhou 叶轴
'ye'zhuang'bo'luo'jie'li 页状剥落节理
'ye'zhuang'de 叶状的
'ye'zhuang'ti 叶状体
'yi'ban'zou'xiang 一般走向
'yi'bian'gui'gai'shi 易变硅钙石
'yi'bian'hui'shi 易变辉石
'yi'biao'wu'cha 仪表误差
'yi'bo'gai'liu'hui'chang'yan 异剥钙榴辉长岩
'yi'bo'gan'lan'yan 异剥橄榄岩
'yi'bo'gu'tong'gan'jia 异剥古铜橄家
'yi'bo'hui'chang'pian'ma'yan 异剥辉长片麻岩
'yi'bo'shi 异剥石
'yi'bo'yan 异剥岩
'yi'bu'de 异步的
'yi'chang 异常
'yi'chang'bian'zhi'zhuo 异常变质酌
'yi'chang'de 异常的
'yi'chang'deng'zhi'xian 异常等值线
'yi'chang'dian'chang 异常电场
'yi'chang'gan'she'se 异常干涉色
'yi'chang'long'qi 异常隆起
'yi'chang'qian 异常铅
'yi'chang'xiao'guang 异常消光
'yi'chao'shi 易潮石
'yi'chi'de 异翅的
'yi'chu 溢出
'yi'chu'quan 溢出泉
'yi'chuan'gu 遗传谷
'yi'chuan'xing 遗传性
'yi'ci'cheng'fen 一次成分
'yi'di'sheng'cheng'mei 异地生成煤
'yi'ding'shi 伊丁石
'yi'ding'xuan'wu'yan 伊丁玄武岩
'yi'dong 移动
'yi'dong'ban'kuai 移动板块
'yi'dong'bo 移动波
'yi'dong'dai 移动带
'yi'dong'di'zhen'guan'ce 移动地震观测
'yi'e'kuang 铱锇矿
'yi'fang'jie'shi 钇方解石
'yi'fen'lv 亿分率
'yi'gan'de 易感的
'yi'gou 异构
'yi'gou'hua'he'wu 异构化合物
'yi'gou'ti 异构体
'yi'gu 翼骨
'yi'he'fen'zi 异核分子
'yi'he'lian'shi 钇褐帘石
'yi'hua'bian'zhi 异化变质
'yi'hui'an'shan'yan 易辉安山岩
'yi'ji 移积
'yi'ji'ban'mian'xiang 异极半面象
'yi'ji'jian 异极键
'yi'ji'kuang 异极矿
'yi'ji'xiang 异极象
'yi'jia'li'ke'shi 伊加利科石
'yi'jie'shi 易解石
'yi'jing'lian'jie 异径连接
'yi'jing'shi 溢晶石
'yi'li'shi 伊利石
'yi'liao'quan 医疗泉
'yi'lie 溢劣
'yi'lie 溢烈
'yi'lie'gai'tie'hui'shi 易裂钙铁辉石
'yi'liu'gou'zao 遗留构造
'yi'mei'xiang 异媒相
'yi'ming 异名
'yi'mo'shi'biao'ben 异模式标本
'yi'nian'sheng'zhi'wu 一年生植物
'yi'qian'you'kuang 钇铅铀矿
'yi'san'neng 逸散能
'yi'shi'de 易蚀的
'yi'shi'fa'sheng 异时发生
'yi'shi'gao'shi 钇铈锆石
'yi'su'sheng'chang 异速生长
'yi'sui'de 易碎的
'yi'sui'yan'shi 易碎岩石
'yi'tan'kuang 钇钽矿
'yi'tong'xing 异同形
'yi'wan 乙烷
'yi'wu'tong'ming 异物同名
'yi'xia'zheng'chang'yan 异霞正长岩
'yi'xiang'de 异相的
'yi'xie'shi 钇榍石
'yi'xing'bao'zi 异形孢子
'yi'xing'shi 异性石
'yi'yang'hua'du 易氧化度
'yi'yi'jie'shi 钇易解石
'yi'ying'shi 钇萤石
'yi'you'kuang 钇铀矿
'yi'yu'kai'cai'de 宜于开采的
'yi'yuan'pao'chu'wu 异源抛出物
'yi'zhi 一致
'yi'zhi 抑制
'yi'zhi 移植
'yi'zhi'hui'yan 移置灰岩
'yi'zhi'ji 抑制剂
'yi'zhi'jing'xuan 异质晶旋
'yi'zhi'rong'rong 一致熔融
'yi'zhi'rong'rong'dian 一致熔融点
'yi'zhi'shi'dai 一致时代
'yi'zhi'tong'jing'xian'xiang 异质同晶现象
'yi'zhi'xing'zhe'qu 移置性褶曲
'yi'zhi'yan'ti 移置岩体
'yi'zhuang'de 翼状的
'yi'zu'lei'ruan'ni 翼足类软泥
'yin'bi'ceng'zhuang'gou'zao 隐蔽层状构造
'yin'di'xing 隐地形
'yin'di'zhi'wu 阴地植物
'yin'dian'xing'yuan'su 阴电性元素
'yin'dian'yuan'zi 阴电原子
'yin'fu'duan'ceng 隐伏断层
'yin'fu'kuang'chuang 隐伏矿床
'yin'gou'shui 阴沟水
'yin'hen 印痕
'yin'hua'zhi'wu 隐花植物
'yin'hui'hua'tu 隐灰化土
'yin'huo'he'jin 引火合金
'yin'huo'xing 引火性
'yin'ji'bao'hu 阴极保护
'yin'jin'kuang 银金矿
'yin'jing'ban'zhuang 隐晶斑状
'yin'jing'er'zhuang'de 隐晶鲕状的
'yin'jing'jie'gou 隐晶结构
'yin'jing'qiu'ke'jie'gou 隐晶球颗结构
'yin'jing'ta'xing'de 隐晶他形的
'yin'jing'wen'xiang'de 隐晶文象的
'yin'jing'yan 隐晶岩
'yin'jing'zhi'de 隐晶质的
'yin'jing'zhi'jie'gou 隐晶质结构
'yin'kuang 银矿
'yin'li 引力
'yin'shen'de 引伸的
'yin'sheng'zhou 隐生宙
'yin'su 音速
'yin'tian 阴天
'yin'tong'kuang 银铜矿
'yin'tong'lv'qian'kuang 银铜氯铅矿
'yin'wei'jing'zhi'de 隐微晶质的
'yin'wen'chang'shi 隐纹长石
'yin'xiang'hua'shi 印象化石
'yin'xie'de 隐屑的
'yin'xing 银杏
'yin'xing'shi 银星石
'yin'xing'yuan'su 阴性元素
'yin'ya'zhi'wu 隐芽植物
'yin'yan'jiang'kuang'chuang 隐岩浆矿床
'yin'ying'xiao'ying 阴影效应
'yin'yong'shui 饮用水
'yin'yong'xing 饮用性
'yin'zhang'xing'jie'gou'mian 引张性结构面
'yin'zi 因子
'yin'zi'fen'xi 因子分析
'ying'an'yan 英安岩
'ying'bian 应变
'ying'bian'bu'lian'xu 应变不连续
'ying'bian'hua'pi'li 应变滑劈理
'ying'bian'tu'xiang 应变图像
'ying'bian'xiang 应变相
'ying'du 硬度
'ying'du'biao 硬度标
'ying'du'ji 硬度计
'ying'fei'shi 硬沸石
'ying'fu'ni 硬腐泥
'ying'ge'jian'jing'shi 硬铬尖晶石
'ying'guang 荧光
'ying'guang'ji 荧光计
'ying'guang'li'qing 荧光沥青
'ying'guang'ping 荧光屏
'ying'guang'xian'fen'xi 荧光线分析
'ying'guang'xian'wei'jing 荧光显微镜
'ying'guang'zhao'xiang'shu 荧光照相术
'ying'gui'gai'shi 硬硅钙石
'ying'gui'shi'tu'kuang 硬硅铈钍矿
'ying'he'jin'zuan'tou'fan'zhuan 硬合金钻头翻转
'ying'hua 硬化
'ying'hua'yan 硬化岩
'ying'hui'li'qing 硬辉沥青
'ying'hui'zheng'chang'yan 英辉正长岩
'ying'jian'zheng'chang'yan 英碱正长岩
'ying'li'fen'bu 应力分布
'ying'li'fen'xi 应力分析
'ying'li'ji'zhong 应力集中
'ying'li'jie'chu 应力解除
'ying'li'kuang'wu 应力矿物
'ying'li'shi'fang'fa 应力释放法
'ying'li'tu 应力图
'ying'lin 硬鳞
'ying'liu'bi'qian'tong'kuang 硬硫铋铅铜矿
'ying'lv'ni'pian'yan 硬绿泥片岩
'ying'lv'ni'shi 硬绿泥石
'ying'meng'kuang 硬锰矿
'ying'mu'ying'chi 英亩英尺
'ying'pan 硬盘
'ying'peng'gai'shi 硬硼钙石
'ying'she'wen'shi 硬蛇纹石
'ying'shi 萤石
'ying'shi 樱石
'ying'shi 硬石
'ying'shi'gao 硬石膏
'ying'shi'gao'ceng 硬石膏层
'ying'shui 硬水
'ying'shui'lv'shi 硬水铝石
'ying'shui'lv'shi'yi'shui'ying'lv'shi 硬水铝石一水硬铝石
'ying'wei'shan'chang'yan 英微闪长岩
'ying'wu'luo 鹦鹉螺
'ying'wu'luo'lei 鹦鹉螺类
'ying'xiang 影响
'ying'xiang'ban'jing 影响半径
'ying'xiang'guang'du'ji 影像光度计
'ying'xiang'qu 影响区
'ying'xiang'qu'yu 影响区域
'ying'xiang'quan 影响圈
'ying'xiang'wa'di 影响洼地
'ying'xiang'zhui 影响锥
'ying'xiang'zu'kang 影像阻抗
'ying'yan'shi 硬岩石
'ying'yang 营养
'ying'yang'bu'zu 营养不足
'ying'yang'fan'zhi 营养繁殖
'ying'yang'jia'zhi 营养价值
'ying'yang'pu 营养瀑
'ying'yang'sheng'cheng'ceng 营养生成层
'ying'yang'yan 营养盐
'ying'yang'ye 营养叶
'ying'ye'zhi'wu 硬叶植物
'ying'yong'di'qiu'hua'xue 应用地球化学
'ying'yong'di're'xue 应用地热学
'ying'yong'di'xing'xue 应用地形学
'ying'yong'di'zhen'xue 应用地震学
'ying'yong'di'zhi'xue 应用地质学
'ying'yong'gu'sheng'wu'xue 应用古生物学
'ying'yu 硬玉
'ying'yun'hong'zhu'jiao'ye'yan 英云红柱角页岩
'ying'yun'jiao'ye'yan 英云角页岩
'ying'yun'shan'chang'yan 英云闪长岩
'ying'zhi'he'jin 硬质合金
'ying'zhu'shi 硬柱石
'yong'bu'yong'shuo 用不用说
'yong'dong'tu 永冻土
'yong'jiu'bian'xing 永久变形
'yong'jiu'ci'chang 永久磁场
'yong'jiu'ci'hua 永久磁化
'yong'jiu'ci'tie 永久磁铁
'yong'jiu'de 永久的
'yong'jiu'dong'tu'shang'de'shui 永久冻土上的水
'yong'jiu'dong'tu'tai 永久冻土台
'yong'jiu'dong'tu'xia'wei'shui 永久冻土下位水
'yong'jiu'fu'zai 永久负载
'yong'jiu'wei'nian'dian 永久萎蔫点
'yong'tong'wei'su'de'shi'dai'ce'ding 用同位素的时代测定
'you'an 右岸
'you'an'lin'shi 铀铵磷石
'you'ban'dian'de 有斑点的
'you'bao'he'lv 油饱和率
'you'bian'yuan'de 有边缘的
'you'bu 油捕
'you'ceng'dan'yuan 油层单元
'you'ceng'suan'chu'li 油层酸处理
'you'ceng'you'zhu 油层油贮
'you'chi 油池
'you'chi 游尺
'you'chong 幼虫
'you'dang'xing'he'liu 游荡性河流
'you'dao'shen'tou 诱导渗透
'you'de'fen'li 铀的分离
'you'dian'guang'du'ji 油点光度计
'you'dong'bao'zi 游动孢子
'you'dong'hua'che 游动滑车
'you'fa 诱发
'you'fang'tu'kuang 铀方钍矿
'you'gai'fan 铀钙矾
'you'gai'shi 铀钙石
'you'gai'tong'kuang 铀钙铜矿
'you'gou'hen'de 有沟痕的
'you'gui'shi 铀硅石
'you'hai'fa 铀氦法
'you'hu'xu'de 有胡须的
'you'hua'he'wu 铀化合物
'you'ji'can'yu'wu 有机残余物
'you'ji'chen'ji 有机沉积
'you'ji'chen'ji'wu 有机沉积物
'you'ji'di'qiu'hua'xue 有机地球化学
'you'ji'hua'he'wu 有机化合物
'you'ji'jiao'ti 有极胶体
'you'ji'jie'jing 有极结晶
'you'ji'jin'shu'hua'he'wu 有机金属化合物
'you'ji'sheng'cheng'de 有机生成的
'you'ji'sheng'cheng'shi'hui'yan 有机生成石灰岩
'you'ji'suan 有机酸
'you'ji'wu 有机物
'you'ji'wu'ran 有机污染
'you'ji'wu'zhi'han'liang 有机物质含量
'you'ji'yan 有机岩
'you'ji'yan'liao 有机颜料
'you'jian'zhen 油减震
'you'jiao 有角
'you'jiao'de 有角的
'you'jin'fa 油浸法
'you'jing 右晶
'you'jing 油井
'you'jing'ya'lie 油井压裂
'you'kong'chong'cheng'dai'xian'xiang 有孔虫成带现象
'you'kong'chong'lei 有孔虫类
'you'kong'nian'tu 有孔粘土
'you'kuang 铀矿
'you'kuang'chuang 铀矿床
'you'kuang'jin'chu 铀矿浸出
'you'kuang'shi 铀矿石
'you'kuang'shi'fen'xi 铀矿石分析
'you'kuang'wu 铀矿物
'you'lei'gu'de 有肋骨的
'you'li'li'qing 游离沥青
'you'li'qi 游离气
'you'li'yang'hua'wu 游离氧化物
'you'li'zhuang'tai 游离状态
'you'lin'de 有鳞的
'you'liu'suan'yan 铀硫酸盐
'you'mei 铀煤
'you'men 幽门
'you'miao 油苗
'you'mu'yan 油母岩
'you'mu'ye'yan 油母页岩
'you'ni'tan'tie'kuang 铀铌钽铁矿
'you'nian 幼年
'you'nian'de 幼年的
'you'nian'di'xing 幼年地形
'you'nian'gu 幼年谷
'you'nian'qi 幼年期
'you'qi 油气
'you'qi'bi 油气比
'you'qian'fa 铀铅法
'you'qian'nian'ling 铀铅年龄
'you'que'kou'huo'shan'zhui 有缺口火山锥
'you'sha 油砂
'you'shi 油石
'you'shi'de 优势的
'you'shi'xing 优势性
'you'shi'zhong 优势种
'you'tai'chi'xu 幼态持续
'you'tan'ni'kuang 铀钽铌矿
'you'ti'lei 有蹄类
'you'tian 油田
'you'tian'gou'zao 油田构造
'you'tian'shui 油田水
'you'tiao'wen'de 有条纹的
'you'tu'kuang 铀钍矿
'you'xia'shi 铀霞石
'you'xian'fa 铀氙法
'you'xian'fu'xuan 优先浮选
'you'xian'hua'he'wu 铀酰化合物
'you'xian'quan 优先权
'you'xiao'cheng'fen 有效成分
'you'xiao'fu'she 有效辐射
'you'xiao'he'dian'he 有效核电荷
'you'xiao'jiang'shui'liang 有效降水量
'you'xiao'kong'xi'du 有效孔隙度
'you'xiao'qi'fu 有效起伏
'you'xiao'shen'tou'lv 有效渗透率
'you'xiao'zhi'jing 有效直径
'you'xing'shi'dai 有性世代
'you'ya'zuan'ji 油压钻机
'you'yi'de 有翼的
'you'yi'hou'du 有益厚度
'you'yi'tie'tai'kuang 铀钇铁钛矿
'you'yong'kuang'wu 有用矿物
'you'you'fa 铀铀法
'you'yun'mu 铀云母
'you'zhu 油贮
'you'zhuang'de 疣状的
'yu'bao 预报
'yu'bing'mo 雨冰膜
'yu'ce'tu 预测图
'yu'cheng 宇称
'yu'ding'qi 余定期
'yu'dong'qi 余动期
'yu'gou 雨沟
'yu'hen 雨痕
'yu'ji 淤积
'yu'jia 余价
'yu'jiao 鱼礁
'yu'ju 雨剧
'yu'liang 雨量
'yu'mao'kuang 羽毛矿
'yu'mao'zhuang 羽毛状
'yu'mao'zhuang'gou'zao 羽毛状构造
'yu'mao'zhuang'shui'xi 羽毛状水系
'yu'mi 玉米
'yu'ni 淤泥
'yu'ni'qian'yu'tu 淤泥潜育土
'yu'ni'tu 淤泥土
'yu'ni'zhi'de 淤泥质的
'yu'shen'rong'zhuo 余深溶酌
'yu'shi 育室
'yu'shi'ban 羽饰斑
'yu'shui 雨水
'yu'shui'shuo 雨水说
'yu'sui 玉髓
'yu'wei'ling'mei'kuang 纡维菱镁矿
'yu'wei'zuan'tou 鱼尾钻头
'yu'wen'gang 羽纹纲
'yu'yan'shi 鱼眼石
'yu'zhen 余震
'yu'zhi 羽支
'yu'zhou 羽轴
'yu'zhou'bo'shi'zhuo 宇宙剥蚀酌
'yu'zhou'cheng'yin'fang'she'xing'tong'wei'su 宇宙成因放射性同位素
'yu'zhou'di'zhi'xue 宇宙地质学
'yu'zhou'dian 宇宙甸
'yu'zhou'feng'du 宇宙丰度
'yu'zhou'fu'she 宇宙辐射
'yu'zhou'hua'xue 宇宙化学
'yu'zhou'jin'hua'lun 宇宙进化论
'yu'zhou'lv'hui'shi 宇宙氯辉石
'yu'zhou'wu'zhi 宇宙物质
'yu'zhou'xue 宇宙学
'yu'zhou'yuan'he'zhong 宇宙源核种
'yu'zhuang'de 羽状的
'yu'zhuang'fu'ye 羽状复叶
'yu'zhuang'gou'zao 羽状构造
'yu'zhuang'zhang'jie'li 羽状张节理
'yuan'ceng'xu 原层序
'yuan'cheng'dao'hang 远程导航
'yuan'cheng'kong'zhi 远程控制
'yuan'cheng're'ye'kuang'chuang 远成热液矿床
'yuan'di'chen'ji 原地沉积
'yuan'di'de 原地的
'yuan'di'dian 远地点
'yuan'di'hua'gang'yan 原地花岗岩
'yuan'di'hui'yan 原地灰岩
'yuan'di'ran'shao 原地燃烧
'yuan'di'sheng'cheng'mei 原地生成煤
'yuan'di'sheng'cheng'shuo 原地生成说
'yuan'di'shi'yan 原地试验
'yuan'di'tu'rang 原地土壤
'yuan'di'yan'ti 原地岩体
'yuan'di'zhe'zhou 原地褶皱
'yuan'dian'zi 原电子
'yuan'du 圆度
'yuan'gu'dai 元古代
'yuan'hai'chen'ji'wu 远海沉积物
'yuan'hai'nian'tu 远海粘土
'yuan'hai'xiang 远海相
'yuan'ji'sheng'yun'shu 元极绳运输
'yuan'jing'chu'liang 远景储量
'yuan'ju'zhao'xiang'shu 远距照相术
'yuan'kou'lei 圆口类
'yuan'kuang 原矿
'yuan'li'jin'gang'shi 圆粒金钢石
'yuan'li'yan 圆砾岩
'yuan'liao 原料
'yuan'lin 圆鳞
'yuan'mei 原煤
'yuan'qiu 圆丘
'yuan'se'san'jiao'xing 原色三角形
'yuan'sheng'de 原生的
'yuan'sheng'dong'wu 原生动物
'yuan'sheng'he 原生河
'yuan'sheng'kong'xi 原生空隙
'yuan'sheng'kuang'chuang 原生矿床
'yuan'sheng'kuang'shi 远生矿石
'yuan'sheng'kuang'shi 原生矿石
'yuan'sheng'kuang'wu 原生矿物
'yuan'sheng'lian'gou'zao 原生怜构造
'yuan'sheng'qing'xie 原生倾斜
'yuan'sheng'sheng'wu 原生生物
'yuan'sheng'shui 原生水
'yuan'sheng'sui'xie'zhuang'de 原生碎屑状的
'yuan'sheng'xian'tiao 原生线条
'yuan'sheng'xiao'mie'xiao'ying 原生消灭效应
'yuan'sheng'yan'ti 原生演替
'yuan'sheng'yi'chang 原生异常
'yuan'sheng'zhi 原生质
'yuan'sheng'zhong'zhu 原生中柱
'yuan'shi 圆石
'yuan'shi'chen'ji'gou'zao 原始沉积构造
'yuan'shi'chong'zhuang'de 原始虫状的
'yuan'shi'da'di'gou'zao'xue 原始大地构造学
'yuan'shi'da'qi 原始大气
'yuan'shi'de 原始的
'yuan'shi'di'ceng'xue 原始地层学
'yuan'shi'di'xing 原始地形
'yuan'shi'qian 原始铅
'yuan'shi'qing'xie 原始倾斜
'yuan'shi'sen'lin 原始森林
'yuan'shi'shui'liu 原始水流
'yuan'shi'tui'liu 原始退流
'yuan'shi'xi'bao 原始细胞
'yuan'shi'xing 原始型
'yuan'shi'yan 原始岩
'yuan'su 元素
'yuan'su'de'di'qiu'hua'xue'xing'zhuang 元素的地球化学性状
'yuan'su'de'gong'sheng'zu'he 元素的共生组合
'yuan'su'de'qian'yi 元素的迁移
'yuan'su'feng'du 元素丰度
'yuan'su'xing'gou'zao'xing'shi 元素性构造型式
'yuan'su'zhou'qi'biao 元素周期表
'yuan'wan'huo'hui'shi 原顽火辉石
'yuan'wei'ce'liang 原位测量
'yuan'xing 原型
'yuan'yan 源岩
'yuan'yan'jiang'kuang'chuang 远岩浆矿床
'yuan'yan'jiang're'bian'zhi'zhuo 远岩浆热变质酌
'yuan'yang'de 远洋的
'yuan'you 原油
'yuan'you'de'ji'lei 原油的基类
'yuan'yuan'za'zhong 远缘杂种
'yuan'zhen 远震
'yuan'zhou 圆周
'yuan'zhu 圆柱
'yuan'zhu'huang'jing 圆柱黄晶
'yuan'zhu'tou'ying 圆柱投影
'yuan'zhu'xi'kuang 圆柱锡矿
'yuan'zhu'xing'zhe'zhou 圆柱形褶皱
'yuan'zhu'zhuang'duan'ceng 圆柱状断层
'yuan'zhui'po'sui'ji 圆锥破碎机
'yuan'zhui'tou'ying 圆锥投影
'yuan'zhui'xing'lie'feng 圆锥形裂缝
'yuan'zhui'zhuang'po'lie 圆锥状破裂
'yuan'zi'bi 原子比
'yuan'zi'da'xiao 原子大小
'yuan'zi'dan'wei 原子单位
'yuan'zi'guang'pu 原子光谱
'yuan'zi'he'zhao'xiang'ru'jiao 原子核照相乳胶
'yuan'zi'jia'li 原子价力
'yuan'zi'jian 原子键
'yuan'zi'jian'ju 原子间距
'yuan'zi'lun 原子论
'yuan'zi'neng'ji 原子能级
'yuan'zi'shuai'bian 原子衰变
'yuan'zi'ti'ji 原子体积
'yuan'zi'zhi'liang'dan'wei 原子质量单位
'yue'chang'shi 月长石
'yue'chen 月尘
'yue'hu 月湖
'yue'lang'dui'ji 越浪堆积
'yue'lian'shui'ceng 越连水层
'yue'mian'gu 月面谷
'yue'mian'nian'dai'xue 月面年代学
'yue'pen 月盆
'yue'qiu'di'ceng'xue 月球地层学
'yue'qiu'di'zhi'tu 月球地质图
'yue'qiu'di'zhi'xue 月球地质学
'yue'qiu'gou'zao'zhuo 月球构造酌
'yue'qiu'huo'cheng'yan 月球火成岩
'yue'qiu'huo'shan'zhuo 月球火山酌
'yue'qiu'tu'rang 月球土壤
'yue'qiu'xue 月球学
'yue'qiu'yan'hua'shi 月球演化史
'yue'tu'rang 月土壤
'yue'yan 月岩
'yun'bai'hui'chang'yan 云白辉长岩
'yun'dong 运动
'yun'dong'bing'qi 运动冰碛
'yun'dong'xiang'si'xing 运动相似性
'yun'dong'zhi 运动肢
'yun'gan'cu'an'yan 云橄粗安岩
'yun'he 运河
'yun'huang'li'yan 陨磺砾岩
'yun'huang'yan 云煌岩
'yun'hui'deng'se'yan 云辉等色岩
'yun'hui'fen'yan 云辉玢岩
'yun'hui'ge'tie'kuang 陨辉铬铁矿
'yun'kuang'yan 运矿岩
'yun'lin'gai'na'shi 陨磷钙钠石
'yun'lin'shi'ying 陨鳞石英
'yun'lv 韵律
'yun'lv'tai'kuang 陨氯钛矿
'yun'lv'tie 陨氯铁
'yun'mu 云母
'yun'mu'da'li'yan 云母大理岩
'yun'mu'gan'lan'yan 云母橄榄岩
'yun'mu'gou'zao 云母构造
'yun'mu'nian'tu'kuang'wu 云母粘土矿物
'yun'mu'pian'ma'yan 云母片麻岩
'yun'mu'pian'yan 云母片岩
'yun'mu'sha'yan 云母砂岩
'yun'mu'tie'kuang 云母铁矿
'yun'mu'tong'kuang 云母铜矿
'yun'shi 陨石
'yun'shi'kong 陨石孔
'yun'shi'qiu'li 陨石球粒
'yun'shu'guo'cheng 运输过程
'yun'tie'shi 陨铁石
'yun'xia'zheng'chang'yan 云霞正长岩
'yun'xie'huang'yan 云斜煌岩
'yun'xing'chen 陨星尘
'yun'xu'wu'cha 允许误差
'yun'ying'dou'huang'yan 云英钭煌岩
'yun'ying'wei'shan'chang'yan 云英微闪长岩
'yun'ying'yan 云英岩
'yun'ying'yan'hua 云英岩化
'yun'zai'neng'li 运载能力
'za'gui'lv'nie'kuang 杂硅铝镍矿
'za'he'meng'kuang 杂褐锰矿
'za'jia'yan 杂钾盐
'za'lan'hui'nie'kuang 杂蓝辉镍矿
'za'lu'shi 杂卤石
'za'luan'gou'zao 杂乱构造
'za'mang'xiao 杂芒硝
'za'san'dian'liu 杂散电流
'za'se'de 杂色的
'za'sha'yan 杂砂岩
'za'xi'qian'gong'kuang 杂硒铅汞矿
'za'yun'ying'shi 杂云英石
'za'zhi 杂质
'za'zhong 杂种
'zai'bian'lun 灾变论
'zai'chen'hua'shi 再沉化石
'zai'chen'ji 再沉积
'zai'ci'gou'zao 再次构造
'zai'ci'kai'cai 再次开采
'zai'hua'he 再化合
'zai'huo'hua 再活化
'zai'jie'jing'zhi'gou 再结晶织构
'zai'rong 再溶
'zai'rong'jie 再溶解
'zai'sheng 再生
'zai'sheng'bing'chuan 再生冰川
'zai'sheng'fang'da 再生放大
'zai'sheng'hua'gang'yan 再生花岗岩
'zai'sheng'jie'gou 再生结构
'zai'sheng'kuang'chuang 再生矿床
'zai'sheng'shui 再生水
'zai'sheng'xue'shuo 再生学说
'zai'sheng'yan 再生岩
'zai'sheng'yan'qu 再生岩区
'zai'shun'he 再顺河
'zai'ti 载体
'zai'xian 再现
'zai'xian'xing 再现性
'zai'xuan'fu'xuan'ji 再选浮选机
'zai'yuan'di 在原地
'zan'ni'te'jie 赞尼特阶
'zan'qi'yan 赞岐岩
'zan'shi'ying'du 暂时硬度
'zao'cheng'tong'yuan'pao'chu'wu 早成同源抛出物
'zao'di'san'ji 早第三纪
'zao'feng'hua'qiao 燥风化壳
'zao'hai'yun'dong 造海运动
'zao'hua'hui'lv'yan 糟化辉绿岩
'zao'hua'shi 糟化石
'zao'hui'yan 藻灰岩
'zao'jiao 藻礁
'zao'jiao'shan'hu 造礁珊瑚
'zao'jie'gou 藻结构
'zao'jun'lei 藻菌类
'zao'lei 藻类
'zao'lei'kong'zhi 藻类控制
'zao'lei'ti 藻类体
'zao'lei'xue 藻类学
'zao'lu'de 造陆的
'zao'lu'yun'dong 造陆运动
'zao'lu'zhuo 造陆酌
'zao'mei 藻煤
'zao'qie'xiao 凿切削
'zao'shan'dai 造山带
'zao'shan'dai'wan'qu 造山带弯曲
'zao'shan'de 造山的
'zao'shan'di'dai 造山地带
'zao'shan'qi'hou'bian'zhi'zhuo 造山期后变质酌
'zao'shan'qian'de'yan'jiang'zhuo 造山前的岩浆酌
'zao'shan're'ye'kuang'chuang 造山热液矿床
'zao'shan'xiang 造山相
'zao'shan'xuan'hui 造山旋回
'zao'shan'xuan'hui'zhou 造山旋回粥
'zao'shan'yun'dong 造山运动
'zao'shi 皂石
'zao'xie'qi 造斜器
'zao'yan'chui 凿岩锤
'zao'yan'kuang'wu 造岩矿物
