'an'fa'zhi'zhi'er'zeng'ju 按法治之而增剧
'yi'qi'ren'wei'qi'ruo 以其人胃气弱
'yi'qi'zui'cheng'sha'li'zhi'qi'ye 以其最成杀厉之气也
'yi'qian'fa 依前法
'yi'qiang'ze'shao'yin'han'ye 以强责少阴汗也
'yi'qing'jiang'shui'qi'sheng 以清浆水七升
'yi'qing'jiu'qi'sheng 以清酒七升
'yi're'wu'ri 以热五日
'yi're'zai'pang'guang 以热在膀胱
'yi're'zai'xia'jiao 以热在下焦
'yi'ren'you'bu'yi'ci'di'er'zhi'zhi 医人又不依次第而治之
'yi'ri'er'san'du'fa 一日二三度发
'yi'ri'si 一日死
'yi'ri'tai'yang'shou'zhi 一日太阳受之
'yi'ri'yi'ye 一日一夜
'yi'ri'yi'ye'fu 一日一夜服
'yi'rong'qi'bu'zu 以荣气不足
'yi'rong'xing'mai'zhong 以荣行脉中
'yi'san'san'fang'cun'bi 以散三方寸匕
'yi'shang'ba'wei 以上八味
'yi'shang'er'wei 以上二味
'yi'shang'ge'deng'fen 以上各等分
'yi'shang'ge'san'liang 以上各三两
'yi'shang'han'wei'du'zhe 以伤寒为毒者
'yi'shang'jiu'fang 以上九方
'yi'shang'liu'fang 以上六方
'yi'shang'san'fang 以上三方
'yi'shang'san'wei 以上三味
'yi'shang'wu'fang 以上五方
'yi'shao'yin'mai'xian'er'fu 以少阴脉弦而浮
'yi'shen'ji'mian'mu'xi'huang 一身及面目悉黄
'yi'shen'jin'teng 一身尽疼
'yi'shen'jin'teng'tong 一身尽疼痛
'yi'shen'jin'zhong 一身尽重
'yi'shen'shou'zu'jin're'zhe 一身手足尽热者
'yi'shi'fang'zhi 以施方治
'yi'shi'jian'xu 一时间许
'yi'shi'si 一时死
'yi'shi'you'liu'qi 一时有六气
'yi'shi'zhi'jian 一时之间
'yi'shi'zhi'zhi 以时治之
'yi'shou'ba'ren 以手把刃
'yi'shou'ji'bao 以手急抱
'yi'shui'ba'sheng 以水八升
'yi'shui'guan'zhi 以水灌之
'yi'shui'he'fu'fang'cun'bi 以水和服方寸匕
'yi'shui'jiu'sheng 以水九升
'yi'shui'liu'sheng 以水六升
'yi'shui'qi'sheng 以水七升
'yi'shui'san'sheng 以水三升
'yi'shui'san'sheng'ban 以水三升半
'yi'shui'si'sheng 以水四升
'yi'shui'wu'sheng 以水五升
'yi'shui'wu'sheng 以水伍升
'yi'shui'yi'dou 以水一斗
'yi'shui'yi'dou'er'sheng 以水一斗二升
'yi'shui'yi'sheng 以水一升
'yi'shui'yi'sheng'ban 以水一升半
'yi'si 亦死
'yi'si'wu 以四物
'yi'tai'yang'sui'jing 以太阳随经
'yi'te'xia'zhi'suo'wei'ye 医特下之所为也
'yi'tian'gu'ye 以甜故也
'yi'tong'jin'ye 以通津液
'yi'wang'jin'ye 以亡津液
'yi'wei'bu'ke'xia'ye 以为不可下也
'yi'wei'jiu'ri 亦为九日
'yi'wei'qi'bu'gong'rong'qi'he'xie'gu'er 以卫气不共荣气和谐故尔
'yi'wei'tai'guo 亦为太过
'yi'wei'wu'gu'qi 以胃无谷气
'yi'wei'you'da're 医为有大热
'yi'wei'yu'shang'han'xiang'si 以为与伤寒相似
'yi'wei'zhong'leng 以胃中冷
'yi'wei'zhong'xu'leng 以胃中虚冷
'yi'wu'gu'shen 以无谷神
'yi'wu'sheng'shui 以五升水
'yi'wu'wang'qi 以无王气
'yi'xia'jiao'xu'you'han 以下焦虚有寒
'yi'xia'jie'zhi 以下解之
'yi'xia'zhi'tai'zao'gu'ye 以下之太早故也
'yi'xiang'chi'yi'he 以香豉一合
'yi'xiao'cheng'qi'tang'he'zhi 以小承气汤和之
'yi'xiao'cheng'qi'tang'shao'shao'yu 以小承气汤少少与
'yi'xin'xu'bu'sheng'gu'qi'gu'ye 以新虚不胜谷气故也
'yi'xing'qi'jing'jin'gu'ye 以行其经尽故也
'yi'xiu'fu'jian 一宿腹减
'yi'xiu'nai'xia 一宿乃下
'yi'xun'hou'xian 以训后贤
'yi'yang'dan'dai'zhi 以羊胆代之
'yi'yang'de'yin'ze'jie'ye 以阳得阴则解也
'yi'yang'qi'nei'wei 以阳气内微
'yi'yang'qi'xia 一阳气下
'yi'yang'shu'qi 以阳数七
'yi'yang'yao'sheng 一阳爻升
'yi'yi'hou'zhi 以意候之
'yi'yi'huo'po'jie'zhi 医以火迫劫之
'yi'yi'li'zhong'yu'zhi 医以理中与之
'yi'yi'tu'zhi'guo'ye 以医吐之过也
'yi'yi'tu'zhi'suo'zhi'ye 以医吐之所致也
'yi'yi'wan'yao'da'xia'zhi 医以丸药大下之
'yi'yi'zi'shen 益以滋甚
'yi'yin'de'yang'ze'jie'ye 以阴得阳则解也
'yi'yin'qi'nei'ruo 以阴气内弱
'yi'yin'qi'shang'ye 一阴气上也
'yi'yin'shui'duo 以饮水多
'yi'yin'yao'jiang'ye 一阴爻降也
'yi'you'qing'zhong 亦有轻重
'yi'you're'gu'ye 以有热故也
'yi'you're'ye 以有热也
'yi'you'su'shi'gu'ye 以有宿食故也
'yi'you'zao'shi'zai'wei'zhong 以有燥屎在胃中
'yi'yu 易愈
'yi'yu'de'wen 意欲得温
'yi'yu'yin'shui 意欲饮水
'yi'yun 医云
'yi'zai'li'ye 亦在里也
'yi'zhi'san'si'wan 益至三四丸
'yi'zhi'wei'du 以知为度
'yi'zhong'fa'han 以重发汗
'yi'zhou'xun'huan 一周循环
'yi'zhu'yao'li 以助药力
'yin'bu'de'you'han 阴不得有汗
'yin'bu'neng'duo 饮不能多
'yin'chen'hao'liu'liang 茵陈蒿六两
'yin'chen'hao'tang'fang 茵陈蒿汤方
'yin'chen'hao'tang'zhu'zhi 茵陈蒿汤主之
'yin'chen'tang'zhu'zhi 茵陈汤主之
'yin'cheng'qi'huo 因成其祸
'yin'de'hui 因得哕
'yin'de'jie'zhe 因得解者
'yin'dong'ze'fa're 阴动则发热
'yin'er'fu'dong 因而复动
'yin'er'fu'man'shi'tong'zhe 因而腹满时痛者
'yin'fa'qi'han'chu'duo'zhe 因发其汗出多者
'yin'fu'fa'han 因复发汗
'yin'fu'shi'wan 饮服十丸
'yin'fu'xia'zhi 因复下之
'yin'huo'er'dong 因火而动
'yin'huo'er'sheng 因火而盛
'yin'huo'wei'xie 因火为邪
'yin'ji'tu'shui 饮即吐水
'yin'jia'fu'zi'can'qi'jian 因加附子参其间
'yin'mai'bu'zu 阴脉不足
'yin'mai'fu'da'er'ru 阴脉浮大而濡
'yin'mai'ru'ruo'zhe 阴脉濡弱者
'yin'mai'ruo'zhe 阴脉弱者
'yin'mai'shi'da'zhe 阴脉实大者
'yin'mai'xian 阴脉弦
'yin'mai'xian'jin'zhe 阴脉弦紧者
'yin'mai'yu'yang'mai'tong'deng'zhe 阴脉与阳脉同等者
'yin'qi'hou'jie'zhe 阴气后竭者
'yin'qi'qian'jue 阴气前绝
'yin'qi'shang'ru'yang'zhong 阴气上入阳中
'yin'qi'wei'li 阴气为栗
'yin're'zhou'yi'sheng'xu 饮热粥一升许
'yin're'zuo'shi 因热作使
'yin'ren'ji'cha 隐忍冀差
'yin'ruo'ze'fa're 阴弱则发热
'yin'ruo'zhe 阴弱者
'yin'shao'zhen'fan'zao'zhe 因烧针烦躁者
'yin'sheng'yi'wang 阴盛以亡
'yin'sheng'ze'jie 阴盛则结
'yin'shi'ru'chang'zhe 饮食如常者
'yin'shi'ru'gu 饮食如故
'yin'shi'ru'kou'ze'tu 饮食入口则吐
'yin'shu'liu'gu'ye 阴数六故也
'yin'shui'duo 饮水多
'yin'shui'ze'hui 饮水则哕
'yin'teng 阴疼
'yin'tou'wei'zhong 阴头微肿
'yin'wang'cheng'zhi 阴往乘之
'yin'wei'zuo'tang 因为作汤
'yin'wu'suo'shi 阴无所使
'yin'xi'you'bu 因息游布
'yin'xia'shi'ye 阴下湿也
'yin'xie'xia'tong 引胁下痛
'yin'xiong'fan 因胸烦
'yin'xu'ze'xiao'bian'nan 阴虚则小便难
'yin'yang'da'lun'yun 阴阳大论云
'yin'yang'gu'ji'zhe 阴阳鼓击者
'yin'yang'he'he 阴阳和合
'yin'yang'he'ye 阴阳合也
'yin'yang'jiao'yi 阴阳交易
'yin'yang'ju'jue 阴阳俱厥
'yin'yang'ju'xu 阴阳俱虚
'yin'yang'ju'xu'jie 阴阳俱虚竭
'yin'yang'li'ye 阴阳离也
'yin'yang'qi'bing'jie 阴阳气并竭
'yin'yang'qi'bu'xiang'shun'jie 阴阳气不相顺接
'yin'yang'xiang'bao 阴阳相抱
'yin'yang'xiang'bo 阴阳相搏
'yin'yang'xiang'cheng 阴阳相乘
'yin'yang'xiang'gan 阴阳相干
'yin'yang'yi'zhi'wei'bing 阴阳易之为病
'yin'yang'zi'he'zhe 阴阳自和者
'yin'yu'cheng'qi'tang'yi'sheng 因与承气汤一升
'yin'zhi'jing 因致痉
'yin'zhi'nv'zhe 因致衄者
'yin'zhong'yu'xie 阴中于邪
'yin'zhuan'shu'yang'ming 因转属阳明
'yin'zhuan'shu'yang'ming'ye 因转属阳明也
'yin'zuo'jie'xiong 因作结胸
'yin'zuo'pi 因作痞
'ying'bie'lun 应别论
'ying'fa'han 应发汗
'ying'man 硬满
'ying'man'er'tong 硬满而痛
'ying'ru'ruo 应濡弱
'ying'ruo'ying'xiang 应若影响
'ying'wei'shi 硬为实
'ying'xiao'bian'bu'li 应小便不利
'ying'yi'han'jie'zhi 应以汗解之
'ying'ze'neng'shi'zhe'yu 硬则能食者愈
'ying'ze'zhan'yu 硬则谵语
'yong'huo'jiu'zhi 用火灸之
'yong're'tang'qi'he 用热汤七合
'yong'shui'ba'sheng 用水八升
'yong'tang'sheng'wan 用汤胜丸
'you'ba'wei 右八味
'you'biao'li'zheng 有表里证
'you'bu'bing'xue 又不冰雪
'you'bu'han 又不汗
'you'cang'jie 有藏结
'you'chai'hu'zheng 有柴胡证
'you'chao're 有潮热
'you'chao're'zhe 有潮热者
'you'chu'qi'li 又除其里
'you'da'xia'zhi 又大下之
'you'dang'xian'jie'biao 犹当先解表
'you'dang'yi'zheng'yu'zhi 犹当依证与之
'you'er'wei 右二味
'you'fan'zhe 又烦者
'you'han'wu're 有寒无热
'you'han'zhe'si 有汗者死
'you'he'yuan'zuo'ci'tu'li 又何缘作此吐利
'you'jian'qi'wei 右件七味
'you'jian'san'wei'wei'mo 右件三味为末
'you'jiu'wei 右九味
'you'li'zhi 又利止
'you'liu'wei 右六味
'you'mai'lai'dong'er'zhong'zhi 又脉来动而中止
'you'qi'wei 右七味
'you'qu'fu'ren'zhong'kun'jin'yin'chu 右取妇人中裩近隐处
'you're'shu'cang'zhe 有热属藏者
'you'ru'nue'zhuang 又如疟状
'you'san'wei 右三味
'you'shang'san'wei'deng'fen 右上三味等分
'you'shao'yang'yang'ming 有少阳阳明
'you'shen'yan'zhe 有神验者
'you'shen'zhi'xue 又身之穴
'you'sheng'han're 犹生寒热
'you'shi'si'wei 右十四味
'you'shi'wei 右十味
'you'shi'yi'wei 右十一味
'you'shi'you'bu'zhi'shi'san'yin'san'yang 又时有不止是三阴三阳
'you'shu'da'xia'zhi 又数大下之
'you'si'mi 右四咪
'you'si'wei 右四味
'you'si'wei'wei'mo 右四味为末
'you'su'shi'ye 有宿食也
'you'tu'di'wen'liang 又土地温凉
'you'wei'mo 右为末
'you'wei're'er'ke 有微热而渴
'you'wei're'han'chu 有微热汗出
'you'wei'zhi'he'cang'xian'shou'qi'zai 又未知何藏先受其灾
'you'wei'zhi'he'cang'yin'yang'qian'jue 又未知何藏阴阳前绝
'you'wu'wei 右五味
'you'wu'wei'wei'mo 右五味为末
'you'xia'li 又下利
'you'yi'wei 右一味
'you'yin'mai'chi'se 又阴脉迟涩
'you'yin'wu'yang'gu'ye 有阴无阳故也
'you'yu'jing'luo 游于经络
'you'yu'xue 有瘀血
'you'zao'shi'ye 有燥屎也
'you'zheng'yang'yang'ming 有正阳阳明
'you'zhu'jiu'li'fang 又主久利方
'yu'bai'hu'tang'fang'nei 于白虎汤方内
'yu'bai'tong'tang 与白通汤
'yu'chai'hu'gui'zhi'tang 与柴胡桂枝汤
'yu'chai'hu'tang 与柴胡汤
'yu'cheng'qi'tang 与承气汤
'yu'cheng'qi'tang'yi'sheng 与承气汤一升
'yu'chu'wu'han 余处无汗
'yu'da'bian'shi'nai'qu'zhi 欲大便时乃去之
'yu'da'chai'hu'tang 与大柴胡汤
'yu'da'chai'hu'tang'xia'zhi 与大柴胡汤下之
'yu'da'cheng'qi'tang 与大承气汤
'yu'de'an'zhe 欲得按者
'yu'de'bei 欲得被
'yu'de'quan'wo 欲得蜷卧
'yu'de'shi 欲得食
'yu'de'shui'zi'guan 欲得水自灌
'yu'de'yin'shui'zhe 欲得饮水者
'yu'di'er'juan'gui'zhi'tang'fang'nei 于第二卷桂枝汤方内
'yu'ge'gen'tang'fang'nei 于葛根汤方内
'yu'gong'qi'biao 欲攻其表
'yu'gui'zhi'jia'gui'tang 与桂枝加桂汤
'yu'gui'zhi'tang'fang'nei 于桂枝汤方内
'yu'gui'zhi'tang'ru'qian'fa 与桂枝汤如前法
'yu'han'gong'bing 与汗共并
'yu'han'shi'zhong'qiu'zhi 于寒湿中求之
'yu'huang'qin'tang 与黄芩汤
'yu'huang'qin'tang'fang'nei 于黄芩汤方内
'yu'jie'geng'tang 与桔梗汤
'yu'jie'shi 欲解时
'yu'jie'wai'zhe 欲解外者
'yu'jiu'xie'feng'zhe 欲救邪风者
'yu'jue'xiang'ying 与厥相应
'yu'ke'wan 欲可丸
'yu'ling'shou'zu'ju'zhou 欲令手足俱周
'yu'luo'qi'shen 欲裸其身
'yu'ma'huang'tang 与麻黄汤
'yu'mao'bu'ren 郁冒不仁
'yu'mi 与蜜
'yu'ou'tu'zhe 欲呕吐者
'yu'pi'mao'xiang'de 与皮毛相得
'yu'qu'yi'bei'zhe'ke'zhi 欲去衣被者可治
'yu're'xiang'bo 与热相搏
'yu're'zai'li'gu'ye 瘀热在里故也
'yu'ru'gui'zhi'fa 余如桂枝法
'yu'ru'gui'zhi'fa'jiang'xi 余如桂枝法将息
'yu'ru'gui'zhi'fa'jiang'xi'ji'jin'ji 余如桂枝法将息及禁忌
'yu'san'wu'xiao'xian'xiong'tang 与三物小陷胸汤
'yu'shang'han'da'yi 与伤寒大异
'yu'shao'yao'san'liang'ru'shang'fa 与芍药三两如上法
'yu'shi 欲食
'yu'shi'bu'neng'shi'zhe 欲食不能食者
'yu'shi'leng'shi 欲食冷食
'yu'shi'ren'an'zhi 欲使人按之
'yu'shi'sou 欲失溲
'yu'shui'ze'hui 与水则哕
'yu'si'da'bian'er'fan'shi'qi 欲似大便而反矢气
'yu'si'ni'tang'fang'nei 于四逆汤方内
'yu'si'shi'zhi'zhong 于四时之中
'yu'sui'juan'ben'zheng'xia'sui'yi'you 于随卷本证下虽已有
'yu'tiao'wei'cheng'qi'tang 与调胃承气汤
'yu'tu'bu'tu 欲吐不吐
'yu'wen're 遇温热
'yu'wu'fu 余勿服
'yu'wu'ling'san 与五苓散
'yu'wu'ling'san'zhu'zhi 与五苓散主之
'yu'wu'sheng 与五升
'yu'xiao'bian'bu'de 欲小便不得
'yu'xiao'chai'hu'tang 与小柴胡汤
'yu'xiao'chai'hu'tang'fang'nei 于小柴胡汤方内
'yu'xiao'chai'hu'tang'zhu'zhi 与小柴胡汤主之
'yu'xiao'cheng'qi'tang'he'zhi'yu 与小承气汤和之愈
'yu'xie'xin'tang 与泻心汤
'yu'xing'zheng'xiang'ying 与形证相应
'yu'yan'bi'luan 语言必乱
'yu'yan'bu'xiu 语言不休
'yu'yan'nan'chu 语言难出
'yu'ye 愈也
'yu'yi'bai'hu'tang'fa 余依白虎汤法
'yu'yi'ge'gen'tang'fa 余依葛根汤法
'yu'yi'gui'zhi'tang'fa 余依桂枝汤法
'yu'yi'gui'zhi'tang'fa'fu 余依桂枝汤法服
'yu'yi'huang'qin'tang'fa'fu 余依黄芩汤法服
'yu'yi'qian'fa 余依前法
'yu'yi'qian'fa'fu 余依前法服
'yu'yi'si'ni'tang'fa'fu 余依四逆汤法服
'yu'yi'ye 欲已也
'yu'yin'shui'shu'sheng'zhe 欲饮水数升者
'yu'yin'shui'zhe 欲饮水者
'yu'yin'xiang'dong 与阴相动
'yu'yin'yi'zi'fu'zhe 欲引衣自覆者
'yu'you'fu'qi 欲有伏气
'yu'yu'liang'yi'jin'sui 禹余粮一斤碎
'yu'yu'wei'fan 郁郁微烦
'yu'yu'wei'fan'zhe 郁郁微烦者
'yu'yu'yu'liang'wan 与禹余粮丸
'yu'zhe'zhi'dong'zuo'ye 愚者之动作也
'yu'zheng'qi'xiang'bo 与正气相搏
'yu'zhi'chang'ling'bu'zu 与之常令不足
'yu'zhi'yu'wei'yu'zhe 欲知愈未愈者
'yu'zhi'zhi'fa 欲知之法
'yu'zhi'zi'chi'tang'fang'nei 于栀子豉汤方内
'yu'zhu'fu'yi 欲著复衣
'yu'zi'jie'zhe 欲自解者
'yu'zuo'ben'tun 欲作奔豚
'yuan'hua'ao 芫花熬
'yuan'wei'ju'chen 愿为具陈
'yuan'wen'qi'shuo 愿闻其说
'yuan'zhi'yi'jia'jian'yan'zhi 缘止以加减言之
'zai'chi'wei'guan 在尺为关
'zai'cun'wei'ge 在寸为格
'zai'fei 再沸
'zai'ge'xia'bi'li 在膈下必利
'zai'hu'xu'yu 在乎须臾
'zai'jian 再煎
'zai'jian'qu'san'sheng 再煎取三升
'zai'ni'cu'ming'qi 再逆促命期
'zai'ren'ti'gong 在人体躬
'zai'shang'wan'zhe 在上脘者
'zai'zhu 再煮
'zao'bu'de'mian 躁不得眠
'zao'bu'de'wo'zhe 躁不得卧者
'zao'fan 躁烦
'zao'he'da'shi'si'mei 枣核大十四枚
'ze'bing'bu'chu 则病不除
'ze'bu'shang'yu'han 则不伤于寒
'ze'bu'shi'ren 则不识人
'ze'bu'zhong'bing 则不中病
'ze'e'han'shen 则恶寒甚
'ze'e'han'shu'qian 则恶寒数欠
'ze'er'long 则耳聋
'ze'fa're'shen 则发热甚
'ze'fa're'ye 则发热也
'ze'fan 则烦
'ze'fan'er'ji 则烦而悸
'ze'fan'teng 则烦疼
'ze'fu'man'shen're'bu'yu'shi'zhan'yu 则腹满身热不欲食谵语
'ze'fu'man'xiao'bian'nan'ye 则腹满小便难也
'ze'gen'ye'ku'gao 则根叶枯槁
'ze'han'chu 则汗出
'ze'hui 则哕
'ze'ju 则剧
'ze'kou'zao'fan'ye 则口燥烦也
'ze'kou'zhong'shang 则口中伤
'ze'li'leng'bu'shi'shi 则里冷不嗜食
'ze'liang'mu'bi 则两目闭
'ze'lin'shen 则淋甚
'ze'mai'yu'jue 则脉欲厥
'ze'nan'ke'zhi 则难可制
'ze'qi'fu'bi'shu 则其肤必疏
'ze'rong'wei'bu'xing 则荣卫不行
'ze'sa'xi'e'han'ye 则洒淅恶寒也
'ze'shen'dan'an'ke'yi'wu'fa 则神丹安可以误发
'ze'shen'fa'huang 则身发黄
'ze'sheng'e'chuang'ye 则生恶疮也
'ze'si'yi 则死矣
'ze'si'yin'shi 则思饮食
'ze'tou'tong'kou'gan'fan'man'er'ke 则头痛口干烦满而渴
'ze'wei'bing're 则为病热
'ze'wei'chang'ming 则为肠鸣
'ze'wei'duan'qi 则为短气
'ze'wei'fan'ni 则为烦逆
'ze'wei'guan'ge'bu'tong 则为关格不通
'ze'wei'hui 则为哕
'ze'wei'jie'xiong 则为结胸
'ze'wei'jue 则为厥
'ze'wei'yong'nong 则为痈脓
'ze'wei'zhong'kong'xu 则胃中空虚
'ze'xiao'bian'zi'li'ye 则小便自利也
'ze'xie 泽泻
'ze'xie'yi'liang'liu'zhu'ban 泽泻一两六铢半
'ze'xiong'zhong'ru'chong'nie 则胸中如虫啮
'ze'xu'qu'shi 责虚取实
'ze'xue'liu'bu'xing 则血流不行
'ze'xue'xu 则血虚
'ze'yan'zao 则咽燥
'ze'yi'sou 则遗溲
'ze'yi'yu'yi 则易愈矣
'ze'yu 则愈
'ze'zhan'li 则战栗
'ze'zhi'qi'zhan'yu 则止其谵语
'ze'zuo'pi 则作痞
'zeng'gui'ling'han'chu 增桂令汗出
'zha'jing'zha'luan 乍静乍乱
'zha'you'qing'shi 乍有轻时
'zha'zai'fu'zhong 乍在腹中
'zha'zai'si'zhi 乍在四肢
'zhan'er'li'ye 战而栗也
'zhan'yan'wang'yu 谵言妄语
'zhan'yu 谵语
'zhan'yu'bu'zhi 谵语不止
'zhan'yu'fa'chao're 谵语发潮热
'zhan'yu'mai'duan'zhe'si 谵语脉短者死
'zhan'yu'yi'niao 谵语遗尿
'zhan'yu'you'chao're 谵语有潮热
'zhan'yu'zhe 谵语者
'zhang'you'zhi'bing'duo'xiang'si'zhe 长幼之病多相似者
'zhe'ku'jiu'zhong 着苦酒中
'zhen'chu'bei'han 针处被寒
'zhen'han'er'li 振寒而栗
'zhen'han'xiang'bo 振寒相搏
'zhen'jiu'shu'shi'bai'chu 针灸数十百处
'zhen'li'zi'xia'li'zhe 振栗自下利者
'zhen'qi'mai 诊其脉
'zhen'wu'tang'fang 真武汤方
'zhen'wu'tang'zhu'zhi 真武汤主之
'zhen'zhen'yu'pi'di'zhe 振振欲擗地者
'zhen'zu'yang'ming 针足阳明
'zheng'qi'bu'neng'fu 正气不能复
'zheng'qi'que'jie'yu'cang 正气却结于藏
'zheng'ru'hou'zhang 证如后章
'zheng'sheng'zhong'yu'ye 郑声重语也
'zheng'xiang'yang'dan 证象阳旦
'zheng'xie'fen'zheng 正邪分争
'zheng'yang'yang'ming'zhe 正阳阳明者
'zheng'yue'er'yue 正月二月
'zheng'zai'xin'duan 正在心端
'zheng'zai'xin'xia 正在心下
'zheng'zheng'fa're'zhe 蒸蒸发热者
'zheng'zhi'wu'sheng'mi'xia 蒸之五升米下
'zhi'bian'suo'yuan 知变所缘
'zhi'bu'wei'ni 治不为逆
'zhi'bu'zai'li 知不在里
'zhi'chun'bian'wei'wen'bing 至春变为温病
'zhi'chun'fen'yi'qian 至春分以前
'zhi'da'pen'nei 置大盆内
'zhi'dao'huan'zhong 置刀环中
'zhi'fan'he'ni 知犯何逆
'zhi'fu'zi'da'zhe'yi'mei 炙附子大者一枚
'zhi'fu'zi'yi'mei'pao 炙附子一枚炮
'zhi'gan'cao'tang'fang 炙甘草汤方
'zhi'gan'cao'tang'zhi 炙甘草汤之
'zhi'he'bu'bu'li 知何部不利
'zhi'hou'fu 止后服
'zhi'jie'fan'teng 支节烦疼
'zhi'jin'yuan'hun'sai'yu'ming'lu 至今冤魂塞于冥路
'zhi'jing'mi'ban'sheng 炙粳米半升
'zhi'jing'zhe'er'yue'jie'hou 至惊蛰二月节后
'zhi'liu'qi'ri 至六七日
'zhi'liu'ri 至六日
'zhi'ma'huang'ge'yi'liang'qu'jie 炙麻黄各一两去节
'zhi'mu'huang'qin'wei'rui'ge'shi'ba'zhu 知母黄芩萎蕤各十八铢
'zhi'mu'liu'liang 知母六两
'zhi'qi'ba'ri 至七八日
'zhi'qi'cha'ye 知其差也
'zhi'qi'nian'yue'ri'fu'fa'zhe 至其年月日复发者
'zhi'qi'ri'tai'yang'bing'shuai 至七日太阳病衰
'zhi'qi'suo'she 知其所舍
'zhi'qiu'bian'liang 至秋便凉
'zhi'qiu'fen'jie'qian 至秋分节前
'zhi'shi 直视
'zhi'shi'ban'jin'zhi 枳实半斤炙
'zhi'shi'bu'neng'mu'xun 直视不能目旬
'zhi'shi'po 枳实破
'zhi'shi'san'mei'da'zhe 枳实三枚大者
'zhi'shi'san'mei'zhi 枳实三枚炙
'zhi'shi'si'mei'shui'jin 枳实四枚水浸
'zhi'shi'wu'mei'zhi 枳实五枚炙
'zhi'shi'yao'tou 直视摇头
'zhi'shi'zhan'yu 直视谵语
'zhi'shi'zhi'zi'chi'tang'fang 枳实栀子豉汤方
'zhi'shi'zhi'zi'tang'zhu'zhi 枳实栀子汤主之
'zhi'si'wu'ri 至四五日
'zhi'si'wu'ri'er'jue'zhe 至四五日而厥者
'zhi'tian'yin'yu'bu'zhi 值天阴雨不止
'zhi'tou'han 指头寒
'zhi'wei'qi'shang'zai 知胃气尚在
'zhi'wu'liu'ri 至五六日
'zhi'xia'bian'wei'shu'bing 至夏变为暑病
'zhi'yi'yi'wan'yao'xia'zhi 知医以丸药下之
'zhi'yin'chang'zai 知阴常在
'zhi'yin'ji'xian 支饮急弦
'zhi'yin'jing'shang'zhuan'ru'yin 至阴经上转入阴
'zhi'you'bu'ken'han'chu 至有不肯汗出
'zhi'you'xian'hou 治有先后
'zhi'yu'tu'li 至于吐利
'zhi'ze'xie'jie 止则邪结
'zhi'zheng'yue'yu'shui'jie'hou 至正月雨水节后
'zhi'zi'chi'tang 栀子豉汤
'zhi'zi'chi'tang'fang 栀子豉汤方
'zhi'zi'chi'tang'zhu'zhi 栀子豉汤主之
'zhi'zi'gan'cao'chi'tang'fang 栀子甘草豉汤方
'zhi'zi'gan'cao'chi'tang'zhu'zhi 栀子甘草豉汤主之
'zhi'zi'gan'jiang'tang'fang 栀子干姜汤方
'zhi'zi'gan'jiang'tang'zhu'zhi 栀子干姜汤主之
'zhi'zi'hou'po'tang'fang 栀子厚朴汤方
'zhi'zi'hou'po'tang'zhu'zhi 栀子厚朴汤主之
'zhi'zi'nie'pi'tang'fang 栀子蘖皮汤方
'zhi'zi'nie'pi'tang'zhu'zhi 栀子蘖皮汤主之
'zhi'zi'sheng'jiang'chi'tang'fang 栀子生姜豉汤方
'zhi'zi'sheng'jiang'chi'tang'zhu'zhi 栀子生姜豉汤主之
'zhi'zi'shi'si'mei'bai 栀子十四枚掰
'zhi'zi'yi'shi'wu'ge 栀子一十五个
'zhong'bei'er'fu'zhi 重被而复之
'zhong'bi'you'jian 中必有奸
'zhong'bing'bian'zhi 中病便止
'zhong'bing'ji'zhi 中病即止
'zhong'bing'zhe 重病者
'zhong'er'ji'bing'zhe 中而即病者
'zhong'fa'han 重发汗
'zhong'feng 中风
'zhong'feng'fa're 中风发热
'zhong'feng'han'chu'er'fan'zao'fan 中风汗出而反躁烦
'zhong'gan'yu'han'zhe 重感于寒者
'zhong'gong'wen'er'zhi'zhi 中工问而知之
'zhong'jiao'bu'gui'zhe 中焦不归者
'zhong'jiao'bu'zhi 中焦不治
'zhong'you'hai'zhe'fan'dong 中有还者反动
'zhong'yu'shao'yao'gan'cao'tang 重与芍药甘草汤
'zhong'zhe'bi'si'yi 重者必死矣
'zhou'ri'fan'zao 昼日烦躁
'zhou'ri'ming'liao 昼日明了
'zhou'ru'ze'chu 粥入则出
'zhou'shi'guan'zhi 周时观之
'zhu'cheng'han'zhe 诸乘寒者
'zhu'dan'zhi'fang 猪胆汁方
'zhu'dan'zhi'yi'he 猪胆汁一合
'zhu'fu'tang'fang 猪肤汤方
'zhu'fu'tang'zhu'zhi 猪肤汤主之
'zhu'fu'yi'jin 猪肤一斤
'zhu'jin'wei'han 诸紧为寒
'zhu'ling'qu'pi 猪苓去皮
'zhu'ling'shi'ba'zhu'qu'pi 猪苓十八铢去皮
'zhu'ling'tang'fang 猪苓汤方
'zhu'ling'tang'fu'li'qi'xiao'bian'gu'ye 猪苓汤复利其小便故也
'zhu'ling'tang'zhu'zhi 猪苓汤主之
'zhu'ma'huang'yi'er'fei 煮麻黄一二沸
'zhu'mai'de'shu'dong'wei'ruo'zhe 诸脉得数动微弱者
'zhu'mai'fu'shu 诸脉浮数
'zhu'mi'ling'shu 煮米令熟
'zhu'mi'shu 煮米熟
'zhu'ni'fa'han 诸逆发汗
'zhu'qu'er'sheng 煮取二升
'zhu'qu'er'sheng'ban 煮取二升半
'zhu'qu'liu'sheng 煮取六升
'zhu'qu'san'sheng 煮取三升
