'a'ba'la'qi'ya'ji'you'jun 阿巴拉契亚鸡油菌
'zhan'jiao'tiao'bao'niu'gan'jun 粘胶条孢牛肝菌
'zhan'jiao'xiao'cui'bing'gu 粘胶小脆柄菇
'zhan'ke'bao'shu 粘壳孢属
'zhan'li'mao'pan'jun 展粒毛盘菌
'zhan'lin'san 粘鳞伞
'zhan'ma'an'jun 粘马鞍菌
'zhan'mao'bing'xiu 毡毛柄锈
'zhan'mao'ding'gu 粘铆钉菇
'zhan'mao'mei 粘毛霉
'zhan'mao'xiao'cui'bing'gu 毡毛小脆柄菇
'zhan'mi'huan'jun 粘蜜环菌
'zhan'mu'si'hei'fen'jun'shu 詹姆斯黑粉菌属
'zhan'ni'an'jin'qian'jun 詹尼暗金钱菌
'zhan'niu'gan'jun 粘牛肝菌
'zhan'pi'gu 粘皮菇
'zhan'qiu'ke'shu 毡球壳属
'zhan'rong'chui'mu'gu 毡绒垂暮菇
'zhan'ru'gu 粘乳菇
'zhan'san'shu 粘伞属
'zhan'sen'mao'mei 詹森毛霉
'zhan'she'jun'shu 粘舌菌属
'zhan'sheng'yin'er 展生银耳
'zhan'shu'bao'shu 粘束孢属
'zhan'shu'jia'yi 毡树痂衣
'zhan'shuang'bao'hei'fen'jun'shu 粘双孢黑粉菌属
'zhan'si'mo'jun 粘丝膜菌
'zhan'tan'tuan'jun 粘炭团菌
'zhan'tui'si'mo'yin 粘腿丝膜茵
'zhan'xie'duo'bao'nang'mei 沾屑多孢囊霉
'zhan'xie'qiu'nang'mei 沾屑球囊霉
'zhan'xin'ren'san 粘新韧伞
'zhan'zhou'mei'shu 粘帚霉属
'zhan'zhuang'bei'ge'jun 毡状杯革菌
'zhang'bing'bing'xiu'jun 胀柄柄锈菌
'zhang'bing'xiu'jun 樟柄锈菌
'zhang'ci'ma'bo 长刺马勃
'zhang'gen'an'jin'qian'jun 长根暗金钱菌
'zhang'gen'ao'de'mo 长根奥德蘑
'zhang'gen'chui'mo'gu 长根垂膜菇
'zhang'gen'di'juan 长根地卷
'zhang'gen'duo'kong'jun 长根多孔菌
'zhang'gen'gu 长根菇
'zhang'gen'gui'san 长根鬼伞
'zhang'gen'hua'xiu'san 长根滑锈伞
'zhang'gen'jin'qian'jun 长根金钱菌
'zhang'gen'jing'hui'qiu 长根静灰球
'zhang'gen'jing'ma'bo 长根静马勃
'zhang'gen'xiao'ao'de'mo 长根小奥德蘑
'zhang'hua'hei'fen'jun 长花黑粉菌
'zhang'jiao'bing'xiu'jun 长角柄锈菌
'zhang'sheng'bing'xiu'jun 樟生柄锈菌
'zhang'sheng'xiao'ke'en'xiu'jun 樟生小克恩锈菌
'zhang'shi'rui 胀石蕊
'zhang'wu'bing'pan'jun 樟无柄盘菌
'zhang'xing'bang'shu'bao 掌形棒束孢
'zhang'ya'cai'bing'xiu'jun 獐牙菜柄锈菌
'zhang'ya'hei'er'yi 长芽黑尔衣
'zhang'ye'da'huang'bing'xiu'jun 掌叶大黄柄锈菌
'zhang'ye'dai'yi 长叶袋衣
'zhang'ye'song'qiao'xiu'jun 长叶松鞘锈菌
'zhang'zhuang'ge'jun 掌状革菌
'zhang'zhuang'hua'er'xiao'xing'bian'zhong 掌状花耳小型变种
'zhang'zhuang'mei'er 掌状玫耳
'zhang'zhuang'xue'hua'yi 掌状雪花衣
'zhang'zui'bing'xiu'jun 长嘴柄锈菌
'zhao'jia'tuan'nang'jun'ke 爪甲团囊菌科
'zhao'sheng'si'gai'san 沼生丝盖伞
'zhao'shi'cao'wei'bao'hei'fen'jun 沼湿草尾孢黑粉菌
'zhao'wa'bang'shu'bao 爪哇棒束孢
'zhao'wa'fen'bao'niu'gan'jun 爪哇粉孢牛肝菌
'zhao'wa'gai'er'pan'jun 爪哇盖尔盘菌
'zhao'wa'li'mao'pan'jun 爪哇粒毛盘菌
'zhao'wa'mao'er'yi 爪哇猫耳衣
'zhao'wa'mao'mei 爪哇毛霉
'zhao'wa'rou'bei'jun 爪哇肉杯菌
'zhao'wa'rou'pan'jun 爪哇肉盘菌
'zhao'wa'shen'pan'yi 爪哇肾盘衣
'zhao'wa'xian'jiao'er 爪哇藓胶耳
'zhao'wa'ya'ji'pan'jun 爪哇亚棘盘菌
'zhao'wa'yi'shui'mei 爪哇异水霉
'zhao'ze'bing'xiu 沼泽柄锈
'zhao'ze'hong'gu 沼泽红菇
'zhao'ze'li'zi'yi 沼泽沥渍衣
'zhao'zhan'zhe'jun 爪粘褶菌
'zhe'bai'ping'cha'zi 赭白平茶渍
'zhe'bao'hei'fen'jun'shu 褶孢黑粉菌属
'zhe'bei'san 赭杯伞
'zhe'bian'ci'ge'kong'jun 锗边刺革孔菌
'zhe'cao'shu'bing'xiu'jun 蔗草属柄锈菌
'zhe'cha'zi 赭茶渍
'zhe'ding'hua'xiu'san 赭顶滑锈伞
'zhe'fu'di'juan 赭腹地卷
'zhe'gai'e'gao'jun 赭盖鹅膏菌
'zhe'gai'niu'gan'jun 赭盖牛肝菌
'zhe'gu'jun 鹧鸪菌
'zhe'he'jin'she'nang'mo 赭褐金舌囊蘑
'zhe'he'mo'gu 赭褐蘑菇
'zhe'he'niu'gan'jun 赭褐牛肝菌
'zhe'he'si'gai'san 赭褐丝盖伞
'zhe'he'xiao'cui'bing'gu 赭褐小脆柄菇
'zhe'he'ya'qi'gu 赭褐亚脐菇
'zhe'hong'fen'zhe'gu 赭红粉褶菇
'zhe'hong'ni'kou'mo 赭红拟口蘑
'zhe'hong'ru'gu 赭红乳菇
'zhe'hong'wang'yi 赭红网衣
'zhe'huan'xiu'san 赭环锈伞
'zhe'huang'bei'san 赭黄杯伞
'zhe'huang'cha'zi 折黄茶渍
'zhe'huang'chi'er 赭黄齿耳
'zhe'huang'gui'san 赭黄鬼伞
'zhe'huang'he'xiao'niu'gan'jun 赭黄褐小牛肝菌
'zhe'huang'ji'ge'jun 赭黄集革菌
'zhe'huang'lai'te'wo'kong'jun 赭黄赖特卧孔菌
'zhe'huang'ya'chi'er 赭黄亚齿耳
'zhe'huang'yan'pan'jun 赭黄艳盘菌
'zhe'huang'you'bing'niu'gan'jun 赭黄疣柄牛肝菌
'zhe'jia'xiu'jun'shu 赭痂锈菌属
'zhe'jiao'yi 褶胶衣
'zhe'kong'duan'bao'niu'gan'jun 褶孔短孢牛肝菌
'zhe'kong'jun'shu 褶孔菌属
'zhe'kong'niu'gan'jun 褶孔牛肝菌
'zhe'kong'niu'gan'jun'ke 褶孔牛肝菌科
'zhe'kong'niu'gan'jun'shu 褶孔牛肝菌属
'zhe'lai'xie'wang'yi 赭癞屑网衣
'zhe'lin'kou'mo 赭鳞口蘑
'zhe'lin'mo'gu 赭鱗蘑菇
'zhe'lin'mo'gu 赭鳞蘑菇
'zhe'luo'san 赭裸伞
'zhe'lv'zhi'hu'jun 赭绿枝瑚菌
'zhe'mao'bao'dui'hei'fen'jun 蔗茅孢堆黑粉菌
'zhe'mu'gu 赭木菇
'zhe'nian'hua'gu 赭粘滑菇
'zhe'pan'jun'shu 摺盘菌属
'zhe'ping'cha'zi 褶平茶渍
'zhe'ren'ge'jun 褶韧革菌
'zhe'se'cha'zi 赭色茶渍
'zhe'se'hong'gu 赭色红菇
'zhe'se'ji'pi'yi 赭色鸡皮衣
'zhe'se'luo'gai'gu 赭色裸盖菇
'zhe'se'ren'ge'jun 赭色韧革菌
'zhe'se'tiao'bao'niu'gan'jun 赭色条孢牛肝菌
'zhe'se'xiao'niu'gan'jun 赭色小牛肝菌
'zhe'si'mo'jun 赭丝膜菌
'zhe'sui'mei'yi 赭髓梅衣
'zhe'tao'bao'yi 赭绦孢衣
'zhe'wen'gui'san 褶纹鬼伞
'zhe'xing'zuo'ge'jun 赭星座革菌
'zhe'yuan'hei'dian'kou'mo 褶缘黑点口蘑
'zhe'yuan'si'gai'san 赭缘丝盖伞
'zhe'zhi'ru'gu 赭汁乳菇
'zhe'zhou'cha'zi 褶皱茶渍
'zhe'zhou'di'xing 褶皱地星
'zhe'zi'ying'kong'jun 赭紫硬孔菌
'zhe'zi'zuo'tan'jiao'jun 赭子座炭角菌
'zhen'bao'yuan'pan'jun 针孢圆盘菌
'zhen'ci'jun'shu 针刺菌属
'zhen'gen'ji'zong'jun 真根鸡枞菌
'zhen'hou'tou'jun 针猴头菌
'zhen'huan'zhe'jun 针环褶菌
'zhen'ke'shu 针壳属
'zhen'ke'tai'shu 针壳炱属
'zhen'lie'ti'jun 针裂蹄菌
'zhen'mao'bing'xiu'jun 针茅柄锈菌
'zhen'mao'chi'jun 针毛齿菌
'zhen'mao'pan'jun'shu 针毛盘菌属
'zhen'mao'tiao'hei'fen'jun 针茅条黑粉菌
'zhen'nan'bing'xiu'jun 桢楠柄锈菌
'zhen'nan'liu'hei'fen'jun 桢楠瘤黑粉菌
'zhen'nan'sheng'bing'xiu'jun 桢楠生柄锈菌
'zhen'nan'yi'nei'xiu 桢楠异内锈
'zhen'ni'bao'shu 珍妮孢属
'zhen'pan'yi'shu 震盘衣属
'zhen'peng'jia'xiu'jun 榛膨痂锈菌
'zhen'se'di'hua'jun 榛色地花菌
'zhen'xian'ce'er 真线侧耳
'zhen'xian'jia'ge'er 真线假革耳
'zhen'xiao'rou'chi'jun 针小肉齿菌
'zhen'xing'dian'yi 真形点衣
'zhen'xing'shan'gu 针形扇菇
'zhen'ya'fei'yi 针芽肺衣
'zhen'ya'hui'ye 针牙灰叶
'zhen'ya'tiao'yi 针芽条衣
'zhen'ye'shu'san'ban'ke 针叶树散斑壳
'zhen'yi'shu 真衣属
'zhen'zhu'jin'xiu 珍珠金锈
'zhen'zhu'lie'pan'yi 珍珠裂盘衣
'zhen'zhu'mao'bing'xiu'jun 珍珠茅柄锈菌
'zhen'zhu'mao'sheng'bing'xiu'jun 珍珠茅生柄锈菌
'zhen'zhu'ping'kou'yi 珍珠瓶口衣
'zhen'zhu'rou'you'yi 珍珠肉疣衣
'zhen'zhuang'xia'shu'mei 针状下梳霉
'zheng'da'ye'mei 正大叶梅
'zheng'liu'shi'rui 正硫石蕊
'zhi'bao'shu 枝孢属
'zhi'bao'yuan'pan'jun 直孢圆盘菌
'zhi'bing'fen'zhe'jun 直柄粉褶菌
'zhi'bing'ji'bao'fen'pan'jun 致病集孢粪盘菌
'zhi'bing'kou'mo 直柄口蘑
'zhi'bing'kuo'nang'mo 直柄铦囊蘑
'zhi'bing'ren'san 枝柄韧伞
'zhi'ci'bao'ru'fu'jun 枝刺孢乳腹菌
'zhi'ding'bao'shu 枝顶孢属
'zhi'duo'si'pan'jun 直多丝盘菌
'zhi'gan'wei'pi'san 枝干微皮伞
'zhi'hu'chi'jun 枝瑚齿菌
'zhi'hu'hou'tou'jun 枝瑚猴头菌
'zhi'hu'jun'shu 枝瑚菌属
'zhi'huan'jun'shu 指环菌属
'zhi'jia'yin'qiu'jiao'mu 指甲隐球酵母
'zhi'li'mao'mei 直立毛霉
'zhi'li'mao'pan'jun 纸粒毛盘菌
'zhi'li'shi'lan'bao'kong'jun 直立嗜蓝孢孔菌
'zhi'li'xia'shu'mei 直立下梳霉
'zhi'lian'zao'gen'sheng'hu'jun 直炼藻根生壶菌
'zhi'lun'zhi'bao'shu 指轮枝孢属
'zhi'ma'li'yi'shu 芝麻粒衣属
'zhi'mei 枝霉
'zhi'mei'shu 枝霉属
'zhi'mi'hei'er 致密黑耳
'zhi'mi'hong'gu 致密红菇
'zhi'mi'ying'pi'fu'jun 致密硬皮腹菌
'zhi'mu'hu'jun 枝木瑚菌
'zhi'mu'hua'hei'fen'jun 知母花黑粉菌
'zhi'mu'xie'bao'hei'fen'jun 知母楔孢黑粉菌
'zhi'pan'yi'shu 枝盘衣属
'zhi'pu'bao'shu 枝葡孢属
'zhi'sheng'ha'shi'yi 枝生哈氏衣
'zhi'shi'rui 枝石蕊
'zhi'si'ban'zhi'pan'jun 直丝斑痣盘菌
'zhi'si'ge'bao'fu'ge'jun 枝丝隔孢伏革菌
'zhi'si'jun'shu 织丝菌属
'zhi'si'mo'jun 掷丝膜菌
'zhi'xiao'gu'shu 脂小菇属
'zhi'xue'ge'er 止血革耳
'zhi'ya'ling'bao 指哑铃孢
'zhi'ye'shan'hu'zhi 指叶珊瑚枝
'zhi'zhen'ke'shu 直针壳属
'zhi'zhi'shan'hu'jun 直枝珊瑚菌
'zhi'zhi'tan'jiao'jun 纸质炭角菌
'zhi'zhu'bang'shu'bao 蜘蛛棒束孢
'zhi'zhuang'hou'bao'kong'jun 纸状厚孢孔菌
'zhi'zhuang'wei'pi'san 枝状微皮伞
'zhi'zhuang'xiang'gu 枝状香菇
'zhi'zhuang'zhong'jun 指状钟菌
'zhong'ao'zhe'kong'jun 中凹褶孔菌
'zhong'bao'wei'pi'san 中孢微皮伞
'zhong'chi'lie'jun 肿齿裂菌
'zhong'dian'kuai'jun 中甸块菌
'zhong'dun'pan'jun 肿盾盘菌
'zhong'guo'bei'bao'xiu 中国被胞锈
'zhong'guo'bei'bao'xiu'jun 中国被孢锈菌
'zhong'guo'bing'xiu'jun 中国柄锈菌
'zhong'guo'bu'le'zhi'bao'jiao'mu 中国布勒掷孢酵母
'zhong'guo'chi'lie'jun 中国齿裂菌
'zhong'guo'ci'pi 中国刺皮
'zhong'guo'cong'er 中国丛耳
'zhong'guo'cong'mao'ya'ling'bao 中国丛毛哑铃孢
'zhong'guo'cong'pu'tao'bao 中国葱葡萄孢
'zhong'guo'dai'mei'yi 肿果袋梅衣
'zhong'guo'dai'yi 肿果袋衣
'zhong'guo'di'she'jun 中国地舌菌
'zhong'guo'dun'pan'jun 中国盾盘菌
'zhong'guo'duo'bao'xiu'jun 中国多胞锈菌
'zhong'guo'fen'bao'niu'gan'jun 中国粉孢牛肝菌
'zhong'guo'feng'lie'ke 中国缝裂壳
'zhong'guo'gai'er'pan'jun 中国盖尔盘菌
'zhong'guo'gao'fu'jun 中国高腹菌
'zhong'guo'ge'dan'er 中国隔担耳
'zhong'guo'hei'dan'chao'jun 中国黑蛋巢菌
'zhong'guo'ji'bao'xiu'jun 中国戟孢锈菌
'zhong'guo'ji'pi'yi 中国鸡皮衣
'zhong'guo'jiao'bei'er 中国胶杯耳
'zhong'guo'jiao'jiao'er 中国胶角耳
'zhong'guo'jin'zhu'pan'jun 中国近蛛盘菌
'zhong'guo'kuai'jun 中国块菌
'zhong'guo'lan'si'pan'jun 中国兰斯盘菌
'zhong'guo'ma'an'jun 中国马鞍菌
'zhong'guo'mai'fu'jun 中国脉腹菌
'zhong'guo'mao'bei'jun 中国毛杯菌
'zhong'guo'mao'she'jun 中国毛舌菌
'zhong'guo'mo'pan'jun 中国膜盘菌
'zhong'guo'nang'bei'kuai'jun 中国囊被块菌
'zhong'guo'ni'mi'kong'jun 中国拟迷孔菌
'zhong'guo'qiao'xiu'jun 中国鞘锈菌
'zhong'guo'ru'fu'jun 中国乳腹菌
'zhong'guo'rui'kong'jun 中国锐孔菌
'zhong'guo'shen'pan'yi 中国肾盘衣
'zhong'guo'shu'hua 中国树花
'zhong'guo'si'bao'jiao'mu 中国丝孢酵母
'zhong'guo'song'luo 中国松萝
'zhong'guo'tiao'hei'fen'jun 中国条黑粉菌
'zhong'guo'tiao'yi 中国条衣
'zhong'guo'xian'kong'jun 中国纤孔菌
'zhong'guo'ya'ji'pan'jun 中国亚棘盘菌
'zhong'guo'yuan'ci'pan'jun 中国缘刺盘菌
'zhong'hong'pi'kong'jun 肿红皮孔菌
'zhong'hua'ban'ye 中华斑叶
'zhong'hua'bing'xiu'jun 中华柄锈菌
'zhong'hua'ce'pan'jun 中华侧盘菌
'zhong'hua'cha'zi 中华茶渍
'zhong'hua'e'gao 中华鹅膏
'zhong'hua'fei'yi 中华肺衣
'zhong'hua'hou'zhi'yi 中华厚枝衣
'zhong'hua'huang'sui'ye 中华黄髓叶
'zhong'hua'jin'si 中华金丝
'zhong'hua'luo'ke'jun 中华螺壳菌
'zhong'hua'luo'yuan'yi 中华裸缘衣
'zhong'hua'ma'an'jun 中华马鞍菌
'zhong'hua'mei'yi 中华梅衣
'zhong'hua'niu'gan'jun 中华牛肝菌
'zhong'hua'pao'qi'yi 中华疱脐衣
'zhong'hua'ran'liao'yi 中华染料衣
'zhong'hua'rong'gai'niu'gan'jun 中华绒盖牛肝菌
'zhong'hua'rou'qiu'jun 中华肉球菌
'zhong'hua'shi'guo'yi 中华石果衣
'zhong'hua'shi'rui 中华石蕊
'zhong'hua'shuang'yuan'yi 中华双缘衣
'zhong'hua'wai'pan'jun 中华歪盘菌
'zhong'hua'wang'yi 中华网衣
'zhong'hua'xiao'ma'bo 中华小马勃
'zhong'hua'yin'kong'jun 中华隐孔菌
'zhong'ji'bei'bao'mei 肿基被孢霉
'zhong'jian'an'jin'qian'jun 中间暗金钱菌
'zhong'jun'shu 钟菌属
'zhong'kong'hua'niu'gan'jun 重孔华牛肝菌
'zhong'mei'da'ye'mei 中美大叶梅
'zhong'ru'ji'pi'yi 钟乳鸡皮衣
'zhong'san'shu 钟伞属
'zhong'shu'hua 肿树花
'zhong'si'bian'kong'jun 肿丝变孔菌
'zhong'si'jing'yuan'pan'jun 肿丝晶圆盘菌
'zhong'tiao'ma'an'jun 中条马鞍菌
'zhong'wan'jing'mei 肿弯颈霉
'zhong'xing'gan'qi'gu 钟形干脐菇
'zhong'xing'gu'nang'mo 钟形钴囊蘑
'zhong'xing'kuo'nang'mo 钟形铦囊蘑
'zhong'xing'liao'hei'fen'jun 钟形蓼黑粉菌
'zhong'xing'qi'gu 钟形脐菇
'zhong'xing'shen'pan'yi 钟形肾盘衣
'zhong'ya'xiao'wang'yi 中亚小网衣
'zhong'yang'hei'liu'yi 中央黑瘤衣
'zhong'zhang'qiu'nang'mei 肿涨球囊霉
'zhong'zhang'wen'zi'yi 肿胀文字衣
'zhong'zhang'xiao'wang'yi 肿胀小网衣
'zhou'bao'xiao'ji'mao'kong'jun 舟孢小集毛孔菌
'zhou'bian'tan'jiao'jun 皱扁炭角菌
'zhou'biao'mao'er'yi 皱表猫耳衣
'zhou'bing'tan'jiao'jun 皱柄炭角菌
'zhou'bo'wu'gong'yi 皱波蜈蚣衣
'zhou'chi'ke'shu 皱赤壳属
'zhou'chuan'dan'ge'jun 皱串担革菌
'zhou'ci'zuo'mei'shu 周刺座霉属
'zhou'fu'jun 轴腹菌
'zhou'fu'jun'ke 轴腹菌科
'zhou'fu'jun'shu 轴腹菌属
'zhou'gai'lin'san 皱盖鳞伞
'zhou'gai'niu'gan'jun 皱盖牛肝菌
'zhou'gai'si'mo'jun 皱盖丝膜菌
'zhou'gai'xiao'cui'bing'gu 皱盖小脆柄菇
'zhou'gai'xiao'pi'san 皱盖小皮伞
'zhou'gai'you'bing'niu'gan'jun 皱盖疣柄牛肝菌
'zhou'gai'zhong'jun 皱盖钟菌
'zhou'gai'zhu'sun 皱盖竹荪
'zhou'gan'bao'yi 周杆孢衣
'zhou'ge'jun 帚革菌
'zhou'ge'jun 皱革菌
'zhou'ge'jun'shu 皱革菌属
'zhou'he'shan 皱褐扇
'zhou'hei'fen'jun'shu 轴黑粉菌属
'zhou'hong'pan'jun 皱红盘菌
'zhou'huan'qiu'gai'san 皱环球盖伞
'zhou'huang'xing'dian'yi 皱黄星点衣
'zhou'hui'bao'jun 轴灰包菌
'zhou'hui'bao'shu 轴灰包属
'zhou'jian'pi'xia'pan'jun 骤尖皮下盘菌
'zhou'jiao'yi 皱胶衣
'zhou'lie'jun'ni'zhao'mao'pan'jun 皱裂菌拟爪毛盘菌
'zhou'lie'jun'shu 皱裂菌属
'zhou'lie'shi'er 周裂石耳
'zhou'ma'an'jun 皱马鞍菌
'zhou'mei'shu 帚霉属
'zhou'mei'shu 皱梅属
'zhou'mei'yi 皱梅衣
'zhou'mian'cu'gen'shi'er 皱面粗根石耳
'zhou'mian'hei'fu'shi'er 皱面黑腹石耳
'zhou'mu'er 皱木耳
'zhou'pan'jun'shu 皱盘菌属
'zhou'pi'duo'zhi'ru'gu 皱皮多汁乳菇
'zhou'pi'fen'zhe'xun 皱皮粉褶蕈
'zhou'pi'guang'bing'gu 皱皮光柄菇
'zhou'pi'huan'xiu'san 皱皮环锈伞
'zhou'pi'mi'huan'jun 皱皮蜜环菌
'zhou'pi'pan'jun'shu 舟皮盘菌属
'zhou'pi'ru'gu 皱皮乳菇
'zhou'pi'tan'jiao'jun 皱皮炭角菌
'zhou'pi'you'bing'niu'gan'jun 皱皮疣柄牛肝菌
'zhou'qu'xue'ge'jun 皱曲血革菌
'zhou'ren'ge'jun 皱韧革菌
'zhou'rong'shi'kong'jun 皱容氏孔菌
'zhou'shan'hu'jun 皱珊瑚菌
'zhou'si'bing'xiu'jun 周丝柄锈菌
'zhou'suo'hu'jun 皱锁瑚菌
'zhou'tu'ping'pan'jun 皱突平盘菌
'zhou'wei'dan'bao'xiu'jun 周位单胞锈菌
'zhou'wen'da'ye'mei 皱纹大叶梅
'zhou'wen'dan'bao'xiu'jun 皱纹单胞锈菌
'zhou'wen'xie'gai'san 皱纹斜盖伞
'zhou'wu'geng'nang'mei 皱无梗囊霉
'zhou'xiao'si'pi'jun 皱小丝皮菌
'zhou'xing'jun'shu 舟型菌属
'zhou'yi 皱衣
'zhou'yi'shu 皱衣属
'zhou'yuan'mao'bei'jun 皱缘毛杯菌
'zhou'zhe'huang'sui'ye 皱褶黄髓叶
'zhou'zhe'luo'lin'san 皱褶罗鳞伞
'zhou'zhe'ping'cha'zi 皱褶平茶渍
'zhou'zhe'xiao'pi'san 皱褶小皮伞
'zhou'zhe'zhuang'gu 皱褶桩菇
'zhou'zhi'mei'shu 帚枝霉属
'zhou'zhuang'huang'ge'jun 帚状黄革菌
'zhou'zhuang'lu'hua'jun 帚状鹿花菌
'zhou'zhuang'ping'pan'jun 帚状平盘菌
'zhou'zhuang'qiu'nang'mei 帚状球囊霉
'zhou'zhuang'ying'nang'mei 帚状硬囊霉
'zhou'zhuang'yu'hu'jun 帚状羽瑚菌
'zhou'zhuang'yun'nan'mei 帚状云南霉
'zhou'zui'di'xing 皱嘴地星
'zhu'bao'jia'long'tou'jun 柱孢假笼头菌
'zhu'bao'li'mao'pan'jun 柱孢粒毛盘菌
'zhu'bao'li'tou'mei 柱孢犁头霉
'zhu'bao'shu 柱孢属
'zhu'bao'xu'fu'jun 柱孢须腹菌
'zhu'bing'si'mo'jun 柱柄丝膜菌
'zhu'dan'jun'shu 柱担菌属
'zhu'dian'yi 柱点衣
'zhu'dun'feng'wo'yi 柱盾蜂窝衣
'zhu'dun'yi 柱盾衣
'zhu'guang'da'ye'mei 珠光大叶梅
'zhu'guang'mei'yi 珠光梅衣
'zhu'hong'fen'mo'niu'gan'jun 朱红粉末牛肝菌
'zhu'hong'kong'jun 朱红孔菌
'zhu'hong'la'san 朱红蜡伞
'zhu'hong'mai'ge'jun 朱红脉革菌
'zhu'hong'mi'kong'jun 朱红密孔菌
'zhu'hong'nang'pi'jun 朱红囊皮菌
'zhu'hong'niu'gan'jun 朱红牛肝菌
'zhu'hong'shuan'jun 朱红栓菌
'zhu'hong'si'mo'jun 朱红丝膜菌
'zhu'hong'xiao'nang'pi'jun 朱红小囊皮菌
'zhu'huang 竹黄
'zhu'huang'ke 竹黄科
'zhu'huang'shi'san 朱黄湿伞
'zhu'huang'shu 竹黄属
'zhu'ji'ban'bai'gui'san 珠鸡斑白鬼伞
'zhu'ji'ban'huan'bing'gu 珠鸡斑环柄菇
'zhu'jie'cao'bao'dui'hei'fen'jun 竹节草孢堆黑粉菌
'zhu'jie'liao'bing'xiu'jun 竹节蓼柄锈菌
'zhu'jie'yi'ke 珠节衣科
'zhu'jie'yi'shu 珠节衣属
'zhu'jin'xu'yi 烛金絮衣
'zhu'jin'zhu'pan'jun 竹近蛛盘菌
'zhu'kuai'jun'shu 猪块菌属
'zhu'liang'ping'pan'jun 珠亮平盘菌
'zhu'lin'ni'kou'mo 竹林拟口蘑
'zhu'lin'she'tou'jun 竹林蛇头菌
'zhu'lin'ye'yi 柱鳞叶衣
'zhu'lin'zhi'hu'jun 竹林枝瑚菌
'zhu'ling 猪苓
'zhu'ma'peng'jia'xiu'jun 苎麻膨痂锈菌
'zhu'mao'cai'dan'bao'xiu'jun 猪毛菜单胞锈菌
'zhu'mei'shu 柱霉属
'zhu'pan'bao'shu 柱盘孢属
'zhu'pan'jun'ke 蛛盘菌科
'zhu'pan'jun'shu 蛛盘菌属
'zhu'ping'shu'pan'jun 猪瓶束盘菌
'zhu'qian'shan'hu'zhi 竹扦珊瑚枝
'zhu'sha'ban'yi 朱砂斑衣
'zhu'sheng'bing'xiu'jun 竹生柄锈菌
'zhu'sheng'duo'nian'wo'kong'jun 竹生多年卧孔菌
'zhu'sheng'ji'pi'yi 竹生鸡皮衣
'zhu'sheng'mo'san 竹生墨伞
'zhu'sheng'rong'gai'niu'gan'jun 竹生绒盖牛肝菌
'zhu'sheng'rou'zuo'jun 竹生肉座菌
'zhu'sheng'tan'jiao'jun 竹生炭角菌
'zhu'sheng'xiu'ge'jun 竹生锈革菌
'zhu'shuang'zi'yi 柱双子衣
'zhu'si'bao'shu 蛛丝孢属
'zhu'si'mian'mao'yi 蛛丝绵毛衣
'zhu'sun'shu 竹荪属
'zhu'tai'bei'bao'mei 烛台被孢霉
'zhu'tou'huang'cha'zi 柱头黄茶渍
'zhu'tou'jun 柱头菌
'zhu'tou'jun'shu 柱头菌属
'zhu'wang'jun'shu 蛛网菌属
'zhu'xi'cong'zhi'hu 朱细丛枝瑚
'zhu'xing'chong'cao 柱形虫草
'zhu'xiu'er'ke 柱锈耳科
'zhu'xiu'jun'ke 柱锈菌科
'zhu'xiu'jun'shu 柱锈菌属
'zhu'ya'liao'bing'xiu'jun 珠芽蓼柄锈菌
'zhu'ya'liao'hei'fen'jun 珠芽蓼黑粉菌
'zhu'ya'liao'wei'qiu'hei'fen'jun 珠芽蓼微球黑粉菌
'zhu'ya'luo'hei'fen'jun 珠芽落黑粉菌
'zhu'ya'rou'you'yi 柱芽肉疣衣
'zhu'yang'yang'peng'jia'xiu'jun 猪殃殃膨痂锈菌
'zhu'ye'jiao'bang'bao 竹叶蕉棒孢
'zhu'ye'lan'qiao'xiu'jun 竹叶兰鞘锈菌
'zhu'yi'shu 柱衣属
'zhu'zhuang'bao'jin'qian'jun 柱状孢金钱菌
'zhu'zhuang'gong'men'jun 柱状拱门菌
'zhu'zhuang'ji'zong'jun 柱状鸡枞菌
'zhu'zhuang'ju'bao'nang'mei 珠状巨抱囊霉
'zhu'zhuang'long'tou'jun 柱状笼头菌
'zhu'zhuang'tan'jiao'jun 柱状炭角菌
'zhu'zhuang'tian'tou'gu 柱状田头菇
'zhu'zhuang'tian'tou'gu'jun 柱状田头菇菌
'zhuan'bai'ji'pi'yi 转白鸡皮衣
'zhuan'ban'zao'you'hu'jun 转板藻油壶菌
'zhuan'bao'fa'shu 砖孢发属
'zhuan'bao'jiao'yi 砖孢胶衣
'zhuan'cheng'yi 转橙衣
'zhuan'ge'bao'shu 砖格孢属
'zhuan'hong'bing'xiu'jun 砖红柄锈菌
'zhuan'hong'ren'hei'san 砖红韧黑伞
'zhuan'hong'zhui'gai'gu 砖红锥盖菇
'zhuan'huo'si'jun 砖火丝菌
'zhuan'jin'ping'kou'yi 砖筋瓶口衣
'zhuang'gu'ke 桩菇科
'zhuang'gu'shu 桩菇属
'zhuang'li'suo'shi'pan'jun 壮丽索氏盘菌
'zhuang'shi'di'hua'jun 庄氏地花菌
'zhuang'yan'tan'jiao'jun 庄严炭角菌
'zhui'gai'fen'zhe'xun 锥盖粉褶蕈
'zhui'gai'san'shu 锥盖伞属
'zhui'gai'xiao'cui'bing'gu 锥盖小脆柄菇
'zhui'geng'wei'ping'bao'shu 锥梗围瓶孢属
