'a'bei'duo 阿贝多
'xue'yue'zhu'yang'zhen'jun 削月筑阳真君
'xue'zang'de'xing'yin 雪葬的星银
'xue'zang'zhi'du 雪葬之都
'xue'zang'zhi'du'jin'jiao 雪葬之都近郊
'xue'zang'zhi'du'jiu'gong 雪葬之都旧宫
'xue'zhe'de'juan'dai 学者的倦怠
'xue'zhi'zao'huo 血之灶火
'xue'zhong'jun 雪中君
'xue'zhu 雪猪
'xue'zi'you 靴子鼬
'xun'bao'luo'pan 寻宝罗盘
'xun'bao'ya'yin 寻宝鸦印
'xun'gui'chuan 巡轨船
'xun'hu'shen'lin 巡护深林
'xun'ji'zhi'hua 勋绩之花
'xun'jie'de'jian'wu 迅捷的剑舞
'xun'jie'li'ci'jian 迅捷礼刺剑
'xun'jie'liu'feng 迅捷流风
'xun'jie'zhi'feng 迅捷之风
'xun'lei'ting'ni 迅雷霆霓
'xun'lian'da'jian 训练大剑
'xun'lin'chang'tu'de'bai'qian'qu'shi 巡林常途的百千趣事
'xun'lin'guan 巡林官
'xun'lin'guan'jing'xuan 巡林官精选
'xun'lin'quan 巡林犬
'xun'lin'zhe 巡林者
'xun'man'yan'lai'zhong 纁漫雁来中
'xun'po'qiang'shi 迅破枪势
'xun'qin'rou 熏禽肉
'xun'sheng'de'feng'cao 迅生的丰草
'xun'shou 蕈兽
'xun'shou'bao'zi 蕈兽孢子
'xun'wang'gou'hui 蕈王钩喙
'xun'xi'cheng'jiu'zhi'ya 熏习成就之芽
'xun'xian'de'mei'shi'jia 寻仙的美食家
'xun'yi'chan'hu'jin'wang 巡仪蒇护禁罔
'xun'zhen'zhi'lv 寻珍之旅
'xun'zhu 蕈猪
'ya'dao'tan'hai 牙纛叹海
'ya'er'bo'li'qi 亚尔伯里奇
'ya'hui'ji'shou 鸦喙戟手
'ya'lv 芽绿
'ya'lv'jin'cu 芽绿锦簇
'ya'shen'te'de'zan'ge 亚什特的赞歌
'ya'yin 鸦印
'ya'yu 鸦羽
'ya'yu'gong 鸦羽弓
'ya'yu'tian'gou'ting'lei'zhao'zhou 鸦羽天狗霆雷召咒
'ya'zhi 压制
'ya'zhi'she'ji 压制射击
'ya'zhi'te'hua'xing'ji'guan 压制特化型机关
'yan'ben 岩本
'yan'cang'zhi'yin 岩藏之胤
'yan'cao'ruo'hua 偃草若化
'yan'chang'kai'shi 演唱开始
'yan'chao'die'zhang 岩潮叠嶂
'yan'du'xian 腌笃鲜
'yan'dun 岩盾
'yan'dun'qiu'qiu'bao'tu 岩盾丘丘暴徒
'yan'dun'qiu'qiu'ren 岩盾丘丘人
'yan'duo'la 嫣朵拉
'yan'fei 烟绯
'yan'gang'san'xian 岩港三鲜
'yan'gong 掩攻
'yan'hai'suo'xun 烟海梭巡
'yan'hong'chui'lu'shu 烟红垂露树
'yan'hong'xuan'zhen'shu 烟红悬针树
'yan'hong'zhong'ye 殷红终夜
'yan'hua'tong 烟花桶
'yan'huo'da'yang 烟火打扬
'yan'huo'jian 焰火箭
'yan'huo'zhi'yao 烟火之邀
'yan'ji 岩脊
'yan'jing'beng'po 岩晶崩破
'yan'jing'die 岩晶蝶
'yan'jing'mi'gong 烟景迷宫
'yan'kong'zhan'dao 烟空栈道
'yan'kui'wang 岩盔王
'yan'lao 岩牢
'yan'lie'de'bai'guang 酽冽的白光
'yan'lin'zhi'zhen'guo 烟林之真果
'yan'ming'miao'fa 延命妙法
'yan'ning 宴宁
'yan'pao'lian'da 炎咆连打
'yan'piao'fu'ling 岩飘浮灵
'yan'qiang 岩枪
'yan'qiu'qiu'sa'man 岩丘丘萨满
'yan'se'pei'bi'fa 炎色配比法
'yan'shang 岩伤
'yan'shang'bei 岩伤杯
'yan'shang'cha'shi 岩上茶室
'yan'shao'de'qing'lan 延烧的晴蓝
'yan'shen 岩神
'yan'shen'tong 岩神瞳
'yan'shen'tong'gong'ming'shi 岩神瞳共鸣石
'yan'shi'lai'mu 岩史莱姆
'yan'shi'shu'ming 眼识殊明
'yan'shi'you'ji'bing 岩使游击兵
'yan'shou 严守
'yan'shou'ling 眼狩令
'yan'tu'bai'jing'hui'xin 沿途百景会心
'yan'wang'di'jun 岩王帝君
'yan'wang'di'jun'zuo 岩王帝君座
'yan'wang'ye 岩王爷
'yan'wei 炎威
'yan'wu 炎舞
'yan'wu'chuan'xin 演武传心
'yan'xia'ru'meng'ge 烟霞入梦阁
'yan'xia'yun'meng'ta 烟霞云梦榻
'yan'xiao 焰硝
'yan'xiao 言笑
'yan'xiao'shi 焰硝矢
'yan'xiao'shi'zi'yao 炎啸狮子咬
'yan'xiao'ting'huo'wu 焰硝庭火舞
'yan'yi'de'xi'chao 衍溢的汐潮
'yan'yu 岩雨
'yan'yuan'su 岩元素
'yan'yuan'su'kang'xing 岩元素抗性
'yan'yuan'su'shang'hai 岩元素伤害
'yan'yue'tian'quan 掩月天权
'yan'zhe'lu'he'yin'zhi'wei'gu 岩者六合引之为古
'yan'zhi'chi'wu 焰之赤武
'yan'zhi'mo'xi'e'ling 岩之魔蜥厄灵
'yan'zhi'mo'xie'e'ling 炎之魔蝎厄灵
'yan'zhi'yin 岩之印
'yan'zhong'you'gu 岩中幽谷
'yan'zhou'feng'wu'shi 炎昼风物诗
'yan'zhu 岩主
'yan'zhu'zhi'fa 延贮之法
'yan'zun'xiang 岩尊像
'yang'hong'shan'wei'ge 洋红扇尾鸽
'yang'hua 阳华
'yang'hua'ling'yu 阳华领域
'yang'ling'wei'zhao'jiang'yi'zhou 仰灵威召将役咒
'yang'lu 央陆
'yang'lu'wu'qi'yuan'pei 央陆武器原胚
'yang'pei'zhi'yi 阳辔之遗
'yang'yan'gu'dao 阳炎古道
'yang'yan'shi 阳炎矢
'yao'dao'zheng'men'yao'xie'tui'san 要道正门妖邪退散
'yao'guang'ling'ju 曜光灵炬
'yao'guang'tan 瑶光滩
'yao'guang'xing 瑶光星
'yao'gun'de'shi'pu 摇滚的食谱
'yao'gun'ji 摇滚鸡
'yao'han'shan'yue'zhi'long 摇撼山岳之龙
'yao'ji'tong'shi 药剂通识
'yao'li 妖狸
'yao'shui'lian'hua 遥水莲华
'yao'shuo'qi'wei'zhi'bian 妖说歧尾之变
'yao'yang 飖扬
'yao'yao 瑶瑶
'yao'ye'de'zhi're'huo'hua 摇曳的炙热火花
'yao'yi'chen'bu'ran'cai'xing 要一尘不染才行
'ye'bo'shi 夜泊石
'ye'cha 夜叉
'ye'cha'nuo'mian 夜叉傩面
'ye'fu 野伏
'ye'fu'zhong 野伏众
'ye'gan'yi'zhou 野干役咒
'ye'gu'ji'rou'chuan 野菇鸡肉串
'ye'guo'mu 业果木
'ye'hu'gong'zhen'pian 野狐供真篇
'ye'hu'shuo'chan 野狐说禅
'ye'hua'ji'yi'de'lv'ye 野花记忆的绿野
'ye'huo'de'hao'lie 野火的豪烈
'ye'lan 夜兰
'ye'lin'zhu 野林猪
'ye'lun'wu'zhe 叶轮舞者
'ye'luo'tian'ya 叶落天涯
'ye'lv'shan'wei'ge 叶绿扇尾鸽
'ye'shuo'de 烨烁的
'ye'shuo'de'yuan'xing 烨烁的远星
'ye'song'you'jing 谒颂幽境
'ye'song'zhu 谒颂主
'ye'tan'bing 椰炭饼
'ye'wai'song'mu'lu'deng 野外松木路灯
'ye'xiao'zuo 夜枭座
'ye'xing 夜行
'ye'xing'an'huo 夜行暗火
'ye'xun'ying'yi 夜巡影翼
'ye'yang 椰羊
'ye'yin'fang'ming 叶隐芳名
'ye'ying'zuo 夜莺座
'yi'ban'yin'liang 一瓣荫凉
'yi'bang'cao'jian 异邦草翦
'yi'bang'jing'lei 异邦惊雷
'yi'bang'tie'feng 异邦铁风
'yi'bang'yan'feng 异邦岩锋
'yi'chang'san'tan 一唱三叹
'yi'chang'zhi'guang 依常之光
'yi'chu'ji'fa 一触即发
'yi'ci'wei'lao 以此为牢
'yi'dao'duan'jue 一刀断绝
'yi'deng 移灯
'yi'dian'jian'shu 仪典剑术
'yi'dian'zhi'hua 伊甸之花
'yi'dong'su'du 移动速度
'yi'dou'hong'lin 一斗轰临
'yi'duan'xu'li 一段蓄力
'yi'guan 义贯
'yi'gui 衣柜
'yi'guo'zhi'zhan 异国之盏
'yi'hai'ning'zhu 异海凝珠
'yi'hai'zhi'kuai 异海之块
'yi'hui'gui'du'jian 熠辉轨度剑
'yi'ji'fang'wei'zhe 遗迹防卫者
'yi'ji'ji'bing 遗迹机兵
'yi'ji'jian'ji'zhe 遗迹歼击者
'yi'ji'ju'she 遗迹巨蛇
'yi'ji'ju'xiang 遗迹巨像
'yi'ji'lie'zhe 遗迹猎者
'yi'ji'long'shou 遗迹龙兽
'yi'ji'shou'wei 遗迹守卫
'yi'ji'xun'yi'zhe 遗迹巡弋者
'yi'ji'zhen'cha'zhe 遗迹侦察者
'yi'ji'zhong'ji 遗迹重机
'yi'ji'zhong'pao 遗迹重炮
'yi'jian'shuang'qiu'qiu 一箭双丘丘
'yi'jie 壹阶
'yi'jie'zhi'xing 异界之星
'yi'ju'ru'ju 以局入局
'yi'lai'yu'yi 仪来羽衣
'yi'lan'dan'xiang 一篮淡香
'yi'li'fu'ren 以理服人
'yi'li'ye'dao 伊梨耶岛
'yi'meng'rong'mei 异梦溶媒
'yi'se'jie'jing'shi 异色结晶石
'yi'shi'bian'lei 遗世边垒
'yi'shi'jie'xing'ji 异世界行记
'yi'shi'shan'hu 一室珊瑚
'yi'si'dai'lai 伊斯黛莱
'yi'si'yu'long 遗祀玉珑
'yi'sui'de'ce'yuan 依随的策援
'yi'wai'ding'dan 意外订单
'yi'wan'wan'sha'li'zui'hou'de'qin'wang 一万万砂砾最后的亲王
'yi'wang'de'rong'qi 遗忘的容器
'yi'wei'lai'lin 依维莱琳
'yi'xiao'dao'tian'zhen'jun 移宵导天真君
'yi'xie'mi'gen'shu 攲斜弥亘树
'yi'xin'er'yong'shu 一心二用术
'yi'xin'jing'tu 一心净土
'yi'ye'xin'sheng 一叶新生
'yi'zhan'qing'xiang 一盏清香
'yi'zhi'hai'yu 益智海域
'yi'zhong'mo'gu 异种蘑菇
'yi'zhuang 衣装
'yin'cang'de'shi'li 隐藏的实力
'yin'die'zuo 引蝶座
'yin'gou'bai'ye'shu 银钩白椰树
'yin'guo'dian'po 因果点破
'yin'hen 印痕
'yin'jian 银剑
'yin'ju'mo'shu'jian 隐具魔术箭
'yin'ju'yu'shu 隐具余数
'yin'lei'tui'san 隐雷退散
'yin'lei'xiao'guo 引雷效果
'yin'lei'zhuang'tai 引雷状态
'yin'ling'zhi'feng 引领之风
'yin'lu 饮露
'yin'lu'san'ye 饮露伞叶
'yin'lun'pai 因论派
'yin'mo'de'lan'bao'shi'lei'di 堙没的蓝宝石泪滴
'yin'ran'zhi'huo 阴燃之火
'yin'ran'zhi'zhu 阴燃之珠
'yin'shi'de'ling'jian 引示的铃箭
'yin'shi'yuan'jian 隐视元件
'yin'shou 隐兽
'yin'shou'gui'zhua 隐兽鬼爪
'yin'shou'li'zhua 隐兽利爪
'yin'shou'zhi'zhao 隐兽指爪
'yin'ti'wa'te 因提瓦特
'yin'ye'gui'ling 引谒归灵
'yin'ye'ke'xiang 夤夜刻像
'yin'you'kan'po 因由勘破
'yin'you'shi'ren 吟游诗人
'yin'you'zhe'zhi'hu 吟游者之壶
'yin'yuan'ting 银原厅
'ying'bin'di'tan 迎宾地毯
'ying'da'dao'chan 影打刀镡
'ying'ding'bi'lei'zhang'peng 硬顶避雷帐篷
'ying'gai'an'quan 应该安全
'ying'guang 莹光
'ying'guang'bao'fen 荧光孢粉
'ying'guang'xia'dao 荧光狭道
'ying'hao'liao'luan 影貉缭乱
'ying'hong'shi 映红石
'ying'hui'liu'hua 莹辉流华
'ying'ji'hua'rui 盈极花蕊
'ying'ji'shi'pin 应急食品
'ying'jin'de'cang'tong 萦金的苍瞳
'ying'lei'de'gu'yuan 盈泪的故园
'ying'ling 鹰翎
'ying'ling'zhuang'tai 鹰翎状态
'ying'luo'zong'ming'suo 萦络纵命索
'ying'man'zhi'shi 盈满之实
'ying'mei 荧妹
'ying'mian 樱眠
'ying'mian'cai'tao'guan 硬面彩陶罐
'ying'mian'chang'zhuo 硬面长桌
'ying'qi'shi 莺泣石
'ying'que'liu'fan 盈缺流返
'ying'ran'de'jie'xiang 樱染的街巷
'ying'shi'huo'mu'zhi'ling 应时惑目之灵
'ying'shi'jia'gu'de'shui'jing 硬石加固的水井
'ying'si'jia 鹰司家
'ying'tian'zuo 映天座
'ying'xi'lu'cao'zi'shang'dao 影徙露草自伤悼
'ying'xian'er'peng 应弦而砰
'ying'xiang'fu'xing 影向祓行
'ying'xiang'hai'tan 鹰翔海滩
'ying'xiang'shan 影向山
'ying'xu'zang'xiang 盈虚藏象
'ying'you'jin'you'de'guo'shu'shi'chang 应有尽有的果蔬市场
'ying'zao'zhe'de'dan'dang 营造者的担当
'ying'zhi'men 鹰之门
'ying'zhi'tai'deng 硬质台灯
'ying'zhi'zhai'gong 樱之斋宫
'yong'bing'zhong'jian 佣兵重剑
'yong'bu'xiu'zhi 永不休止
'yong'chang 咏唱
'yong'chen'de'jiu'ji 用臣的久计
'yong'dong'bao'fa 涌动爆发
'yong'heng'de'shou'hu'zhe 永恒的守护者
'yong'heng'de'xin'yang 永恒的信仰
'yong'heng'lv'zhou 永恒绿洲
'yong'heng'zhi'tu 永恒之土
'yong'jie'long'shou 永劫龙兽
'yong'quan'zhi'zhan 涌泉之盏
'yong'sheng'xiang 永生香
'yong'shi'de'guan'mian 勇士的冠冕
'yong'shi'de'jian'yi 勇士的坚毅
'yong'shi'de'pan'yan 永世的磐岩
'yong'shi'de'qi'xu 勇士的期许
'yong'shi'de'xun'zhang 勇士的勋章
'yong'shi'de'zhuang'xing 勇士的壮行
'yong'shi'liu'mian 永世流沔
'yong'shi'zhi'xin 勇士之心
'yong'tao'ta'chao 拥涛踏潮
'yong'wang'zhi'qian'shao'nv'xin 勇往直前少女心
'yong'wu'xie'mu 永无谢幕
'yong'xu'ji'xin 永续机芯
'yong'ye'zhi'qin 永夜之禽
'yong'zhe'men'de'cha'hui 勇者们的茶会
'yong'zhi'yi'ke 用之一刻
'you'chang'de'jie'zhi 悠长的介质
'you'chen'de'ban'lan 幽尘的斑斓
'you'deng'xun 幽灯蕈
'you'die'neng'liu'yi'lv'fang 幽蝶能留一缕芳
'you'ding'ta 有顶塔
'you'fan'hua'ming'liao'wu'jue 由繁花明了悟觉
'you'fang'yu'tian'mi'zhi'zhong 幽芳与恬谧之中
'you'feng'qing'zi 优风倾姿
'you'feng'ya'tui 油封鸭腿
'you'fu'teng 尤夫腾
'you'fu'yao 幽浮鳐
'you'gen'xu'duan'ding'zhao'shi 由根须断定肇始
'you'gu'de'pan'yan 悠古的磐岩
'you'gu'xian'yin 悠古弦音
'you'gu'xian'yin'de'can'zhang 悠古弦音的残章
'you'gu'xian'yin'de'duan'zhang 悠古弦音的断章
'you'gu'xian'yin'de'hui'xiang 悠古弦音的回响
'you'gu'xian'yin'de'yue'zhang 悠古弦音的乐章
'you'gu'zhu'si 幽谷祝祀
'you'guang'shi'xian 游光示现
'you'guang'xing'xing'ting 幽光星星庭
'you'hua'zhi'shuo 有话直说
'you'ji'de'xin'de 游击的心得
'you'jing'gan'pou'xi'lai'yuan 由茎干剖析来缘
'you'ke'zuo 幽客座
'you'la 优菈
'you'lin'yue'ying 幽林月影
'you'lu'zuo 幼鹿座
'you'mian'hua'huo 悠眠花火
'you'ran'shi'guang 悠然时光
'you'shi'zuo 幼狮座
'you'shou 幼兽
'you'shuo'shi'pin'lun'ying'guo 由硕实品论应果
'you'si'zheng'ling 游丝徵灵
'you'sui'ke'xiang 幽邃刻像
'you'sui'ya'yan 幽邃鸦眼
'you'tan'hua 忧昙花
'you'xia 游侠
'you'xiang'han'shui'de'zhi'shao 幽香酣睡的枝梢
'you'xu'die'fang'de 有序叠放的
'you'yan'long'xi 幼岩龙蜥
'you'ye'hua'er'zi 幽夜华尔兹
'you'ye'jing'tu 幽夜净土
'you'ye'pian'guan'kui'ku'rong 由叶片管窥枯荣
'you'yi 游医
'you'yi'bing'ben'zhen'xun 有翼冰本真蕈
'you'yi'cao'ben'zhen'xun 有翼草本真蕈
'you'yi'de'fang'jin 游医的方巾
'you'yi'de'huai'zhong 游医的怀钟
'you'yi'de'xiao'yu 游医的枭羽
'you'yi'de'yao'hu 游医的药壶
'you'yi'de'yin'lian 游医的银莲
'you'yi'gong'ji 游弋攻击
'you'yi'shi'wang'xing'mang 幽仪逝往星芒
'you'you'da'xing'jun 幽幽大行军
'you'you'hai'ta 悠悠海獭
'you'you'zai'zai 悠悠哉哉
'you'yu'qi 游鱼旗
'you'zhi'jie'zhi'xiao'zao'hua 由枝节知晓造化
'yu'cai 雨裁
'yu'cai'de 渔采的
'yu'cai'de'bian'ji'zhi'qiang 渔采的边际之墙
'yu'cai'de'jia'chang'cha'fan 渔采的家常茶饭
'yu'cai'de'juan'di'cheng'he 渔采的涓滴成河
'yu'cai'de'jue'dui'jie'xian 渔采的绝对界线
'yu'cai'de'shi'yi'zhi'di 渔采的市易之地
'yu'cai'de'xiu'jiu'li'fei 渔采的修旧利废
'yu'cai'de'yan'zhu'zhi'fa 渔采的延贮之法
'yu'cai'de'yuan'shou'liang'fang 渔采的远售良方
'yu'de'jin'tou 雨的尽头
'yu'di'de'zhi'ding 御敌的执定
'yu'dian'deng'long 御殿灯笼
'yu'dun 愚钝
'yu'er'tu'zhi 鱼饵图纸
'yu'gong'yi 御公仪
'yu'guan'hui'juan 御馆绘卷
'yu'he'de'yin'yuan 遇合的因缘
'yu'heng'xing 玉衡星
'yu'heng'zhi'gui 玉衡之贵
'yu'huo 渔获
'yu'huo'zhi'die 狱火之蝶
'yu'jia'da'wang'yu'jia'hua 御伽大王御伽话
'yu'jia'mu 御伽木
'yu'jia'mu'chu'liang'tui'che 御伽木储粮推车
'yu'jia'mu'huo'xiang 御伽木货箱
'yu'jia'mu'jian'ben'lu'deng 御伽木简本路灯
'yu'jia'mu'jian'yi'gong'peng 御伽木简易工棚
'yu'jia'mu'jiao'ye'lu'deng 御伽木郊野路灯
'yu'jia'mu'jiu'tong 御伽木酒桶
'yu'jia'mu'la'mian'wu'tai 御伽木拉面屋台
'yu'jian'ming'shen'zhu'zun'zhi'dian 御建鸣神主尊之典
'yu'jing'tai 玉京台
'yu'ke'shan'shan'yue'zhong'luo 玉颗珊珊月中落
'yu'lan'shan'chu 于阑珊处
'yu'lang'de'hai'qi'min 驭浪的海祇民
'yu'lian'jian 雨帘剑
'yu'liao'cao'xin 愈疗草芯
'yu'liao'zhi'shui 愈疗之水
'yu'lin'sha'la 雨林沙拉
'yu'long'chen'si'fang 鱼龙沉四方
'yu'mian'yan'fang'qiang 玉面檐枋墙
'yu'mou'zhe 与谋者
'yu'mou'zhe'yi'ju'ru'ju 与谋者以局入局
'yu'ni'yong'kou 淤泥涌口
'yu'qi'qing'hao 雨奇晴好
'yu'qi'quan'xing'lun 愈气全形论
'yu'qian'fu'di 御前府邸
'yu'qian'jue'dou 御前决斗
'yu'qian'ou'kai 玉签偶开
'yu'qiang'wei'ye 与蔷薇叶
'yu'qing'lie'de'lu'jiu'zhong 于清冽的露酒中
'yu'qiu'jie 羽球节
'yu'ren'tu'si 渔人吐司
'yu'ren'zhong 愚人众
'yu'ren'zhong'xian'qian'dui 愚人众先遣队
'yu'rou 鱼肉
'yu'san'jia 御三家
'yu'shen'bi'men 雨深闭门
'yu'sheng'die'lv 郁生蝶绿
'yu'sheng'lu'qing 郁生栌青
'yu'sheng'tong'dan 郁生彤丹
'yu'shi'cai'ding'shu'ji 谕示裁定枢机
'yu'shi'ji 谕示机
'yu'suan'shi'de'ji'yi 预算师的技艺
'yu'suo'hui'mu'fang'men 寓所辉木房门
'yu'tang'feng'xing 御汤奉行
'yu'tuan'shan'zuo 羽团扇座
'yu'wang'xing'gong 愚妄行宫
'yu'xian'wen'ding'qi 鱼线稳定器
'yu'xiang'tao 余响套
'yu'xiang'tu'si 鱼香吐司
'yu'yi'cai'luo'jun'heng 羽仪裁落钧衡
'yu'yi'de'jing'ji 御驿的径迹
'yu'ying'lu'xin 御影炉心
'yu'yong'ming'shen'yi'shan'ji 御咏鸣神刈山祭
'yu'yu'yuan'yi'lang 御舆源一郎
'yu'yuan'di'xu 逾渊地墟
'yu'zhang'hu'dun 玉璋护盾
'yu'zhao 预兆
'yu'zhi'bai'zhu 鱼脂白烛
'yu'zi'zhi'yu 御子之谕
'yuan'chen'ji'qing 元辰吉庆
'yuan'cheng'zhuang'tai 远程状态
'yuan'chu'lv'zhou'zhi'chu'zhan 原初绿洲之初绽
'yuan'cui'shu'zhi 原粹树脂
'yuan'fang'de'shao'nv'zhi'xin 远方的少女之心
'yuan'gong'zhi'yu 渊宫之羽
'yuan'guo'jian'si 远国监司
'yuan'hai'yi'di 远海夷地
'yuan'hai'yi'di'de'hu'zhi 远海夷地的瑚枝
'yuan'hai'yi'di'de'jin'zhi 远海夷地的金枝
'yuan'hai'yi'di'de'qiong'zhi 远海夷地的琼枝
'yuan'hai'yi'di'de'yu'zhi 远海夷地的玉枝
'yuan'huo 渊火
'yuan'huo'jia'hu 渊火加护
'yuan'ji'hua 原激化
'yuan'jiang 原浆
'yuan'jue'ta 缘觉塔
'yuan'li 愿力
'yuan'li'ceng'shu 愿力层数
'yuan'liu 源流
'yuan'lv'yu'shi'yi'shi 远吕羽氏遗事
'yuan'man'zhi'xiang 圆满之相
'yuan'men 院门
'yuan'meng'ling'quan 远梦聆泉
'yuan'mu'dao 原木刀
'yuan'neng'gou'zhuang'ti 元能构装体
'yuan'neng'ping'zhang 元能屏障
'yuan'neng'sha'zhong 元能沙钟
'yuan'pei 原胚
'yuan'qi'beng'fa 元气迸发
'yuan'qing'bao'zhu 渊青宝珠
'yuan'se'hei'yi 渊色黑翼
'yuan'shen 原神
'yuan'shi 原石
'yuan'shi'tai'hai 原始胎海
'yuan'shi'tai'hai'zhi'shui 原始胎海之水
'yuan'shou'liang'fang 远售良方
'yuan'su'bao'fa 元素爆发
'yuan'su'fan'ying 元素反应
'yuan'su'fang'bei 元素方碑
'yuan'su'fu'mo 元素附魔
'yuan'su'fu'zhuo 元素附着
'yuan'su'gong'ji 元素攻击
'yuan'su'gong'ming 元素共鸣
'yuan'su'he'xin 元素核心
'yuan'su'hu'dun 元素护盾
'yuan'su'hu'zhao 元素护罩
'yuan'su'hua'mi 原素花蜜
'yuan'su'jing'qiu 元素晶球
'yuan'su'jing'tong 元素精通
'yuan'su'kang'xing 元素抗性
'yuan'su'neng'liang 元素能量
'yuan'su'shang'hai'jia'cheng 元素伤害加成
'yuan'su'sheng'ming 元素生命
'yuan'su'shi'lian 元素试炼
'yuan'su'shu'xing 元素属性
'yuan'su'wei'li 元素微粒
'yuan'su'zeng'fu 元素增幅
'yuan'su'zhan'ji 元素战技
'yuan'su'zhi'huan 元素之环
'yuan'su'zhuan'hua 元素转化
'yuan'tiao'gao'che'zhi'suo 远眺高车之所
'yuan'tu'ling'long'tou 渊图玲珑骰
'yuan'xia'gong 渊下宫
'yuan'xing 远星
'yuan'yan'gong'ming 原岩共鸣
'yuan'yan'pen'tu 原岩喷吐
'yuan'yuan'ke'qin 爰爰可亲
'yuan'yue'zhu'fu 渊月祝福
'yuan'zhi'ling 愿之翎
'yuan'zhong 原种
'yuan'zhong'xia'cai 渊中霞彩
'yuan'zhu'qian'shao'de'sheng'huo 远驻前哨的生活
'yuan'zhuang'sao'miao 圆状扫描
'yuan'zu'de'hua'ling 元祖的花灵
'yue'cai 月彩
'yue'fu'cao'lun 越祓草轮
'yue'fu'lei'cao'zhi'lun 越祓雷草之轮
'yue'guang'qi 月光鳍
'yue'gui 月桂
'yue'gui'de'bao'guan 月桂的宝冠
'yue'hai'ting 月海亭
'yue'ka'dang 月卡党
'yue'lian 月莲
'yue'liang'de 月亮的
'yue'liang'pai 月亮派
'yue'mao 钺矛
'yue'nv'de'hua'cai 月女的华彩
'yue'she'qian'chuan 月摄千川
'yue'shi'cun 越石村
'yue'tuan'de'chen'guang 乐团的晨光
'yue'tuan'tao 乐团套
'yue'wo'yan'shang 月卧檐上
'yue'yu'yuan'zhi'yao 月浴渊之钥
'yue'yu'zhi'yuan 月浴之渊
'yun'bian'jing'qi 运变惊奇
'yun'han'she 云翰社
'yun'ji 云霁
'yun'jin 云堇
'yun'jin'guang'sheng 云尽光生
'yun'kai'shi'tai 运开时泰
'yun'kai'xing'luo 云开星落
'yun'lai'gu'jian'fa 云来古剑法
'yun'lai'hai 云来海
'yun'lai'jian'fa 云来剑法
'yun'shi'ceng'ceng'gao 运势层层高
'yun'si'de'shuang'cao 蕴思的霜草
'yun'tai'tuan'tuan'jiang'lu'fu 云台团团降芦菔
'yun'xing 云行
'yun'xing'yuan'li 运行原理
'yun'you'shan'hai 云游山海
'yun'zhe'yu 云遮玉
'yun'zheng'qi'yu'ji 云蒸奇遇记
'yun'zhong'yin 蕴种印
'za'gong 杂工
'za'gu'hui'cui 杂菇荟萃
'za'huo'tan'wei 杂货摊位
'zai'ci'shi'fang 再次施放
'zai'di'wei'hua 在地为化
'zai'sheng'zhi'jian 再生之间
'zai'xia'huang'long'yi'dou'shi'ye 在下荒泷一斗是也
'zai'zui'zhi'xian 在罪之先
'zan'bie'xuan'rao'yu'fan'you 暂别喧扰与烦忧
'zan'ma'lan 赞玛兰
'zang'yin'ya'yin 藏银鸦印
'zao'sheng'chan'teng'jian 造生缠藤箭
'zao'ye 枣椰
'zao'ye'mi'tang 枣椰蜜糖
'zao'you 早柚
'zao'you'bu'yong'gong'zuo'la 早柚不用工作啦
'zeng'cai 赠彩
'zeng'hui 增辉
'zeng'shang 增伤
'zha'luo'bo'wan'zi 炸萝卜丸子
'zha'yu'shu'tiao 炸鱼薯条
'zhai'wu'chu'li'ren 债务处理人
'zhai'xing'ya 摘星崖
'zhan'dou'fu'gai 战斗覆盖
'zhan'fang 绽放
'zhan'feng'zhi'jian 斩风之剑
'zhan'ji 斩击
'zhan'kuang 战狂
'zhan'kuang'de'gu'bei 战狂的骨杯
'zhan'kuang'de'gui'mian 战狂的鬼面
'zhan'kuang'de'ling'yu 战狂的翎羽
'zhan'kuang'de'qiang'wei 战狂的蔷薇
'zhan'kuang'de'shi'ji 战狂的时计
'zhan'kuang'tao 战狂套
'zhan'li'bu'rao'ren 占理不饶人
'zhan'liang'jin'jing 崭亮近景
'zhan'lie'qing'kong'de'long'ji 斩裂晴空的龙脊
'zhan'mei'zhan'xiang 站没站相
'zhan'rui'zhu'deng 绽蕊烛灯
'zhan'shui'zhan'yu 斩水斩雨
'zhan'tie'duan'jin 斩铁断金
'zhan'yu'yong'xian 战欲涌现
'zhao'cheng 照澄
'zhao'gao'li'ming'de'huo'zhi'niao 昭告黎明的火之鸟
'zhao'li'de'yuan'zhi'qiang 昭理的鸢之枪
'zhao'lu'zhi'shi 朝露之时
'zhao'sheng'mu'si 朝生暮死
'zhao'shi'zhi'xiang 肈始之乡
'zhao'wu'ling'yu 昭武翎羽
'zhao'xin 昭心
'zhao'yue'shi 照月石
'zhao'zai'yong'jie'long'shou 兆载永劫龙兽
'zhao'zha'zhi'sha 啁哳之沙
'zhe'bo'lai'le 哲伯莱勒
'zhe'cai'shi'yao'gun 这才是摇滚
'zhe'cao 折草
'zhe'huang 赭黄
'zhe'jiao'gui'tai 折角柜台
'zhe'jing'gu 折胫谷
'zhe'li 磔砾
'zhe'mei'liu'fang 折梅留芳
'zhe'quan 遮诠
'zhe'tong'ci 折痛辞
'zhe'xuan'luo'ying'zhi'ting 折旋落英之庭
'zhen'cha'ji'lu'xing 侦察记录型
'zhen'cha'qi'shi 侦察骑士
