'ai'er'bu'chou 哀而不愁
'yi'xing'wei'li'zhe 以幸为利者
'yi'xing'yi 已行矣
'yi'xiu'bu'po'bai 以修补破败
'yi'xiu'ye 易修也
'yi'xu'bai'wu 以叙百物
'yi'xu'ji'duo'er'bei'xian'ju'ye 以畜积多而备先具也
'yi'xuan'de'hua 以宣德化
'yi'xuan'yi'shi 亦玄亦史
'yi'xuan'zhong'jian'er'gan'kai'xi'zhi 一旋踵间而感慨系之
'yi'ya'nai'jian'ao'fan'zhi 易牙乃煎熬燔炙
'yi'ya'zhi'tiao'ye 易牙之调也
'yi'yan'er'wei'tian'xia'fa 一言而为天下法
'yi'yan'jun'fu 一言均赋
'yi'yan'qi'cheng'wei'xie'zheng'zhi'bian 以言其诚伪邪正之辨
'yi'yan'qi'ge'yong'xing'qing'zhi'fa 以言其歌咏性情之发
'yi'yan'qi'ji'gang'zheng'shi'zhi'shi 以言其纪纲政事之施
'yi'yan'qi'tiao'li'jie'wen'zhi'zhu 以言其条理节文之著
'yi'yan'qi'xin'xi'he'ping'zhi'sheng 以言其欣喜和平之生
'yi'yan'qi'yin'yang'xiao'xi'zhi'xing 以言其阴阳消息之行
'yi'yan'yue'lao 以言曰劳
'yi'yan'zhu'gong'er'mian'zhi 以言诸公而免之
'yi'yang'fu'mu 以养父母
'yi'yang'ji'qun'zu'zhi'ren 以养济群族之人
'yi'yang'yi'zhu'yi'tou'e'xi'zhi'tan 以羊一猪一投恶溪之潭
'yi'yao'hou'shi'er'chui'wu'qiong 以耀后世而垂无穷
'yi'ye 一也
'yi'ye 义也
'yi'ye 宜也
'yi'yi 一艺
'yi'yi'bi'gu 以一璧故
'yi'yi'dang'qian 一以当千
'yi'yi'dao 宜以道
'yi'yi'dao'hua 易以道化
'yi'yi'fang'luan'ye 亦以防乱也
'yi'yi'gao'ye 亦以告也
'yi'yi'gong'wei'shi 一以公为师
'yi'yi'guo'yi 亦已过矣
'yi'yi'hu 已矣乎
'yi'yi'jie'da'zhi'yu'shi 一一皆达之于诗
'yi'yi'jiu'liu'guo'ye 亦以救六国也
'yi'yi'jiu'wei 亦以救魏
'yi'yi'ke'he 议以克合
'yi'yi'ming'si'sheng'zhi'da 亦以明死生之大
'yi'yi'nan'yi 亦已难矣
'yi'yi'qiang'qin 以抑强秦
'yi'yi'ren'wang 以一人亡
'yi'yi'shen'hua 易以神化
'yi'yi'shuo'er'li'wei'tai'shi 已一说而立为太师
'yi'yi'tian'zi'xiu 以遗天子羞
'yi'yi'wang'ming 以役王命
'yi'yi'wei'guo'zhe'zhi'you 抑亦为国者之忧
'yi'yi'xiang'ren 以遗相人
'yi'yi'ye 亦宜也
'yi'yi'yi'er'dang'han'zhong'di 以一仪而当汉中地
'yi'yi'yin'er'jin'zhi 亦宜引而进之
'yi'yi'zhong'yi 亦已众矣
'yi'yi'zhu'shang'zhi'xin 以移主上之心
'yi'yin'fang'da'jia'er'xiang'zhi 伊尹放大甲而相之
'yi'yin'fu'yu'ding'zu 伊尹负于鼎俎
'yi'yin'hu'qi'zhao 以因乎齐赵
'yi'yin'ming'yin 伊尹鸣殷
'yi'yin'zhu'qi'ji 以阴助其急
'yi'ying'tian'yi 以应天意
'yi'yong'guan'san'jun 义勇冠三军
'yi'yong'shi 宜咏诗
'yi'you'bu'xing 一有不幸
'yi'you'dai'yu'ru'ye 以有待于汝也
'yi'you'jin'zhi'shi'xi 亦犹今之视昔
'yi'you'si'ruo'gong'zhi'qian'bo'zhi'zhuo 抑又思若巩之浅薄滞拙
'yi'you'suo'chu 宜有所出
'yi'you'zai 邑有宰
'yi'you'zhi'zhe'yan 亦有至者焉
'yi'you'zhu'hou'ye 以有诸侯也
'yi'yu'ao'cao 翳于奥草
'yi'yu'bao'yang'qi'qin'er'bu'ben'hu 一欲褒扬其亲而不本乎
'yi'yu'ci'ge'yu'xi 以愚辞歌愚溪
'yi'yu'e'yu'cong'shi 以与鳄鱼从事
'yi'yu'e'yu'shi 以与鳄鱼食
'yi'yu'er'yan'yue 揖予而言曰
'yi'yu'feng'yu 以御风雨
'yi'yu'gu 以余故
'yi'yu'gu'zhi'er'san'chen'xiang'ji'yu 夷与孤之二三臣相及于
'yi'yu'gua'ren'you'xi 以与寡人有隙
'yi'yu'ke'yi'wang'shen 逸豫可以亡身
'yi'yu'min'gong'le 以与民共乐
'yi'yu'qian'shou 以愚黔首
'yi'yu'san'dai 轶于三代
'yi'yu'san'ri 一雨三日
'yi'yu'shu'fang'xi'huan'hai'zhi'zhong 异域殊方兮环海之中
'yi'yu'suo'wen 以余所闻
'yi'yu'wang'yue'liu'li 仪与王约六里
'yi'yu'wo'zheng'guo'zheng'ci'tu'ye 以与我郑国争此土也
'yi'yu'yi'jiu'tian'di'zhi'ji 亦欲以究天地之际
'yi'yuan'cong'shi'yu'zuo'you'yan'er 亦愿从事于左右焉尔
'yi'yuan'jin 一远近
'yi'yue 亦曰
'yi'yue 易曰
'yi'yue'yan'chao 亦曰燕朝
'yi'yue'yi 疑乐毅
'yi'yue'zheng'meng'nan 一曰正蒙难
'yi'yue'zhu'yong'zu 一曰主用足
'yi'yun'cong'ye 亦云从也
'yi'zai 异哉
'yi'zai'di'zhi'jiao 一在地之角
'yi'zai'ren'zhi'er'yi 亦在任之而已
'yi'zai'si'hu 意在斯乎
'yi'zai'suo'wen 异哉所闻
'yi'zai'tian'zhi'ya 一在天之涯
'yi'zai'yu'zhi'er'yi 亦在御之而已
'yi'ze'ci'zhu'min 以责赐诸民
'yi'ze'wei'qi'yue'zhi'lv 夷则为七月之律
'yi'ze'yin 逸则淫
'yi'zeng'zhi'suo'yu'tong'huo'fu'ye 亦增之所与同祸福也
'yi'zhan'er'sheng 一战而胜
'yi'zhang'qi'man 以彰其慢
'yi'zhao'bi'xia'ping'ming'zhi'zhi 以昭陛下平明之治
'yi'zhao'ci'wei'er'qu 一朝辞位而去
'yi'zhao'er'mie 一朝而灭
'yi'zhao'jin'chi'qu'qi'jiu'chen 一朝尽斥去其旧臣
'yi'zhao'tian'xia'yi'neng'zhi'shi 以招天下异能之士
'yi'zhao'wei'zhi'ji 一朝为知己
'yi'zhao'xi'xian'shan'bai'yu'gua'jun 以朝夕献善败于寡君
'yi'zhao'yan'mei'yu'yan'jian'fei 一朝晻昧语言见废
'yi'zhao'yu'xiang 一朝于襄
'yi'zhe 义者
'yi'zhe'fan'yi'wei'lu 议者反以为戮
'yi'zhe'fang'zhi'liu'zhen'chang'du'shao'ling 议者方之刘真长杜少陵
'yi'zhe'ju'zhi'sheng'gai'ye 亦谪居之胜概也
'yi'zhe'que'zhi 疑者阙之
'yi'zhe'sheng 弈者胜
'yi'zhe'yi 衣赭衣
'yi'zhe'zhen'zhi'zheng'you'suo'shi'er'xing 意者朕之政有所失而行
'yi'zhen'hai'zuo'you 以震骇左右
'yi'zheng'jin'guo 以正晋国
'yi'zheng'zhu'hou'zhi'li'ye 亦征诸侯之礼也
'yi'zhi'bai'ji 以至败绩
'yi'zhi'biao'ye 义之表也
'yi'zhi'bu'xun 议之不徇
'yi'zhi'guan'li'ke'hu 移之官理可乎
'yi'zhi'hu'yan'yu'zheng'bo'yue 佚之狐言于郑伯曰
'yi'zhi'jian'shi'ren'zong'huang'di 以直谏事仁宗皇帝
'yi'zhi'jin'qiu'zui'gao 以至近求最高
'yi'zhi'jin'ri 以至今日
'yi'zhi'qi'xing'yan'er 以致其性焉尔
'yi'zhi'qi'yin'si 以致其禋祀
'yi'zhi'rong'yu'shang'mu 以致戎于商牧
'yi'zhi'shi'guo 以之事国
'yi'zhi'suo'bu'gan'chu'ye 义之所不敢出也
'yi'zhi'tai'yue 易之泰曰
'yi'zhi'tian'di'zhi'guang'da 以知天地之广大
'yi'zhi'tian'xia'zhi'shi 以致天下之士
'yi'zhi'wang'yi 亦知亡矣
'yi'zhi'wei'gong'zhi'wei'ren'yi'hu 亦知威公之为人矣乎
'yi'zhi'wei'ren 以之为人
'yi'zhi'wei'shen 一之为甚
'yi'zhi'wei'tian'xia'guo'jia 以之为天下国家
'yi'zhi'wei'xin 以之为心
'yi'zhi'wu'guo 以志吾过
'yi'zhi'xiu'shen 以之修身
'yi'zhi'yu'cheng'wei'xie'zheng'zhi'bian'ye 以至于诚伪邪正之辨也
'yi'zhi'yu'qi'chang'duan'xiao'da'mei'e 以至于其长短小大美恶
'yi'zhi'yu'si 以至于死
'yi'zhi'yuan'yu'qi'pian 亦治园于其偏
'yi'zhi'zhi'da'ji'ru'gu 一指之大几如股
'yi'zhong'bi'yi'zhi'zui 以重敝邑之罪
'yi'zhong'de'zui'yu'xia'zhi'shi 以重得罪于下执事
'yi'zhong'hou'zhi'zhi'ye 亦忠厚之至也
'yi'zhong'qi'zi'sun 以种其子孙
'yi'zhou'pi'bi 益州疲敝
'yi'zhu'cuo'wei'ming 以诛错为名
'yi'zhu'dan'qi'jian 倚柱弹其剑
'yi'zhu'tian'di'yin'yang'si'shi'wu'xing 易著天地阴阳四时五行
'yi'zhui'nian'qian'xun 以追念前勋
'yi'zhuo'gao'ke 已擢高科
'yi'zi'bu'chi 亦自不斥
'yi'zi'cheng'ren 已自成人
'yi'zi'di'zhi'chu'mo 以恣敌之出没
'yi'zi'er'shi'zhi 易子而食之
'yi'zi'hui'zui'yu'che'chen'ma'zu'zhi 以自悔罪于车尘马足之
'yi'zi'jiang'zhi'zhi'wei 以自将之至危
'yi'zi'qiu'zhi'sheng 以兹丘之胜
'yi'zi'shang'ye 以自伤也
'yi'zi'wei'tuo'tuo'yun 亦自谓橐驼云
'yi'zi'xiang'tu'mie 以自相屠灭
'yi'zi'zhi'dao 以子之道
'yi'zi'zou'shan'dao 以咨诹善道
'yi'zu'xia'du'gu'ren'shu 以足下读古人书
'yi'zu'yi'chang'xu'you'qing 亦足以畅叙幽情
'yi'zu'yi'cheng'kuai'shi'su 亦足以称快世俗
'yi'zu'yi'fu'le 亦足以富乐
'yi'zu'zhi'qi'zhi'zhi'suo'cun 亦足知其志之所存
'yi'zui'ye 亦罪也
'yi'zuo'you'xian'wei'zhi'rong'ye 以左右先为之容也
'yin'bi 淫嬖
'yin'bu'guo'er'dou'jing'zui'yi 饮不过二斗径醉矣
'yin'chan'zhi'yue 因谗之曰
'yin'chang'er'bei 隐长而卑
'yin'chang'you'xian 隐长又贤
'yin'cheng'yi'wei'tai'zhe'jiu'yi 因城以为台者旧矣
'yin'dao'qi'sheng'shi'yi'bei'qi'shuai 因道其盛时以悲其衰
'yin'de'guan'suo'wei'shi'zhong'zhe 因得观所谓石钟者
'yin'de'jin'jiao'dang'shi'zhi'xian'hao 因得尽交当世之贤豪
'yin'de'yi'zi'wan'yu'qi'jian'yi 因得以自完于其间矣
'yin'de'zhi'shi 隐德之士
'yin'er'jia'li'zhi 因而贾利之
'yin'er'qu'zhi 因而去之
'yin'er'yu'zhi 因而予之
'yin'feng'nu'hao 阴风怒号
'yin'he'wei'chi 因河为池
'yin'he'zhi'hui'ru'che'lun 阴壑之虺如车轮
'yin'hu'shang'yi'zi'zhuo 引壶觞以自酌
'yin'jiu'yu'si'ting'er'le'zhi 饮酒于斯亭而乐之
'yin'ke'ba'dou'er'zui'er'can 饮可八斗而醉二参
'yin'ke'wu'liu'dou'jing'zui'yi 饮可五六斗径醉矣
'yin'li'cheng'bian 因利乘便
'yin'liu'huai'wang 因留怀王
'yin'liu'zhong'shu 引流种树
'yin'luan'qi'xin 淫乱其心
'yin'ming'yu'ji'zhi 因命余记之
'yin'ping'yuan'jun'wei'zhao'wang'yue 因平原君谓赵王曰
'yin'po'yi 淫破义
'yin'qi'bao'bian'zhi'yi'yi'zhi'shang'fa 因其褒贬之义以制赏罚
'yin'qi'di 因其地
'yin'qi'fu'hou 因其富厚
'yin'qi'tu'su 因其土俗
'yin'qie'shi'xi'shou'er'kang 饮且食兮寿而康
'yin'qin'shen'hou 殷勤甚厚
'yin'ran'ru'cheng'guo 隐然如城郭
'yin'ran'ru'da'huan 隐然如大环
'yin'ren'er'ling 因人而灵
'yin'ren'zhi'li'er'bi'zhi 因人之力而敝之
'yin'ru'xi'liu 饮茹溪流
'yin'shang'ke'yu 引商刻羽
'yin'shao'qi'quan 因烧其券
'yin'shao'zhe'zui 饮少辄醉
'yin'she'qi'ming 因舍其名
'yin'shi'bi'ji 饮食必祭
'yin'shi'bi'zhu'yue 饮食必祝曰
'yin'shi'er'qu'zhi 引师而去之
'yin'si'wei'tian 殷祀未殄
'yin'suo'yu'qi'jia 因索于其家
'yin'tian'xia'zhi'shi'wang 因天下之失望
'yin'tian'zhi'zhu 因天之助
'yin'tu'hou'fang'zhi'bi 阴图后房之嬖
'yin'wei'ben'qi'shan'chuan 因为本其山川
'yin'wei'gong'zhi'wen 因威公之问
'yin'wei'jiao 引微缴
'yin'wei'wu'shang 因为诬上
'yin'wei'zhi'fang'shan'zi 因谓之方山子
'yin'wu'xing'gan 因物兴感
'yin'wu'ze'shan'yue'beng'tui 喑呜则山岳崩颓
'yin'xiao'cheng'qun 吟啸成群
'yin'xiao'wei'mai'yue 因笑谓迈曰
'yin'yang'zhi'bian 阴阳之变
'yin'ye 淫也
'yin'yi'ce 因遗策
'yin'yi'sheng'dui'qin'bo 阴饴甥对秦伯
'yin'yi'wei'hao'yan 因以为号焉
'yin'yi'wei'liu'shang'qu'shui 引以为流觞曲水
'yin'yi'yi'qi'shi'yun 因以遗其世云
'yin'you'ren'ren'yue'ji'zi 殷有仁人曰箕子
'yin'yu'hun'hei 阴雨昏黑
'yin'yu'shi'yan'er'ci'li 隐于是焉而辞立
'yin'yu'shi'yi 引喻失义
'yin'yu'shou'yang'shan 隐于首阳山
'yin'yu'yu'ma'shang'lun'yong'bing'ji'gu 因与余马上论用兵及古
'yin'ze'wang'shan 淫则忘善
'yin'zhe'zhi'suo'pan'xuan 隐者之所盘旋
'yin'zhi'ce'xun 饮至策勋
'yin'zhi'er'tan'yue 因指而叹曰
'yin'zhi'xing'ye'yi'you'song 殷之兴也以有娀
'yin'zhu'miao'yi'zhi'qing 因诸苗夷之请
'yin'zhui'zi'ci'qi'gu 引锥自刺其股
'yin'zuo'shi'yi'wei'zhi 因作诗以遗之
'yin'zuo'xiao'lou'er'jian 因作小楼二间
'ying'chi'er'qu'jin'qi'zhi 盈尺而曲尽其制
'ying'dai'zuo'you 映带左右
'ying'dui'zhu'hou 应对诸侯
'ying'jian'shu'yu'song 迎蹇叔于宋
'ying'jun'dao'zhong 迎君道中
'ying'kao'shu 颍考叔
'ying'kao'shu'qu'zheng'bo'zhi'qi'mao'hu 颍考叔取郑伯之旗蝥弧
'ying'kao'shu'wei'ying'gu'feng'ren 颍考叔为颍谷封人
'ying'kao'shu'yue 颍考叔曰
'ying'ke'mu'shi'yu'ren'shu 应科目时与人书
'ying'liang'er'jing'cong 赢粮而景从
'ying'shang'ren'ye 颍上人也
'ying'shi'zhi'zhong 营室之中
'ying'su'yue 迎素月
'ying'sui'bu'ren 婴虽不仁
'ying'xiong'jun'jie'zhan'gong'zhu'shou'zhi'ji 英雄俊杰战攻驻守之迹
'ying'xiong'shi'lu'tuo'zu'wu'men'zhi'bei 英雄失路托足无门之悲
'ying'xu'yi'fu 盈虚倚伏
'ying'xu'zhe'ru'bi 盈虚者如彼
'ying'ying'zhi'sheng'yu'er'mou 瀯瀯之声与耳谋
'ying'yu'yu'men 萦纡郁闷
'ying'zhi'yi'shou 应之以手
'yong'cai'ru'fen'tu 用财如粪土
'yong'da'gai 拥大盖
'yong'dai'tao'wa 用代陶瓦
'yong'er'bu'kui 用而不匮
'yong'er'bu'tong 壅而不通
'yong'er'wu'suo'cheng'ye 用而无所成也
'yong'guang'yin'si 用广殷祀
'yong'gui'yu'zhi'zheng'zhe 用规于执政者
'yong'he'jiu'nian 永和九年
'yong'ji'wo'wen'gong 用集我文公
'yong'ji'ze'tong 壅极则通
'yong'ju'zhi'you'li'zhe'bu'ai'qi'qiong 庸讵知有力者不哀其穷
'yong'ju'zhi'yu'xiao'hu 庸讵止于笑乎
'yong'jun'zhi'xin 用君之心
'yong'jun'zi'zhi'zhen'peng 用君子之真朋
'yong'le'yi'lai'ru'yang'shi'qi'yang'rong 永乐以来如杨士奇杨荣
'yong'li'ru'ci 用力如此
'yong'li'yu'dang'shi'zhe'zhi'suo'wei'ye 用力于当世者之所为也
'yong'li'yue'gong 用力曰功
'yong'li'zhe'shi'yu'ren 用力者使于人
'yong'ling'xi 永陵喜
'yong'ling'ying'zhu 永陵英主
'yong'lv'he'le 永履和乐
'yong'neng'xie'yu'shang'xia 用能协于上下
'yong'qi'ben'yu 勇期贲育
'yong'qi'ren'fan'jian 用齐人反间
'yong'qi'ye 勇气也
'yong'qie 勇怯
'yong'ren'bu'jin'qi'suo'yu'wei 用人不尽其所欲为
'yong'ren'ru'zi'jie'de'yi'er'wu'zhi 庸人孺子皆得易而侮之
'yong'wei'guo'dian 永为国典
'yong'wei'sheng'shi 用为圣师
'yong'wu'zhi'di'ye 用武之地也
'yong'xi'er'lei 永锡尔类
'yong'xin'zhe'shi'ren 用心者使人
'yong'yong'zhou'zhi'di 拥雍州之地
'yong'yu'gan'wei 勇于敢为
'yong'yu'shi 咏于诗
'yong'yu'wei'ren 勇于为人
'yong'zhe'jie'qi'li 勇者竭其力
'yong'zhi'bu'jie 用之不竭
'yong'zhi'jue'ye 勇之决也
'yong'zhi'ren'zheng'ben'zou'yan 永之人争奔走焉
'yong'zhi'ru'ni'sha 用之如泥沙
'yong'zhi'suo'qu'yi'ye 用之所趣异也
'yong'zhou'shi'wei'jiu'yi'zhi'lu 永州实惟九疑之麓
'yong'zhou'wei'shi'jun'xin'tang'ji 永州韦使君新堂记
'yong'zhou'zhi'di 雍州之地
'yong'zhou'zhi'ye'chan'yi'she 永州之野产异蛇
'you'ai'qi'su'zhi'an'xian 又爱其俗之安闲
'you'ai'yan'zi'zhi'ren'you'deng'ji 又爱晏子之仁有等级
'you'an'de'qin'qin'xiang'chou'ye 又安得亲亲相仇也
'you'an'gan'du'xie 又安敢毒邪
'you'an'neng'yi'hao'hao'zhi'bai'er'meng 又安能以皓皓之白而蒙
'you'an'yi'lai'er'bai'nian 有庵以来二百年
'you'an'zhi'chen'zhi'suo'wei'zai 又安知臣之所为哉
'you'an'zhi'fu'bei'zong'er'qu'ye 又安知夫被纵而去也
'you'ba'er'qi'zhi 有拔而起之
'you'ba'nian 又八年
'you'bai'tou'ru'xin 有白头如新
'you'bao'chan'shan'ji 游褒禅山记
'you'bei'pu'dao 有碑仆道
'you'bei'yue'liang'yi'dian 又北曰两仪殿
'you'ben'you'yuan 有本有原
'you'bi'zhi'si 有鼻之祀
'you'bian'sui'wu'guang'zhe 有卞随务光者
'you'bing'xiang'ye 又兵象也
'you'bu'dang'shu'fu'zhi 又不当束缚之
'you'bu'de'hao 犹不得好
'you'bu'de'jian'zhe 有不得见者
'you'bu'de'yi'zhe'er'hou'yan 有不得已者而后言
'you'bu'de'zhao'xi'ji'jian 又不得朝夕继见
'you'bu'gong'ze'xiu'ming 有不贡则修名
'you'bu'huo'wen'ming 又不获闻命
'you'bu'ji'ze'xiu'yi 有不祭则修意
'you'bu'ke'bu'wang'zhe 有不可不忘者
'you'bu'ke'bu'zhi'zhe 有不可不知者
'you'bu'ke'wang'zhe 有不可忘者
'you'bu'ke'yi'wu'jing 又不可以武竞
'you'bu'neng'bei'qi'gong 又不能备其工
'you'bu'neng'bu'yi'zhi'xing'huai 犹不能不以之兴怀
'you'bu'neng'cheng'da'xun 又不能成大勋
'you'bu'neng'jin'ye 犹不能禁也
'you'bu'neng'shi'wu'gong'zhi'zun 犹不能恃无功之尊
'you'bu'neng'shi'yi'bu'que 又不能拾遗补阙
'you'bu'neng'wei'hai 犹不能为害
'you'bu'neng'xuan'jin'qi'yi 犹不能宣尽其意
'you'bu'neng'yu'qun'liao'tong'xin'bing'li 又不能与群僚同心并力
'you'bu'ning'yi'qin'shu'fu 又不佞以勤叔父
'you'bu'ping'zhi'xin 有不平之心
'you'bu'ran'ye 又不然也
'you'bu'ru'fu'zi'zhi'pin'jian 有不如夫子之贫贱
'you'bu'ru'ren 犹不如人
'you'bu'si'ze'xiu'yan 有不祀则修言
'you'bu'wang'ze'xiu'de 有不王则修德
'you'bu'wei'er'zi'er'pu'yi'ju'ran 又不谓尔子尔仆亦遽然
'you'bu'xiang'ze'xiu'wen 有不享则修文
'you'bu'yi'qi'suo'yi'ran 又不易其所以然
'you'bu'yu'zhi'bei 有不虞之备
'you'bu'zhi'dang'shi'er'shu'zhi'qu 又不知当时二疏之去
'you'bu'zu 又不足
'you'chan'wei'ji 忧谗畏讥
'you'chang'yu'yu'zhong'yue 又尝语于众曰
'you'cheng'mi'yan'zhi'zuo 尤称祕演之作
'you'cheng'you'gong 又诚有功
'you'cheng'yu 有称誉
'you'chi'qie'ge 有耻且格
'you'chong'er'hao'bing 有宠而好兵
'you'chu'yan'qi'zhu'guo'zhi'zhang'ye 又楚燕齐诸国之障也
'you'ci'guan'zhi 由此观之
'you'ci'yan'zhi 由此言之
'you'cong'er'ai'jin'cheng'chuang'zhi 又从而哀矜惩创之
'you'cong'er'ge'yue 又从而歌曰
'you'cong'er'ge'zhi 又从而歌之
'you'cong'er'si'zhi 又从而思之
'you'cong'er'yong'ge'jie'tan'zhi 又从而咏歌嗟叹之
'you'cong'pi'shu 犹从辟书
'you'da'shi'dang'zhong'liu 有大石当中流
'you'da'xian'yan'er'wei'qi'tu 有大贤焉而为其徒
'you'dai'er'yu'chu'zhe 有怠而欲出者
'you'dang'zhang'da'jie 尤当仗大节
'you'dao'zhi'shi 有道之士
'you'de'wei'zhu'hou'zhi'meng'zhu'bai'yu 犹得为诸侯之盟主百余
'you'de'you'fou 有得有否
'you'de'ze'le 有德则乐
'you'dei'gu'mu'tan 又得钴鉧潭
'you'deng'si'lou'er'yue'si'jiang'zhe 有登斯楼而阅斯江者
'you'dong'hu'zhong 有动乎中
'you'duan'gan'mu'tian'zi'fang'zhi'yi'feng 有段干木田子方之遗风
'you'duan'si'yu'zhe 有断斯狱者
'you'e'dan'qi 黝垩丹漆
'you'er'bu'kun'zhe'ye 忧而不困者也
'you'er'dao 有二道
'you'er'er'qu 悠尔而去
'you'er'fu'yan 有而弗言
'you'er'nian 又二年
'you'er'xiao'zhi 尤而效之
'you'er'zhang'zhi 宥而彰之
'you'fan'sha'zhe 有反杀者
'you'fang'bo'lian'lv 有方伯连率
'you'fei'she'wei'wu'jia'bing'zhi'qiang'ye 又非慑畏吾甲兵之强也
'you'fei'shen'feng'wang'zhi'ye 又非身封王之也
'you'fen'zu'yu'zhou 有分族于周
'you'feng'sa'ran'zhi'zhe 有风飒然至者
'you'feng'yi'zhe'shi'yu'shi 有封邑者十余世
'you'fu'bao'cang'huo'xin 犹复包藏祸心
'you'fu'ru'yuan'shen 又弗如远甚
'you'fu'tu'shou'fen'hu 犹复徒首奋呼
'you'fu'yan'ling'chang'an'jun'wei'zhi'zhe 有复言令长安君为质者
'you'gan'qu'liu'xia'ji'long'wu'shi'bu 有敢去柳下季垄五十步
'you'gan'yu'zhi'fang 又敢与知防
'you'gao'shi'zhi'cai 有高世之才
'you'gao'shi'zhi'xin 有高世之心
'you'ge'yi'wei'zhi'yue 又歌以慰之曰
'you'gong'fa'zhi'bing 有攻伐之兵
'you'gu'chi'bu'qi 又故迟不起
'you'gu'da'dou 幽谷大都
'you'gu'de'sui'chang 幼孤得遂长
'you'guai'qi'bu'wei'zhi'yu'zhong'zhou 又怪其不为之于中州
'you'guai'qu'yuan'yi'bi'qi'cai 又怪屈原以彼其材
'you'guan'ni'yu'shui'er'ruo'yu'huo'zhe 有观溺于水而爇于火者
'you'guan'shou'zhe 有官守者
'you'guan'xie'ye 由官邪也
'you'guan'xun 有官勋
'you'guo'shi'zhi'mu 有国士之目
'you'guo'zhe'zhi'chi 有国者之耻
'you'he'bu'wei 又何卜为
'you'he'jian'yan 又何间焉
'you'he'que'yan 又何阙焉
'you'he'wang'er'bu'jin'yu'qi'wai'bai 又何往而不金玉其外败
'you'he'yi'fan'wu'sheng'er'an'wu'xing 又何以蕃吾生而安吾性
'you'he'yuan'hu 又何怨乎
'you'hu 游乎
'you'hu'jiang'hai 游乎江海
'you'huai'tou'bi 有怀投笔
'you'huan'bu'yu'qian'li 游宦不逾千里
'you'ji'ji'yu'li'ye 犹汲汲于利也
'you'ji'qi'jiang'si'lun'bao'shu'bin'xu 有记其将死论鲍叔宾胥
'you'ji'ren'yu 有几人欤
'you'ji'shi'heng'dang'qi'yin 有积石横当其垠
'you'ji'wu'huai 有基无坏
'you'jia'guan'jie'shi 有假官借师
'you'jia'li 有加礼
'you'jia'zhi'yi'chu 又加之以楚
'you'jian 有间
'you'jian'shi'xian'sheng'zhe 有荐石先生者
'you'jian'yu'mei'jian 犹见于眉间
'you'jiang'ji'nan 又将及难
'you'jiang'jing'ji'qi'jia 又将经纪其家
'you'jiang'ju'er'yong'zhi 犹将举而用之
'you'jiang'shi'shi'you'zhi 犹将十世宥之
'you'jiang'shi'zhe 有蒋氏者
'you'jie'gao'di'zhi'jiu'jiang 又皆高帝之旧将
'you'jie'zhi'you'gong'zi 又皆知有公子
'you'jin'yi'jing'li'shang'shu'di'zai'zhi 由锦衣经历上书诋宰执
'you'jiu'wu'yao 有酒无肴
'you'jiu'ying'zun 有酒盈樽
'you'ju'huo'shi'zhi 犹惧或失之
'you'jue'de'xing 有觉德行
'you'jun'ji 又峻急
'you'jun'zi'guan'zhi 由君子观之
'you'kao'xin'yu'liu'yi 犹考信于六艺
'you'ke'ji'qi'cheng'li'xie 又可冀其成立邪
'you'ke'jiu'zhi'dao 有可救之道
'you'ke'wu'jiu 有客无酒
'you'ke'yi'gai 犹可以改
'you'ke'yi'zuo'bai'xing'zhe 有可以佐百姓者
'you'kong'wang'xian'ren'zhi'ye 犹恐忘先人之业
'you'kong'yun'yue 犹恐陨越
'you'kou'zai'yuan 有寇在垣
'you'ku'li 又苦盭
'you'kuan'kan'tang'ta'zhi'sheng 有窾坎镗鞳之声
'you'kui'fu'tai'shang'zhi'wang'qing 有愧夫太上之忘情
'you'lai'yan'yu'ge'xia'zhe'yue 有来言于阁下者曰
'you'lan'tian'wei'bai'jian'cha'yu'shi 由蓝田尉拜监察御史
'you'lao 有劳
'you'lao'ke'yi'xing'guo 忧劳可以兴国
'you'lao'mu 有老母
'you'le'tong'zhi 忧乐同之
'you'lei'tuo'tuo'zhe 有类橐驼者
'you'li'bian'zhou'si'ma 又例贬州司马
'you'li'mu'yun'zi'jing'lai'zhe 有吏目云自京来者
'you'li'xiang'suo'li'jiu'zhong 又立向所立厩中
'you'li'you'ye 犹离忧也
'you'li'zhi'hou 幽厉之后
'you'liang'tian'mei'chi'sang'zhu'zhi'shu 有良田美池桑竹之属
'you'liang'zhe'yi'shi 有粮者亦食
'you'lie'de'suo'ye 优劣得所也
'you'ling'de'ye'fu 有令德也夫
'you'ling'ming'ye'fu 有令名也夫
'you'long'ze'ling 有龙则灵
'you'luan'zhi'meng 有乱之萌
'you'luo'er'zhi'zhi'mu'xia 又罗而致之幕下
'you'mai'ju'zhi 又买居之
'you'meng'jin'yu 犹蒙矜育
'you'min'zhi'qie 忧民之切
'you'ming'chi'yu'shi 有名侈于实
'you'ming'nian'zheng'yue 又明年正月
'you'nan'jue'zhe 有难决者
'you'neng'de'qi'wang'tou'zhe 有能得齐王头者
'you'neng'fang'fei'zi'zhi'ping'sheng 犹能髣髴子之平生
'you'neng'shang'xia'shuo'hu'gui'shen 又能上下说乎鬼神
'you'neng'shao'ming'shi 有能绍明世
'you'ning'yue'xu'shang'su'qin'du'he'zhi 有宁越徐尚苏秦杜赫之
'you'nv'juan'juan 有女娟娟
