'ai'gan 嗌干
'xue'you'yu'bu'zu'nai'he 血有余不足奈何
'xue'you'yu'ze'nu 血有余则怒
'xue'you'yu'ze'xie'qi'sheng'jing 血有余则泻其盛经
'xue'yu'qi 血与气
'xue'yu'qi'bing'ze'wei'shi'yan 血与气并则为实焉
'xue'yu'xian'xiang'de 血与咸相得
'xue'yu'yi'bi 穴俞以闭
'xue'zai'zhong'er'qi'wai 血在中而气外
'xue'zhe 血者
'xue'zhe'wei'ming 学者惟明
'xue'zhi'duo'shao 血之多少
'xue'zhi'jing'wei'luo 血之精为络
'xue'zhi'qing'zhuo 血之清浊
'xue'zhi'shen'qing 血止身轻
'xue'zhi'suo'bing'wei'qi'xu 血之所并为气虚
'xue'zhi'suo'shi 学之所始
'xue'zhi'yu'qi'bing'zou'yu'shang 血之与气并走于上
'xue'zhuo'qi'se 血浊气涩
'xun'bai'rou'ji 循白肉际
'xun'bei'xia'zhi'xiao'zhi'zhi'duan 循背下至小趾之端
'xun'bi'nei'hou'lian 循臂内后廉
'xun'bi'nei'shang'gu'xia'lian 循臂内上骨下廉
'xun'bi'shang'lian 循臂上廉
'xun'bi'wai 循髀外
'xun'bi'xia'ji'yu'qi 循臂下系于脐
'xun'bi'yin 循臂阴
'xun'chi'hua'se'han'wen'zhi'yi 循尺滑涩寒温之意
'xun'da'zhi'qi'gu'nei 循大指歧骨内
'xun'dian 循巅
'xun'er'hou 循耳后
'xun'er'qian 循耳前
'xun'er'qian'zhu'mu'wai'zi 循耳前属目外眦
'xun'fa'ji 循发际
'xun'fa'shou'du 循法守度
'xun'fen'rou 循分肉
'xun'fu 熏肤
'xun'fu'li 循腹里
'xun'fu'you'shang'xing 循腹右上行
'xun'gan 熏肝
'xun'gan'fei 熏肝肺
'xun'gu'yin 循股阴
'xun'hao'mao'er'ru'cou'li 循毫毛而入腠理
'xun'hou'long 循喉咙
'xun'hou'long'zhi'hou 循喉咙之后
'xun'ji 循脊
'xun'ji'nei'xie'lv'shang'zhi'xiang 循脊内挟膂上至项
'xun'jia'che 循颊车
'xun'jian'po'nei 循肩髆内
'xun'jin'ye'er'liu'ye 循津液而流也
'xun'jing'chu'zou'tai'yang'zhi'qian 循颈出走太阳之前
'xun'jing'gu 循京骨
'xun'jing'gu'hou 循胫骨后
'xun'jing'gu'nei'lian 循胫骨内廉
'xun'jing'gu'wai'lian 循胫骨外廉
'xun'jing'ru'yu'xin'zhong 循经入于心中
'xun'jing'shou'shu 循经守数
'xun'jing'shou'ye 循经受业
'xun'jing'xing'shou'shao'yang'zhi'qian 循颈行手少阳之前
'xun'jing'yi'shang 循经以上
'xun'lv 循膂
'xun'lv'er'xia 循膂而下
'xun'lv'er'xia'zhe'ye 循膂而下者也
'xun'mai'er'shang'zhi'mu'nei'zi 循脉而上至目内眦
'xun'mai'wang'lai 循脉往来
'xun'mai'zhi'fen 循脉之分
'xun'meng'zhao'you 徇蒙招尤
'xun'ming'ze'sheng'zhang 循明则声章
'xun'mou'de'shi 询谋得失
'xun'nao'nei 循臑内
'xun'nao'wai 循臑外
'xun'nei'huai'zhi'hou 循内踝之后
'xun'qiu'qi'li 循求其理
'xun'shang'ji'xia 循上及下
'xun'shou'biao'wan 循手表腕
'xun'shou'shao'yin 循手少阴
'xun'shou'wai'ce 循手外侧
'xun'shu'san'jiao 循属三焦
'xun'tai'yin'zhi'fen'er'xing 循太阴之分而行
'xun'xia'jiao'er'shen'ru'pang'guang'yan 循下焦而渗入膀胱焉
'xun'xiang'xia'zu'tai'yang 循项下足太阳
'xun'xiao'zhi'ci'zhi 循小指次指
'xun'xiao'zhi'zhi'nei 循小指之内
'xun'xie'li 循胁里
'xun'xin'zhu'mai 循心主脉
'xun'xiong 循胸
'xun'xiong'chu'xie 循胸出胁
'xun'xiong'li'shu'dan 循胸里属胆
'xun'xun'ran 循循然
'xun'xun'ran'bu'ke'yi'fu'yang 循循然不可以俯仰
'xun'ya'che 循牙车
'xun'ya'che'yi'xia'zhe 循牙车以下者
'xun'yan 循咽
'xun'yan'hou 循咽喉
'xun'yan'xi 循眼系
'xun'yin'gu'nei'lian 循阴股内廉
'xun'yin'gu'nei'lian'ru'guo'zhong 循阴股内廉入腘中
'xun'ying'ru 循膺乳
'xun'yu'er'ru 循俞而入
'xun'yu'huang'mo 熏于肓膜
'xun'yu'ji 循鱼际
'xun'yu'wu'zang 熏于五脏
'xun'zhi'lei'lei'ran 循之累累然
'xun'zhi'nei'ce'bai'rou'ji 循趾内侧白肉际
'xun'zhi'shang'lian 循指上廉
'xun'zhi'shang'xing 循指上行
'xun'zhong'zhi 循中指
'xun'zhong'zhi'nei'lian'yi'shang 循中指内廉以上
'xun'zhu'kuai'jing 寻注会经
'xun'zhuo'jue'chong 循拙决冲
'xun'zu'fu'shang 循足跗上
'xun'zu'xin 循足心
'ya'yin'chu'xue 牙龈出血
'ya'zhi'ling'bing'ren'hu'yi'xi 压之令病人呼譩譆
'yan'ai'meng'yu 烟埃朦郁
'yan'ai'nai'gan 咽嗌乃干
'yan'biao'yu'ben 言标与本
'yan'bing'zai'zhong'qi'bu'zu 言病在中气不足
'yan'bing'zhi'bian'hua'ye 言病之变化也
'yan'bu'bian 言不变
'yan'bu'ke'zhi'zhe 言不可治者
'yan'bu'xie'qi'tiao'er'qu'zhi'ye 言补泻气调而去之也
'yan'bu'zhe'bi'ran'ruo'you'de'ye 言补者佖然若有得也
'yan'bu'zhi'bu'xie'zhi'yi'ye 言不知补泻之意也
'yan'bu'zhi'san'bu'jiu'hou'zhi'xiang'shi 言不知三部九候之相失
'yan'chi'zhen'er'chu'ru'ye 言持针而出入也
'yan'chu'xie 眼出血
'yan'da'dao'ye 言大道也
'yan'da're'bing 言大热病
'yan'dao'zhe 偃刀者
'yan'di'zhe'qiu'zhi'wei 言地者求之位
'yan'er'wei 言而微
'yan'fu'gu'ye 言伏鼓也
'yan'gan 咽干
'yan'gan'se 眼干涩
'yan'gou'luo 烟垢落
'yan'gou'zhe 烟垢着
'yan'gu'zhen'jing 岩谷震惊
'yan'guang'he'lie 炎光赫烈
'yan'han 眼寒
'yan'han'wen'bu'shi 言寒温不适
'yan'hei 颜黑
'yan'hou 咽喉
'yan'hou'bu'shi 咽喉不适
'yan'hou'gan'yin'yin 咽喉干引饮
'yan'hou'gan'zao'zhe'bu'ke'fa'han 咽喉干燥者不可发汗
'yan'hou'ye 咽喉也
'yan'hou'zhe 咽喉者
'yan'hou'zhong'tong 咽喉肿痛
'yan'hua 眼花
'yan'hun'shu'wei'yi 言浑束为一
'yan'huo'nai'liu 炎火乃流
'yan'huo'nai'xing 炎火乃行
'yan'huo'xing 炎火行
'yan'ji'chuang'ding 延及窗顶
'yan'ji'nei'er'xu'chu'ye 言疾内而徐出也
'yan'jing'luo'ge'you'suo'zhu'ye 言经络各有所主也
'yan'men'zhong'shi'liang 咽门重十两
'yan'mu'chong'bu'rong 偃木虫不荣
'yan'qi'bing'ye 言奇病也
'yan'qi'jian'ye 言其见也
'yan'qi'yi'shi'ye 言气易失也
'yan'qi'zhi'tong'tian'ye 言气之通天也
'yan'qi'zhi'xu'er'xiao 言气之虚而小
'yan'qi'zhi'xu'shi 言气之虚实
'yan'qian'fu'zhi'bing 言浅浮之病
'yan'qian'yin'yin 咽乾引饮
'yan'qie'qiu'qi'mai'li'ye 言切求其脉理也
'yan'qing 颜青
'yan'qing'shi'di'qi'zhi'zhong'ren'ye 言清湿地气之中人也
'yan'qiong'si'yuan 焉穷斯源
'yan'qu'chi'zhi'wu'li'wu'wang'zhe'ye 言取尺之五里五往者也
'yan're'cong'zhi 炎热从之
'yan're'mo'yi 言热末已
'yan'ren'gu'jie'zhi'da'xiao 言人骨节之大小
'yan'ren'shen'zhi'yin'yang 言人身之阴阳
'yan'ren'shen'zhi'zang'fu'zhong'yin'yang 言人身之脏腑中阴阳
'yan'ren'zhe'qiu'zhi'qi'jiao 言人者求之气交
'yan'se'bian'hua 颜色变化
'yan'shang'gong'zhi'xiang'wu'se'yu'mu 言上工知相五色于目
'yan'shao'yang'sheng'ye 言少阳盛也
'yan'shi 眼屎
'yan'shi'yu'xu 言实与虚
'yan'shi'yu'xu'ruo'you'ruo'wu'zhe 言实与虚若有若无者
'yan'shi'yu'xu'zhe 言实与虚者
'yan'shi'zhe'you'qi 言实者有气
'yan'shu'da'xing 炎暑大行
'yan'shu'jian'hua 炎暑间化
'yan'shu'jiang'qi 炎暑将起
'yan'shu'liu'xing 炎暑流行
'yan'shu'shi'hua 炎暑施化
'yan'shu'zhi 炎暑至
'yan'shui'gu'jie'ru'yu'wei 言水谷皆入于胃
'yan'tian'zhe'qiu'zhi'ben 言天者求之本
'yan'wei'zhi'shi 咽为之使
'yan'wu 眼雾
'yan'wu'chang'ye 言无常也
'yan'xi'xi'ye 言吸吸也
'yan'xian'chi 颜先赤
'yan'xie'qi'zhi'zhong'ren'ye'gao 言邪气之中人也高
'yan'xing'qi'rong'wei'zhi'bu'xing'yu'wai 言形气荣卫之不形于外
'yan'xing'qi'zhi'ping 言形气之平
'yan'xu'nei'er'ji'chu'ye 言徐内而疾出也
'yan'yan'nie'nie 厌厌聂聂
'yan'yan'ran 严严然
'yan'yang 眼痒
'yan'yang'wu'ze 焰阳午泽
'yan'ye 颜也
'yan'yi'er'zhi'bai'bing'zhi'hai 言一而知百病之害
'yan'yi'xiao 言益小
'yan'yin'yu'yang 言阴与阳
'yan'yu'lai'jin 验于来今
'yan'yu'lai'jin'zhe 验于来今者
'yan'yu'shan'e 言语善恶
'yan'yu'shan'ji 言语善疾
'yan'zhe'sheng'xue 盐者胜血
'yan'zhi'er'chu 焉至而出
'yan'zhi'er'ji 焉至而疾
'yan'zhi'er'ru 焉至而入
'yan'zhi'er'xu 焉至而徐
'yan'zhi'er'zhi 焉至而止
'yan'zhi'shi'bu'tei 验之事不忒
'yan'zhi'suo'qu'zhi'chu'ye 言知所取之处也
'yan'zhi'zhi'qi'suo'kun'er'si 言知至其所困而死
'yan'zhong 咽肿
'yan'zhu'di'qi 咽主地气
'yan'zhu'jing'you'sheng'zhe 言诸经有盛者
'yang'bai'xing'er'shou'qi'zu'shui 养百姓而收其租税
'yang'bi'cou'zhi 阳必凑之
'yang'bing'fa'yu'dong 阳病发于冬
'yang'bing'fa'yu'xue 阳病发于血
'yang'bing'yu'shang 阳并于上
'yang'bing'yu'shang'ze'huo'du'guang'ye 阳并于上则火独光也
'yang'bing'yu'yin 阳并于阴
'yang'bing'zhi'yin 阳病治阴
'yang'bu'sheng'qi'yin 阳不胜其阴
'yang'cang'zhi'dao'ye 养藏之道也
'yang'chang'zhi'dao'ye 养长之道也
'yang'chi 阳池
'yang'chuang'cuo'yong 疡疮痤痈
'yang'ci'zhe 扬刺者
'yang'cong'zuo 阳从左
'yang'dao'qi 阳道奇
'yang'fan'shang'xing 阳反上行
'yang'fei'ou'ni 瘍疿嘔逆
'yang'fu'hua 阳复化
'yang'gu 阳谷
'yang'guan'qi'xiang 仰观其象
'yang'guang'bu'zhi 阳光不治
'yang'guang'fu'zhi 阳光复治
'yang'he'bu'hua 阳和布化
'yang'he'yi'shi'ren'kuang 阳何以使人狂
'yang'hua'qi 阳化气
'yang'huo'bu'neng're 阳火不能热
'yang'ji'fan'yin 阳极反阴
'yang'ji'ze'fan'zhe 阳急则反折
'yang'jia'yu'yin 阳加于阴
'yang'jin'er'yin'sheng 阳尽而阴盛
'yang'jin'yu'yin 阳尽于阴
'yang'jin'zai'shang'er'yin'qi'cong'xia 阳尽在上而阴气从下
'yang'jing'suo'jiang'qi'ren'yao 阳精所降其人夭
'yang'jue 阳蹻
'yang'jue'er'shang'xing 阳蹻而上行
'yang'ku 羊苦
'yang'ling'quan'zhe 阳陵泉者
'yang'liu'da'fa 阳留大发
'yang'luo'shang'ze'xue'wai'yi 阳络伤则血外溢
'yang'luo'zhi'se'bian'wu'chang 阳络之色变无常
'yang'mai'bu'he'ze'qi'liu'zhi 阳脉不和则气留之
'yang'mai'nai'qu 阳脉乃去
'yang'mai'rong'qi'fu 阳脉荣其腑
'yang'mai'ye 阳脉也
'yang'mi'nai'gu 阳密乃固
'yang'ming 阳明
'yang'ming'bing 阳明病
'yang'ming'bing'yu'jie'shi'cong'shen'zhi'xu'shang 阳明病欲解时从申至戌上
'yang'ming'bing'yu'shang 阳明并于上
'yang'ming'bu'qian'zheng 阳明不迁正
'yang'ming'bu'tui'wei 阳明不退位
'yang'ming'chang'duo'qi'duo'xue 阳明常多气多血
'yang'ming'chang'duo'xue'duo'qi 阳明常多血多气
'yang'ming'duo'xue'duo'qi 阳明多血多气
'yang'ming'fu'bu 阳明复布
'yang'ming'gen'qi'yu'li'dui 阳明根起于厉兑
'yang'ming'gen'yu'li'dui 阳明根于厉兑
'yang'ming'he'wei'ye 阳明何谓也
'yang'ming'jiang'di 阳明降地
'yang'ming'jue'ni 阳明厥逆
'yang'ming'jue'yin'bu'cong'biao'ben 阳明厥阴不从标本
'yang'ming'jue'ze'chuan'er'wan 阳明厥则喘而惋
'yang'ming'li'jie 阳明里结
'yang'ming'li're 阳明里热
'yang'ming'li'zao 阳明里燥
'yang'ming'ling'ren'yao'tong 阳明令人腰痛
'yang'ming'luo'shu'xin 阳明络属心
'yang'ming'mai'jie 阳明脉解
'yang'ming'mai'jie'pian'di'san'shi 阳明脉解篇第三十
'yang'ming'mai'shuai 阳明脉衰
'yang'ming'mai'zhi 阳明脉至
'yang'ming'ni 阳明逆
'yang'ming'qi'zhi'ze'nie'chun'yi 阳明气至则啮唇矣
'yang'ming'sheng'tian 阳明升天
'yang'ming'si'tian 阳明司天
'yang'ming'si'tian'wei'zao'hua 阳明司天为燥化
'yang'ming'suo'wei'sa'sa'zhen'han'zhe 阳明所谓洒洒振寒者
'yang'ming'suo'zhi 阳明所至
'yang'ming'suo'zhi'cun'jie 阳明所至皴揭
'yang'ming'suo'zhi'wei'fu'xu 阳明所至为浮虚
'yang'ming'suo'zhi'wei'jian'hua 阳明所至为坚化
'yang'ming'suo'zhi'wei'jie'hua 阳明所至为介化
'yang'ming'suo'zhi'wei'qing'jing 阳明所至为清劲
'yang'ming'suo'zhi'wei'qiu'kao'yin'gu'xi'bi'shuan 阳明所至为鼽尻阴股膝髀腨
'yang'ming'suo'zhi'wei'qiu'ti 阳明所至为鼽嚏
'yang'ming'suo'zhi'wei'san'luo'wen 阳明所至为散落温
'yang'ming'suo'zhi'wei'si'sha'fu 阳明所至为司杀府
'yang'ming'suo'zhi'wei'yan'ai 阳明所至为烟埃
'yang'ming'tai'yin'ye 阳明太阴也
'yang'ming'wai'jie 阳明外结
'yang'ming'wai're 阳明外热
'yang'ming'wai'zao 阳明外燥
'yang'ming'wei'he 阳明为合
'yang'ming'wei'he 阳明为阖
'yang'ming'wei'mu'xia'wang 阳明为目下网
'yang'ming'xu'ze'han'li'gu'han'ye 阳明虚则寒栗鼓颔也
'yang'ming'you'shang'zhi'tian 阳明犹尚治天
'yang'ming'you'yu 阳明有余
'yang'ming'yu'tai'yin'wei'biao'li 阳明与太阴为表里
'yang'ming'zai'quan 阳明在泉
'yang'ming'zai'shang 阳明在上
'yang'ming'zang'du'zhi 阳明脏独至
'yang'ming'zang'he'xiang 阳明脏何象
'yang'ming'zao'hua 阳明燥化
'yang'ming'zhe 阳明者
'yang'ming'zhe'biao'ye 阳明者表也
'yang'ming'zhe'chang'dong 阳明者常动
'yang'ming'zhe'wu'ye 阳明者午也
'yang'ming'zhe'wu'zang'liu'fu'zhi'hai 阳明者五脏六腑之海
'yang'ming'zhi'fu 阳明之复
'yang'ming'zhi'jue 阳明之厥
'yang'ming'zhi'ke 阳明之客
'yang'ming'zhi'shang 阳明之上
'yang'ming'zhi'shang'jian'jian'ran 阳明之上监监然
'yang'ming'zhi'shang'wan'wan'ran 阳明之上婉婉然
'yang'ming'zhi'sheng 阳明之胜
'yang'ming'zhi'wei'bing'wei'jia'shi'shi'ye 阳明之为病胃家实是也
'yang'ming'zhi'xia 阳明之下
'yang'ming'zhi'xia'kan'kan'ran 阳明之下坎坎然
'yang'ming'zhi'xia'tuo'tuo'ran 阳明之下脱脱然
'yang'ming'zhi'yang 阳明之阳
'yang'ming'zhi'you 阳明之右
'yang'ming'zhi'zheng'nai'he 阳明之政奈何
'yang'ming'zhi'zhi 阳明治之
'yang'ming'zhi'zhi'duan'er'se 阳明之至短而涩
'yang'ming'zhi'zhu 阳明之主
'yang'ming'zhong'zhe 阳明终者
'yang'ming'zhu'bing 阳明主病
'yang'ming'zhu'rou 阳明主肉
'yang'ming'zhu'zhi 阳明主之
'yang'nai'bu 阳乃布
'yang'nai'da'hua 阳乃大化
'yang'nai'hua 阳乃化
'yang'nai'qu 阳乃去
'yang'nian'bu'tai'guo'ye 阳年不太过也
'yang'nian'san'shi'nian 阳年三十年
'yang'po'qi'xue'ze'mai'shu 阳迫气血则脉数
'yang'qi'bing'yu'yin 阳气并于阴
'yang'qi'bu 阳气布
'yang'qi'bu'cang'er'ke 阳气不藏而咳
'yang'qi'bu'ling 阳气不令
'yang'qi'bu'neng'zhi'yin 阳气不能止阴
'yang'qi'bu'zu 阳气不足
'yang'qi'chu'shang'qiao 阳气出上窍
'yang'qi'chu'yu'mu 阳气出于目
'yang'qi'cong'shou'shang'xing'zhi'tou 阳气从手上行至头
'yang'qi'da'fa 阳气大发
'yang'qi'da'ni 阳气大逆
'yang'qi'da'shang'er'zheng 阳气大上而争
'yang'qi'du'fa 阳气独发
'yang'qi'du'sheng 阳气独胜
'yang'qi'duo 阳气多
'yang'qi'duo'er'yin'qi'shao 阳气多而阴气少
'yang'qi'he'li 阳气和利
'yang'qi'hua'sheng'er'yang 阳气滑盛而扬
'yang'qi'jie'jue 阳气竭绝
'yang'qi'jin 阳气尽
'yang'qi'liu'yi 阳气留溢
'yang'qi'long'zhi 阳气隆至
'yang'qi'luan 阳气乱
'yang'qi'man'ze'yang'jue'sheng 阳气满则阳蹻盛
'yang'qi'nai'bi 阳气乃避
'yang'qi'nai'jie 阳气乃竭
'yang'qi'nei'shou'yu'jing 阳气内守于精
'yang'qi'pang'yi 阳气滂溢
'yang'qi'po'san 阳气破散
'yang'qi'qi'yu'zu'wu'zhi'zhi'biao 阳气起于足五指之表
'yang'qi'qu'fu 阳气屈服
'yang'qi'ri'sun 阳气日损
'yang'qi'ru'ze'wei'bu'he 阳气入则胃不和
'yang'qi'shao 阳气少
'yang'qi'shao'yin'qi'duo 阳气少阴气多
'yang'qi'sheng 阳气盛
'yang'qi'sheng'er'bu'shuai'ze'bing'yi 阳气盛而不衰则病矣
'yang'qi'sheng'yu'shang 阳气盛于上
'yang'qi'sheng'ze'chen'mu 阳气盛则瞋目
'yang'qi'sheng'ze'yang'qiao'xian 阳气盛则阳桥陷
'yang'qi'shi'shuai 阳气始衰
'yang'qi'shou'ye 阳气受也
'yang'qi'shuai 阳气衰
'yang'qi'shuai'jie'yu'shang 阳气衰竭于上
'yang'qi'shuai'shao 阳气衰少
'yang'qi'shuai'yu'xia 阳气衰于下
'yang'qi'sui'yin'zhi'hua 阳气随阴治化
'yang'qi'tai'sheng 阳气太盛
'yang'qi'tui'bi 阳气退避
'yang'qi'wai'rong 阳气外荣
'yang'qi'wan'wu'sheng'shang'er'yue 阳气万物盛上而跃
'yang'qi'wei'jin 阳气未尽
'yang'qi'wei'ru 阳气未入
'yang'qi'wei'san 阳气未散
'yang'qi'xian'zhi 阳气先至
'yang'qi'xu 阳气虚
'yang'qi'xu'ji 阳气蓄积
'yang'qi'ye 阳气也
'yang'qi'you'yu 阳气有余
'yang'qi'you'yu'wei'shen're'wu'han 阳气有余为身热无汗
'yang'qi'you'yu'ze'wai're 阳气有余则外热
'yang'qi'yu 阳气郁
'yang'qi'yu'fa 阳气郁发
'yang'qi'yu'yin'qi'xiang'bo 阳气与阴气相薄
'yang'qi'zai'he 阳气在合
'yang'qi'zhe 阳气者
'yang'qi'zhe'bi'se 阳气者闭塞
'yang'qi'zhi'ze'nei'chong'jie 阳气至则内重竭
'yang'rao'yu'wai 阳扰于外
'yang're'shen 阳热甚
'yang'rou 羊肉
'yang'ru'yin 阳入阴
'yang'ru'yu'yin 阳入于阴
'yang'ru'zhi'yin'ze'jing 阳入之阴则静
'yang'sha'shi 扬沙石
'yang'sha'shi'qi'hao'mao 扬沙石起毫毛
'yang'sha'yin'cang 阳杀阴藏
'yang'sheng'er'yin'qi'jia'zhi 阳盛而阴气加之
'yang'sheng'sheng'wai're'nai'he 阳盛生外热奈何
'yang'sheng'yi'shuai'gu'wei'yin'ye 阳盛已衰故为喑也
'yang'sheng'yin'chang 阳生阴长
'yang'sheng'ze'meng'da'huo'fan'zhuo 阳盛则梦大火燔灼
'yang'sheng'ze're 阳胜则热
'yang'sheng'ze're'yi 阳盛则热矣
'yang'sheng'ze'shen're 阳盛则身热
'yang'sheng'ze'shi'ren'wang'yan'ma'li 阳盛则使人妄言骂詈
'yang'sheng'ze'si'zhi'shi 阳盛则四肢实
'yang'sheng'ze'wai're 阳盛则外热
'yang'sheng'ze'yin'bing 阳胜则阴病
'yang'sheng'zhe 阳胜者
'yang'sheng'zhe'xian'tian 阳胜者先天
'yang'sheng'zhi'dao'ye 养生之道也
'yang'shou'qi'yu'shang'jiao 阳受气于上焦
'yang'shou'qi'yu'si'mo 阳受气于四末
'yang'shou'zhi'dao'ye 养收之道也
'yang'shou'zhi'ze'ru'liu'fu 阳受之则入六腑
'yang'shu'yin'bu 阳舒阴布
'yang'wei'bing'yin 阳未并阴
'yang'wei'de'zi'ci'ye 阳未得自次也
'yang'wei'fu 阳为府
'yang'wei'qi 阳为气
'yang'wei'zhi'mai'ling'ren'yao'tong 阳维之脉令人腰痛
'yang'xi 仰息
'yang'xi 阳溪
'yang'xu'er'yin'sheng 阳虚而阴盛
'yang'xu'ze'han'yi 阳虚则寒矣
'yang'yan'bu'bie 阳言不别
'yang'ye 阳也
'yang'yi'shang 阳已伤
'yang'yin 阳阴
'yang'yin'er'shang 阳引而上
'yang'ying'tou'tong 阳迎头痛
'yang'yu'yin'fu'bing'yu'wai 阳与阴复并于外
'yang'yu'zhi'zheng 阳予之正
'yang'zai'wai 阳在外
'yang'zao'yin 阳遭阴
'yang'ze'kong'pu 仰则恐仆
'yang'zhe 痒者
'yang'zhe 阳者
'yang'zhe'qi'jing'bing'yu'shang 阳者其精并于上
'yang'zhe'qi'zhi'tong'ye 阳者气之统也
'yang'zhe'shuai'yu'wu'yue 阳者衰于五月
'yang'zhe'tian'qi'ye 阳者天气也
'yang'zhe'zhu'fu 阳者主腑
'yang'zhe'zhu'shang 阳者主上
'yang'zhi'han'yi'tian'di'zhi'yu'ming'zhi 阳之汗以天地之雨名之
'yang'zhi'he'zhi 养之和之
'yang'zhi'lei'ye 阳之类也
'yang'zhi'ling'quan 阳之陵泉
'yang'zhi'qi'yi'tian'di'zhi'ji'feng'ming'zhi 阳之气以天地之疾风名之
'yang'zhi'shou'ye 阳之守也
'yang'zhi'suo'sheng'chu'ye 阳之所盛处也
'yang'zhi'wan'bian 扬之万遍
'yang'zhong'tuo'zhe'yi'kuang 阳重脱者易狂
'yang'zhong'you'yang 阳中有阳
'yang'zhong'zhi'shao'yin 阳中之少阴
'yang'zhong'zhi'shao'yin'ye 阳中之少阴也
'yang'zhong'zhi'tai'yang 阳中之太阳
'yang'zhong'zhi'tai'yang'ye 阳中之太阳也
'yang'zhong'zhi'yang 阳中之阳
'yang'zhong'zhi'yang'ye 阳中之阳也
'yang'zhong'zhi'yang'zhe 阳中之阳者
'yang'zhong'zhi'yin 阳中之阴
'yang'zhong'zhi'yin'ye 阳中之阴也
'yang'zhu're 阳主热
'yang'zhu'wai 阳主外
'yang'zhu'wei 阳主胃
'yang'zhu'yu'yin 阳注于阴
'yang'zhu'zhou 阳主昼
'yang'zhuan'qi'ling 阳专其令
'yao'bi'si'yi 夭必死矣
'yao'bi'tong 腰髀痛
'yao'bu'ke'yi'fu'yang 腰不可以俛仰
'yao'bu'ke'yi'xing 腰不可以行
'yao'bu'neng'du'zhi'ye 药不能独治也
'yao'da'qi'dao 摇大其道
'yao'da'qi'xue 遥大其穴
'yao'er'bu'qi 窅而不起
'yao'er'bu'qi'zhe 窅而不起者
'yao'fan'zhe'bu'neng'fu 腰反折不能俛
'yao'fu're 腰腹热
'yao'fu'shi'tong 腰腹时痛
'yao'gu'tong'fa 腰股痛发
'yao'gu'ye 摇故也
'yao'hu'zai'wen'ye 要乎哉问也
'yao'ji'bu'ke'yi'fu'yang'qu'shen 腰脊不可以俛仰屈伸
'yao'ji'ju'tong 腰脊俱痛
'yao'ji'kong'gao'er'tong 腰脊控睪而痛
'yao'ji'nai'qiang 腰脊乃强
'yao'ji'qiang 腰脊强
'yao'ji'qiang'zhi 腰脊强直
'yao'ji'tong 腰脊痛
'yao'ji'tong'er'shen'you'bi'ye 腰脊痛而身有痹也
'yao'ji'tou'xiang'tong 腰脊头项痛
'yao'ji'wei'ying 腰脊为应
'yao'ji'zhe 腰脊者
'yao'kao'xia'qiao'ying'dong'zhi 腰尻下窍应冬至
'yao'qi'yi'ran 药气亦然
'yao'ran'bu'ze 夭然不泽
'yao'shi'yi'ye 药食宜也
'yao'shui'fan'tong 腰脽反痛
'yao'shui'tong 腰脽痛
'yao'shui'tong'ye 腰脽痛也
'yao'shui'tong'zhe 腰脽痛者
'yao'shui'zhong'qiang 腰脽重强
'yao'si'zhe 腰似折
'yao'ti'lao'ku 摇体劳苦
'yao'tong 腰痛
'yao'tong'bu'ke'yi'zhuan'yao 腰痛不可以转摇
'yao'tong'shang'han 腰痛上寒
'yao'tong'shang'han'bu'ke'gu 腰痛上寒不可顾
'yao'tong'xie'ji'er'tong'zhi'tou 腰痛挟脊而痛至头
'yao'tong'yin'shao'fu'kong'miao 腰痛引少腹控眇
'yao'tong'zu'qing'tou'tong 腰痛足清头痛
'yao'wei'si'chi'er'cun 腰围四尺二寸
'yao'xi'jie'tong 腰膝皆痛
'yao'xia'ru'you'heng'mu'ju'qi'zhong 腰下如有横木居其中
'yao'yao'ming'ming 窈窈冥冥
'yao'yi'qu'zhi 药以祛之
'yao'yi'shang're 腰以上热
'yao'yi'shang'wei'tian 腰以上为天
'yao'yi'shang'zhe'wei'yang 腰以上者为阳
'yao'yi'xia're 腰以下热
'yao'yi'xia'wei'di 腰以下为地
'yao'yi'xia'zhe'wei'yin 腰以下者为阴
'yao'yu'zhi'qi 要与之期
'yao'yu'zhi'qi'zhe 要与之期者
'yao'yun'nai'he 药熨奈何
'yao'zai'xi'qi'ye 要在息气也
'yao'zai'zhong'shi 要在终始
'yao'ze'zong'mai'gan 摇则宗脉感
'yao'zhe 幺者
'yao'zhe 腰折
'yao'zhe'shen'zhi'fu 腰者肾之府
'yao'zhi'you'ye 夭之由也
'yao'zhong'ru'zhang'gong'nu'xian 腰中如张弓弩弦
'yao'zu'er'de'zhi 摇足而得之
'yao'zu'qing'ye 腰足清也
'ye'ban'er'da'hui 夜半而大会
'ye'ban'er'yin'long'wei'zhong'yin 夜半而阴陇为重阴
'ye'ban'hou'er'wei'yang'shuai 夜半后而为阳衰
'ye'ban'hui 夜半慧
'ye'ban'jing 夜半静
'ye'ban'ren'qi'ru'zang 夜半人气入脏
'ye'ban'shen 夜半甚
'ye'ban'wei'dong 夜半为冬
'ye'ban'wei'yin'long 夜半为阴陇
'ye'ban'ze'xing'yu'yin 夜半则行于阴
'ye'bu'ming 夜不瞑
'ye'dao'kai 液道开
'ye'gan'shan'nu 噎干善怒
'ye'gan'shan'yi 噎干善噫
'ye'hou'lian'tong 腋后廉痛
'ye'jie'ze'jing'bu'guan 液竭则精不灌
'ye'ling'bai'lu 夜零白露
'ye'men 液门
