'an'hao'xin'xue 暗耗心血
'ying'qi'hua'sheng'xue'ye 营气化生血液
'ying'wei'jing'luo 营卫经络
'ying'wei'sheng'hui 营卫生会
'ying'xiang'fei'de'xuan'fa'su'jiang'gong'neng 影响肺的宣发肃降功能
'ying'xiang'fei'qi'qing'su'zhi'zheng 影响肺气清肃之证
'ying'xiang'qi'xue'de'hua'sheng 影响气血的化生
'ying'xiang'quan'shen'zhi'qi'de'sheng'cheng 影响全身之气的生成
'ying'xiang'shi'yu 影响食欲
'ying'xiang'xin'zang'de'zheng'chang'bo'dong 影响心脏的正常搏动
'ying'xiang'xue 迎香穴
'ying'xiang'xue'ye'de'zheng'chang'yun'xing 影响血液的正常运行
'ying'xiang'zong'qi'de'sheng'cheng 影响宗气的生成
'ying'xue 营血
'ying'yang'he'hua'sheng'xue'ye 营养和化生血液
'ying'yang'quan'shen 营养全身
'ying'yang'wu'zang'liu'fu 营养五脏六腑
'ying'yi'zhi'qi'nei'zang 应以知其内脏
'ying'yin 营阴
'ying'yun'yu'quan'shen 营运于全身
'ying'zai'mai'zhong 营在脉中
'ying'zhe 营者
'ying'zhou'bu'xiu 营周不休
'ying'zhu'nei'shou'er'shu'yu'yin 营主内守而属于阴
'yong'quan'xue 涌泉穴
'yong'se'bu'tong 壅塞不通
'yong'tu'kai'qiao 涌吐开窍
'yong'yao'gu'ji'pi'wei 用药顾及脾胃
'you'bei'chang'li 有背常理
'you'bian'yi'shen'shu'yang'shui 右边一肾属阳水
'you'cheng'jiao'cang 又称娇藏
'you'chong'sheng'zhu'jian'qu'xiang'shuai'tui 由充盛逐渐趋向衰退
'you'chou'he'bei'shang 忧愁和悲伤
'you'chou'si'lv'ze'shang'xin 忧愁思虑则伤心
'you'duan'you'chang 有短有长
'you'gang'you'rou 有刚有柔
'you'ge'you'yin'yang'suo'shu 又各有阴阳所属
'you'hai'wu'zhi 有害物质
'you'han'gu'tong'ye 有寒故痛也
'you'han'run'xia'xing'bi'cang 有寒润下行闭藏
'you'he'bei 忧和悲
'you'huan'wu'yan 忧患无言
'you'ji'pei'he 有机配合
'you'ji'sui'shang'xing'ren'nao 由脊髓上行人脑
'you'jiang'bu'ji 右降不及
'you'jie'zou'de'yi'hu'yi'xi 有节奏地一呼一吸
'you'jin'ye'suo'hua 由津液所化
'you'lai'yu'qi'de'tui'dong 有赖于气的推动
'you'lai'yu'xin'zang'de'zheng'chang'bo'dong 有赖于心脏的正常搏动
'you'lai'yu'xue'qi'de'chong'sheng 有赖于血气的充盛
'you'lai'yu'xue'ye'ben'shen'de'chong'ying 有赖于血液本身的充盈
'you'men 幽门
'you'nian'shi'qi'de 幼年时期的
'you'ru'shu'dai 犹如束带
'you'ruo'you'qiang 有弱有强
'you'shen'wei'ming'men'zhi'shuo 右肾为命门之说
'you'sheng'fa'de'te'xing 有生发的特性
'you'sheng'hua'wan'wu'de'te'xing 有生化万物的特性
'you'sheng'wu'jiang 有升无降
'you'shi'zhuan'xu 由实转虚
'you'shu'xie'de'gong'neng 有疏泄的功能
'you'sui'hui'ji'er'cheng 由髓汇集而成
'you'wei'fei'zhi'shu'jin 忧为肺志属金
'you'wei'ming'men 右为命门
'you'wu'dong'mai'zhi'ke'zhen 又无动脉之可诊
'you'xie'zhi'nei 右胁之内
'you'xin'bao'wei'hu'yu'wai 有心包卫护于外
'you'xuan'fa'wei'qi 有宣发卫气
'you'yang'zheng'zhuan'hua'wei'yin'zheng 由阳证转化为阴证
'you'yi'jing'qi 游溢精气
'you'yi'yu'xin'zhu'xue'mai 有益于心主血脉
'you'yin'you'yang 有阴有阳
'you'you'xing'yu'wu'xing 有有形与无形
'you'yu'zhi'zheng 有余之证
'you'yuan'qi'zhi'bie'yan 有原气之别焉
'you'zhe'wei'ming'men 右者为命门
'you'zhi'zuo 右之左
'you'zhu'nei'bi'xing'zhu'wai 有诸内必形诸外
'you'zhu'nei'zhe'bi'xing'zhu'wai 有诸内者必形诸外
'you'zou'xing'guan'jie'teng'tong 游走性关节疼痛
'yu'ban 玉版
'yu'ben'jing'xiang'bing'shang'xing 与本经相并上行
'yu'bo 虞搏
'yu'da'chang'zhi'shang'kou'xiang'lian 与大肠之上口相连
'yu'du'mai'hui'yu'dian 与督脉会于巅
'yu'e'wei'yang 郁遏卫阳
'yu'fang'xing'zhi'liao'cuo'shi 预防性治疗措施
'yu'fu'xiang'si 与腑相似
'yu'ge'jing'de'mai'qi'xiang'he 与各经的脉气相合
'yu'ji 鱼际
'yu'ji'zhen'cang'lun 玉机真藏论
'yu'ji'zhen'zang'lun 玉机真脏论
'yu'lun 瘀论
'yu'qian'mai'hui'he 与前脉会合
'yu'qian'mai'hui'he'yu'que'pen'hou 与前脉会合于缺盆后
'yu'ren'mai'xiang'bing'yu'xiong'zhong 与任脉相并于胸中
'yu'rui'shi'yu 语睿失语
'yu'sheng'di'wei'wu'li 语声低微无力
'yu'sheng'gao'kang'hong'liang 语声高亢宏亮
'yu'sheng'ju'lai 与生俱来
'yu'shou'tai'yin'jing'jin'bing'xing 与手太阴经筋并行
'yu'wai'jie'da'qi'xiang'tong 与外界大气相通
'yu'wei'zhi'xia'kou'xiang'jie 与胃之下口相接
'yu'wu'xing'xiang'ke'ci'xu'fa'sheng'xiang'fan'fang'xiang 与五行相克次序发生相反方向
'yu'xue'gong'xing'yu'mai'zhong'zhi'qi 与血共行于脉中之气
'yu'xue'nei'zu 瘀血内阻
'yu'yan'bu'ling'zhi'he'bing'shang'xing'jie'yu'tun'bu 与胭部另支合并上行结于臀部
'yu'yan'liu'li 语言流利
'yu'yan'sheng'yin 语言声音
'yu'yang'ming'mai'xiang'tong 与阳明脉相通
'yu'yi'dang'yi'liang'shen'zong'hao'wei'ming'men 愚意当以两肾总号为命门
'yu'zhi'pi'bu 欲知皮部
'yu'zhi'qi'yao 欲知其要
'yu'zhi'xiang'ying 与之相应
'yu'zu'xin'mai 瘀阻心脉
'yuan'er'jian'chang 圆而尖长
'yuan'ge'bu'wei'shang'qu'xue 远隔部位上取穴
'yuan'li'hai'an 远离海岸
'yuan'qi'chong'pei 元气充沛
'yuan'qi'de'sheng'cheng'bu'zu'huo'hao'sun'tai'guo 元气的生成不足或耗损太过
'yuan'qi'gen'yu'shen 元气根于肾
'yuan'qi'shi'ren'ti'sheng'ming'huo'dong'de'yuan'dong'li 元气是人体生命活动的原动力
'yuan'qi'xu'shuai 元气虚衰
'yuan'qi'zhi'bie'shi'ye 原气之别使也
'yuan'qi'zhi'chong'zu 元气之充足
'yuan'qi'zhi'suo'xi'ye 原气之所系也
'yuan'qi'zhi'xi 原气之系
'yuan'ye 渊腋
'yuan'ye'xue 渊腋穴
'yuan'yin'he'yuan'yang 元阴和元阳
'yue'jing'de'hua'yuan'bu'zu 月经的化源不足
'yue'jing'de'lai'chao 月经的来潮
'yue'jing'guo'duo 月经过多
'yue'jing'lai'chao'yu'fou 月经来潮与否
'yue'jing'liang'duo 月经量多
'yue'jing'liang'shao 月经量少
'yue'jing'zhou'qi 月经周期
'yue'jing'zhou'qi'wen'luan 月经周期紊乱
'yue'shi'yi'shi'xia 月事以时下
'yue'shu'gu'ge 约束骨骼
'yue'shu'zhu'jing 约束诸经
'yue'shu'zong'xing'zhu'mai 约束纵行诸脉
'yue'si 曰死
'yue'yin'yang'er'yi 曰阴阳而已
'yun'dong'bu'li 运动不利
'yun'dong'you'li'er'ling'huo 运动有力而灵活
'yun'hua'shui'gu 运化水谷
'yun'hua'shui'shi'de'zhu'yao'zang'qi 运化水湿的主要脏器
'yun'hua'shui'ye 运化水液
'yun'hua'wu'li 运化无力
'yun'pi'he'wei 运脾和胃
'yun'xing'bu'xi 运行不息
'yun'xing'quan'shen'qi'xue 运行全身气血
'yun'xing'shui'ye 运行水液
'yun'xing'yu'mai'wai'zhi'qi 运行于脉外之气
'yun'xing'yu'pi'fu'fen'rou'zhi'jian 运行于皮肤分肉之间
'yun'xing'zhi'quan'shen 运行至全身
'yun'yu'tai'er 孕育胎儿
'yun'yu'xin'shi'wu 孕育新事物
'za'bing'yuan'liu'xi'zhu 杂病源流犀烛
'za'zheng'mo 杂证漠
'zai'da'tui'wai'ce'xun'xing'bu'wei 在大腿外侧循行部位
'zai'di'wei'huo 在地为火
'zai'di'yi'zhi'tuo'guan'jie'hou'yi'cun'chu 在第一趾拓关节后一寸处
'zai'ge'zhi'xia 在隔之下
'zai'mai'zhong'yun'xing 在脉中运行
'zai'mu'nei'pi'yu'shou'tai'yang'jing'xiang'he 在目内毗与手太阳经相合
'zai'nan'zi'ze'wei'jing'guan 在男子则为精关
'zai'nei'huai'hou'rao'guo'zu'gen 在内踝后绕过足跟
'zai'nei'huai'shang'wu'cun'chu 在内踝上五寸处
'zai'nei'rou'shang'ba'cun'chu 在内蹂上八寸处
'zai'nei'zhe 在内者
'zai'nv'zi'ze'wei'chan'men 在女子则为产门
'zai'pi'biao'de'fen'qu 在皮表的分区
'zai'qiao 在窍
'zai'qiao'wei'bi 在窍为鼻
'zai'qiao'wei'er'ji'er'yin 在窍为耳及二阴
'zai'qiao'wei'she 在窍为舌
'zai'shang'ze'wei'ou'ni'nuan'qi 在上则为呕逆暖气
'zai'shang'ze'wei'xuan'yun 在上则为眩晕
'zai'shi'si'zhui'chu'fen'chu 在十四椎处分出
'zai'suo'bu'mian 在所不免
'zai'ti 在体
'zai'ti'he'jin 在体合筋
'zai'ti'he'mai 在体合脉
'zai'ti'he'pi 在体合皮
'zai'ti'wei'gu 在体为骨
'zai'tou'mian'bu'jiao'jie 在头面部交接
'zai'wai'huai'shang'ba'cun'chu 在外踝上八寸处
'zai'wai'huai'shang'qi'cun'chu 在外踝上七寸处
'zai'wai'huai'shang'wu'cun'chu 在外踝上五寸处
'zai'wai'xie'qin'fan'pi'mao 在外邪侵犯皮毛
'zai'wai'zhe 在外者
'zai'wan'hou'ban'cun'chu'zou'xiang'shou'yang'ming'jing 在腕后半寸处走向手阳明经
'zai'wan'hou'er'cun'chu 在腕后二寸处
'zai'wan'hou'er'cun'chu'qian'chu'yu'liang'jin'zhi'jian 在腕后二寸处浅出于两筋之间
'zai'wan'hou'san'cun'chu'zou'xiang'shou'tai'yin'jing 在腕后三寸处走向手太阴经
'zai'wan'hou'wu'cun'chu 在腕后五寸处
'zai'wan'hou'yi'cun'ban'chu'bie'er'shang'xing 在腕后一寸半处别而上行
'zai'wan'hou'yi'cun'chu'zou'xiang'shou'tai'yang'jing 在腕后一寸处走向手太阳经
'zai'wu'xing'shu'huo 在五行属火
'zai'wu'xing'shu'tu 在五行属土
'zai'xia'ze'wei'bian'mi 在下则为便秘
'zai'xia'ze'wei'dai'xie 在下则为殆泄
'zai'xia'zhe'yan'wai'duo'jie'yu'zu'gen 在下者沿外跺结于足跟
'zai'xiang'shang'jin'ren'ye'nei 再向上进人腋内
'zai'xiang'shang'yan'shang'bi'nei'ce 再向上沿上臂内侧
'zai'ye 在液
'zai'ye'wei'han 在液为汗
'zai'ye'wei'lei 在液为泪
'zai'ye'wei'ti 在液为涕
'zai'ye'wei'tuo 在液为唾
'zai'ye'wei'xian 在液为涎
'zai'zang'wei'fei 在脏为肺
'zai'zang'wei'xin 在脏为心
'zai'zhi 在志
'zai'zhi'wei'kong'yu'jing 在志为恐与惊
'zai'zhong'ze'wei'wan'fu'zhang'man'teng'tong 在中则为脘腹胀满疼痛
'zang'bing'duo'xu 脏病多虚
'zang'fu'fu 脏腑赋
'zang'fu'qi'guan 脏腑器官
'zang'fu'qi'xue'gong'neng'shi'tiao 脏腑气血功能失调
'zang'fu'tong'wai'zhou'zhi'jie 脏腑同外周肢节
'zang'fu'yi'ji'er'cheng 脏腑以继而成
'zang'fu'yin'yang'zhi'ben 脏腑阴阳之本
'zang'fu'zhi'ben 脏腑之本
'zang'fu'zhi'guan 脏腑之官
'zang'fu'zhi'qi 脏腑之气
'zang'fu'zhi'wai 脏腑之外
'zang'qi'ben'yi'xiang'zhi 脏气本已相制
'zang'qi'fa'shi'lun 脏气法时论
'zang'qi'shou'zhi'yu'wo 脏气受制于我
'zang'se'wei'zhu 脏色为主
'zang'shi'zhe'ke'xie'qi'fu 脏实者可泻其腑
'zang'shu'yin 脏属阴
'zang'wei'li 脏为里
'zang'yu'fu'shi'yi'ge'zheng'ti 脏与腑是一个整体
'zang'zhe'wei'yin 脏者为阴
'zao'bing 燥病
'zao'cheng'tu'de'bu'zu 造成土的不足
'zao'hua'zhi'ji 造化之机
'zao'hua'zhi'ji'shu 造化之机枢
'zao'po'you'ci'er'gui'yu'hou 糟粕由此而归于后
'zao'qi'tuo'luo 早期脱落
'zao're'huo'huo'xie'wei'bing 燥热或火邪为病
'zao're'nei'sheng 燥热内盛
'zao'tuo'zao'bai 早脱早白
'zao'wei'qiu'ji'zhu'qi 燥为秋季主气
'zao'xie'shang'ren 燥邪伤人
'zao'xie'wei'bing'you'you 燥邪为病又有
'zao'xie'wei'gan'se'zhi'bing'xie 燥邪为干涩之病邪
'zao'yi'shang'fei 燥易伤肺
'zao'yu'han'xie'jie'he'qin 燥与寒邪结合侵
'zao'yu'wen're'jie'he 燥与温热结合
'ze'bian'hua'bu'xing 则变化不行
'ze'bing'bu'chuan 则病不传
'ze'bing'yi'yi 则病已矣
'ze'bu'neng'shu'xie'shui'gu 则不能疏泄水谷
'ze'bu'tian'zhi'gong 则补天之功
'ze'chang'shi'er'wei'xu 则肠实而胃虚
'ze'chi'fa'qu 则齿发去
'ze'cun'wei'yang 则寸为阳
'ze'dao'zhe'wei'yang 则到者为阳
'ze'fen'rou'jie'li 则分肉解利
'ze'fu'da'hong'hua'wei'yang 则浮大洪滑为阳
'ze'ji'bing'qu'xiang'yu'e'hua 则疾病趋向于恶化
'ze'ji'suo'bu'sheng 则己所不胜
'ze'jiang'jun'wu'jue'duan 则将军无决断
'ze'men'shi'wei'zhi'shang'kou 责门是胃之上口
'ze'nao'zhuan'er'ming 则脑转耳鸣
'ze'nei'wai'zuo'you'shang'xia'jie'tong'ye 则内外左右上下皆通也
'ze'pi'wei'zhi'qi'ji'shang 则脾胃之气既伤
'ze'qi'de'sheng'fa 则气的升发
'ze'san'jiao'zhi'qi'bu'hua 则三焦之气不化
'ze'se'mai'shi'yi 则色脉是矣
'ze'shan'bing'feng 则善病风
'ze'sheng'mo'zhang 则生膜胀
'ze'sheng'xiang'xie 则生飨泄
'ze'shu'zhe'wei'yang 则数者为阳
'ze'si'yi 则死矣
'ze'sui'yan'xi'yi'ren'yu'nao 则随眼系以人于脑
'ze'wai'dang'you'jing'luo'dong'mai'er'xing'yu'zhen 则外当有经络动脉而形于诊
'ze'wei'qi'zhui 则为七椎
'ze'wei'shi'er'chang'xu 则胃实而肠虚
'ze'wei'shi'si'zhui 则为十四椎
'ze'wu'bu'cong'xin'er'fa 则无不从心而发
'ze'wu'neng'zheng'fu'shui'gu 则无能蒸腐水谷
'ze'wu'yi'sheng'zhang'hua'shou'cang 则无以生长化收藏
'ze'wu'yi'sheng'zhang'zhuang'lao'yi 则无以生长壮老已
'ze'wu'yi'zuo'qiang'er'ji'qiao'bu'chu'yi 则无以作强而技巧不出矣
'ze'xia'jiao'zhang'man 则下焦胀满
'ze'xie'qi'bu'neng'shen'ren 则邪气不能深人
'ze'xin'ming'hun 则心明昏
'ze'xue'hang'zhu'jing 则血行诸经
'ze'xue'mai'tong'chang 则血脉通畅
'ze'xue'ning'qi 则血凝泣
'ze'yi'li'sui'xuan 则医理虽玄
'ze'yi'xing'cheng 则易形成
'ze'you'ke'shi'xin'shen'shou'shang 则又可使心神受伤
'ze'zhi'gan'dang'chuan'zhi'yu'pi 则知肝当传之与脾
'ze'zhi'ji'suo'sheng'er'wu'suo'bu'sheng 则制己所胜而侮所不胜
'ze'zhi'suo'bing'yi 则知所病矣
'zeng'jin'shi'yu 增进食欲
'zeng'qiang'zheng'qi 增强正气
'zhan'ni'ting'zhi 粘腻停滞
'zhang'bei'ce 掌背侧
'zhang'fu'ba'sui 丈夫八岁
'zhang'hou'rui'gu'duan 掌后锐骨端
'zhang'jie'gu 张洁古
'zhang'lu'yu 张路玉
'zhang'lun 胀论
'zhang'shou'xue'er'neng'wo 掌受血而能握
'zhang'tong'bu'shi 胀痛不适
'zhang'wo'yao'wu'de'xing'neng 掌握药物的性能
'zhang'zi'he 张子和
'zhao'hai'xue 照海穴
'zhao'jia 爪甲
'zhao'jia'de'rong'ku 爪甲的荣枯
'zhao'jia'jian'ren'ming'liang 爪甲坚韧明亮
'zhao'jia'ruan'bo 爪甲软薄
'zhe'hui'chuan'guo'zhao'jia 折回穿过爪甲
'zhe'lan 遮拦
'zhe'xiang'shang'xing 折向上行
'zhen'ci 针刺
'zhen'ci'ma'zui 针刺麻醉
'zhen'duan'he'zhi'liao'fang'mian 诊断和治疗方面
'zhen'dui'bing'qing'jin'xing'ji'kou 针对病情进行忌口
'zhen'gu 枕骨
'zhen'huo 真火
'zhen'jiu'an'mo 针灸按摩
'zhen'jiu'huo'an'mo 针灸或按摩
'zhen'jiu'liao'fa 针灸疗法
'zhen'jiu'tui'na 针灸推拿
'zhen'qi'cun'kou 诊其寸口
'zhen'qi'he'shun 真气和顺
'zhen'shi'jia'xu 真实假虚
'zhen'shui'you'sui'xiang'huo 真水又随相火
'zhen'xin'tong 真心痛
'zhen'xu'jia'shi 真虚假实
'zhen'yin'he'zhen'yang 真阴和真阳
'zhen'yin'lun 真阴论
'zhen'yu'jian'zhuang 臻于健壮
'zheng'chang'shui'ye 正常水液
'zheng'chang'ti'wen 正常体温
'zheng'ge'ren'ti'de'xing'xiang'yi'ji'mian'se'yan'shen 整个人体的形象以及面色眼神
'zheng'ge'ren'ti'sheng'ming'huo'dong'de'wai'zai'biao'xian 整个人体生命活动的外在表现
'zheng'ge'yu'zhou'shi'yi'ge'dui'li'de'tong'yi'ti 整个宇宙是一个对立的统一体
'zheng'jin'ye 蒸津液
'zheng'jing'he'qi'jing 正经和奇经
'zheng'qi'fen'yin'yang 正气分阴阳
'zheng'qi'he'xie'qi 正气和邪气
'zheng'qi'jian'ruo 正气减弱
'zheng'qi'qiang'ruo 正气强弱
'zheng'qi'shi'fa'bing'de'nei'zai'gen'ju 正气是发病的内在根据
'zheng'qi'wei'neng'lai'fu 正气未能来复
'zheng'qi'xu'sun 正气虚损
'zheng'qi'zeng'zhang'er'wang'sheng 正气增长而旺盛
'zheng'que'di'biao'da'yu'yan 正确地表达语言
'zheng'shuai'xie'lian 正衰邪恋
'zheng'suo'wei'zhu'bu'ming'ze'shi'er'guan'wei'ye 正所谓主不明则十二官危也
'zheng'teng'qi'hua 蒸腾气化
'zheng'teng'shang'sheng 蒸腾上升
'zheng'ti'xing'he'tong'yi'xing'xiang'cheng'he'xiang'wu 整体性和统一性相乘和相侮
'zheng'xie'xiang'zheng 正邪相争
'zheng'xu 正虚
'zheng'xu'fu'zhuo 症许附着
'zheng'yin'yang 整阴阳
'zheng'yu 郑语
'zhi'bing'xi'jun'he'bing'du 致病细菌和病毒
'zhi'bing'xie'qi 致病邪气
'zhi'dao'ji'bing 指导疾病
'zhi'dao'ji'bing'de'zhen'duan'he'zhi'liao 指导疾病的诊断和治疗
'zhi'duan'ma'mu 肢端麻木
'zhi'e'lu 至额颅
'zhi'fei'qi'bu'xing 质非气不行
'zhi'gan'qu'zhi 枝干曲直
'zhi'gan'yin'bu'zu'zhe 致肝阴不足者
'zhi'ji'suo'sheng'er'wu'suo'bu'sheng 制己所胜而侮所不胜
'zhi'jia'he'zhi'jia 指甲和趾甲
'zhi'jian'shang 至肩上
'zhi'jie 治节
'zhi'jie'chu'yan 治节出焉
'zhi'li'he'tiao'jie 治理和调节
'zhi'liao'bu'dang 治疗不当
'zhi'liao'de'ji'ben'yuan'ze 治疗的基本原则
'zhi'liao'shui'shi'ting'ju'wei'bing 治疗水湿停聚为病
'zhi'mai 支脉
'zhi'mu'nei'pi 至目内毗
'zhi'mu'rui'pi 至目锐毗
'zhi'mu'rui'pi'hou 至目锐毗后
'zhi'mu'wai'pi'hou'fang 至目外毗后方
'zhi'nei'luo'qian'yi'cun'chu 至内裸前一寸处
'zhi'nei'zang'de'bing'bian 治内脏的病变
'zhi'nu'wei'nan 治怒为难
'zhi'qi'han'wen 知其寒温
'zhi'qi'qiang'sheng 制其强盛
'zhi'ru'qi'fen 直入气分
'zhi'ru'zhang'zhong 直入掌中
'zhi'shang'chu'er'shang'jiao 直上出耳上角
'zhi'shang'jiao'ru'yu 治上焦如羽
'zhi'shang'jie'yu'bai'shu 直上结于稗枢
'zhi'shang'xun'bi'gu'xia'lian 直上循臂骨下廉
'zhi'shou'xue'er'neng'she 指受血而能摄
'zhi'ti'de'han'wen'he 肢体的寒温和
'zhi'ti'de'nei'ce 肢体的内侧
'zhi'ti'de'wai'ce 肢体的外侧
'zhi'ti'guan'jie'yun'dong'de'qu'shen'huo'zhuan'ce 肢体关节运动的屈伸或转侧
'zhi'ti'huo'dong'zi'tai 肢体活动姿态
'zhi'ti'qu'shen'bu'li 肢体屈伸不利
'zhi'tou'tong 治头痛
'zhi'xi'bin 至膝殡
'zhi'xia'di'jue'gu'zhi'duan 直下抵绝骨之端
'zhi'xia'jiao'ru'quan 治下焦如权
'zhi'xia'zhi'pai'gu'xia'duan 直下至排骨下端
'zhi'xiao'fu 至小腹
'zhi'xiao'zhi'wai'ce 至小趾外侧
'zhi'xing'zhe 直行者
'zhi'yan'nei'ce 至胭内侧
'zhi'yan'you'cha 治焉有差
'zhi'ye'tiao'da 枝叶条达
'zhi'yin'xue 至阴穴
'zhi'yu'du'qu'yang'ming 治瘀独取阳明
'zhi'yu'jie 至与竭
'zhi'yue'gan'de'yang'qi'sheng'teng 制约肝的阳气升腾
'zhi'ze'bing 滞则病
'zhi'zhe'qi're 直折其热
'zhi'zhong'jiao'ru'heng 治中焦如衡
'zhi'zi 栀子
'zhong'cang'jing 中藏经
'zhong'chong'xue 中冲穴
'zhong'feng'xue 中封穴
'zhong'fu'xue 中府穴
'zhong'han'zhi'bie 中寒之别
'zhong'jian'shi'ming'men'suo'ju'zhi'gong 中间是命门所居之宫
'zhong'jiao'chu'qi'ru'wu 中焦出气如雾
'zhong'jiao'shou'qi'qu'zhi 中焦受气取汁
'zhong'jiao'yi'bing'wei'zhong 中焦亦并胃中
'zhong'jing'zhi'fu 中精之府
'zhong'wan 中脘
'zhong'yin'bi'yang 重阴必阳
'zhong'you'xiao'xin 中有小心
'zhong'zhe'zhi'yi 重着之意
'zhong'zhen'an'shen 重镇安神
'zhong'zhi'wai'ce'duan 中趾外侧端
'zhou'bu'jing'er'ye'bu'mei 昼不精而夜不寐
'zhou'du'zhi'guan 州都之官
'zhou'gu'cu'long 舟骨粗隆
'zhou'hou'bai'yi'fang 肘后百一方
'zhou'jing'er'ye'mei 昼精而夜寐
'zhou'liu'bu'xi 周流不息
'zhou'qi'suo'duan 周期缩短
'zhou'qi'yan'chang 周期延长
'zhou'shen'kun'zhong 周身困重
'zhou'wei'huan'jing'wei'sheng'cha 周围环境卫生差
'zhou'wo 肘窝
'zhou'xi 肘膝
'zhou'ye'de'geng'die 昼夜的更迭
'zhou'yi 周易
'zhu'cang'jing'qi 贮藏精气
'zhu'cang'xue 主藏血
'zhu'cang'xue'ye 贮藏血液
'zhu'cang'yu'gan 贮藏于肝
'zhu'chi'ren'ti'yi'shen'zhi'yang'qi 主持人体一身之阳气
'zhu'chi'zhu'qi 主持诸气
'zhu'dao'zuo'yong 主导作用
'zhu'fei'zhong 注肺中
'zhu'gu'sheng'sui 主骨生髓
'zhu'huo'yu'fei'huo 主火与非火
'zhu'ji'rou'yu'si'zhi 主肌肉与四肢
'zhu'jian'hao'jie 逐渐耗竭
'zhu'jin 主筋
'zhu'jin'ye 主津液
'zhu'jin'zhe 诸筋者
'zhu'jing'shen'zhi'suo'she'ye 诸精神之所舍也
'zhu'ke'wu'lv 诸可无虑
'zhu'mai'zhi'fu'er'chang'jian'zhe 诸脉之浮而常见者
'zhu'na'qi 主纳气
'zhu'niao'de'qi'guan 贮尿的器官
'zhu'qi'zhe'jie'shu'yu'fei 诸气者皆属于肺
'zhu'qi'zhi'yu 诸气肢郁
'zhu'ru'bao'gong 注入胞宫
'zhu'ru'pang'guang 注入膀胱
'zhu'shen'jing'zhi'suo'she 诸神精之所舍
'zhu'sheng'ke'e 主胜客恶
'zhu'sheng'zhu'dong 主升主动
'zhu'shui 主水
'zhu'si'cou'li'de'kai'he 主司腠理的开合
'zhu'si'guan'jie'yun'dong 主司关节运动
'zhu'si'wei'jue'he'biao'da'yu'yan 主司味觉和表达语言
'zhu'sui'zhe 诸髓者
'zhu'tong'jiang 主通降
'zhu'tong'xing'san'qi 主通行三气
'zhu'xin'zhong 注心中
'zhu'xiong'zhong 注胸中
'zhu'xue'he'zhu'mai 主血和主脉
'zhu'xue'zhe'jie'shu'yu'xin 诸血者皆属于心
'zhu'yao'gong'neng'yuan'qi'de'zhu'yao'gong'neng 主要功能元气的主要功能
'zhu'yin'shi'wu'xiao'hua 助饮食物消化
'zhu'yin'zhi'hai 诸阴之海
'zhu'yu'qi'jie 注于气街
'zhu'yu'shi'pin'de'tun'yan'he'xiao'hua 助于食品的吞咽和消化
'zhu'yu'xiong'zhong 注于胸中
'zhu'zai'sheng'ming'huo'dong 主宰生命活动
'zhu'zai'zuo'yong 主宰作用
'zhu'zhi'jie 主治节
'zhu'zhi'yu'mai 注之于脉
'zhu'zu'yang'ming'zhi'qi'jie'er'xia'xing'yu'zu 注足阳明之气街而下行于足
'zhuan'hua'wei'yang 转化为阳
'zhuan'hua'wei'yin 转化为阴
'zhuang're'kuang'zao 壮热狂躁
'zhuo'qi'bu'neng'pai'chu 浊气不能排出
'zhuo'qi'gui'xin 浊气归心
'zhuo'qi'zai'shang 浊气在上
'zhuo'zhe 浊者
'zi'bu'gan'shen'fa 滋补肝肾法
'zi'guo'qi'du 自过其度
'zi'han'dao'han 自汗盗汗
'zi'nei'xiang'wai 自内向外
'zi'qin'yue'ren'shi'ye 自秦越人始也
'zi'ran'jie'de'dong'fang 自然界的东方
'zi'ran'jie'de'feng'mu 自然界的风木
'zi'ran'jie'liu'zhong'bu'tong'de'qi'hou'bian'hua 自然界六种不同的气候变化
'zi'ran'jie'yun'yu'de'bian'hua 自然界云雨的变化
'zi'ran'qi'hou'yi'chang'bian'hua 自然气候异常变化
'zi'run'he'bao'hu'yan'bi'kou 滋润和保护眼鼻口
'zi'run'he'ru'yang 滋润和濡养
'zi'run'he'xiang'xia 滋润和向下
'zi'run'pi'mao'ji'fu 滋润皮毛肌肤
'zi'shang'shu'xia 自上数下
'zi'shen'yang'gan'fa 滋肾养肝法
'zi'xia'er'shang 自下而上
'zi'yang'fei'shen'fa 滋养肺肾法
'zi'yang'gan'mu 滋养肝木
'zi'yang'shen'yin'yi'yang'gan'yin 滋养肾阴以养肝阴
'zi'yang'shen'zhong'jing'qi 滋养肾中精气
'zi'yin'jiang'huo'fa 滋阴降火法
'zi'yin'zhi'shen 自寅至申
'zi'yin'zhuang'shui'zhi'fa 滋阴壮水之法
'zi'you'kai'he 自由开合
'zi'you'zhi'chou 自酉至丑
'zong'du'yi'shen'zhi'yang'jing 总督一身之阳经
'zong'du'zhu'yang 总督诸阳
'zong'guan'tong'shuai 总管统率
'zong'heng'jiao'cha 纵横交叉
'zong'heng'jiao'cuo 纵横交错
'zong'jin'zhu'shu'gu'er'li'ji'guan'ye 宗筋主束骨而利机关也
'zong'ling'wu'zang'liu'fu 总领五脏六腑
'zong'mai 宗脉
'zong'qi'de'sheng'cheng 宗气的生成
'zong'qi'de'sheng'shuai 宗气的盛衰
'zong'qi'ji'yu'xiong'zhong 宗气积于胸中
