'a'mu'bai'mei'ren 阿母白媒人
'xiu'zhu'chang'an'she'zhong'er 羞逐长安社中儿
'xiu'zhu'cui'luo'han 修竹翠罗寒
'xiu'zhu'ning'zhuang 修竹凝妆
'xu'ba'zhou'er'chao'tong'lie 序八州而朝同列
'xu'bie'qi'jia 徐别其颊
'xu'di'shi'ying 戌狄是膺
'xu'di'shi'ying'jing 戌狄是膺荆
'xu'duo'nian'yue 许多年月
'xu'er'bu'qu 虚而不屈
'xu'er'dai'wu'zhe'ye 虚而待物者也
'xu'er'wei'ying 虚而为盈
'xu'fu'gui'he'shi 须富贵何时
'xu'jin'qiu'he'mei 须尽丘壑美
'xu'jing'shen'zhi'yun 须精神之运
'xu'li'shang'gu'yan 墟里上孤烟
'xu'mi'deng'gao'er'bu'ju 胥靡登高而不惧
'xu'nian'hu'die'fei'hai'zhu 絮黏蝴蝶飞还住
'xu'ru'wei'mao'zhe 须如猬毛磔
'xu'shi'sheng'bai 虚室生白
'xu'shi'you'yu'xian 虚室有余闲
'xu'tai'bai'dong'po'shi'jian'ji 叙太白东坡事见寄
'xu'wu'gui'chu 徐无鬼出
'xu'wu'gui'jian'wu'hou 徐无鬼见武侯
'xu'wu'gui'yue 徐无鬼曰
'xu'wu'tian'dan 虚无恬淡
'xu'wu'wu'wei 虚无无为
'xu'xin'feng'liu'wei'lao 须信风流未老
'xu'xin'luan'xian'yi'duan 须信鸾弦易断
'xu'xing'ji'qi'fang'ming'shan 须行即骑访名山
'xu'xing'xiang'yang'er'gui 徐行翔佯而归
'xu'xu'geng'wei'zhi 徐徐更谓之
'xu'xu'ran'bu'zi'de 顼顼然不自得
'xu'xu'ran'hu'die'ye 栩栩然胡蝶也
'xu'yi'ji'xi 胥易技系
'xu'yi'wen'zhi'yu'ou 需役闻之于讴
'xu'you'tao'zhi 许由逃之
'xu'you'zhi'shi'yue'nie'que 许由之师曰啮缺
'xu'yu'huang'hun'hou 絮语黄昏后
'xu'yu'jing'sao'zhong'feng'chu 须臾静扫众峰出
'xu'yu'zhi'shuo'ye 须臾之说也
'xu'ze'gan'er'bu'gu 徐则甘而不固
'xu'ze'wu'wei'er'wu'bu'wei'ye 虚则无为而无不为也
'xu'zhe'she'ye 序者射也
'xu'zhi'yi'zhan'hua'qian'jiu 须知一盏花前酒
'xu'zhi'ze'you 续之则忧
'xu'zhi'zhi'ye 虚之至也
'xu'zi'bi'zhi'bu'er'hou'yi'hu 许子必织布而後衣乎
'xu'zi'bi'zhong'su'er'hou'shi'hu 许子必种粟而後食乎
'xu'zi'guan'hu 许子冠乎
'xu'zi'xi'wei'bu'zi'zhi 许子奚为不自织
'xu'zi'yi'fu'zeng'cuan 许子以釜甑爨
'xu'zi'yi'gao'meng'zi 徐子以告孟子
'xu'zi'yi'gao'yi'zi 徐子以告夷子
'xu'zi'yi'he 许子衣褐
'xuan'chuang'jian'you'xing 轩窗渐幽兴
'xuan'de'shen'yi 玄德深矣
'xuan'dong'gu'chang'wei'chu 轩东故尝为厨
'xuan'er'gai'gui'ju 旋而盖规矩
'xuan'fan'si'zao'huo 轩凡四遭火
'xuan'gu'zhi'jun'tian'xia 玄古之君天下
'xuan'he'jiu'ri 宣和旧日
'xuan'kan'fei'zhui 旋看飞坠
'xuan'lao'bi'zhe'yi'ren'chi'ma 选老躄者一人持马
'xuan'mian'zai'shen 轩冕在身
'xuan'mian'zhi'wei'ye 轩冕之谓也
'xuan'ming'wen'zhi'can'liao 玄冥闻之参寥
'xuan'pin'zhi'men 玄牝之门
'xuan'sheng'su'wang'zhi'dao'ye 玄圣素王之道也
'xuan'tian'fu'cheng 玄天弗成
'xuan'tian'qie'zhi 喧阗且止
'xuan'wang'fen'qi'hui'tian'ge 宣王愤起挥天戈
'xuan'wang'wen'yue 宣王问曰
'xuan'yi'bang'zhen 旋移傍枕
'xuan'ze'er'shi'zi 选择而使子
'xuan'zhi'wu'yi'gong'yang'ran 旋织舞衣宫样染
'xuan'zhi'you'xuan 玄之又玄
'xuan'zhou'xie'tiao'lou'jian'bie'xiao'shu'shu'yun 宣州谢朓楼饯别校书叔云
'xue'bu'ke'yi'yi 学不可以已
'xue'dao'bu'juan 学道不倦
'xue'er'bu'si'ze'wang 学而不思则罔
'xue'er'bu'yan 学而不厌
'xue'er'pian'jie'yin 雪儿偏解饮
'xue'er'shi'xi'zhi 学而时习之
'xue'er'you'ze'shi 学而优则仕
'xue'er'zhi'zhi'zhe'ci'ye 学而知之者次也
'xue'fei'tan'qi'hua 学非探其花
'xue'fu'hua'mao'cen'ci'shi 雪肤花貌参差是
'xue'ge'luo'luo 削格罗落
'xue'hai'wu'ya'ku'zuo'zhou 学海无涯苦作舟
'xue'ji'juan'shi 削迹捐势
'xue'ji'yu'wei 削迹于卫
'xue'jin'ma'ti'qing 雪尽马蹄轻
'xue'jing'hu'tian'mu'ma'huan 雪净胡天牧马还
'xue'man'chang'an'dao 雪满长安道
'xue'man'you'chun'lu 雪满游春路
'xue'mu'wei'li 削木为吏
'xue'qi'fang'gang 血气方刚
'xue'qi'ji'shuai 血气既衰
'xue'qi'suo'bu'neng'xue'ye 学其所不能学也
'xue'qi'wei'ding 血气未定
'xue'qing'chi'guan'ru'hua 雪晴池馆如画
'xue'que'shu'mei'yi'duan'xiang 雪却输梅一段香
'xue'ran'hou'zhi'bu'zu 学然后知不足
'xue'rao'hong'xiao'wu'xiu'chui 雪绕红绡舞袖垂
'xue'ren'yan'yu 学人言语
'xue'ru'bu'ji 学如不及
'xue'se'luo'qun'fan'jiu'wu 血色罗裙翻酒污
'xue'shang'kong'liu'ma'xing'chu 雪上空留马行处
'xue'shu'chu'xue'wei'fu'ren 学书初学卫夫人
'xue'wu'you'hun'gui'bu'de 血污游魂归不得
'xue'xiao'men'wai'qian'shan'lv 雪消门外千山绿
'xue'ya'shuang'qi 雪压霜欺
'xue'yan'er'hou'chen'zhi 学焉而後臣之
'xue'yi'xian'sheng'zhi'yan 学一先生之言
'xue'yong'lan'guan'ma'bu'qian 雪拥蓝关马不前
'xue'yun'san'jin 雪云散尽
'xue'ze'bu'gu 学则不固
'xue'ze'san'dai'gong'zhi 学则三代共之
'xue'zhe'zhi'liu'ye 学者之流也
'xue'zhi'bu'jiang 学之不讲
'xue'zhong'gao'shu 雪中高树
'xun'chang'xiang'jian'le 寻常相见了
'xun'chang'xiang'mo 寻常巷陌
'xun'chang'xing'bian 寻常行遍
'xun'che'jin'ni'jin'leng 熏彻金猊烬冷
'xun'fang'lang'jun 寻访郎君
'xun'fang'wu'dao'peng'lai'di 寻芳误到蓬莱地
'xun'feng'yan'ru 薰风燕乳
'xun'gu'er'bu'mo 循古而不摩
'xun'huan'bu'ke'xun 循环不可寻
'xun'lang'qu'chu 寻郎去处
'xun'lei'feng'lie 迅雷风烈
'xun'ling'ru'jin'dun'lao 荀令如今顿老
'xun'lu'hong'jian'bu'yu 寻陆鸿渐不遇
'xun'mei'bu'jian 寻梅不见
'xun'mei'qie'yi 洵美且异
'xun'meng'guo'en 寻蒙国恩
'xun'nan'xi'chang'shan'dao'ren'yin'ju 寻南溪常山道人隐居
'xun'qian'cheng'qing'hai 寻遣丞请还
'xun'ran'qi'cheng'xing 薰然其成形
'xun'ran'qi'er'zou 恂然弃而走
'xun'sheng'an'wen'dan'zhe'shui 寻声暗问弹者谁
'xun'si'jiu'jing'luo 寻思旧京洛
'xun'suo'shou'ye 巡所守也
'xun'xi'shan'yin'zhe'bu'yu 寻西山隐者不遇
'xun'xu'er'jian'jin 循序而渐进
'xun'xun'mi'mi 寻寻觅觅
'xun'xun'ru'ye 恂恂如也
'xun'yan'jiang'tou'ye'song'ke 浔言江头夜送客
'xun'yang'di'pi'wu'yin'yue 浔阳地僻无音乐
'xun'yin'zhe'bu'yu 寻隐者不遇
'xun'you'bie'shu 寻幽别墅
'xun'you'wu'ri'er'hou'fan 旬有五日而后反
'xun'yu'dao'zhi'wei'bei 循于道之谓备
'xun'yu'zhi'yan 巽与之言
'xun'yuan'cha'feng 汛远槎风
'xun'zhuo'wu'xing 寻擢吾性
'ya'fan'gan'shi'chu 亚饭干适楚
'ya'fu'nan'xiang'zuo 亚父南向坐
'ya'fu'shou'yu'dou 亚父受玉斗
'ya'liu'he'qiong 崖柳何穷
'ya'miao'zhe'ye 揠苗者也
'ya'song'ge'de'qi'suo 雅颂各得其所
'ya'xiang'qin'wang'gan'ku'xin 亚相勤王甘苦辛
'ya'ya'kai'zhu'hu 轧轧开朱户
'ya'zhai'wo'ting'xiao'xiao'zhu 衙斋卧听萧萧竹
'yan'ai'fen'fen 烟霭纷纷
'yan'ba'you'cheng'kong 宴罢又成空
'yan'bi'cheng'yao 言必称尧
'yan'bi'huo'chuan'zhi 言必或传之
'yan'bi'you'zhong 言必有中
'yan'bian'er'bu'ji 言辩而不及
'yan'bo'ge'qian'pu 烟波隔前浦
'yan'bo'hui'pan'chu 眼波回盼处
'yan'bo'jiang'shang'shi'ren'chou 烟波江上使人愁
'yan'bo'man'mu'ping'lan'jiu 烟波满目凭阑久
'yan'bo'tao'ye'xi'ling'lu 烟波桃叶西陵路
'yan'bu'bi'xin 言不必信
'yan'bu'ji'yi 言不及义
'yan'bu'ke'bu'shen'ye 言不可不慎也
'yan'bu'ke'yi'ruo'shi'qi'ji'ye 言不可以若是其几也
'yan'bu'ru'zhe 言不辱者
'yan'bu'shun'ze'shi'bu'cheng 言不顺则事不成
'yan'bu'yi'gui'er'shi'dong'wu 颜不疑归而师董梧
'yan'bu'zhong'xin 言不忠信
'yan'cang'tai'fang'long'xiang'wan 掩苍苔房栊向晚
'yan'cao'ru'bi'si 燕草如碧丝
'yan'cha'hu'an'wei 言察乎安危
'yan'chen'xiang'xiu'hu 掩沉香绣户
'yan'cheng'yu'lou'san'geng 严城玉漏三更
'yan'cheng'zi'ru'jian'yue 颜成子入见曰
'yan'cheng'zi'you'li'shi'hu'qian 颜成子游立侍乎前
'yan'cheng'zi'you'wei'dong'guo'zi'qi'yue 颜成子游谓东郭子綦曰
'yan'cheng'zui'xian'feng'li 雁程最嫌风力
'yan'chi'geng'su'jie'ying'shou 言迟更速皆应手
'yan'chu'chao'ran 燕处超然
'yan'chuan'reng'yu'gui 眼穿仍欲归
'yan'cu'feng'si'shang'liu'tiao 燕蹴风丝上柳条
'yan'de'hu'zi 焉得虎子
'yan'de'ren'ren'er'ji'zhi 焉得人人而济之
'yan'de'zhi'zhi'gong'yu'tang 焉得置之贡玉堂
'yan'di'feng'guang'liu'bu'zhu 眼底风光留不住
'yan'e'hu'cun'er'bu'ke 言恶乎存而不可
'yan'e'hu'yin'er'you'shi'fei 言恶乎隐而有是非
'yan'er'bu'zu 言而不足
'yan'er'dang'fa 言而当法
'yan'er'fei'ye 言而非也
'yan'er'he'chu'shi'xian'xiang 雁儿何处是仙乡
'yan'er'you'xin 言而有信
'yan'er'yu'shu 言而愈疏
'yan'fei'li'yi 言非礼义
'yan'fei'song'jing'chang'ji'liao 岩扉松径长寂寥
'yan'fen'jiao'hong'chui'man'di 艳粉娇红吹满地
'yan'ge'xing'bing'xu 燕歌行并序
'yan'gu'heng'jin 燕股横金
'yan'guang'yao'piao'wa 烟光摇缥瓦
'yan'gui'nan'pu 燕归南浦
'yan'guo'xie'yang 烟过斜阳
'yan'he'jiang'fu'wei'ling'gong'da'zi 颜阖将傅卫灵公大子
'yan'he'yu'zhi 颜阖遇之
'yan'heng'shui'man 烟横水漫
'yan'hong'guo'hou'ying'gui'qu 燕鸿过后莺归去
'yan'hu'ruo'guo'zhi'you'jun 严乎若国之有君
'yan'hua'san'yue'xia'yang'zhou 烟花三月下扬州
'yan'hua'yuan'lin'xi'gan'bi 罨画园林溪绀碧
'yan'hui'an'de'zhu 沿洄安得住
'yan'hui'duan'gong'hai'mu'er'kui'zhi 颜回端拱还目而窥之
'yan'hui'tong'dao 颜回同道
'yan'hui'wen'zhong'ni'yue 颜回问仲尼曰
'yan'ji'sui'yi 言既遂矣
'yan'ji'xiao'wen'wang 延及孝文王
'yan'ji'zhi'er'bu'yan'wei'zhi'yin 言及之而不言谓之隐
'yan'jian'de'chui'fan'le'zhe'jia 眼见的吹翻了这家
'yan'ju'er'shui'yin 岩居而水饮
'yan'ju'si'xin'jia'zhu'bi'er'yi 言举斯心加诸彼而已
'yan'ke'fa'yu 燕可伐与
'yan'ke'fu'ye 言可复也
'yan'ke'wu'ye 焉可诬也
'yan'lai'yin'xin'wu'ping 雁来音信无凭
'yan'lei'kong'xiang'xiang 掩泪空相向
'yan'lei'zhuang'huan 咽泪装欢
'yan'li'si'si'nong'bi 烟里丝丝弄碧
'yan'lian'han'lin'cu 烟敛寒林簇
'yan'liu'an'nan'pu 烟柳暗南浦
'yan'liu'duan'chang'chu 烟柳断肠处
'yan'liu'nong'jing 烟柳弄睛
'yan'long'han'shui 烟笼寒水
'yan'long'han'shui'yue'long'sha 烟笼寒水月笼沙
'yan'lu'qing'zi'zhi'che'yi'wei'zhi'guo 颜路请子之车以为之椁
'yan'luo'heng'lin 烟络横林
'yan'luo'ping'sha 雁落平沙
'yan'men'tai'shou'xing 雁门太守行
'yan'men'you'qin'si'zhe 演门有亲死者
'yan'mi'lu'mai'huang'chi'liu 烟迷露麦荒池柳
'yan'ming'jiu'qi'xie 烟暝酒旗斜
'yan'mo'bu'zu'yi'zai 言默不足以载
'yan'neng'rong'ren 焉能容人
'yan'neng'shi'gui 焉能事鬼
'yan'neng'shi'zi'bu'yu'zai 焉能使子不遇哉
'yan'neng'wei'wang 焉能为亡
'yan'neng'wei'you 焉能为有
'yan'neng'xi'er'bu'shi 焉能系而不食
'yan'niao'qi'chu'ding 烟鸟栖初定
'yan'nuan'po'qing'qiu 妍暖破轻裘
'yan'nuan'yu'chu'shou 烟暖雨初收
'yan'pei'gong'bu'gan'bei'xiang'wang'ye 言沛公不敢背项王也
'yan'ping'zhong'shan'yu'ren'jiao 晏平仲善与人交
'yan'qi'bei'ruo 言气卑弱
'yan'qi'lv'han'tian'zi'yi 言讫屡颔天子颐
'yan'qi'qing'tian 雁起青天
'yan'qi'yu'you'zu'zhe'zhi'yu'qiu'ye 言其与有足者至于丘也
'yan'qian'dao'lu'wu'jing'wei 眼前道路无经纬
'yan'qian'wan'li'jiang'shan 眼前万里江山
'yan'qian'wu'lu'xiang'hui'tou 眼前无路想回头
'yan'qin'ning'qing'xiang 宴寝凝清香
'yan'qing'shou'jia'er'shi'wan 衍请受甲二十万
'yan'que'an'zhi'hong'hu'zhi'zhi'zai 燕雀安知鸿鹄之志哉
'yan'ran'ren'wang'er'wei'zhi 俨然人望而畏之
'yan'ran'wei'le'gui'wu'ji 燕然未勒归无计
'yan'ran'yao'dong 嫣然摇动
'yan'ren'zhi'bu'shan 言人之不善
'yan'ren'zhi'bu'yi'hao'wu'nei'shang'qi'shen 言人之不以好恶内伤其身
'yan'ru'huang'hua'chuan 言入黄花川
'yan'ru'jiao'fu 咽如焦釜
'yan'se'an'xiang'gou 眼色暗相钩
'yan'se'bu'bian 颜色不变
'yan'se'tian'xia'zhong 艳色天下重
'yan'se'zhi'qi 颜色之戚
'yan'shan'xue'hua'da'ru'xi 燕山雪花大如席
'yan'shan'yue'si'gou 燕山月似钩
'yan'shang'wu'xin'yun'xiang'zhu 岩上无心云相逐
'yan'sheng'yuan'xiang'xiao'guan'qu 雁声远向萧关去
'yan'shi'cai'yao'qu 言师采药去
'yan'shu'ji'ye 言殊技也
'yan'shu'qi'ye 言殊器也
'yan'shu'xing'ye 言殊性也
'yan'shu'yin'he 偃鼠饮河
'yan'shuang'jie'ting'lan 严霜结庭兰
'yan'shui'cheng'he'xian 烟水程何限
'yan'shui'mang'mang 烟水茫茫
'yan'su'diao'liang 燕宿雕粱
'yan'suo'qin'lou 烟锁秦楼
'yan'suo'san'xiang'jing'shi'si 烟蓑散响惊诗思
'yan'tai'yi'qu'ke'xin'jing 燕台一去客心惊
'yan'tan'da'huan'xi 言谈大欢喜
'yan'tan'da'you'yuan 言谈大有缘
'yan'tao'wei'mang'xin'nan'qiu 烟涛微茫信难求
'yan'wang'er'bu'san'chu 焉往而不三黜
'yan'wei'ji'zhi'er'yan'wei'zhi'zao 言未及之而言谓之躁
'yan'wei'shi'you'chang 言未始有常
'yan'wei'xiu'mao'hu 燕尾绣蝥弧
'yan'wu'shi'bu'xiang 言无实不祥
'yan'xi'qi'ruo'ke 俨兮其若客
'yan'xia'lu'zhou'bai 雁下芦洲白
'yan'xiao'ri'chu'bu'jian'ren 烟销日出不见人
'yan'xiao'yan'yan 言笑晏晏
'yan'xie'wu'heng 烟斜雾横
'yan'xin'xing'zhi 言信行直
'yan'ya'fei'cui 檐牙飞翠
'yan'ya'gao'zhuo 檐牙高啄
'yan'yan'fei'lai 燕燕飞来
'yan'yan'qing'ying 燕燕轻盈
'yan'yan'ru'ye 唁唁如也
'yan'yan'shui'qi 厌厌睡起
'yan'yan'sui'bo'qian'wan'li 滟滟随波千万里
'yan'yan'wu'xin 燕雁无心
'yan'yang'xiao'ge 偃仰啸歌
'yan'yang'zai'chuang'hu 演漾在窗户
'yan'yi'huan'ren'wei'nan'gui 雁已还人未南归
'yan'yi'sang'li'chu'zhi 言以丧礼处之
'yan'yi'xiang'rong 艳溢香融
'yan'yi'xu'jing'tui'yu'tian'di 言以虚静推于天地
'yan'yin'yu'rong'hua 言隐于荣华
'yan'ying'sheng'dao'zhen 厌莺声到枕
'yan'you'guo'yi 言游过矣
'yan'you'jun'zi'er'ke'yi'huo'qu'hu 焉有君子而可以货取乎
'yan'you'ren'ren'zai'wei 焉有仁人在位
'yan'you'tian'xia 奄有天下
'yan'yu'meng'meng 烟雨蒙蒙
'yan'yu'qi'bu'qi'ye 言与齐不齐也
'yan'yu'que'di'hui 烟雨却低回
'yan'yu'zhi'xie'shi'zhi'wei'ye 言与之偕逝之谓也
'yan'yuan'di'shi'er 颜渊第十二
'yan'yuan'dong'zhi'qi 颜渊东之齐
'yan'yuan'ji'lu'shi 颜渊季路侍
'yan'yuan'kui'ran'tan'yue 颜渊喟然叹曰
'yan'yuan'shan'yan'de'xing 颜渊善言德行
'yan'yuan'wen'hu'zhong'ni'yue 颜渊问乎仲尼曰
'yan'yuan'wen'ren 颜渊问仁
'yan'yuan'wen'shi'jin'yue 颜渊问师金曰
'yan'yuan'wen'wei'bang 颜渊问为邦
'yan'yuan'wen'yu'zhong'ni'yue 颜渊问于仲尼曰
'yan'yuan'wen'zhong'ni'yue 颜渊问仲尼曰
'yan'yue'ying'qi 燕约莺期
'yan'ze'bu'ting 言则不听
'yan'ze'fei'xian'wang'zhi'dao'zhe 言则非先王之道者
'yan'ze'you'cheng'fu'mang'miao'zhi'niao 厌则又乘夫莽眇之鸟
'yan'zhao'ge'xi'shang'mei'ren 燕赵歌兮伤美人
'yan'zhao'zhi'shou'cang 燕赵之收藏
'yan'zhe'bu'zhi 言者不知
'yan'zhe'suo'yi'zai'yi 言者所以在意
'yan'zhe'wu'zui 言者无罪
'yan'zhe'you'yan 言者有言
'yan'zhi'ben'ye 言之本也
'yan'zhi'bi'ke'xing'ye 言之必可行也
'yan'zhi'cheng'li 言之成理
'yan'zhi'cheng'shi'ye 掩之诚是也
'yan'zhi'er'shi'zai 焉知二十载
'yan'zhi'fei'fu 焉知非福
'yan'zhi'lai'zhe'zhi'bu'ru'jin'ye 焉知来者之不如今也
'yan'zhi'lei'xiang'liu'zui 胭脂泪相留醉
'yan'zhi'qi'suo'shi 焉知其所始
'yan'zhi'qi'suo'zhong 焉知其所终
'yan'zhi'shei'yu'yun'dan 胭脂谁与匀淡
'yan'zhi'shui'qi'chun'cai'hao 胭脂睡起春才好
'yan'zhi'suo'bu'neng'lun 言之所不能论
'yan'zhi'suo'jin 言之所尽
'yan'zhi'wu'wen 言之无文
'yan'zhi'wu'ye 言之无也
'yan'zhi'xian'cai'er'ju'zhi 焉知贤才而举之
'yan'zhi'yan'shi'ye 偃之言是也
'yan'zhi'yi'wei'qi 埏埴以为器
'yan'zhuang'si'li 艳妆丝里
'yan'zi'bu'gai'le 颜子不改乐
'yan'zi'bu'zhi'he'shi 燕子不知何世
'yan'zi'dang'luan'shi 颜子当乱世
'yan'zi'dui'yue 晏子对曰
'yan'zi'er'yi'yi 晏子而已矣
'yan'zi'fei'lai'fei'qu 燕子飞来飞去
'yan'zi'hui'shi 雁字回时
'yan'zi'lou'kong 燕子楼空
'yan'zi'shuang'fei'qu 燕子双飞去
'yan'zi'shuang'shuang 燕子双双
'yan'zi'yi'qi'jun'xian 晏子以其君显
'yan'zi'yi'ran 燕子依然
'yan'zi'you'bu'zu'wei'yu 晏子犹不足为与
'yan'zi'zhi'dong'e 晏子治东阿
'yan'zi'zhi'dong'e'san'nian 晏子治东阿三年
'yan'zi'zhi'gong 晏子之功
'yan'zu'bu'lai 雁足不来
'yang'bu'zu'yi'shi'fu'mu 仰不足以事父母
'yang'chun'bu'de'ze 阳春布德泽
'yang'chun'yi'qu'he'jie'nan 阳春一曲和皆难
'yang'di'zi'yi'wan'zhong 养弟子以万钟
'yang'er'shi'qi'xi'zhi 仰而视其细枝
'yang'er'shi'zhi'yue 仰而视之曰
'yang'er'si'zhi 仰而思之
'yang'gong'bei'zi'zai 羊公碑字在
'yang'he'bu'san'qiong'tu'hen 阳和不散穷途恨
'yang'hua'jian'shao 杨花渐少
'yang'hua'xue'luo'fu'bai'ping 杨花雪落覆白苹
'yang'huo'di'shi'qi 阳货第十七
'yang'huo'kong'zi'zhi'wang'ye 阳货孔子之亡也
'yang'huo'yu'jian'kong'zi 阳货欲见孔子
'yang'huo'yu'jian'kong'zi'er'e'wu'li 阳货欲见孔子而恶无礼
'yang'ji'chi'yu 殃及池鱼
'yang'jia'you'nv'chu'zhang'cheng 杨家有女初长成
'yang'jian'tu'wu'cheng'qing'kong 仰见突兀撑青空
'yang'ling'jin'yu'zhang 仰聆金玉章
'yang'liu'an'bian'xiang'hou 杨柳岸边相候
'yang'liu'an'xiao'feng'can'yue 杨柳岸晓风残月
'yang'liu'chang'men'wu'shu'jian 杨柳阊门屋数间
'yang'liu'dui'yan 杨柳堆烟
'yang'liu'feng'qing 杨柳风轻
'yang'liu'geng'xu'zai 杨柳更须栽
'yang'liu'hui'tang 杨柳回塘
'yang'liu'qing'qing'jiang'shui'ping 杨柳青青江水平
'yang'liu'qing'yin 杨柳清阴
'yang'liu'san'he'feng 杨柳散和风
'yang'liu'yi'yi 杨柳依依
'yang'liu'yu'ren'bian'qing'yan 杨柳于人便青眼
'yang'rou'bu'mu'yi 羊肉不慕蚁
'yang'sheng'sang'si'wu'han 养生丧死无憾
'yang'sheng'zhe'bu'zu'yi'dang'da'shi 养生者不足以当大事
'yang'shi'wei'wo 杨氏为我
'yang'tai'lu'jiong 阳台路迥
'yang'tian'chang'xiao 仰天长啸
'yang'tian'er'tan 仰天而叹
'yang'tian'er'xiao'yue 仰天而笑曰
'yang'tian'er'xu 仰天而嘘
'yang'tou'xiang'xiang'ming 仰头相向鸣
'yang'xi'bi'hu'bu 羊奚比乎不
'yang'xing'bi'xian'zhi'yi'wu 养形必先之以物
'yang'xing'zhi'ren 养形之人
'yang'yang'fan'ling'xing 漾漾泛菱荇
'yang'yang'hu'da'zai 洋洋乎大哉
'yang'yang'hu'ying'er'zai 洋洋乎盈耳哉
'yang'yang'qing'zhou 漾漾轻舟
'yang'yang'sa'sa 洋洋洒洒
'yang'yang'sa'sa'shen'sui'bo'da'di 洋洋洒洒深邃博大地
'yang'yang'yan'xin'ru 扬扬燕新乳
'yang'yue'nan'fei'yan 阳月南飞雁
'yang'zai'shen'gui'ren'wei'shi 养在深闺人未识
'yang'zhang'zhi'wei'shi 鞅掌之为使
'yang'zhi'fu'zhi 养之覆之
'yang'zhi'mi'gao 仰之弥高
'yang'zhi'ruo'fu'mu'yi 仰之若父母矣
'yang'zhi'zhi'ye 养之至也
'yang'zhou'yi'jiao 扬州一觉
'yang'zi'ju'cu'ran'yue 阳子居蹴然曰
'yang'zi'ju'jian'lao'dan 阳子居见老聃
'yang'zi'wen'qi'gu 阳子问其故
'yang'zi'zhi'song 阳子之宋
'yao'bu'zhi'qi'suo'zhi'ye 杳不知其所之也
'yao'cen'yuan'mu 遥岑远目
'yao'cheng'bi'hai'nan'ben 药成碧海难奔
'yao'chou'na'dei'gong'fu 要愁那得功夫
'yao'dang'min'xin 摇荡民心
'yao'dang'xiang'lao'guang'yu'wu 摇荡香醪光欲舞
'yao'dang'xiang'yun 摇荡湘云
'yao'di'dou'wu'bao'bian'xiu 要底都无饱便休
'yao'ding'qing'shan'bu'fang'song 咬定青山不放松
'yao'du'you'zhi 尧独忧之
'yao'duan'yi'pi'ma 要短衣匹马
'yao'ge'chu'yun'duan 遥隔楚云端
'yao'guan'hu'hua 尧观乎华
'yao'han'wei'guan 殽函为官
'yao'han'zhi'gu 殽函之固
'yao'he'ji'jin 肴核既尽
'yao'he'yi'zi'ru 尧何以资汝
'yao'ji'hai'xi'tou 遥寄海西头
'yao'jian'xian'ren'cai'yun'li 遥见仙人彩云里
'yao'kan'pu'bu'gua'qian'chuan 遥看瀑布挂前川
'yao'kan'yi'chu'cuan'yun'shu 遥看一处攒云树
'yao'kan'yin'shan'pai'tian'lang 要看银山排天浪
'yao'kui'zheng'dian'lian'kai'chu 遥窥正殿帘开处
'yao'lao'er'shun'she'ye 尧老而舜摄也
'yao'lian'xiao'er'nv 遥怜小儿女
'yao'liu'qing'bai'zai'ren'jian 要留清白在人间
'yao'liu'qing'bai'zai'ren'jian 要留青白在人间
'yao'luo'shen'zhi'song'yu'bei 摇落深知宋玉悲
'yao'qi'he'yi'cheng 要其何以成
'yao'qin'you'fen 瑶琴幽愤
'yao'ran'sang'qi'tian'xia'yan 杳然丧其天下焉
'yao'ran'sang'qi'tian'xia'yan 窅然丧其天下焉
'yao'rang'tian'xia'yu'xu'you 尧让天下于许由
'yao'ren'fu'zhi'fen 邀人傅脂粉
'yao'ru'chi'song'jia 邀入赤松家
'yao'ruo'liu'wan'su 腰若流纨素
'yao'shan'mei'wu 遥山媚妩
'yao'shan'qia'dui'lian'gou 遥山恰对帘钩
'yao'shan'xiu'dai 遥山羞黛
'yao'shuai'zhu'hou'bei'mian'er'chao'zhi 尧帅诸侯北面而朝之
'yao'shun'qi'you'bing'zhu 尧舜其犹病诸
'yao'shun'yu'ren'tong'er 尧舜与人同耳
'yao'sui'zhi'yue 尧随之曰
'yao'tao'zhu'hu 夭桃朱户
'yao'tian'zhi'dao 要天知道
'yao'tiao'dan'qing'hu'you'kong 窈窕丹青户牖空
'yao'tiao'shi'wu'shuang 窈窕世无双
'yao'tiao'yan'cheng'guo 窈窕艳城郭
'yao'wang'dong'ting'shan'shui'cui 遥望洞庭山水翠
'yao'wang'dong'ting'shan'shui'se 遥望洞庭山水色
'yao'wei'er'qiu'shi 摇尾而求食
'yao'wen'shun'zhi'xian 尧闻舜之贤
'yao'wen'yu'xu'you'yue 尧问于许由曰
'yao'wo'zhi'tian'jia 邀我至田家
'yao'xi'ming'xi 窈兮冥兮
'yao'xia'bao'jue'qing'qing'shan'hu 腰下宝玦青青珊瑚
'yao'xiang'gong'jin'dang'nian 遥想公瑾当年
'yao'xiang'gong'jin'dang'nian 遥想公谨当年
'yao'xiao'zhou'xing'diao 要小舟行钓
'yao'xin'shi'zhun'bei 要新诗准备
'yao'xuan'xiang'yin'zuo'du'tong 腰悬相印作都统
'yao'yao'hu'ruo'ji'zhi'you'she 繇繇乎若祭之有社
'yao'yao'ming'ming 窈窈冥冥
'yao'yao'ru'ye 夭夭如也
'yao'yao'shen'jing 杳杳神京
'yao'yao'shen'jing'lu 杳杳神京路
'yao'yao'yin'chen'dou'jue 杳杳音尘都绝
