'a'za 腌臜
'yin'huang 引喤
'yin'huang 银潢
'yin'huang 银黄
'yin'hui 音徽
'yin'hui'xi'wei 饮灰洗胃
'yin'hun 吟魂
'yin'huo 阴火
'yin'huo'wei'fu 因祸为福
'yin'ji 印记
'yin'ji 印集
'yin'ji 垠际
'yin'ji 尹吉
'yin'ji 尹祭
'yin'ji 引疾
'yin'ji 引籍
'yin'ji 殷祭
'yin'ji 荫藉
'yin'ji 阴姬
'yin'ji 隐几
'yin'ji 隐疾
'yin'ji'fu 尹吉甫
'yin'ji'shan 尹继善
'yin'jia 姻家
'yin'jia 银甲
'yin'jia'da'shi 引驾大师
'yin'jian 吟笺
'yin'jian 因间
'yin'jian 寅饯
'yin'jian 引见
'yin'jian 殷荐
'yin'jian 殷见
'yin'jian 殷鉴
'yin'jian 银箭
'yin'jian 阴鉴
'yin'jian 阴间
'yin'jian 饮饯
'yin'jian'quan 隐剑泉
'yin'jiang 鄞江
'yin'jiao 吟叫
'yin'jiao 淫骄
'yin'jiao 阴教
'yin'jie 印结
'yin'jie 寅阶
'yin'jie 引接
'yin'jie 禋洁
'yin'jie 音节
'yin'jin 阴晋
'yin'jin'shi 引进使
'yin'jin'si 引进司
'yin'jing 引镜
'yin'jing 阴井
'yin'jing'ju'gu 引经据古
'yin'jing'ren 殷景仁
'yin'jiu 姻旧
'yin'jiu 引咎
'yin'jiu 引酒
'yin'jiu 饮酒
'yin'ju 印举
'yin'ju 隐居
'yin'ju 饮局
'yin'ju'tong'yi 隐居通议
'yin'jue 引决
'yin'jue 引诀
'yin'jue 饮噱
'yin'jun 印攈
'yin'jun'zi 隐君子
'yin'ke 印可
'yin'ke 印窠
'yin'ke 寅客
'yin'ke 引课
'yin'keng 阴铿
'yin'kou 吟口
'yin'kou 阴口
'yin'ku 银库
'yin'kuo 檃栝
'yin'lang'ru'shi 引狼入室
'yin'lei 印累
'yin'lei 殷雷
'yin'lei 阴雷
'yin'lei'hu'peng 引类呼朋
'yin'lei'shou'ruo 印累绶若
'yin'li 殷历
'yin'li 阴礼
'yin'li'cheng'bian 因利乘便
'yin'li'hua 阴丽华
'yin'lian 蚓廉
'yin'liang 夤亮
'yin'liang 寅亮
'yin'liang'he 阴凉河
'yin'liao 淫潦
'yin'lin 嶾嶙
'yin'lin 殷辚
'yin'lin 隐嶙
'yin'ling 引领
'yin'ling 阴令
'yin'ling 阴陵
'yin'long 阴龙
'yin'long'zhi 引龙直
'yin'lou'jiu 因陋就
'yin'lou'jiu'jian 因陋就简
'yin'lu 引路
'yin'lu 殷辂
'yin'lu 银鹿
'yin'lun 峾沦
'yin'lun 隐沦
'yin'luo 淫泺
'yin'luo'na 堙罗那
'yin'lv 音律
'yin'ma'chang'cheng'ku'xing 饮马长城窟行
'yin'ma'gou 饮马沟
'yin'ma'he 饮马河
'yin'ma'tou'qian 饮马投钱
'yin'ma'tuo 饮马橐
'yin'mai 引迈
'yin'man 引满
'yin'mao 阴卯
'yin'mi 淫靡
'yin'mi 阴密
'yin'mian 淫湎
'yin'miao 银苗
'yin'mie 堙灭
'yin'min 隐民
'yin'min 隐闵
'yin'ming 因明
'yin'mo 喑默
'yin'mo 姻末
'yin'mo 瘖默
'yin'mo'shui 饮墨水
'yin'mou 阴谋
'yin'mu 因母
'yin'mu 阴木
'yin'mu 饮木
'yin'nang 银囊
'yin'nang 隐囊
'yin'nao 吟猱
'yin'ni 印泥
'yin'ni 银泥
'yin'ni 隐匿
'yin'nian 引年
'yin'niao 阴鸟
'yin'niu 印钮
'yin'niu 殷牛
'yin'nue 淫虐
'yin'ou 银鸥
'yin'pai 银牌
'yin'pan 殷盘
'yin'pi 淫辟
'yin'pi 隐辟
'yin'piao 印票
'yin'piao 引票
'yin'pin 殷聘
'yin'ping 银瓶
'yin'ping 阴平
'yin'pu 印谱
'yin'pu 银朴
'yin'qi 姻戚
'yin'qi 引气
'yin'qi 引起
'yin'qi 阴气
'yin'qi 饮器
'yin'qi 饮泣
'yin'qi'qi 殷七七
'yin'qian 引愆
'yin'qian 阴谴
'yin'qian 阴钱
'yin'qiang 引强
'yin'qiang 银枪
'yin'qiao 淫巧
'yin'qiao 蚓窍
'yin'qie 音切
'yin'qin 姻亲
'yin'qin 殷勤
'yin'qin 殷懃
'yin'qin 隐亲
'yin'qing 寅清
'yin'qing 银青
'yin'qing 阴庆
'yin'qing 隐情
'yin'qing'bi 尹卿笔
'yin'qiong 吟蛩
'yin'qu 引去
'yin'qu 蚓曲
'yin'qu 隐曲
'yin'quan 印券
'yin'quan 淫泉
'yin'quan 隐泉
'yin'que 引却
'yin'ren 引人
'yin'ren 茵餁
'yin'ren 茵饪
'yin'ren 阴人
'yin'ren 隐忍
'yin'ren 隐荵
'yin'ren'cheng'shi 因人成事
'yin'ren'ru'sheng 引人入胜
'yin'reng 因仍
'yin'rong 阴戎
'yin'rong 音容
'yin'ruo'di'guo 隐若敌国
'yin'sen 阴森
'yin'shan 银山
'yin'shan 阴山
'yin'shan'guan 阴山关
'yin'shan'zheng'yao 饮膳正要
'yin'shang 引觞
'yin'shang 殷商
'yin'shang'ke'yu 引商刻羽
'yin'she 吟社
'yin'she 闉阇
'yin'shen 引伸
'yin'shen 引身
'yin'shen'shu 隐身术
'yin'sheng 引胜
'yin'sheng 淫声
'yin'sheng 荫生
'yin'sheng 银生
'yin'sheng 银绳
'yin'sheng 阴声
'yin'sheng'pai'gen 引绳排根
'yin'sheng'ren 音声人
'yin'sheng'shu 音声树
'yin'shi 印史
'yin'shi 印式
'yin'shi 殷事
'yin'shi 殷实
'yin'shi 淫视
'yin'shi 荫室
'yin'shi 阴事
'yin'shi 阴室
'yin'shi 阴蚀
'yin'shi 阴识
'yin'shi 隐士
'yin'shi'fang 饮食方
'yin'shi'li'dao 因势利导
'yin'shi'shan 隐士衫
'yin'shou 印绶
'yin'shou 寅兽
'yin'shou 引手
'yin'shou 引首
'yin'shu 银书
'yin'shu 银鼠
'yin'shu 隐书
'yin'shu 隐鼠
'yin'shu 音书
'yin'shu'wei'wu 因树为屋
'yin'shua 印刷
'yin'shui 圁水
'yin'shui 引税
'yin'shui 淫水
'yin'shui 溵水
'yin'shui 饮水
'yin'shui'ci 饮水词
'yin'shui'zhi'yuan 饮水知源
'yin'si 淫思
'yin'si 淫祀
'yin'si 禋祀
'yin'si 胤嗣
'yin'si 银丝
'yin'song 嚚讼
'yin'song 阴讼
'yin'su 银粟
'yin'suan 银蒜
'yin'sui 阴燧
'yin'sun 银笋
'yin'suo 印锁
'yin'suo 银索
'yin'ta 吟榻
'yin'tai 银台
'yin'tan 吟坛
'yin'tan'qu 吟叹曲
'yin'tang 印堂
'yin'tang 阴堂
'yin'tao 银桃
'yin'te 引慝
'yin'te 淫慝
'yin'te 隐慝
'yin'tiao 殷眺
'yin'tiao'cai 银条菜
'yin'ting 隐听
'yin'tong 殷同
'yin'tu 银兔
'yin'tu 阴兔
'yin'tu 音吐
'yin'tu 饮徒
'yin'tu'fu 银兔符
'yin'tui 尹焞
'yin'tui 引退
'yin'tuo'luo 因陀罗
'yin'wa 淫哇
'yin'wan 嚚顽
'yin'wang 淫网
'yin'wei 吟味
'yin'wei 夤畏
'yin'wei 寅畏
'yin'wei 淫威
'yin'wei 阴位
'yin'wen 引文
'yin'wen 胤文
'yin'wen 阴文
'yin'wen 音问
'yin'wen'cao 尹文操
'yin'wen'zi 尹文子
'yin'weng 银瓮
'yin'weng'gui 尹翁归
'yin'wu 喑呜
'yin'wu 尹午
'yin'wu 殷武
'yin'wu 荫屋
'yin'xi 印玺
'yin'xi 因袭
'yin'xi 尹喜
'yin'xi 引戏
'yin'xi 茵席
'yin'xi 隐膝
'yin'xi 音息
'yin'xia 阴夏
'yin'xian 引嫌
'yin'xian 引线
'yin'xian 殷羡
'yin'xian 鄞县
'yin'xiang 隐相
'yin'xiang 音响
'yin'xiao 吟啸
'yin'xiao 因霄
'yin'xie 阴谐
'yin'xin 印信
'yin'xin 音信
'yin'xing 尹邢
'yin'xing 淫刑
'yin'xing 阴兴
'yin'xing 阴刑
'yin'xiong'di 姻兄弟
'yin'xiu 隐秀
'yin'xu 殷冔
'yin'xu 殷虚
'yin'xu 荫叙
'yin'xue 淫学
'yin'xue 阴血
'yin'xue 隐学
'yin'xue 饮血
'yin'xue'wu'shu 音学五书
'yin'xun 因循
'yin'xun 音训
'yin'xun 音讯
'yin'ya 喑哑
'yin'ya 姻亚
'yin'ya 瘖哑
'yin'ya 胤雅
'yin'ya 银牙
'yin'ya 银鸭
'yin'yan 引盐
'yin'yan 淫衍
'yin'yan 阴厌
'yin'yang 圁阳
'yin'yang 引羊
'yin'yang 阴阳
'yin'yang 饮羊
'yin'yang'bu'jiang 阴阳不将
'yin'yang'huo 淫羊藿
'yin'yang'jia 阴阳家
'yin'yang'la'qiang'tou 银样镴枪头
'yin'yang'sheng 阴阳生
'yin'yang'xue 阴阳学
'yin'yao 印钥
'yin'yao 喑药
'yin'yao 隐耀
'yin'ye 夤夜
'yin'ye 淫业
'yin'ye 淫液
'yin'ye 阴液
'yin'ye'fei'shi 因噎废食
'yin'yi 因依
'yin'yi 寅谊
'yin'yi 引翼
'yin'yi 愔嫕
'yin'yi 愔翳
'yin'yi 慭遗
'yin'yi 淫曀
'yin'yi 淫泆
'yin'yi 淫裔
'yin'yi 隐逸
'yin'yi 霒翳
'yin'yi 音驿
'yin'yin 喑喑
'yin'yin 嚚喑
'yin'yin 嚚瘖
'yin'yin 崟崟
'yin'yin 愔愔
'yin'yin 慭慭
'yin'yin 殷殷
'yin'yin 淫淫
'yin'yin 狺狺
'yin'yin 訔訔
'yin'yin 誾誾
'yin'yin 阴阴
'yin'yin 隐隐
'yin'yin 龂龂
'yin'yin 龈龈
'yin'ying 因应
'yin'ying 荫映
'yin'yong 吟咏
'yin'you 引诱
'yin'you 殷侑
'yin'you 殷忧
'yin'you 隐忧
'yin'you 音邮
'yin'yu 冘豫
'yin'yu 印鱼
'yin'yu 堙郁
'yin'yu 引喻
'yin'yu 淫雨
'yin'yu 淫预
'yin'yu 淫鬻
'yin'yu 淫鱼
'yin'yu 茵芋
'yin'yu 银鱼
'yin'yu 隐语
'yin'yu 饮羽
'yin'yuan 因缘
'yin'yuan 夤缘
'yin'yuan 姻缘
'yin'yuan 寅缘
'yin'yuan 緸冤
'yin'yuan 银圆
'yin'yue 寅月
'yin'yue 窨约
'yin'yue 阴月
'yin'yue 隐约
'yin'yue 音乐
'yin'yun 殷芸
'yin'yun 氤氲
'yin'yun 絪缊
'yin'yun 茵蒕
'yin'yun 阴韵
'yin'yun 音韵
'yin'yun'chan'wei 音韵阐微
'yin'yun'da'shi 氤氲大使
'yin'yun'ri'yue'deng 音韵日月灯
'yin'yun'shu'wei 音韵述微
'yin'yun'xue 音韵学
'yin'zei 阴贼
'yin'zhai 阴宅
'yin'zhang 印章
'yin'zhang 银章
'yin'zhang 饮章
'yin'zhen 引枕
'yin'zhen 殷赈
'yin'zhen 殷轸
'yin'zhen 隐赈
'yin'zhen 饮鸩
'yin'zhen'zhi'ke 饮鸩止渴
'yin'zheng 引证
'yin'zheng 阴政
'yin'zhi 印纸
'yin'zhi 堙窒
'yin'zhi 茵芝
'yin'zhi 阴骘
'yin'zhi 阴鸷
'yin'zhi 音旨
'yin'zhi 饮至
'yin'zhi'mao'liang 寅支卯粮
'yin'zhi'ping 尹志平
'yin'zhi'wen 阴骘文
'yin'zhong 引重
'yin'zhong 阴中
'yin'zhong 阴重
'yin'zhong'ba'xian 饮中八仙
'yin'zhou 银州
'yin'zhou 饮酎
'yin'zhou'bei 尹宙碑
'yin'zhu 因诸
'yin'zhu 银朱
'yin'zhu 银渚
'yin'zhu 银烛
'yin'zhu 银竹
'yin'zhu 阴竹
'yin'zhuang'zheng 银装筝
'yin'zhui'ci'gu 引锥刺股
'yin'zhuo 饮啄
'yin'zi 引子
'yin'zi 银字
'yin'zi 饮子
'yin'zi'bi'li 银字觱篥
'yin'zi'er 银字儿
'yin'zi'guan 银字管
'yin'zi'jin 印子金
'yin'zi'qi 银字棨
'yin'zi'qian 印子钱
'yin'zong 阴宗
'yin'zou 引驺
'yin'zu 姻族
'yin'zui 引罪
'ying'a 迎阿
'ying'an 萤案
'ying'ba 英拔
'ying'ban 营办
'ying'bei 瘿杯
'ying'bi 媵婢
'ying'bi 影壁
'ying'bian 应变
'ying'biao 影表
'ying'biao 营表
'ying'bin'yi'lao 颍滨遗老
'ying'bo 婴薄
'ying'bo 萦薄
'ying'bu 英布
'ying'bu 营部
'ying'bu'zu 盈不足
'ying'bu'zu 赢不足
'ying'cai 英才
'ying'chang 应昌
'ying'chang 应玚
'ying'chao 影钞
'ying'che 映彻
'ying'che'jia'sui 盈车嘉穟
'ying'che'zhi'yu 盈车之鱼
'ying'chen 媵臣
'ying'chen 柍桭
'ying'chen 迎晨
'ying'cheng 婴城
'ying'cheng 应城
'ying'chi 应敕
'ying'chou 应酬
'ying'chu 嬴绌
'ying'chu 赢绌
'ying'chuan 盈川
'ying'chuan 颍川
'ying'chuan'ji 盈川集
'ying'chuan'yu'xiao 颍川语小
'ying'chuang 瘿床
'ying'chuang 萤窗
'ying'chun 樱唇
'ying'chun 迎春
'ying'chun'hua 应春花
'ying'chun'huang'pang 迎春黄胖
'ying'da 应答
'ying'da'ru'liu 应答如流
'ying'dai 映带
'ying'dai 萦带
'ying'dang 英荡
'ying'dang 营荡
'ying'dao 应道
'ying'dao 营道
'ying'de 英德
'ying'de 赢得
'ying'deng 影灯
'ying'di 迎睇
'ying'di'qi 应帝期
'ying'dian 影殿
'ying'dian 营奠
'ying'dian 蝇点
'ying'dong 濙洞
'ying'dong'cheng 迎冬城
'ying'dou 郢都
'ying'dou'hu 莺脰湖
'ying'du 营度
'ying'dui 应对
'ying'dun 营顿
'ying'duo 映夺
'ying'e'chi 影娥池
'ying'er 婴儿
'ying'er'feng 婴儿风
'ying'er'zi 婴儿子
'ying'fa 罂栰
'ying'fa 罂筏
'ying'fa 英发
'ying'fan 营贩
'ying'fang 鹰坊
'ying'fen 莺粉
'ying'fen'dian'yu 蝇粪点玉
'ying'feng 应奉
'ying'feng 英风
'ying'feng 营奉
'ying'feng 鹰风
'ying'feng'ban 迎风板
'ying'fou 罂缶
'ying'fu 应副
'ying'fu 影附
'ying'fu 瀛府
'ying'fu 缨绂
'ying'fu 莹拂
'ying'fu 蝇拂
'ying'fu 迎富
'ying'ga 盈朒
'ying'gan 应干
'ying'ge 莺歌
'ying'ge'jiao 鹦哥娇
'ying'ge'lv 莺哥绿
'ying'ge'zui 鹦哥嘴
'ying'gou 赢勾
'ying'gu 应鼓
'ying'gu 楹鼓
'ying'gu 莺谷
'ying'gu 颍谷
'ying'guan 应官
'ying'guan 盈贯
'ying'guan 缨冠
'ying'guan 营灌
'ying'gui 应闺
'ying'gui 蠳龟
'ying'guo 营国
'ying'hai 瀛海
'ying'han 硬汉
'ying'he 英和
'ying'he 迎合
'ying'he 颍河
'ying'hong 映红
'ying'hu 营户
'ying'hu 营护
'ying'hu 蝇虎
'ying'hu 謍嗃
'ying'hu 迎虎
'ying'hua 樱花
'ying'hua 英华
'ying'hua 莺花
'ying'hua'hai 莺花海
'ying'hua'ting 莺花亭
'ying'huan'zhi'lue 瀛环志略
'ying'huang 硬黄
'ying'huang 英皇
'ying'huang 莺簧
'ying'hui 缨徽
'ying'hui 营慧
'ying'hui 萦回
'ying'hun 英魂
'ying'hun 荧魂
'ying'hun 营魂
'ying'huo 荧惑
'ying'huo 荧火
'ying'huo 萤火
'ying'huo 营惑
'ying'huo'zhi 萤火芝
'ying'ji 婴疾
'ying'ji 应机
'ying'ji 影迹
'ying'ji 盈积
'ying'ji 英鸡
'ying'ji 营妓
'ying'ji 营疾
'ying'ji'mao'zhi 鹰击毛挚
'ying'ji'sha 英吉沙
'ying'ji'sha'er 英吉沙尔
'ying'jia 鹰架
'ying'jian 营建
'ying'jiang 迎将
'ying'jiang 郢匠
'ying'jiao 应教
'ying'jie 应接
'ying'jie 营解
'ying'jie'bu'xia 应接不暇
'ying'jin 郢斤
'ying'jing 应景
'ying'jing 莹镜
'ying'jiu 营救
'ying'ju 媵句
'ying'ju 应举
'ying'juan 瀛眷
'ying'jue 媵爵
'ying'jue 萤爝
'ying'jun 英俊
'ying'kao'shu 颍考叔
'ying'ke 盈科
'ying'ke 郢客
'ying'kou 颍口
'ying'ku 营窟
'ying'kui'lv'sui 瀛奎律髓
'ying'lei 营垒
'ying'li 应历
'ying'li 赢利
'ying'lian 楹联
'ying'liang 嬴粮
'ying'liang 赢粮
'ying'liao 荧燎
'ying'lie 英烈
'ying'lin 婴鳞
'ying'lin'e'shi 鹰瞵鹗视
'ying'ling 英灵
'ying'ling 营陵
'ying'liu 应刘
'ying'long 应龙
'ying'lou 嬴镂
'ying'lu 颖露
'ying'lu'shou'tu 膺箓受图
'ying'luan 营乱
'ying'luan 迎銮
'ying'luan'zhen 迎銮镇
'ying'luo 璎珞
'ying'luo 缨络
'ying'luo 蠳螺
'ying'luo'teng 璎珞藤
'ying'luo'zhuan 璎珞篆
'ying'lv 鹦绿
'ying'mai 英迈
'ying'mao 应卯
'ying'mao 英髦
'ying'mao 迎猫
'ying'mao'niang 迎茅娘
'ying'mei 映媚
'ying'mei 英梅
'ying'mei'yu 迎梅雨
'ying'men 应门
'ying'men 禜门
'ying'men 膺门
'ying'men'nv 譍门女
'ying'mi 营觅
'ying'ming 嘤鸣
'ying'ming 巊冥
'ying'ming 瀴溟
'ying'ming 英明
'ying'ming 莹嫇
'ying'mo 影摹
'ying'mu 应募
'ying'mu 瘿木
'ying'mu 鹦母
'ying'mu'piao 瘿木瓢
'ying'mu'shi 应募士
'ying'nian 迎年
'ying'nian'hua 迎辇花
'ying'ning 嘤咛
'ying'ning 撄宁
'ying'nuo 应诺
'ying'nv 嬴女
'ying'pi 应鼙
'ying'po 营魄
'ying'qi 膺期
'ying'qi 英气
'ying'qi 迎气
'ying'qi'bi 蝇栖笔
'ying'qia 膺擖
'ying'qian 莺迁
'ying'qian'lei'wan 盈千累万
'ying'qin 嬴秦
'ying'qiu 应求
'ying'qiu 营丘
'ying'qiu 营求
'ying'qu 应璩
'ying'qu 郢曲
'ying'quan 鹰犬
'ying'que 盈缺
'ying'ren 郢人
'ying'ren'er'jie 迎刃而解
'ying'ri'guo 映日果
'ying'ruan 瀛壖
'ying'rui 缨緌
'ying'rui 缨蕤
'ying'shan 应山
'ying'shan 英山
'ying'shan 营山
'ying'shan 营缮
'ying'shan'hong 映山红
'ying'shang 颍上
'ying'shao 婴勺
'ying'shao 应劭
'ying'she 影射
'ying'shen 应身
'ying'shen 影神
'ying'sheng 应声
'ying'sheng 英声
'ying'sheng 营生
'ying'sheng'chong 应声虫
'ying'shi 婴石
'ying'shi 媵侍
'ying'shi 嬴氏
'ying'shi 应时
'ying'shi 影事
'ying'shi 英石
'ying'shi 莺时
'ying'shi 营室
'ying'shi 鹰师
'ying'shi 鹰视
'ying'shi'lang'bu 鹰视狼步
'ying'shou 应手
'ying'shou 营首
'ying'shou 迎授
'ying'shu 楹书
'ying'shu 营树
'ying'shu'yan'shuo 郢书燕说
'ying'shuang'tu 迎霜兔
'ying'shun 应顺
'ying'si 营私
'ying'su 罂粟
'ying'su 莺粟
'ying'sui 迎岁
'ying'sun 樱笋
'ying'sun'chu 樱笋厨
'ying'sun'shi 樱笋时
'ying'suo 嬴缩
'ying'suo 盈缩
'ying'suo 莺梭
'ying'suo 赢缩
'ying'tai 瀛台
'ying'tai 英台
'ying'tai 荧台
'ying'tang 影堂
'ying'tao 廮陶
'ying'tao 樱桃
'ying'tao 莺桃
'ying'tao'yan 樱桃宴
'ying'teng 赢縢
'ying'ti'xu 莺啼序
'ying'tian 应天
'ying'tian 营田
'ying'tian'li 应天历
'ying'tian'san'jue 应天三絶
'ying'tian'san'jue 应天三绝
'ying'tian'shi 营田使
'ying'tian'shu'yuan 应天书院
'ying'tian'shun'ren 应天顺人
'ying'ting 荧庭
'ying'tou 营头
'ying'tou 蝇头
'ying'tou'xi'shu 蝇头细书
'ying'tou'xiao'kai 蝇头小楷
'ying'tou'ying 鹰头蝇
'ying'tu 嬴土
'ying'tu 膺图
'ying'tu 英荼
'ying'tu'shou'lu 应图受箓
'ying'tuo 颖脱
'ying'wei 映蔚
'ying'wei 营卫
'ying'wei 颍尾
'ying'wo 嘤喔
'ying'wu 应物
'ying'wu 英武
'ying'wu 英物
'ying'wu 荧侮
'ying'wu 营伍
'ying'wu 颖悟
'ying'wu 鹦鹉
'ying'wu'bei 鹦鹉杯
'ying'wu'luo 鹦鹉螺
'ying'wu'xue'yu 鹦鹉学语
'ying'wu'zhou 鹦鹉洲
'ying'xi 影戏
'ying'xian 盈羡
'ying'xian 赢羡
'ying'xiang 影向
'ying'xiang 影响
'ying'xiang 瘿相
'ying'xiang 迎香
'ying'xie 影写
'ying'xin 营信
'ying'xing 应星
'ying'xiong 英雄
'ying'xiu 颖秀
'ying'xu 盈虚
'ying'xuan 应选
'ying'xuan 膺选
'ying'xue 萤雪
'ying'xue 郢雪
'ying'xue'du'shu 映雪读书
'ying'ya'sheng'lan 瀛涯胜览
'ying'yan 莺燕
'ying'yang 营养
'ying'yang 颍阳
'ying'yang 鹰扬
'ying'yang'fu 鹰扬府
'ying'yang'yan 鹰扬宴
'ying'yao 廮遥
'ying'yao 瑛瑶
'ying'ye 荧晔
'ying'ye 荧烨
'ying'ye 营业
'ying'yi 盈溢
'ying'yi 营役
'ying'yin 颍阴
'ying'ying 嘤嘤
'ying'ying 滢濴
'ying'ying 瀯瀯
'ying'ying 盈盈
'ying'ying 英英
'ying'ying 荧荧
'ying'ying 营营
'ying'ying 蝇营
'ying'ying 蝇蝇
'ying'ying 謍謍
'ying'ying 譻譻
'ying'ying'chuo'chuo 影影绰绰
'ying'ying'yan'yan 莺莺燕燕
'ying'yong 应用
'ying'you 嘤呦
'ying'you'jin'you 应有尽有
'ying'you'shan 嘤游山
'ying'you'shan 莺游山
'ying'you'shan 鹰游山
'ying'yu 媵御
'ying'yu 盈余
'ying'yu 硬语
'ying'yu 硬雨
'ying'yu 茔域
'ying'yu 荧郁
'ying'yu 莺语
'ying'yu 萦纡
'ying'yu 蘡薁
'ying'yu 赢余
'ying'yuan 应援
'ying'yuan 英媛
'ying'yuan 萤苑
'ying'yue 嬴越
'ying'yue 盈月
'ying'yun 应运
'ying'zang 营葬
'ying'zao 营造
'ying'zao'chi 营造尺
'ying'zao'fa'shi 营造法式
'ying'ze 荧泽
'ying'ze 莹泽
'ying'zhai 营斋
'ying'zhan 影占
'ying'zhan 鹰鹯
'ying'zhao 应诏
'ying'zhao 鹰爪
'ying'zhao'hua 鹰爪花
'ying'zhe 颖哲
'ying'zhen 应真
'ying'zheng 硬证
'ying'zheng 郢政
'ying'zheng 郢正
'ying'zhi 应制
'ying'zhi 影质
'ying'zhi 荧芝
'ying'zhi 营职
'ying'zhong 应钟
'ying'zhou 应州
'ying'zhou 瀛州
'ying'zhou 瀛洲
'ying'zhou 营州
'ying'zhou 郢州
'ying'zhou 颍州
'ying'zhou'yu'yu 瀛洲玉雨
'ying'zhu 影柱
'ying'zhu 樱珠
'ying'zhu 璎珠
'ying'zhu 荧烛
'ying'zhu 萤烛
'ying'zhuan 营馔
'ying'zi 英姿
'ying'zi'gu 迎紫姑
'ying'zi'kou 罂子口
'ying'zui 婴罪
'ying'zui 鹰觜
'ying'zun 瘿樽
'ying'zuo 营作
'yong'an 庸暗
'yong'an 永安
'yong'an'gong 永安宫
'yong'ban 用板
'yong'bao 佣保
'yong'bao 庸保
'yong'bi 壅蔽
'yong'bi 壅闭
'yong'bi 拥蔽
'yong'bi'yin 拥鼻吟
'yong'bu 庸部
'yong'cai 庸才
'yong'chang 永昌
'yong'chang'ling 永昌陵
'yong'cheng 墉城
'yong'cheng 永城
'yong'cheng 雍城
'yong'chi 雍齿
'yong'chong 勇虫
'yong'chong'ling 永崇陵
'yong'chou 雍畤
'yong'chu 永初
'yong'chu'li 永初历
'yong'chuan 永川
'yong'chun 永春
'yong'chun 永淳
'yong'ci 庸次
'yong'cong 永从
'yong'dai 永代
'yong'dao 甬道
'yong'de 永德
'yong'ding 永定
'yong'ding'ling 永定陵
'yong'dong 甬东
'yong'du 用度
'yong'duan 勇断
'yong'duo 慵惰
'yong'e 壅遏
'yong'e 拥遏
'yong'feng 永丰
'yong'feng 永凤
'yong'fu 勇夫
'yong'fu 庸夫
'yong'fu 永福
'yong'fu 雍父
'yong'fu'ling 永阜陵
'yong'gan 勇敢
'yong'gan 永感
'yong'ge 壅隔
'yong'ge 拥隔
'yong'geng 佣耕
'yong'gong 墉宫
'yong'gou 庸狗
'yong'gu 雍古
'yong'guan'san'jun 勇冠三军
'yong'guang 永光
'yong'gui 踊贵
'yong'guo 勇果
'yong'han 勇悍
'yong'han 永汉
'yong'he 永和
'yong'he 雍和
'yong'he'gong 雍和宫
'yong'hong 永弘
'yong'hu 拥护
'yong'hu 灉湖
'yong'hu 雍狐
'yong'hua 傛华
'yong'huai 咏怀
'yong'huai 永怀
'yong'hui 庸回
'yong'hui 拥彗
'yong'hui 永徽
'yong'ji 庸绩
'yong'ji 拥髻
'yong'ji 永济
'yong'ji'qiao 永济桥
'yong'ji'qu 永济渠
'yong'jia 永嘉
'yong'jia'si'ling 永嘉四灵
'yong'jia'xue'an 永嘉学案
'yong'jian 勇健
'yong'jian 庸蹇
'yong'jian 拥剑
'yong'jian 永建
'yong'jian 永鉴
'yong'jian 用间
'yong'jiang 甬江
'yong'jie 永劫
'yong'jing 拥经
'yong'jiu 永久
'yong'jiu 用九
'yong'ju 庸讵
'yong'ju 庸遽
'yong'ju 甬句
'yong'ju 痈疽
'yong'juan 慵倦
'yong'jue 勇决
'yong'jue 勇爵
'yong'jue 壅絶
'yong'jue 壅绝
'yong'jue 永诀
'yong'kang 永康
'yong'kun 慵困
'yong'lai'zhuang 慵来妆
'yong'lan 慵懒
'yong'le 永乐
'yong'le'da'dian 永乐大典
'yong'le'yao 永乐窑
'yong'li 勇力
'yong'li 永历
'yong'liang 雍梁
'yong'lie 勇烈
'yong'lie 庸劣
'yong'lin 佣赁
'yong'lin 庸赁
'yong'ling 永陵
'yong'liu 用六
'yong'long 永隆
'yong'lu 勇卢
'yong'lu 雍录
'yong'lue 勇略
'yong'men 壅门
'yong'men 雍门
'yong'men'di 雍门狄
'yong'men'zhou 雍门周
'yong'meng 勇猛
'yong'meng'jing'jin 勇猛精进
'yong'ming 永命
'yong'ming 永明
'yong'ming 用命
'yong'ming'le 永明乐
'yong'ming'ti 永明体
'yong'mu 永慕
'yong'mu 雍睦
'yong'mu 雍穆
'yong'mu'ling 永穆陵
'yong'nang 壅囊
'yong'nian 永年
'yong'nian 永念
'yong'ning 永宁
'yong'ning 邕宁
'yong'ning 雍宁
'yong'nu 雍奴
'yong'ping 永平
'yong'pu 庸浦
'yong'qi 勇气
'yong'qi 庸器
'yong'qian 用钱
'yong'qiao 埇桥
'yong'qiao 甬桥
'yong'qing 永清
'yong'qiu 雍丘
'yong'qiu 雝丘
'yong'qu 庸渠
'yong'qu 雍渠
'yong'qu 雝渠
'yong'quan 涌泉
'yong'ren 庸人
'yong'ren 雍人
'yong'ren 饔人
'yong'ren'zi'rao 庸人自扰
'yong'ri 永日
'yong'rong 雍容
'yong'rong'ya'bu 雍容雅步
'yong'rui 勇鋭
'yong'rui 勇锐
'yong'rui 庸芮
'yong'se 壅塞
'yong'shan 永善
'yong'shen'shan 拥身扇
'yong'sheng 永生
'yong'shi 佣食
'yong'shi 勇士
'yong'shi 咏史
'yong'shi 永世
'yong'shi 永始
'yong'shi 用世
'yong'shi 用事
'yong'shi 雍氏
