'ai'ai'duo'shi 蔼蔼多士
'zao'ci'jue'yu 藻辞谲喻
'zao'hua'fu'xing 造化赋形
'zao'huai'zhi'shi 造怀指事
'zao'huang'xi'zhi'shu 造皇羲之书
'zao'nang'feng'ban 皂囊封板
'zao'shi'si'zhi 皂饰司直
'zao'shi'yi'bian'diao 藻饰以辩雕
'zao'xue'jing'shen 澡雪精神
'zao'yi'yu'ci 藻溢于辞
'zao'yu'bi'lu 璅语必录
'ze'an'dan'er'pian'an 则黯黕而篇暗
'ze'bai'liang'yu'zhi 则柏梁馀制
'ze'bai'yi'biao'qi'zhi 则百壹标其志
'ze'bi'tu'xing'han'zhi'hua 则笔吐星汉之华
'ze'bing'yao'chui'wen 则炳曜垂文
'ze'bo'yu'chen'sui 责博于陈遂
'ze'chang'ye'meng'zhi'dan'qi'zhi'li'qi 则尝夜梦执丹漆之礼器
'ze'cheng'gong'xing'tian'fa 则称恭行天罚
'ze'cheng'tian'yi'lei'zhi 则称天以诔之
'ze'chong'rang'zhi'de'yin'yi 则崇让之德音矣
'ze'chu'lei'er'chang 则触类而长
'ze'chu'xing'zhi'qing 则触兴致情
'ze'chu'zi'pian'shi 则出自篇什
'ze'chuang'yang'er'nan'huai 则怆怏而难怀
'ze'chun'qiu'wei'gen 则春秋为根
'ze'chun'wen'gao'lao 则唇吻告劳
'ze'ci'ai'er'yun'chang'yi 则辞哀而韵长矣
'ze'ci'you'qiu'shuang'zhi'lie 则辞有秋霜之烈
'ze'cong'shi'yu'qiao'yan 则从事于巧艳
'ze'cui'yuan'you'shan 则崔瑗尤善
'ze'cuo'ci'yi'ju'yao 则撮辞以举要
'ze'dao'yuan'wei'shi 则道原为始
'ze'duan'fa'er'fei'he 则短乏而非核
'ze'fan'er'bu'zhen 则繁而不珍
'ze'fei'jing'jie 则非精解
'ze'fei'qi'mei'yi 则非弃美矣
'ze'feng'qing'gu'jun 则风清骨峻
'ze'fu'bi'que'yue 则拊髀雀跃
'ze'fu'cou'xiang'cheng 则辐辏相成
'ze'fu'hui'zhi'ti 则附会之体
'ze'fu'xian'wei'zong 则傅咸为宗
'ze'fu'xuan'xiao'yin 则傅玄晓音
'ze'fu'yi'zhi'ci 则傅毅之词
'ze'gai'shi'shi'zhen 则改事失真
'ze'ge'hang'xuan'he 则隔行悬合
'ze'gu'pan'ke'yi'qu'ci'li 则顾盼可以驱辞力
'ze'guang'yu'huang'shi 则广于黄世
'ze'han'chu'yi'ji 则汉初已极
'ze'han'qiu'er'ma'qing 则韩囚而马轻
'ze'hua'er'wei'fu 则化而为赋
'ze'huan'hu'shi'sheng 则焕乎始盛
'ze'huan'hu'wei'sheng 则焕乎为盛
'ze'huang'tang'chun'er'zhi 则黄唐淳而质
'ze'hun'shui'er'mu 则昏睡耳目
'ze'ji'gao'zhi'fen 责箕郜之焚
'ze'ji'lv'er'wu'you 则羁旅而无友
'ze'jian'hua'shi'guo'hu'yin'chi 则见华实过乎淫侈
'ze'jian'tong'zhi'li'pian 则兼通之理偏
'ze'jiang'cheng'zi'yao'yi 则将成字妖矣
'ze'jie'shen'yi'chong'qi'de 则戒慎以崇其德
'ze'ju'ju'xiang'xian 则句句相衔
'ze'ju'yu'wei'xia 则龃龉为瑕
'ze'kai'shi'yu'ming'duan 则楷式于明断
'ze'ke'yu'zheng'wen'zi'yi 则可与正文字矣
'ze'kun'shuo'zhi'ru'shi 则髡朔之入室
'ze'kuo'tong'quan'yang 则鞟同犬羊
'ze'li'gui'ce'fu 则理贵侧附
'ze'li'rong'er'qing'chang 则理融而情畅
'ze'li'sao'wei'ci 则离骚为刺
'ze'li'zong'qi'duan 则礼总其端
'ze'liang'ju'fu'wei'yi'zhang 则两句敷为一章
'ze'lin'dan'cheng'qi'cai 则临丹成其采
'ze'long'zhao'ya'song 则笼罩雅颂
'ze'meng'yu'tu'chen 则萌于图谶
'ze'ming'shi'liang'guai 则名实两乖
'ze'ming'you'si'pin 则命有四品
'ze'ni'dang'yong'xi 则逆党用檄
'ze'ning'zai'xiang'fan 则宁在相犯
'ze'pan'er'cai'zhi 则攀而采之
'ze'pi'wen'er'jian'shi 则披文而见时
'ze'pian'ku'wen'ti 则偏枯文体
'ze'piao'yu'er'bu'an 则飘寓而不安
'ze'qi'biao'ye 则其标也
'ze'qi'guan'ye 则其冠也
'ze'qi'han'feng'yu'zhi'run 则气含风雨之润
'ze'qi'lai'yuan'yi 则其来远矣
'ze'qi'zi'zhi'guan'mian'hu 则七子之冠冕乎
'ze'qin'nv'chu'zhu 则秦女楚珠
'ze'qing'li'ju'zong 则清丽居宗
'ze'quan'zhi'xie'ye 则券之谐也
'ze'qun'ju'zhen'jing 则群句震惊
'ze'shang'huang'zhu'wen 则上皇祝文
'ze'she'qing'yi'wei'ti 则设情以位体
'ze'shen'pi'er'qi'shuai 则神疲而气衰
'ze'shen'you'dun'xin 则神有遁心
'ze'sheng'ren'zhi'qing 则圣人之情
'ze'sheng'yi'bu'zhui 则圣意不坠
'ze'sheng'you'jian'lei'zhi'wei 则声有洊雷之威
'ze'sheng'yun'wei'zao 则声韵微躁
'ze'sheng'zhuan'yu'wen 则声转于吻
'ze'shi'cheng'liu'long 则时乘六龙
'ze'shi'fan'yu'he'yao 则师范于核要
'ze'shi'li'qi'ben 则诗立其本
'ze'shi'qi'jian'hui 则实其奸回
'ze'shi'yao'zao'lv'tu 则是尧造绿图
'ze'shu'fa'qi'yuan 则书发其源
'ze'shu'qiong'ba'ti 则数穷八体
'ze'shu'you'heng'shu 则术有恒数
'ze'su'yi'jie'wen 则肃以节文
'ze'sui'dan'wei'pi'yi 则虽单为匹矣
'ze'sui'jiu'mi'xin'yi 则虽旧弥新矣
'ze'sui'li'bu'ai 则虽丽不哀
'ze'ti'zhi'yu'hong'shen 则体制于宏深
'ze'wan'zhuan'xiang'cheng 则宛转相承
'ze'wang'jian'lai'lian 则往蹇来连
'ze'wei'wei'yi 则为伟矣
'ze'wei'za'zhong'xian 则位杂中贤
'ze'wei'zhong'yu'xin 则唯忠与信
'ze'wei'zu'mei'yi 则未足美矣
'ze'wen'fei'xuan'sheng 则文非玄圣
'ze'wen'feng'qing'yan 则文风清焉
'ze'wen'gu'cheng'yan 则文骨成焉
'ze'wen'qi'shu'yi 则文其庶矣
'ze'wen'ti'sui'bi 则文体遂弊
'ze'wen'yi'xiao'ran 则文意晓然
'ze'wen'you'chun'lu'zhi'zi 则文有春露之滋
'ze'wen'you'shi'yi 则文有师矣
'ze'wen'yu'tang'shi 则文于唐时
'ze'wen'zi'zhang'chun 则文自张纯
'ze'wu'da'guo'yi 则无大过矣
'ze'wu'duo'lun'yi 则无夺伦矣
'ze'wu'feng'zhi'yan'ye 则无风之验也
'ze'wu'gu'zhi'zheng'ye 则无骨之征也
'ze'wu'hui'er'fei'shan 则芜秽而非赡
'ze'wu'qi'xin'e 则诬其衅恶
'ze'wu'suo'qu'yan 则无所取焉
'ze'wu'wu'yin'mao 则物无隐貌
'ze'wu'yan'jiu'yi 则五言久矣
'ze'xian'sheng'jian'jie 则先圣鉴戒
'ze'xian'shu'er'xing'lie 则纤疏而行劣
'ze'xiang'ru'zhuan'pian 则相如撰篇
'ze'xin'li'yu'yi 则心理愈翳
'ze'xin'se'er 则新色耳
'ze'xin'sheng'feng'qi 则心声锋起
'ze'xiu'ci'pin'hui 则修辞聘会
'ze'xun'sheng'er'de'mao 则循声而得貌
'ze'ya'run'wei'ben 则雅润为本
'ze'yan'wu'xian'mi 则言务纤密
'ze'yang'ban'chou'yi 则扬班俦矣
'ze'ye 则也
'ze'yi'bing'zhong'li'zhi'hui 则义炳重离之辉
'ze'yi'shi'yu'yan 则遗势郁湮
'ze'yi'tong'qi'shou 则易统其首
'ze'yi'wei'teng'yue'er'sheng 则义味腾跃而生
'ze'yi'yi'zi'ming 则义异自明
'ze'yi'zhang'shan'cheng'liang'ju 则一章删成两句
'ze'yin'shi'wei'miu 则引事为谬
'ze'ying'shao'wei'shou 则应劭为首
'ze'you'ban'fu'san'cui 则有班傅三崔
'ze'you'bie'qu'fen 则囿别区分
'ze'you'fang'shu'zhan'shi 则有方术占式
'ze'you'fu'qi'quan'shu 则有符契券疏
'ze'you'gao'yao'liu'de 则有皋陶六德
'ze'you'guan'ci'jie'die 则有关刺解牒
'ze'you'lie'jian'yi 则优劣见矣
'ze'you'lv'ling'fa'zhi 则有律令法制
'ze'you'mei'yu'wei'shi'yi 则有美于为诗矣
'ze'you'pu'ji'bu'lu 则有谱籍簿录
'ze'you'shen'xie'yu'zhi 则有申写郁滞
'ze'you'si'pin 则有四品
'ze'you'you'ming 则又有命
'ze'you'zhuang'lie'ci'yan 则有状列辞谚
'ze'yu'gong'fu'tu 则禹贡敷土
'ze'yu'sheng'yi'qian 则馀声易遣
'ze'yu'yi'er'yi'gan 则郁伊而易感
'ze'yu'yi'hu'qing'li 则羽仪乎清丽
'ze'yu'ying'zhi'wen'ye 则雩禜之文也
'ze'yu'zai'ke'cong 则郁哉可从
'ze'yu'zong'qi'yan 则欲宗其言
'ze'yun'gan'kou'ze 则云感口泽
'ze'yun'qing'yu'xin 则云情欲信
'ze'yun'shi'you'qi'qi 则云时有齐气
'ze'yun'su'jiang'wang'zhu 则云肃将王诛
'ze'yun'ti'qi'gao'miao 则云体气高妙
'ze'yun'xin'ru'yi 则云心如疑
'ze'yun'yan'yi'zu'zhi 则云言以足志
'ze'yun'you'yi'qi 则云有逸气
'ze'zhang'biao'zhi'yi'ye 则章表之义也
'ze'zhang'hua'wei'jun 则张华为俊
'ze'zhen'cai'shi'xian 则振采失鲜
'ze'zheng'yi'wen'cai'ye 则正以文才也
'ze'zhi'cuan'wen'you 则雉窜文囿
'ze'zhi'fu'hui'qiao'zhuo 则知附会巧拙
'ze'zhi'ji'han'lin 则鸷集翰林
'ze'zhi'wen'zhi'fu'hu'xing'qing 则知文质附乎性情
'ze'zhi'zheng'yi'yu'qi 则执正以驭奇
'ze'zhong'hui'chui'gao 则仲虺垂诰
'ze'zhong'li'ke'guan 则众理可贯
'ze'zhong'lv'yi 则中律矣
'ze'zhu'qi'er'shi'zheng 则逐奇而失正
'ze'zhun'de'hu'dian'ya 则准的乎典雅
'ze'zhuo'shi'yi'qu'lei 则酌事以取类
'ze'zi'you'chang'jian 则字有常检
'ze'zi'zi'xiang'li 则字字相俪
'ze'zong'yi'zhi'shi'li 则总一之势离
'zhai'ci'si'shi 摘此四事
'zhai'kui'zhi'ju 宅揆之举
'zhai'qi'shi'fu 摘其诗赋
'zhai'qing'yue'zhang 宅情曰章
'zhan'bi'qian'xiu 瞻彼前修
'zhan'dai'ji'zha 战代技诈
'zhan'dai'ren'wu 战代任武
'zhan'dai'yi'lai 战代以来
'zhan'guo'yi'qian 战国以前
'zhan'meng'zhi'shi'jiao'hu 旃孟之石交乎
'zhan'wang'wei'cai 瞻望魏采
'zhan'zhe 占者
'zhang'biao'di'er'shi'er 章表第二十二
'zhang'biao'zhi'mu 章表之目
'zhang'biao'zou'yi 章表奏议
'zhang'chang'hua'yin'zhi'jie 张昶华阴之碣
'zhang'chang'yi'zheng'du'chuan'ye 张敞以正读传业
'zhang'chang'zou'shu'yu'jiao'hou 张敞奏书于胶后
'zhang'chen'liang'wen 张陈两文
'zhang'fu'chu'shi 丈夫处世
'zhang'heng'er'jing 张衡二京
'zhang'heng'fa'qi'pi'miu 张衡发其僻谬
'zhang'heng'nan'du'yun 张衡南都云
'zhang'heng'qi'bian 张衡七辨
'zhang'heng'si'shi 张衡司史
'zhang'heng'tong'shan 张衡通赡
'zhang'heng'xi'jing'yun 张衡西京云
'zhang'heng'yan'jing'yi'shi'nian 张衡研京以十年
'zhang'heng'ying'jian 张衡应间
'zhang'heng'yu'lie 张衡羽猎
'zhang'heng'zhi'zhai'yu'shi'zhi 张衡指摘于史职
'zhang'hu'da'yan'zhi'shu 彰乎大衍之数
'zhang'hua'duan'zhang 张华短章
'zhang'hua'shi'cheng 张华诗称
'zhang'hua'xin'pian 张华新篇
'zhang'hua'zhi'xing 张华之形
'zhang'jiao'liu'shu 掌教六书
'zhang'ju'di'san'shi'si 章句第三十四
'zhang'jun'yi'wei'ai'fan'er'bu'ke'shan 张骏以为艾繁而不可删
'zhang'jun'zi'xu 张骏自序
'zhang'liu'zhu'zhi'ci 掌六祝之辞
'zhang'pan'zuo'lu 张潘左陆
'zhang'qin'shi'nan 张琴实难
'zhang'shan'dan'e 彰善瘅恶
'zhang'shi'fu'hui 张释傅会
'zhang'shi'tai'shen 章实太甚
'zhang'tang'li'guang 张汤李广
'zhang'tiao'xian'qu 章条纤曲
'zhang'wu'ci'ye 章无疵也
'zhang'yi'xi'chu 张仪檄楚
'zhang'yi'xie'en 章以谢恩
'zhang'yi'zao'que 章以造阙
'zhang'zhe 章者
'zhang'zhi'ming'mi 章之明靡
'zhang'zong'yi'yi 章总一义
'zhao'cai'zhi'jia'hui'zai 招才之嘉会哉
'zhao'ce'di'shi'jiu 诏策第十九
'zhao'ce'zhang'zou 诏策章奏
'zhao'ci'deng'yu 诏赐邓禹
'zhao'ci'ru'jing'yi 照辞如镜矣
'zhao'de'er'sai'wei 昭德而塞违
'zhao'gao'bai'guan 诏诰百官
'zhao'hun'da'zhao 招魂大招
'zhao'ji'hong'yi 昭纪鸿懿
'zhao'ji'qian'lou 招集浅陋
'zhao'ling'le'ji'yu'fan'wu 赵灵勒迹于番吾
'zhao'min'suo'yang 兆民所仰
'zhao'min'yi'hao 兆民伊好
'zhao'ming'xin'qu 昭明心曲
'zhao'ming'you'rong 昭明有融
'zhao'ran'ke'jian'ye 昭然可见也
'zhao'ran'ke'jian'yi 昭然可鉴矣
'zhao'shuai'yi'wen'sheng'cong'xiang 赵衰以文胜从飨
'zhao'ti 昭体
'zhao'ti'fu'za 诏体浮杂
'zhao'wei'lian'zhu 肇为连珠
'zhao'yi'zhi'ci'fu 赵壹之辞赋
'zhao'zhe 诏者
'zhao'zhi'xu'li 赵至叙离
'zhao'zhuo'yi'song'wen 昭灼以送文
'zhao'zi'tai'ji 肇自太极
'zhao'zi'xue'qi 肇自血气
'zhe'ren'zhi'song 哲人之颂
'zhen'bai'lv'yu'yi'zhi 贞百虑于一致
'zhen'ben'er'mo'cong 振本而末从
'zhen'bie'qi'yi 甄别其义
'zhen'cai'yu'ci'fu 振采于辞赋
'zhen'ci'wei'feng 振此威风
'zhen'gan'shui'ze 贞干谁则
'zhen'lei'shi'yu'yao'dian 震雷始于曜电
'zhen'ming'bei'lei 箴铭碑诔
'zhen'niao'mei'song'nv 鸩鸟媒娀女
'zhen'qi'hui'lie 振其徽烈
'zhen'quan'yu'guo 箴全御过
'zhen'sui'cun'yi 真虽存矣
'zhen'wei'de'gui 箴惟德轨
'zhen'wei'shi'bei 振危释惫
'zhen'wen'wei'jue 箴文委绝
'zhen'xu'di'ji 甄序帝勣
'zhen'ye 针也
'zhen'yi'kao'ke 甄毅考课
'zhen'zai'fu'cun 真宰弗存
'zhen'zhe 箴者
'zhen'zhuo'jing'ci 斟酌经辞
'zhen'zhuo'nong'dan 斟酌浓淡
'zhen'zi'qu'yi 侲子驱疫
'zheng'bao'er'wen'ze 政暴而文泽
'zheng'bo'ru'chen 郑伯入陈
'zheng'bu'ji'ya 政不及雅
'zheng'cai'yao'hu'zhu'lan 正采耀乎朱蓝
'zheng'cun'wang'yi'biao'quan'jie 征存亡以标劝戒
'zheng'dui'suo'yi'wei'lie'ye 正对所以为劣也
'zheng'dui'wei'lie 正对为劣
'zheng'dui'zhe 正对者
'zheng'er'wei'zhi 整而微质
'zheng'fu'min'xia 政阜民暇
'zheng'guang'yu'cai 争光鬻采
'zheng'guo'suo'yi'yun'wang 郑国所以云亡
'zheng'hui'yu'bi'zhi'qian 征贿鬻笔之愆
'zheng'ji'xiao'xue 征集小学
'zheng'jia'yi'ju'zhi'qi 争价一句之奇
'zheng'jun'zhi'shi'li 郑君之释礼
'zheng'mei'cheng'yi'pu'lun 征枚乘以蒲轮
'zheng'mo'gui'ben 正末归本
'zheng'nai'fu'mi 政乃弗迷
'zheng'pai'zhe'yi'yuan 整派者依源
'zheng'pian'ye 正偏也
'zheng'pian'zhang'zhi'shi 征篇章之士
'zheng'ping'kuang'han'yi'zhi'lu 正平狂憨以致戮
'zheng'qi'e'ren'zhi'shi 征其恶稔之时
'zheng'ren'mai'du'er'huan'zhu 郑人买椟而还珠
'zheng'ren'zi'xue 征人资学
'zheng'sheng'di'er 征圣第二
'zheng'sheng'yi'qi 郑声易启
'zheng'shi'pu'shi 郑氏谱诗
'zheng'shi'yi'dui'ye 征事以对也
'zheng'wei'di'si 正纬第四
'zheng'wen'ming'bai 正文明白
'zheng'wu'gao'run 政无膏润
'zheng'xiang'yan'sheng 正响焉生
'zheng'xu'xiang'can 政序相参
'zheng'yan'gong'jing'yi'bing'yong 正言共精义并用
'zheng'yan'shen'ming 征验甚明
'zheng'ye 正也
'zheng'yi'ju'hu'ren'shi 征义举乎人事
'zheng'yin'guai'su 正音乖俗
'zheng'yu'sheng'xia 徵羽声下
'zheng'zhao'fang'wei 征召防伪
'zheng'zhi'zhou'kong 征之周孔
'zhi'bi'zuo'you 执笔左右
'zhi'bian'er'hou'tong'qi'shu 至变而后通其数
'zhi'bian'yu'qing'li 致辨于情理
'zhi'bian'yu'shi'li 致辨于事理
'zhi'bu'chu'yu'za'dang 志不出于杂荡
'zhi'cheng'di'pin'lu 至成帝品录
'zhi'chong'wen'zhi'guan 置崇文之观
'zhi'ci'cuan'ying 枝辞攒映
'zhi'ci'yu'wang'zhi'shang 织辞鱼网之上
'zhi'da'yu'fu'tu 至大禹敷土
'zhi'dai'wen'ye 质待文也
'zhi'dao'yu'ge'ku'zhi'mei 致祷于歌哭之美
'zhi'de'yi'ning'qi'hua 至德以凝其化
'zhi'deng'can'jin'ji 至邓粲晋纪
'zhi'dong'fang'man'qian 至东方曼倩
'zhi'duo'pian'hao 知多偏好
'zhi'er'bu'ye 直而不野
'zhi'er'hou'xian 执而后显
'zhi'er'yu'yi'zhe 之而于以者
'zhi'fan'zong'yao 治繁总要
'zhi'fang'zhi'ju'er 直方之举耳
'zhi'fu'tiao'zhong'wei'yi 知夫调钟未易
'zhi'fu'ying'cong 枝附影从
'zhi'gan'si'huang 志感丝篁
'zhi'gao'er'yan'zhuang 志高而言壮
'zhi'gen'di'pan'shen 至根柢槃深
'zhi'gong'dao'shen 志共道申
'zhi'guan'jian 置关键
'zhi'gui'nan'dong 直归南董
'zhi'han'ding'qin'chu 至汉定秦楚
'zhi'he'wen'ze 志合文则
'zhi'hu'dian'xun 志乎典训
'zhi'hua'wei'yi 致化惟一
'zhi'jin'wen'chang 志尽文畅
'zhi'jing'er'hou'chan'qi'miao 至精而后阐其妙
'zhi'jing'xin'yi 职竞新异
'zhi'jiu'tian'yi'wei'zheng 指九天以为正
'zhi'lei'er'qiu 指类而求
'zhi'li'gou'ci 支离构辞
'zhi'liu'qi'zhi'lei'hui'zi 至柳妻之诔惠子
'zhi'men'liang'guan 雉门两观
'zhi'ming'ci'zong 致名辞宗
'zhi'ming'di'zuan'rong 至明帝纂戎
'zhi'mu'hong'cai 志慕鸿裁
'zhi'nai'bi'yu'qiu'chi 至乃比语求蚩
'zhi'pei'you'yu 执辔有馀
'zhi'qi'pan'huan 志气槃桓
'zhi'qi'zhi'fu'qi'ye 志气之符契也
'zhi'qie'er'tiao'huan 旨切而调缓
'zhi'ren'ji 制人纪
'zhi'rong'xie'fa 治戎燮伐
'zhi'ru'chen'zun'zhan'ci 至如陈遵占辞
'zhi'ru'cui'yin'lei'zhao 至如崔骃诔赵
'zhi'ru'guan'zhong'xiao'qie 至如管仲孝窃
'zhi'ru'huang'di'you'zhu'xie'zhi'wen 至如黄帝有祝邪之文
'zhi'ru'jing'tong'za'qi 至如敬通杂器
'zhi'ru'jun'qing'chun'she 至如君卿唇舌
'zhi'ru'li'kang'yun'ming 至如李康运命
'zhi'ru'ma'yi'ru'xue 至如麻衣如雪
'zhi'ru'qi'mao'shan'hai 至如气貌山海
'zhi'ru'shang'han 至如商韩
'zhi'ru'shi'heng'cai'you 至如士衡才优
'zhi'ru'wei'wen'shu'dian 至如魏文述典
'zhi'ru'wen'ju'zhi'jian'mi'heng 至如文举之荐祢衡
'zhi'ru'wu'qiu'zhi'bo'xie'gong 至如吾丘之驳挟弓
'zhi'ru'ya'yong'tang'hua 至如雅咏棠华
'zhi'ru'zhang'heng'ji'shi 至如张衡讥世
'zhi'ru'zheng'zhuang'zhi'fu'da'sui 至如郑庄之赋大隧
'zhi'ru'zhong'ren'zhi'yan'yi'zong'shu 至如仲任置砚以综述
'zhi'ruo'fu'zi'ji'sheng 至若夫子继圣
'zhi'ruo'yin'zheng'xi'he 至若胤征羲和
'zhi'sheng'wen'yuan'zai 制胜文苑哉
'zhi'sheng'zhe'si'rui'yi'sheng'lao 志盛者思锐以胜劳
'zhi'shi'du'qu 制诗度曲
'zhi'shi'gu'sui 志实骨髓
'zhi'shi'ji'qi'keng'qiang 制氏纪其铿锵
'zhi'shi'nan'feng 知实难逢
'zhi'shi'pei'wei 指事配位
'zhi'shi'qu'lun'yi 至石渠论艺
'zhi'shi'she'ming 制施赦命
'zhi'shi'zao'shi 指事造实
'zhi'shu'er'yi 智术而已
'zhi'shu'zhi'zi 智术之子
'zhi'si'miu'ye 致斯谬也
'zhi'si'xu'fen 志思蓄愤
'zhi'tai'jia'ji'li 至太甲既立
'zhi'ti'bi'shuang 支体必双
'zhi'ti'gao'bing 治体高秉
'zhi'tian'shi 指天时
'zhi'tiao'wu'jing 枝条五经
'zhi'tong'mei'jia 志同枚贾
'zhi'wei'guo'jian'ji 至魏国笺记
'zhi'wei'jin'qun'cai 至魏晋群才
'zhi'wei'ren'yin'pai'shuo'yi'zhu'xiao'shu 至魏人因俳说以著笑书
'zhi'wei'shen'yuan 志惟深远
'zhi'wei'wen'chen'si 至魏文陈思
'zhi'wen'dai'bian 质文代变
'zhi'wen'jiao'jia 质文交加
'zhi'wen'yan'shi 质文沿时
'zhi'wu'di'wei'xin 至武帝惟新
'zhi'xi'du'zhi'bi'mu 至西都之比目
'zhi'xia'di'si'shi'yi 指瑕第四十一
'zhi'xiang'ru'shu'bi 至相如属笔
'zhi'xiao'wu'bu'si 至孝武不嗣
'zhi'xiao'wu'zhi'shi 至孝武之世
'zhi'xing'zhi'ben'ye 制性之本也
'zhi'xuan'di'ya'song 至宣帝雅颂
'zhi'yan'bu'yong 直言不咏
'zhi'yan'you'wei 置言有位
'zhi'yan'zhi'xuan'nan'bei'yi 知言之选难备矣
'zhi'yang'qi'zhi'pian 制养气之篇
'zhi'yang'xiong'ji'gu 至扬雄稽古
'zhi'yao'you'da'tang'zhi'ge 至尧有大唐之歌
'zhi'ye 至也
'zhi'ye'jun'mao 枝叶峻茂
'zhi'yi'bu'ke'yi'du'she'ye 执一不可以独射也
'zhi'yi'chun'zheng 植义纯正
'zhi'yi'ding'yan 志以定言
'zhi'yi'er'wan'bi'yi 知一而万毕矣
'zhi'yi'wei'le 指以为乐
'zhi'yi'wei'qing 指以为情
'zhi'yin'di'si'shi'ba 知音第四十八
'zhi'yin'jun'zi 知音君子
'zhi'yin'qi'nan'zai 知音其难哉
'zhi'yong'wu'ya 智用无涯
'zhi'you'pian'ye 志有偏也
'zhi'yu'ban'fu'zhi'bei'zheng'xi'zheng 至于班傅之北征西征
'zhi'yu'ban'gu'fu'yi 至于班固傅毅
'zhi'yu'cao'qu'qin'zu 至于草区禽族
'zhi'yu'chen'lin'jian'ci 至于陈琳谏辞
'zhi'yu'chen'si'ke'wen 至于陈思客问
'zhi'yu'cui'ban'zhang'cai 至于崔班张蔡
'zhi'yu'fu'wei'gai'gu'zhe 至于夫惟盖故者
'zhi'yu'guang'wu'zhi'shi 至于光武之世
'zhi'yu'han'dan'shou'ming 至于邯郸受命
'zhi'yu'hou'han'ji'zhuan 至于后汉纪传
'zhi'yu'ji'bian'tong'shi 至于记编同时
'zhi'yu'jin'dai'zhi'shu 至于晋代之书
'zhi'yu'jing'dian'yin'ai 至于经典隐暧
'zhi'yu'lin'lai'jie'xiang 至于林籁结响
'zhi'yu'pan'xu'fu'jie 至于潘勖符节
'zhi'yu'pin'zao 挚虞品藻
'zhi'yu'pou'qing'xi'cai 至于剖情析采
'zhi'yu'qin'zheng'ke'wen 至于秦政刻文
'zhi'yu'san'liu'za'yan 至于三六杂言
'zhi'yu'shang'lv 至于商履
'zhi'yu'shi'huang'le'yue 至于始皇勒岳
'zhi'yu'shi'ren'ou'zhang 至于诗人偶章
'zhi'yu'shi'song'da'ti 至于诗颂大体
'zhi'yu'shu'huai 挚虞述怀
'zhi'yu'si'biao'xian'zhi 至于思表纤旨
'zhi'yu'su'shun'zhang'sheng 至于苏顺张升
'zhi'yu'tu'shan'ge'yu'hou'ren 至于涂山歌于候人
'zhi'yu'tuo'yun'long 至于托云龙
'zhi'yu'wang'lang'za'zhen 至于王朗杂箴
'zhi'yu'wei'zhi'san'zu 至于魏之三祖
'zhi'yu'wen'ye 志于文也
'zhi'yu'xian'san 置于闲散
'zhi'yu'xiong'zhi'dao 至鬻熊知道
'zhi'yu'xu'shu'ai'qing 至于序述哀情
'zhi'yu'xu'zhi'shu'shi 至于序志述时
'zhi'yu'xuan'qi'gu'chui 至于轩岐鼓吹
'zhi'yu'xun'fan'ling'za'zhi'shu 至于寻繁领杂之术
'zhi'yu'yang'ban'zhi'lun 至于扬班之伦
'zhi'yu'ye 直语也
'zhi'yu'zhang'heng'yuan'pian 至于张衡怨篇
'zhi'yu'zhang'lao'he'shi 至于张老贺室
'zhi'yu'zong'jing'ju'sheng'zhi'dian 至于宗经矩圣之典
'zhi'yu'zou'yang'zhi'shuo'wu'liang 至于邹阳之说吴梁
'zhi'yu'zuo'wei'zuo'fu 至于作威作福
'zhi'yuan'fang'cun 致远方寸
'zhi'yun'za'yi'feng'ya 至云杂以风雅
'zhi'zai'dian'mo 志在典谟
'zhi'zai'rong'cai 职在熔裁
'zhi'zai'shang'shu 职在尚书
'zhi'zai'yu'bei 志在于碑
'zhi'zai'zhong'shu 职在中书
'zhi'zhe 制者
'zhi'zhi'zhi'ye 质之至也
'zhi'zhou'mu'xi'zheng 至周穆西征
'zhi'zhou'yu'zhou 智周宇宙
'zhi'zhu'wen'fa 职主文法
'zhi'zu'wen'yuan 志足文远
'zhi'zuo'er'yi 制作而已
'zhong'bu'zhi'yu'zhi'yi'cai 众不知余之异采
'zhong'chang'chang'yan 仲长昌言
'zhong'ci'er'chu'wai 中辞而出外
'zhong'fei'qi'you 终非其有
'zhong'gu'sui'yuan 终古虽远
'zhong'he'zhi'xiang 中和之响
'zhong'hui'xi'shu 锺会檄蜀
'zhong'hui'yi'zi 钟会易字
'zhong'mei'fu'cou 众美辐辏
'zhong'mei'yu'xi'zheng 锺美于西征
'zhong'ni'ge'rong'yu'qi'qi 仲尼革容于欹器
'zhong'ni'shi'yu'er'hua 仲尼饰羽而画
'zhong'ni'suo'zhuan 仲尼所撰
'zhong'ni'yi'qi'zhong 仲尼翼其终
'zhong'qiao'zhe'lie'qi'yan'ci 中巧者猎其艳辞
'zhong'ran'xiang'xi 终然相袭
'zhong'ru'huan'nei'zhe'ye 终入环内者也
'zhong'shan'lou'ji'yu'yong'qi 仲山镂绩于庸器
'zhong'shu'zhi'ci'ye 忠恕之辞也
'zhong'shu'zhi'dui 仲舒之对
'zhong'shu'zhuan'ru 仲舒专儒
'zhong'xin'ke'yi 忠信可矣
'zhong'xuan'deng'lou'yun 仲宣登楼云
'zhong'xuan'ju'bi'si'su'gou 仲宣举笔似宿构
'zhong'xuan'qi'shi 仲宣七释
