'a'ba'ye'ka'luo'ji'duo 阿巴耶卡罗笈多
'yi'qie'lou'jing 一切漏经
'yi'qie'ru'lai'jin'gang'san'ye'zui'shang'mi'mi'da'jiao'wang'jing 一切如来金刚三业最上祕密大教王经
'yi'qie'ru'lai'jin'gang'shou'ming'tuo'luo'ni'jing 一切如来金刚寿命陀罗尼经
'yi'qie'ru'lai'zhen'shi'she'da'cheng'xian'zheng'san'mei'da'jiao'wang'jing 一切如来真实摄大乘现证三昧大教王经
'yi'qie'shan'jian'lv'zhu 一切善见律注
'yi'qie'si'she 一箧四蛇
'yi'qie'xian'cheng 一切现成
'yi'qie'xing'ku 一切行苦
'yi'qie'you'ta 一切由他
'yi'qie'zhi 一切智
'yi'qie'zhi'zhi 一切智智
'yi'qie'zhong'zhi 一切种智
'yi'qing 一庆
'yi'qing 义青
'yi'ran 一然
'yi'san'quan'shi 一三权实
'yi'se'yi'xiang'wu'fei'zhong'dao 一色一香无非中道
'yi'sha'duo'sheng 一杀多生
'yi'shan'pai 一山派
'yi'she'na'tian 伊舍那天
'yi'sheng'bu'chu 一生补处
'yi'sheng'fo'hao'yi'sheng'xin 一声佛号一声心
'yi'sheng'guo'sui 一生果遂
'yi'sheng'shen 意生身
'yi'sheng'wan'qian 一生万千
'yi'sheng'xing 异生性
'yi'shi 一实
'yi'shi 意识
'yi'shi'jia'cao 伊师迦草
'yi'shi'jia'shan 伊师迦山
'yi'shi'liu'chuang 一室六窗
'yi'shu 异熟
'yi'shuo'bu 一说部
'yi'si'bu'gua 一丝不挂
'yi'ta'qi'xing 依他起性
'yi'teng'zheng'xin 依藤证信
'yi'tian 义天
'yi'tong 义通
'yi'wei'chan 一味禅
'yi'wei'yun 一味蕴
'yi'xi'ban'jue 意希班觉
'yi'xi'na'yi 一袭衲衣
'yi'xi'na'yi 一袭纳衣
'yi'xia'jiu'xun 一夏九旬
'yi'xia'lun 夷夏论
'yi'xiang 一向
'yi'xiang 义湘
'yi'xiang'yi'kui 一向一揆
'yi'xiang'zhuan'xiu 一向专修
'yi'xiang'zong 一向宗
'yi'xin 一心
'yi'xin'bu'luan 一心不乱
'yi'xin'chuan'xin 以心传心
'yi'xin'er'men 一心二门
'yi'xin'san'guan 一心三观
'yi'xin'san'huo 一心三惑
'yi'xin'san'zhi 一心三智
'yi'xing 一行
'yi'xing'dao 易行道
'yi'xing'jie'cheng 一性皆成
'yi'xing'san'mei 一行三昧
'yi'xiu 一休
'yi'xiu'chi'mi 一休吃蜜
'yi'xiu'jue 一宿觉
'yi'xiu'shai'cang'jing 一休晒藏经
'yi'xiu'sheng 一宿圣
'yi'xiu'yu'wu'xiu 一休与五休
'yi'xuan 义玄
'yi'yi 义邑
'yi'yi'wu'liang'ming 一义无量名
'yi'yin'hui 一印会
'yi'yin'jiao 一音教
'yi'you'tuo'na 一优陀那
'yi'yu 一玉
'yi'yu'san 一与三
'yi'yu'shi 一与十
'yi'yuan 一圆
'yi'yuan'jian'li 一愿建立
'yi'zai'jue'tou'bian 意在钁头边
'yi'zheng'er'bao 依正二报
'yi'zhi 抑止
'yi'zhi'chan 一指禅
'yi'zhi'chan'de'gu'shi 一指禅的故事
'yi'zhi'jian'ding'de'ren 意志坚定的人
'yi'zhi'zhu'yu'yi'zhi'ji'de'yi'sheng 一只猪与一只鸡的一生
'yi'zhuan'yu 一转语
'yi'zi'bu'shuo 一字不说
'yi'zi'chan 一字禅
'yi'zi'di 一子地
'yi'zi'fo'ding'lun'wang'jing 一字佛顶轮王经
'yi'zi'jin'lun 一字金轮
'yi'zi'san'dian 伊字三点
'yi'zi'wen'shu 一字文殊
'yi'zi'zhou 一字咒
'yi'zong'gou 一宗构
'yi'zu'po'san'guan 一镞破三关
'yi'zun 一遵
'yi'zun'fo 一尊佛
'yi'zuo'shi'san'gui 衣座室三轨
'yi'zuo'si'shi'nian 一坐四十年
'yin 因
'yin'chuan'shi'hai'bao'ta'si 银川市海宝塔寺
'yin'du 印度
'yin'du'fo'jiao 印度佛教
'yin'du'fo'jiao'ci'en'hui 印度佛教慈恩会
'yin'du'fo'jiao'xie'hui 印度佛教协会
'yin'du'he'wen'ming 印度河文明
'yin'du'wen'xian'shi 印度文献史
'yin'fen 因分
'yin'ge'si 银阁寺
'yin'guang 饮光
'yin'guang 印光
'yin'guang'bu 饮光部
'yin'guo 因果
'yin'guo'bao'ying 因果报应
'yin'hai 印海
'yin'huai'wen'cheng 印坏文成
'yin'huo'liang'qi 银货两讫
'yin'jian 印简
'yin'jie 淫戒
'yin'jiu'jie 饮酒戒
'yin'ju'di'fang 隐居地方
'yin'ke 印可
'yin'lu'pu'sa 引路菩萨
'yin'men'liu'yi 因门六义
'yin'mi'nian'fo 隐祕念佛
'yin'ming'ba'men 因明八门
'yin'ming'ru'zheng'li'lun 因明入正理论
'yin'ming'ru'zheng'li'lun'shu 因明入正理论疏
'yin'ming'xue 因明学
'yin'ming'yi'duan 因明义断
'yin'ming'zheng'li'men'lun 因明正理门论
'yin'neng'bian 因能变
'yin'ni'fo'jiao 印尼佛教
'yin'qi 印契
'yin'qing 引磬
'yin'rong 印融
'yin'san'xiang 因三相
'yin'sheng'fo'shi 音声佛事
'yin'sheng'nian'fo 引声念佛
'yin'shi'si'guo 因十四过
'yin'shun 印顺
'yin'tuo'luo 因陀罗
'yin'tuo'luo'bu'di 因陀罗布底
'yin'tuo'luo'ku 因陀罗窟
'yin'wang'yi'nian 阴妄一念
'yin'xing'fa 隐形法
'yin'ye 引业
'yin'yin 引因
'yin'yuan 印元
'yin'yuan 因缘
'yin'yuan'bian 因缘变
'yin'yuan'suo'cheng 因缘所成
'yin'yuan'xing 因缘性
'yin'yuan'yi 因缘依
'yin'zhong'wu'guo 因中无果
'yin'zhong'you'guo 因中有果
'yin'zuo 引座
'ying'he'zong'lun 应和宗论
'ying'hua 应化
'ying'jiang'si 迎江寺
'ying'jin'yu'tang 应金玉堂
'ying'luo 璎珞
'ying'qi 应其
'ying'shan'qing'gui 莹山清规
'ying'shen 应身
'ying'tu 应土
'ying'xian'mu'ta 应县木塔
'ying'xian'qiao'zhi'yuan'si 迎仙桥祗园寺
'ying'zi'tou'chuang 蝇子投窗
'yong'ai'gan'dong'nin'de'xin 用爱感动您的心
'yong'an'shi'yuan'ming'si 永安市圆明寺
'yong'bu'la'gang 雍布拉岗
'yong'ding 永定
'yong'guan 永观
'yong'he'gong 雍和宫
'yong'hui'zuo'me 用会作么
'yong'jia'xuan'jue 永嘉玄觉
'yong'jia'zheng'dao'ge 永嘉证道歌
'yong'jue'he'shang'guang'lu 永觉和尚广录
'yong'ming'yan'shou'chan'jing'si'liao'jian 永明延寿禅净四料简
'yong'ming'zhi'jue'chan'shi'wei'xin'jue 永明智觉禅师唯心诀
'yong'nian'fo 踊念佛
'yong'ning'chan'si 永宁禅寺
'yong'ning'si 永宁寺
'yong'ping'guang'lu 永平广录
'yong'ping'qing'gui 永平清规
'yong'ping'si 永平寺
'yong'qi 勇气
'yong'quan'chan'si 涌泉禅寺
'yong'quan'si 涌泉寺
'yong'xing'si 永兴寺
'yong'yu 永璵
'yong'yuan'xiang'xin 永远相信
'yong'zheng 雍正
'yong'zuo 永琢
'you 有
'you'bian'wu'bian'lun 有边无边论
'you'bo'li 优波离
'you'bo'li'chu'jia 优波离出家
'you'bo'luo'hua 优钵罗华
'you'bo'nan'tuo'long'wang 优波难陀龙王
'you'bo'ti'she 优波提舍
'you'ding'tian 有顶天
'you'dong'ding 有动定
'you'dui 有对
'you'dui'chu 有对触
'you'fa'cha'bie'xiang'wei'yin 有法差别相违因
'you'fa'zi'xiang'xiang'wei'yin 有法自相相违因
'you'fen'shi 有分识
'you'fo'wu'fo'xing'xiang'chang'zhu 有佛无佛性相常住
'you'fu'wu'ji 有覆无记
'you'gen'shen 有根身
'you'gong'yong 有功用
'you'guo'si 祐国寺
'you'hui'zhen 尤惠贞
'you'jiao'wu'ren 有教无人
'you'jiong 有炯
'you'lou 有漏
'you'lou'dao 有漏道
'you'lou'ding 有漏定
'you'lou'duan 有漏断
'you'lou'jing'tu 有漏净土
'you'lou'pin'luo'jia'ye 优楼频螺迦叶
'you'lou'pin'luo'ju'luo 优楼频螺聚落
'you'lou'qu 优楼佉
'you'lou'shan 有漏善
'you'lou'shi 有漏识
'you'lou'ye 有漏业
'you'lou'zhi 有漏智
'you'mei 友梅
'you'ning'si 佑宁寺
'you'po'ju'duo 优婆鞠多
'you'po'sai 优婆塞
'you'po'sai'jie'jing 优婆塞戒经
'you'qing 有庆
'you'qing 有情
'you'qing'shu 有情数
'you'rao 右绕
'you'shi'luo 优尸罗
'you'shun'si 佑顺寺
'you'song'yuan'di 友松圆谛
'you'sui'mian'xin 有随眠心
'you'suo'de 有所得
'you'suo'yi 有所依
'you'tan 有贪
'you'tan'ba'luo 优昙跋罗
'you'ti 有体
'you'tian'wang 优填王
'you'tuo'luo'luo'mo'zi 优陀罗罗摩子
'you'tuo'na 优陀那
'you'wei 有为
'you'wei'wu'lou 有为无漏
'you'wei'zhuan'bian 有为转变
'you'wo'zai 有我在
'you'xiang 有想
'you'xiang 有相
'you'xiang'an'le'xing 有相安乐行
'you'xiang'guan 有相观
'you'xiang'wu'xiang'man'tu'luo 有相无相曼荼罗
'you'xiang'zhou 游祥洲
'you'xin'ren 有心人
'you'xin'wei 有心位
'you'xing 游行
'you'xue 有学
'you'xun 由旬
'you'xun'you'ci 有寻有伺
'you'yan 有严
'you'yi 有一
'you'yi'shu 有异熟
'you'yu'bu'cheng'guo 犹豫不成过
'you'yu'nie'pan 有余涅槃
'you'yu'wu 有与无
'you'yuan 有缘
'you'zhi'shou 有执受
'you'zhi'xi'qi 有支习气
'you'zhu'wu 有主物
'you'zuo'wu'zuo 有作无作
'yu 喻
'yu 欲
'yu'cai'zhi'dao 育才之道
'yu'cheng'kang'si'lang 玉城康四郎
'yu'duo'tian'huang 宇多天皇
'yu'fo 浴佛
'yu'fo'ji 浴佛偈
'yu'fo'si 玉佛寺
'yu'fo'tong'zai 与佛同在
'yu'fo'wu'yuan 与佛无缘
'yu'fo'zan 浴佛赞
'yu'ga'shi'di'lun 瑜伽师地论
'yu'ga'zhang'zhe 郁伽长者
'yu'han'shan'shi'ku 玉函山石窟
'yu'hei'shan 羽黑山
'yu'hua'si 玉华寺
'yu'huang'guan'nian'fo'tang 玉皇观念佛堂
'yu'jia 瑜伽
'yu'jia'jing 瑜伽经
'yu'jia'xing'pai 瑜伽行派
'yu'jian'e'mi'tuo'fo 遇见阿弥陀佛
'yu'jiao'er'di 于教二谛
'yu'jie 欲界
'yu'jing'bo'shou 宇井伯寿
'yu'jing'yi'gong'yu'zao'shen'ji 俞净意公遇灶神记
'yu'jun'fang 于君方
'yu'lan'pen'hui 盂兰盆会
'yu'lan'pen'jing 盂兰盆经
'yu'lin'guo'shi 玉琳国师
'yu'lin'ku 榆林窟
'yu'ling'bo 于凌波
'yu'na'shi'jie'guo 臾那世界国
'yu'qing 余庆
'yu'quan'si 玉泉寺
'yu'ren'de'zhi'hui 愚人的智慧
'yu'tian 于阗
'yu'tu'chao 愚秃钞
'yu'xi'le'di 羽溪了谛
'yu'xing 雨行
'yu'xiu'shi'wang'sheng'qi'jing 预修十王生七经
'yu'xuan'yu'lu 御选语录
'yu'ye'jing 玉耶经
'yu'yu 虞愚
'yu'zhe'zhi'chan'shi'yu'lu 愚者智禅师语录
'yu'zhi'jian'mo'bian'yi'lu 御制拣魔辨异录
'yuan 愿
'yuan'bei'cang 缘悲藏
'yuan'ce 圆测
'yuan'chang 元长
'yuan'cheng 圆澄
'yuan'cheng'si 园城寺
'yuan'dai'fo'jiao 元代佛教
'yuan'dao'bi'xie'shuo 原道辟邪说
'yuan'dun'cheng'fo'lun 圆顿成佛论
'yuan'dun'jie 圆顿戒
'yuan'dun'zhi'guan 圆顿止观
'yuan'fo'jiao 圆佛教
'yuan'guang 元光
'yuan'guang 圆光
'yuan'guang'si 圆光寺
'yuan'heng'shi'shu 元亨释书
'yuan'heng'si 元亨寺
'yuan'jiao 圆教
'yuan'jie'ying'chan'shi'yu'lu 元洁莹禅师语录
'yuan'jue 缘觉
'yuan'jue'jing 圆觉经
'yuan'jue'jing'dao'chang'xiu'zheng'yi 圆觉经道场修证仪
'yuan'jue'jing'she 园觉精舍
'yuan'jue'si 圆觉寺
'yuan'kong 圆空
'yuan'kong 源空
'yuan'lai 元来
'yuan'li'duan'jiu 缘理断九
'yuan'li'zheng'de'jing 原理证得经
'yuan'meng 圆梦
'yuan'mi'yi'zhi 圆密一致
'yuan'pin'wu'ming 元品无明
'yuan'qi 缘起
'yuan'qi'guan 缘起观
'yuan'qi'xiang'you 缘起相由
'yuan'qi'xing'kong 缘起性空
'yuan'qie'si 缘切寺
'yuan'qing 元庆
'yuan'qing 源清
'yuan'ren 圆仁
'yuan'ren'lun 原人论
'yuan'rong 圆融
'yuan'rong'zhi'dao 圆融之道
'yuan'shan'san'da'zang'mu'lu 缘山三大藏目录
'yuan'sheng'fa 缘生法
'yuan'shi'fo'jiao 原始佛教
'yuan'tian'zong'hui 园田宗惠
'yuan'tong 圆通
'yuan'tong'si 圆通寺
'yuan'wu 圆悟
'yuan'wu'fo'guo'chan'shi'yu'lu 圆悟佛果禅师语录
'yuan'xian 元贤
'yuan'xiao 元晓
'yuan'xin 源信
'yuan'xing'si 元兴寺
'yuan'ying 圆瑛
'yuan'yu 元瑜
'yuan'ze'chan'shi 圆泽禅师
'yuan'zhao 元昭
'yuan'zhao 元照
'yuan'zhao 圆照
'yuan'zhen 圆珍
'yuan'zong 圆宗
'yue'ai'san'mei 月爱三昧
'yue'bu'chang'zhu 月不常住
'yue'cang'zhi'jin 阅藏知津
'yue'cheng 月称
'yue'chuan'he'shang 月船和尚
'yue'deng'san'mei'jing 月灯三昧经
'yue'ding 月顶
'yue'guan 月官
'yue'guang'pu'sa 月光菩萨
'yue'jing'si 月精寺
'yue'liang'tou'bu'qu 月亮偷不去
'yue'lin'si 岳林寺
'yue'lun'guan 月轮观
'yue'nan'fo'jiao 越南佛教
'yue'san'mei'ye'zui 越三昧耶罪
'yue'shang'nv'jing 月上女经
'yue'tian 月天
'yue'xia 月霞
'yue'xing 月性
'yue'yin'shi'pu 月印释谱
'yue'zhi 月氏
'yun'ban 云版
'yun'chang 运敞
'yun'cheng'shi'rui'cheng'xian'shou'sheng'si 运城市芮城县寿圣寺
'yun'fen 允汾
'yun'fu'chan'si 云福禅寺
'yun'gang'shi'ku 云冈石窟
'yun'he'shi'shan'pu'ren'si 云和狮山普仁寺
'yun'ju'shan 云居山
'yun'ju'si 云居寺
'yun'kan 允堪
'yun'men'kuang'zhen'chan'shi'guang'lu 云门匡真禅师广录
'yun'men'mai'lang'huai'chan'shi'zong'men'she'nan 云门麦浪怀禅师宗门设难
'yun'men'shan 云门山
'yun'men'si 云门寺
'yun'men'zong 云门宗
'yun'qi'fa'hui 云栖法汇
'yun'qing 运庆
'yun'ruo 允若
'yun'shui 云水
'yun'shui'chan'xin'ge'chang'ban 云水禅心歌唱版
'yun'shui'sui'yuan 云水随缘
'yun'ting 芸亭
'yun'yan'si 云巖寺
'yun'zai'qing'tian'shui'zai'ping 云在青天水在瓶
'za'a'han'jing 杂阿含经
'za'a'pi'tan'xin'lun 杂阿毗昙心论
'za'bao'cang'jing 杂宝藏经
'za'ran 杂染
'za'xiu'shi'san'shi 杂修十三失
'zai'jia 在家
'zai'shi'ren'gou'yuan 再世人狗缘
'zan 赞
'zan'fo'ji 赞佛偈
'zan'ning 赞宁
'zan'seng'ge 赞僧歌
'zan'song'e'mi'tuo'fo 赞颂阿弥陀佛
'zang'chuan'da'bei'zhou 藏传大悲咒
'zang'fa 葬法
'zao'dao'jing'zheng 早岛镜正
'zao'dou 澡豆
'zao'ta'zhe 糟蹋者
'zao'xiang'liang'du'jing 造像量度经
'ze'ma'yu'ci'bei 责骂与慈悲
'ze'mie 择灭
'ze'mu'xing'dao 泽木兴道
'zei'zhu 贼住
'zen'neng'hui'de 怎能会得
'zeng'gu'wen'xiong 增谷文雄
'zeng'shang'guo 增上果
'zeng'shang'si 增上寺
'zeng'shang'yuan 增上缘
'zeng'yi'a'han'jing 增壹阿含经
'zeng'yi'fa 增益法
'zeng'yu'chu 增语触
'zeng'zhang'tian 增长天
'zeng'zhi'bu 增支部
'zha'cang 札仓
'zha'shen'lun'bu'si 札什伦布寺
'zhai 斋
'zhai'mo'pai 宅磨派
'zhan'bo'guo 瞻波国
'zhan'bo'shu 瞻卜树
'zhan'cha'shan'e'ye'bao'jing 占察善恶业报经
'zhan'ran'si 湛然寺
'zhan'shan'si 湛山寺
'zhan'tan'rui'xiang 旃檀瑞像
'zhan'tan'shu 旃檀树
'zhan'tuo'luo 旃陀罗
'zhan'zhe 战遮
'zhan'zhu'guo 战主国
'zhang'ai'bie'ren'jiu'shi'zhang'ai'zi'ji 障碍别人就是障碍自己
'zhang'cheng'ji 张澄基
'zhang'lao'ji 长老偈
'zhang'lin 杖林
'zhang'liu'fo 丈六佛
'zhang'man'tao 张曼涛
'zhang'suo'zhi'lun 彰所知论
'zhang'ting'rong 张廷荣
'zhang'zhong'lun 掌中论
'zhao'bu'hui'lai 找不回来
'zhao'chan'xin 找禅心
'zhao'he'fa'bao'zong'mu'lu 昭和法宝总目录
'zhao'hui 昭慧
'zhao'jue'si 昭觉寺
'zhao'liang'jie 赵亮杰
'zhao'lun 肇论
'zhao'ming'tai'zi 昭明太子
'zhao'mu'ke'song 朝暮课诵
'zhao'pu'chu 赵朴初
'zhao'qing'lv'si 昭庆律寺
'zhao'ti 招提
'zhao'tian'hui'fan 沼田惠范
'zhao'wa'fo'jiao 爪哇佛教
'zhao'zhi'feng 赵智凤
'zhao'zhou'chan'cha'song 赵州禅茶颂
'zhao'zhou'de'fo 赵州的佛
'zhao'zhou'he'shang'yu'lu 赵州和尚语录
'zhao'zhou'xiao'bian 赵州小便
'zhe'fu'she'shou 折伏摄受
'zhe'jia'guo 磔迦国
'zhe'jiang'sheng'jin'hua'long'pan'si 浙江省金华龙盘寺
'zhe'jie 遮戒
'zhe'na'ye 遮那业
'zhe'quan 遮诠
'zhe'shi'guo 赭时国
'zhe'yi'lun 折疑论
'zhen'cheng'de'shi'su 真诚的世俗
'zhen'fang'de'xia 真放得下
'zhen'guang 振光
'zhen'hai'si 镇海寺
'zhen'hua 真华
'zhen'hui'si 真慧寺
'zhen'ji'chan'lin 真际禅林
'zhen'jia'wang'yu 真假妄语
'zhen'jiang'ye'cha'fa 镇将夜叉法
'zhen'kong'miao'you 真空妙有
'zhen'li'yun'dong 真理运动
'zhen'li'zhi'ru'yi'bao'zhu 真理之如意宝珠
'zhen'neng'li 真能立
'zhen'neng'po 真能破
'zhen'ru 真如
'zhen'ru'men 真如门
'zhen'ru'si 真如寺
'zhen'shu'jia'shu 甄叔迦树
'zhen'wang'er'xin 真妄二心
'zhen'wang'song 真妄颂
'zhen'wei'shi'liang 真唯识量
'zhen'xi'xian'zai 珍惜现在
'zhen'xian'liang 真现量
'zhen'xin'bu'mei 真心不昧
'zhen'xin'zhi'shuo 真心直说
'zhen'yan 真言
'zhen'yan'chuan 真言传
'zhen'yan'lv'zong 真言律宗
'zhen'yan'zong 真言宗
'zhen'yuan'xin'ding'shi'jiao'mu'lu 贞元新定释教目录
'zhen'zheng'de'zi'ji 真正的自己
'zhen'zheng'hui'da 真正回答
'zhen'zong'shi'pai 真宗十派
'zheng 诤
'zheng'bao 正报
'zheng'cang'yuan 正仓院
'zheng'che 正彻
'zheng'cheng 正澄
'zheng'dao 正道
'zheng'ding'ye 正定业
'zheng'fa 正法
'zheng'fa'nian'chu'jing 正法念处经
'zheng'fa'yan'zang 正法眼藏
'zheng'fa'yan'zang'sui'wen'ji 正法眼藏随闻记
'zheng'guan 正观
'zheng'guo 正果
'zheng'jian 正见
'zheng'jue 正觉
'zheng'kong 证空
'zheng'kong'si 证空寺
'zheng'li'di'lun 正理滴论
'zheng'li'jing 正理经
'zheng'liang'bu 正量部
'zheng'nian 正念
'zheng'shi 正使
'zheng'shi'yan 郑石岩
'zheng'xiang'mo 正像末
'zheng'xing 正行
'zheng'xing'li'sheng 正性离生
'zheng'xue'li 郑学礼
'zheng'yan 证严
'zheng'yan 正喦
'zheng'yan'fa'shi'kai'shi 证严法师开示
'zheng'yi'bang'yi 正依傍依
'zheng'za'er'xing 正杂二行
'zheng'zhen'huang 郑振煌
'zheng'zhi 正智
'zheng'zhu'er'ye 正助二业
'zheng'zi'yu'fan'zi 正字与反字
'zhi 智
'zhi'bing'zhen'yan 治病真言
'zhi'chan'bing'mi'yao'fa 治禅病祕要法
'zhi'chi'zuo'chi 止持作持
'zhi'dao 智道
'zhi'dao'lun 指导论
'zhi'du'si 志度寺
'zhi'dun 支遁
'zhi'duo 质多
'zhi'duo'shan'bu 制多山部
'zhi'e'xiu'shan 止恶修善
'zhi'en'bao'en 知恩报恩
'zhi'en'si 知恩寺
'zhi'en'yuan 知恩院
'zhi'fen'sheng'man'tu'luo 支分生曼荼罗
'zhi'feng 芝峰
'zhi'fu'si 植福寺
'zhi'gong'ga'ju'pai 止贡噶举派
'zhi'gong'si 止贡寺
'zhi'guan 止观
'zhi'guan'da'zuo 只管打坐
'zhi'guan'fu'xing'chuan'hong'jue 止观辅行传弘决
'zhi'guan'ye 止观业
'zhi'hu'si 陟岵寺
'zhi'hua'si 智化寺
'zhi'ji'yuan 智积院
'zhi'ke 知客
'zhi'kong 指空
'zhi'li 知礼
'zhi'lou'jia'chen 支娄迦谶
'zhi'min'du 支敏度
'zhi'na'nei'xue'yuan 支那内学院
'zhi'na'pu'di'guo 至那仆底国
'zhi'ne 知讷
'zhi'qian 支谦
'zhi'qian 纸钱
'zhi'shi 知事
'zhi'shou'zhi'sheng 只手之声
'zhi'ti 支提
'zhi'ti'guo 支提国
'zhi'ti'shan 支提山
'zhi'ti'si 支提寺
'zhi'tian'de'neng 织田得能
'zhi'wei'you'suo'yi'lai 只为有所以来
'zhi'xing'er'shan 止行二善
'zhi'xuan 知玄
'zhi'yan'xue'yuan 智严学院
'zhi'yu 智谕
'zhi'yu'fa 止雨法
'zhi'yuan 知苑
'zhi'yuan'fa'bao'kan'tong'zong'lu 至元法宝勘同总录
'zhi'yue'lu 指月录
'zhi'zeng 智增
'zhi'zha'jia'tong'zi 制咤迦童子
'zhi'zhi'si 直指寺
'zhi'zhong 致中
'zhi'zhuo 执着
'zhong 钟
'zhong'a'han'jing 中阿含经
'zhong'ban'nie'pan 中般涅槃
'zhong'ben'qi'jing 中本起经
'zhong'ben'qi'xiang 冢本启祥
'zhong'ben'shan'long 冢本善隆
'zhong'bu 中部
'zhong'cun'rui'long 中村瑞隆
'zhong'cun'yuan 中村元
'zhong'dao 中道
'zhong'di 中谛
'zhong'feng'he'shang'guang'lu 中峰和尚广录
'zhong'gong'si 中宫寺
'zhong'guan'bu 中观部
'zhong'guan'lun'shu 中观论疏
'zhong'guan'pai 中观派
'zhong'guan'po'mi'zhi'lun 中观破迷执论
'zhong'guan'xin'lun'song 中观心论颂
'zhong'guan'zhuang'yan'lun 中观庄严论
'zhong'guo 中国
'zhong'guo'fo'jiao 中国佛教
'zhong'guo'fo'jiao'hui 中国佛教会
'zhong'guo'fo'jiao'xie'hui 中国佛教协会
'zhong'guo'fo'si'zhi 中国佛寺志
'zhong'guo'tai'yuan'wu'yi'chan'yuan 中国太原武医禅院
'zhong'he'di'yu 众合地狱
'zhong'hua'da'zang'jing 中华大藏经
'zhong'jian'jing'lv 中间静虑
'zhong'jie'wu'yu'zhong'zheng'wu 重解悟与重证悟
'zhong'jin 中津
'zhong'long'shan'mo'ya'zao'xiang 重龙山摩崖造像
'zhong'lun 中论
'zhong'nan'shan 终南山
'zhong'ning'da'fo'dian 中宁大佛殿
'zhong'pu'tuo'si 中普陀寺
'zhong'shen'zong 中神宗
'zhong'sheng 中圣
'zhong'sheng'dian'ji 众圣点记
'zhong'song'jun'zhang 重松俊章
'zhong'suan 仲算
'zhong'tai'ba'ye'yuan 中台八叶院
'zhong'tian'zhu 中天竺
'zhong'tian'zhu'she'wei'guo'chi'huan'si'tu'jing 中天竺舍卫国祇洹寺图经
'zhong'tong'fen 众同分
'zhong'wai'ri'bao 中外日报
'zhong'xi'niu'lang 中西牛郎
'zhong'xian 重显
'zhong'xing 种性
'zhong'xing'zhi'du 种姓制度
'zhong'xu'mo'he'di'jing 众许摩诃帝经
'zhong'xue'fa 众学法
'zhong'xun 忠寻
'zhong'ya'fo'jiao 中亚佛教
'zhong'yan'pai 中巖派
'zhong'ye'da'hui 中野达慧
'zhong'ye'yi'zhao 中野义照
'zhong'yin'jing 中阴经
'zhong'yin'jiu'du'fa 中阴救度法
'zhong'you 中有
'zhong'zhi'yuan'da'xue 种智院大学
'zhong'zi 种子
'zhong'zun 中尊
'zhong'zun'si 中尊寺
'zhou 咒
'zhou 粥
'zhou'an'shi 周安士
'zhou'bo'kan 周伯戡
'zhou'ji 周及
'zhou'li'pan'tuo'jia 周利槃陀迦
'zhou'liang 周良
'zhou'qiao'yi'zai 舟桥一哉
'zhou'shu'jia 周叔迦
'zhou'xin 周信
'zhou'xuan'de 周宣德
'zhou'yong 周顒
'zhou'yu'cha 粥与茶
'zhou'yuan 咒愿
'zhou'zhi'ce 周知册
'zhu'ba'ga'ju'pai 主巴噶举派
'zhu'bi 竹篦
'zhu'chi 住持
'zhu'chuang'sui'bi 竹窗随笔
'zhu'ding'pu'sa 住定菩萨
'zhu'fa'hu 竺法护
'zhu'fa'lan 竺法兰
'zhu'fa'tai 竺法汰
'zhu'fa'wu'xing'jing 诸法无行经
'zhu'fa'ya 竺法雅
'zhu'fei 朱斐
'zhu'fo'bu'qi 诸佛不欺
'zhu'hang'wu'chang 诸行无常
'zhu'jing'yao'ji 诸经要集
'zhu'li'an 朱利安
'zhu'lian 住莲
'zhu'lin'pai 竹林派
'zhu'lin'si 竹林寺
'zhu'mo 竺摩
'zhu'nian 助念
'zhu'qian 竺潜
'zhu'san 朱伞
'zhu'sha'ya'zhang 竺沙雅章
'zhu'sheng'si 祝圣寺
'zhu'shi'xing 朱士行
'zhu'shu'lan 竺叔兰
'zhu'shuo'bu'tong'ji 诸说不同记
'zhu'tian'chuan 诸天传
'zhu'xi 驻锡
'zhu'xi'si 竹溪寺
'zhu'xiang'zeng'fu 炷香增福
'zhu'xin'fu 注心赋
'zhu'yu'si 茱萸寺
'zhu'yun 煮云
'zhuan'bian 转变
'zhuan'dao 转道
'zhuan'fa'lun 转法轮
'zhuan'feng 转逢
'zhuan'gen 转根
'zhuan'ji'bai'yuan'jing 撰集百缘经
'zhuan'jing 转经
'zhuan'nv'cheng'nan 转女成男
'zhuan'shi 转识
'zhuan'shi'de'zhi 转识得智
'zhuan'yi 转依
'zhuang 幢
'zhuang'yan 庄严
'zhuang'yan'si 庄严寺
'zhuang'zhong'zheng'shou'ling 撞钟征收令
'zhuang'zhou'meng'die 庄周梦蝶
'zhun'ti'pu'sa 准提菩萨
'zhun'ti'zhou 准提咒
'zhuo'huo'ding 拙火定
'zhuo'ni'si 卓尼寺
'zhuo'zhou'shi'hai'chan'lin'si 涿州市海禅林寺
'zhuo'zhou'shi'tian'guo'si 涿州市天国寺
'zi'bai'zun'zhe'quan'ji 紫柏尊者全集
'zi'chan'chan'ta 自忏忏他
'zi'chao 自超
'zi'chun 子淳
'zi'cong 子聪
'zi'de'chan'shi'yu'lu 自得禅师语录
'zi'he'guo 子合国
'zi'jiao'xiang'wei'guo 自教相违过
'zi'jie 字界
'zi'jue 自觉
'zi'li 自利
'zi'li 自力
'zi'li'lun'zheng'pai 自立论证派
'zi'liang 资粮
'zi'lun'guan 字轮观
