'ai'feng'ren'zhi'zi'ye 艾封人之子也
'ze'qu'qu'ran'zhou'ye 则蘧蘧然周也
'ze'qu'zhi'yuan'ye 则去之远也
'ze'quan'qu'er'bu'ke'yi'wei'dong'liang 则拳曲而不可以为栋梁
'ze'que'wu'suo'tao 则雀无所逃
'ze'que'xian'hui'shou'sui'xiong 则缺衔毁首碎胸
'ze'ran'zhi'yi'hu'bu'ran'ye'yi'wu'bian 则然之异乎不然也亦无辩
'ze'ren'gu'shou'qi 则人固受其
'ze'ren'mo'bu'gao'qi'xiong'di 则人莫不告其兄弟
'ze'ren'mo'bu'jin'zhi'yu'qi'qin 则人莫不进之于其亲
'ze'ren'mo'bu'xian'zhi'yu'qi'jun 则人莫不献之于其君
'ze'ren'mo'bu'yu'qi'zi'sun 则人莫不与其子孙
'ze'ren'shi'you'yao'yi 则人始有夭矣
'ze'ren'shi'zhe'ze'yi 则任事者责矣
'ze'ren'yi'you'xi'lian'lian'ru'jiao'qi'suo'er'you'hu'dao'de'zhi'jian'wei'zai 则仁义又奚连连如胶漆索而游乎道德之间为哉
'ze'ru'wei'zhi'hu 则汝为之乎
'ze'ruo'ge'ruo'ku 则若歌若哭
'ze'ruo'yi'si'bian 则若以斯辩
'ze'shang'tong'ye 则尚同也
'ze'shen'gen'ning'ji'er'dai 则深根宁极而待
'ze'shen'xing'er'si 则身刑而死
'ze'sheng'ren'zhi'li'tian'xia'ye'shao'er'hai'tian'xia'ye'duo 则圣人之利天下也少而害天下也多
'ze'shi'bu'nai'qie'qi'guo'bing'yu'qi'sheng'zhi'zhi'fa'yi'shou'qi'dao'zei'zhi'shen'hu 则是不乃窃齐国并与其圣知之法以守其盗贼之身乎
'ze'shi'fei'qie'ren'yi'sheng'zhi'xie 则是非窃仁义圣知邪
'ze'shi'ren'kuang'xing'san'ri'er'bu'yi 则使人狂醒三日而不已
'ze'shi'ren'shan'nu 则使人善怒
'ze'shi'ren'shan'wang 则使人善忘
'ze'shi'shang'hao'zhi'zhi'guo'ye 则是上好知之过也
'ze'shi'su'wei'zhi'bu'xiao'chen 则世俗谓之不肖臣
'ze'shi'su'wei'zhi'bu'xiao'zi 则世俗谓之不肖子
'ze'shi'wang'yin'yan 则试往因焉
'ze'shi'xi'zu'wei'zai 则世奚足为哉
'ze'shi'yan'xing'zhi'qing'bei'zhan'yu'xiong'zhong'ye 则是言行之情悖战于胸中也
'ze'shi'zhe'shi'yi 则失者十一
'ze'shi'zhe'zi'zhu 则失者锱铢
'ze'shi'zhi'yi'hu'bu'shi'ye'yi'wu'bian 则是之异乎不是也亦无辩
'ze'shi'zhong'li'dao'zhi'ye 则是重利盗跖也
'ze'shi'zui'ren'jiao'bi'li'zhi'er'hu'bao'zai'yu'nang'kan 则是罪人交臂历指而虎豹在于囊槛
'ze'shou'luan'yu'ze'yi 则兽乱于泽矣
'ze'shou'san'zhong'yu'shi'shu'xin 则受三锺与十束薪
'ze'shu'lie'chang'mao 择疏鬣长毛
'ze'si'zhi'bai'ti'jiang'wei'chen'gou 则四支百体将为尘垢
'ze'su'huo'yu'bian'yi 则俗惑于辩矣
'ze'su'wei'zhi'jun'zi 则俗谓之君子
'ze'su'wei'zhi'xiao'ren 则俗谓之小人
'ze'suo'yong'zhi'yi'ye 则所用之异也
'ze'tao'hu'qi'shi'xin'zhi'da'ye 则韬乎其事心之大也
'ze'tian'di'da'hai 则天地大骇
'ze'tian'di'gu'you'chang'yi 则天地固有常矣
'ze'tian'di'si'fang'yi'wei'yi 则天地四方易位矣
'ze'tian'xia'bu'huo'yi 则天下不惑矣
'ze'tian'xia'bu'lei'yi 则天下不累矣
'ze'tian'xia'bu'pi'yi 则天下不僻矣
'ze'tian'xia'bu'shuo'yi 则天下不铄矣
'ze'tian'xia'da'luan'yi 则天下大乱矣
'ze'tian'xia'luan'yi 则天下乱矣
'ze'tong'wu'ye 则同务也
'ze'tong'xi'bu'mei'yi 则通昔不寐矣
'ze'wan'wu'mo'bu'da 则万物莫不大
'ze'wan'wu'mo'bu'fei 则万物莫不非
'ze'wan'wu'mo'bu'ran 则万物莫不然
'ze'wan'wu'mo'bu'wu 则万物莫不无
'ze'wan'wu'mo'bu'xiao 则万物莫不小
'ze'wan'wu'mo'bu'you 则万物莫不有
'ze'wei'bing 则为病
'ze'wei'bu'zu 则为不足
'ze'wei'chang'jian'zhou'er'bian'cao'zhi'ye 则未尝见舟而便操之也
'ze'wei'chu'yu'wu'wei'yi 则为出于无为矣
'ze'wei'she'he'xie 则为社何邪
'ze'wei'tian'xia'yong'er'bu'zu 则为天下用而不足
'ze'wo'bu'neng'zhi'ye 则我不能知也
'ze'wu'gu'yi'li 则无故以离
'ze'wu'gui'fu'zi'xiong'di'zhi'qin'yi 则无贵父子兄弟之亲矣
'ze'wu'qiong'zhi'fu'zhi'yu'wu'wei'zhi'zhi 则无穷之弗知与无为之知
'ze'wu'zhi'zao'hu'bu'xing 则物之造乎不形
'ze'wu'zhou'liang 泽无舟梁
'ze'xi'ruo'yi 则奚若矣
'ze'xie'ce'du'shu 则挟策读书
'ze'xing'ming'zhi'qing'bing'yi 则性命之情病矣
'ze'xiu'de'jiu'xian 则修德就闲
'ze'yang'you'yu'chu 则阳游于楚
'ze'yi'jiu'bing'chang'e'er'bu'si'zhe'ye 则亦久病长厄而不死者也
'ze'yi'neng'ku'zhi 则蚁能苦之
'ze'yi'tian'he'tian 则以天合天
'ze'yi'wei'ji'zhi 则以伪继之
'ze'yong'tian'xia'er'you'yu 则用天下而有余
'ze'you'huai'zhi 则又坏之
'ze'you'huan'bu'neng'ru 则忧患不能入
'ze'you'jun'zi'yan 则有君子焉
'ze'you'si'ye 则有似也
'ze'you'wei'yi 泽有委蛇
'ze'you'you'zhi'yan'zhe'yi 则又有至焉者矣
'ze'you'zuo'se 则有怍色
'ze'yu'bi'wu'yi'yi'yi 则与彼无以异矣
'ze'yu'luan'yu'shui'yi 则鱼乱于水矣
'ze'yu'wu'jie'chang 则与物皆昌
'ze'yuan'yu'bu'de'yi 则缘于不得已
'ze'zai'zhu'yu'lu 则再逐于鲁
'ze'zhi'li'rang'bi'yu'qi'jian 则支离攘臂于其间
'ze'zhi'li'yi'you'chang'ji'bu'shou'gong 则支离以有常疾不受功
'ze'zhi'ren'gu'bu'zhi'li'hai'hu 则至人固不知利害乎
'ze'zhi'shi'bu'yi'zhuo 泽雉十步一啄
'ze'zhi'zhe'bu'yan 则知者不言
'ze'zhi'zhi'yi 则至治已
'ze'zhong'hai'sheng 则众害生
'ze'zhong'ri'yan'er'jin'dao 则终日言而尽道
'ze'zhong'ri'yan'er'jin'wu 则终日言而尽物
'ze'zhong'wai'ye 则重外也
'ze'zhou'jie'er'bu'ke'yi'wei'guan'guo 则轴解而不可以为棺椁
'ze'zhu'hou'wu'er'xin'ye 则诸侯无二心也
'zeng'zi'ju'wei 曾子居卫
'zeng'zi'zai'shi'er'xin'zai'hua 曾子再仕而心再化
'zha'qiao'xu'wei'shi'ye 诈巧虚伪事也
'zhai'pi'wei'li 摘僻为礼
'zhan'bi'que'zhe 瞻彼阕者
'zhan'er'si'zhe 战而死者
'zhan'ming'wen'zhi'nie'xu 瞻明闻之聂许
'zhan'zhi 斩之
'zhan'zi'yue 瞻子曰
'zhang'fu'yu'zhi'chu'zhe 丈夫与之处者
'zhang'guan'zhe'bu'cheng'de 长官者不成德
'zhang'hu'qi'xu'er'bu'hua'ye 张乎其虚而不华也
'zhang'li'er'ying'men 杖藜而应门
'zhang'ruo 张若
'zhang'tian'xia'zhi'bian 掌天下之辩
'zhang'you'wu'xu 长幼无序
'zhang'you'you'xu'hu 长幼有序乎
'zhang'zhe'bu'wei'you'yu 长者不为有余
'zhang'zhi'dong'ting'zhi'ye 张之洞庭之野
'zhang'zi 长子
'zhao'er'lai 召而来
'zhao'guo'he'qiu'er'bu'de'ye 赵国何求而不得也
'zhao'jiang'shi'yue 召匠石曰
'zhao'jing'ye 昭景也
'zhao'jiu'fang 召九方
'zhao'jun'bu'zhi'hui'shuo 朝菌不知晦朔
'zhao'qi'suo'hao 召其所好
'zhao'qian'li'chen'er'yu'zhi'yue 召前立臣而语之曰
'zhao'shi'zhi'shi'xing'chao 招世之士兴朝
'zhao'wang'fan'guo 昭王反国
'zhao'wen'zhi'gu'qin'ye 昭文之鼓琴也
'zhao'xi'hou'you'you'se 昭僖侯有忧色
'zhao'xi'hou'yue 昭僖侯曰
'zhao'zhao'hu'ru'jie'ri'yue'er'xing 昭昭乎如揭日月而行
'zhao'zhao'hu'ruo'jie'ri'yue'er'xing'ye 昭昭乎若揭日月而行也
'zhao'zhi'ji 召之迹
'zhe'bu'ke'fan'er'zhuo 者不可繁而捉
'zhe'chong'shi'zuo 蛰虫始作
'zhe'fan'dong'hu'leng'feng 者反冬乎冷风
'zhe'qi'ji 折其脊
'zhe'ran'si'fei'ren 蛰然似非人
'zhe'ran'wang'wu'you'si'zhi'xing'ti'ye 辄然忘吾有四枝形体也
'zhe'san 者三
'zhe'shi'zhi'er'duan 者事至而断
'zhe'yang 折杨
'zhe'ye 折也
'zhe'zhi'shi'ye 谪之实也
'zhen'dong'dao'li 振动悼栗
'zhen'e'fu'gui'ye 真恶富贵也
'zhen'er'wo 枕而卧
'zhen'ling'yu'yue 真泠禹曰
'zhen'qi'shi'zhi 真其实知
'zhen'ren'zhi'xi'yi'zhong 真人之息以踵
'zhen'ren'zhi'xing'ye 真人之性也
'zhen'ye'bu'de'yi'yu'min 朕也不得已于民
'zhen'ye'zi'yi'wei'chang'kuang 朕也自以为猖狂
'zhen'you'he'zhi 朕又何知
'zhen'yu'wu'jing 振于无竟
'zhen'yuan'you'wen'ye 朕愿有问也
'zheng'cheng'jun 蒸成菌
'zheng'de'qiu'er'wan'bao'cheng 正得秋而万宝成
'zheng'er'dai'zhi'er'yi'er 正而待之而已耳
'zheng'er'hou'xing 正而后行
'zheng'guan'er'ying'jue 正冠而缨绝
'zheng'gui'yu'li 争归于利
'zheng'ji'er'yi'yi 正己而已矣
'zheng'ke'yi'ji'tian'xia'hu 政可以及天下乎
'zheng'nv'shen'zai 正女身哉
'zheng'ping'ze'yu'bi'geng'sheng 正平则与彼更生
'zheng'qi'yan 正其言
'zheng'rang'zhi'li 争让之礼
'zheng'ren'jian'zhi 郑人见之
'zheng'rong'yi'wu'zhi 正容以悟之
'zheng'shang'xia 正上下
'zheng'si'chu'er'bu'zi'yi'wei'tan 争四处而不自以为贪
'zheng'xiang'jin'gu 证向今故
'zheng'ye 正也
'zheng'ye'fu 徵也夫
'zheng'you'shen'wu'yue'ji'xian 郑有神巫曰季咸
'zheng'ze'jing 正则静
'zheng'zhe 正者
'zheng'zhi'qi'ye 正之器也
'zheng'zhi'qi'zhi 整之齐之
'zheng'zhi'yi'tian 徵之以天
'zheng'zhou'wei'dao 正昼为盗
'zheng'zi'yang'ji'ling'guan'yi'zhi'su 郑子阳即令官遗之粟
'zhi'ba'zhe 之八者
'zhi'bai'wei 之百围
'zhi'bao'er'zhi 执饱而止
'zhi'bei'yan'ze'jiao 置杯焉则胶
'zhi'bei'you'yu'xuan'shui'zhi'shang 知北游于玄水之上
'zhi'bi'zhi'yang'zhi'yuan'ye 至彼至阳之原也
'zhi'bi'zhi'yin'zhi'yuan'ye 至彼至阴之原也
'zhi'bu'chu'hu'si'yu 知不出乎四域
'zhi'bu'de'sheng'ren'zhi'dao'bu'xing 跖不得圣人之道不行
'zhi'bu'de'wen 知不得问
'zhi'bu'ke'nai'he'er'an'zhi'ruo'ming 知不可奈何而安之若命
'zhi'bu'zu'xie 知不足邪
'zhi'bu'zu'ze'qi 知不足则欺
'zhi'che'wei'de 知彻为德
'zhi'chen'zhi'dao'you'ruo'shi 执臣之道犹若是
'zhi'cheng'de'bei 治成德备
'zhi'chong 之虫
'zhi'chu'hu'zheng 知出乎争
'zhi'da'bei'zhe 知大备者
'zhi'da'bu'ke'wei 至大不可围
'zhi'da'ding 知大定
'zhi'da'fang 知大方
'zhi'da'jun 知大均
'zhi'da'mu 知大目
'zhi'da'xin 知大信
'zhi'da'yi 知大一
'zhi'da'yin 知大阴
'zhi'dao'ruo'shi 至道若是
'zhi'dao'zhe'bi'da'yu'li 知道者必达于理
'zhi'dao'zhe'de'quan 执道者德全
'zhi'dao'zhe'wang'xin'yi 致道者忘心矣
'zhi'dao'zhi'ji 至道之极
'zhi'dao'zhi'jing 至道之精
'zhi'de'bu'de 至德不得
'zhi'de'wu'ni'ru'yi'ruo'qian'hu 跖得无逆汝意若前乎
'zhi'de'ye 之德也
'zhi'de'zhe 至德者
'zhi'de'zhi'shi 至德之世
'zhi'deng'zhi'xu'er'shi'you'wan'jia 至邓之虚而十有万家
'zhi'dong'xi'zhi'xiang'fan'er'bu'ke'yi'xiang'wu 知东西之相反而不可以相无
'zhi'er'chong'you'he'zhi 之二虫又何知
'zhi'er'ren'he'zu'yi'shi'zhi 之二人何足以识之
'zhi'er'yi 织而衣
'zhi'er'yuan'ji 执而圆机
'zhi'er'zhe'you'huan 之二者有患
'zhi'fen'zhi'wu'chang'ye 知分之无常也
'zhi'fu 至富
'zhi'gong'bing'jian'zhe'zhi'suo'hao'ye 致功并兼者之所好也
'zhi'gong'zheng'fu 直躬证父
'zhi'guai'zhe'ye 志怪者也
'zhi'gui 至贵
'zhi'guo'qu'zhi 治国去之
'zhi'hao'mo'zhi'wei'qiu'shan'ye 知毫末之为丘山也
'zhi'hao'shi'ye 跖嚆矢也
'zhi'he'yue 知和曰
'zhi'hu'fan'chou'wo'qu 知乎反愁我躯
'zhi'hu'qi'fei 志乎期费
'zhi'hu'qi'fei'zhe 志乎期费者
'zhi'jian'fu'san'ri 治剑服三日
'zhi'jing'wu'xing 至精无形
'zhi'ju'ye 之狙也
'zhi'ke'fou 知可否
'zhi'ke'yi'yi'xiu'er'bu'ke'jiu'chu 止可以一宿而不可久处
'zhi'le'huo'shen 至乐活身
'zhi'le'wu'le 至乐无乐
'zhi'li'shu'yu'hua'jie'shu'guan'yu'ming'bo'zhi'qiu 支离叔与滑介叔观于冥伯之丘
'zhi'li'shu'yue 支离叔曰
'zhi'li'shu'zhe 支离疏者
'zhi'li'you'bu'ren 至礼有不人
'zhi'liang'wu'qiong 知量无穷
'zhi'liao'shui'zhi'shang 至蓼水之上
'zhi'liu'zhi'gou'cheng'si 执留之狗成思
'zhi'min'yan'wu'mie'lie 治民焉勿灭裂
'zhi'min'zhi'ji'er'you'qi'si 执民之纪而忧其死
'zhi'ming'bu'neng'gui'hu'qi'qian 知命不能规乎其前
'zhi'ming'jin'qing 致命尽情
'zhi'mou'bu'yong 知谋不用
'zhi'mu'xian'fa 直木先伐
'zhi'nai'bu'zhi'hu 知乃不知乎
'zhi'neng'neng'er'bu'neng'suo'bu'neng 知能能而不能所不能
'zhi'neng'qi'shi'er'zuan'er'wu'yi 知能七十二钻而无遗
'zhi'nian'zhe'yi'chang'yi 之年者已长矣
'zhi'pei'san'shi 执辔三失
'zhi'pu'fu'er'gui'er 直匍匐而归耳
'zhi'qi 至齐
'zhi'qi 之气
'zhi'qi'bu'ke'de'ye'er'qiang'zhi 知其不可得也而强之
'zhi'qi'bu'ke'nai'he'er'an'zhi'ruo'ming 知其不可奈何而安之若命
'zhi'qi'hua 置其滑
'zhi'qi'huo'zhe 知其惑者
'zhi'qi'nei'er'bu'zhi'qi'wai 治其内而不治其外
'zhi'qi'suo'e'ze'san 致其所恶则散
'zhi'qi'yu'ying 志气欲盈
'zhi'qi'yu'zhe 知其愚者
'zhi'qi'zui'wo'ye 至其罪我也
'zhi'qiao'er'du'yu'tai 知巧而睹于泰
'zhi'qie'wei'ren 直且为人
'zhi'qiong'yu'wei'xin 指穷于为薪
'zhi'qiong'zhi'you'ming 知穷之有命
'zhi'qiu 之丘
'zhi'qiu'zhi'shi'chu'ye 知丘之适楚也
'zhi'ran'li 贽然立
'zhi'ren'bu'liu'hang'yan 至人不留行焉
'zhi'ren'bu'wen 至人不闻
'zhi'ren'qian'xing'bu'zhi 至人潜行不窒
'zhi'ren'shen'yi 至人神矣
'zhi'ren'wu'ji 至人无己
'zhi'ren'wu'qin 至仁无亲
'zhi'ren'ye 之人也
'zhi'ren'zhi'guo'ye 治人之过也
'zhi'ren'zhi'si'sheng 知人之死生
'zhi'ren'zhi'suo'bu'de'dai 至人之所不得逮
'zhi'ren'zhi'suo'wei'zhe 知人之所为者
'zhi'ren'zhi'xin'you'suo'ding'yi 至人之心有所定矣
'zhi'ren'zhi'yong'xin'ruo'jing 至人之用心若镜
'zhi'ren'zhi'yu'de'ye 至人之于德也
'zhi'shan 之膳
'zhi'shang 之上
'zhi'she 至舍
'zhi'shen'gui'yu'li'ye 知身贵于隶也
'zhi'shen'nai'he'er'ke'yi'chang'jiu 治身奈何而可以长久
'zhi'sheng 之声
'zhi'shi 知识
'zhi'shi'er'yi 止是耳矣
'zhi'shi'fei'zhi'bu'ke'wei'fen 知是非之不可为分
'zhi'shi'wu'si'lv'zhi'bian'ze'bu'le 知士无思虑之变则不乐
'zhi'shi'wu'zhi 知时无止
'zhi'shu 之属
'zhi'shu'wu'zhe 之数物者
'zhi'shui'zhi'shen'wei'yuan 止水之审为渊
'zhi'sui'luo'tian'di 知虽落天地
'zhi'suo'huan'ye 之所患也
'zhi'tan'er'liu'zhi 执弹而留之
'zhi'tian'di'zhi'wei'mi'ye 知天地之为米也
'zhi'tian'le'zhe 知天乐者
'zhi'tian'ren'zhi'xing 知天人之行
'zhi'tian'zhi'suo'wei 知天之所为
'zhi'tian'zhi'suo'wei'zhe 知天之所为者
'zhi'tian'zi'zhi'yu'ji 知天子之与己
'zhi'tong'zhi'you'shi 知通之有时
'zhi'tu'geng'er 直土埂耳
'zhi'wai'fu 治外夫
'zhi'wang'shi'fei 知忘是非
'zhi'wei 之威
'zhi'wei'huang'di'yue 知谓黄帝曰
'zhi'wei'qu'wei 至为去为
'zhi'wei'tian'di 知维天地
'zhi'wei'wei'er'bu'zhi'suo'yi'wei 知为为而不知所以为
'zhi'wei'wu'wei'wei'yue 知谓无为谓曰
'zhi'wen'da'dao 之闻大道
'zhi'wen'huang'di'yue 知问黄帝曰
'zhi'wu'er'gong'qi'qiu 至无而供其求
'zhi'wu'yong'er'shi'ke'yu'yan'yong'yi 知无用而始可与言用矣
'zhi'xiang'shi 之相视
'zhi'xin'pi'jin 至信辟金
'zhi'xing'xing'zhi'bu'xing'hu 知形形之不形乎
'zhi'ya 之崖
'zhi'yan'bu'chu 至言不出
'zhi'yan'qu'yan 至言去言
'zhi'yan'ri'chu 卮言日出
'zhi'yang'he'he 至阳赫赫
'zhi'yao 知尧
'zhi'ye 之野
'zhi'ye 知也
'zhi'ye'sheng'mao 枝叶盛茂
'zhi'ye'zhe'zheng'zhi'qi'ye 知也者争之器也
'zhi'yi 至矣
'zhi'yi 之衣
'zhi'yi 之意
'zhi'yi'bu'wu 至义不物
'zhi'yi'wu'xing 制以五行
'zhi'yi'wu'zhou'lv'xiang'qu'zhe 治邑屋州闾乡曲者
'zhi'yi'zhi'yan'ye'wen'hu'kuang'qu 知以之言也问乎狂屈
'zhi'yin'su'su 至阴肃肃
'zhi'you'suo'fu'zhe'er'you'suo'yi 至有所拂者而有所宜
'zhi'you'xin'yu'wu'qiong 知游心于无穷
'zhi'yu'bei'hai 至于北海
'zhi'yu'ceng 跖与曾
'zhi'yu'da'bing 至于大病
'zhi'yu'di'xiang 至于帝乡
'zhi'yu'hui'zhu 掷玉毁珠
'zhi'yu'liang'er'yu'lao'zi 至于梁而遇老子
'zhi'yu'liu'hai 直寓六骸
'zhi'yu'qi 至于齐
'zhi'yu'qi'yang 至于岐阳
'zhi'yu'qu'yuan 至于曲辕
'zhi'yu'ren'zhe 枝于仁者
'zhi'yu'shou'zhe 枝于手者
'zhi'yu'tian'jiao'xiang'yang 知与恬交相养
'zhi'yu'wu'hua'er'bu'yi'xin'ji 指与物化而不以心稽
'zhi'yu'wu'yu 至誉无誉
'zhi'yu'xiang'cheng'zhi'ye 至于襄城之野
'zhi'yu'ze'pan 至于泽畔
'zhi'yu'zi'xu 至于子胥
'zhi'yuan 至愿
'zhi'yue 跖曰
'zhi'zai'yu'long'ye 之在于笼也
'zhi'ze'bu'ming'ye 止则不明也
'zhi'ze'ti 之则啼
'zhi'zha'jian'du 知诈渐毒
'zhi'zhe 知者
'zhi'zhe'bu'de'shuo 知者不得说
'zhi'zhe'bu'yi'sheng 直者不以绳
'zhi'zhe'mou'zhi 知者谋之
'zhi'zhe'ying'sheng 直者应绳
'zhi'zhe'zhi'suo'bu'zhi 知者之所不知
'zhi'zhe'zhi'wei 知者之为
'zhi'zhe'zhong'sheng 直者中绳
'zhi'zhi 之指
'zhi'zhi'bu'mou 至知不谋
'zhi'zhi'fu'ruo'yu 知之弗若与
'zhi'zhi'hu'qi'suo'bu'neng'zhi 知止乎其所不能知
'zhi'zhi'mo'ye 治之末也
'zhi'zhi'qian'yi 知之浅矣
'zhi'zhi'suo'bu'neng'zhi'zhe 知之所不能知者
'zhi'zhi'suo'zhi 知之所至
'zhi'zhi'wai'yi 知之外矣
'zhi'zhi'zhi'ye 治之至也
'zhi'zhong'shi'zhi'bu'ke'gu'ye 知终始之不可故也
'zhi'zhu'er'qu'shen 踯躅而屈伸
'zhi'zi'sang'zhi'men 至子桑之门
'zhi'zu'zhe 知足者
'zhi'zuo'er'bu'zhi'cang 知作而不知藏
'zhong'chen'bu'chan'qi'jun 忠臣不谄其君
'zhong'chun'shi'er'fan'hu'qing 中纯实而反乎情
'zhong'ci'er'wu'xiong 众雌而无雄
'zhong'dao'bu'cheng'zhang 中道不成章
'zhong'di'ye 中地也
'zhong'duo'si'shi'zhi'shi 中堕四时之施
'zhong'er'bu'ke'bu'gao'zhe 中而不可不高者
'zhong'fu'he'jian 仲父何见
'zhong'fu'zhi'bing'bing'yi 仲父之病病矣
'zhong'gan'er'biao'su 中绀而表素
'zhong'gu'bu'te 终古不忒
'zhong'gu'bu'xi 终古不息
'zhong'gu'zhi'yin 钟鼓之音
'zhong'guo'you'ren'yan 中国有人焉
'zhong'guo'zhi'min 中国之民
'zhong'he'min'yi 中和民意
'zhong'jian'bu'ting 忠谏不听
'zhong'jian'zhong'ni 踵见仲尼
'zhong'ju'jian'zhi 众狙见之
'zhong'ju'jie'nu 众狙皆怒
'zhong'ju'jie'yue 众狙皆悦
'zhong'men'er'cha'zi'bian'qing'zi'yue 踵门而诧子扁庆子曰
'zhong'min'zhi'shi'rong'guan 中民之士荣官
'zhong'min'zhi'xing'yi'jin'yan'er 中民之行易进焉耳
'zhong'ni 仲尼
'zhong'ni'cu'ran'yue 仲尼蹴然曰
'zhong'ni'jian'zhi'er'bu'yan 仲尼见之而不言
'zhong'ni'kong'qi'guang'ji'er'zao'da'ye 仲尼恐其广己而造大也
'zhong'ni'shi'chu 仲尼适楚
'zhong'ni'wen'yu'da'shi'da 仲尼问于大史大
'zhong'ni'wen'zhi'yue 仲尼闻之曰
'zhong'ni'yi'er'tui 仲尼揖而退
'zhong'ni'yu'zhi'yi'wei'bo 仲尼语之以为博
'zhong'ni'yue 仲尼曰
'zhong'ni'zhi 仲尼至
'zhong'ni'zhi'chu 仲尼之楚
'zhong'ni'zhi'jin'lv 仲尼之尽虑
'zhong'qi'tian'nian 终其天年
'zhong'qi'tian'nian'er'bu'zhong'dao'yao'zhe 终其天年而不中道夭者
'zhong'ren'bian'zhi'yi'xiang'shi'ye 众人辩之以相示也
'zhong'ren'fen'he 众人焚和
'zhong'ren'pi'zhi 众人匹之
'zhong'ren'yi'yi 众人役役
'zhong'ren'zhi'xi'yi'hou 众人之息以喉
'zhong'ren'zhong'li 众人重利
'zhong'ri'bu'yan 终日不言
'zhong'ri'bu'zi'fan'xie 终日不自反邪
'zhong'ri'shi'er'mu'bu'shun 终日视而目不瞬
'zhong'ri'shi'zhi'er'bu'jian 终日视之而不见
'zhong'ri'wo'er'shou'bu 终日握而手不
'zhong'sang 中颡
'zhong'shan'gong'zi'mou'wei'zhan'zi'yue 中山公子牟谓瞻子曰
'zhong'shan'gong'zi'mou'yue 中山公子牟曰
'zhong'shang'zhi'ren 重伤之人
'zhong'shen'bu'fan 终身不反
'zhong'shen'bu'fan'ye 终身不反也
'zhong'shen'bu'gu 终身不故
'zhong'shen'bu'jie 终身不解
'zhong'shen'bu'li 终身不离
'zhong'shen'bu'ling 终身不灵
'zhong'shen'bu'wang 终身不忘
'zhong'shen'bu'yan 终身不言
'zhong'shen'dang'xin 中身当心
'zhong'shen'wu'cheng 终身无成
'zhong'shen'wu'wen 终身无闻
'zhong'shen'yan 终身言
'zhong'shen'yi'yi'er'bu'jian'qi'cheng'gong 终身役役而不见其成功
'zhong'shen'yu'ren'ye 终身谀人也
'zhong'shi'jie'zhi 众史皆至
'zhong'shi'wu'gu 终始无故
'zhong'shou'ba'shi 中寿八十
'zhong'suo'tong'qu'ye 众所同去也
'zhong'wang'liang'wen'yu'jing'yue 众罔两问于景曰
'zhong'wu'zhu'er'bu'zhi 中无主而不止
'zhong'xin'bu'qi 中心不戚
'zhong'xin'jin'zhi'er'wu'qiu'yan 忠信尽治而无求焉
'zhong'xin'wu'kai 中心物恺
'zhong'xin'zhen'lian 忠信贞廉
'zhong'yang'shi 中央氏
'zhong'yang'zhe 中央者
'zhong'yang'zhi'di'wei'hun'dun 中央之帝为浑沌
'zhong'ye 忠也
'zhong'ye'yi'shu'fu 钟也以束缚
'zhong'you'fu'yu'yan 中有鲋鱼焉
'zhong'you'ji 种有几
'zhong'yu'gao'er'wang'zhi'ye 中欲告而忘之也
'zhong'yu'ji'pi 中于机辟
'zhong'yu'yan'er'wang'qi'suo'yu'yan 中欲言而忘其所欲言
'zhong'ze'shi 终则始
'zhong'ze'you'shi 终则有始
'zhong'zhi'huo'ye 忠之祸也
'zhong'zhi'sheng'ye 忠之盛也
'zhong'zhi'ze'bu'bi 众至则不比
'zhong'zhi'zhi 中之质
'zhou'bian'xian'san'zhe 周遍咸三者
'zhou'che'zhi'suo'tong 舟车之所通
'zhou'chu 昼出
'zhou'de'shuai 周德衰
'zhou'er'tian'xia'wu'tong'ren 纣而天下无通人
'zhou'er'yu'shang'fa 骤而语赏罚
'zhou'er'yu'xing'ming 骤而语形名
'zhou'er'yu'xing'ming'shang'fa 骤而语形名赏罚
'zhou'gong'sha'xiong 周公杀兄
'zhou'gu'shi'che'zhe 周顾视车辙
'zhou'gui'wei'tian'zi 纣贵为天子
'zhou'jiang'chu'hu'cai'yu'bu'cai'zhi'jian 周将处乎材与不材之间
'zhou'jin'yi'ti'yi 周尽一体矣
'zhou'lu'fei'zhou'che'yu 周鲁非舟车与
'zhou'sha'wang'zi'bi'gan 纣杀王子比干
'zhou'shan'wei'jian 周善为剑
'zhou'shang'an'suo'shi'jin'hu 周尚安所事金乎
'zhou'shi'xiang'li 昼拾橡栗
'zhou'song'wei'tan 周宋为镡
'zhou'wang 纣亡
'zhou'wen'zhi 周闻之
'zhou'wen'zhi'yue 周问之曰
'zhou'ye 宙也
'zhou'yu'hu'die'ze'bi'you'fen'yi 周与胡蝶则必有分矣
'zhou'yue 周曰
'zhou'zuo'lai 周昨来
'zhu'bei'xun'you'wu'ri'er'hou'fan 逐北旬有五日而后反
'zhu'dai'fu'cu'ran'yue 诸大夫蹴然曰
'zhu'dai'fu'yue 诸大夫曰
'zhu'dai'ye 著戴也
'zhu'feng'ye 著封也
'zhu'hou'bu'de'you 诸侯不得友
'zhu'hou'diao'zhi 诸侯吊之
'zhu'hou'mou'zhi 诸侯谋之
'zhu'hou'zhi'jian 诸侯之剑
'zhu'hou'zhi'jian'he'ru 诸侯之剑何如
'zhu'hou'zhi'men 诸侯之门
