'a'ba'duo'na'duo 阿巴多纳多
'xi'bie'er'si'ji 西别尔斯基
'xi'bo'nian 希伯年
'xi'bo'te 希伯特
'xi'bu'jing'ji'dui 西部竞技队
'xi'bu'lang 西布朗
'xi'bu'li'qi'xun'jie 锡布里奇迅捷
'xi'bu'luo'mu'wei'qi 西布罗姆维奇
'xi'ce'er'si'bei'ge 希策尔斯贝格
'xi'ce'er'si'pei'ge 希策尔斯佩格
'xi'ci'er'si'bei'ge 希茨尔斯贝格
'xi'ci'er'si'pei'ge 希茨尔斯佩格
'xi'de'ni 西德尼
'xi'de'wei'er 西德维尔
'xi'di'bi 西迪比
'xi'di'kai'ta 西迪凯塔
'xi'ding'ke 希丁克
'xi'duo'fu 西多夫
'xi'en'dai'wei'si 西恩戴维斯
'xi'er 希尔
'xi'er'bo'te 希尔伯特
'xi'er'de'bu'lan'de 希尔德布兰德
'xi'er'ka'ta'er 希尔卡塔尔
'xi'er'ke'bao 锡尔克堡
'xi'er'si'bai'ke 西尔斯拜克
'xi'er'wa'gen 希尔瓦根
'xi'er'wan'ai'deng'jia 西尔万埃登加
'xi'er'wan'en'ban'ke'si'bu'la'ke 西尔万恩班克斯布拉克
'xi'er'wei'ao'bu'lu'tu 西尔维奥布鲁图
'xi'er'wei'ni'ao 西尔维尼奥
'xi'er'wei'si'te 西尔维斯特
'xi'er'wei'si'te'lei 西尔维斯特雷
'xi'er'wei'si'te'li 西尔维斯特里
'xi'fu'en'te'si 西富恩特斯
'xi'ge'ma'ao'luo'mu'ke 希格玛奥洛穆克
'xi'ge'nuo'li'ni 西格诺里尼
'xi'ge'nuo'li'nuo 西格诺里诺
'xi'gen 锡根
'xi'gu'er'de'sen 西古尔德森
'xi'guan'jie'ban'yue'ban 膝关节半月板
'xi'ha'te'a'er'si'lan 西哈特阿尔斯兰
'xi'han'ha'si'bo'la'te'li 希汉哈斯波拉特利
'xi'han'mu 西汉姆
'xi'han'mu'lian 西汉姆联
'xi'hong'jing'ji 希洪竞技
'xi'jia 西甲
'xi'jia'li'ni 西加里尼
'xi'jin'bo'sa'mu 希金博萨姆
'xi'ke'er'si'ji 西科尔斯基
'xi'kui'ai'la 西奎埃拉
'xi'la'li'ao 希拉里奥
'xi'la'lian'sai 希腊联赛
'xi'li'er'ge'na 西里尔戈纳
'xi'li'jia'er'di 西利加尔迪
'xi'lie'ke'si 西列克斯
'xi'lun'bu'lan'de 希伦布兰德
'xi'luo'de'lu'ka 西罗德卢卡
'xi'luo'ka'pu'ya'nuo 西罗卡普亚诺
'xi'mang 西芒
'xi'meng'ai'lue'te 西蒙埃略特
'xi'meng'bo'er'sen 西蒙波尔森
'xi'meng'dai'wei'si 西蒙戴维斯
'xi'meng'fei'li 西蒙费里
'xi'meng'nei'ta 西蒙内塔
'xi'meng'ni'de'er'nei'luo 西蒙尼德尔内罗
'xi'meng'ni'ka'wa'li 西蒙尼卡瓦里
'xi'meng'ni'mi'xi'luo'li 西蒙尼米西罗利
'xi'meng'ni'pa'duo'yin 西蒙尼帕多因
'xi'meng'ni'pei'pei 西蒙尼佩佩
'xi'meng'ni'sang'tuo'si 西蒙尼桑托斯
'xi'meng'ni'wei'er'jia'suo'la 西蒙尼韦尔加索拉
'xi'meng'ni'ying'zha'ji 西蒙尼英扎吉
'xi'meng'sen 西蒙森
'xi'meng'yue'se'fu'sen 西蒙约瑟夫森
'xi'mi'qi 西米奇
'xi'mu'er'ge 希穆尔格
'xi'mu'nei'ke 西穆内克
'xi'mu'nei'ke 希穆内克
'xi'mu'ni'qi 西穆尼奇
'xi'mu'ni'qi 希穆尼奇
'xi'na'ma'pang'ge'lei 西纳马庞格雷
'xi'nan'ao'zi'kan 希南奥兹坎
'xi'nan'ka'luo'ge'lu 希南卡洛格鲁
'xi'pu'luo'ke 席普洛克
'xi'qie'luo 西切罗
'xi'qie'si'te'huo'yan 西切斯特火焰
'xi'sai 西塞
'xi'si'fei'er'de 希斯菲尔德
'xi'si'huo'er'mu 希斯霍尔姆
'xi'si'ke 西斯科
'xi'si'ke'na'da'er 希斯科纳达尔
'xi'si'pi'er'si 希思皮尔斯
'xi'suo'ke 西索科
'xi'ta'de'fu'er'tu'na 锡塔德福尔图纳
'xi'ta'li'di'si 西塔里迪斯
'xi'tuo'ni 西托尼
'xi'wa'si 锡瓦斯
'xi'wa'si'ti'yu 锡瓦斯体育
'xi'wei'li 西维利
'xi'wei'li'ya 西维利亚
'xi'xi'ni'ao 西西尼奥
'xi'ya'ni 西亚尼
'xi'ye'na 锡耶纳
'xi'yi 西乙
'xi'zhi'kang 奚志康
'xia'ban'chang 下半场
'xia'dai'le'luo 夏岱勒罗
'xia'di'chuan'zhong 下底传中
'xia'ge'wei'si 夏格维斯
'xia'ji'du'ke 夏积杜克
'xia'li'fa'si 夏利法斯
'xia'luo'te'ying 夏洛特鹰
'xia'ma'ke'si 夏马克斯
'xia'men'lan'shi 厦门蓝狮
'xian'tai'wei'jia'tai 仙台维佳泰
'xian'zai'yu'men'jiang'yi'dui'yi 现在与门将一对一
'xiang'gang'lian'sai 香港联赛
'xiang'gang'qiu'yuan 香港球员
'xiang'jiao'qiu 香蕉球
'xiang'nan'bei'ma 湘南贝马
'xiao'bei'nei'de'di 小贝内德蒂
'xiao'bu'lin'de 小布林德
'xiao'dao'ju'le'bu 小岛俱乐部
'xiao'en'ao'kang'na 肖恩奥康纳
'xiao'en'ma'long'ni 肖恩马隆尼
'xiao'feng'ta'na 小丰塔纳
'xiao'ge'lai'mei'shi'mi'si 小格莱美史密斯
'xiao'ji'er'si'teng 小基尔斯滕
'xiao'jian'jia 肖健佳
'xiao'jiao'du 小角度
'xiao'jin'qu 小禁区
'xiao'lu'yi'du'a'te 小鲁伊杜阿特
'xiao'luo'na'er'duo 小罗纳尔多
'xiao'ma'ke'luo'xi 小马可罗西
'xiao'man'qi'ni 小曼奇尼
'xiao'mo'la'di 小莫拉蒂
'xiao'mu'peng'zha 小姆蓬扎
'xiao'pei'he 小配合
'xiao'shi'jie'bei 小世界杯
'xiao'si'ta'mu 小斯塔姆
'xiao'song'ge'ao 小松戈奥
'xiao'xiao'luo 小小罗
'xiao'ye'shen'er 小野伸二
'xiao'ze'luo'bo'tuo 小泽罗伯托
'xiao'zhan'bo 肖战波
'xiao'zhen'feng 肖振枫
'xie'chuan'chong'diao 斜传冲吊
'xie'chuan'qiu 斜传球
'xie'chuan'zhi'cha'er'guo'yi 斜传直插二过一
'xie'fang 协防
'xie'fei'er'de'lian 谢菲尔德联
'xie'fei'er'de'lian'dui 谢菲尔德联队
'xie'hui 谢晖
'xie'ji'er'mai'ke'tang'na'de 谢吉尔麦克唐纳德
'xie'lian 谢联
'xie'lin'han'mu 谢林汉姆
'xie'si'ta'ke 谢斯塔克
'xie'xian'chuan'zhong 斜线传中
'xie'xian'fang'shou 斜线防守
'xie'yu'xin 谢育新
'xie'zhou'san 谢周三
'xie'zi'bai'wei 蝎子摆尾
'xin'da'gao'lu'si 辛达告鲁斯
'xin'fei'luo'bo'er'di'na'mo 辛菲罗波尔迪纳摩
'xin'feng 忻峰
'xin'han'pu'jun'huan'ying 新汉普郡幻影
'xin'ji'wei'ci 辛基维茨
'xin'ji'wei'qi 辛基维奇
'xin'jia'po'jun'tuan 新加坡军团
'xin'jia'po'lian'sai 新加坡联赛
'xin'jia'po'you'shi 新加坡幼狮
'xin'jing'jian'er 新井健二
'xin'ke'er 辛克尔
'xin'ke'er 欣克尔
'xin'ke'lai'er 辛克莱尔
'xin'ke'li'lian 欣克利联
'xin'ming'te'si 新明特斯
'xin'ni'di 辛尼迪
'xin'ni'te 辛尼特
'xin'pei'er'si'bo'ge 辛佩尔斯伯格
'xin'pu'li'xi'ao 辛普里西奥
'xin'pu'li'xi'ao 辛普里希奥
'xin'qi'ke'li'fu 欣奇克利夫
'xin'shan'zu'qiu'ju'le'bu 新山足球俱乐部
'xin'te'lu'si 辛特路斯
'xin'wei'bo'ni 新韦博尼
'xin'xi'lan'qi'shi 新西兰骑士
'xin'xi'ya'nuo 辛西亚诺
'xiong'bu'ting'qiu 胸部停球
'xiong'ya'li'lian'sai 匈牙利联赛
'xiu'si 休斯
'xiu'si'di 休斯蒂
'xiu'yi'sai'ji 休伊塞吉
'xu'gen'bao 徐根宝
'xu'jia'cheng 许家承
'xu'jian'ye 徐建业
'xu'liang 徐亮
'xu'nei'mai'er 许内迈尔
'xu'yong'lai 徐永来
'xu'zhan 许湛
'xuan'chun'hao 玄春浩
'xue'luo'ba'tu 薛罗拔图
'xue'qi'xuan 薛锜铉
'xue'qi'xuan 薛琦铉
'xue'shen 薛申
'ya'bo 雅博
'ya'chen 亚琛
'ya'chen'er'dui 亚琛二队
'ya'ci'qiao'ke 亚茨乔克
'ya'dang'bo'ge'dan 亚当博格丹
'ya'dang'yue'han'xun 亚当约翰逊
'ya'di'de 雅蒂德
'ya'er'bai'long 亚尔拜隆
'ya'er'wei'si 亚尔维斯
'ya'ge 亚戈
'ya'ge'bo'zong 亚戈博宗
'ya'ge'bu'sen 雅各布森
'ya'ge'bu'song 雅格布松
'ya'ge'fa'er'ke 亚戈法尔克
'ya'ge'fei'er'nan'de'si 雅戈费尔南德斯
'ya'guan 亚冠
'ya'he'qiao'ke 雅赫乔克
'ya'ji'wa'hong 雅吉瓦红
'ya'jie'er'ka 雅杰尔卡
'ya'ju'bei 亚俱杯
'ya'ke'bo'ni 亚科波尼
'ya'ke'bu'sen 雅克布森
'ya'ke'wen'ke 雅科文科
'ya'ku'bu 雅库布
'ya'ku'bu'ai'ye'bei'ni 雅库布艾耶贝尼
'ya'kun'ta 亚昆塔
'ya'li'an'de'luo'luo'xi 亚利安德罗罗西
'ya'li'ke'xi'si 亚历克西斯
'ya'li'sang'de'luo 亚历桑德罗
'ya'li'sang'de'luo'a'ge'si'di'ni 亚历桑德罗阿格斯蒂尼
'ya'li'sang'de'luo'fu 亚历桑德罗夫
'ya'li'sang'de'luo'gang'ba'duo'li 亚历桑德罗冈巴多里
'ya'li'sang'de'luo'pa'li'xi 亚历桑德罗帕里西
'ya'li'shan'da 亚利山大
'ya'li'shan'da 亚历山大
'ya'li'shan'da'ao'si'te'lun'de 亚历山大奥斯特伦德
'ya'li'shan'da'ba'de 亚利山大巴德
'ya'li'shan'da'fu'lei 亚历山大弗雷
'ya'li'shan'da'la'si 亚历山大拉斯
'ya'li'shan'da'mai'ke'tang'na 亚历山大麦克唐纳
'ya'li'shan'da'mai'ye'er 亚历山大迈耶尔
'ya'li'shan'da'mei'er 亚历山大梅尔
'ya'li'shan'da'si'tuo'er'ci 亚历山大斯托尔茨
'ya'li'shan'da'song 亚历山大宋
'ya'li'shan'da'xi'er'wa 亚历山大席尔瓦
'ya'li'shan'de'la'ke'lu 亚利山德拉克鲁
'ya'li'ya'li 雅利雅利
'ya'luo'li'mu 雅洛利姆
'ya'luo'li'mu 亚罗利姆
'ya'luo'si'la'fu'er'shen'ni'ke 雅罗斯拉夫尔什尼克
'ya'ni'ke'bo'li 雅尼克波利
'ya'ni'ke'pu'bo 亚尼克普波
'ya'po'shi'da'fa 压迫式打法
'ya'sai'er'hu'sai'yin 雅塞尔胡赛因
'ya'shi'wei'li 雅什维利
'ya'shi'wei'li 亚什维利
'ya'si'ke'lai'ning 雅斯克莱宁
'ya'si'ke'lai'ning 雅斯科莱宁
'ya'te'lan'da 亚特兰大
'ya'te'lan'te 亚特兰特
'ya'wei'er'ba'la'ha 亚维尔巴拉哈
'ya'wei'er'duo'la'duo 亚维尔多拉多
'ya'wei'fu'ai'ge 亚维富埃戈
'ya'wei'ge'lei'luo 亚维格雷罗
'ya'wei'jia'xi'ya 亚维加西亚
'ya'wei'lu'yi'zi 亚维路易兹
'ya'wei'ma'ding'nei'si 亚维马丁内斯
'ya'wei'na'wa'luo 亚维纳瓦罗
'ya'wei'pa'lei'de'si 亚维帕雷德斯
'ya'wei'wa'la'si 亚维瓦拉斯
'ya'wei'wen'ta 亚维温塔
'ya'wu'zi'ai'lai'ding 雅武兹埃莱丁
'ya'xi'nei'xi'ma 雅西内希马
'ya'xin'ka'ke'ma'ke 亚辛卡克马克
'ya'ya 亚亚
'ya'ya'tu'lei 亚亚图雷
'yan'bu'xian'ni 岩布仙尼
'yan'de'li'sai'ke 延德里塞克
'yan'huan'yi'xia'bi'sai'su'du 延缓一下比赛速度
'yan'qi 延奇
'yan'sen 延森
'yan'si'jie'li'mei'si 延斯杰里梅斯
'yan'xiang'chuang 闫相闯
'yan'zhong'fan'gui 严重犯规
'yang'bo'la'ke 扬波拉克
'yang'chang'peng 杨昌鹏
'yang'chen 杨晨
'yang'chun'gang 杨纯刚
'yang'guang'shi'zheng 仰光市政
'yang'hong'chao 杨洪潮
'yang'hong'min 杨洪敏
'yang'kao'si'ka'si 扬考斯卡斯
'yang'ke'fu 扬科夫
'yang'ke'le 扬科勒
'yang'ke'le'er 扬科勒尔
'yang'ke'li'si'di'an'sen 杨克里斯蒂安森
'yang'ke'luo'kan'pu 扬克罗坎普
'yang'ke'wei'qi 扬科维奇
'yang'ke'wei'qi 杨科维奇
'yang'ku'luo'fu'si'ji 扬库洛夫斯基
'yang'kun'peng 杨昆鹏
'yang'luo'sen'ta'er 扬罗森塔尔
'yang'ni'xi'ao 扬尼西奥
'yang'peng'feng 杨朋锋
'yang'sen 扬森
'yang'shan'ping 杨善平
'yang'shi'zhuo 杨世卓
'yang'tuo'er'nuo 扬托尔诺
'yang'xi'chang 杨熙昌
'yang'xiao'hu 杨晓沪
'yang'zong'qun 杨综群
'yao'li'jun 姚力君
'ye'ao'wa'ni'ao 耶奥瓦尼奥
'ye'ba'la 耶巴拉
'ye'bu'lang'li 耶布朗历
'ye'chun'qiu'mi'ju'le'bu 业春球迷俱乐部
'ye'fu'di'qi 耶夫蒂奇
'ye'fu'li'qi 耶夫里奇
'ye'fu'liu'shen 叶夫柳申
'ye'fu'liu'si'jin 叶夫柳斯金
'ye'hai'ya 叶海亚
'ye'ka'si 耶卡斯
'ye'ke'ta'ku'er'tu'lu'si 耶克塔库尔图卢斯
'ye'la'wei'qi 耶拉维奇
'ye'li'mi'ya 耶利米亚
'ye'li'qi 耶利奇
'ye'lie'wan'di'na'mo 耶烈万迪纳摩
'ye'lun 耶伦
'ye'na'er'tong'sai'er 耶纳尔通塞尔
'ye'na'si 耶纳斯
'ye'pei'si 耶佩斯
'ye'si'kai'lai'ning 耶斯凯莱宁
'ye'si'te 耶斯特
'ye'ting'si'te'wo 耶汀斯特沃
'ye'ye'tuo'ni 耶耶托尼
'yi'an'li'gao'si 伊安利高斯
'yi'an'mu'lai 伊安姆莱
'yi'an'wo'ke'er 伊安沃克尔
'yi'ba 伊巴
'yi'ba'jia'sa 伊巴加萨
'yi'ben'gu'tie'lei'si 伊本古铁雷斯
'yi'bi'li'ya'mei'zhou 伊比利亚美洲
'yi'bi'she'wei'qi 伊比舍维奇
'yi'bian 易边
'yi'bian'dao'de'bi'sai 一边倒的比赛
'yi'bing 意丙
'yi'bo'la 伊博拉
'yi'bo'yi'cai 一拨一踩
'yi'bo'yi'ting 一拨一停
'yi'bu 伊布
'yi'bu'la'xi'ma'di'ya'luo 易卜拉希马迪亚洛
'yi'bu'la'xi'ma'ka'ma'la 易卜拉希马卡马拉
'yi'bu'la'xi'ma'tao'er 易卜拉希马陶尔
'yi'bu'la'xi'mo'wei'qi 伊布拉西莫维奇
'yi'bu'la'xi'mo'wei'qi 伊布拉希莫维奇
'yi'bu'la'xin'a'jin 伊布拉辛阿金
'yi'bu'la'xin'ai'ji 伊布拉辛埃吉
'yi'bu'la'xin'ba 易卜拉辛巴
'yi'bu'la'xin'da'jia'sang 伊布拉辛达加桑
'yi'bu'la'xin'ka'si 伊布拉辛卡斯
'yi'bu'la'xin'sa'xin 易卜拉欣萨辛
'yi'bu'la'xin'sai'li'ke 伊布拉辛塞利克
'yi'bu'la'xin'sai'yi'de 伊布拉辛赛义德
'yi'bu'la'xin'ta'er 易布拉辛塔尔
'yi'bu'la'xin'tuo'la'man 伊布拉辛托拉曼
'yi'bu'la'xin'wu'zu'er'mo'zi 伊布拉辛乌祖尔默兹
'yi'da'bu'de'er'ha'yi 伊达布德尔哈伊
'yi'da'li'de'bi 意大利德比
'yi'da'li'lian'sai 意大利联赛
'yi'da'li'zu'qiu'bing'ji'lian'sai 意大利足球丙级联赛
'yi'da'li'zu'qiu'jia'ji'lian'sai 意大利足球甲级联赛
'yi'da'li'zu'qiu'yi'ji'lian'sai 意大利足球乙级联赛
'yi'de'bei'er 伊德贝尔
'yi'de'li'sa 伊德里萨
'yi'de'li'zha'yi 伊德里扎伊
'yi'dui'yi'ding'ren 一对一盯人
'yi'en'wo'ke 伊恩沃克
'yi'en'xiao 伊恩肖
'yi'er'han 伊尔汉
'yi'er'han 伊尔汗
'yi'er'han'ai'ke'er 伊尔汉埃克尔
'yi'er'han'ao'zi'bai 伊尔汉奥兹拜
'yi'er'han'pa'er'la'ke 伊尔汉帕尔拉克
'yi'er'han'sa'xin 伊尔汉萨辛
'yi'er'han'wu'ma'ke 伊尔汉乌马克
'yi'er'kai'jing'duo'gan 伊尔凯京多甘
'yi'er'kai'mu'ao'zi'kai'na'ke 伊尔凯姆奥兹凯纳克
'yi'er'ke'si'dun'cheng 伊尔克斯顿城
'yi'er'qi'wei'te 伊尔齐威特
'yi'er'qie'mu 伊尔切姆
'yi'fu'lei'ya 伊夫雷亚
'yi'ge'er 伊戈尔
'yi'ge'er'bu'dan 伊格尔布丹
'yi'ge'er'luo'luo 伊戈尔洛洛
'yi'ge'er'si 伊格尔斯
'yi'ge'lai'xi'ya'si 伊格莱西亚斯
'yi'ge'li'ta'lei 伊格利塔雷
'yi'ge'li'wan'nu'qi 伊格利万努奇
'yi'ge'na'qi'ao 伊格纳齐奥
'yi'ge'na'qi'ao'a'ba'te 伊格纳齐奥阿巴特
'yi'ge'na'xi'ao 伊格纳西奥
'yi'ge'na'xi'ao'gang'sa'lei'si 伊格纳西奥冈萨雷斯
'yi'ge'na'xi'ao'ka'ma'qiao 伊格纳西奥卡马乔
'yi'ge'si 伊戈斯
'yi'ge'yi'zi 伊戈伊兹
'yi'gua'yin 伊瓜因
'yi'ji'chang'chuan 一记长传
'yi'ji'chou'she 一记抽射
'yi'jia 意甲
'yi'jia'qiu'yuan 意甲球员
'yi'jiao'dang'chuan 一脚挡传
'yi'jiao'ding'qian'kun 一脚定乾坤
'yi'jiao'ding'yin 一脚定音
'yi'la'ao'la 伊拉奥拉
'yi'le'ke'zha'li'ke 伊勒克扎利科
'yi'li'ba'lun 伊里巴伦
'yi'li'nei 伊里内
'yi'li'ni 伊里尼
'yi'li'qie'wei'qi 伊利切维奇
'yi'li'si'ya'ke'si 伊利斯亚克斯
'yi'li'ya'si'ka'la'man 伊利亚斯卡拉曼
'yi'li'ye'fu 伊利耶夫
'yi'lu'er'song 伊鲁尔松
'yi'lu'jia'sen 伊鲁加森
'yi'lun'huang'jia'lian'meng 伊伦皇家联盟
'yi'mu'huo'fu 伊姆霍夫
'yi'na'ji'bai'a 伊纳基拜阿
'yi'na'xi'ao'pi'ya 伊纳西奥皮亚
'yi'nei'si 伊内斯
'yi'nie'si'ta 伊涅斯塔
'yi'nuo'yi'a'shi'duo'de'yun'dong 依诺伊阿史多德运动
'yi'pa'ting'jia 伊帕廷加
'yi'pu'sa 伊普萨
'yi'pu'si'wei'qi 伊普斯维奇
'yi'pu'ta'fei'la'ge'a'kan'ni'si 伊普塔菲拉格阿坎尼斯
'yi'sa'bi 伊萨比
'yi'sa'ke 伊萨克
'yi'sa'ke'song 伊萨克松
'yi'san'san'san 一三三三
'yi'se'lie'lian'sai 以色列联赛
'yi'she'yi'dang 一射一挡
'yi'shi'duo'na'te 伊施多纳特
'yi'si'ji'ya 伊斯基亚
'yi'si'ji'ye'duo 伊斯基耶多
'yi'si'lai'er 伊斯莱尔
'yi'si'ma'ning 伊斯马宁
'yi'si'mai'er 伊斯麦尔
'yi'si'mai'er'gu'er'du'lun 伊斯迈尔古尔杜伦
'yi'si'mei'er 伊斯梅尔
'yi'si'mei'er'luo'pei'zi 伊斯梅尔洛佩兹
'yi'si'mei'er'mi'le 伊斯梅尔米勒
'yi'si'mo'de'si 伊斯莫德斯
'yi'si'tan'bu'er'ti'yu'jing'ji 伊斯坦布尔体育竞技
'yi'si'te'ben'zi'zhi 伊斯特本自治
'yi'si'te'la'a'wa'zi 伊斯特拉阿瓦兹
'yi'si'te'lai'xi 伊斯特莱希
'yi'si'tuo'ya'nuo'fu 伊斯托雅诺夫
'yi'su'er 伊苏尔
'yi'ta'luo 伊塔洛
'yi'ting'yi'she 一停一射
'yi'tu'a'nuo 伊图阿诺
'yi'tu'li'ya'jia 伊图里亚加
'yi'wa'nuo'fu'la'ji'wei'si'ka 伊瓦诺弗拉基维斯卡
'yi'wa'si'ke'wei'xiu'si 伊瓦斯克维修斯
'yi'wan 伊万
'yi'wan'a'long'suo 伊万阿隆索
'yi'wan'ai'er'ge'la 伊万埃尔格拉
'yi'wan'bo'la'duo 伊万博拉多
'yi'wan'fu'lan'qie'si'qi'ni 伊万弗兰切斯奇尼
'yi'wan'ka'li'er 伊万卡里尔
'yi'wan'ke'er'duo'ba 伊万科尔多巴
'yi'wan'ke'fu 伊万科夫
'yi'wan'ke'la'shi'ni'qi 伊万克拉什尼奇
'yi'wan'la'mi'si 伊万拉米斯
'yi'wan'lai'si'jia'de 伊万莱斯加德
'yi'wan'le'ke 伊万勒科
'yi'wan'ni'er'duo 伊万尼尔多
'yi'wan'nuo'wei'qi 伊万诺维奇
'yi'wan'sang'tuo'si 伊万桑托斯
'yi'wei'er'dong'yun'dong 伊韦尔东运动
'yi'wei'si'fan'de'hai'ge 伊维斯范德海格
'yi'wen'si 伊文斯
'yi'weng'ai'li'si 伊翁埃里斯
'yi'wu'mei'hu'ti'yu'chang 义乌梅湖体育场
'yi'xi'ya'ku 伊希亚库
'yi'ya'ke'ni 伊亚科尼
'yi'ya'kun'da 伊亚昆达
'yi'yi 意乙
'yi'ze'te'a'ke'gu'er 伊泽特阿克古尔
'yi'zhong'hai'niu'shi'ke 颐中海牛时刻
'yi'zi'kui'er'duo 伊兹奎尔多
'yi'zi'mei'luo'fu 伊兹梅洛夫
'yin'du'lian'sai 印度联赛
'yin'du'ni'xi'ya'lian'sai 印度尼西亚联赛
'yin'du'wa'si'ka 印度瓦斯卡
'yin'fei'si'ta 因费斯塔
'yin'fu'nei'si 因弗内斯
'yin'ge'si'ta'te 因格斯塔特
'yin'hang'xun'jie 银行迅捷
'yin'huo'fu 因霍夫
'yin'lei'ha'de 因雷哈德
'yin'pei'li'ya 因佩里亚
'yin'si'te'tu'tuo'ke'duo'er'ba 因斯特图托科多尔巴
'yin'su'ya 因苏亚
'yin'tie'sheng 殷铁生
'yin'xi'fu 殷锡福
'yin'zha'ji 因扎吉
'ying'bing 英丙
'ying'chao 英超
'ying'ge'lan'lian'sai 英格兰联赛
'ying'ge'lan'zu'qiu'bing'ji'lian'sai 英格兰足球丙级联赛
'ying'ge'lan'zu'qiu'chao'ji'lian'sai 英格兰足球超级联赛
'ying'ge'lan'zu'qiu'guan'jun'lian'sai 英格兰足球冠军联赛
'ying'ge'lan'zu'qiu'jia'ji'lian'sai 英格兰足球甲级联赛
'ying'ge'lan'zu'qiu'yi'ji'lian'sai 英格兰足球乙级联赛
'ying'ge'si'tai'de 英格斯泰德
'ying'guan 英冠
'ying'huo'fu 英霍夫
'ying'ji'ma'er'sen 英吉马尔森
'ying'jia 英甲
'ying'sheng'ru'wang 应声入网
'ying'shi'da'fa 英式打法
'ying'wen'xi'bo 英文西博
'ying'yi 英乙
'ying'zha'ji 英扎吉
'yong'bei'li 永贝里
'you'bian'feng 右边锋
'you'bian'wei 右边卫
'you'de'bo'ge 尤德博格
'you'en'ge'er 尤恩格尔
'you'er'gen 尤尔根
'you'er'gen'ge'er'si'duo'fu 尤尔根格尔斯多夫
'you'er'gen'ke'luo'pu 尤尔根克洛普
'you'gong'zhuan'shou 由攻转守
'you'hou'wei 右后卫
'you'ji'wei'ci 尤基维茨
'you'ke'wei 尤科伟
'you'la 尤拉
'you'li'ke'si'wan'huo'mu'fan'de'lei'deng 尤里克斯万霍姆范德雷登
'you'li'qi 尤里奇
'you'li'wu'li'yuan'ze 有利无利原则
'you'li'yuan'ze 有利原则
'you'lu'ma'tong'duo 尤鲁马通多
'you'nu'si'ba'la'ban 尤努斯巴拉班
'you'qian'wei 右前卫
'you'sheng'zhe'bei 优胜者杯
'you'su'fu'ku'er'tu'lu'si 尤苏夫库尔图卢思
'you'su'fu'xi'mu'sai'ke 尤苏夫希姆塞克
'you'wen'ni'si 尤文尼斯
'you'wen'si'ta'bi'ya 尤文斯塔比亚
'you'wen'tu'de 尤文图德
'you'wen'tu'si 尤文图斯
'you'wen'tu'si'jing'ji 尤文图斯竞技
'you'zhong'wei 右中卫
'yu'da'bao 于大宝
'yu'dong'feng 余东风
'yu'guo'a'er'kan'ta'la 雨果阿尔坎塔拉
'yu'guo'a'er'mei'da 雨果阿尔梅达
'yu'guo'ke'si'ta 雨果科斯塔
'yu'guo'li'er 雨果里尔
'yu'guo'meng'te'luo 雨果蒙特罗
'yu'guo'mo'lai'si 雨果莫莱斯
'yu'guo'sang'tuo'si 雨果桑托斯
'yu'guo'wei'ya'na 雨果维亚纳
'yu'guo'wen'tu'la 雨果文图拉
'yu'hai 于海
'yu'men'jiang'yi'dui'yi 与门将一对一
'yu'mi'te'ai'ding 于米特艾丁
'yu'mi'te'bo'zi'ku'er'te 于米特博兹库尔特
'yu'mi'te'ka'lan 于米特卡兰
'yu'ming 于明
'yu'tuo'hua'di'si 域陀华迪斯
'yu'wei'liang 虞伟亮
'yu'yuan'wei 于远伟
'yu'yue'chong'ding 预约冲顶
'yu'yue'ding'qiu 鱼跃顶球
'yu'yue'jiu'qiu 鱼跃救球
'yu'yue'pu'qiu 鱼跃扑球
'yu'zhen'xuan 余振玄
'yu'zi'qian 于子千
'yuan'cheng'pao'dan 远程炮弹
'yuan'cheng'she'shou 远程射手
'yuan'she'po'men 远射破门
'yuan'wei'wei 苑维玮
'yue'ao'lai'ang'na'duo 约奥莱昂纳多
'yue'er'di'ge'mai'si 约尔迪戈麦斯
'yue'er'di'li'pi'ao'si 约尔迪里皮奥斯
'yue'er'di'luo'pei'si 约尔迪洛佩斯
'yue'er'ji'ni'ao 约尔吉尼奥
'yue'er'kui'la 约尔奎拉
'yue'ge'ke'si'ta 约格科斯塔
'yue'gen'sen 约根森
'yue'han 约翰
'yue'han'ao'bi'mi'ke'er 约翰奥比米克尔
'yue'han'bo'te 约翰波特
'yue'han'fu'lan'de'sen 约翰弗兰德森
'yue'han'ha'te'sen 约翰哈特森
'yue'han'jia'ge'fei'er'de'te 约翰加格费尔德特
'yue'han'jian'sen 约翰简森
'yue'han'ka'lu 约翰卡鲁
'yue'han'ka'wa'li 约翰卡瓦利
'yue'han'ken'ni'di 约翰肯尼迪
'yue'han'lu'di 约翰鲁迪
'yue'han'mi'ku 约翰米库
'yue'han'ni'lu'sai'er 约翰尼鲁塞尔
'yue'han'sa'dun 约翰萨顿
'yue'han'sen 约翰森
'yue'han'shi'mi'si 约翰史密斯
'yue'han'si'dun 约翰斯顿
'yue'han'te'lu'qie'te 约翰特鲁切特
'yue'jia'sai'wei'qi 约加塞维奇
'yue'ke 约克
'yue'ke'cheng 约克城
'yue'nan'lian'sai 越南联赛
'yue'nei'lei'te 约内雷特
'yue'qi'zheng'ding 跃起争顶
'yue'se'fu'ma'wa'ye 约瑟夫马瓦耶
'yue'se'fu'zu'en 约瑟夫祖恩
'yue'shu'ya'yue'han 约舒亚约翰
