'a'lun'fang'cha 阿伦方差
'yi'yong'dian'zi'zhi'xian'jia'su'qi 医用电子直线加速器
'yi'yong'hui'xuan'jia'su'qi 医用回旋加速器
'yi'zhi'jie 异质结
'yi'zhi'jie'gou 异质结构
'yi'zhi'jie'jing'ti'guan 异质结晶体管
'yi'zhi'jie'shuang'ji'jing'ti'guan 异质结双极晶体管
'yi'zhi'jie'tai'yang'dian'chi 异质结太阳电池
'yi'zhi'shan'ji 抑制栅极
'yi'zhi'she'pin'gan'rao'dian'rong'qi 抑制射频干扰电容器
'yi'zhi'wai'yan 异质外延
'yin'bi'jie'shou 隐蔽接收
'yin'dao'lei'da 引导雷达
'yin'dao'shi'gan'rao 引导式干扰
'yin'guo'lv 因果律
'yin'guo'xi'tong 因果系统
'yin'guo'xing 因果性
'yin'huo 引火
'yin'ji 阴极
'yin'ji'hui'guang 阴极辉光
'yin'ji'pi'lao 阴极疲劳
'yin'ji'she'xian'guan 阴极射线管
'yin'ji'she'xian'zhi'bian'se 阴极射线致变色
'yin'ji'she'xian'zhi'fa'guang 阴极射线致发光
'yin'ji'shou'ming 阴极寿命
'yin'ji'shu'chu'qi 阴极输出器
'yin'ji'you'xiao'xi'shu 阴极有效系数
'yin'ji'zhong'du 阴极中毒
'yin'jie 音节
'yin'jie'chu'jian 阴接触件
'yin'kong'fang'ming'qi 音控防鸣器
'yin'pin'bian'ya'qi 音频变压器
'yin'pin'fang'da'qi 音频放大器
'yin'pin'zhen'dang'qi 音频振荡器
'yin'ran'dian'liu 引燃电流
'yin'ran'guan 引燃管
'yin'ran'ji 引燃极
'yin'ran'shi'jian 引燃时间
'yin'shan 荫栅
'yin'shua'xian'lu'ban 印刷线路板
'yin'te'wang'xie'yi 因特网协议
'yin'xian'jian'he 引线键合
'yin'xian'kuang'shi'jian'he 引线框式键合
'yin'xiang 音箱
'yin'xiang'xiao'guo 音响效果
'yin'xiang'xiao'guo'fang'da'qi 音响效果放大器
'yin'xing'mu'biao 隐形目标
'yin'ya 印压
'yin'yue'dian'shi 音乐电视
'yin'yue'gong'lv'shu'chu 音乐功率输出
'yin'zhao 荫罩
'yin'zhi'ban 印制板
'yin'zhi'ban'lian'jie'qi 印制板连接器
'yin'zhi'ban'zu'zhuang'jian 印制板组装件
'yin'zhi'dian'lu 印制电路
'yin'zhi'xian'lu 印制线路
'yin'zhi'yuan'jian 印制元件
'ying'da'qi 应答器
'ying'da'shi'gan'rao 应答式干扰
'ying'guang 荧光
'ying'guang'ping 荧光屏
'ying'guang'shu'ma'guan 荧光数码管
'ying'guang'xian'kuan 荧光线宽
'ying'li'fu'shi 应力腐蚀
'ying'li'gan'sheng'que'xian 应力感生缺陷
'ying'pao 硬泡
'ying'xiang'can'shu 影象参数
'ying'xiang'liang 影响量
'ying'yong'ceng 应用层
'yong'ci'cai'liao 永磁材料
'yong'ci'ti 永磁体
'yong'hu 用户
'yong'hu'dai'li 用户代理
'yong'hu'dian'bao 用户电报
'yong'hu'guan'li'xi'tong 用户管理系统
'yong'hu'ping'mian 用户平面
'yong'hu'shi'nei'jie'kou 用户室内接口
'yong'hu'shu'ju'xie'yi 用户数据协议
'yong'hu'wang'jie'kou 用户网接口
'yong'hu'xian'lu 用户线路
'yong'hu'xiao'jiao'huan'ji 用户小交换机
'yong'hu'zhong'duan'ye'wu 用户终端业务
'yong'hu'zhuan'xian'jie'kou'lv'bo'lu 用户专线接口滤波路
'yong'hu'zi'dong'jiao'huan'ji 用户自动交换机
'yong'se 拥塞
'yong'se'kong'zhi 拥塞控制
'you'biao 游标
'you'dong'shi'jian 游动时间
'you'fa'dian'wei 诱发电位
'you'fang'hui'chou'yang 有放回抽样
'you'feng'zhen'kong'beng 油封真空泵
'you'ji'ban'dao'ti 有机半导体
'you'ji'ji'shu'qi 有机计数器
'you'mo'guang'fa 油膜光阀
'you'ren'zeng'yin'zhan 有人增音站
'you'te'xing 右特性
'you'xian'chong'ji'xiang'ying 有限冲激响应
'you'xian'dian'shi 有线电视
'you'xian'quan 优先权
'you'xian'tong'xin 有线通信
'you'xian'yao'ce 有线遥测
'you'xian'yao'kong 有线遥控
'you'xian'zheng'bi'qu 有限正比区
'you'xiang'tu 有向图
'you'xiao'ci'dao'lv 有效磁导率
'you'xiao'quan'xiang'fu'she'gong'lv 有效全向辐射功率
'you'xiao'xian'xin 有效纤芯
'you'xiao'xiao'lv 有效效率
'you'xiao'zhi 有效值
'you'yuan'gan'rao 有源干扰
'you'yuan'gen'zong 有源跟踪
'you'yuan'ju'zhen 有源矩阵
'you'yuan'tan'ce 有源探测
'you'yuan'wang'luo 有源网络
'you'yuan'wei'bo'yao'gan 有源微波遥感
'you'yuan'yuan'jian 有源元件
'you'yuan'zhen 有源阵
'you'yuan'zhi'dao 有源制导
'you'zai'pin'zhi'yin'shu 有载品质因数
'you'zhi'dong'li 有质动力
'yu'bai'xian'ju'jiao'zhi'pu'yi 余摆线聚焦质谱仪
'yu'bai'xian'zhen'kong'beng 余摆线真空泵
'yu'chong'dian'zhou'qi 预充电周期
'yu'chu'li 预处理
'yu'dian'liu'mi'du 阈电流密度
'yu'fang'xing'wei'hu 预防性维护
'yu'fang'xing'wei'xiu 预防性维修
'yu'fei'men 与非门
'yu'fen'pei 预分配
'yu'gu'tian'xian 鱼骨天线
'yu'hui 余辉
'yu'hui'lu'you 迂回路由
'yu'huo'dui'zhan'ji'cun'qi 与或堆栈寄存器
'yu'huo'men 与或门
'yu'jia'zhong'wang'luo 预加重网络
'yu'jing'lei'da 预警雷达
'yu'kuo'san 预扩散
'yu'luo'ji'dian'lu 阈逻辑电路
'yu'mai'chong 余脉冲
'yu'men 与门
'yu're'shi'jian 预热时间
'yu'shao 预烧
'yu'sheng'xin'hao'chu'li 语声信号处理
'yu'tan'ce'qi 阈探测器
'yu'tiao'dian'rong'qi 预调电容器
'yu'wu'cha'han'shu'fen'bu 余误差函数分布
'yu'xi 余隙
'yu'xiang 余象
'yu'ya 预压
'yu'yi'ma 阈译码
'yu'yin'bian'ma 语音编码
'yu'yin'wang'luo 语音网络
'yu'zhi'bo'chang 阈值波长
'yu'zhi'dian'liu 阈值电流
'yu'zhi'dian'ya 阈值电压
'yu'zhou'she'xian'tan'ce'qi 宇宙射线探测器
'yuan'chang'qu 远场区
'yuan'cheng'hui'yi 远程会议
'yuan'cheng'shi'pin'hui'yi 远程视频会议
'yuan'cheng'tong'xin 远程通信
'yuan'cheng'zhan'shu'dao'hang'xi'tong 远程战术导航系统
'yuan'dian'chi 原电池
'yuan'dian'zi 原电子
'yuan'ding'xiang'kong'zhen'tian'xian 圆顶相控阵天线
'yuan'dong'xue 远动学
'yuan'duan'yong'hu'dan'yuan 远端用户单元
'yuan'duan'zhan 远端站
'yuan'hong'wai'ji'guang'qi 远红外激光器
'yuan'hong'wai'xian 远红外线
'yuan'ji'hua 圆极化
'yuan'jian'mian 元件面
'yuan'pian 圆片
'yuan'sao'miao 圆扫描
'yuan'su'ba 元素靶
'yuan'su'ban'dao'ti 元素半导体
'yuan'xing'lv'bo'qi 原型滤波器
'yuan'zhu'xing'xu'dian'chi 圆柱形蓄电池
'yuan'zhui'zhen 圆锥阵
'yuan'zi 原子
'yuan'zi'ceng'wai'yan 原子层外延
'yuan'zi'pin'biao 原子频标
'yue'ding'zhen'zhi 约定真值
'yue'qi'shu'zi'jie'kou 乐器数字接口
'yue'se'fu'sen'sui'dao'luo'ji 约瑟夫森隧道逻辑
'yue'shu'chang'du 约束长度
'yun'dong'bu'chang 运动补偿
'yun'guang'fang'dian'guan 晕光放电管
'yun'liu'dian'liu 运流电流
'yun'shu'ceng 运输层
'yun'shu'shi'yan 运输试验
'yun'suan'fang'da'qi 运算放大器
'yun'wu'shi 云雾室
'yun'xiang'cheng'he 匀相成核
'yun'xing'ju'pin'te'xing 运行矩频特性
'yun'xu'wu'cha 允许误差
'za'bi 匝比
'za'bo 杂波
'za'bo'jian'ke'jian'du 杂波间可见度
'za'bo'nei'ke'jian'du 杂波内可见度
'za'bo'tu 杂波图
'za'bo'xia'ke'jian'du 杂波下可见度
'za'hua'pin'lv 杂化频率
'za'san'xiang'ying 杂散响应
'za'zhi'dai 杂质带
'za'zhi'kuo'san 杂质扩散
'za'zhi'neng'ji 杂质能级
'za'zhi'nong'du 杂质浓度
'za'zhi'tuan 杂质团
'zai'bo 载波
'zai'bo'chuan'shu 载波传输
'zai'bo'dian'bao 载波电报
'zai'bo'dian'hua 载波电话
'zai'bo'pin'yi 载波频移
'zai'bo'ti'qu 载波提取
'zai'liu'han 再流焊
'zai'liu'zi 载流子
'zai'lou 载漏
'zai'pin'chun'du 载频纯度
'zai'pin'hui'fu 载频恢复
'zai'pin'tong'bu 载频同步
'zai'sheng'jie'shou'ji 再生接收机
'zai'sheng'ran'liao'dian'chi 再生燃料电池
'zai'xian'xing 再现性
'zai'zao'bi 载噪比
'zan'cun'qi 暂存器
'zan'tai 暂态
'zao'qi'shi'xiao'qi 早期失效期
'zao'sheng'chi'du 噪声尺度
'zao'sheng'deng'xiao'dai'kuan 噪声等效带宽
'zao'sheng'fa'sheng'qi 噪声发生器
'zao'sheng'gan'rao 噪声干扰
'zao'sheng'guan 噪声管
'zao'sheng'lei'da 噪声雷达
'zao'sheng'rong'xian 噪声容限
'zao'sheng'wen'du 噪声温度
'zao'sheng'xi'shu 噪声系数
'zao'sheng'xi'shu'ce'shi'yi 噪声系数测试仪
'zao'sheng'zhi'shu 噪声指数
'ze'duo'yi'ma 择多译码
'ze'you'qu'xiang 择优取向
'zeng'fu'guan 增幅管
'zeng'liang'tiao'zhi 增量调制
'zeng'mi'gong'yi 增密工艺
'zeng'qiang 增强
'zeng'qiang'xing'chang'xiao'jing'ti'guan 增强型场效晶体管
'zeng'xin'ma 增信码
'zeng'ya'zhen'kong'beng 增压真空泵
'zeng'yi 增益
'zeng'yi'bao'he 增益饱和
'zeng'yi'yu'liang 增益裕量
'zeng'zhi'wang 增值网
'zeng'zhi'wang'luo 增值网络
'zeng'zhi'ye'wu 增值业务
'zha'fa 闸阀
'zha'liu'guan 闸流管
'zhai'dai'fang'da'qi 窄带放大器
'zhai'dai'lv'bo'qi 窄带滤波器
'zhai'dai'xi'ban'dao'ti 窄带隙半导体
'zhai'dai'zong'he'ye'wu'shu'ju'wang 窄带综合业务数据网
'zhai'dian'lu 窄电路
'zhai'gou'xiao'ying 窄沟效应
'zhan'bo'qi 斩波器
'zhan'chang'zhen'cha'lei'da 战场侦察雷达
'zhan'kong'bi 占空比
'zhan'kong'yin'shu 占空因数
'zhan'shu'kong'zhong'dao'hang'xi'tong 战术空中导航系统
'zhang'ban 障板
'zhang'chi'zhen'dang'qi 张弛振荡器
'zhang'liang'ci'dao'lv 张量磁导率
'zhao'huo 着火
'zhao'huo'dian'ya 着火电压
'zhao'huo'shi'jian 着火时间
'zhao'she'liang'ji 照射量计
'zhao'she'liang'lv'ji 照射量率计
'zhe'bi'yang'hua'wu 锗铋氧化物
'zhe'die'shi'tai'yang'dian'chi'zhen 折叠式太阳电池阵
'zhe'he'zhen'zi 折合振子
'zhe'ji 褶积
'zhe'li'yang'hua'wu 锗锂氧化物
'zhe'she 折射
'zhe'suan'bi 锗酸铋
'zhe'suan'li 锗酸锂
'zhen'dang 振荡
'zhen'ding'wei 帧定位
'zhen'dong'mo 振动磨
'zhen'dong'shi'yan 振动试验
'zhen'fu 振幅
'zhen'he'tian'xian 枕盒天线
'zhen'kong 针孔
'zhen'kong 真空
'zhen'kong'beng 真空泵
'zhen'kong'dian'rong'qi 真空电容器
'zhen'kong'dian'zi'qi'jian 真空电子器件
'zhen'kong'dian'zi'xue 真空电子学
'zhen'kong'du 真空度
'zhen'kong'gui 真空规
'zhen'kong'ji 真空计
'zhen'kong'ji'chuan 真空击穿
'zhen'kong'ji'dian'qi 真空继电器
'zhen'kong'tou'jing 针孔透镜
'zhen'kong'wei'dian'zi'xue 真空微电子学
'zhen'kong'xi'tong 真空系统
'zhen'kong'ying'guang'xian'shi 真空荧光显示
'zhen'kong'zheng'fa 真空蒸发
'zhen'ling 振铃
'zhen'pin'qi 甄频器
'zhen'shi'gao'du 真实高度
'zhen'shu'chu'bian'ya'qi 帧输出变压器
'zhen'tian'xian 阵天线
'zhen'xing'ji'bian 枕形畸变
'zhen'yin'zi 阵因子
'zhen'zhi 真值
'zhen'zhi'biao 真值表
'zheng'bi'ji'shu'qi 正比计数器
'zheng'bi'qu 正比区
'zheng'bu'zhuan'ju 整步转矩
'zheng'chang'guan'duan'qi'jian 正常关断器件
'zheng'chang'hui'guang'fang'dian 正常辉光放电
'zheng'chang'kai'qi'qi'jian 正常开启器件
'zheng'chang'ning'gu 正常凝固
'zheng'chang'wen'fa 正常文法
'zheng'dian'zi 正电子
'zheng'dian'zi'fa'she 正电子发射
'zheng'dian'zi'pu'yi 正电子谱仪
'zheng'fa'li'zi'beng 蒸发离子泵
'zheng'fan'kui 正反馈
'zheng'gui'suan'yi'zhi 正硅酸乙酯
'zheng'ji 正极
'zheng'jiao'bian'huan 正交变换
'zheng'jiao'chang'fang'da'guan 正交场放大管
'zheng'jiao'chang'qi'jian 正交场器件
'zheng'jiao'ji'hua 正交极化
'zheng'jiao'tiao'zhi 正交调制
'zheng'liu'bian'ya'qi 整流变压器
'zheng'liu'er'ji'guan 整流二极管
'zheng'qie'ling'min'du 正切灵敏度
'zheng'shi 证实
'zheng'tie'yang'ti 正铁氧体
'zheng'wai'yan 正外延
'zheng'xiang'sun'hao 正向损耗
'zheng'xing'dian'lu 整形电路
'zheng'xing'guang'ke'jiao 正性光刻胶
'zheng'yong 争用
'zheng'yu'xian'xuan'zhuan'bian'ya'qi 正余弦旋转变压器
'zhi'ban'gan'dian'chi 纸板干电池
'zhi'ban'gong'yi 制版工艺
'zhi'dai'fu'zao'ji 纸带复凿机
'zhi'dai'jian'pan'zao'kong'ji 纸带键盘凿孔机
'zhi'dao'lei'da 制导雷达
'zhi'dian'xin'biao 指点信标
'zhi'du'cun'chu'qi 只读存储器
'zhi'guan'cun'chu'guan 直观存储管
'zhi'hou 滞后
'zhi'hua'dian'wei'qi 直滑电位器
'zhi'hui'kong'zhi'yu'tong'xin'xi'tong 指挥控制与通信系统
'zhi'jie'dai'xi'ban'dao'ti 直接带隙半导体
'zhi'jie'fu'he 直接复合
'zhi'jie'jian'bo'shi'jie'shou'ji 直接检波式接收机
'zhi'jie'jin'dai'ban'dao'ti 直接禁带半导体
'zhi'jie'ou'he'fang'da'qi 直接耦合放大器
'zhi'jie'ou'he'jing'ti'guan'luo'ji 直接耦合晶体管逻辑
'zhi'jing'yan'mo 直径研磨
'zhi'la'fa 直拉法
'zhi'liang'fan'kui 质量反馈
'zhi'liang'guan'li 质量管理
'zhi'liang'kong'zhi 质量控制
'zhi'liang'shu'yun 质量输运
'zhi'liang'zhi'biao 质量指标
'zhi'ling 指令
'zhi'ling'bian'ma 指令编码
'zhi'ling'biao 指令表
'zhi'ling'chan'sheng'qi 指令产生器
'zhi'ling'chang'du 指令长度
'zhi'ling'ge'shi 指令格式
'zhi'ling'gong'neng 指令功能
'zhi'ling'jian'ce 指令监测
'zhi'ling'jian'ge 指令间隔
'zhi'ling'lian 指令链
'zhi'ling'ma 指令码
'zhi'ling'ma'yuan 指令码元
'zhi'ling'rong'liang 指令容量
'zhi'ling'shi'yan 指令时延
'zhi'ling'wu'cha 指令误差
'zhi'ling'xi'tong 指令系统
'zhi'ling'yao'kong 指令遥控
'zhi'ling'zi 指令字
'zhi'liu 直流
'zhi'liu'fang'da'qi 直流放大器
'zhi'liu'ji'dian'qi 直流继电器
'zhi'liu'jian'she 直流溅射
'zhi'liu'shi'jian 滞留时间
'zhi'lou'gan'rao 直漏干扰
'zhi'luan 置乱
'zhi'man'jing'ti 枝蔓晶体
'zhi'ming'que'xian 致命缺陷
'zhi'neng'ji'qi'ren 智能机器人
'zhi'neng'jiao'tong'xi'tong 智能交通系统
'zhi'neng'min'gan'qi 智能敏感器
'zhi'neng'shi'fen'fu'yong'qi 智能时分复用器
'zhi'neng'shi'pin'hui'yi'xi'tong 智能视频会议系统
'zhi'neng'wang 智能网
'zhi'neng'yi'biao 智能仪表
'zhi'neng'yi'qi 智能仪器
'zhi'neng'yong'hu'dian'bao 智能用户电报
'zhi'neng'zhong'duan 智能终端
'zhi'ou'fang'da'qi 直耦放大器
'zhi'ru'shi'dian'ji 植入式电极
'zhi'she'su'diao'guan 直射速调管
'zhi'shi'guan 指示管
'zhi'shu'xian 指数线
'zhi'wei 置位
'zhi'xian'zhen'lie'sao'miao 直线阵列扫描
'zhi'xiang'xing 指向性
'zhi'xing'ji'gou 执行机构
'zhi'xing'ma 执行码
'zhi'xing'qi 执行器
'zhi'xing'zhi'ling 执行指令
'zhi'zhuang'sheng'zhang'jing'ti 枝状生长晶体
'zhi'zi 质子
'zhong'bo'dao'hang'tai 中波导航台
'zhong'bo'tong'xin 中波通信
'zhong'chan'za'ban'dao'ti 重掺杂半导体
'zhong'dian'jian'ce 终点监测
'zhong'duan'dian'ya 终端电压
'zhong'duan'fu'er 终端伏尔
'zhong'duan'she'bei 终端设备
'zhong'duan'shi'gong'lv'ji 终端式功率计
'zhong'duan'shi'pei'qi 终端适配器
'zhong'duan'shuai'jian'qi 终端衰减器
'zhong'fen'ding'li 中分定理
'zhong'gui'mo'ji'cheng'dian'lu 中规模集成电路
'zhong'guo'guo'jia'guang'bo'dian'ying'dian'shi'zong'ju 中国国家广播电影电视总局
'zhong'ji'duan 中继段
'zhong'ji'xian 中继线
'zhong'ji'zhan 中继站
'zhong'jian 中检
'zhong'jian 终检
'zhong'jian'ceng 中间层
'zhong'jian'jian'cha 中间检查
'zhong'jian'liu 中间流
'zhong'jie'fu 终结符
'zhong'jie'shi'jue 中介视觉
'zhong'liang'bi'gong'lv 重量比功率
'zhong'liang'bi'neng'liang 重量比能量
'zhong'liang'mei'ju'qi 重量枚举器
'zhong'neng'dian'zi'yan'she 中能电子衍射
'zhong'pin 中频
'zhong'pin'bian'ya'qi 中频变压器
'zhong'pin'fang'da'qi 中频放大器
'zhong'pin'tong'xin 中频通信
'zhong'pin'yi'zhi'bi 中频抑制比
'zhong'pou'ding'li 中剖定理
'zhong'xin'hu'lian 中心互连
'zhong'xin'jian'hu'xi'tong 中心监护系统
'zhong'xin'ju 中心局
'zhong'yang'chu'li'qi 中央处理器
'zhong'zi 中子
'zhong'zi'huo'hua'fen'xi 中子活化分析
'zhong'zi'ji'shu'guan 中子计数管
'zhong'zi'jian'ce'qi 中子监测器
'zhong'zi'shan'bian'chan'za 中子嬗变掺杂
'zhong'zi'tan'ce'qi 中子探测器
'zhou'qi 周期
'zhou'qi'shi'jian 周期时间
'zhou'qi'tu 周期图
'zhou'qi'xu'lie 周期序列
'zhou'zhuang'la'ba'tian'xian 帚状喇叭天线
'zhu'ban 主瓣
'zhu'beng 主泵
'zhu'bo 驻波
'zhu'bo 主波
'zhu'bo'bi 驻波比
'zhu'bo'bi'biao 驻波比表
'zhu'bo'tian'xian 驻波天线
'zhu'bu'jie'wei'shi'yan 逐步截尾试验
'zhu'cang'shou'ming 贮藏寿命
'zhu'cong'chu'fa'qi 主从触发器
'zhu'cun'qi 贮存期
'zhu'cun'shou'ming 贮存寿命
'zhu'dong'xian'shi 主动显示
'zhu'fan'she'qi 主反射器
'zhu'guan'xin'xi 主观信息
'zhu'ji'ti'chuan'sheng'qi 驻极体传声器
'zhu'jiang 注浆
'zhu'jiao'huan'zi 主交换子
'zhu'kong 主控
'zhu'kong'zhi'shi 主控制室
'zhu'mian'bo 柱面波
'zhu'mian'zhen 柱面阵
'zhu'ping'mian 主平面
'zhu'qiang 主腔
'zhu'qun 主群
'zhu'rong'ji'fa 助熔剂法
'zhu'rong'ji'ti'la'fa 助熔剂提拉法
'zhu'ru 注入
'zhu'ru'dian'zhi'fa'guang 注入电致发光
'zhu'ru'shi'beng'pu 注入式泵浦
'zhu'ru'suo'ding'ji'shu 注入锁定技术
'zhu'ru'zhan 注入站
'zhu'shi'pin'shu'ju'ku 主视频数据库
'zhu'shi'qi 助视器
'zhu'tai 主台
'zhu'ting'qi 助听器
'zhu'xing'qi 助行器
'zhu'ye'wu'xin'dao 主业务信道
'zhuan'bo'che'yi'dong'kong'zhi'shi 转播车移动控制室
'zhuan'fa'qi'ying'da'qi 转发器应答器
'zhuan'fa'shi'gan'rao 转发式干扰
'zhuan'huan'lv 转换率
'zhuan'huan'qi 转换器
'zhuan'huan'shi'jian 转换时间
'zhuan'jie'lian'jie'qi 转接连接器
'zhuan'jing'shi 转镜式
'zhuan'xian 专线
'zhuan'yi'dian'zi'qi'jian 转移电子器件
'zhuan'yong'ji'cheng'dian'lu 专用集成电路
'zhuan'yong'wang 专用网
'zhuan'yong'xian'lu 专用线路
'zhuan'yong'xiao'jiao'huan'ji 专用小交换机
'zhuan'yong'zi'dong'xiao'jiao'huan 专用自动小交换
'zhuang'jia'gong'yi 装架工艺
'zhuang'tai'bian'liang 状态变量
'zhuang'tai'fan'kui 状态反馈
'zhuang'tai'fang'cheng 状态方程
'zhuang'tai'kong'jian'fa 状态空间法
'zhuang'tai'zhuan'yi'ju'zhen 状态转移矩阵
'zhuang'zhi'ci 装置瓷
'zhui'mian'bo'dao 锥面波导
'zhui'sao'gen'zong 锥扫跟踪
'zhun'dian'bo'yin'pin 准点播音频
'zhun'fen'zi'ji'guang'qi 准分子激光器
'zhun'que'du 准确度
'zhun'tong'bu'shu'zi'xi'lie 准同步数字系列
'zhun'wen'tai 准稳态
'zhun'yan'mian'pai'lie 准沿面排列
'zhun'zhi'tou'jing 准直透镜
'zhuo'lu'biao'zhun 着陆标准
'zhuo'lu'lei'da 着陆雷达
'zi'bao'chi'ji'dian'qi 自保持继电器
'zi'cha'jie'shou'ji 自差接收机
'zi'chan'za 自掺杂
'zi'chi'fang'dian 自持放电
'zi'cui'mie'ji'shu'qi 自淬灭计数器
'zi'dong'ban'tu'she'ji'xi'tong 自动版图设计系统
'zi'dong'bu'ju'bu'xian 自动布局布线
'zi'dong'bu'tu'she'ji'xi'tong 自动布图设计系统
'zi'dong'ce'liang'xi'tong 自动测量系统
'zi'dong'ce'shi'she'bei 自动测试设备
'zi'dong'dian'hua 自动电话
'zi'dong'hua'zhi'hui'xi'tong 自动化指挥系统
'zi'dong'ji 自动机
'zi'dong'ji'huo'dian'chi 自动激活电池
'zi'dong'jian'ce'qi 自动检测器
'zi'dong'jian'cuo'chong'fa 自动检错重发
'zi'dong'kong'zhi 自动控制
'zi'dong'pin'lv'kong'zhi 自动频率控制
'zi'dong'qing'qiu'chong'fa 自动请求重发
'zi'dong'tiao'jie 自动调节
'zi'dong'tuo'luo'lian'jie'qi 自动脱落连接器
'zi'dong'yin'liang'kong'zhi 自动音量控制
'zi'dong'zeng'yi'kong'zhi 自动增益控制
'zi'dong'zhi'ling 自动指令
'zi'dong'zhuo'lu 自动着陆
'zi'dui'zhun'ge'li'gong'yi 自对准隔离工艺
'zi'fa'fa'she 自发发射
'zi'fa'fu'she'fang'da 自发辐射放大
'zi'fang'dian 自放电
'zi'fu'fa'sheng'qi 字符发生器
'zi'fu'xian'shi 字符显示
'zi'fu'xian'shi'qi 字符显示器
'zi'gan 自感
'zi'ge'li 自隔离
'zi'gong'dian'miao'ji'shu 子宫电描记术
'zi'guang'tai'yang'dian'chi 紫光太阳电池
'zi'gui'ji 子轨迹
'zi'hui'fu'zi'ju'qu'dong'dian'lu 自恢复自举驱动电路
'zi'hui'ju 自会聚
'zi'ji'neng'zhong'zi'tan'ce'qi 自给能中子探测器
'zi'ji'zhen'dang 自激振荡
'zi'jian'dian'chang 自建电场
'zi'jie 字节
'zi'jing 籽晶
'zi'ju'dian'rong'qi 自举电容器
'zi'ju'jiao 自聚焦
'zi'ju'jiao'guang'xian 自聚焦光纤
'zi'kuo'san 自扩散
'zi'ou'bian'ya'qi 自耦变压器
'zi'ran'xian'kuan 自然线宽
'zi'ran'yu'yan 自然语言
'zi'shi'ying'cha'fen'mai'ma'tiao'zhi 自适应差分脉码调制
'zi'shi'ying'jian'ce'qi 自适应检测器
'zi'shi'ying'jun'heng 自适应均衡
'zi'shi'ying'kong'zhi 自适应控制
'zi'shi'ying'lei'da 自适应雷达
'zi'shi'ying'lu'you'xuan'ze 自适应路由选择
'zi'shi'ying'yao'ce 自适应遥测
'zi'shi'ying'yao'kong 自适应遥控
'zi'shi'ying'zeng'liang'tiao'zhi 自适应增量调制
'zi'suo'mo 自锁模
'zi'wai'ji'guang'qi 紫外激光器
'zi'wai'xian 紫外线
'zi'wu'yi'wei'dao'xi'tong 子午仪卫导系统
'zi'xian 字线
'zi'xin'xi 自信息
'zi'xuan'fan'zhuan'la'man'ji'guang'qi 自旋反转拉曼激光器
'zi'yang'ben 子样本
'zi'you'dian'zi'ji'guang'qi 自由电子激光器
'zi'you'duan'lian'jie'qi 自由端连接器
'zi'you'kong'jian'sun'hao 自由空间损耗
'zi'you'zhen'dang 自由振荡
'zi'zheng'jiao'bian'ya'qi 自整角变压器
'zi'zheng'jiao'fa'song'ji 自整角发送机
'zi'zheng'jiao'ji 自整角机
'zi'zheng'jiao'jie'shou'ji 自整角接收机
'zi'zhi'dong'shi'jian 自制动时间
'zi'zhu'dao'hang 自主导航
'zi'zu'jian'ge 字组间隔
'zong'bo 纵波
'zong'he'jie'shou'ji'jie'ma'qi 综合接收机解码器
'zong'he'kong'jing 综合孔径
'zong'he'kuan'dai'tong'xin 综合宽带通信
'zong'he'shu'zi'wang 综合数字网
'zong'he'wang 综合网
'zong'he'wei'xing'xi'tong 综合卫星系统
'zong'he'xian'shi 综合显示
'zong'he'ye'wu'mo'ni'wang 综合业务模拟网
'zong'he'ye'wu'shu'zi'wang 综合业务数字网
'zong'heng'gan'shi'bian'huan'qi 纵横杆式变换器
'zong'heng'jiao'huan'ji 纵横交换机
'zong'mo 纵模
'zong'mo'xuan'ze 纵模选择
'zong'xiang'rong'yu'jiao'yan 纵向冗余校验
'zong'xiang'shi'jian'ma 纵向时间码
'zong'xie'bo'shi'zhen 总谐波失真
'zong'ya'li 总压力
'zu'chong'fu'jian'ge 组重复间隔
'zu'dai 阻带
'zu'he'gan'rao 组合干扰
'zu'he'zhi'ling 组合指令
'zu'kang 阻抗
'zu'kang'pi'pei'bian'ya'qi 阻抗匹配变压器
'zu'kang'rong'ji'miao'ji'shu 阻抗容积描记术
'zu'kang'xin'dong'miao'ji'shu 阻抗心动描记术
'zu'kang'yuan'tu 阻抗圆图
'zu'ni'xi'shu 阻尼系数
'zu'ni'zhen'dang 阻尼振荡
'zu'rong'ou'he'fang'da'qi 阻容耦合放大器
'zu'se'fang'dian'guan 阻塞放电管
'zu'se'gan'rao 阻塞干扰
'zu'zhi'ben'ling 阻止本领
'zu'zhi'ju'li 阻止距离
'zu'zhi'wei'tiao 阻值微调
'zu'zhi'yun'cha 阻值允差
'zu'zhuang'ji'shu 组装技术
'zu'zhuang'mi'du 组装密度
'zuan'shi 钻蚀
'zui'da'chao'tiao'liang 最大超调量
'zui'da'gong'lv'chuan'shu'ding'li 最大功率传输定理
'zui'da'gong'lv'shu'chu 最大功率输出
'zui'da'shang'gu'ji 最大熵估计
'zui'da'shu'chu'dan'yuan 最大输出单元
'zui'da'shu'chu'dian'ping 最大输出电平
'zui'da'xiang'wei'xi'tong 最大相位系统
'zui'jia'jie'shou'ji 最佳接收机
'zui'jia'li'ti'sheng'xin'hao 最佳立体声信号
'zui'jia'lv'bo'qi 最佳滤波器
'zui'ping'fu'du'bi'jin 最平幅度逼近
'zui'ping'shi'yan'bi'jin 最平时延逼近
'zui'xiao'er'cheng 最小二乘
'zui'xiao'jian'ce'xin'zao'bi 最小检测信噪比
