'a'gui'yang'xue'jiao'nang 阿归养血胶囊
'xue'shan'wei'bao'wan 雪山胃宝丸
'xue'shang'hua'cha'ji 雪上花搽剂
'xue'shang'yi'zhi'hao'pian 雪上一枝蒿片
'xue'shang'yi'zhi'hao'su'xiao'zhi'tong'cha'ji 雪上一枝蒿速效止痛搽剂
'xue'shang'yi'zhi'hao'zong'jian'zhu'she'ye 雪上一枝蒿总碱注射液
'xue'sheng'kou'fu'ye 血生口服液
'xue'shuan'tong'jiao'nang 血栓通胶囊
'xue'shuan'tong'zhu'she'ye 血栓通注射液
'xue'shuan'xin'mai'ning'jiao'nang 血栓心脉宁胶囊
'xue'shuan'xin'mai'ning'pian 血栓心脉宁片
'xue'su'sheng'ke'li 血速升颗粒
'xue'ya'an'ba'bu'gao 血压安巴布膏
'xue'ya'ping'pian 血压平片
'xue'yu'tong'ke'li 血瘀通颗粒
'xue'zai'sheng'pian 血再生片
'xue'zhi'kang'jiao'nang 血脂康胶囊
'xue'zhi'kang'pian 血脂康片
'xue'zhi'ling'jiao'nang 血脂灵胶囊
'xue'zhi'ling'pian 血脂灵片
'xue'zhi'ning'wan 血脂宁丸
'xue'zhi'ping'jiao'nang 血脂平胶囊
'xue'zhi'tong'jiao'nang 血滞通胶囊
'xun'ma'zhen'wan 荨麻疹丸
'ya'dan'zi'you'kou'fu'ru'ye 鸦胆子油口服乳液
'ya'dan'zi'you'ru'zhu'she'ye 鸦胆子油乳注射液
'ya'dan'zi'you'ruan'jiao'nang 鸦胆子油软胶囊
'ya'jiao'ha'dun'san 雅叫哈顿散
'ya'tong'ning'di'wan 牙痛宁滴丸
'ya'tong'qing'huo'kou'fu'ye 牙痛清火口服液
'ya'tong'ting'di'wan 牙痛停滴丸
'ya'tong'yao'shui 牙痛药水
'ya'tong'yi'li'wan 牙痛一粒丸
'yan'can'jian'wei'jiao'nang 延参健胃胶囊
'yan'dan'jiao'nang 延丹胶囊
'yan'dan'wei'shu'jiao'nang 延丹胃舒胶囊
'yan'dan'yi'xin'jiao'nang 延丹益心胶囊
'yan'guo'zhi'ke'ye 岩果止咳液
'yan'hou'ning'pen'wu'ji 咽喉宁喷雾剂
'yan'hou'qing'hou'di'wan 咽喉清喉滴丸
'yan'hou'qing'hou'pian 咽喉清喉片
'yan'hou'xiao'yan'wan 咽喉消炎丸
'yan'hu'wei'an'jiao'nang 延胡胃安胶囊
'yan'huang'lian'zhu'she'ye 岩黄连注射液
'yan'ji'can'jiao'nang 延寄参胶囊
'yan'jian'ning'pian 炎见宁片
'yan'kang'di'wan 咽康滴丸
'yan'kang'han'pian 咽康含片
'yan'ke'ning'jiao'nang 炎可宁胶囊
'yan'ke'ning'pian 炎可宁片
'yan'ke'ning'wan 炎可宁丸
'yan'li'jing'pian 炎痢净片
'yan'li'shuang'kou'han'di'wan 咽立爽口含滴丸
'yan'li'xiao'jiao'nang 炎立消胶囊
'yan'li'xiao'pian 炎立消片
'yan'li'xiao'wan 炎立消丸
'yan'ling'chang'chun'jiao'nang 延龄长春胶囊
'yan'lu'ru'kang'jiao'nang 岩鹿乳康胶囊
'yan'lu'ru'kang'pian 岩鹿乳康片
'yan'ning'jiao'nang 炎宁胶囊
'yan'ning'ke'li 炎宁颗粒
'yan'ning'pian 炎宁片
'yan'ning'tang'jiang 炎宁糖浆
'yan're'qing'jiao'nang 炎热清胶囊
'yan're'qing'ke'li 炎热清颗粒
'yan're'qing'pian 炎热清片
'yan're'qing'ruan'jiao'nang 炎热清软胶囊
'yan'she'san 盐蛇散
'yan'shi'kang'ke'li 厌食康颗粒
'yan'shou'pian 延寿片
'yan'shu'he'ji 咽舒合剂
'yan'shu'jiao'nang 咽舒胶囊
'yan'su'kang'qi'wu'ji 咽速康气雾剂
'yan'xiao'di'na'er'tang'jiang 炎消迪娜儿糖浆
'yan'yan'han'pian 咽炎含片
'yan'yan'jiao'nang 咽炎胶囊
'yan'yan'pian 咽炎片
'yan'yan'qing'di'wan 咽炎清滴丸
'yan'yan'qing'pian 咽炎清片
'yan'yan'qing'wan 咽炎清丸
'yan'you'cha 艳友茶
'yang'can'bao'fei'jiao'nang 洋参保肺胶囊
'yang'can'bao'fei'ke'li 洋参保肺颗粒
'yang'can'bao'fei'kou'fu'ye 洋参保肺口服液
'yang'can'bao'fei'wan 洋参保肺丸
'yang'can'yi'shen'jiao'nang 阳参益肾胶囊
'yang'chun'he'ji 阳春合剂
'yang'chun'jiao'nang 阳春胶囊
'yang'chun'kou'fu'ye 阳春口服液
'yang'chun'yu'ye 阳春玉液
'yang'dan'jiao'nang 羊胆胶囊
'yang'fei'wan 养肺丸
'yang'gan'hai'jing'wan 养肝还睛丸
'yang'gan'jiao'nang 养肝胶囊
'yang'gan'kou'fu'ye 养肝口服液
'yang'gan'ming'mu'pian 养肝明目片
'yang'gan'ming'mu'pian 羊肝明目片
'yang'gan'yi'shen'dai'pao'cha 养肝益肾袋泡茶
'yang'he'jie'ning'gao 阳和解凝膏
'yang'huo'ba'ji'kou'fu'ye 羊藿巴戟口服液
'yang'huo'san'chuan'ke'li 羊藿三川颗粒
'yang'huo'san'qi'jiao'nang 羊藿三七胶囊
'yang'huo'san'qi'pian 羊藿三七片
'yang'huo'yi'shen'jiu 羊藿益肾酒
'yang'pi'san 养脾散
'yang'rong'bai'cao'wan 养荣百草丸
'yang'rong'qu'ban'gao 养荣祛斑膏
'yang'rong'wan 养荣丸
'yang'shen'bu'xue'ke'li 养肾补血颗粒
'yang'shen'chong'cao'yi'shen'kou'fu'ye 洋参虫草益肾口服液
'yang'shen'gui'ling'kou'fu'ye 洋参龟灵口服液
'yang'shen'huo'xue'jiu 养肾活血酒
'yang'shen'wu'jia'kou'fu'ye 洋参五加口服液
'yang'shen'xue'ha'kou'fu'ye 洋参雪哈口服液
'yang'wei'ke'li 养胃颗粒
'yang'wei'ning'jiao'nang 养胃宁胶囊
'yang'wei'pian 养胃片
'yang'wei'shu'jiao'nang 养胃舒胶囊
'yang'wei'shu'ke'li 养胃舒颗粒
'yang'wei'shu'pian 养胃舒片
'yang'wei'shu'ruan'jiao'nang 养胃舒软胶囊
'yang'xian'feng'dian'wan 羊痫疯癫丸
'yang'xian'feng'wan 羊痫疯丸
'yang'xin'an'mian'jiao'nang 养心安眠胶囊
'yang'xin'an'shen'wan 养心安神丸
'yang'xin'da'wa'yi'mi'xi'ke'mi'gao 养心达瓦依米西克蜜膏
'yang'xin'ding'ji'gao 养心定悸膏
'yang'xin'ding'ji'jiao'nang 养心定悸胶囊
'yang'xin'ding'ji'ke'li 养心定悸颗粒
'yang'xin'ding'ji'kou'fu'ye 养心定悸口服液
'yang'xin'ning'shen'wan 养心宁神丸
'yang'xin'sheng'mai'ke'li 养心生脉颗粒
'yang'xin'shi'pian 养心氏片
'yang'xin'wan 养心丸
'yang'xue'an'shen'ke'li 养血安神颗粒
'yang'xue'an'shen'pian 养血安神片
'yang'xue'an'shen'tang'jiang 养血安神糖浆
'yang'xue'an'shen'wan 养血安神丸
'yang'xue'bu'shen'kou'fu'ye 养血补肾口服液
'yang'xue'bu'shen'wan 养血补肾丸
'yang'xue'dang'gui'jiao'nang 养血当归胶囊
'yang'xue'dang'gui'ke'li 养血当归颗粒
'yang'xue'dang'gui'ruan'jiao'nang 养血当归软胶囊
'yang'xue'dang'gui'tang'jiang 养血当归糖浆
'yang'xue'gu'ben'jiao'nang 养血固本胶囊
'yang'xue'kou'fu'ye 养血口服液
'yang'xue'qing'nao'ke'li 养血清脑颗粒
'yang'xue'qing'nao'wan 养血清脑丸
'yang'xue'qu'feng'wan 养血祛风丸
'yang'xue'rong'fa'ke'li 养血荣发颗粒
'yang'xue'rong'jin'wan 养血荣筋丸
'yang'xue'sheng'fa'jiao'nang 养血生发胶囊
'yang'xue'tiao'jing'gao 养血调经膏
'yang'xue'tui're'wan 养血退热丸
'yang'xue'yin'jiao'nang 养血饮胶囊
'yang'xue'yin'ke'li 养血饮颗粒
'yang'xue'yin'kou'fu'ye 养血饮口服液
'yang'xue'yin'pian 养血饮片
'yang'xue'yu'feng'jiu 养血愈风酒
'yang'yin'hu'chi'han'pian 养阴护齿含片
'yang'yin'jiang'tang'ke'li 养阴降糖颗粒
'yang'yin'jiang'tang'pian 养阴降糖片
'yang'yin'jiang'ya'jiao'nang 养阴降压胶囊
'yang'yin'kou'xiang'he'ji 养阴口香合剂
'yang'yin'qing'fei'gao 养阴清肺膏
'yang'yin'qing'fei'he'ji 养阴清肺合剂
'yang'yin'qing'fei'ke'li 养阴清肺颗粒
'yang'yin'qing'fei'kou'fu'ye 养阴清肺口服液
'yang'yin'qing'fei'tang'jiang 养阴清肺糖浆
'yang'yin'qing'fei'wan 养阴清肺丸
'yang'yin'qing'wei'ke'li 养阴清胃颗粒
'yang'yin'sheng'xue'he'ji 养阴生血合剂
'yang'yin'tong'mi'jiao'nang 养阴通秘胶囊
'yang'yin'zhen'jing'pian 养阴镇静片
'yang'yin'zhen'jing'wan 养阴镇静丸
'yang'yuan'yi'shen'jiu 养元益肾酒
'yang'zheng'he'ji 养正合剂
'yang'zheng'xiao'ji'jiao'nang 养正消积胶囊
'yao'ai'tiao 药艾条
'yao'bi'tong'jiao'nang 腰痹通胶囊
'yao'jiu'wan 药酒丸
'yao'mo 药墨
'yao'shen'gao 腰肾膏
'yao'teng'wan 腰疼丸
'yao'tong'jiao'nang 腰痛胶囊
'yao'tong'ning'jiao'nang 腰痛宁胶囊
'yao'tong'pian 腰痛片
'yao'tong'wan 腰痛丸
'yao'tui'tong'wan 腰腿痛丸
'yao'xi'tong'jiao'nang 腰息痛胶囊
'yao'yong'jiu'tiao 药用灸条
'yao'zhi'gan'lan'yan 药制橄榄盐
'yao'zhi'gui'ling'gao 药制龟苓膏
'yao'zhui'bi'tong'wan 腰椎痹痛丸
'ye'chou'fen 腋臭粉
'ye'ge'wan 噎膈丸
'ye'jin'pai'shi'jiao'nang 叶金排石胶囊
'ye'ju'hua'jiao'nang 野菊花胶囊
'ye'ju'hua'ke'li 野菊花颗粒
'ye'ju'hua'shuan 野菊花栓
'ye'ju'hua'zhu'she'ye 野菊花注射液
'ye'lu'zhi'ke'he'ji 椰露止咳合剂
'ye'lv'you 叶绿油
'ye'ma'zhui'ke'li 野马追颗粒
'ye'ma'zhui'pian 野马追片
'ye'ma'zhui'tang'jiang 野马追糖浆
'ye'mu'dan'ke'li 野牡丹颗粒
'ye'mu'dan'zhi'li'pian 野牡丹止痢片
'ye'mu'gua'jiao'nang 野木瓜胶囊
'ye'mu'gua'ke'li 野木瓜颗粒
'ye'mu'gua'pian 野木瓜片
'ye'mu'gua'zhu'she'ye 野木瓜注射液
'ye'niao'ning'wan 夜尿宁丸
'ye'ning'he'ji 夜宁合剂
'ye'ning'jiao'nang 夜宁胶囊
'ye'ning'ke'li 夜宁颗粒
'ye'ning'kou'fu'ye 夜宁口服液
'ye'ning'tang'jiang 夜宁糖浆
'ye'su'jiao'nang 野苏胶囊
'ye'su'ke'li 野苏颗粒
'ye'ti'qing'liang'you 液体清凉油
'ye'xia'zhu'fen'san'pian 叶下珠分散片
'ye'xia'zhu'jiao'nang 叶下珠胶囊
'ye'xia'zhu'ke'li 叶下珠颗粒
'ye'xia'zhu'pian 叶下珠片
'ye'zhuang'qiong'yu'gao 液状琼玉膏
'yi'an'hui'sheng'kou'fu'ye 益安回生口服液
'yi'an'ning'wan 益安宁丸
'yi'ba'zhua 一把抓
'yi'bi'pen'wu'ji 益鼻喷雾剂
'yi'can'hu'gan'kou'fu'ye 蚁参护肝口服液
'yi'can'jiao'nang 薏参胶囊
'yi'can'juan'bi'jiao'nang 蚁参蠲痹胶囊
'yi'can'yao'jiu 蚁参药酒
'yi'chen'gu'se'kou'fu'ye 蚁陈固涩口服液
'yi'dan'jiao'nang 益胆胶囊
'yi'dan'pian 益胆片
'yi'dan'shu'jiao'nang 胰胆舒胶囊
'yi'dan'shu'ke'li 胰胆舒颗粒
'yi'dan'yan'he'ji 胰胆炎合剂
'yi'fei'hua'tan'jiao'nang 益肺化痰胶囊
'yi'fei'jian'pi'ke'li 益肺健脾颗粒
'yi'fei'jiao'nang 益肺胶囊
'yi'fei'qing'hua'gao 益肺清化膏
'yi'fei'qing'hua'ke'li 益肺清化颗粒
'yi'fei'zhi'ke'jiao'nang 益肺止咳胶囊
'yi'fu'zhi'xue'wan 益妇止血丸
'yi'gan'chu'shi'he'ji 益肝除湿合剂
'yi'gan'fu'zheng'jiao'nang 乙肝扶正胶囊
'yi'gan'gao 益肝膏
'yi'gan'huo'xue'ming'mu'wan 益肝活血明目丸
'yi'gan'jian'jiao'nang 乙肝健胶囊
'yi'gan'jian'pian 乙肝健片
'yi'gan'jie'du'cha 益肝解毒茶
'yi'gan'jie'du'jiao'nang 乙肝解毒胶囊
'yi'gan'jie'du'wan 乙肝解毒丸
'yi'gan'ke'li 益肝颗粒
'yi'gan'le'jiao'nang 益肝乐胶囊
'yi'gan'le'ke'li 宜肝乐颗粒
'yi'gan'le'ke'li 益肝乐颗粒
'yi'gan'ling'di'wan 益肝灵滴丸
'yi'gan'ling'fen'san'pian 益肝灵分散片
'yi'gan'ling'jiao'nang 乙肝灵胶囊
'yi'gan'ling'jiao'nang 益肝灵胶囊
'yi'gan'ling'pian 益肝灵片
'yi'gan'ling'ruan'jiao'nang 益肝灵软胶囊
'yi'gan'ling'wan 乙肝灵丸
'yi'gan'ling'ye'ti'jiao'nang 益肝灵液体胶囊
'yi'gan'ming'mu'kou'fu'ye 益肝明目口服液
'yi'gan'ning'ke'li 乙肝宁颗粒
'yi'gan'ning'pian 乙肝宁片
'yi'gan'qing're'jie'du'jiao'nang 乙肝清热解毒胶囊
'yi'gan'qing're'jie'du'ke'li 乙肝清热解毒颗粒
'yi'gan'qing're'jie'du'pian 乙肝清热解毒片
'yi'gan'shu'kang'jiao'nang 乙肝舒康胶囊
'yi'gan'shu'kang'ke'li 乙肝舒康颗粒
'yi'gan'shu'kang'pian 乙肝舒康片
'yi'gan'yang'yin'huo'xue'ke'li 乙肝养阴活血颗粒
'yi'gan'yi'qi'jie'yu'ke'li 乙肝益气解郁颗粒
'yi'gong'ke'li 益宫颗粒
'yi'gong'ning'xue'kou'fu'ye 益宫宁血口服液
'yi'he'chun'jiao'nang 颐和春胶囊
'yi'he'chun'ke'li 颐和春颗粒
'yi'he'chun'kou'fu'ye 颐和春口服液
'yi'hong'tong'luo'kou'fu'ye 蚁红通络口服液
'yi'huang'kou'fu'ye 蚁黄口服液
'yi'huang'tong'luo'jiao'nang 蚁黄通络胶囊
'yi'jin'jiang'tang'jiao'nang 益津降糖胶囊
'yi'jin'jiang'tang'ke'li 益津降糖颗粒
'yi'jin'jiang'tang'kou'fu'ye 益津降糖口服液
'yi'jing'kou'fu'ye 益精口服液
'yi'kang'bu'yuan'ke'li 益康补元颗粒
'yi'kang'jiao'nang 益康胶囊
'yi'kang'san 抑亢散
'yi'kang'wan 抑亢丸
'yi'kun'ning'ding 益坤宁酊
'yi'kun'ning'ke'li 益坤宁颗粒
'yi'kun'ning'pian 益坤宁片
'yi'kun'wan 益坤丸
'yi'li'zhi'tong'wan 一粒止痛丸
'yi'li'zhu 一粒珠
'yi'ling'jing 益龄精
'yi'ling'kou'fu'ye 蚁灵口服液
'yi'ma'da'zheng'hong'hua'you 依马打正红花油
'yi'mai'kang'di'wan 益脉康滴丸
'yi'mai'kang'fen'san'pian 益脉康分散片
'yi'mai'kang'jiao'nang 益脉康胶囊
'yi'mai'kang'pian 益脉康片
'yi'mai'kang'ruan'jiao'nang 益脉康软胶囊
'yi'mu'cao'fen'san'pian 益母草分散片
'yi'mu'cao'gao 益母草膏
'yi'mu'cao'jiao'nang 益母草胶囊
'yi'mu'cao'ke'li 益母草颗粒
'yi'mu'cao'kou'fu'ye 益母草口服液
'yi'mu'cao'liu'jin'gao 益母草流浸膏
'yi'mu'cao'pian 益母草片
'yi'mu'cao'ruan'jiao'nang 益母草软胶囊
'yi'mu'cao'zhu'she'ye 益母草注射液
'yi'mu'jiao'nang 益母胶囊
'yi'mu'kang'ke'li 益母康颗粒
'yi'mu'ke'li 益母颗粒
'yi'mu'pian 益母片
'yi'mu'sa'ke'pian 伊木萨克片
'yi'mu'wan 益母丸
'yi'nao'fu'jian'jiao'nang 益脑复健胶囊
'yi'nao'jiao'nang 益脑胶囊
'yi'nao'ning'jiao'nang 益脑宁胶囊
'yi'nao'ning'pian 益脑宁片
'yi'nao'pian 益脑片
'yi'nao'xin'ke'li 益脑心颗粒
'yi'nian'jin 一捻金
'yi'nian'jin'jiao'nang 一捻金胶囊
'yi'niao'ting'jiao'nang 遗尿停胶囊
'yi'nuo'jiao'nang 益诺胶囊
'yi'qi'an'shen'pian 益气安神片
'yi'qi'bu'shen'jiao'nang 益气补肾胶囊
'yi'qi'bu'xue'pian 益气补血片
'yi'qi'cong'ming'wan 益气聪明丸
'yi'qi'fu'mai'jiao'nang 益气复脉胶囊
'yi'qi'fu'mai'ke'li 益气复脉颗粒
'yi'qi'fu'mai'kou'fu'ye 益气复脉口服液
'yi'qi'gu'shen'jiao'nang 益气固肾胶囊
'yi'qi'he'wei'jiao'nang 益气和胃胶囊
'yi'qi'huo'xue'ke'li 益气活血颗粒
'yi'qi'jian'pi'kou'fu'ye 益气健脾口服液
'yi'qi'jian'shen'gao 益气健肾膏
'yi'qi'liu'jun'wan 益气六君丸
'yi'qi'qiang'shen'jiao'nang 益气强身胶囊
'yi'qi'qiang'shen'ke'li 益气强身颗粒
'yi'qi'qu'tan'he'ji 益气祛痰合剂
'yi'qi'run'chang'gao 益气润肠膏
'yi'qi'sheng'jin'cha 益气生津茶
'yi'qi'sheng'jin'jiang'tang'jiao'nang 益气生津降糖胶囊
'yi'qi'tang'kang'jiao'nang 益气糖康胶囊
'yi'qi'ti'shen'han'pian 益气提神含片
'yi'qi'tong'bian'ke'li 益气通便颗粒
'yi'qi'tong'luo'ke'li 益气通络颗粒
'yi'qi'wei'xue'jiao'nang 益气维血胶囊
'yi'qi'wei'xue'ke'li 益气维血颗粒
'yi'qi'wei'xue'pian 益气维血片
'yi'qi'wen'yang'jiao'nang 益气温阳胶囊
'yi'qi'xiao'ke'ke'li 益气消渴颗粒
'yi'qi'yang'xin'pian 益气养心片
'yi'qi'yang'xue'bu'jiu 益气养血补酒
'yi'qi'yang'xue'kou'fu'ye 益气养血口服液
'yi'qi'yang'yin'kou'fu'ye 益气养阴口服液
'yi'qi'yang'yuan'ke'li 益气养元颗粒
'yi'qi'zeng'ru'jiao'nang 益气增乳胶囊
'yi'qi'zhi'xue'ke'li 益气止血颗粒
'yi'qing'di'wan 一清滴丸
'yi'qing'jiao'nang 一清胶囊
'yi'qing'ke'li 一清颗粒
'yi'qing'pian 一清片
'yi'qing'ruan'jiao'nang 一清软胶囊
'yi'ren'kou'fu'ye 薏人口服液
'yi'sao'guang'yao'gao 一扫光药膏
'yi'shen'an'shen'kou'fu'ye 益肾安神口服液
'yi'shen'bu'gu'jiao'nang 益肾补骨胶囊
'yi'shen'bu'gu'ye 益肾补骨液
'yi'shen'hua'shi'ke'li 益肾化湿颗粒
'yi'shen'jian'gu'jiao'nang 益肾健骨胶囊
'yi'shen'jian'gu'pian 益肾健骨片
'yi'shen'jian'wei'kou'fu'ye 益肾健胃口服液
'yi'shen'jian'yao'kou'fu'ye 益肾健腰口服液
'yi'shen'juan'bi'wan 益肾蠲痹丸
'yi'shen'kang'jiao'nang 益肾康胶囊
'yi'shen'ke'li 颐神颗粒
'yi'shen'ling'jiao'nang 益肾灵胶囊
'yi'shen'ling'ke'li 益肾灵颗粒
'yi'shen'ling'wan 益身灵丸
'yi'shen'qiang'shen'wan 益肾强身丸
'yi'shen'sheng'fa'wan 益肾生发丸
'yi'shen'shi'qi'wei'wan 益肾十七味丸
'yi'shen'tang'jiang 益肾糖浆
'yi'shen'wan 益肾丸
'yi'shen'wu'fa'kou'fu'ye 益肾乌发口服液
'yi'shen'xiao'ke'jiao'nang 益肾消渴胶囊
'yi'shen'xiao'zhong'wan 益肾消肿丸
'yi'shen'xing'yang'jiao'nang 益肾兴阳胶囊
'yi'shen'xing'yang'wan 益肾兴阳丸
'yi'shen'yang'yuan'he'ji 益肾养元合剂
'yi'shen'yang'yuan'ke'li 益肾养元颗粒
'yi'shen'ye 益肾液
'yi'shen'zhuang'gu'jiao'nang 益肾壮骨胶囊
'yi'shen'zhuang'yang'gao 益肾壮阳膏
'yi'shi'ke'li 益视颗粒
'yi'shi'kou'fu'ye 益视口服液
'yi'shi'qing'ke'li 益视清颗粒
'yi'shou'da'bu'jiu 益寿大补酒
'yi'shou'qiang'shen'gao 益寿强身膏
'yi'sui'ke'li 益髓颗粒
'yi'tang'ping'ke'li 益糖平颗粒
'yi'tong'shu'he'ji 伊痛舒合剂
'yi'tong'shu'kou'fu'ye 伊痛舒口服液
'yi'tong'shu'zhu'she'ye 伊痛舒注射液
'yi'wei'gao 益胃膏
'yi'wei'kou'fu'ye 益胃口服液
'yi'xian'wan 医痫丸
'yi'xiang'dang'hong'gao 益香当红膏
'yi'xin'ba'di'ran'ji'bu'ya'ke'li 益心巴迪然吉布亚颗粒
'yi'xin'chu'shi'zhi'tong'jiao'nang 薏辛除湿止痛胶囊
'yi'xin'fu'mai'ke'li 益心复脉颗粒
'yi'xin'jian'pi'ke'li 益心健脾颗粒
'yi'xin'jiao'nang 益心胶囊
'yi'xin'kang'jiao'nang 彝心康胶囊
'yi'xin'kang'pian 益心康片
'yi'xin'kang'tai'jiao'nang 益心康泰胶囊
'yi'xin'ke'li 益心颗粒
'yi'xin'kou'fu'ye 益心口服液
'yi'xin'ning'shen'pian 益心宁神片
'yi'xin'shu'jiao'nang 益心舒胶囊
'yi'xin'shu'ke'li 益心舒颗粒
'yi'xin'shu'pian 益心舒片
'yi'xin'shu'wan 益心舒丸
'yi'xin'tong'di'wan 益心酮滴丸
'yi'xin'tong'fen'san'pian 益心酮分散片
'yi'xin'tong'jiao'nang 益心酮胶囊
'yi'xin'tong'mai'ke'li 益心通脉颗粒
'yi'xin'tong'pian 益心酮片
'yi'xin'tong'ruan'jiao'nang 益心酮软胶囊
'yi'xin'wan 益心丸
'yi'xin'yang'kou'fu'ye 益心阳口服液
'yi'xu'ning'pian 益虚宁片
'yi'xuan'ning'jiao'nang 抑眩宁胶囊
'yi'xuan'ning'ke'li 抑眩宁颗粒
'yi'xue'an'ke'li 伊血安颗粒
'yi'xue'gao 益血膏
'yi'xue'he'ji 益血合剂
'yi'xue'jing'ke'li 益血晶颗粒
'yi'xue'sheng'jiao'nang 益血生胶囊
'yi'xue'sheng'pian 益血生片
'yi'ya'jian'pi'ning'jiao 薏芽健脾凝胶
'yi'yang'kou'fu'ye 益阳口服液
'yi'yin'xiao'ke'jiao'nang 益阴消渴胶囊
'yi'yuan'huang'jing'tang'jiang 益元黄精糖浆
'yi'yuan'san 益元散
'yi'zhi'hao'shang'shi'qu'tong'gao 一枝蒿伤湿祛痛膏
'yi'zhi'kang'nao'wan 益智康脑丸
'yi'zhi'ping'jiao'nang 益脂平胶囊
'yi'zhi'wen'shen'shi'wei'wan 益智温肾十味丸
'yi'zhong'sheng'xue'jiao'nang 益中生血胶囊
'yi'zhong'sheng'xue'pian 益中生血片
'yi'zhu'tian'jiu 一柱天酒
'yin'bai'gan'yan'jiao'nang 茵白肝炎胶囊
'yin'bai'gan'yan'ke'li 茵白肝炎颗粒
'yin'bei'zhi'ke'ke'li 银贝止咳颗粒
'yin'bing'han'pian 银冰含片
'yin'bing'xiao'cuo'ding 银冰消痤酊
'yin'can'tong'luo'jiao'nang 银参通络胶囊
'yin'chai'he'ji 银柴合剂
'yin'chai'ke'li 银柴颗粒
'yin'chen'jiu 茵陈酒
'yin'chen'tui'huang'jiao'nang 茵陈退黄胶囊
'yin'chen'wu'dan'wan 茵陈五疸丸
'yin'chen'wu'ling'tang'jiang 茵陈五苓糖浆
'yin'chen'wu'ling'wan 茵陈五苓丸
'yin'dan'ping'gan'jiao'nang 茵胆平肝胶囊
'yin'dan'xin'nao'tong'ruan'jiao'nang 银丹心脑通软胶囊
'yin'dan'xin'tai'di'wan 银丹心泰滴丸
'yin'er'bao'tang'jiao'nang 银耳孢糖胶囊
'yin'ge'tong'mai'cha 银葛通脉茶
'yin'hong'bu'shen'yao'jiu 银红补肾药酒
'yin'hu'gan'mao'san 银胡感冒散
'yin'hu'kang'gan'he'ji 银胡抗感合剂
'yin'hua'gan'mao'ke'li 银花感冒颗粒
'yin'hua'kou'fu'ye 银花口服液
'yin'hua'mang'guo'jiao'nang 银花芒果胶囊
'yin'hua'mang'guo'ke'li 银花芒果颗粒
'yin'hua'mang'guo'pian 银花芒果片
'yin'hua'mi'yan'ling'pian 银花泌炎灵片
'yin'hua'ping'gan'ke'li 银花平感颗粒
'yin'hua'xi'ye 茵花洗液
'yin'huang'di'wan 银黄滴丸
'yin'huang'fen'san'pian 银黄分散片
'yin'huang'gan'fu'ke'li 茵黄肝复颗粒
'yin'huang'han'hua'di'wan 银黄含化滴丸
'yin'huang'han'hua'pian 银黄含化片
'yin'huang'han'pian 银黄含片
'yin'huang'jiao'nang 银黄胶囊
'yin'huang'ju'jue'pian 银黄咀嚼片
'yin'huang'ke'li 银黄颗粒
'yin'huang'kou'fu'ye 银黄口服液
'yin'huang'pian 银黄片
'yin'huang'ping'chuan'qi'wu'ji 银黄平喘气雾剂
'yin'huang'qing'fei'jiao'nang 银黄清肺胶囊
'yin'huang'ruan'jiao'nang 银黄软胶囊
'yin'huang'wan 银黄丸
'yin'huang'zhu'she'ye 银黄注射液
'yin'ju'gan'mao'pian 银菊感冒片
'yin'ju'li'yan'han'pian 银桔利咽含片
'yin'ju'qing'jie'pian 银菊清解片
'yin'ju'qing'yan'ke'li 银菊清咽颗粒
'yin'lan'tong'luo'kou'fu'ye 银蓝通络口服液
'yin'lian'han'pian 银莲含片
'yin'lian'qing'gan'he'ji 茵莲清肝合剂
'yin'lian'qing'gan'ke'li 茵莲清肝颗粒
'yin'ling'he'ji 银灵合剂
'yin'long'qing'gan'pian 银龙清肝片
'yin'ma'jie'du'ke'li 银马解毒颗粒
'yin'mi'pian 银蜜片
'yin'pu'jie'du'pian 银蒲解毒片
'yin'qi'gan'fu'ke'li 茵芪肝复颗粒
'yin'qiao'dai'pao'ji 银翘袋泡剂
'yin'qiao'he'ji 银翘合剂
'yin'qiao'jie'du'he'ji 银翘解毒合剂
'yin'qiao'jie'du'jiao'nang 银翘解毒胶囊
'yin'qiao'jie'du'ke'li 银翘解毒颗粒
'yin'qiao'jie'du'kou'fu'ye 银翘解毒口服液
'yin'qiao'jie'du'pian 银翘解毒片
'yin'qiao'jie'du'ruan'jiao'nang 银翘解毒软胶囊
'yin'qiao'jie'du'wan 银翘解毒丸
'yin'qiao'jie'du'ye 银翘解毒液
'yin'qiao'ke'li 银翘颗粒
'yin'qiao'pian 银翘片
'yin'qiao'san 银翘散
'yin'qiao'shang'feng'jiao'nang 银翘伤风胶囊
'yin'qiao'shuang'jie'shuan 银翘双解栓
'yin'qin'jiao'nang 银芩胶囊
'yin'shan'lian'ke'li 茵山莲颗粒
'yin'xiang'ke'li 银香颗粒
'yin'xie'jiao'nang 银屑胶囊
'yin'xie'ke'li 银屑颗粒
'yin'xie'ling 银屑灵
'yin'xie'ling'gao 银屑灵膏
'yin'xie'ling'ke'li 银屑灵颗粒
'yin'xie'pian 银屑片
'yin'xing'cha'ke'li 银杏茶颗粒
'yin'xing'lu 银杏露
'yin'xing'tong'zhi'di'wan 银杏酮酯滴丸
'yin'xing'tong'zhi'fen'san'pian 银杏酮酯分散片
'yin'xing'tong'zhi'jiao'nang 银杏酮酯胶囊
