'an'ding'qing'jing 安定清静
'yin'wei'mai 阴维脉
'yin'wu'yi'hua'sheng'er'hao'ke 阴无以化生而耗渴
'yin'xiao'yang'chang 阴消阳长
'yin'xin'gan'pi'shen'ji'da'chang'de'bing'bian'suo'yin'qi 因心肝脾肾及大肠的病变所引起
'yin'xu 阴虚
'yin'xu'bu'neng'zhi'yang 阴虚不能制阳
'yin'xu'er'bi'zu 因虚而闭阻
'yin'xu'er'qi'ni 因虚而气逆
'yin'xu'er'qi'shang'ni 因虚而气上逆
'yin'xu'feng'dong 阴虚风动
'yin'xu'huo'wang 阴虚火旺
'yin'xu'jie're'jin'ye'an'hao 阴虚疥热津液暗耗
'yin'xu'nei're 阴虚内热
'yin'xu'sheng'nei're 阴虚生内热
'yin'xu'yang'kang 阴虚阳亢
'yin'xu'yang'sheng 阴虚阳盛
'yin'xu'ze're 阴虚则热
'yin'xu'ze'yang'kang 阴虚则阳亢
'yin'xue 阴血
'yin'xue'an'hao 阴血暗耗
'yin'yang 阴阳
'yin'yang'de'dui'li'he'xiao'zhang 阴阳的对立和消长
'yin'yang'de'dui'li'zhi'yue 阴阳的对立制约
'yin'yang'de'hu'gen'hu'yong 阴阳的互根互用
'yin'yang'de'pian'sheng'he'pian'shuai 阴阳的偏胜和偏衰
'yin'yang'de'tong'yi'ti 阴阳的统一体
'yin'yang'de'xiang'dui'ping'heng'zao'dao'po'huai 阴阳的相对平衡遭到破坏
'yin'yang'de'xiang'hu'zhi'yue'he'xiang'hu'xiao'zhang 阴阳的相互制约和相互消长
'yin'yang'de'xiang'hu'zhuan'hua 阴阳的相互转化
'yin'yang'de'xiao'zhang'ping'heng 阴阳的消长平衡
'yin'yang'de'zhi'yue'xiao'zhang'shi'tiao 阴阳的制约消长失调
'yin'yang'dui'li 阴阳对立
'yin'yang'dui'li'tong'yi 阴阳对立统一
'yin'yang'dui'li'tong'yi'ti 阴阳对立统一体
'yin'yang'er'qi 阴阳二气
'yin'yang'ge'ju 阴阳格拒
'yin'yang'hu'sun 阴阳互损
'yin'yang'ji'shi'dui'li'de 阴阳既是对立的
'yin'yang'ke'fen 阴阳可分
'yin'yang'lei 阴阳类
'yin'yang'li'he'lun 阴阳离合论
'yin'yang'li'jue 阴阳离决
'yin'yang'liang'xu 阴阳两虚
'yin'yang'liang'xu'zheng 阴阳两虚证
'yin'yang'lun 阴阳论
'yin'yang'pian'sheng 阴阳偏胜
'yin'yang'pian'sheng'pian'shuai 阴阳偏胜偏衰
'yin'yang'pian'shuai 阴阳偏衰
'yin'yang'pian'shuai'yi'ke'hu'sun 阴阳偏衰亦可互损
'yin'yang'sheng'yu'nei 因阳盛于内
'yin'yang'shi'hu'gen'hu'yong 阴阳是互根互用
'yin'yang'shi'tiao 阴阳失调
'yin'yang'shuang'bu 阴阳双补
'yin'yang'tiao'he 阴阳调和
'yin'yang'wang'shi 阴阳亡失
'yin'yang'wu'xing 阴阳五行
'yin'yang'wu'xing'xue'shuo 阴阳五行学说
'yin'yang'xi'nu 阴阳喜怒
'yin'yang'xi'ri'yue 阴阳系日月
'yin'yang'xiang'hu'ge'ju 阴阳相互格拒
'yin'yang'xiang'sui 阴阳相随
'yin'yang'xiao'zhang'shi'qu'ping'heng'xie'tiao 阴阳消长失去平衡协调
'yin'yang'xiao'zhang'zhuan'hua 阴阳消长转化
'yin'yang'xue'shuo 阴阳学说
'yin'yang'ying'xiang'da'lun 阴阳应象大论
'yin'yang'you'ge'hu'wei'qi'gen 阴阳又各互为其根
'yin'yang'zhe 阴阳者
'yin'yang'zhi'dao'lu'ye 阴阳之道路也
'yin'yang'zhi'qi'bu'xiang'shun'jie 阴阳之气不相顺接
'yin'yang'zhi'qi'de'yun'dong'bian'hua 阴阳之气的运动变化
'yin'yang'zhi'zheng'zhao'ye 阴阳之征兆也
'yin'yang'zhi'zhong 阴阳之中
'yin'yang'zhuan'hua'de'nei'zai'gen'ju 阴阳转化的内在根据
'yin'ye'da'kui 阴液大亏
'yin'ye'da'shang 阴液大伤
'yin'ye'ku'he 阴液枯涸
'yin'ye'ku'jie 阴液枯竭
'yin'ye'shou'shang'wei'biao 阴液受伤为标
'yin'ye'yi'lai'yu'yang'er'cun'zai 阴也依赖于阳而存在
'yin'yi'cun'yu'yang 阴依存于阳
'yin'yi'ji'fu 饮溢肌肤
'yin'yu'yang'xiang'hu'zhi'yue 阴与阳相互制约
'yin'zai'chang'jian 饮在肠间
'yin'zai'nei 阴在内
'yin'zai'xiong'ge 饮在胸隔
'yin'zai'xiong'xie 饮在胸胁
'yin'zhe 阴者
'yin'zhi'er'cun'bian'wei'zhi'si 因志而存变谓之思
'yin'zhi'huo're'nei'sheng 因之火热内生
'yin'zhi'shi 阴之使
'yin'zhi'shi'ye 阴之使也
'yin'zhong'qiu'yang 阴中求阳
'yin'zhu'cheng'zhang 阴主成长
'yin'zhu'jing 阴主静
'yin'zhu'rou'jing 阴主柔静
'yin'zhu'shou'cang 阴主收藏
'ying'biao'li'shuang'jie 应表里双解
'ying'er 婴儿
'ying'qi 营气
'ying'wei'bu'san 营卫不散
'ying'wei'tong'li 营卫通利
'ying'wei'yi'tong 营卫已通
'ying'xiang'xin'shen 影响心神
'ying'xue'an'hao 营血暗耗
'ying'yang'que'fa 营养缺乏
'ying'yin'bu'neng'nei'shou 营阴不能内守
'ying'you'er'shi'zhi 婴幼儿食滞
'yong'han'liang'yao'zhi'qi'zhen're 用寒凉药治其真热
'yong'han'yuan'han 用寒远寒
'yong'ju 痈疽
'yong'ju'chuang'du 痈疽疮毒
'yong'ju'yuan'shi'huo'du'sheng 痈疽原是火毒生
'yong'ju'zong'lun'ge 痈疽总论歌
'yong'liang'yuan'liang 用凉远凉
'yong're'yuan're 用热远热
'yong'se'bu'tong 壅塞不通
'yong'wen'yuan'wen 用温远温
'yong'yao 用药
'yong'zhong'chuang'yang 痈肿疮疡
'you'biao'chuan'li 由表传里
'you'dang'cong'quan 又当从权
'you'du'yao'wu 有毒药物
'you'fa'huo'jia'zhong 诱发或加重
'you'feng'yu'de'ren 有风雨得人
'you'gan'xin'shen'ji'wei'deng'bing'bian'yin'qi 由肝心肾及胃等病变引起
'you'hen'xue'de'ying'huo'xue'hua'hen 有痕血的应活血化痕
'you'ji'xing'zhuan'wei'man'xing 由急性转为慢性
'you'ji'zheng'ti 有机整体
'you'li'yu'hui'fu'jian'kang 有利于恢复健康
'you'li'yu'tong'xia 有利于通下
'you'ming'er'wu'xing 有名而无形
'you'nian'jing'qi'wei'chong 幼年精气未充
'you'shang'fei 忧伤肺
'you'shen'wei'ming'men'shuo 右肾为命门说
'you'shi'mou'xie'ji'bing'de'zhi'bing'yin'su 又是某些疾病的致病因素
'you'shi'tong'yi'de 又是统一的
'you'tan'de'ying'qu'tan 有痰的应祛痰
'you'tian'di'zhi'xing 有天地之形
'you'wai'gan'he'nei'shang'suo'yin'qi 由外感和内伤所引起
'you'wei'yin 右为阴
'you'xia'zhi'qiu'ji'dong 由夏至秋及冬
'you'xie'teng'tong 右胁疼痛
'you'xing'ke'jian'de'tan'ye 有形可见的痰液
'you'xue'xu 有血虚
'you'yan're'zhu'jian'zhuan'liang'bian'han 由炎热逐渐转凉变寒
'you'yu'xie'zhi 有余泻之
'you'zhu'nei'zhe 有诸内者
'you'zhu'yu'ji'ti'kang'yu'he'qu'chu'bing'xie 有助于机体抗御和祛除病邪
'you'zhu'yu'qi'xue'liu'tong 有助于气血流通
'yu'ban 瘀斑
'yu'bi'yu'nei 郁闭于内
'yu'dai 瘀呆
'yu'dian 瘀点
'yu'er'hua'huo 郁而化火
'yu'er'hua'huo'shang'yan 郁而化火上炎
'yu'er'hua're 郁而化热
'yu'fang 预防
'yu'fang'gan'yan 预防肝炎
'yu'fang'ge'li 预防隔离
'yu'fang'jun'li 预防菌痢
'yu'fang'liu'gan 预防流感
'yu'fang'si'xiang 预防思想
'yu'fang'wei'zhu 预防为主
'yu'ge'ti'dui'bing'qing'bian'hua 与个体对病情变化
'yu'huo'nei'zhuo 郁火内灼
'yu'ji'bing'de'jia'xiang'xiang'yi'zhi'er'yan 与疾病的假象相一致而言
'yu'ji'yu'ti'nei 瘀积于体内
'yu'jie'hua're'hua'huo 郁结化热化火
'yu'jiu 瘀疚
'yu'nu'shang'gan 郁怒伤肝
'yu'qi'shen'xing 与其身形
'yu're'wei'jin 余热未尽
'yu'ri'yue'xiang'ying'ye 与日月相应也
'yu'sheng'di'wei 语声低微
'yu'shi'nao'nu 遇事恼怒
'yu'wang'fa'kuang 语妄发狂
'yu'wei'qi'xiang'bo 与卫气相搏
'yu'wu'zang'xiang'tong 与五脏相通
'yu'xue 瘀血
'yu'xue'bi'zu 瘀血痹阻
'yu'xue'bi'zu'yu'xin'mai 瘀血痹阻于心脉
'yu'xue'bu'qu 瘀血不去
'yu'xue'gong'xin 瘀血攻心
'yu'xue'nei'jie 瘀血内结
'yu'xue'shi'xue'yu'de'bing'li'chan'wu 瘀血是血瘀的病理产物
'yu'xue'zhi'bing 瘀血致病
'yu'zao're'zhi'xie'zhuo'fei 于燥热之邪灼肺
'yu'zhi'cong'yang'er'hua're'hua'huo 郁滞从阳而化热化火
'yu'zhi'xiang'shi'ying 与之相适应
'yu'zi'ran'jie'de'xiang'hu'guan'xi 与自然界的相互关系
'yu'zu'bao'gong 瘀阻胞宫
'yu'zu'de'bu'wei 瘀阻的部位
'yu'zu'wei'chang 瘀阻胃肠
'yu'zu'xin'mai 郁阻心脉
'yu'zu'yu'fei 瘀阻于肺
'yu'zu'yu'gan 瘀阻于肝
'yu'zu'yu'xin 瘀阻于心
'yu'zu'yu'zhi'ti'ji'fu'ju'bu 瘀阻于肢体肌肤局部
'yu'zu'zhi'zhu'mo'duan 瘀阻肢株末端
'yuan'bing 原病
'yuan'qi 元气
'yuan'qi 原气
'yuan'qi'hao'sun 元气耗损
'yuan'sheng'yu'pai'sheng 原生与派生
'yuan'shi'wu'zhi 原始物质
'yuan'yang 元阳
'yuan'yin 元阴
'yuan'yin 原因
'yuan'yin'yu'jie'guo 原因与结果
'yuan'you'su'ji'you'fu'gan'wai'xie 原有宿疾又复感外邪
'yuan'ze'xing'he'ling'huo'xing 原则性和灵活性
'yue'jing 月经
'yue'jing'bu'tiao 月经不调
'yue'jing'de'xue'liang'guo'duo 月经的血量过多
'yue'jing'hou'qi 月经后期
'yue'jing'lai'chao 月经来潮
'yue'jing'xian'qi 月经先期
'yue'shang'yin'xia 越上引下
'yun'dong'bu'bian 运动不便
'yun'dong'bu'xi'de'fa'zhan'bian'hua 运动不息的发展变化
'yun'dong'shi'chang 运动失常
'yun'dong'zhuang'tai'de'zao'dong'he'jing'zhi 运动状态的躁动和静止
'yun'dong'zhuang'tai'de'zao'dong'he'ning'jing 运动状态的躁动和宁静
'yun'hua'gong'neng'shi'zhi 运化功能失职
'yun'hua'shou'ai 运化受碍
'yun'hua'shui'shi 运化水湿
'yun'hua'shui'shi'neng'li'xia'jiang 运化水湿能力下降
'yun'hua'wu'quan 运化无权
'yun'xing'chi'huan 运行迟缓
'yun'xing'qi'xue 运行气血
'yun'xing'tong'chang'de'tiao'jian 运行通畅的条件
'yun'yong'zhong'cao'yao'yu'fang'ji'bing 运用中草药预防疾病
'zai'ji'bing'wei'fa'sheng'zhi'qian 在疾病未发生之前
'zai'ti'nei'mou'yi'ju'bu'fa'sheng'zhi'liu 在体内某一局部发生滞留
'zai'yi'ding'tiao'jian'xia'xie'zheng'dou'zheng'de'fan'ying 在一定条件下邪正斗争的反映
'zai'zhi'wei'kong 在志为恐
'zai'zhi'wei'nu 在志为怒
'zai'zhi'wei'si 在志为思
'zai'zhi'wei'xi 在志为喜
'zai'zhi'wei'you 在志为忧
'zang'fu'ben'shen'de'yin'yang'qi'xue'shi'tiao 脏腑本身的阴阳气血失调
'zang'fu'bing'ji 脏腑病机
'zang'fu'de'gong'neng 脏腑的功能
'zang'fu'de'qi'hua'he'qi'de'sheng'jiang'chu'ru 脏腑的气化和气的升降出入
'zang'fu'de'xu'shi 脏腑的虚实
'zang'fu'gong'neng'huo'dong'de'chan'wu 脏腑功能活动的产物
'zang'fu'gong'neng'huo'dong'de'wu'zhi'ji'chu 脏腑功能活动的物质基础
'zang'fu'ji'bing'chuan'bian'de'shun'ni 脏腑疾病传变的顺逆
'zang'fu'jiao'nen 脏腑娇嫩
'zang'fu'jing'luo 脏腑经络
'zang'fu'jing'luo'gong'neng'shi'chang 脏腑经络功能失常
'zang'fu'jing'luo'gong'neng'wen'luan 脏腑经络功能紊乱
'zang'fu'sheng'li'gong'neng'de'tai'guo'huo'bu'ji 脏腑生理功能的太过或不及
'zang'fu'sheng'li'gong'neng'de'wen'luan 脏腑生理功能的紊乱
'zang'fu'wei'xi'wu'li 脏腑维系无力
'zang'fu'yin'yang'qi'xue'shi'tiao 脏腑阴阳气血失调
'zang'fu'zheng'zhi 脏腑证治
'zang'fu'zhi'huo 脏腑之火
'zang'qi 脏器
'zang'xiang 藏象
'zang'xiang'xue'shuo 藏象学说
'zang'yu'fu 脏与腑
'zang'yu'zang 脏与脏
'zao'chen 早晨
'zao'hun 早婚
'zao'qi'zhen'duan 早期诊断
'zao'qi'zhi'liao 早期治疗
'zao'rao'bu'ning 躁扰不宁
'zao'rao'xin'shen 躁扰心神
'zao're'nei'jie 燥热内结
'zao're'nei'sheng 燥热内生
'zao're'you'nei'er'sheng 燥热由内而生
'zao're'zhi'xiang 燥热之象
'zao'sheng'ze'gan 燥胜则干
'zao'shi'hua'tan 燥湿化痰
'zao'shuai 早衰
'zao'xie 早泄
'zao'xing'gan'se 燥性干涩
'ze'bi 则痹
'ze'bing'gu'tong'yin'bi 则病骨痛阴痹
'ze'bing'ji'rou'tong 则病肌肉痛
'ze'bing'pi'fu'tong 则病皮肤痛
'ze'bing'qi'zhuan'xiang'ran'yi 则病气转相染易
'ze'bing'xin'tong 则病心痛
'ze'fa'zi'ban 则发紫斑
'ze'ge'yin'yu'wai 则格阴于外
'ze'gu'tong'er'fa'luo 则骨痛而发落
'ze'han'zhong'chang'ming'fu'tong 则寒中肠鸣腹痛
'ze'liang'xie'zhong'tong 则两胁中痛
'ze'mai'ji'er'zhao'ku 则脉急而爪枯
'ze'mai'ning'qi'er'bian'se 则脉凝泣而变色
'ze'pi'gao'er'mao'ba 则皮稿而毛拔
'ze'qi'ji'tiao'chang 则气机调畅
'ze'qi'sui'xie'qu 则气随泻去
'ze're'zhong'shan'ji 则热中善饥
'ze'ren'xue'nao'ye'er'wei'qi'fu 则人血淖液而卫气浮
'ze'ren'xue'ning'qi'er'wei'qi'chen 则人血凝泣而卫气沉
'ze'shen'yi'qian'jie'han'li 则身以前皆寒栗
'ze'wei'bu'ren 则为不仁
'ze'wei'gu'bi 则为骨痹
'ze'wei'jin'luan 则为筋挛
'ze'wei'ni'yu'qi 则为溺与气
'ze'wei'xue'bi'bu'tong 则为血闭不通
'ze'wei'yang 则为痒
'ze'wei'yong 则为痈
'ze'wu'yi'sheng'zhang'hua'shou'cang 则无以生长化收藏
'ze'wu'yi'sheng'zhang'zhuang'lao'yi 则无以生长壮老已
'ze'xiao'gu'shan'ji 则消谷善饥
'ze'xue'hang'yu'zhi 则血行愈滞
'ze'xue'shang'yi'er'ou'xue 则血上溢而呕血
'ze'yang'de'yin'zhu'er'sheng'hua'wu'qiong 则阳得阴助而生化无穷
'ze'yin'de'yang'sheng'er'quan'yuan'bu'jie 则阴得阳升而泉源不竭
'ze'you'du 则有毒
'ze'zhi'gan'dang'chuan'zhi'yu'pi 则知肝当传之于脾
'ze'zhi'jing'luo'zang'fu'zhi'bing 则知经络脏腑之病
'ze'zhong'shou'tou'zhong 则肿首头重
'ze'zhong'yi 则终矣
'zei'xie 贼邪
'zeng'qiang'ti'zhi 增强体质
'zeng'ye'cheng'qi'tang'zhi'zhi 增液承气汤治之
'zhan'yu 谵语
'zhang'cong'zheng 张从正
'zhang'jing'yue 张景岳
'zhang'man'teng'tong 胀满疼痛
'zhang'sheng'zhe 掌生着
'zhang'tong'huo'xing'cheng'zhong'kuai 胀痛或形成肿块
'zhang'zhong'jing 张仲景
'zhao'jia'cui'zhe 爪甲脆折
'zhao'wei'jin'zhi'yu 爪为筋之余
'zhao'xian'ke 赵献可
'zhao'zhi'wai'xie'zhi'bing 招致外邪致病
'zhe'bi 着痹
'zhe'chong'jiang'qu 蛰虫将去
'zhe'chong'zhou'mi 蛰虫周密
'zhen'chan 震颤
'zhen'duan 诊断
'zhen'dui'ji'bing'ben'zhi'er'jin'xing'zhi'liao'de'fang'fa 针对疾病本质而进行治疗的方法
'zhen'fa 诊法
'zhen'feng'xiang'dui 针锋相对
'zhen'han'jia're'huo 真寒假热或
'zhen'han'jia're'zheng 真寒假热证
'zhen'han'jia're'zhi'zheng 真寒假热之证
'zhen'jiu 针灸
'zhen'qi 真气
'zhen'qi'cong'zhi 真气从之
'zhen're'jia'han 真热假寒
'zhen're'jia'han'zheng 真热假寒证
'zhen're'jia'han'zhi'zheng 真热假寒之证
'zhen'yang 真阳
'zhen'yao'jing'zhong'lun 诊要经终论
'zhen'yin 真阴
'zhen'zhi'fang'fa 诊治方法
'zhen'zhi'ji'bing 诊治疾病
'zheng'bu'di'xie 正不敌邪
'zheng'chang'lao'dong 正常劳动
'zheng'chong 怔忡
'zheng'hua'wu'quan 蒸化无权
'zheng'jian 症见
'zheng'jing 正经
'zheng'neng'sheng'xie'ze'bu'fa'bing 正能胜邪则不发病
'zheng'qi 正气
'zheng'qi'bu'zu 正气不足
'zheng'qi'bu'zu'shi'ji'bing'fa'sheng'de'nei'zai'gen'ju 正气不足是疾病发生的内在根据
'zheng'qi'chong'sheng 正气充盛
'zheng'qi'cun'nei 正气存内
'zheng'qi'de'chi'xu'shuai'ruo 正气的持续衰弱
'zheng'qi'de'qiang'ruo 正气的强弱
'zheng'qi'guo'yu'xu'ruo 正气过于虚弱
'zheng'qi'kang'bing'neng'li 正气抗病能力
'zheng'qi'liu'er'bu'xing 正气留而不行
'zheng'qi'qiang 正气强
'zheng'qi'qiang'ruo'de'cha'yi 正气强弱的差异
'zheng'qi'shang'neng'nai'gong 正气尚能耐攻
'zheng'qi'shi'ben 正气是本
'zheng'qi'sui'fu 正气随复
'zheng'qi'sui'jin'ye'de'hao'shang'er'tuo'shi 正气随津液的耗伤而脱失
'zheng'qi'sun'shang 正气损伤
'zheng'qi'tai'xu'ruo 正气太虚弱
'zheng'qi'wang'sheng 正气旺盛
'zheng'qi'wei'shuai 正气未衰
'zheng'qi'xiang'dui'bu'zu 正气相对不足
'zheng'qi'xu 正气虚
'zheng'qi'xu'ruo 正气虚弱
'zheng'qi'yu'bing'xie'de'dou'zheng 正气与病邪的斗争
'zheng'qi'yu'xie'qi'mao'dun'shuang'fang'hu'xiang'dou'zheng 正气与邪气矛盾双方互相斗争
'zheng'sheng'xie'tui 正胜邪退
'zheng'sheng'yu'xie'ze'bing'tui 正胜于邪则病退
'zheng'ti'guan'nian 整体观念
'zheng'tong'zhi'yi'tong 证同治亦同
'zheng'xiang'ke'xun 征象可循
'zheng'xie'dou'zheng 正邪斗争
'zheng'xiu'guan'nian 整休观念
'zheng'xu'jiao'ji'zhong'de 正虚较急重的
'zheng'xu'xie'lian 正虚邪恋
'zheng'xu'xie'shi 正虚邪实
'zheng'xu'xie'shi'bing'zheng 正虚邪实病证
'zheng'yi'zhi'yi'yi 证异治亦异
'zheng'zhi 正治
'zheng'zhi'fan'zhi 正治反治
'zheng'zhi'yu'fan'zhi 正治与反治
'zheng'zhuang'he'ti'zheng 症状和体征
'zheng'zhuang'shi'biao 症状是标
'zheng'zhuang'xiang'si 症状相似
'zhi'biao'yu'zhi'ben 治标与治本
'zhi'bing'bi'qiu'qi'ben 治病必求其本
'zhi'bing'bi'qiu'yu'ben 治病必求于本
'zhi'bing'gen'yuan 致病根源
'zhi'bing'qiu'ben 治病求本
'zhi'bing'yin'su 致病因素
'zhi'chuang 痔疮
'zhi'dang'biao'ben'jian'gu 治当标本兼顾
'zhi'dao'lin'chuang'shi'jian 指导临床实践
'zhi'dao'lin'chuang'zhen'zhi'ji'bing'de'ji'ben'fa'ze 指导临床诊治疾病的基本法则
'zhi'dong'ji'ze'yin'qi'sheng'ji 至冬季则阴气盛极
'zhi'fa'ge'you'suo'yi 治法各有所宜
'zhi'gan'chuan'pi 知肝传脾
'zhi'han'yi're 治寒以热
'zhi'hong'jiang'qi'ci 质红绛起刺
'zhi'hua 制化
'zhi'jia'qing'zi 指甲青紫
'zhi'jie'bi'tong 肢节痹痛
'zhi'juan'fa'li 肢倦乏力
'zhi'ke'fa 止咳法
'zhi'leng 肢冷
'zhi'li'jian'tui 智力减退
'zhi'liao 治疗
'zhi'liao'fa'ze 治疗法则
'zhi'liao'gan'bing 治疗肝病
'zhi'liao'ji'bing'de'fa'ze 治疗疾病的法则
'zhi'liao'ji'bing'de'shou'duan'he'fang'fa 治疗疾病的手段和方法
'zhi'liao'jing'yan 治疗经验
'zhi'liao'yuan'ze 治疗原则
'zhi'ma'bu'ren 肢麻不仁
'zhi'ma'zhen'chan 肢麻震颤
'zhi'qi'ben'bing 治其本病
'zhi'qi'biao 治其标
'zhi'qi'biao'bing 治其标病
'zhi'su'ji'yi'zhi'qi'ben 治宿疾以治其本
'zhi'ti'chen'zhong'zhang'tong 肢体沉重胀痛
'zhi'ti'huo'dong 肢体活动
'zhi'ti'huo'dong'bu'bian 肢体活动不便
'zhi'ti'jin'rou 肢体筋肉
'zhi'ti'kun'zhong 肢体困重
'zhi'ti'ma'mu 肢体麻木
'zhi'ti'ma'mu'bu'ren 肢体麻木不仁
'zhi'ti'ruan'ruo 肢体软弱
'zhi'ti'zhong'zhe 肢体重着
'zhi'wei'bing 治未病
'zhi'wu'zang'zhe 治五脏者
'zhi'xia'ji'ze'yang'qi'sheng'ji 至夏季则阳气盛极
'zhi'xiao'er'bing 治小儿病
'zhi'xu'you'sheng'hou 至虚有盛候
'zhi'xue'yi'zhi'biao 止血以治标
'zhi'ye 职业
'zhi'ye'bing 职业病
'zhi'yi 治宜
'zhi'yi'xin'liang'xuan'san'fa 治宜辛凉宣散法
'zhi'yi'xin'wen'xuan'san'fa 治宜辛温宣散法
'zhi'yin 支饮
'zhi'yue 制约
'zhi'yue'guan 制约观
'zhi'yue'he'tong'yi 制约和统一
'zhi'yue'zuo'yong 制约作用
'zhi'ze 治则
'zhi'ze'sheng'hua 制则生化
'zhong'du'shao'tang'shang 重度烧烫伤
'zhong'du'si'wang 中毒死亡
'zhong'du'zheng'zhuang 中毒症状
'zhong'gong'zhe 中工者
'zhong'gong'zhi'yi'bing 中工治已病
'zhong'gong'zhi'yi'bing'zhe 中工治已病者
'zhong'guo'yi'yao'xue 中国医药学
'zhong'han 中寒
'zhong'jiao 中焦
'zhong'jiao'ru'ou 中焦如沤
'zhong'jiao'shi're 中焦湿热
'zhong'jiao'shi're'xun'zheng 中焦湿热熏蒸
'zhong'ke'jian'wan'fu'zhang'men 中可见脘腹胀闷
'zhong'kuai 肿块
'zhong'man 中满
'zhong'man'zhe 中满者
'zhong'qi'bu'zu 中气不足
'zhong'qi'xia'xian 中气下陷
'zhong'qi'xia'xian'zheng 中气下陷证
'zhong're'ai'gan 中热隘干
'zhong'shi 终始
'zhong'wu 中午
'zhong'xia'shan'bing'xiong'xie 仲夏善病胸胁
'zhong'yi'sheng'li 中医生理
'zhong'yi'wen'xian 中医文献
'zhong'yi'xue'de'ji'ben'te'dian 中医学的基本特点
'zhong'yin'bi'yang 重阴必阳
'zhong'ze'jian'wang 重则健忘
'zhong'ze'sun'shang'nei'zang 重则损伤内脏
'zhong'zhang'qing'zi 肿胀青紫
'zhong'zheng 重证
'zhou'shen'fa'li 周身乏力
'zhou'wei'yang 昼为阳
'zhou'xue'hai 周学海
'zhou'ye'chen'hun 昼夜晨昏
'zhou'ye'de'bian'hua 昼夜的变化
'zhou'yu'ye 昼与夜
'zhu'bao'qiang'zhi 诸暴强直
'zhu'bing'shui'ye 诸病水液
'zhu'bing'yuan'hou'lun 诸病源候论
'zhu'bu'ming'ze'shi'er'guan'wei 主不明则十二官危
'zhu'cang'he'pai'xie'dan'zhi 贮藏和排泄胆汁
'zhu'ci'xian'hou 主次先后
'zhu'dong'de 主动的
'zhu'dong'de'gai'zao'zi'ran 主动地改造自然
'zhu'dong'zhu'sheng 主动主升
'zhu'dong'zhu'sheng'er'wei'gang'zang 主动主升而为刚脏
'zhu'fang'bu'wu'yan 主方不误焉
'zhu'feng'cang 主封藏
'zhu'feng'diao'xuan 诸风掉眩
'zhu'han'shou'yin 诸寒收引
'zhu'huo'sheng're 助火生热
'zhu'jin'zhe'jie'shu'yu'jie 诸筋者皆属于节
'zhu'jing'xiang'qiang 诸痉项强
'zhu'ming'ze'xia'an 主明则下安
'zhu'niao'he'pai'niao 贮尿和排尿
'zhu'niao'he'pai'niao'gong'neng 贮尿和排尿功能
'zhu'pi'wei'de'yun'hua'gong'neng 助脾胃的运化功能
'zhu'qi'er'si'hu'xi 主气而司呼吸
'zhu'qi'lian'yu 诸气脸郁
'zhu'qi'se'yu'she 著其色于舌
'zhu'qi'zhe 诸气者
'zhu're'du'huan 诸热督痪
'zhu'se'ku'he 诸涩枯涸
'zhu'shen'zhi 主神志
'zhu'shi'zhong'man 诸湿肿满
'zhu'shu'xie'he'cang'xue 主疏泄和藏血
'zhu'shui'ye 主水液
'zhu'sui'zhe'jie'shu'yu'nao 诸髓者皆属于脑
'zhu'tong'xue 主统血
'zhu'tong'yang'chuang 诸痛痒疮
'zhu'xuan'fa'su'jiang 主宣发肃降
'zhu'xue'mai 主血脉
'zhu'xue'zhe'jie'shu'yu'xin 诸血者皆属于心
'zhu'yao'zhi 主要指
'zhu'yue'jing'he'yun'yu'tai'er 主月经和孕育胎儿
'zhu'yun'hua 主运化
'zhu'zai'pai'xie 主宰排泄
'zhu'zao'kuang'yue 诸躁狂越
'zhua'zhu'bing'bian'de'ben'zhi 抓住病变的本质
'zhuan'hua 转化
'zhuan'shu 专书
'zhuan'shu'shui'gu'jing'wei'yi'ying'yang'ji'rou'si'zhi 转输水谷精微以营养肌肉四肢
'zhuang'huo 壮火
'zhuang'huo'shi'qi 壮火食气
'zhuang'nian'shi'qi 壮年时期
'zhuang're'xin'fan 壮热心烦
'zhuang'shui'zhi'zhu 壮水之主
'zhuo'qi'bu'xiang 浊气不降
'zhuo're'teng'tong 灼热疼痛
'zhuo'shang'fei'luo 灼伤肺络
'zhuo'shang'mai'luo 灼伤脉络
'zhuo'shang'xin'yin 灼伤心阴
'zhuo'xie'wai'zu 浊邪外阻
'zhuo'yan'yu'bing'de'yi'tong 着眼于病的异同
'zhuo'yan'yu'bing'ji'de'qu'bie 着眼于病机的区别
'zhuo'yin'wei'di 浊阴为地
'zhuo'zhong'he'wei 着重和胃
'zi'ban 紫斑
'zi'bing'fan'mu 子病犯母
'zi'dao'mu'qi 子盗母气
'zi'gong 子宫
'zi'gong'xia'chui 子宫下垂
'zi'han 自汗
'zi'jue'hu'xi'bu'zu 自觉呼吸不足
'zi'jue'ming'xian'de'xin'tiao'ji'kong'huang'gan 自觉明显地心跳及恐慌感
'zi'jue'xin'zhong'fan'zao'zhi'gan 自觉心中烦躁之感
'zi'ran'huan'jing'dui'ren'ti'de'ying'xiang 自然环境对人体的影响
'zi'ran'jie'wu'zhi'bian'hua'gong'neng 自然界物质变化功能
'zi'run 滋润
'zi'shen'run'fei 滋肾润肺
'zi'sheng 资生
'zi'sheng'nei'shi 滋生内湿
'zi'shui'han'mu'fa 滋水涵木法
'zi'tan 紫瘫
'zi'xing'yi'wei'han 渍形以为汗
'zi'yang'fei'shen'zhi'yin 滋养肺肾之阴
