'a'bo'ding'an'na'bo'li'si'yi'chang 阿伯丁安纳波利斯异常
'yan'kuang'liang'xing'zhong'liu 眼眶良性肿瘤
'yan'kuang'shui'zhong 眼眶水肿
'yan'kuang'tong 眼眶痛
'yan'kuang'wai'sheng'gu'you 眼眶外生骨疣
'yan'kuang'wei'suo 眼眶萎缩
'yan'kuang'yan'xing'rou'ya'zhong 眼眶炎性肉芽肿
'yan'kuang'zhong'liu 眼眶肿瘤
'yan'kuang'zong'he'zheng 眼眶综合征
'yan'lei'tian'pao'chuang 眼类天疱疮
'yan'liang'xing'zhong'liu 咽良性肿瘤
'yan'liang'xing'zhong'liu 眼良性肿瘤
'yan'lin'ba'rou'liu 咽淋巴肉瘤
'yan'lou 咽瘘
'yan'lun'za'ji'ma'bi 眼轮匝肌麻痹
'yan'men'bian'tao'ti'e'xing'zhong'liu 咽门扁桃体恶性肿瘤
'yan'mian'bu'wei'suo 颜面部萎缩
'yan'mian'guo'hong 颜面过红
'yan'mian'shao'shang'fu'shi'shang'he'dong'shang'de'hou'yi'zheng 颜面烧伤腐蚀伤和冻伤的后遗症
'yan'mian'sun'shang'de'wan'qi'xiao'ying 颜面损伤的晚期效应
'yan'mian'wei'suo'zheng 颜面萎缩症
'yan'mian'xue'guan'liu'qing'guang'yan'zong'he'zheng 颜面血管瘤青光眼综合征
'yan'nang 咽囊
'yan'nang'yan 咽囊炎
'yan'nang'zhong 咽囊肿
'yan'nang'zhong'zong'he'zheng 咽囊肿综合征
'yan'nao'shen'zong'he'zheng 眼脑肾综合征
'yan'nao'shen'zong'he'zheng'ban'you'fan'ke'ni'zong'he'zheng 眼脑肾综合征伴有范科尼综合征
'yan'nei'chu'xue 眼内出血
'yan'nei'e'xing'zhong'liu 眼内恶性肿瘤
'yan'nei'jing'zhuang'ti 眼内晶状体
'yan'nei'tou'jing'de'ji'xie'xing'bing'fa'zheng 眼内透镜的机械性并发症
'yan'nei'yan 眼内炎
'yan'nei'zhi'ji'ma'bi 眼内直肌麻痹
'yan'nian'ye'nang'yan 咽粘液囊炎
'yan'nong'zhong 咽脓肿
'yan'nong'zhong 眼脓肿
'yan'pang'nie'xia'liang'xing'zhong'liu 咽旁颞下良性肿瘤
'yan'pang'nong'zhong 咽旁脓肿
'yan'pang'xi'gan'ran 咽旁隙感染
'yan'pi'lao 眼疲劳
'yan'po'lie'ban'yan'nei'zu'zhi'bu'fen'que'shi 眼破裂伴眼内组织部分缺失
'yan'qi'shi 咽憩室
'yan'qian'duan'xian'tian'xing'ji'xing 眼前段先天性畸形
'yan'qian'fang'chu'xie 眼前房出血
'yan'qian'fang'dao'guan'tuo'luo 眼前房导管脱落
'yan'qian'fang'gui'you'ji'cun 眼前房硅油积存
'yan'qiu'chuan'tong'shang 眼球穿通伤
'yan'qiu'chuan'tong'shang'ban'ci'xing'yi'wu 眼球穿通伤伴磁性异物
'yan'qiu'chuan'tong'shang'ban'fei'ci'xing'yi'wu 眼球穿通伤伴非磁性异物
'yan'qiu'chuan'tong'shang'ban'hong'mo'que'sun 眼球穿通伤伴虹膜缺损
'yan'qiu'cuo'shang 眼球挫伤
'yan'qiu'cuo'shang'ban'qian'fang'ji'xue 眼球挫伤伴前房积血
'yan'qiu'e'xing'zhong'liu 眼球恶性肿瘤
'yan'qiu'hou'e'xing'zhong'liu 眼球后恶性肿瘤
'yan'qiu'hou'liang'xing'zhong'liu 眼球后良性肿瘤
'yan'qiu'hou'tui'xing'xie'shi 眼球后退性斜视
'yan'qiu'hou'xue'guan'liu 眼球后血管瘤
'yan'qiu'hou'yan'zheng 眼球后炎症
'yan'qiu'hou'zhong'wu 眼球后肿物
'yan'qiu'hua'xue'pin'shao'shang'zhi'yan'qiu'po'huai 眼球化学品烧伤致眼球破坏
'yan'qiu'ji'xue 眼球积血
'yan'qiu'jia'ti'zhi'ru'shu'hou'zhuang'tai 眼球假体植入术后状态
'yan'qiu'jian'xing'shao'shang 眼球碱性烧伤
'yan'qiu'lao 眼球痨
'yan'qiu'liang'xing'zhong'liu 眼球良性肿瘤
'yan'qiu'lie'shang'ban'yan'nei'zu'zhi'tuo'chui 眼球裂伤伴眼内组织脱垂
'yan'qiu'pang'nang'zhong 眼球旁囊肿
'yan'qiu'po'lie 眼球破裂
'yan'qiu'po'lie'he'po'huai'xing'de'yan'shao'shang 眼球破裂和破坏性的眼烧伤
'yan'qiu'shao'shang 眼球烧伤
'yan'qiu'si'lie'ban'yan'nei'zu'zhi'tuo'chui 眼球撕裂伴眼内组织脱垂
'yan'qiu'suan'xing'shao'shang 眼球酸性烧伤
'yan'qiu'tie'zhi'chen'zhuo'bing 眼球铁质沉着病
'yan'qiu'tu'chu 眼球突出
'yan'qiu'tui'suo'zong'he'zheng 眼球退缩综合征
'yan'qiu'tuo'wei 眼球脱位
'yan'qiu'wai'ji'e'xing'zhong'liu 眼球外肌恶性肿瘤
'yan'qiu'wei'suo 眼球萎缩
'yan'qiu'xian'mo 眼球陷没
'yan'qiu'yi'wei 眼球移位
'yan'qiu'zhan'lian 眼球粘连
'yan'qiu'zhen'chan 眼球震颤
'yan'qiu'zhen'dang'yin'qi'de'qing'guang'yan 眼球震荡引起的青光眼
'yan'qiu'zhong'liu'yin'qi'de'qing'guang'yan 眼球肿瘤引起的青光眼
'yan'que'shi'yin'qi'de'zhong'shu'shuai'jie 盐缺失引起的中暑衰竭
'yan'que'xue'zong'he'zheng 眼缺血综合征
'yan'se'su'ceng'nao'mo'yan 眼色素层脑膜炎
'yan'se'su'ceng'sai'xian'yan 眼色素层腮腺炎
'yan'se'su'mo'yan 眼色素膜炎
'yan'shang'xie'ji'ma'bi 眼上斜肌麻痹
'yan'shang'zhi'ji'ma'bi 眼上直肌麻痹
'yan'shao'shang 眼烧伤
'yan'shao'shang'ban'you'yi'zhi'yan'qiu'po'lie'he'po'huai 眼烧伤伴有异致眼球破裂和破坏
'yan'shen'jing'guan'neng'zheng 咽神经官能症
'yan'shen'shang'xian'pi'zhi'ji'su'lei'ji'qi'jie'kang'ji 盐肾上腺皮质激素类及其拮抗剂
'yan'shi'ming 眼失明
'yan'shi'shi'yu'que'fa 厌食食欲缺乏
'yan'shui'he'shen'tou'xing'qing'xie'ji'zhong'du 盐水和渗透性轻泻剂中毒
'yan'si'lie'shang 眼撕裂伤
'yan'si'lie'shang'bu'ban'you'yan'nei'zu'zhi'tuo'chu'huo'que'shi 眼撕裂伤不伴有眼内组织脱出或缺失
'yan'si'tuo'shang 眼撕脱伤
'yan'suan'se'an'suan'que'fa 烟酸色氨酸缺乏
'yan'suan'tuo'la'su'lin'yi'wai'zhong'du 盐酸托拉苏林意外中毒
'yan'sui'bei'wai'ce'zong'he'zheng 延髓背外侧综合征
'yan'sui'jiao'jie'e'xing'zhong'liu 延髓交界恶性肿瘤
'yan'sui'ma'bi 延髓麻痹
'yan'sui'wai'ce'bu'zong'he'zheng 延髓外侧部综合征
'yan'sui'wai'ce'zong'he'zheng 延髓外侧综合征
'yan'tong 咽痛
'yan'tong'xie'chen'zhuo'bing 眼铜屑沉着病
'yan'tu'la'jun'bing 眼土拉菌病
'yan'wai'ji'ji'bing 眼外肌肌病
'yan'wai'ji'liang'xing'zhong'liu 眼外肌良性肿瘤
'yan'wai'ji'ma'bi 眼外肌麻痹
'yan'wai'shang 眼外伤
'yan'wai'zhi'ji'ma'bi 眼外直肌麻痹
'yan'xia'bu'liang'xing'zhong'liu 咽下部良性肿瘤
'yan'xia'bu'nang'zhong 咽下部囊肿
'yan'xia'bu'xia'zhai 咽下部狭窄
'yan'xia'bu'yan 咽下部炎
'yan'xia'he'fa'yu'bu'quan 眼下颌发育不全
'yan'xia'he'mian'bu'zong'he'zheng 眼下颌面部综合征
'yan'xia'kun'nan 咽下困难
'yan'xia'xie'ji'ma'bi 眼下斜肌麻痹
'yan'xia'yan 咽峡炎
'yan'xia'zhi'ji'ma'bi 眼下直肌麻痹
'yan'xian'li'si'te'jun'bing 眼腺利斯特菌病
'yan'xian'xing'tu'la'jun'bing 眼腺型土拉菌病
'yan'xiao'liang'yan 眼小梁炎
'yan'xing'duo'guan'jie'bing 炎性多关节病
'yan'xing'duo'shen'jing'bing 炎性多神经病
'yan'xing'ge'lin'shi'bing 眼型格林氏病
'yan'xing'ji'bing 炎性肌病
'yan'ya'guo'gao 眼压过高
'yan'yan 咽炎
'yan'yan 眼炎
'yan'yang'jun'xing'bai'xue'bing 厌氧菌性败血病
'yan'yang'jun'xing'fei'yan 厌氧菌性肺炎
'yan'yang'jun'yin'qi'de'xin'sheng'er'nong'du'zheng 厌氧菌引起的新生儿脓毒症
'yan'yi'yuan'ti'gan'ran 咽衣原体感染
'yan'ying'qu'bing 眼蝇蛆病
'yan'yu'ji'cu'za'luan 言语急促杂乱
'yan'yu'kang'fu 言语康复
'yan'yuan'wei'ai 咽原位癌
'yan'yuan'wei'ai 眼原位癌
'yan'zao'tang'gan'zhu'ji'bing 岩藻糖苷贮积病
'yan'zheng'hou'se'su'chen'zhuo'guo'du 炎症后色素沉着过度
'yan'zhong'de'lian'he'mian'yi'que'xian'ban'you'wang'zhuang'zu'zhi'fa'yu'bu'quan 严重的联合免疫缺陷伴有网状组织发育不全
'yan'zhong'lian'he'mian'yi'que'xian'zheng 严重联合免疫缺陷症
'yan'zhong'que'xian'you'guan'de'mian'yi'que'xian 严重缺陷有关的免疫缺陷
'yan'zhong'ying'ji'fan'ying 严重应激反应
'yan'zhou'nong'zhong 咽周脓肿
'yan'zhui'yan'nie'gu 岩锥炎颞骨
'yan'zi'hou'tian'ji'xing 眼眦后天畸形
'yan'zi'nong'zhong 眼眦脓肿
'yang'chong'bing 恙虫病
'yang'di'huang'lei'yao'wu'zhong'du'yuan'yin'bu'ming 洋地黄类药物中毒原因不明
'yang'di'huang'lei'yao'wu'zi'sha 洋地黄类药物自杀
'yang'di'huang'yao'wu'fan'ying 洋地黄药物反应
'yang'di'huang'zhong'du 洋地黄中毒
'yang'di'huang'zi'sha 洋地黄自杀
'yang'dou 羊痘
'yang'hua'dan'lei'de'du'xing'xiao'ying 氧化氮类的毒性效应
'yang'liu'hua'tan'de'du'xing'xiao'ying 氧硫化碳的毒性效应
'yang'mo'chuan'ci'shu 羊膜穿刺术
'yang'qi'yi'wai'zhong'du 氧气意外中毒
'yang'shui'ji'huan 羊水疾患
'yang'tiao'yue'bing 羊跳跃病
'yang'wei'jing'shen'yuan'xing 阳萎精神原性
'yang'zhen 痒疹
'yang'zhi'gong'xing'zu'zhao'xing'zhi 仰趾弓形足爪形趾
'yao'bei'bu'cuo'shang 腰背部挫伤
'yao'bei'bu'ji'zhu'lie'ban'you'nao'ji'shui 腰背部脊柱裂伴有脑积水
'yao'bei'bu'kai'fang'xing'shang'kou'ban'bing'fa'zheng 腰背部开放性伤口伴并发症
'yao'bei'tong 腰背痛
'yao'bu'di'bu'he'gu'pen'jiao'gan'shen'jing'sun'shang 腰部骶部和骨盆交感神经损伤
'yao'bu'ji'fa'xing'e'xing'zhong'liu 腰部继发性恶性肿瘤
'yao'bu'ji'sui'de'zhen'dang'he'shui'zhong 腰部脊髓的震荡和水肿
'yao'bu'ji'sui'sun'shang 腰部脊髓损伤
'yao'bu'ji'zhu'he'gu'pen'duo'fa'xing'gu'zhe 腰部脊柱和骨盆多发性骨折
'yao'bu'ji'zhu'he'gu'pen'qi'ta'he'wei'te'zhi'bu'wei'de'niu'shang'he'lao'sun 腰部脊柱和骨盆其他和未特指部位的扭伤和劳损
'yao'bu'ji'zhu'he'gu'pen'qi'ta'he'wei'te'zhi'bu'wei'de'tuo'wei 腰部脊柱和骨盆其他和未特指部位的脱位
'yao'bu'ji'zhu'lie'ban'you'nao'ji'shui 腰部脊柱裂伴有脑积水
'yao'bu'ji'zhu'lie'bu'ban'nao'ji'shui 腰部脊柱裂不伴脑积水
'yao'bu'jie'di'zu'zhi'liang'xing'zhong'liu 腰部结缔组织良性肿瘤
'yao'bu'jie'he'xing'dou'dao 腰部结核性窦道
'yao'bu'jie'he'xing'nong'zhong 腰部结核性脓肿
'yao'bu'kai'fang'xing'shang'kou 腰部开放性伤口
'yao'bu'kai'fang'xing'shang'kou'ban'yi'wu 腰部开放性伤口伴异物
'yao'bu'niu'shang 腰部扭伤
'yao'bu'sun'shang 腰部损伤
'yao'bu'tong'ban'zuo'gu'shen'jing'tong 腰部痛伴坐骨神经痛
'yao'chuan'hou'di'lu'ya'xing'tou'tong 腰穿后低颅压性头痛
'yao'cong'shen'jing'bing 腰丛神经病
'yao'da'ji'jie'he'xing'nong'zhong 腰大肌结核性脓肿
'yao'da'ji'nong'zhong 腰大肌脓肿
'yao'di'cong'sun'hai 腰骶丛损害
'yao'di'cong'sun'shang 腰骶丛损伤
'yao'di'guan'jie'qiang'ying 腰骶关节强硬
'yao'di'ji'zhu'lie 腰骶脊柱裂
'yao'di'shen'jing'cong'duan'lie 腰骶神经丛断裂
'yao'di'shen'jing'gen'bing 腰骶神经根病
'yao'di'shen'jing'gen'ji'huan 腰骶神经根疾患
'yao'di'shen'jing'gen'nang'zhong 腰骶神经根囊肿
'yao'di'shen'jing'gen'yan 腰骶神经根炎
'yao'di'zhui'jian'pan'bian'xing 腰骶椎间盘变性
'yao'di'zhui'jian'pan'tuo'chu 腰骶椎间盘脱出
'yao'di'zhui'jian'pan'tuo'wei 腰骶椎间盘脱位
'yao'di'zhui'ti'hua'tu 腰骶椎体滑突
'yao'ji'chang'qi'jin'qi'shi'yong'ge'ren'shi 药剂长期近期使用个人史
'yao'ji'jian'yan 腰肌腱炎
'yao'ji'jie'he 腰肌结核
'yao'ji'lao'sun 腰肌劳损
'yao'pin'zhong'du'you'yu'guo'liang'gei'cuo'fu'cuo'yao'wu 药品中毒由于过量给错服错药物
'yao'shan 腰疝
'yao'tong 腰痛
'yao'tui'tong 腰腿痛
'yao'wu'guang'bian'ying'fan'ying 药物光变应反应
'yao'wu'guang'du'xing'fan'ying 药物光毒性反应
'yao'wu'guo'min'fan'ying 药物过敏反应
'yao'wu'he'yao'ji'yin'qi'de'ya'chi'fu'shi 药物和药剂引起的牙齿腐蚀
'yao'wu'he'zhong'du'yin'qi'de'ji'fa'xing'tie'li'you'hong'xi'bao'xing'pin'xue 药物和中毒引起的继发性铁粒幼红细胞性贫血
'yao'wu'huo'yao'ji'zhong'du 药物或药剂中毒
'yao'wu'jie'chu'xing'bian'ying'xing'pi'yan 药物接触性变应性皮炎
'yao'wu'jie'chu'xing'pi'fu'yin'qi'de'ci'ji'xing'jie'chu'xing'pi'yan 药物接触性皮肤引起的刺激性接触性皮炎
'yao'wu'jie'chu'xing'pi'yan 药物接触性皮炎
'yao'wu'kang'fu 药物康复
'yao'wu'lan'yong'de'zi'xun'he'jian'du 药物滥用的咨询和监督
'yao'wu're 药物热
'yao'wu'sheng'wu'zhi'pin'yin'qi'de'shen'bing'bian 药物生物制品引起的肾病变
'yao'wu'xiang'guan'xing'chang'yan 药物相关性肠炎
'yao'wu'xing'bai'nei'zhang 药物性白内障
'yao'wu'xing'bi'yan 药物性鼻炎
'yao'wu'xing'chou'chu 药物性抽搐
'yao'wu'xing'dan'zhi'yu'ji'xing'gan'yan 药物性胆汁郁积性肝炎
'yao'wu'xing'di'xue'tang'bu'ban'you'hun'mi 药物性低血糖不伴有昏迷
'yao'wu'xing'di'xue'ya 药物性低血压
'yao'wu'xing'dian'xian'fa'zuo 药物性癫痫发作
'yao'wu'xing'duo'shen'jing'bing 药物性多神经病
'yao'wu'xing'fei'pang 药物性肥胖
'yao'wu'xing'fei'zi'shen'mian'yi'xing'rong'xue'xing'pin'xue 药物性非自身免疫性溶血性贫血
'yao'wu'xing'gan'sun'hai 药物性肝损害
'yao'wu'xing'gan'yan 药物性肝炎
'yao'wu'xing'gan'ying'bian 药物性肝硬变
'yao'wu'xing'gu'sui'yi'zhi 药物性骨髓抑制
'yao'wu'xing'gu'zhi'shu'song'ban'bing'li'xing'gu'zhe 药物性骨质疏松伴病理性骨折
'yao'wu'xing'hong'ban 药物性红斑
'yao'wu'xing'huan'jue 药物性幻觉
'yao'wu'xing'ji'bing 药物性肌病
'yao'wu'xing'ji'xing'jian'zhi'xing'fei'ji'huan 药物性急性间质性肺疾患
'yao'wu'xing'ji'zhang'li'zhang'ai 药物性肌张力障碍
'yao'wu'xing'ji'zhen'luan 药物性肌阵挛
'yao'wu'xing'jia'zhuang'xian'ji'neng'jian'tui 药物性甲状腺机能减退
'yao'wu'xing'jia'zhuang'xian'ji'neng'kang'jin 药物性甲状腺机能亢进
'yao'wu'xing'jia'zhuang'xian'yan 药物性甲状腺炎
'yao'wu'xing'jian'zhi'xing'fei'ji'huan 药物性间质性肺疾患
'yao'wu'xing'jing'shen'bing 药物性精神病
'yao'wu'xing'kou'yan 药物性口炎
'yao'wu'xing'li'xi'bao'jian'shao 药物性粒细胞减少
'yao'wu'xing'long 药物性聋
'yao'wu'xing'man'xing'jian'zhi'xing'fei'ji'huan 药物性慢性间质性肺疾患
'yao'wu'xing'mei'que'fa'xing'pin'xue 药物性酶缺乏性贫血
'yao'wu'xing'pang'guang'yan 药物性膀胱炎
'yao'wu'xing'pi'yan'yao'wu'zhen 药物性皮炎药物疹
'yao'wu'xing'pi'zhi'chun'zeng'duo'zheng'ku'xin'zong'he'zheng 药物性皮质醇增多症库欣综合征
'yao'wu'xing'pi'zhi'chun'zeng'duo'zheng'zheng'que'yong'yao 药物性皮质醇增多症正确用药
'yao'wu'xing'qing'guang'yan 药物性青光眼
'yao'wu'xing'quan'shen'xing'hong'ban 药物性全身性红斑
'yao'wu'xing'quan'shen'xing'pi'yan 药物性全身性皮炎
'yao'wu'xing'shen'jing'yan 药物性神经炎
'yao'wu'xing'shen'shang'xian'pi'zhi'gong'neng'jian'tui'zheng 药物性肾上腺皮质功能减退症
'yao'wu'xing'shen'shang'xian'zheng'ji'huan 药物性肾上腺征疾患
'yao'wu'xing'shen'yan 药物性肾炎
'yao'wu'xing'tian'pao'chuang 药物性天疱疮
'yao'wu'xing'tong'feng 药物性痛风
'yao'wu'xing'tou'tong 药物性头痛
'yao'wu'xing'tuo'fa 药物性脱发
'yao'wu'xing'wai'sheng'zhi'qi'fa'yu'yi'chang 药物性外生殖器发育异常
'yao'wu'xing'wei'yan 药物性胃炎
'yao'wu'xing'wu'dao'bing 药物性舞蹈病
'yao'wu'xing'xi'tong'xing'hong'ban'lang'chuang 药物性系统性红斑狼疮
'yao'wu'xing'xin'ji'bing 药物性心肌病
'yao'wu'xing'xue'xiao'ban'jian'shao'xing'zi'dian 药物性血小板减少性紫癜
'yao'wu'xing'xue'xiao'ban'jian'shao'zheng 药物性血小板减少症
'yao'wu'xing'yi'xian'yan 药物性胰腺炎
'yao'wu'xing'zai'sheng'zhang'ai'xing'pin'xue 药物性再生障碍性贫血
'yao'wu'xing'zhen'chan 药物性震颤
'yao'wu'xing'zhong'xing'bai'xi'bao'jian'shao'zheng 药物性中性白细胞减少症
'yao'wu'xing'zhou'wei'shen'jing'bing 药物性周围神经病
'yao'wu'xing'zi'shen'mian'yi'xing'rong'xue'xing'pin'xue 药物性自身免疫性溶血性贫血
'yao'wu'yao'ji'he'sheng'wu'zhi'pin'guo'min'ge'ren'shi 药物药剂和生物制品过敏个人史
'yao'wu'yin 药物瘾
'yao'wu'yin'qi'de'cheng'ren'gu'ruan'hua 药物引起的成人骨软化
'yao'wu'yin'qi'de'ji'sui'bing 药物引起的脊髓病
'yao'wu'yin'qi'de'ju'bu'xing'pi'zhen 药物引起的局部性皮疹
'yao'wu'yin'qi'de'wang'xiang'zhuang'tai'huo'huan'jue'zhuang'tai 药物引起的妄想状态或幻觉状态
'yao'wu'yin'qi'de'zai'sheng'bu'liang'xing'pin'xue 药物引起的再生不良性贫血
'yao'wu'yin'qi'gu'huai'si 药物引起骨坏死
'yao'wu'you'fa'de'quan'shen'xing'ying'pi'bing 药物诱发的全身性硬皮病
'yao'wu'you'fa'xing'gu'zhi'shu'song 药物诱发性骨质疏松
'yao'wu'zhi'ye'suan'que'fa'xing'pin'xue 药物致叶酸缺乏性贫血
'yao'wu'zhong'du 药物中毒
'yao'wu'zhong'du'xing'shen'bing'bian 药物中毒性肾病变
'yao'wu'zhong'du'zhi'jing'shen'zhang'ai 药物中毒致精神障碍
'yao'wu'zhu'she'hou'ba'hen 药物注射后疤痕
'yao'zhi'jia 咬指甲
'yao'zhui'bing 腰椎病
'yao'zhui'chuan'ci'hou'tou'tong 腰椎穿刺后头痛
'yao'zhui'chuan'ci'yin'qi'de'nao'ji'ye'lou 腰椎穿刺引起的脑脊液漏
'yao'zhui'duo'kai'xing'tuo'wei 腰椎哆开性脱位
'yao'zhui'e'xing'zhong'liu 腰椎恶性肿瘤
'yao'zhui'gu'zhe 腰椎骨折
'yao'zhui'gu'zhe'ban'ji'sui'sun'hai 腰椎骨折伴脊髓损害
'yao'zhui'gu'zhi'zeng'sheng'yao'zhui'gu'guan'jie'yan 腰椎骨质增生腰椎骨关节炎
'yao'zhui'guan'jie'qiang'ying 腰椎关节强硬
'yao'zhui'guan'jie'qiang'ying'ban'ji'sui'bing 腰椎关节强硬伴脊髓病
'yao'zhui'guan'jie'wen'luan 腰椎关节紊乱
'yao'zhui'guan'xia'zhai 腰椎管狭窄
'yao'zhui'guan'xia'zhai'jian'ya'shu'hou'ge'ren'shi 腰椎管狭窄减压术后个人史
'yao'zhui'heng'tu'zong'he'zheng 腰椎横突综合征
'yao'zhui'jian'pan'chuang'shang'xing'po'lie 腰椎间盘创伤性破裂
'yao'zhui'jian'pan'ji'huan'ban'you'shen'jing'gen'bing 腰椎间盘疾患伴有神经根病
'yao'zhui'jian'pan'tuo'chu 腰椎间盘脱出
'yao'zhui'jian'tui'hua'xing'bian 腰椎间退化性变
'yao'zhui'jie'he 腰椎结核
'yao'zhui'jie'he'ban'lou'dao'xing'cheng 腰椎结核伴瘘道形成
'yao'zhui'jie'he'ban'nong'zhong 腰椎结核伴脓肿
'yao'zhui'kai'fang'xing'gu'zhe 腰椎开放性骨折
'yao'zhui'tuo'wei 腰椎脱位
'ye'er'sen'shi'jun'chang'yan 耶尔森氏菌肠炎
'ye'hua'shi'you'qi'yi'wai'zhong'du 液化石油气意外中毒
'ye'jie'di'zu'zhi'liang'xing'zhong'liu 腋结缔组织良性肿瘤
'ye'jing'mai'shuan'se 腋静脉栓塞
'ye'jing'mai'sun'shang 腋静脉损伤
'ye'jing'zheng 夜惊症
'ye'mang 夜盲
'ye'niao'zheng 夜尿症
'ye'nong'zhong 腋脓肿
'ye'qi'xiong 液气胸
'ye'shen'jing'sun'shang 腋神经损伤
'ye'suan'que'fa 叶酸缺乏
'ye'suan'yan'que'fa'xing'pin'xue 叶酸盐缺乏性贫血
'ye'wo'e'xing'zhong'liu 腋窝恶性肿瘤
'ye'wo'kai'fang'xing'shang'kou 腋窝开放性伤口
'ye'wo'lin'ba'jie'ji'fa'e'xing'zhong'liu 腋窝淋巴结继发恶性肿瘤
'ye'xia'ji'fa'xing'e'xing'zhong'liu 腋下继发性恶性肿瘤
'ye'xia'jiao'jie'xing'e'xing'zhong'liu 腋下交界性恶性肿瘤
'ye'xia'jie'di'zu'zhi'e'xing'zhong'liu 腋下结缔组织恶性肿瘤
'ye'xia'lin'ba'jie'zhong'da 腋下淋巴结肿大
'ye'xia'pi'fu'liang'xing'zhong'liu 腋下皮肤良性肿瘤
'ye'xia'wo'lin'ba'jie'jie'he 腋下窝淋巴结结核
'ye'xue'guan'sun'shang 腋血管损伤
'ye'zhuang'nang'rou'liu 叶状囊肉瘤
'yi'an'dian'fu'tong'zhong'du 乙胺碘肤酮中毒
'yi'ban'xing'jing'shen'bing'xue'jian'cha 一般性精神病学检查
'yi'bing'chun'de'du'xing'xiao'ying 异丙醇的毒性效应
'yi'bing'jing'luan'fa'zuo 癔病痉挛发作
'yi'bing'xing'chou'chu 癔病性抽搐
'yi'bing'xing'er'long 癔病性耳聋
'yi'bing'xing'jie'tan 癔病性截瘫
'yi'bing'xing'jing'shen'zhang'ai 癔病性精神障碍
'yi'bing'xing'ma'bi 癔病性麻痹
'yi'bing'xing'shi'ming 癔病性失明
'yi'bing'xing'shi'yin 癔病性失音
'yi'bing'xing'tan'huan 癔病性瘫痪
'yi'bing'xing'tong'yang'chi'dai 癔病性童样痴呆
'yi'bing'xing'zhen'chan 癔病性震颤
'yi'bing'zheng 疑病症
'yi'bo'ding'yi'wai'zhong'du 异搏定意外中毒
'yi'ce'qian'bi'li'duan 一侧前臂离断
'yi'ce'shou'jie'duan 一侧手截断
'yi'ce'xi'bu'jie'duan'wei'ti'ji'bing'fa'zheng 一侧膝部截断未提及并发症
'yi'ce'zu'jie'duan 一侧足截断
'yi'chang'bu'sui'yi'yun'dong 异常不随意运动
'yi'chang'de'tou'bu'yun'dong 异常的头部运动
'yi'chang'de'xian'tian'xing'san'se'shi 异常的先天性三色视
'yi'chang'de'xue'hong'dan'bai 异常的血红蛋白
'yi'chang'ge'ti'zhong'ping'heng'chang'ran'se'ti'chong'pai 异常个体中平衡常染色体重排
'yi'chang'ge'ti'zhong'ping'heng'xing'ran'se'ti'huo'chang'ran'se'ti'chong'pai 异常个体中平衡性染色体或常染色体重排
'yi'chang'shi'wang'mo'dui'ying 异常视网膜对应
'yi'chang'ti'zhong'zeng'jia 异常体重增加
'yi'chang'tun'yan'yin'qi'de'cuo'he 异常吞咽引起的错合
'yi'chang'xian'wei'dan'bai'yuan'xue'zheng'xian'tian'xing 异常纤维蛋白原血症先天性
'yi'chang'zi'shi 异常姿势
'yi'chi'xing'kou'yan 义齿性口炎
'yi'chu'xing'niao'shi'jin 溢出性尿失禁
'yi'chuan'xing'bai'hei'bian'bing 遗传性白黑变病
'yi'chuan'xing'bai'xi'bao'xing'fen'jie'bu'zu 遗传性白细胞性分节不足
'yi'chuan'xing'chu'xue'xing'mao'xi'guan'kuo'zhang 遗传性出血性毛细管扩张
'yi'chuan'xing'di'bing'zhong'qiu'dan'bai'xue'zheng 遗传性低丙种球蛋白血症
'yi'chuan'xing'dian'fen'xing'shen'bing 遗传性淀粉性肾病
'yi'chuan'xing'gan'jue'xing'shen'jing'bing 遗传性感觉性神经病
'yi'chuan'xing'gao'tie'xue'hong'dan'bai'xue'zheng 遗传性高铁血红蛋白血症
'yi'chuan'xing'gong'ji'shi'tiao 遗传性共济失调
'yi'chuan'xing'gong'ji'shi'tiao'xing'duo'fa'xing'shen'jing'yan 遗传性共济失调性多发性神经炎
'yi'chuan'xing'gong'ji'shi'tiao'xing'shen'jing'bing 遗传性共济失调性神经病
'yi'chuan'xing'guo'tang'niao'zheng 遗传性果糖尿症
'yi'chuan'xing'hong'xi'bao'sheng'cheng'xing'bu'lin'zheng 遗传性红细胞生成性卟啉症
'yi'chuan'xing'huang'piao'ling'niao'zheng 遗传性黄嘌呤尿症
'yi'chuan'xing'huo'xian'tian'xing'qiu'xing'hong'xi'bao'zheng 遗传性或先天性球形红细胞症
'yi'chuan'xing'ji'bing 遗传性肌病
'yi'chuan'xing'jiao'mo'ying'yang'bu'liang 遗传性角膜营养不良
'yi'chuan'xing'jie'chang'xi'rou'bing 遗传性结肠息肉病
'yi'chuan'xing'jing'luan'xing'jie'tan 遗传性痉挛性截瘫
'yi'chuan'xing'lin'ba'shui'zhong 遗传性淋巴水肿
'yi'chuan'xing'mai'luo'mo'ying'yang'zhang'ai 遗传性脉络膜营养障碍
'yi'chuan'xing'mao'xi'xue'guan'cui'ruo 遗传性毛细血管脆弱
'yi'chuan'xing'qiu'xing'hong'xi'bao'zeng'duo 遗传性球形红细胞增多
'yi'chuan'xing'qiu'xing'hong'xi'bao'zheng 遗传性球形红细胞症
'yi'chuan'xing'rong'xue'xing'pin'xue 遗传性溶血性贫血
