'ai'gan'huang'tian'xi'cheng'wei'hui 哀感皇天兮城为隳
'you'gu'zhe'yu'yue 有古者语曰
'you'gui'zhi'hou 有妫之后
'you'hai'shi 游海诗
'you'hou'san'ju 有后三句
'you'huai'yu'wei 有怀于卫
'you'ji'ming'yi'fu 有疾命矣夫
'you'jiang'qu'yu 又将去予
'you'jiao'duo'bian'xi 有较多辨析
'you'jie'zhe'chang'dao 又接着唱到
'you'jin'yun 犹今云
'you'jiu'ru'huai 有酒如淮
'you'jiu'ru'mian 有酒如渑
'you'jiu'xia 有九夏
'you'kong'qi'wang 犹恐其尪
'you'kong'qi'wu 犹恐其武
'you'kong'ru'hu 犹恐如虎
'you'kong'ru'yang 犹恐如羊
'you'kong'shou'qiu'wang'fa 又恐受赇枉法
'you'lan'cao 幽兰操
'you'liang'bu'yi'ke'he'yun 幽两部亦可合韵
'you'long'jiao'jiao 有龙矫矫
'you'long'yu'fei 有龙于飞
'you'mai'qu'hu 有麦曲乎
'you'meng'ge 优孟歌
'you'meng'kang'kai'ge 优孟慷慨歌
'you'ming 牖铭
'you'ming'xian'biao'zhi 有明显标志
'you'nai'shi 右乃食
'you'nan'yue'zan 游南岳赞
'you'po'zhi'qu 幽魄之曲
'you'qi'yan'xi 由其言兮
'you'qin'hou'tu 忧勤后土
'you'ren'yi'zai 有人矣哉
'you'ren'zi'nan'fang'lai 有人自南方来
'you'ri'xin 又日新
'you'rou'ru'di 有肉如坻
'you'rou'ru'ling 有肉如陵
'you'ru'zi'ge'yue 有孺子歌曰
'you'sa'sao 右洒扫
'you'shan'ju'qiong'hu 有山鞠穷乎
'you'shan'shi'dui'yue 有山氏对曰
'you'shang'zai'er 犹尚在耳
'you'she'cong'zhi 有蛇从之
'you'shen'xi'zhi'xi 又甚喜之兮
'you'shi'gu'qu'ming 有十鼓曲名
'you'shou'ju 有首句
'you'shou'ye'dui'ke 右受业对客
'you'tui'xi 右退习
'you'wang'gu'zhi'ge 有网罟之歌
'you'wei'fu'tang 忧为福堂
'you'wu'shi'dai'ke'kao'zhe 又无时代可考者
'you'wu'xiang'ye 犹无相也
'you'xian'min'zhi'liu 有先民之流
'you'xian'pan'gong 有贤泮宫
'you'xiang'chi'yu'dan'qing 右相驰誉丹青
'you'xiang'xi'kao'zheng 有详细考证
'you'xue'ze 右学则
'you'yan'shi'song 有炎氏颂
'you'yan'yue 有谚曰
'you'yang'er'jing'ce 悠扬而警策
'you'yi'wei'he'dang'zuo'mian 又以为河当作沔
'you'yi'yu'ci 有一于此
'you'you'yi'shui'jing'jing'shan 悠悠沂水经荆山
'you'zai'you'zai 悠哉游哉
'you'zao'zuo 右蚤作
'you'zhao'pi'yong 有昭辟雝
'you'zhi'lu'wei'ma'zhe'ye 犹指鹿为马者也
'you'zhi'zhu 右执烛
'you'zhuan'kui 右馔馈
'you'zi'hou'liang'ju 有字后两句
'you'zu'yi'wen 有族以文
'yu'bei'bo'yi'zhi'yi 余悲伯夷之意
'yu'bu'shi'pan'cao 语不是盘操
'yu'bu'zu'yu'mou'zhi 愚不足与谋知
'yu'che'zhi'jing 御车之旌
'yu'cheng'lu 鱼成鲁
'yu'chu'guo'dai'fu 与楚国大夫
'yu'chun'shen'jun'shu'hou'fu 与春申君书后赋
'yu'ci'ge'xiang'si 与此歌相似
'yu'ci'tong 与此同
'yu'ci'you'you'bu'tong 于此又有不同
'yu'cong'di'jun'miao'jun'zhou'shu 与从弟君苗君胄书
'yu'da'mei'tou 雨打梅头
'yu'de'jin'jian'yu'zi'shu 禹得金简玉字书
'yu'di'ge 虞帝歌
'yu'duo 雨多
'yu'duo'shi'tuo'tuo 雨多湿槖驼
'yu'fan'ye'zuo'zhou 欲反夜作昼
'yu'fu'ge 渔父歌
'yu'fu'hu 欲富乎
'yu'fu'shi'zi'tou'he 欲负石自投河
'yu'guan'zhe'yu'sui'zhi'yi 鬻棺者欲岁之疫
'yu'gui'dong'tu 予归东土
'yu'hai 玉海
'yu'hai'yi'shi 玉海逸诗
'yu'hai'zuo 玉海作
'yu'hai'zuo'wen'wang'feng'huang'ge 玉海作文王凤凰歌
'yu'he'de'xi'yi'gan'ling 予何德兮以感灵
'yu'he'de'xi'yi'gan'ling 余何德兮以感灵
'yu'he'fei'rou 羽翮飞肉
'yu'hu'cai'qi 妪乎菜芑
'yu'huai'zhi'bei 予怀之悲
'yu'ji'mi'xiang'si 与檕迷相似
'yu'jiang'chou'yi 予将畴依
'yu'jie'xiong'xi 于嗟敻兮
'yu'jiu'da'zhi'qu 于九达之衢
'yu'ju'min'shang 余居民上
'yu'jun'dai'xing 与君代兴
'yu'lan 御览
'yu'lan'juan 御览卷
'yu'lan'yi'wen 御览异文
'yu'liang'zhe'jun'zhi'yan 于两者均只言
'yu'lin'zhao'min 予临兆民
'yu'ma'zou 玉马走
'yu'mai'chai'bu 欲买钗不
'yu'mai'zhe'bu 欲买赭不
'yu'mao'ye'bao'gui'yu'zhu'cen'ci 羽旄夜褒圭玉珠参差
'yu'nv'xiao'sun 于女孝孙
'yu'qi'ni'yu'ren'ye 与其溺于人也
'yu'que'qi'gao 郁确其高
'yu'que'yu'chu 于鹊与处
'yu'ren'song 舆人诵
'yu'ren'song'zhi'yue 舆人诵之曰
'yu'ren'zhi'zhen 虞人之箴
'yu'ru'ming'wei'ming'dai'ren'wu 虞汝明为明代人物
'yu'sai'yu'sai 于思于思
'yu'shan'weng'shou'zhang'shu 鬻扇翁手障暑
'yu'shan'zhi'weng'shou'zhang'shu 鬻扇之翁手障暑
'yu'shang'kuai'ji 禹上会稽
'yu'shang'sui'bo 羽觞随波
'yu'shang'sui'bo'fu 羽觞随波浮
'yu'shang'tiao'chong'fu 与上条重复
'yu'she'tong'wu 与蛇同伍
'yu'shi'ji'san'hao 于时鸡三号
'yu'shi'tian'xia'yu'fu'yu'fu 予视天下愚夫愚妇
'yu'shu'yin'zhou'yan 虞叔引周谚
'yu'shu'yin'zhou'yan'huan'shi'nian 虞叔引周谚桓十年
'yu'shui'bu'wu 鱼水不务
'yu'shun'da'tang'ge 虞舜大唐歌
'yu'sui'wu'zhi'si'zhi'neng 余虽无治丝之能
'yu'suo'yin 语所引
'yu'tai'xin'yong 玉台新咏
'yu'tai'zuo'tong'yao'ge 玉台作童谣歌
'yu'tao'hu'yu'xin 郁陶乎予心
'yu'tian'de'jiu'bian'jiu'ge 于天得九辩九歌
'yu'tou'shu'er'ji'qi 欲投鼠而忌器
'yu'wei'hun'liang 余为浑良
'yu'wen'shi'ji 宇文士及
'yu'wu'suo'xi'zhi 余无所系之
'yu'xi 虞喜
'yu'xi'jie'jie'fei'dan'zhi'li'ye 于戏嗟嗟非旦之力也
'yu'xi'zhi'lin 虞喜志林
'yu'xie'xu'tong 与邪许同
'yu'xu'le'xi'min'yi'ning 于胥乐兮民以宁
'yu'ye'sha'guo'zi 余掖杀国子
'yu'yi'fen'bei'yi 与义分背矣
'yu'yi'ren'suo'wen 余一人所闻
'yu'yi'ren'you'zui 余一人有罪
'yu'yin 语引
'yu'yin'yu 喻音歈
'yu'you'tian'xia 欲有天下
'yu'you'yi'she 余有一蛇
'yu'you'zhi'yue 语有之曰
'yu'yu'die'ci 禹玉牒辞
'yu'yu'he'zhi'fu'ni'zhi 余与褐之父睨之
'yu'yu'jun'suo 御于君所
'yu'yu'lun'le 于予论乐
'yu'yu'qi'fu'lu'zhi'qi 与予期甫芦之碕
'yu'yu'wang'lu'xi 予欲望鲁兮
'yu'yu'zhe'yu 育育者鱼
'yu'yuan'yu'e'ye 愈远愈讹也
'yu'yue 俞樾
'yu'yue 语曰
'yu'yun 语云
'yu'zai'zai'zao 鱼在在藻
'yu'zhe 于遮
'yu'zhe'an'yu'cheng'shi 愚者暗于成事
'yu'zhe'ge'qu'ming 于遮歌曲名
'yu'zhen 虞箴
'yu'zhi'jie'hei 与之皆黑
'yu'zhong 语中
'yu'zhong'ti'ji 语中提及
'yu'zhong'wen'zi'bing'bu'cheng'ge 语中文子并不称歌
'yu'zhu'ben'bu'tong 与诸本不同
'yu'zi'qi'hu'lu'zhi'yi 与子期乎芦之漪
'yu'zu'zhi'chang 羽族之长
'yuan'ang'chuan'yun 袁盎传云
'yuan'bi'ming'jian 鹓彼鸣鹣
'yuan'da'de'qi'nian'yun'qian'ke'ben 元大德七年云谦刻本
'yuan'guang'zhe'qi'yu'da 渊广者其鱼大
'yuan'ju'qi'suo 爰居其所
'yuan'ju'qi'ye 爰居其野
'yuan'lu 怨录
'yuan'luan 原乱
'yuan'ming'di'xiu'ben 元明递修本
'yuan'qi'zai'ming 怨岂在明
'yuan'qin'er'xie'zhi 援琴而写志
'yuan'quan'hua'hua 原泉滑滑
'yuan'rang'ge 原壤歌
'yuan'ren'lai'guan 远人来观
'yuan'ru'zhi'he 寃如之何
'yuan'shou'cong'cuo'zai 元首丛脞哉
'yuan'shou'ming'zai 元首明哉
'yuan'shou'qi'zai 元首起哉
'yuan'shu'yi'yi 原书已佚
'yuan'si'zhe'ban 怨死者半
'yuan'song'yu'ye 远送于野
'yuan'tian'mei'mei 原田每每
'yuan'you'zhi'jie'lai'chuo 猿狖之捷来擉
'yuan'you'zhi'jie'lai'zha 猿狖之捷来乍
'yuan'yu'ning 远于佞
'yuan'zai'shou'wei 原在首位
'yuan'zai'yao'yao 远哉遥遥
'yuan'zhai'bu'bo 远宅不薄
'yuan'zhan'xin'zhi'suo'huan 愿瞻心之所驩
'yuan'zhu 原注
'yuan'zi'he'chu 源自何处
'yuan'zi'kong'jia 爰字孔嘉
'yue'chang'cao 越尝操
'yue'fu'ge'shi 乐府歌诗
'yue'fu'shi 乐府诗
'yue'fu'shi'ji 乐府诗集
'yue'fu'suo'zai 乐府所载
'yue'gou'jian 越勾践
'yue'jiang'fa'wu 越将伐吴
'yue'jiao'zi'wen'yin 越椒子文引
'yue'jue'shu 越绝书
'yue'jue'shu'ji'lu'tiao'zuo 越绝书辑录条作
'yue'li'yu'bi'yu'pang'tuo 月丽于毕雨滂沱
'yue'li'yu'ji'feng'yang'sha 月丽于箕风扬沙
'yue'ling'zhu'nong'shu 月令注农书
'yue'ling'zhu'yin'li'yu 月令注引里语
'yue'ling'zuo'he'dan 月令作鹖鴠
'yue'lv'jian'qu'yan'zheng 乐律渐趋严正
'yue'mo'du'qian 越陌度阡
'yue'qian'du'mo 越阡度陌
'yue'qu'ming 乐曲名
'yue'qun'chen'zhu 越群臣祝
'yue'ren'ge 越人歌
'yue'shang'cao 越裳操
'yue'shi'chang'le'liang'ju 乐师唱了两句
'yue'shi'hu'zi'shi'zuo 乐师扈子侍坐
'yue'shu 乐书
'yue'wang'fu'ren'nai'ju'chuan'ku 越王夫人乃据船哭
'yue'wang'shou'wu'wang'ci 越王寿吴王辞
'yue'wang'yue'xi'wang'zui'chu 越王悦兮忘罪除
'yue'yan'xiang'ri'er'xi 越燕向日而熈
'yue'yan'xiang'ri'er'xi 越燕向日而熙
'yue'yao'ge 越谣歌
'yue'yu 越语
'yun'ji 云笈
'yun'ji'yun 云笈云
'yun'jiao'guo'zi'wu 云教国子舞
'yun'shi'gan'quan'kou 运石甘泉口
'yun'song'chou'lan'ye 云颂仇览也
'yun'xing'bei 云行北
'yun'xing'dong 云行东
'yun'xing'nan 云行南
'yun'xing'xi 云行西
'yun'yun 云云
'yun'zhen'qi'ji 允臻其极
'za'ge'yao'ci 杂歌谣辞
'za'qu'ge'ci 杂曲歌辞
'za'shi'pian 杂事篇
'za'wen'bu 杂文部
'za'yi'liu'zheng 杂以流征
'za'you'ta'wen 杂有他文
'zai'chen'yun 载谶云
'zai'di'yi'yi 在帝夷羿
'zai'gu'shu'yao 载古蜀谣
'zai'gu'yan'shou 在古谚收
'zai'ji'shu 在记述
'zai'ji'tong'yin 载籍通引
'zai'ji'tong'yin'shi'ba'zhang 载籍通引十八章
'zai'kong'zi'zi'ran'yan'yu 载孔子自然谚语
'zai'min 载民
'zai'ming'er'yu 再命而伛
'zai'qi'lv 在齐吕
'zai'qi'shi 载其事
'zai'qi'zhi'qian 在其之前
'zai'ren'zhe'huan 载人者缓
'zai'shun'xu'shang 在顺序上
'zai'su'qin'shang'qin'wang'shu 载苏秦上秦王书
'zai'wai'ye 在外野
'zai'xiao'xu'zhong'chu'xian 在小序中出现
'zai'yan'shan'zhi'yin 在岩山之唫
'zai'yu'kuang'ye 在于旷野
'zai'yu'yi'ren 在余一人
'zai'zhu'shi'zhong'biao'zhu 在注释中标注
'zan'bu'bu'ru 暂不补入
'zang'nan'xi 葬南溪
'zang'nan'xi 葬南谿
'zang'shi'shi'wu'suo 葬师食无所
'zang'zhi'hu'qiu 臧之狐裘
'zang'zhi'shi'jing 葬之石镜
'zao'che'zhe'bu'xing 造车者步行
'zao'che'zhe'duo'bu'xing 造车者多步行
'zao'ci'mo'mo 遭此默默
'zao'jing'er'yin 凿井而饮
'zao'mao'zao'mao 造矛造矛
'zao'tian'qian'nu 遭天谴怒
'zao'zhong'zi'you'huang'tu 灶中自有黄土
'ze'chen'mo'ruo'jun 择臣莫若君
'ze'cheng'yu'wu'ji'ye 则称誉无极也
'ze'chu'men'er'xi'xiang'xiao 则出门而西向笑
'ze'dui'tu'men'er'da'jiao 则对屠门而大嚼
'ze'jun'mo'ruo'chen 择君莫若臣
'ze'mao'you'shuai'luo'yi 则貌有衰落矣
'ze'men'zhi'xi 泽门之晳
'ze'men'zhi'xi'ou 泽门之晳讴
'ze'men'zhi'xi'ou 泽门之皙讴
'ze'yan'ze'yu 则燕则誉
'ze'yi'wang'zhi'lai 则以往知来
'ze'yi'wei'yu'cheng'shi'liu'nian 则以为与成十六年
'ze'zhi'ji'xiong 则知吉凶
'ze'zhi'ji'yu'xiong 则知吉与凶
'ze'zi'mo'ruo'fu 择子莫若父
'zei'ren'jiang'lai 贼人将来
'zeng'feng'yi'di 增封益地
'zeng'sun'hou'shi 曾孙侯氏
'zeng'sun'hou'shi'bai'fu 曾孙侯氏百福
'zeng'wo'yi'qiong'gui 赠我以琼瑰
'zeng'zhong'bu'zhui'jing 甑终不坠井
'zeng'zi 曾子
'zeng'zi'gui'geng 曾子归耕
'zeng'zi'yin'yan 曾子引谚
'zha'zhi'jian'zha 诈之见诈
'zhai'lu'chang'duan'bu'tong 摘录长短不同
'zhai'lu'chang'duan'bu'yi 摘录长短不一
'zhai'lu'chang'duan'bu'yi'zhi'li 摘录长短不一之例
'zhan'guo'ce 战国策
'zhan'guo'ce'ji'han'fei'zi 战国策及韩非子
'zhan'guo'ce'zhu'ben'jie 战国策诸本皆
'zhan'guo'ce'zhu'yun 战国策注云
'zhan'sheng'er'guo'wei'zhe 战胜而国危者
'zhan'tian 瞻天
'zhan'wang'jing'yue 瞻望荆越
'zhan'wang'tian'xia 瞻望天下
'zhan'yu'shi 饘于是
'zhan'zhan'li'li 战战栗栗
'zhang'chang 章畅
'zhang'chuan'ye 章传也
'zhang'chun'yi 张纯一
'zhang'fu'gun'yi 章甫衮衣
'zhang'fu'ru'guan'ye 章甫儒冠也
'zhang'heng 张衡
'zhang'heng'xi'jing'fu'zhu 张衡西京赋注
'zhang'ming 杖铭
'zhang'shui'ge 漳水歌
'zhang'wen'yu 张闻玉
'zhang'xia 章夏
'zhang'xian'shi'yue 张显誓曰
'zhang'yi'chuan 张仪传
'zhang'yi'lie'zhuan 张仪列传
'zhang'yi'shuo'wei'wang 张仪说魏王
'zhang'yu'zai'chen 彰于载谶
'zhang'yu'zai'yao'shi'ye 彰于载谣是也
'zhang'zhi'hu 张之弧
'zhao'bu'dao'ping'xing'de'li 找不到平行的例
'zhao'ce 赵策
'zhao'ce'er 赵策二
'zhao'gao'er'zi 昭告尔字
'zhao'gong'er'shi'qi'nian'chuan 昭公二十七年传
'zhao'gong'er'shi'si'nian 昭公二十四年
'zhao'gong'qi'nian 昭公七年
'zhao'gong'shi'er'nian 昭公十二年
'zhao'gong'shi'er'nian'chuan 昭公十二年传
'zhao'gong'yuan'nian'chuan 昭公元年传
'zhao'jie'yu 赵婕妤
'zhao'liang'yue 赵良曰
'zhao'lin'xia'tu 照临下土
'zhao'min'yao 赵民谣
'zhao'ri'shi'dan 朝日始旦
'zhao'ru'shan'ling 兆如山陵
'zhao'sha'li'mu'tong'yao 赵杀李牧童谣
'zhao'shi 招诗
'zhao'shi'jia 赵世家
'zhao'shi'jia'qian'liang'ju 赵世家前两句
'zhao'tong'yao 赵童谣
'zhao'wang'fan'ying 昭王反郢
'zhao'wei'bin'ke 招为宾客
'zhao'wei'hao 赵为号
'zhao'wen'zi'yin'gu'yan 赵文子引古谚
'zhao'wo'yi'gong 招我以弓
'zhao'wu'ling'wang'yin 赵武灵王引
'zhao'wu'qiu'shuang'zhi'shi 昭雾秋霜之诗
'zhao'xia 昭夏
'zhao'yun'xun'duo 兆云询多
'zhao'zai'chang'xi 兆在昌兮
'zhe'ji'ju 这几句
'zhe'ji'tiao 这几条
'zhe'jie'zai 这节在
'zhe'li'de 这里的
'zhe'ren'qi'wei'hu 哲人其萎乎
'zhe'shi'xiao'guo'dai'fu 这是萧国大夫
'zhe'tiao 这条
'zhe'yang 折杨
'zhe'yang'huang'fu'ze'ke'ran'er'xiao 折杨皇荂则嗑然而笑
'zhei'li'ji'ran'ming'que'shi'tiao 这里既然明确是条
'zhen'fu'guo'jia 镇抚国家
'zhen'gao 真诰
'zhen'guan'yao'wang 震关遥望
'zhen'guan'zheng'yao 贞观政要
'zhen'jiang'fu'xue'ke 镇江府学刻
'zhen'jie 箴戒
'zhen'kuai'qin'chu 枕块寝处
'zhen'lei'jing 震雷惊
'zhen'niao'ling 振鸟陵
'zhen'nv'yin 贞女引
'zhen'wei'bu'ting 贞为不听
'zhen'zhi'li 震之离
'zhen'zhi'wu'bao'ye 贞之无报也
'zheng'bai'dao'huai 政败道坏
'zheng'bai'qu 郑白渠
'zheng'bai'qu'ge 郑白渠歌
'zheng'bu'jie'yu 政不节与
'zheng'bu'shi'juan 正部十卷
'zheng'bu'xie 正不邪
'zheng'bu'yin'yan 正部引谚
'zheng'chang'shuo'hua 正常说话
'zheng'cong'chu'qi 政从楚起
'zheng'dai'fu'kong'shu 郑大夫孔叔
'zheng'de 正德
'zheng'gai'ju'ci'wen 郑盖据此文
'zheng'guo'dai'fu 郑国大夫
'zheng'guo'zai'qian 郑国在前
'zheng'li'pian 政理篇
'zheng'lun'pian 正论篇
'zheng'min'bu'you'xi'shui'zhe'zhi 烝民不忧兮谁者知
'zheng'ming 正名
'zheng'ming'liang'chen 蒸命良辰
'zheng'qi'bi'chu'hou'han 证其必出后汉
'zheng'qian'yu'ru 征褰与襦
'zheng'ren 郑人
'zheng'ren'shi'bei 正人十倍
'zheng'ru'bing'shuang 政如冰霜
'zheng'ruo'mu 政若沐
'zheng'shi 正失
'zheng'shi'pian 正失篇
'zheng'si'nong'zhu'yun 郑司农注云
'zheng'wen'ji'ben'xiang'si 正文基本相似
'zheng'wen'ming'que'you 正文明确有
'zheng'yan 郑彦
'zheng'yi 正义
'zheng'yi'dui'ci'jin'xing'pi'bo 正义对此进行批驳
'zheng'yi'hen'da 争议很大
'zheng'yi'jun'yi'wei'shi 正义均以为是
'zheng'yi'wu'wang'zhi'shang'jiao 正义武王至商郊
'zheng'yi'yin 正义引
'zheng'yu'zhe'ru 争鱼者濡
'zheng'yue 正月
'zheng'yue'bing'wu 正月丙午
'zheng'zhao'jiao'zhao 征招角招
'zheng'zi'chan'yin'gu'yan 郑子产引古言
'zhi'bang'mo'ruo'zi'xiu 止谤莫若自修
'zhi'bi'li'shan'xi'cui'wei 陟彼历山兮崔嵬
'zhi'bi'wei'qin'cao 知必为琴操
'zhi'bian'wen 之变文
'zhi'bu'jian'gong 智不简功
'zhi'bu'ke'yi'da'yu'bi 指不可以大于臂
'zhi'bu'qing'yuan 智不轻怨
'zhi'can'ji'she 质参既设
'zhi'cao 之操
'zhi'chao'fei'cao 雉朝飞操
'zhi'chao'fei'xi'ming'xiang'he 雉朝飞兮鸣相和
'zhi'chen'mo'ruo'jun 知臣莫若君
'zhi'ci 之辞
'zhi'dang'shi'shan'yue 指当时山越
'zhi'di'yi'ju'shi'yi'shi 只第一句是逸诗
'zhi'duan'er'bu'jue'zhe 至断而不厥者
'zhi'e 之讹
'zhi'er 之二
'zhi'fang'dian 职方典
'zhi'fu'bu'fa 执斧不伐
'zhi'fu'dong'guan'ming 之罘东观铭
'zhi'fu'shan'ke'shi'ming 之罘山刻石铭
'zhi'ge 之歌
'zhi'ge'ci'zhi'zuo 知歌辞之作
'zhi'gu'guo'kun 炙毂过髠
'zhi'gu'li'bie 支骨离别
'zhi'hou 之后
'zhi'ji'chong'lu 枳棘充路
'zhi'jian'de'yi'duan'dui'hua 之间的一段对话
'zhi'jie'bu'yi'xi 执节不移兮
'zhi'jie'hua'yong'yu'zheng'wen'zhong 直接化用于正文中
'zhi'jie'ru'yu 志洁如玉
'zhi'jing'ji'zai 执旌既载
'zhi'jing'zuo'luo 职竞作罗
'zhi'jiu'ji'qing 旨酒既清
'zhi'jiu'ji'xu 旨酒既湑
'zhi'jiu'jia'gu 旨酒嘉谷
'zhi'jiu'ling'fang 旨酒令芳
'zhi'jiu'yi'sheng'xi 旨酒一盛兮
'zhi'le'ye 之乐也
'zhi'lei 之类
'zhi'lin 志林
'zhi'luan'yi'zhi 治乱以智
'zhi'luan'yi'zhi 治乱以知
'zhi'ma'po'che 踬马破车
'zhi'niao'ji 鸷鸟击
'zhi'qi'biao'biao 志气麃麃
'zhi'qi'cong'gu 侄其从姑
'zhi'qu 之曲
'zhi'rou'wei'mei 知肉味美
'zhi'ru'yu'tang 智如禹汤
'zhi'shi 支诗
'zhi'shu'diao 指竖刁
'zhi'si 致思
'zhi'si'bu'jiang 至死不僵
'zhi'suo'zuo'ye 之所作也
'zhi'tiao 之调
'zhi'wei'xian'qin'zhi'zuo 知为先秦之作
'zhi'wei'yun 止为韵
'zhi'wu 指武
'zhi'xing'xiu 知星宿
'zhi'yan'ke'jun'ji'ben 指严可均辑本
'zhi'yan'shi'wu 直言是务
'zhi'yan'zhi'xuan 知言之选
'zhi'yi 之义
'zhi'you'mou'ji 职有谋计
'zhi'you'yi'ge'ke'neng 只有一个可能
'zhi'you'zai'ce 祉佑在侧
'zhi'yu 之语
'zhi'yu'bei'ji 至于北极
'zhi'yu'he'chu'wei'zhi 至于何处为止
'zhi'yu'ling'ban 止于陵阪
'zhi'yu'qu 指禹娶
'zhi'yu'shi'shi'xian'sheng'jiang'shi 至于食时先生将食
'zhi'yu'wei'zhao'dao 之语未找到
'zhi'yuan'bu'de 志愿不得
'zhi'yuan'de'xi 志愿得兮
'zhi'ze'chu'li 智则樗里
'zhi'zhe'jian'yu'wei'meng 智者见于未萌
'zhi'zhi'wu'yuan 陟之无缘
'zhi'zhi'zai'xia 知之在下
'zhi'zi'mo'ruo'fu 知子莫若父
'zhi'zi'yu'gui 之子于归
'zhi'zi'yu'qi'yuan 稚子浴其渊
'zhi'zi'yue 之字曰
'zhong'bu'bi'xi 终不弊兮
'zhong'bu'jian'chu'suo 终不见处所
'zhong'bu'rong'li 中不容利
'zhong'bu'tong'hang 终不同行
'zhong'chen'yan'kou 忠臣掩口
'zhong'chu'xian'si'ci 中出现四次
'zhong'duo'ci'chu'xian 中多次出现
'zhong'feng'qi'jiu 终逢其咎
'zhong'fu'bei'ai 众夫悲哀
'zhong'gu'xi'lu'xi'sheng'dao'liang 终古舄卤兮生稻粱
'zhong'gui'bu'mi 中规不密
'zhong'guo'li'dai'tong'yao'ji'zhu 中国历代童谣辑注
'zhong'hou'ji'qi'yao 中侯稷起谣
'zhong'huo'ji'zhi 中获既置
'zhong'jian'xing'xi 忠谏行兮
'zhong'jue'mu 中厥目
'zhong'kou'shuo'jin 众口铄金
'zhong'kou'xiao'jin 众口销金
'zhong'lian'yue 仲连曰
'zhong'liu'shi'chuan 中流失船
'zhong'lun 中论
'zhong'ni'yan'ju 仲尼燕居
'zhong'qie'jin'xi'ji'si'duo 众妾进兮继嗣多
'zhong'qie'kua'xi'ji'si'duo 众妾夸兮继嗣多
'zhong'ren'zhong'li 众人重利
'zhong'ri'yan'yin 终日燕饮
'zhong'shan'wang'chuan 中山王传
'zhong'shen'bu'dai 终身不殆
'zhong'shen'bu'shi 终身不失
'zhong'shen'rang'che 终身让车
'zhong'shen'zhi'xiu 终身之羞
'zhong'shi 钟师
'zhong'wei'chen'mian 终为沉湎
'zhong'xin'ao'xiang 中心翱翔
'zhong'xin'cheng'cheng 众心成城
'zhong'xin'luan'xi'wu'duo'yan 中心乱兮勿多言
'zhong'xin'xiang'xiang 中心翔翔
'zhong'xin'yan'xi 忠信言兮
'zhong'ye'qi 中夜起
'zhong'you'ji'duan'dui 中有几段对
'zhong'you'li'yu'chang'chi'ban 中有鲤鱼长尺半
'zhou'bian'shan'ye 周遍山野
'zhou'bian'tian'xia 周徧天下
'zhou'cheng'wang'yi'feng'ge 周成王仪凤歌
'zhou'dao'shuai'wei 周道衰微
'zhou'dao'ting'ting 周道挺挺
'zhou'guan'yue'shi 周官乐师
'zhou'ji'bai'xi 舟楫败兮
'zhou'ji'dian'dao'geng'xiang'jia 舟楫颠倒更相加
'zhou'ji'shi'xi'xian'bu'hai 舟楫逝兮仙不还
'zhou'ji'tian'ci 周祭天辞
'zhou'jia'liang'ming 周嘉量铭
'zhou'jin'ban'ming 周金版铭
'zhou'li 周礼
'zhou'li'xing 周礼行
'zhou'li'zhu 周礼注
'zhou'li'zhu'shu 周礼注疏
'zhou'li'zhu'yin'yi'shi 周礼注引逸诗
'zhou'ling'wang 周灵王
'zhou'liu'tian'xia 周流天下
'zhou'mo'shi'tong'yao 周末时童谣
'zhou'qin'min'ge 周秦民歌
'zhou'shi'ruo'tu 周师若荼
'zhou'shu 周书
'zhou'shu'yue 周书曰
'zhou'song 周颂
'zhou'wei'wu'dao'sha'bi'gan 纣为无道杀比干
'zhou'wu'wang'fa'zhou'zhi'le 周武王伐纣之乐
'zhou'wu'wang'fa'zhou'zhi'le'ye 周武王伐纣之乐也
'zhou'xuan'wang'shi'tong'yao 周宣王时童谣
'zhou'yi 周易
'zhou'yong'lao'ye 周用老也
'zhou'yu'shi 粥于是
'zhou'yu'ye 周语也
'zhou'zhang'pi'yong 舟张辟雍
'zhou'zhi'qiao'ge 舟之侨歌
'zhu'chen'yuan'jie'qing 珠尘圆洁轻
'zhu'dou'de'shang 助斗得伤
'zhu'gan 朱干
'zhu'gong'jiu'shi 渚宫旧事
'zhu'hou'bu'che'xuan 诸侯不彻悬
'zhu'hou'bu'ju'jie'kong'huang 诸侯怖惧皆恐惶
'zhu'hua 朱华
'zhu'ji'de'shi 助祭得食
'zhu'jiang'jia'xi'qie'xin'jing 诛将加兮妾心惊
'zhu'ke 主客
'zhu'li 侏离
'zhu'lu'wu'dao 诛戮无道
'zhu'ming'zhe'qi'chen'hui 主明者其臣慧
'zhu'mu'wei'qi'qi'yue 祝牧谓其妻曰
'zhu'mu'yu'qi'xie'yin 祝牧与妻偕隐
'zhu'rong'si'fang'fa'qi'ying 祝融司方发其英
'zhu'ru'ge 朱儒歌
'zhu'ru'jian'yi'jie 侏儒见一节
'zhu'ru'shi'shi 朱儒是使
'zhu'ru'song 朱儒诵
'zhu'ru'song'zhi'yue 朱儒诵之曰
'zhu'ru'zhu'ru 朱儒朱儒
'zhu'shou'zhe'qu 逐兽者趋
'zhu'suo'yi'gui'ren'suo'tong'gui 注所以贵人所同贵
'zhu'tiao'jun'ke'shi'wei'gu'yan 诸条均可视为古谚
'zhu'wei'xiao'wan'zhi'shou'zhang 注谓小菀之首章
'zhu'wen'gong'xiao 朱文公校
'zhu'yin 注引
'zhu'yong'ci'yue 祝雍辞曰
'zhu'yue 祝曰
