'a'ba'du'lu'zhe'na 阿跋度路柘那
'yuan'rong'zhi'de'jia'hao 圆融至德嘉号
'yuan'ru'shi 缘如是
'yuan'shen 愿身
'yuan'sheng 缘生
'yuan'sheng'chu'sheng'fen'fa'ben'jing 缘生初胜分法本经
'yuan'sheng'ji 愿生偈
'yuan'sheng'ji 缘生偈
'yuan'sheng'lun 缘生论
'yuan'sheng'shu 圆生树
'yuan'sheng'shu'jing 园生树经
'yuan'shi 圆实
'yuan'shi 愿食
'yuan'shi 缘事
'yuan'shi 远师
'yuan'shi'duo 圆实堕
'yuan'shi'er'jiao 远师二教
'yuan'shi'pu'ti'xin 缘事菩提心
'yuan'ta 圆塔
'yuan'tan 圆坛
'yuan'tan 圆谈
'yuan'tong 圆通
'yuan'tong'chan'fa 圆通忏法
'yuan'tong'chan'mo'fa 圆通忏摩法
'yuan'tong'da'shi 圆通大士
'yuan'tong'san'mei 圆通三昧
'yuan'tou 园头
'yuan'tu 愿土
'yuan'tuo'tuo'di 圆陀陀地
'yuan'wei 圆位
'yuan'wen 愿文
'yuan'wu 圆悟
'yuan'wu 缘务
'yuan'wu'fo'guo'chan'shi'yu'lu 圆悟佛果禅师语录
'yuan'wu'huo'men 圆悟祸门
'yuan'xi'yin 冤习因
'yuan'xian 元贤
'yuan'xiang 圆相
'yuan'xiang 缘想
'yuan'xiang 缘相
'yuan'xiao 元晓
'yuan'xin 元心
'yuan'xin 圆信
'yuan'xin 圆心
'yuan'xin 愿心
'yuan'xin 缘心
'yuan'xing 圆行
'yuan'xing 愿行
'yuan'xing'di 远行地
'yuan'xing'ju'zu 愿行具足
'yuan'xing'zi'xing 缘性自性
'yuan'xiu 圆修
'yuan'xiu 缘修
'yuan'xun'xi'jing 缘熏习镜
'yuan'yin 元因
'yuan'yin 圆音
'yuan'yin 缘因
'yuan'yin'fo'xing 缘因佛性
'yuan'ying 缘影
'yuan'yuan 圆元
'yuan'yuan 缘缘
'yuan'zei 怨贼
'yuan'zeng'hui'ku 怨憎会苦
'yuan'zhan'miao'dao 远沾妙道
'yuan'zhao 元照
'yuan'zhao 圆照
'yuan'zhe 缘者
'yuan'zhen 圆珍
'yuan'zheng 缘正
'yuan'zhi 愿智
'yuan'zhong 缘中
'yuan'zhu 圆珠
'yuan'zhu 愿主
'yuan'zhu 院主
'yuan'zi'zai 愿自在
'yuan'zong 圆宗
'yuan'zu 元祖
'yuan'zuo'du'sheng 愿作度生
'yuan'zuo'fo'xin 愿作佛心
'yuan'zuo'xin'shi 愿作心师
'yue'ai'san'mei 月爱三昧
'yue'cang 阅藏
'yue'cang'jing 月藏经
'yue'cang'zhi'jin 阅藏知津
'yue'cha 阅叉
'yue'dan 月单
'yue'deng'san'mei 月灯三昧
'yue'deng'san'mei'jing 月灯三昧经
'yue'fa 约法
'yue'fa'zui 越法罪
'yue'gai 月盖
'yue'gong 月宫
'yue'guang 月光
'yue'guang'mo'ni 月光摩尼
'yue'guang'pu'sa 月光菩萨
'yue'guang'pu'sa'jing 月光菩萨经
'yue'guang'tai'zi 月光太子
'yue'guang'tong'zi 月光童子
'yue'guang'tong'zi'jing 月光童子经
'yue'guang'wang 月光王
'yue'ji 月忌
'yue'ji 约机
'yue'jiao'shi 约教释
'yue'jiao'yue'bu 约教约部
'yue'jing 月精
'yue'jing'shi'er'zhong 阅经十二种
'yue'lin'si 岳林寺
'yue'lun 月轮
'yue'lun'guan 月轮观
'yue'lun'san'mei 月轮三昧
'yue'mei 月眉
'yue'mian'fo 月面佛
'yue'ming'pu'sa 月明菩萨
'yue'ming'pu'sa'jing 月明菩萨经
'yue'nan'jing 越难经
'yue'nian 月辇
'yue'pi'ni 越毘尼
'yue'pi'ni'zui 越毘尼罪
'yue'po'shou'na 月婆首那
'yue'san'mei'ye 越三昧耶
'yue'san'mo'ye'zui 越三摩耶罪
'yue'shang'nv 月上女
'yue'shang'nv'jing 月上女经
'yue'she 越阇
'yue'shu 月鼠
'yue'tan 月坛
'yue'tian 月天
'yue'tian'fei 月天妃
'yue'tian'zi 月天子
'yue'tou'tan 阅头檀
'yue'tu 月兔
'yue'xi'san'mei 越喜三昧
'yue'xing'liu'zi 约行六字
'yue'yan'zun 月黡尊
'yue'yao 月曜
'yue'yin 乐音
'yue'yin'gan'ta'po 乐音干闼婆
'yue'yin'shu 乐音树
'yue'yu'jing 月喻经
'yue'zhi 月支
'yue'zhi'guo 月氏国
'yue'zhong 悦众
'yue'zhong 月种
'yue'zui 越罪
'yun'an 运庵
'yun'ban 云版
'yun'bu'she'wu'wei 蕴不摄无为
'yun'chu'jie 蕴处界
'yun'gu 云鼓
'yun'hai 云海
'yun'he'bei 云何呗
'yun'heng'shan 云横山
'yun'hua 云华
'yun'ji 云集
'yun'ji'zhong 云集众
'yun'jie 蕴界
'yun'jin'gang 云金刚
'yun'ju 云居
'yun'ju'luo'han 云居罗汉
'yun'ju'shan 云居山
'yun'kan 允堪
'yun'luo 蕴落
'yun'men 云门
'yun'men'bo'tong 云门钵桶
'yun'men'chan'shi'yu'lu 云门禅师语录
'yun'men'chen'chen'san'mei 云门尘尘三昧
'yun'men'dao'yi'shuo 云门倒一说
'yun'men'dui'yi'shuo 云门对一说
'yun'men'guang'ming'zi'zai 云门光明自在
'yun'men'hu'bing 云门餬饼
'yun'men'jin'mao'shi'zi 云门金毛狮子
'yun'men'ju'ling 云门举令
'yun'men'kuang'zhen'chan'shi'yu'lu 云门匡真禅师语录
'yun'men'liu'bu'shou 云门六不收
'yun'men'lu'zhu 云门露柱
'yun'men'lu'zi 云门露字
'yun'men'qi'tiao 云门七条
'yun'men'san'gao 云门三高
'yun'men'san'ju 云门三句
'yun'men'shan 云门山
'yun'men'sheng'se 云门声色
'yun'men'shi'jue 云门屎橛
'yun'men'shi'tong 云门失通
'yun'men'shi'wu'ri 云门十五日
'yun'men'ti'lu'jin'feng 云门体露金风
'yun'men'xu'mi 云门须弥
'yun'men'yao'bing'xiang'zhi 云门药病相治
'yun'men'yi'bao 云门一宝
'yun'men'yi'qu 云门一曲
'yun'men'zhu'zhang'zi 云门拄杖子
'yun'men'zong 云门宗
'yun'mo 蕴魔
'yun'na 云衲
'yun'qi 云栖
'yun'ruo 允若
'yun'shan'qiao 蕴善巧
'yun'shi 蕴识
'yun'shui 云水
'yun'tang 云堂
'yun'xin 云心
'yun'xin 运心
'yun'xin'gong'yang 运心供养
'yun'xin'sui'fang 运心随方
'yun'xiong'shui'di 云兄水弟
'yun'yan 云岩
'yun'yan'da'bei 云岩大悲
'yun'yan'sao'di 云岩扫地
'yun'yan'wen'dao'wu'shou'yan 云岩问道吾手眼
'yun'yun 云云
'yun'zhong'shui'zhong 云众水众
'yun'zong 云宗
'za'a'han'jing 杂阿含经
'za'a'pi'tan'jing 杂阿毘昙经
'za'a'pi'tan'pi'po'sha 杂阿毘昙毘婆沙
'za'a'pi'tan'xin'lun 杂阿毘昙心论
'za'bao'sheng'ming'lun 杂宝声明论
'za'bao'zang'jing 杂宝藏经
'za'cang 杂藏
'za'cang'jing 杂藏经
'za'du 杂毒
'za'du'shan 杂毒善
'za'guan'xiang 杂观想
'za'han 杂含
'za'hua 杂华
'za'hua'jing 杂华经
'za'hua'yun 杂华云
'za'ji'lun 杂集论
'za'jian'du 杂犍度
'za'lin'yuan 杂林苑
'za'pi'yu'jing 杂譬喻经
'za'ran 杂染
'za'shan 杂善
'za'sheng'shi'jie 杂生世界
'za'sui'yi 杂碎衣
'za'wu'ji'jing 杂无极经
'za'xiang'guan 杂想观
'za'xin'lun 杂心论
'za'xing 杂行
'za'xiu 杂修
'za'xiu'jing'lv 杂修静虑
'za'ye 杂业
'za'yuan 杂缘
'za'zhu'jie 杂住界
'zai'chan 在缠
'zai'huan 灾患
'zai'jia 在家
'zai'jia'chu'jia 在家出家
'zai'jia'er'jie 在家二戒
'zai'jia'jie 在家戒
'zai'jia'pu'sa 在家菩萨
'zai'jia'sha'mi 在家沙弥
'zai'li'jiao 在理教
'zai'qing 再请
'zai'qing'chan 再请禅
'zai'shi 在世
'zai'su 在俗
'zai'wang 再往
'zai'xin'zai'yuan'zai'jue'ding 在心在缘在决定
'zai'zai'chu'chu 在在处处
'zan'bei 赞呗
'zan'chu'hai'mei'ren 暂出还没人
'zan'e'mi'tuo'fo'ji 赞阿弥陀佛偈
'zan'fo 赞佛
'zan'fo'chao'jiu'jie 赞佛超九劫
'zan'fo'cheng 赞佛乘
'zan'fo'ji 赞佛偈
'zan'fo'zhuan'fa'lun 赞佛转法轮
'zan'li 赞礼
'zan'na'nang 赞那曩
'zan'ning 赞宁
'zan'tan 赞叹
'zan'tan'gong'yang'za'xing 赞叹供养杂行
'zan'tan'gong'yang'zheng'hang 赞叹供养正行
'zan'tan'men 赞叹门
'zan'ti 赞题
'zan'tou 赞头
'zan'xia 暂暇
'zan'zhong 赞众
'zang'fa 葬法
'zang'li 葬礼
'zang'lian 葬殓
'zang'shi 葬式
'zang'song 葬送
'zang'tou'he 葬头河
'zang'tou'he'po 葬头河婆
'zao'bai'da'shi 枣柏大士
'zao'can 早参
'zao'chan'fa 早忏法
'zao'di'li 早帝梨
'zao'fan'gong'de 造旛功德
'zao'hua 造花
'zao'jing 灶经
'zao'kang 糟糠
'zao'li'su'li 早离速离
'zao'li'xing'xiang'fu'bao'jing 造立形像福报经
'zao'li'xing'xiang'jing 造立形像经
'zao'ping'tian'zi 澡瓶天子
'zao'shen 灶神
'zao'shu'tian 造书天
'zao'si'jian'gu 造寺坚固
'zao'ta 造塔
'zao'ta'gong'de'jing 造塔功德经
'zao'ta'yan'ming'gong'de'jing 造塔延命功德经
'zao'xiang 造像
'zao'xiang'gong'de'jing 造像功德经
'zao'zuo'mo 造作魔
'ze'de 择地
'ze'fa'jue'zhi 择法觉支
'ze'fa'yan 择法眼
'ze'ju 则剧
'ze'li 择力
'ze'mie 择灭
'ze'mie'wu'wei 择灭无为
'ze'ru'yan 择乳眼
'ze'shi 择时
'zei'fu'bi'qiu 贼缚比丘
'zei'zhu 贼住
'zen'sheng 怎生
'zeng'ai 憎爱
'zeng'bei 增悲
'zeng'bie'jing 赠别经
'zeng'bie'ye 赠别夜
'zeng'dao'sun'sheng 增道损生
'zeng'gai 缯盖
'zeng'hui'jing 增慧经
'zeng'hui'tuo'luo'ni'jing 增慧陀罗尼经
'zeng'jia'ju 增加句
'zeng'jie 增劫
'zeng'jie'xue 增戒学
'zeng'jin'fo'dao'le 增进佛道乐
'zeng'shang 增上
'zeng'shang'guo 增上果
'zeng'shang'hui'shu'sheng'shu'sheng'yu 增上慧殊胜殊胜语
'zeng'shang'hui'xue 增上慧学
'zeng'shang'jie'shu'sheng'shu'sheng'yu 增上戒殊胜殊胜语
'zeng'shang'jie'xue 增上戒学
'zeng'shang'man 增上慢
'zeng'shang'man'sheng'wen 增上慢声闻
'zeng'shang'xin 增上心
'zeng'shang'xin'shu'sheng'shu'sheng'yu 增上心殊胜殊胜语
'zeng'shang'xin'xue 增上心学
'zeng'shang'yuan 增上缘
'zeng'wu'zhong 赠五重
'zeng'xi 增息
'zeng'yi 增益
'zeng'yi'a'han'jing 增一阿含经
'zeng'yi'bian 增益边
'zeng'yi'fa 增益法
'zeng'zhang 增长
'zeng'zhang'guang'mu 增长广目
'zeng'zhang'tian 增长天
'zha'an 樝庵
'zha'men'na 栅门那
'zha'po 咤婆
'zha'wang 咤王
'zha'xi'yin 诈习因
'zha'xian'yi'xiang 诈现异相
'zhai'ba 斋罢
'zhai'ban 斋板
'zhai'chang 斋场
'zhai'chen 斋嚫
'zhai'chi 斋持
'zhai'deng 斋灯
'zhai'fa 斋法
'zhai'fei'shi 斋非时
'zhai'gu 斋鼓
'zhai'hui 斋会
'zhai'jie 斋戒
'zhai'jing 斋经
'zhai'men 宅门
'zhai'qi 斋七
'zhai'qi'fan'zi 斋七幡子
'zhai'ri 斋日
'zhai'seng 斋僧
'zhai'shi 宅识
'zhai'shi 斋时
'zhai'shi 斋食
'zhai'tang 斋堂
'zhai'tui 斋退
'zhai'xi 斋席
'zhai'yan 斋筵
'zhai'yue 斋月
'zhai'zhong 斋钟
'zhai'zhou 斋粥
'zhai'zhu 斋主
'zhan'bing 瞻病
'zhan'bing'wu'de 瞻病五德
'zhan'bo 瞻博
'zhan'bo 瞻波
'zhan'bo'guo 瞻波国
'zhan'bo'jia 瞻博迦
'zhan'bo'jian'du 瞻波犍度
'zhan'bo'jing 瞻波经
'zhan'cha 占察
'zhan'cha'jing 占察经
'zhan'da'luo 战达罗
'zhan'da'luo'bo'la'po 战达罗钵喇婆
'zhan'da'luo'fa'mo 旃达罗伐摩
'zhan'dan 展单
'zhan'dan 旃丹
'zhan'feng 瞻风
'zhan'fu 瞻匐
'zhan'fu'jia 瞻匐迦
'zhan'na'luo 战捺罗
'zhan'na'luo'ye 战捺罗野
'zhan'po'bi'qiu'jing 瞻婆比丘经
'zhan'po'cheng 瞻婆城
'zhan'po'da'jia 瞻婆怛伽
'zhan'ran 湛然
'zhan'shu'jia 旃叔迦
'zhan'tan 旃檀
'zhan'tan'er 旃檀耳
'zhan'tan'ji'ni'zha 旃檀罽昵咤
'zhan'tan'na 旃檀那
'zhan'tan'rui'xiang 旃檀瑞像
'zhan'tan'xiang'pi'zhi'fo 旃檀香辟支佛
'zhan'tan'xiang'shen'tuo'luo'ni'jing 旃檀香身陀罗尼经
'zhan'tan'xin'jin 旃檀薪尽
'zhan'tan'yan 旃檀烟
'zhan'ti'luo 旃提罗
'zhan'tu'luo 旃荼罗
'zhan'tuo'a'shu'ke 旃陀阿输柯
'zhan'tuo'li 旃陀利
'zhan'tuo'luo 旃陀罗
'zhan'tuo'luo'ti'po 旃陀罗提婆
'zhan'tuo'po'luo'bing 旃陀婆罗鞞
'zhan'tuo'qi'li'ke 旃陀耆利柯
'zhan'tuo'yue 旃陀越
'zhan'tuo'yue'guo'wang'jing 旃陀越国王经
'zhan'yan 旃延
'zhan'yang 瞻仰
'zhan'yu'jia 旃育迦
'zhan'zhe 旃遮
'zhan'zhe'po'luo'men'nv 旃遮婆罗门女
'zhan'zhuan 展转
'zhang'ai'shan 障碍山
'zhang'ai'you'dui 障碍有对
'zhang'an 章安
'zhang'fu 丈夫
'zhang'fu'bai 丈夫拜
'zhang'fu'guo 丈夫国
'zhang'fu'yi 章服义
'zhang'fu'zhi'gan 丈夫志干
'zhang'guang 掌光
'zhang'guo 掌果
'zhang'jin'jie'tuo 障尽解脱
'zhang'lao 长老
'zhang'lin 杖林
'zhang'liu 丈六
'zhang'liu'jin'shen 丈六金身
'zhang'shi 掌石
'zhang'shu 章疏
'zhang'zhe 长者
'zhang'zhe'bu'jin 长者布金
'zhang'zhe'fa'zhi'qi'jing 长者法志妻经
'zhang'zhe'nv 长者女
'zhang'zhe'shi'bao'jing 长者施报经
'zhang'zhe'yin'yue'jing 长者音悦经
'zhang'zhe'zi 长者子
'zhang'zhe'zi'ao'nao'san'chu'jing 长者子懊恼三处经
'zhang'zhe'zi'liu'guo'chu'jia'jing 长者子六过出家经
'zhang'zhe'zi'zhi'jing 长者子制经
'zhang'zhen'lun 掌珍论
'zhang'zhong'an'mo'le'guo 掌中庵摩勒果
'zhang'zhong'an'mo'luo'guo 掌中庵摩罗果
'zhang'zhong'lun 掌中论
'zhao'du 爪犊
'zhao'fa 着法
'zhao'fa'lun 照法轮
'zhao'fa'shi 肇法师
'zhao'fu 照拂
'zhao'hun'fa 招魂法
'zhao'ji 照寂
'zhao'jing 照镜
'zhao'jing 爪净
'zhao'jing 爪镜
'zhao'lan 照览
'zhao'lu 朝露
'zhao'lun 肇论
'zhao'pai 照牌
'zhao'qing 召请
'zhao'qing'fang'bian'zhen'yan 召请方便真言
'zhao'qing'tong'zi 召请童子
'zhao'qing'tong'zi'yin'ming 召请童子印明
'zhao'shang 爪上
'zhao'shang'tu 爪上土
'zhao'ta 爪塔
'zhao'tang 照堂
'zhao'ti 招提
'zhao'tu 爪土
'zhao'xuan 昭玄
'zhao'zai'yong'jie 兆载永劫
'zhao'zhang 爪章
'zhao'zhou 赵州
'zhao'zhou'bai'shu'zi 赵州柏树子
'zhao'zhou'da'luo'bo 赵州大萝卜
'zhao'zhou'gou'zi 赵州狗子
'zhao'zhou'jiu'huo 赵州救火
'zhao'zhou'kan'po 赵州勘婆
'zhao'zhou'san'zhuan'yu 赵州三转语
'zhao'zhou'si'men 赵州四门
'zhao'zhou'wen'si 赵州问死
'zhao'zhou'wu'zi 赵州无字
'zhao'zhou'xi'bo 赵州洗钵
'zhe'duan 遮断
'zhe'e 遮恶
'zhe'fu'she'shou 折伏摄受
'zhe'ge 这个
'zhe'gu'ban 鹧鸪斑
'zhe'gui'bu 着鬼簿
'zhe'jia'he 遮迦和
'zhe'jia'yue'luo 遮迦越罗
'zhe'jian'du 遮犍度
'zhe'jiao'dang 折脚铛
'zhe'jie 遮戒
'zhe'kai'ru'zhen 着铠入阵
'zhe'le 着乐
'zhe'li 者里
'zhe'li'da'luo 折利怛罗
'zhe'li'ye 遮梨夜
'zhe'lu 折芦
'zhe'lu'wu'bo'zhe'lu 遮卢邬波遮卢
'zhe'mo 遮魔
'zhe'mo'luo 遮末逻
'zhe'mo'na 遮摩那
'zhe'na 遮那
'zhe'na'guo'de 遮那果德
'zhe'na'guo'man 遮那果满
'zhe'na'jiao'zhu 遮那教主
'zhe'na'yuan'dun 遮那圆顿
'zhe'na'zhou 遮那咒
'zhe'nan 遮难
'zhe'nu'luo 遮努罗
'zhe'qian 遮遣
'zhe'qing 遮情
'zhe'qing'men 遮情门
'zhe'quan 遮诠
'zhe'quan'biao'lun'yi 遮诠表论异
'zhe'quan'men 遮诠门
'zhe'shi 折石
'zhe'wen'tu 遮文荼
'zhe'wo 着我
'zhe'xin 着心
'zhe'xing 遮性
'zhe'yi'chi'fan 着衣吃饭
'zhe'yu 着语
'zhe'yu'ru'lai'yi 着于如来衣
'zhe'yue'na 遮阅那
'zhe'zha'jia 遮咤迦
'zhe'zhao 遮照
'zhe'zhi 遮制
'zhe'zui 遮罪
'zhei'li 这里
'zhen'bao 珍宝
'zhen'bo'jia'lun'zhen'tuo'mo'na'jia'lou 振波迦论真陀摩那迦楼
'zhen'chang 真常
'zhen'cheng 真乘
'zhen'da'luo'da'jiang 真达罗大将
'zhen'dan 真丹
'zhen'dan 震旦
'zhen'dan'san'sheng 震旦三圣
'zhen'dao 真道
'zhen'de'bu'kong'zong 真德不空宗
'zhen'deng'liu 真等流
'zhen'di 真谛
'zhen'di'men 真谛门
'zhen'di'san'zang 真谛三藏
'zhen'dong 震动
'zhen'du 真读
'zhen'duo'mo'ni 震多末尼
'zhen'duo'mo'ni'hao'xiang'yin 真多摩尼毫相印
'zhen'fa 真法
'zhen'fa'gong'yang 真法供养
'zhen'fa'jie 真法界
'zhen'fa'ming'xing 真发明性
'zhen'feng 针锋
'zhen'fo 真佛
'zhen'fo'song 真佛颂
'zhen'fo'zi 真佛子
'zhen'fu'tian'shi'fa'xing 真福田十法行
'zhen'guo'dao'chang 镇国道场
'zhen'hong'jue'pan 真弘决判
'zhen'hu'guo'jia'dao'chang 镇护国家道场
'zhen'hua'er'shen 真化二身
'zhen'ji 真寂
'zhen'ji 真际
'zhen'ji'bu 砧基簿
'zhen'jia'ba'yuan 真假八愿
'zhen'jia'luo 甄迦罗
'zhen'jia'luo'nv 甄迦罗女
'zhen'jian'dao 真见道
'zhen'jiang'ye'cha'fa 镇将夜叉法
'zhen'jiao 真教
'zhen'jie 针芥
'zhen'jie'tuo 真解脱
'zhen'jin'se'xiang 真金色相
'zhen'jin'shan 真金山
'zhen'jin'xiang 真金像
'zhen'jing 真净
'zhen'jing 真境
'zhen'jing'da'fa 真净大法
'zhen'jue 真觉
'zhen'jue'si 真觉寺
'zhen'kong 真空
'zhen'kong 针孔
'zhen'kong'guan 真空观
'zhen'kong'miao'you 真空妙有
'zhen'kou'gui 针口鬼
'zhen'li 真理
'zhen'ling 振铃
'zhen'ling 震岭
'zhen'mao'gui 针毛鬼
'zhen'men 真门
'zhen'miao 真妙
'zhen'ming 真明
'zhen'pu'xian 真普贤
'zhen'quan 真筌
'zhen'quan 真诠
'zhen'ren 真人
'zhen'ren'jing 真人经
'zhen'ru 真如
'zhen'ru'bu'bian 真如不变
'zhen'ru'dou 真如都
'zhen'ru'fa'shen 真如法身
'zhen'ru'hai 真如海
'zhen'ru'ji'mie'xiang 真如寂灭相
'zhen'ru'nei'xun 真如内熏
'zhen'ru'san'mei 真如三昧
'zhen'ru'shi'xiang 真如实相
'zhen'ru'sui'yuan 真如随缘
'zhen'ru'xiang'hui'xiang 真如相回向
'zhen'ru'yi'shi 真如一实
'zhen'ru'yuan'qi 真如缘起
'zhen'se 真色
'zhen'shan 真善
'zhen'shan'miao'you 真善妙有
'zhen'shen 真身
'zhen'shen'guan 真身观
'zhen'sheng'er'men 真生二门
'zhen'shi 真实
'zhen'shi 真识
'zhen'shi 贞实
'zhen'shi'bao'tu 真实报土
'zhen'shi'bu'xu 真实不虚
'zhen'shi'ji 真实际
'zhen'shi'jing 真实经
'zhen'shi'li'men 真实理门
'zhen'shi'ming 真实明
'zhen'shi'shen 真实身
'zhen'shi'xing 真实性
'zhen'shi'xing 真实行
'zhen'shi'yi 真实义
'zhen'shou 镇守
'zhen'shu'jia 甄叔迦
'zhen'shuo 真说
'zhen'su 真俗
'zhen'su'bu'er 真俗不二
'zhen'su'zhong'san'di 真俗中三谛
'zhen'tang 真堂
'zhen'ting 真亭
'zhen'tou'jia 镇头迦
'zhen'tou'jia'luo 镇头迦罗
'zhen'tu 真土
'zhen'tu 真荼
'zhen'tuo 甄陀
'zhen'tuo'luo 真陀罗
'zhen'tuo'luo'nv'ge'sheng 甄陀罗女歌声
'zhen'tuo'mo'ni 真陀末尼
'zhen'wang 真妄
'zhen'wang'er'xin 真妄二心
'zhen'wen 真文
'zhen'wo 真我
'zhen'wu'liang 真无量
'zhen'wu'lou'zhi 真无漏智
'zhen'xiang 真相
'zhen'xie'le 真歇了
'zhen'xin 真心
'zhen'xing 真形
'zhen'xing 真性
'zhen'xing'pu'ti 真性菩提
'zhen'xiu 真修
'zhen'yan 真言
'zhen'yan'a'she'li 真言阿阇梨
'zhen'yan'ba'zhong'yi 真言八种义
'zhen'yan'cang'jia 真言藏家
'zhen'yan'cheng 真言乘
'zhen'yan'fa'jiao 真言法教
'zhen'yan'hua 真言花
'zhen'yan'jiao 真言教
'zhen'yan'jiu'shi'zhe 真言救世者
'zhen'yan'mi'mi 真言秘密
'zhen'yan'mi'zong 真言秘宗
'zhen'yan'qu 真言趣
'zhen'yan'san'zi 真言三字
'zhen'yan'shi 真言师
'zhen'yan'shi'di 真言十地
'zhen'yan'shi'di'shi'xin 真言十地十心
'zhen'yan'shi'xin 真言十心
'zhen'yan'si'shi 真言四释
'zhen'yan'tuo'luo'ni 真言陀罗尼
'zhen'yan'tuo'luo'ni'zong 真言陀罗尼宗
'zhen'yan'wang'zun 真言王尊
'zhen'yan'wu'hui 真言五悔
'zhen'yan'xin 真言心
'zhen'yan'zhi 真言智
'zhen'yan'zong 真言宗
'zhen'yan'zong'ba'zu 真言宗八祖
'zhen'yao 真要
'zhen'yi 真仪
'zhen'yin 真因
'zhen'ying 真影
'zhen'ying'er'shen 真应二身
'zhen'yu 珍域
'zhen'yu 真语
'zhen'yuan'hua'yan 贞元华严
'zhen'yuan'jing 贞元经
'zhen'yuan'lu 贞元录
'zhen'yuan'xin'ding'shi'jiao'mu'lu 贞元新定释教目录
'zhen'yue 震越
'zhen'zhai'bu'dong'fa 镇宅不动法
'zhen'zheng 真证
'zhen'zheng'lun 甄正论
'zhen'zhi 真智
'zhen'zhi 真知
'zhen'zhi 真胝
'zhen'zhong 珍重
'zhen'zi 真子
'zhen'zong 真宗
'zheng'bao 正报
'zheng'bian'jue 正遍觉
'zheng'bian'zhi 正遍智
'zheng'bian'zhi'bu 正遍知部
'zheng'bian'zhi'hai 正遍知海
'zheng'bu'tui 证不退
'zheng'chan'hui 正忏悔
'zheng'cheng'dao'li 证成道理
'zheng'da'pu'ti 证大菩提
'zheng'dang 正当
'zheng'dang'nen'me'shi 正当恁么时
'zheng'dao 正道
'zheng'dao 证道
'zheng'dao'ge 证道歌
'zheng'dao'tong'yuan 证道同圆
'zheng'de 证得
'zheng'de'fa'shen 证得法身
'zheng'de'sheng'yi'di 证得胜义谛
'zheng'de'shi'su'di 证得世俗谛
'zheng'deng'jue 正等觉
'zheng'deng'jue'wu'suo'wei 正等觉无所畏
'zheng'deng'zheng'jue 正等正觉
'zheng'di'bu 正地部
'zheng'ding 正定
'zheng'ding'ju 正定聚
'zheng'ding'ye 正定业
'zheng'fa 正法
'zheng'fa 证法
'zheng'fa'hua'jing 正法华经
'zheng'fa'jing 正法经
'zheng'fa'ju 正法炬
'zheng'fa'lun 正法轮
'zheng'fa'lun'shen 正法轮身
'zheng'fa'lv 正法律
'zheng'fa'miao'xin 正法妙心
'zheng'fa'ming'ru'lai 正法明如来
'zheng'fa'nian'jing 正法念经
'zheng'fa'nian'jing'chu 正法念经处
'zheng'fa'qiao 正法桥
'zheng'fa'shi 正法时
'zheng'fa'shou 正法寿
'zheng'fa'xin 证发心
'zheng'fa'yan'cang 正法眼藏
'zheng'fa'yi 正法依
'zheng'gong'jing'jing 正恭敬经
'zheng'gu 钲鼓
'zheng'guan 正观
'zheng'guan'yin'jiang 正观音讲
'zheng'guo 正果
'zheng'guo 证果
'zheng'hang 正行
'zheng'hang'liu'du'pin 正行六度品
'zheng'hang'zhen'ru 正行真如
'zheng'hua 正化
'zheng'hui 正慧
'zheng'ji 正忌
'zheng'ji 正机
'zheng'jian 正见
'zheng'jiao 正教
'zheng'jiao'shou 证教授
'zheng'jiao'yi'zhi 政教一致
'zheng'jie 正解
'zheng'jin'gang'xin 证金刚心
'zheng'jin'jue 正尽觉
'zheng'jing 证净
'zheng'jing'jin 正精进
'zheng'ju 正聚
'zheng'jue 正觉
'zheng'jue 证觉
'zheng'jue'hua 正觉华
'zheng'le'yuan 正了缘
'zheng'li'men'lun 正理门论
'zheng'liang'bu 正量部
'zheng'ling 正令
'zheng'lun 正论
'zheng'lun 诤论
'zheng'lun'jing 政论经
'zheng'man'cheng'fo 证满成佛
'zheng'ming 正命
'zheng'ming 证明
'zheng'ming'shi 正命食
'zheng'nian 正念
'zheng'nian'song 正念诵
'zheng'nian'wang'sheng 正念往生
'zheng'qin 正勤
'zheng'ri 正日
'zheng'ru 证入
'zheng'ru'cheng'fo 证入成佛
'zheng'ru'sheng 证入生
'zheng'se'ke'ran 正色可染
'zheng'sha 蒸沙
'zheng'sha'zuo'fan 烝砂作饭
'zheng'shi 正使
'zheng'shi 正士
'zheng'shi 正食
'zheng'shi'jing 正事经
'zheng'shou 正受
'zheng'shou'san'mei 正受三昧
'zheng'shuo 正说
'zheng'si'wei 正思惟
'zheng'suo'bei 正所被
'zheng'tang 正堂
'zheng'ti 正体
'zheng'wei 正位
'zheng'wen 证文
'zheng'wu 证悟
'zheng'wu'jiu'yue 正五九月
'zheng'xi 正习
'zheng'xiang 正像
'zheng'xiang'mo 正像末
'zheng'xin 正信
'zheng'xin 正心
'zheng'xin'ji 正信偈
'zheng'xin'xing'chu 正心行处
'zheng'xin'xu 证信序
'zheng'xin'zhu 正心住
'zheng'xing 正性
'zheng'xing'ding'ju 正性定聚
'zheng'xing'jing 正行经
'zheng'xing'li'xing 正性离性
'zheng'xue'liu'fa'jie 正学六法戒
'zheng'xue'nv 正学女
'zheng'ye 正业
'zheng'yi 正意
'zheng'yi'jing 正依经
'zheng'yi'jing 正意经
'zheng'yin 正因
'zheng'yin'fo'xing 正因佛性
'zheng'yin'yuan 正因缘
'zheng'yu 正语
