'ai'ai'fu'mu 哀哀父母
'yu'li'yu'liu 鱼丽于罶
'yu'lin'zhi'xia 于林之下
'yu'lun'gu'zhong 於論鼓鐘
'yu'mao'si'shi 譽髦斯士
'yu'mei'wang'ci 予美亡此
'yu'mu'bu'yi 於穆不已
'yu'mu'qing'miao 於穆清庙
'yu'mu'zhi'ye 于牧之野
'yu'nv'xin'chu 於女信处
'yu'nv'xin'su 於女信宿
'yu'pu 棫樸
'yu'qi'bu'zhi'er'zuo 予豈不知而作
'yu'qi'cheng 予其懲
'yu'qi'shu'ji 与其黍稷
'yu'qi'xi 於緝熙
'yu'qi'xi'jing'zhi 於緝熙敬止
'yu'qian'zai'yuan 鱼潜在渊
'yu'qiu'jue'ning 遹求厥寧
'yu'quan'huo'zhi 遇犬获之
'yu'ren'yu'yue 於牣鱼躍
'yu'ren'zhi'bu'shu'yi 遇人之不淑矣
'yu'ren'zhi'jian'nan'yi 遇人之艰难矣
'yu'rui'zhi'jue'cheng 虞芮質厥成
'yu'san'shi'li 于三十里
'yu'shen'wu'gu 予慎无辜
'yu'shen'wu'zui 予慎无罪
'yu'shi'bao'zhi 于时保之
'yu'shi'chu'chu 于时處處
'yu'shi'lu'lv 于时廬旅
'yu'shi'qiao'qiao 予室翘翘
'yu'shi'yan'yan 于时言言
'yu'shi'yu'yu 于时語語
'yu'shou'jie'ju 予手拮据
'yu'shui'zhi'wu 于谁之屋
'yu'shuo'wang'shi 於鑠王師
'yu'suo'luo'tu 予所捋荼
'yu'suo'xu'zu 予所蓄租
'yu'tuo'yu'nang 于橐于囊
'yu'wan'si'nian 於万斯年
'yu'wang'zhi'she 鱼网之设
'yu'wang'zhi'zhao'shi 予王之爪士
'yu'wang'zhi'zhao'ya 予王之爪牙
'yu'wei'shi'shi 禹维师氏
'yu'wei'xiao'xiao 予尾翛翛
'yu'wei'yin'xiao'xiao 予维音哓哓
'yu'wo'gong'tian 雨我公田
'yu'wo'gui'chu 于我归处
'yu'wo'gui'shuo 于我归说
'yu'wo'gui'xi 于我归息
'yu'wo'hu 於我乎
'yu'wo'xi'yang 与我牺羊
'yu'wu'zheng 雨无正
'yu'xiao'zi 予小子
'yu'xiu'jue'de 聿修厥德
'yu'xu'le'xi 于胥乐兮
'yu'xu'si'yuan 于胥斯原
'yu'xue'biao'biao 雨雪瀌瀌
'yu'xue'fei'fei 雨雪霏霏
'yu'xue'fen'fen 雨雪雰雰
'yu'xue'fu'fu 雨雪浮浮
'yu'xue'qi'fei 雨雪其霏
'yu'xue'qi'pang 雨雪其雱
'yu'xue'zai'tu 雨雪载途
'yu'yan'jia'ke 于焉嘉客
'yu'yan'xiao'yao 于焉逍遥
'yu'yi'cai'fan 于以采蘩
'yu'yi'cai'pin 于以采蘋
'yu'yi'cai'zao 于以采藻
'yu'yi'dian'zhi 于以奠之
'yu'yi'qiu'zhi 于以求之
'yu'yi'sheng'zhi 于以盛之
'yu'yi'si 於繹思
'yu'yi'si'fang 于以四方
'yu'yi'xiang'zhi 于以湘之
'yu'yi'yong'zhi 于以用之
'yu'yi'yu'xie 于邑于謝
'yu'you'ji'yu'liao 予又集于蓼
'yu'yu'qiao'qiao 予羽谯谯
'yu'yue'you'ben'zou 予曰有奔奏
'yu'yue'you'shu'fu 予曰有疏附
'yu'yue'you'xian'hou 予曰有先後
'yu'yue'you'yu'wu 予曰有御侮
'yu'yue'yu'yuan 鱼躍于淵
'yu'zai'yu'zhao 鱼在于沼
'yu'zai'yu'zhu 鱼在于渚
'yu'zai'zai'zao 鱼在在藻
'yu'zao 鱼藻
'yu'zao'zhi'shen 鱼藻之什
'yu'zhao'you'pian 旟旐有翩
'yu'zhao'yu'tian 於昭于天
'yu'zhao'yu'zhi 于沼于沚
'yu'zhi'tuo'yi 予之佗矣
'yu'zhi'zhen'ye 玉之瑱也
'yu'zhou'shou'ming 于周受命
'yu'zhou'yu'jing 于周于京
'yu'zhui'lai'xiao 遹追來孝
'yu'zi'cheng'shuo 与子成说
'yu'zi'tong'chou 与子同仇
'yu'zi'tong'pao 与子同袍
'yu'zi'tong'shang 与子同裳
'yu'zi'tong'ze 与子同泽
'yu'zi'xie'lao 与子偕老
'yu'zi'xie'xing 与子偕行
'yu'zi'xie'zang 与子偕臧
'yu'zi'xie'zuo 与子偕作
'yu'zi'xing'yi 予子行役
'yu'zi'yi'zhi 与子宜之
'yu'zi'zhi'min'si 鬻子之闵斯
'yuan'cai'feng'yi 爰采葑矣
'yuan'cai'mai'yi 爰采麦矣
'yuan'cai'tang'yi 爰采唐矣
'yuan'de'wo'suo 爰得我所
'yuan'de'wo'zhi 爰得我直
'yuan'fa'qin'sang 爰伐琴桑
'yuan'fang'qi'xing 爰方啟行
'yuan'fei'li'tian 鳶飞戾天
'yuan'fu'mu'xiong'di 远父母兄弟
'yuan'ji'jiang'nv 爰及姜女
'yuan'ji'jin'ren 爰及矜人
'yuan'ji'peng'you 怨及朋友
'yuan'jiu'yuan'du 爰究爰度
'yuan'ju'yuan'chu 爰居爰处
'yuan'mo'zhi'zhi 远莫致之
'yuan'qi'shi'gui 爰其适归
'yuan'qi'wo'qiu 爰契我龜
'yuan'qiu'rou'sang 爰求柔桑
'yuan'qiu'xiang'chi 元龜象齿
'yuan'rong'shi'cheng 元戎十乘
'yuan'sang'qi'ma 爰丧其马
'yuan'shi'yuan'mou 爰始爰謀
'yuan'song'yu'nan 远送于南
'yuan'song'yu'ye 远送于野
'yuan'tiao'qie 远条且
'yuan'xi'ji'ping 原隰既平
'yuan'xi'pou'yi 原隰裒矣
'yuan'xiao'yuan'yu 爰笑爰语
'yuan'xiong'di'fu'mu 远兄弟父母
'yuan'yan'si'bo 愿言思伯
'yuan'yan'si'zi 愿言思子
'yuan'yan'ze'huai 愿言则怀
'yuan'yan'ze'ti 愿言则嚏
'yuan'yang 鸳鸯
'yuan'yang'yu'fei 鸳鸯于飞
'yuan'yang'zai'liang 鸳鸯在梁
'yuan'you'chen'gao 遠猶辰告
'yuan'you'han'quan'zai'jun'zhi'xia 爰有寒痊在浚之下
'yuan'you'ji 园有棘
'yuan'you'shu'tan 爰有树檀
'yuan'you'tao 园有桃
'yuan'yu'er'fu 员于尔辐
'yuan'yu'jiang'zhi 远于将之
'yuan'yuan'zhe'shu 蜎蜎者蠋
'yuan'zheng'qi'lv 爰整其旅
'yuan'zhong'yuan'you 爰眾爰有
'yue'chu 月出
'yue'chu'hao'xi 月出皓兮
'yue'chu'jiao'xi 月出皎兮
'yue'chu'zhao'xi 月出照兮
'yue'chu'zhi'guang 月出之光
'yue'ci'zheng'chang 禴祠烝尝
'yue'di'cuo'heng 约軧错衡
'yue'fu'mu'qie 曰父母且
'yue'gui'yue'gui 曰归曰归
'yue'ji'zui'zhi 曰既醉止
'yue'li'yu'bi 月离于毕
'yue'pin'yu'jing 曰嬪于京
'yue'qiu'jue'zhang 曰求厥章
'yue'sang'jue'guo 曰喪厥国
'yue'sha'gao'yang 曰杀羔羊
'yue'shang'shi'chang 曰商是常
'yue'wei'gai'sui 曰为改岁
'yue'wu'sheng'gu 籥舞笙鼓
'yue'yi'zeng'mai 越以鬷迈
'yue'yu'bu'qiang 曰予不戕
'yue'yu'wei'you'shi'jia 曰予未有室家
'yue'yue'chan'tu 跃跃毚兔
'yue'yue'fu'zhong 趯趯阜螽
'yue'zhi'ge'ge 约之阁阁
'yue'zhi'wei'yang 曰至渭阳
'yue'zhi'yue'shi 曰止曰时
'yun'bu'he'shi 云不何使
'yun'bu'wo'ke 云不我可
'yun'cu'he'wang 云徂何往
'yun'han 云汉
'yun'he'bu'le 云何不乐
'yun'he'qi'xu 云何其盱
'yun'he'qi'you 云何其忧
'yun'he'xu'yi 云何吁矣
'yun'he'xu'yi 云何盱矣
'yun'hu'bu'chou 云胡不瘳
'yun'hu'bu'xi 云胡不喜
'yun'hu'bu'yi 云胡不夷
'yun'long'chong'chong 蘊隆蟲蟲
'yun'qi'huang'yi 芸其黄矣
'yun'ru'he'li 云如何里
'yun'ru'zhi'he 云如之何
'yun'shi 允師
'yun'shui'zhi'si 云谁之思
'yun'wang'bao'zhi 允王保之
'yun'wang'wei'hou 允王维後
'yun'wen'wen'wang 允文文王
'yun'wen'yun'wu 允文允武
'yun'wo'wu'suo 云我无所
'yun'ye'tian'zi 允也天子
'yun'yi'jun'zi 允矣君子
'yun'you'xi'he 允猶翕河
'yun'yu'qun'xiao 愠于群小
'yun'yun'yuan'xi 畇畇原隰
'za'pei'yi'bao'zhi 杂佩以报之
'za'pei'yi'wen'zhi 杂佩以问之
'za'pei'yi'zeng'zhi 杂佩以赠之
'zai'ba'qi'hu 载跋其胡
'zai'bi'feng'cao 在彼丰草
'zai'bi'he'ce 在彼河侧
'zai'bi'kong'gu 在彼空谷
'zai'bi'qi'ce 在彼淇侧
'zai'bi'qi'ji 在彼杞棘
'zai'bi'qi'li 在彼淇厉
'zai'bi'qi'liang 在彼淇梁
'zai'bi'wu'e 在彼无惡
'zai'bi'zhong'a 在彼中阿
'zai'bi'zhong'he 在彼中河
'zai'bi'zhong'ling 在彼中陵
'zai'bi'zhong'zhi 在彼中沚
'zai'bian'qiu'qiu 载弁俅俅
'zai'can'zai'si 载骖载驷
'zai'chen'zai'fu 载沉载浮
'zai'cheng'que'xi 在城阙兮
'zai'chi 载驰
'zai'chi'zai'qu 载驰载驱
'zai'ci'wu'yi 在此无斁
'zai'di'zuo'you 在帝左右
'zai'fan'zai'lie 载燔载烈
'zai'fei'zai'ming 载飞载鸣
'zai'fei'zai'xia 载飞载下
'zai'fei'zai'yang 载飞载扬
'zai'fei'zai'zhi 载飞载止
'zai'gao'gong'shi 载櫜弓矢
'zai'gong'ming'ming 在公明明
'zai'gong'yin'jiu 在公飲酒
'zai'gong'zai'yan 在公载燕
'zai'hao'qi'yin 载好其音
'zai'hao'zai'nao 载号载呶
'zai'he'zhi'chun 在河之漘
'zai'he'zhi'hu 在河之浒
'zai'he'zhi'lei 在河之藟
'zai'he'zhi'zhou 在河之洲
'zai'huo'ji'ji 载獲济济
'zai'ji'gan'ge 载戢干戈
'zai'ji'zai'ke 载饥载渴
'zai'jian 载见
'zai'jian'pi'wang 载见辟王
'zai'jun'zhi'cheng 在浚之城
'zai'jun'zhi'du 在浚之都
'zai'jun'zhi'jiao 在浚之郊
'zai'ke'zai'ji 载渴载饥
'zai'kuang'ji'ju 载筐及筥
'zai'li'han'shu 载离寒暑
'zai'mou'zai'wei 载謀载惟
'zai'nan'shan'zhi'ce 在南山之侧
'zai'nan'shan'zhi'xia 在南山之下
'zai'nan'shan'zhi'yang 在南山之阳
'zai'nong'zhi'wa 载弄之瓦
'zai'nong'zhi'zhang 载弄之璋
'zai'pan'xian'gong 在泮獻功
'zai'pan'xian'guo 在泮獻馘
'zai'pan'xian'qiu 在泮獻囚
'zai'pan'yin'jiu 在泮飲酒
'zai'qi'ban'wu 在其板屋
'zai'qi'zai'xing 载起载行
'zai'qia'zhi'yang 在洽之陽
'zai'qian'shang'chu 在前上处
'zai'qin'zai'xing 载寝载兴
'zai'qin'zhi'chuang 载寝之床
'zai'qin'zhi'di 载寝之地
'zai'qing'zai'zhuo 载清载浊
'zai'qu 载驱
'zai'qu'bao'bao 载驱薄薄
'zai'se'zai'xiao 载色载笑
'zai'shan 载芟
'zai'shan'zai'zuo 载芟载柞
'zai'shang'zhi'ye 在坰之野
'zai'sheng'zai'yu 载生载育
'zai'shi'chang'fu 载是常服
'zai'shi'zhi'xing 载施之行
'zai'shu'er'zai 载输尔载
'zai'shui'yi'fang 在水一方
'zai'shui'zhi'mei 在水之湄
'zai'shui'zhi'si 在水之涘
'zai'wei'zhi'jiang 在渭之將
'zai'wei'zhi'si 在渭之涘
'zai'wo'shi'xi 在我室兮
'zai'wo'ta'xi 在我闼兮
'zai'wu'ding'sun'zi 在武丁孙子
'zai'xi'qi'she 载翕其舌
'zai'xi'zhi'guang 载錫之光
'zai'xia'hou'zhi'shi 在夏後之世
'zai'xian'xie'jiao 载猃歇骄
'zai'xiao'zai'yan 载笑载言
'zai'xu'ji'ni 载胥及溺
'zai'xuan'zai'huang 载玄载黄
'zai'yi'zhi'shang 载衣之裳
'zai'yi'zhi'xi 载衣之裼
'zai'yong'you'si 载用有嗣
'zai'zhen'zai'su 载震载夙
'zai'zhi'qi'wei 载疐其尾
'zai'zhi'zai'xia 载脂载辖
'zai'zhou'qin'qin 载骤骎骎
'zai'zhou'zhi'ting 在周之庭
'zai'zong'zai'kao 在宗载考
'zai'zuan'wu'gong 载缵武功
'zang'yang'fen'shou 牂羊坟首
'zao'jia'bu'zao 遭家不造
'zao'wo'hu'niu'zhi'dao'xi 遭我乎狃之道兮
'zao'wo'hu'niu'zhi'jian'xi 遭我乎狃之间兮
'zao'wo'hu'niu'zhi'yang'xi 遭我乎狃之阳兮
'zao'zhou'wei'liang 造舟为梁
'ze'bai'si'nan 則百斯男
'ze'bei 泽陂
'ze'bu'ke'de 则不可得
'ze'bu'ke'ju 則不可沮
'ze'bu'ke'tui 則不可推
'ze'bu'wo'hui 則不我惠
'ze'bu'wo'wei 則不我遺
'ze'bu'wo'wen 則不我聞
'ze'bu'wo'yu 則不我虞
'ze'bu'wo'zhu 則不我助
'ze'du'qi'qing 則篤其慶
'ze'ju'shi'wei 则具是违
'ze'ju'shi'yi 则具是依
'ze'mi'suo'zhen 则靡所臻
'ze'mo'wo'gan'cheng 則莫我敢承
'ze'mo'wo'gan'he 則莫我敢曷
'ze'mo'wo'gan'kui 則莫我敢葵
'ze'san'you'shi 择三有事
'ze'wei'qi'chang 则维其常
'ze'wu'wu'shi 则无膴仕
'ze'you'che'ma 择有车马
'ze'you'qi'xiong 則友其兄
'zen'shi'jing'bei 譖始竟背
'zen'yan'ze'tui 谮言则退
'zeng'jia'wu'yan 鬷假无言
'zeng'qi'shi'kuo 憎其式廓
'zeng'sun'bu'nu 曾孙不怒
'zeng'sun'du'zhi 曾孙篤之
'zeng'sun'lai'zhi 曾孙来止
'zeng'sun'shi'ruo 曾孙是若
'zeng'sun'shou'kao 曾孙寿考
'zeng'sun'tian'zhi 曾孙田之
'zeng'sun'wei'zhu 曾孙维主
'zeng'sun'zhi'jia 曾孙之稼
'zeng'sun'zhi'se 曾孙之穑
'zeng'sun'zhi'yu 曾孙之庾
'zeng'zhi'yi'shao'yao 赠之以勺药
'zhai'fu'yi'chao 翟茀以朝
'zhai'shi'hao'jing 宅是鎬京
'zhai'yin'tu'mang'mang 宅殷土芒芒
'zhan'ang 瞻卬
'zhan'ang'hao'tian 瞻卬昊天
'zhan'bi'ban'tian 瞻彼阪田
'zhan'bi'han'lu 瞻彼旱麓
'zhan'bi'luo'yi 瞻彼洛矣
'zhan'bi'pu'yuan 瞻彼溥原
'zhan'bi'qi'ao 瞻彼淇奥
'zhan'bi'ri'yue 瞻彼日月
'zhan'bi'zhong'lin 瞻彼中林
'zhan'bi'zhong'yuan 瞻彼中原
'zhan'fa'si'guo 斩伐四国
'zhan'lu 湛露
'zhan'ru'zhi'ren'xi 展如之人兮
'zhan'wang'fu'ji 瞻望弗及
'zhan'wang'fu'xi 瞻望父兮
'zhan'wang'mu'xi 瞻望母兮
'zhan'wang'xiong'xi 瞻望兄兮
'zhan'wo'sheng'xi 展我甥兮
'zhan'wu'yuan'zhi 瞻乌爰止
'zhan'yan'bai'li 瞻言百里
'zhan'ye'da'cheng 展也大成
'zhan'yi'jun'zi 展矣君子
'zhan'zhan'jing'jing 战战兢兢
'zhan'zhan'lu'si 湛湛露斯
'zhan'zhuan'fan'ce 辗转反侧
'zhan'zhuan'fu'zhen 辗转伏枕
'zhang'zhong'xiao'you 张仲孝友
'zhang'zi'wei'xing 长子维行
'zhao'bi'gu'lao 召彼故老
'zhao'bi'pu'fu 召彼仆夫
'zhao'bo'cheng'zhi 召伯成之
'zhao'bo'lao'zhi 召伯劳之
'zhao'bo'shi'ying 召伯是營
'zhao'bo'suo'long 召伯所茏
'zhao'bo'suo'qi 召伯所憩
'zhao'bo'suo'shuo 召伯所说
'zhao'bo'ying'zhi 召伯营之
'zhao'bo'you'cheng 召伯有成
'zhao'gong'shi'si 召公是似
'zhao'gong'wei'han 召公维翰
'zhao'hui'yu'tian 昭回于天
'zhao'jia'chi'chi 昭假迟迟
'zhao'jia'lie'zu 昭假烈祖
'zhao'jia'wu'ying 昭假无贏
'zhao'jia'yu'xia 昭假于下
'zhao'lin'xia'tu 照临下土
'zhao'min 召旻
'zhao'min'rong'gong 肇敏戎公
'zhao'ming'you'rong 昭明有融
'zhao'nan 召南
'zhao'shi'shang'di 昭事上帝
'zhao'wei'yu'yi 旐维旟矣
'zhao'xi'bu'xia 朝夕不暇
'zhao'xi'cong'shi 朝夕从事
'zhao'yin 肇禋
'zhao'yu'bi'si'hai 肇域彼四海
'zhao'yun'bi'tao'chong 肇允彼桃蟲
'zhao'zai'si'fu 昭哉嗣服
'zhao'zhao'zhou'zi 招招舟子
'zhao'zi'lai'xu 昭茲來許
'zhe'fu'cheng'cheng 哲夫成城
'zhe'fu'qing'cheng 哲婦傾城
'zhe'liu'fan'pu 折柳樊圃
'zhe'ren'zhi'yu 哲人之愚
'zhe'zhe'xi 蛰蛰兮
'zhen'fa'ru'yun 鬒发如云
'zhen'gu'ru'zi 振古如茲
'zhen'jing'xu'fang 震驚徐方
'zhen'ku'ji'ji 榛楛济济
'zhen'lu 振鷺
'zhen'lu'yu'fei 振鷺于飞
'zhen'lv'tian'tian 振旅阗阗
'zhen'ming'bu'yi 朕命不易
'zhen'wei'you'ai 朕未有艾
'zhen'zhen'gong'xing 振振公姓
'zhen'zhen'gong'zi 振振公子
'zhen'zhen'gong'zu 振振公族
'zhen'zhen'jun'zi 振振君子
'zhen'zhen'lu 振振鷺
'zhen'zhen'xi 振振兮
'zheng'bi'zu'bi 烝畀祖妣
'zheng'dai'fu'li'ju 正大夫离居
'zheng'fa'xian'yun 征伐玁狁
'zheng'feng 郑风
'zheng'fu'bu'yuan 征夫不远
'zheng'fu'er'zhi 征夫迩止
'zheng'fu'gui'zhi 征夫归止
'zheng'fu'huang'zhi 征夫遑止
'zheng'fu'jie'jie 征夫捷捷
'zheng'ju'jiao'huo 整居焦获
'zheng'kan'lie'zu 烝衎烈祖
'zheng'min 烝民
'zheng'ran'lai'si 烝然来思
'zheng'ran'shan'shan 烝然汕汕
'zheng'ran'zhao'zhao 烝然罩罩
'zheng'ren'fa'gu 钲人伐鼓
'zheng'she'bo'yi 烝涉波矣
'zheng'shi'guo'ren 正是国人
'zheng'shi'si'guo 正是四国
'zheng'shi'yi'pi'yi'wo 政事一埤益我
'zheng'shi'yi'pi'yi'wo 政事一埤遗我
'zheng'shi'yu'cu 政事愈蹙
'zheng'tu'ji'zhi 烝徒楫之
'zheng'tu'zeng'zeng 烝徒增增
'zheng'wo'liu'shi 整我六師
'zheng'wo'mao'shi 烝我髦士
'zheng'ye'wu'rong 烝也无戎
'zheng'yi'zhong'gou 征以中垢
'zheng'yu'bi'si'fang 正域彼四方
'zheng'yue 正月
'zheng'yue'fan'shuang 正月繁霜
'zheng'zai'li'xin 烝在栗薪
'zheng'zai'sang'ye 烝在桑野
'zheng'zheng'huang'huang 烝烝皇皇
'zheng'zhi'fu'fu 烝之浮浮
'zheng'zhi'shi'yu 正直是与
'zhi'bi'a'qiu 陟彼阿丘
'zhi'bi'bei'shan 陟彼北山
'zhi'bi'cui'wei 陟彼崔嵬
'zhi'bi'gang'xi 陟彼冈兮
'zhi'bi'gao'gang 陟彼高冈
'zhi'bi'hu'xi 陟彼岵兮
'zhi'bi'jing'shan 陟彼景山
'zhi'bi'ju'yi 陟彼砠矣
'zhi'bi'nan'shan 陟彼南山
'zhi'bi'qi'xi 陟彼屺兮
'zhi'bi'shang'yi 制彼裳衣
'zhi'bi'zhou'hang 置彼周行
'zhi'cuan 执爨
'zhi'dao'wei'kou 職盜为寇
'zhi'er'bu'yi 知而不已
'zhi'er'ren'min 質尔人民
'zhi'gang'zhi'ji 之綱之紀
'zhi'hu 陟岵
'zhi'ji'nai'li 止基乃理
'zhi'jiang'jue'jia 陟降厥家
'zhi'jiang'jue'shi 陟降厥士
'zhi'jiang'ting'zhi 陟降庭止
'zhi'jin'wei'geng 至今为梗
'zhi'jing 執競
'zhi'jing'wu'wang 執競武王
'zhi'jing'yong'li 職競用力
'zhi'jing'you'ren 职竞由人
'zhi'jiu'si'rou 旨酒思柔
'zhi'jiu'xin'xin 旨酒欣欣
'zhi'lao'bu'lai 职劳不来
'zhi'li'yu'chong 雉离于罿
'zhi'li'yu'fu 雉离于罦
'zhi'li'yu'luo 雉离于罗
'zhi'liang'shan'bei 職涼善背
'zhi'lv'nai'mi 止旅乃密
'zhi'ming'qiu'qi'mu 雉鸣求其牡
'zhi'nai'qian'bo 庤乃錢镈
'zhi'pei'ru'zu 执辔如组
'zhi'ping'zhi'han 之屏之翰
'zhi'qi'gao'shan 陟其高山
'zhi'qi'lu'dao 值其鹭翿
'zhi'qi'lu'yu 值其鹭羽
'zhi'qi'luan'dao 执其鸾刀
'zhi'qie'duo 旨且多
'zhi'qie'you 旨且有
'zhi'shi'you'ke 執事有恪
'zhi'shi'yu'lao 執豕于牢
'zhi'si'qi'ju 职思其居
'zhi'si'qi'wai 职思其外
'zhi'si'qi'you 职思其忧
'zhi'si'shi'mi'ta 之死矢靡它
'zhi'si'shi'mi'te 之死矢靡慝
'zhi'tian'zhi'jie 致天之屆
'zhi'wei'luan'jie 职为乱阶
'zhi'wen'niao'zhang 织文鸟章
'zhi'wo'chou'chou 执我仇仇
'zhi'wo'gao'gang 陟我高岡
'zhi'wo'ru'ci 知我如此
'zhi'wo'tao'gu 置我鞉鼓
'zhi'wo'zhe 知我者
'zhi'xiong'si'hong 職兄斯弘
'zhi'xiong'si'yin 職兄斯引
'zhi'xun'huo'chou 执讯获丑
'zhi'xun'lian'lian 執訊連連
'zhi'ye'wei'you'hai 枝葉未有害
'zhi'yu'bao'yi 至于暴矣
'zhi'yu'chu 止于楚
'zhi'yu'da'yuan 至于大原
'zhi'yu'dun'qiu 至于顿丘
'zhi'yu'fan 止于樊
'zhi'yu'hai'bang 至于海邦
'zhi'yu'ji 止于棘
'zhi'yu'jiao'ye 至于艽野
'zhi'yu'jing'yang 至于泾阳
'zhi'yu'nan'hai 至于南海
'zhi'yu'qi'xia 至于岐下
'zhi'yu'qiu'a 止于丘阿
'zhi'yu'qiu'ce 止于丘侧
'zhi'yu'qiu'yu 止于丘隅
'zhi'yu'sang 止于桑
'zhi'yu'tang'qi 至於汤齐
'zhi'yu'wen'wu 至于文武
'zhi'yu'xiong'di 至于兄弟
'zhi'yu'yi'si'wang 至于已斯亡
'zhi'yu'yu'huai 置予于怀
'zhi'yu'zhen 止于榛
'zhi'ze'zai'yan 陟則在巘
'zhi'zhi'chao'gou 雉之朝雊
'zhi'zhi'da'you 秩秩大猷
'zhi'zhi'de'yin 秩秩德音
'zhi'zhi'he'zhi'ce'xi 置之河之侧兮
'zhi'zhi'he'zhi'chun'xi 置之河之漘兮
'zhi'zhi'he'zhi'gan'xi 置之河之干兮
'zhi'zhi'qi'ting 殖殖其庭
'zhi'zhi'shu'mai 稙稚菽麥
'zhi'zhi'si'gan 秩秩斯干
'zhi'zhi'su'su 至止肅肅
'zhi'zhi'wei'zhi 絷之维之
'zhi'zhong'shi'ren 摯仲氏任
'zhi'zi'bu'you 之子不犹
'zhi'zi'gui 之子归
'zhi'zi'wu'dai 之子无带
'zhi'zi'wu'fu 之子无服
'zhi'zi'wu'liang 之子无良
'zhi'zi'wu'shang 之子无裳
'zhi'zi'yu'diao 之子于钓
'zhi'zi'yu'gui 之子于归
'zhi'zi'yu'miao 之子于苗
'zhi'zi'yu'shou 之子于狩
'zhi'zi'yu'yuan 之子于垣
'zhi'zi'yu'zheng 之子于征
'zhi'zi'zhi'hao'zhi 知子之好之
'zhi'zi'zhi'lai'zhi 知子之来之
'zhi'zi'zhi'shou 执子之手
'zhi'zi'zhi'shun'zhi 知子之顺之
'zhi'zi'zhi'yuan 之子之远
'zhong'bu'ke'xuan'xi 终不可谖兮
'zhong'chao'cai'lan 终朝采蓝
'zhong'chao'cai'lv 终朝采绿
'zhong'feng 终风
'zhong'feng'qie'bao 终风且暴
'zhong'feng'qie'mai 终风且霾
'zhong'feng'qie'yi 终风且曀
'zhong'gou'zhi'yan 中冓之言
'zhong'gu'huang'huang 鐘鼓喤喤
'zhong'gu'ji'jie 钟鼓既戒
'zhong'gu'ji'she 钟鼓既设
'zhong'gu'le'zhi 钟鼓乐之
'zhong'gu'you'tui 中谷有蓷
'zhong'he'qie'ping 终和且平
'zhong'ju'qie'pin 终窭且贫
'zhong'jun'zuo'hao 中军作好
'zhong'ke'huai'ye 仲可怀也
'zhong'nan 终南
'zhong'nan'he'you 终南何有
'zhong'qi'yong'huai 终其永怀
'zhong'ran'yun'zang 终然允臧
'zhong'ri'qi'xiang 终日七襄
'zhong'ri'she'hou 终日射侯
'zhong'san'shi'li 終三十里
'zhong'shan'fu'chu'zu 仲山甫出祖
'zhong'shan'fu'cu'qi 仲山甫徂齐
'zhong'shan'fu'jiang'zhi 仲山甫將之
'zhong'shan'fu'ming'zhi 仲山甫明之
'zhong'shan'fu'yong'huai 仲山甫永懷
'zhong'shan'fu'zhi'de 仲山甫之德
'zhong'shan'qie'you 终善且有
'zhong'shi'chui'chi 仲氏吹篪
'zhong'shi'ren'zhi 仲氏任只
'zhong'si 螽斯
'zhong'si'yu 螽斯羽
'zhong'tang'you'pi 中唐有甓
'zhong'tian'you'lu 中田有庐
'zhong'wei'yu'yi 众维鱼矣
'zhong'wen'qie'hui 终温且惠
'zhong'xian'xiong'di 终鲜兄弟
'zhong'xin'cang'zhi 中心藏之
'zhong'xin'da'xi 中心怛兮
'zhong'xin'diao'xi 中心吊兮
'zhong'xin'hao'zhi 中心好之
'zhong'xin'kuang'zhi 中心贶之
'zhong'xin'ru'ye 中心如噎
'zhong'xin'ru'zui 中心如醉
'zhong'xin'shi'dao 中心是悼
'zhong'xin'xi'zhi 中心喜之
'zhong'xin'yang'yang 中心养养
'zhong'xin'yao'yao 中心摇摇
'zhong'xin'you'wei 中心有违
'zhong'xin'yuan'yuan 中心悁悁
'zhong'yu'jue'xian 终逾绝险
'zhong'yuan'xiong'di 终远兄弟
'zhong'yuan'you'shu 中原有菽
'zhong'yun'shan'fu 仲允膳夫
'zhong'zhi'huang'mao 種之黃茂
'zhong'zhi'qie'kuang 众稚且狂
'zhou'bang'xian'xi 周邦咸喜
'zhou'dao'ru'di 周道如砥
'zhou'dao'wo'chi 周道倭迟
'zhou'er'yu'mao 昼尔于茅
'zhou'gong'dong'zheng 周公东征
'zhou'gong'huang'zu 周公皇祖
'zhou'gong'zhi'sun 周公之孙
'zhou'nan 周南
'zhou'ren'zhi'zi 舟人之子
'zhou'song 周頌
'zhou'song 周颂
'zhou'sui'jiu'bang 周虽旧邦
'zhou'wang'shou'kao 周王寿考
'zhou'wang'yu'mai 周王于邁
'zhou'yu'li'min 周餘黎民
'zhou'yuan'wu'wu 周原膴膴
'zhou'yuan'zhi'shi 周爰執事
'zhou'yuan'zi'du 周爰咨度
'zhou'yuan'zi'mou 周爰咨谋
'zhou'yuan'zi'xun 周爰咨询
'zhou'yuan'zi'zou 周爰咨诹
'zhou'zong'ji'mie 周宗既灭
'zhu'bi'gun'teng 竹闭绲縢
'zhu'cheng'yi'xu 筑城伊淢
'zhu'di'zong'zhi 諸娣從之
'zhu'fen'biao'biao 朱幩镳镳
'zhu'fu'si'huang 朱芾斯皇
'zhu'fu'xiong'di 诸父兄弟
'zhu'gan 竹竿
'zhu'ji'yu'beng 祝祭于祊
'zhu'li'yi'qi 伫立以泣
