'ai'jiu 艾灸
'yin'nang'qie'kai'yin'liu'shu 阴囊切开引流术
'yin'nang'shu'jing'guan'lou'qie'chu'shu 阴囊输精管瘘切除术
'yin'nang'xiang'pi'bing'fu'wei'shu 阴囊象皮病复位术
'yin'nang'xiu'bu'shu 阴囊修补术
'yin'nang'yi'wu'qu'chu 阴囊异物去除
'yin'nang'yi'wu'qu'chu'shu 阴囊异物取出术
'yin'yan'zhai'chu'shu 隐眼摘除术
'yin'yue'liao'fa 音乐疗法
'ying'e'bing'sun'guang'fan'qie'chu'shu 硬腭病损广泛切除术
'ying'e'bing'sun'ju'bu'qie'chu'shu 硬腭病损局部切除术
'ying'e'cheng'xing'shu 硬腭成形术
'ying'e'huo'zu'zhi'jian'cha 硬腭活组织检查
'ying'ji'mo'huo'zu'zhi'jian'cha 硬脊膜活组织检查
'ying'ji'mo'nang'zhong'zao'dai'shu 硬脊膜囊肿造袋术
'ying'ji'mo'qie'chu'shu 硬脊膜切除术
'ying'nao'mo'feng'he'shu 硬脑膜缝合术
'ying'nao'mo'wai'nong'zhong'qing'chu'shu 硬脑膜外脓肿清除术
'ying'nao'mo'wai'xue'zhong'qing'chu'shu 硬脑膜外血肿清除术
'ying'nao'mo'xia'qiang'chuan'ci'chou'xi'shu 硬脑膜下腔穿刺抽吸术
'ying'nao'mo'yi'ti'e'ji'xuan'diao'shu 硬脑膜异体额肌悬吊术
'ying'shi'zhi'chang'yi'zhuang'jie'chang'jing'jian'cha 硬式直肠乙状结肠镜检查
'ying'yong'dan'ping'mian'wai'gu'ding'jia 应用单平面外固定架
'ying'yong'huan'xing'wai'gu'ding'jia'xi'tong 应用环形外固定架系统
'ying'yong'zu'he'wai'gu'ding'jia'xi'tong 应用组合外固定架系统
'yong'guai'xing'zou'xun'lian 用拐行走训练
'yong'jiu'qi'bo'qi'zhi'huan'shu 永久起搏器置换术
'yong'jiu'qi'bo'qi'zhi'ru'shu 永久起搏器置入术
'yong'jiu'xing'qi'guan'qie'kai'shu 永久性气管切开术
'yong'jiu'xing'wei'zao'kou'shu 永久性胃造口术
'you'ban'gan'qie'chu'shu 右半肝切除术
'you'ban'jie'chang'gen'zhi'xing'qie'chu'shu 右半结肠根治性切除术
'you'ban'jie'chang'gu'xi'xing'qie'chu'shu 右半结肠姑息性切除术
'you'ban'jie'chang'qie'chu'shu 右半结肠切除术
'you'fang'you'shi'yi'chang'tong'dao'xiu'bu'shu 右房右室异常通道修补术
'you'li'jian'pian'fa'qu'ji'jian'hua'che'chong'jian'shu 游离腱片法屈肌腱滑车重建术
'you'li'pi'ban'yi'zhi'yan'jian'chong'jian'shu 游离皮瓣移植眼睑重建术
'you'men'cheng'xing'shu 幽门成形术
'you'men'huan'ji'ceng'qie'kai'shu 幽门环肌层切开术
'you'men'ji'ceng'qie'kai'shu 幽门肌层切开术
'you'men'qie'kai'kuo'zhang'shu 幽门切开扩张术
'you'shi'liu'chu'dao'bu'pian'xiu'bu'shu 右室流出道补片修补术
'you'shi'liu'chu'dao'shu'tong'shu 右室流出道疏通术
'you'xi'jing'shen'liao'fa 游戏精神疗法
'you'xin'dao'guan'jian'cha 右心导管检查
'you'xin'fang'zao'ying 右心房造影
'you'xin'shi'dong'mai'yuan'zhui'qie'chu'shu 右心室动脉圆椎切除术
'you'xin'shi'zao'ying 右心室造影
'yu'gong'zhe'wu'guan'de'huo'ti'yi'zhi 与供者无关的活体移植
'yu'gong'zhe'you'guan'de'huo'ti'yi'zhi 与供者有关的活体移植
'yu'ji'jian'xi'qie'kai'yin'liu'shu 鱼际间隙切开引流术
'yu'le'liao'fa 娱乐疗法
'yu'yan'zhang'ai'xun'lian 语言障碍训练
'yuan'chuang'xiu'bu'shu 圆窗修补术
'yuan'ren'dai'bing'sun'qie'chu'shu 圆韧带病损切除术
'yuan'ren'dai'suo'duan'shu 圆韧带缩短术
'yuan'ren'dai'xuan'diao'shu 圆韧带悬吊术
'yuan'wai'hui'zhen 院外会诊
'yue'jing'chou'xi'shu 月经抽吸术
'yun'dong'fan'wei'shi'yan 运动范围试验
'yun'dong'shen'jing'qie'duan'shu 运动神经切断术
'zai'pou'fu'tan'cha'shu 再剖腹探查术
'zan'shi'xing'qi'guan'qie'kai'shu 暂时性气管切开术
'zan'shi'xing'wei'zao'kou'shu 暂时性胃造口术
'zao'kou'pang'shan'xiu'bu'shu 造口旁疝修补术
'zao'kou'qiang'nei'yi'wu'qu'chu 造口腔内异物去除
'zeng'zhi'mo'qie'chu'shu 增殖膜切除术
'zhang'ban'jin'suo'shu 掌板紧缩术
'zhang'gu'bing'sun'qie'chu'shu 掌骨病损切除术
'zhang'gu'bu'fen'qie'chu'shu 掌骨部分切除术
'zhang'gu'cheng'xing'shu 掌骨成形术
'zhang'gu'gang'ban'nei'gu'ding'shu 掌骨钢板内固定术
'zhang'gu'gang'si'nei'gu'ding'shu 掌骨钢丝内固定术
'zhang'gu'gang'zhen'nei'gu'ding'shu 掌骨钢针内固定术
'zhang'gu'gu'zhe'bi'he'fu'wei'gang'zhen'nei'gu'ding'shu 掌骨骨折闭合复位钢针内固定术
'zhang'gu'gu'zhe'bi'he'fu'wei'luo'ding'nei'gu'ding'shu 掌骨骨折闭合复位螺钉内固定术
'zhang'gu'gu'zhe'bi'he'fu'wei'shu 掌骨骨折闭合复位术
'zhang'gu'gu'zhe'qie'kai'fu'wei'gang'ban'nei'gu'ding'shu 掌骨骨折切开复位钢板内固定术
'zhang'gu'gu'zhe'qie'kai'fu'wei'gang'zhen'nei'gu'ding'shu 掌骨骨折切开复位钢针内固定术
'zhang'gu'gu'zhe'qie'kai'fu'wei'luo'ding'nei'gu'ding'shu 掌骨骨折切开复位螺钉内固定术
'zhang'gu'gu'zhe'qie'kai'fu'wei'shu 掌骨骨折切开复位术
'zhang'gu'kai'fang'xing'gu'zhe'qing'chuang'shu 掌骨开放性骨折清创术
'zhang'gu'luo'ding'nei'gu'ding'shu 掌骨螺钉内固定术
'zhang'gu'nei'gu'ding'wu'qu'chu'shu 掌骨内固定物取出术
'zhang'gu'ren'gong'gu'zhi'gu'shu 掌骨人工骨植骨术
'zhang'gu'si'gu'qu'chu'shu 掌骨死骨去除术
'zhang'gu'sui'nei'zhen'nei'gu'ding'shu 掌骨髓内针内固定术
'zhang'gu'wai'gu'ding'jia'qu'chu'shu 掌骨外固定架去除术
'zhang'gu'wai'gu'ding'shu 掌骨外固定术
'zhang'gu'xie'xing'jie'gu'shu 掌骨楔形截骨术
'zhang'gu'yan'chang'shu 掌骨延长术
'zhang'gu'zhe'gu'shu 掌骨折骨术
'zhang'gu'zhi'gu'shu 掌骨植骨术
'zhang'jian'xi'qie'kai'yin'liu'shu 掌间隙切开引流术
'zhang'jin'mo'qie'duan'shu 掌筋膜切断术
'zhang'li'huan'feng'he'shu 张力环缝合术
'zhang'li'huan'zhi'ru'shu 张力环植入术
'zhang'luan'suo'song'jie'shu 掌挛缩松解术
'zhang'wan'guan'jie'gu'ding'shu 掌腕关节固定术
'zhang'zai'zhi'shu 掌再植术
'zhang'zhi'guan'jie'cheng'xing'shu 掌指关节成形术
'zhang'zhi'guan'jie'cheng'xing'shu'ban'zhi'ru 掌指关节成形术伴植入
'zhang'zhi'guan'jie'gu'ding'shu 掌指关节固定术
'zhang'zhi'guan'jie'li'duan'shu 掌指关节离断术
'zhao'feng'er'jiao'zheng'shu 招风耳矫正术
'zhao'xing'zhi'jiao'zheng'shu 爪形趾矫正术
'zhen'dao'zhi'liao 针刀治疗
'zhen'duan'xing'gua'gong 诊断性刮宫
'zhen'duan'xing'yang'mo'qiang'chuan'ci 诊断性羊膜腔穿刺
'zhen'jiu 针灸
'zhen'ma 针麻
'zhen'xia'shen'jing'jian'ya'shu 枕下神经减压术
'zheng'dian'ya'fang'she'zhi'liao 正电压放射治疗
'zheng'zhong'shen'jing'feng'he'shu 正中神经缝合术
'zheng'zhong'shen'jing'song'jie'shu 正中神经松解术
'zheng'zhong'shen'jing'tan'cha'shu 正中神经探查术
'zheng'zhong'shen'jing'wen'he'shu 正中神经吻合术
'zheng'zhong'shen'jing'xiu'zheng'shu 正中神经修正术
'zheng'zhong'shen'jing'yi'wei'shu 正中神经移位术
'zheng'zhuang'zi'ping'ce'yan 症状自评测验
'zhi'can'duan'mu'hua'shu 指残端拇化术
'zhi'chang'an'mo 直肠按摩
'zhi'chang'bing'sun'dian'ning'shu 直肠病损电凝术
'zhi'chang'bing'sun'dian'qie'shu 直肠病损电切术
'zhi'chang'bing'sun'gen'zhi'xing'dian'ning'gu'shu 直肠病损根治性电凝固术
'zhi'chang'bing'sun'ji'guang'qie'chu'shu 直肠病损激光切除术
'zhi'chang'bing'sun'qie'chu'shu 直肠病损切除术
'zhi'chang'bu'fen'qie'chu'shu 直肠部分切除术
'zhi'chang'chao'sheng'jian'cha 直肠超声检查
'zhi'chang'chong'xi 直肠冲洗
'zhi'chang'dai'pang'guang'shu 直肠代膀胱术
'zhi'chang'dao'guan'cha'ru 直肠导管插入
'zhi'chang'dao'guan'qu'chu 直肠导管去除
'zhi'chang'dao'guan'zhi'huan 直肠导管置换
'zhi'chang'di'gu'shang'xuan'diao'shu 直肠骶骨上悬吊术
'zhi'chang'fu'hui'yin'tuo'chu'qie'chu'shu 直肠腹会阴拖出切除术
'zhi'chang'gang'men'kuo'yue'ji'chan'ke'lie'shang'xiu'bu'shu 直肠肛门括约肌产科裂伤修补术
'zhi'chang'gen'zhi'shu 直肠根治术
'zhi'chang'gu'ding'shu 直肠固定术
'zhi'chang'hou'bi'bing'sun'qie'chu'shu 直肠后壁病损切除术
'zhi'chang'hou'bu'qie'chu'shu 直肠后部切除术
'zhi'chang'huo'zu'zhi'jian'cha 直肠活组织检查
'zhi'chang'jing'xia'gang'men'bing'sun'qie'chu'shu 直肠镜下肛门病损切除术
'zhi'chang'kuo'zhang 直肠扩张
'zhi'chang'lou'xiu'bu'shu 直肠瘘修补术
'zhi'chang'nei'tuo'chu'qie'chu'shu 直肠内拖出切除术
'zhi'chang'nei'yi'wu'qu'chu 直肠内异物去除
'zhi'chang'nian'mo'xia'huan'qie'shu 直肠粘膜下环切术
'zhi'chang'nian'mo'xuan'diao'shu 直肠粘膜悬吊术
'zhi'chang'pang'guang'yin'dao'lou'qie'chu'shu 直肠膀胱阴道瘘切除术
'zhi'chang'peng'chu'xiu'bu'shu 直肠膨出修补术
'zhi'chang'po'lie'xiu'bu'shu 直肠破裂修补术
'zhi'chang'qian'qie'chu'ban'jie'chang'zao'kou'shu 直肠前切除伴结肠造口术
'zhi'chang'qian'qie'chu'shu 直肠前切除术
'zhi'chang'qie'chu'shu 直肠切除术
'zhi'chang'qie'kai'tan'cha'shu 直肠切开探查术
'zhi'chang'qie'kai'yin'liu'shu 直肠切开引流术
'zhi'chang'quan'bu'qie'chu'shu 直肠全部切除术
'zhi'chang'tian'sai 直肠填塞
'zhi'chang'tuo'chui'de'luo'mu'xiu'bu'shu 直肠脱垂德洛姆修补术
'zhi'chang'tuo'chui'li'pu'si'tan'xiu'bu'shu 直肠脱垂里普斯坦修补术
'zhi'chang'tuo'chui'shou'fa'fu'wei 直肠脱垂手法复位
'zhi'chang'tuo'chui'xuan'diao'shu 直肠脱垂悬吊术
'zhi'chang'tuo'chui'zhu'she'shu 直肠脱垂注射术
'zhi'chang'xi'rou'qie'chu'shu 直肠息肉切除术
'zhi'chang'xia'zhai'qie'kai'shu 直肠狭窄切开术
'zhi'chang'xiu'bu'shu 直肠修补术
'zhi'chang'ya'li'ce'ding 直肠压力测定
'zhi'chang'yi'zhuang'jie'chang'bu'fen'qie'chu'shu 直肠乙状结肠部分切除术
'zhi'chang'yi'zhuang'jie'chang'qie'chu'shu 直肠乙状结肠切除术
'zhi'chang'yin'dao'ge'mo'qie'kai'shu 直肠阴道隔膜切开术
'zhi'chang'yin'dao'ge'qie'chu'shu 直肠阴道隔切除术
'zhi'chang'yin'dao'lou'xiu'bu'shu 直肠阴道瘘修补术
'zhi'chang'zao'kou'bi'he'shu 直肠造口闭合术
'zhi'chang'zao'kou'shu 直肠造口术
'zhi'chang'zhi'chang'wen'he'shu 直肠直肠吻合术
'zhi'chang'zhi'jian 直肠指检
'zhi'chang'zhou'wei'lou'guan'xiu'bu'shu 直肠周围瘘管修补术
'zhi'chang'zhou'wei'zu'zhi'huo'zu'zhi'jian'cha 直肠周围组织活组织检查
'zhi'chang'zi'gong'xian'ao'bing'sun'qie'chu'shu 直肠子宫陷凹病损切除术
'zhi'chang'zi'gong'xian'ao'feng'bi'shu 直肠子宫陷凹封闭术
'zhi'chi'xing'yu'yan'jing'shen'liao'fa 支持性语言精神疗法
'zhi'dao'mang'ren'shi'yong'dao'mang'quan 指导盲人使用导盲犬
'zhi'dian'zhuo'shu 痔电灼术
'zhi'fang'dian'qie'chu'shu 脂肪垫切除术
'zhi'fang'qie'chu'shu 脂肪切除术
'zhi'fu'wei'shu 痔复位术
'zhi'gu'bing'sun'qie'chu'shu 指骨病损切除术
'zhi'gu'bing'sun'qie'chu'shu 趾骨病损切除术
'zhi'gu'bing'sun'qie'chu'shu 跖骨病损切除术
'zhi'gu'bu'fen'qie'chu'shu 指骨部分切除术
'zhi'gu'bu'fen'qie'chu'shu 趾骨部分切除术
'zhi'gu'cheng'xing'shu 跖骨成形术
'zhi'gu'duan'suo'shu 指骨短缩术
'zhi'gu'duan'suo'shu 趾骨短缩术
'zhi'gu'gang'ban'nei'gu'ding'shu 指骨钢板内固定术
'zhi'gu'gang'ban'nei'gu'ding'shu 趾骨钢板内固定术
'zhi'gu'gang'ban'nei'gu'ding'shu 跖骨钢板内固定术
'zhi'gu'gang'zhen'nei'gu'ding'shu 指骨钢针内固定术
'zhi'gu'gang'zhen'nei'gu'ding'shu 趾骨钢针内固定术
'zhi'gu'gang'zhen'nei'gu'ding'shu 跖骨钢针内固定术
'zhi'gu'gu'zhe'bi'he'fu'wei'gang'zhen'nei'gu'ding'shu 指骨骨折闭合复位钢针内固定术
'zhi'gu'gu'zhe'bi'he'fu'wei'gang'zhen'nei'gu'ding'shu 趾骨骨折闭合复位钢针内固定术
'zhi'gu'gu'zhe'bi'he'fu'wei'gang'zhen'nei'gu'ding'shu 跖骨骨折闭合复位钢针内固定术
'zhi'gu'gu'zhe'bi'he'fu'wei'luo'ding'nei'gu'ding'shu 指骨骨折闭合复位螺钉内固定术
'zhi'gu'gu'zhe'bi'he'fu'wei'luo'ding'nei'gu'ding'shu 跖骨骨折闭合复位螺钉内固定术
'zhi'gu'gu'zhe'bi'he'fu'wei'shu 指骨骨折闭合复位术
'zhi'gu'gu'zhe'bi'he'fu'wei'shu 趾骨骨折闭合复位术
'zhi'gu'gu'zhe'bi'he'fu'wei'shu 跖骨骨折闭合复位术
'zhi'gu'gu'zhe'qie'kai'fu'wei'gang'ban'nei'gu'ding'shu 指骨骨折切开复位钢板内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'gang'ban'nei'gu'ding'shu 跖骨骨折切开复位钢板内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'gang'zhen'nei'gu'ding'shu 指骨骨折切开复位钢针内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'gang'zhen'nei'gu'ding'shu 趾骨骨折切开复位钢针内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'gang'zhen'nei'gu'ding'shu 跖骨骨折切开复位钢针内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'luo'ding'nei'gu'ding'shu 指骨骨折切开复位螺钉内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'luo'ding'nei'gu'ding'shu 趾骨骨折切开复位螺钉内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'luo'ding'nei'gu'ding'shu 跖骨骨折切开复位螺钉内固定术
'zhi'gu'gu'zhe'qie'kai'fu'wei'shu 指骨骨折切开复位术
'zhi'gu'gu'zhe'qie'kai'fu'wei'shu 趾骨骨折切开复位术
'zhi'gu'gu'zhe'qie'kai'fu'wei'shu 跖骨骨折切开复位术
'zhi'gu'huo'zu'zhi'jian'cha 指骨活组织检查
'zhi'gu'jiao'zheng'shu 趾骨矫正术
'zhi'gu'kai'fang'xing'gu'zhe'qing'chuang'shu 指骨开放性骨折清创术
'zhi'gu'kai'fang'xing'gu'zhe'qing'chuang'shu 趾骨开放性骨折清创术
'zhi'gu'kai'fang'xing'gu'zhe'qing'chuang'shu 跖骨开放性骨折清创术
'zhi'gu'luo'ding'nei'gu'ding'shu 指骨螺钉内固定术
'zhi'gu'luo'ding'nei'gu'ding'shu 趾骨螺钉内固定术
'zhi'gu'luo'ding'nei'gu'ding'shu 跖骨螺钉内固定术
'zhi'gu'nei'gu'ding'wu'qu'chu'shu 指骨内固定物取出术
'zhi'gu'nei'gu'ding'wu'qu'chu'shu 趾骨内固定物取出术
'zhi'gu'nei'gu'ding'wu'qu'chu'shu 跖骨内固定物取出术
'zhi'gu'qie'chu'shu 指骨切除术
'zhi'gu'qie'chu'shu 趾骨切除术
'zhi'gu'qie'chu'shu 跖骨切除术
'zhi'gu'si'gu'qu'chu'shu 指骨死骨去除术
'zhi'gu'si'gu'qu'chu'shu 趾骨死骨去除术
'zhi'gu'si'gu'qu'chu'shu 跖骨死骨去除术
'zhi'gu'sui'nei'zhen'nei'gu'ding'shu 指骨髓内针内固定术
'zhi'gu'sui'nei'zhen'nei'gu'ding'shu 趾骨髓内针内固定术
'zhi'gu'sui'nei'zhen'nei'gu'ding'shu 跖骨髓内针内固定术
'zhi'gu'wai'gu'ding'jia'qu'chu'shu 指骨外固定架去除术
'zhi'gu'wai'gu'ding'jia'qu'chu'shu 趾骨外固定架去除术
'zhi'gu'wai'gu'ding'jia'qu'chu'shu 跖骨外固定架去除术
'zhi'gu'wai'gu'ding'shu 指骨外固定术
'zhi'gu'wai'gu'ding'shu 趾骨外固定术
'zhi'gu'wai'gu'ding'shu 跖骨外固定术
'zhi'gu'xie'xing'jie'gu'shu 指骨楔形截骨术
'zhi'gu'xie'xing'jie'gu'shu 趾骨楔形截骨术
'zhi'gu'xie'xing'jie'gu'shu 跖骨楔形截骨术
'zhi'gu'xiu'bu'shu 指骨修补术
'zhi'gu'yan'chang'shu 指骨延长术
'zhi'gu'yan'chang'shu 跖骨延长术
'zhi'gu'zhe'gu'shu 指骨折骨术
'zhi'gu'zhe'gu'shu 跖骨折骨术
'zhi'gu'zhi'gu'shu 指骨植骨术
'zhi'gu'zhi'gu'shu 趾骨植骨术
'zhi'guan'jie'bing'sun'qie'chu'shu 指关节病损切除术
'zhi'guan'jie'bing'sun'qie'chu'shu 趾关节病损切除术
'zhi'guan'jie'hua'mo'qie'chu'shu 指关节滑膜切除术
'zhi'guan'jie'hua'mo'qie'chu'shu 趾关节滑膜切除术
'zhi'guan'jie'huo'zu'zhi'jian'cha 指关节活组织检查
'zhi'guan'jie'jia'ti'qu'chu'shu 指关节假体取出术
'zhi'guan'jie'jia'ti'qu'chu'shu 趾关节假体取出术
'zhi'guan'jie'jing'jian'cha 指关节镜检查
'zhi'guan'jie'jing'jian'cha 趾关节镜检查
'zhi'guan'jie'jing'xia'bing'sun'qie'chu'shu 指关节镜下病损切除术
'zhi'guan'jie'jing'xia'hua'mo'qie'chu'shu 趾关节镜下滑膜切除术
'zhi'guan'jie'jing'xia'zhi'guan'jie'hua'mo'qie'chu'shu 跖关节镜下跖关节滑膜切除术
'zhi'guan'jie'li'duan'shu 指关节离断术
'zhi'guan'jie'li'duan'shu 趾关节离断术
'zhi'guan'jie'nang'song'jie'shu 指关节囊松解术
'zhi'guan'jie'qie'kai'shu 指关节切开术
'zhi'guan'jie'qie'kai'shu 趾关节切开术
'zhi'guan'jie'rong'he'shu 趾关节融合术
'zhi'guan'jie'song'jie'shu 指关节松解术
'zhi'guan'jie'song'jie'shu 趾关节松解术
'zhi'guan'jie'song'jie'shu 跖关节松解术
'zhi'guan'jie'tuo'wei'bi'he'fu'wei'shu 指关节脱位闭合复位术
'zhi'guan'jie'tuo'wei'bi'he'fu'wei'shu 趾关节脱位闭合复位术
'zhi'guan'jie'tuo'wei'bi'he'fu'wei'shu 跖关节脱位闭合复位术
'zhi'guan'jie'tuo'wei'qie'kai'fu'wei'shu 指关节脱位切开复位术
'zhi'guan'jie'tuo'wei'qie'kai'fu'wei'shu 趾关节脱位切开复位术
'zhi'guan'jie'zhi'huan'shu 指关节置换术
'zhi'guan'jie'zhi'huan'shu 趾关节置换术
'zhi'huan'dao'niao'guan 置换导尿管
'zhi'ji'jian'feng'he'shu 趾肌腱缝合术
'zhi'jia'bi'shu 痔夹闭术
'zhi'jia'xiang'bi'shu 支架象鼻术
'zhi'jian'guan'jie'cheng'xing'shu 指间关节成形术
'zhi'jian'guan'jie'cheng'xing'shu'ban'zhi'ru 指间关节成形术伴植入
'zhi'jian'guan'jie'gu'ding'shu 指间关节固定术
'zhi'jian'shen'jing'song'jie'shu 趾间神经松解术
'zhi'jian'shen'jing'song'jie'shu 跖间神经松解术
'zhi'jie'duan'shu 趾截断术
'zhi'jie'za'shu 痔结扎术
'zhi'jin'mo'qie'duan'shu 跖筋膜切断术
'zhi'leng'dong'shu 痔冷冻术
'zhi'liao'xing'wu'zhi'zhu'ru'gao'wan 治疗性物质注入睾丸
'zhi'pi'fu'you'li'yi'zhi'shu 指皮肤游离移植术
'zhi'qi'guan'bi'he'xing'huo'zu'zhi'jian'cha 支气管闭合性活组织检查
'zhi'qi'guan'bing'sun'qie'chu'shu 支气管病损切除术
'zhi'qi'guan'bu'fen'qie'chu'shu 支气管部分切除术
'zhi'qi'guan'cheng'xing'shu 支气管成形术
'zhi'qi'guan'dong'mai'shuan'sai'shu 支气管动脉栓塞术
'zhi'qi'guan'dong'mai'zao'ying 支气管动脉造影
'zhi'qi'guan'gen'zhi'xing'qing'sao'shu 支气管根治性清扫术
'zhi'qi'guan'guan'xi 支气管灌洗
'zhi'qi'guan'jie'za'shu 支气管结扎术
'zhi'qi'guan'jing'xia'fei'huo'zu'zhi'jian'cha 支气管镜下肺活组织检查
'zhi'qi'guan'jing'xia'zhi'qi'guan'bing'sun'leng'dong'shu 支气管镜下支气管病损冷冻术
'zhi'qi'guan'jing'xia'zhi'qi'guan'bing'sun'qie'chu'shu 支气管镜下支气管病损切除术
'zhi'qi'guan'kuo'zhang'shu 支气管扩张术
'zhi'qi'guan'lie'shang'feng'he'shu 支气管裂伤缝合术
'zhi'qi'guan'nei'yi'wu'qu'chu 支气管内异物去除
'zhi'qi'guan'qie'chu'shu 支气管切除术
'zhi'qi'guan'qie'kai'yi'wu'qu'chu'shu 支气管切开异物取出术
'zhi'qi'guan'xiong'mo'lou'bi'he'shu 支气管胸膜瘘闭合术
'zhi'qi'guan'xiu'xing'qie'chu'shu 支气管袖形切除术
'zhi'qi'guan'zao'kou'shu 支气管造口术
'zhi'qi'guan'zao'ying 支气管造影
'zhi'qie'chu'ban'gang'men'cheng'xing'shu 痔切除伴肛门成形术
'zhi'qie'chu'shu 痔切除术
'zhi'ru'jiao'mo'qu'chu'shu 植入角膜去除术
'zhi'ru'liang'ge'xue'guan'zhi'jia 置入两个血管支架
'zhi'ru'san'ge'xue'guan'zhi'jia 置入三个血管支架
'zhi'ru'si'ge'xue'guan'zhi'jia 置入四个血管支架
'zhi'ru'si'ge'yi'shang'xue'guan'zhi'jia 置入四个以上血管支架
'zhi'ru'yi'ge'xue'guan'zhi'jia 置入一个血管支架
'zhi'shen'jing'feng'he'shu 指神经缝合术
'zhi'shen'jing'qie'duan'shu 指神经切断术
'zhi'shen'jing'qie'duan'shu 趾神经切断术
'zhi'shen'jing'tan'cha'shu 指神经探查术
'zhi'shen'jing'wen'he'shu 指神经吻合术
'zhi'shen'jing'yi'wei'shu 指神经移位术
'zhi'shen'qian'qu'ji'jian'jiao'cha'yan'chang'shu 指深浅屈肌腱交叉延长术
'zhi'shi'xia'da'chang'huo'zu'zhi'jian'cha 直视下大肠活组织检查
'zhi'shi'xia'dan'guan'huo'zu'zhi'jian'cha 直视下胆管活组织检查
'zhi'shi'xia'dan'nang'huo'zu'zhi'jian'cha 直视下胆囊活组织检查
'zhi'shi'xia'er'jian'ban'qie'kai'kuo'zhang'shu 直视下二尖瓣切开扩张术
'zhi'shi'xia'er'jian'ban'xiu'bu'shu 直视下二尖瓣修补术
'zhi'shi'xia'fei'bing'sun'she'pin'xiao'rong'shu 直视下肺病损射频消融术
'zhi'shi'xia'fei'dong'mai'ban'cheng'xing'shu 直视下肺动脉瓣成形术
'zhi'shi'xia'fei'dong'mai'ban'qie'kai'kuo'zhang'shu 直视下肺动脉瓣切开扩张术
'zhi'shi'xia'fei'huo'zu'zhi'jian'cha 直视下肺活组织检查
'zhi'shi'xia'gan'huo'zu'zhi'jian'cha 直视下肝活组织检查
'zhi'shi'xia'gao'wan'huo'zu'zhi'jian'cha 直视下睾丸活组织检查
'zhi'shi'xia'guan'zhuang'dong'mai'nei'mo'qie'chu'shu 直视下冠状动脉内膜切除术
'zhi'shi'xia'hou'huo'zu'zhi'jian'cha 直视下喉活组织检查
'zhi'shi'xia'jia'zhuang'xian'huo'zu'zhi'jian'cha 直视下甲状腺活组织检查
'zhi'shi'xia'jing'nang'huo'zu'zhi'jian'cha 直视下精囊活组织检查
'zhi'shi'xia'lu'shen'jing'huo'zu'zhi'jian'cha 直视下颅神经活组织检查
'zhi'shi'xia'luan'chao'huo'zu'zhi'jian'cha 直视下卵巢活组织检查
'zhi'shi'xia'nao'huo'zu'zhi'jian'cha 直视下脑活组织检查
'zhi'shi'xia'nao'mo'huo'zu'zhi'jian'cha 直视下脑膜活组织检查
'zhi'shi'xia'pang'guang'huo'zu'zhi'jian'cha 直视下膀胱活组织检查
'zhi'shi'xia'pi'huo'zu'zhi'jian'cha 直视下脾活组织检查
'zhi'shi'xia'qi'guan'huo'zu'zhi'jian'cha 直视下气管活组织检查
'zhi'shi'xia'qian'lie'xian'huo'zu'zhi'jian'cha 直视下前列腺活组织检查
'zhi'shi'xia'ru'fang'huo'zu'zhi'jian'cha 直视下乳房活组织检查
'zhi'shi'xia'sai'xian'huo'zu'zhi'jian'cha 直视下腮腺活组织检查
'zhi'shi'xia'san'jian'ban'xiu'bu'shu 直视下三尖瓣修补术
'zhi'shi'xia'she'huo'zu'zhi'jian'cha 直视下舌活组织检查
'zhi'shi'xia'shen'huo'zu'zhi'jian'cha 直视下肾活组织检查
'zhi'shi'xia'shen'shang'xian'huo'zu'zhi'jian'cha 直视下肾上腺活组织检查
'zhi'shi'xia'shi'guan'huo'zu'zhi'jian'cha 直视下食管活组织检查
'zhi'shi'xia'shu'niao'guan'huo'zu'zhi'jian'cha 直视下输尿管活组织检查
'zhi'shi'xia'tuo'ye'xian'huo'zu'zhi'jian'cha 直视下唾液腺活组织检查
'zhi'shi'xia'wei'huo'zu'zhi'jian'cha 直视下胃活组织检查
'zhi'shi'xia'xiao'chang'huo'zu'zhi'jian'cha 直视下小肠活组织检查
'zhi'shi'xia'xin'zang'shou'shu'de'di'wen'liao'fa 直视下心脏手术的低温疗法
'zhi'shi'xia'yi'xian'huo'zu'zhi'jian'cha 直视下胰腺活组织检查
'zhi'shi'xia'zhi'chang'huo'zu'zhi'jian'cha 直视下直肠活组织检查
'zhi'shi'xia'zhi'qi'guan'huo'zu'zhi'jian'cha 直视下支气管活组织检查
'zhi'shi'xia'zhou'wei'shen'jing'huo'zu'zhi'jian'cha 直视下周围神经活组织检查
'zhi'shi'xia'zhu'dong'mai'ban'xiu'bu'shu 直视下主动脉瓣修补术
'zhi'shi'xia'zi'gong'huo'zu'zhi'jian'cha 直视下子宫活组织检查
'zhi'shi'xia'zi'gong'ren'dai'huo'zu'zhi'jian'cha 直视下子宫韧带活组织检查
