'a'fei 阿斐
'yong'qin'dan'you'ya'de'sheng'yin 用琴弹幽雅的声音
'yong'qin'he'shi'ge'de'sheng'yin 用琴和诗歌的声音
'yong'shan'dao'jiao'xun'ren 用善道教训人
'yong'sheng 永生
'yong'sheng'de'ye'he'hua 永生的耶和华
'yong'sheng'shang'di'de'jiao'hui 永生上帝的教会
'yong'sheng'shen 永生神
'yong'shi 勇士
'yong'shi'bu'neng'yin'li'da'de'jiu 勇士不能因力大得救
'yong'shi'de'fang'wu 勇士的房屋
'yong'shi'wu'jin 永世无尽
'yong'shi'xian'de'yue'qi'he'se 用十弦的乐器和瑟
'yong'shi'xian'se'ge'song'ta 用十弦瑟歌颂他
'yong'wo'de'sheng'gao'gao'ta 用我的圣膏膏他
'yong'wo'quan'li'ai'ni 用我全力爱你
'yong'wo'quan'xin'quan'yi 用我全心全意
'yong'xie'zhong'sheng'tong'xiang'guang'rong 永偕众圣同享光荣
'yong'xing 永刑
'yong'yong'yuan'yuan'cheng'xie'bu'yi 永永远远称谢不已
'yong'yong'yuan'yuan'zan'mei'bu'ting 永永远远赞美不停
'yong'yuan'bu'bian'de'ying'xu 永远不变的应许
'yong'yuan'de 永远的
'yong'yuan'de'jiu'shu 永远得救赎
'yong'yuan'she'mian'yong'shi'en 永远赦免永施恩
'yong'yuan'zai'ni'huai'bao'zhong 永远在你怀抱中
'yong'yuan'zhu'fu'yong'shou'zun'rong 永远祝福永受尊荣
'yong'zai'yi'wan'chun 永在亿万春
'yong'zan'mei'da'kai'cheng'men 用赞美打开城门
'yong'zhang'ze'fa'ta'men'de'guo'fan 用杖责罚他们的过犯
'you'a'die 友阿爹
'you'ba 犹八
'you'bu'luo 友布罗
'you'chou'bian'xi'le 忧愁变喜乐
'you'chou'bu'zai 忧愁不再
'you'da 犹大
'you'da'ba'sa'ba 犹大巴撒巴
'you'da'de'ba'la 犹大的巴拉
'you'da'de'bie'shi'ba 犹大的别是巴
'you'da'de'cheng'yi'ye'dou'kuai'le 犹大的城邑也都快乐
'you'da'fen'rui'dang 犹大奋锐党
'you'da'guo 犹大国
'you'da'jia'li'li'ren 犹大加利利人
'you'da'jing'jie 犹大境界
'you'da'lie'wang'ji 犹大列王记
'you'da'ma'jia'bi 犹大马加比
'you'da'shu 犹大书
'you'da'wang 犹大王
'you'da'wang'ya'sa 犹大王亚撒
'you'da'wang'yue'sha'fa 犹大王约沙法
'you'da'ya'ge'zhi'zi 犹大雅各之子
'you'da'zhi'xiong'di 犹大之兄弟
'you'dang'cun'zhan'jing'er'kuai'le 又当存战兢而快乐
'you'di 犹滴
'you'en'dian'he'ci'ai 有恩典和慈爱
'you'fa'la 幼发拉
'you'fu 有福
'you'fu'de'ren 有福的人
'you'gan'hua'wo'xin'ha'li'lu'ya 又感化我心哈利路亚
'you'ge'qian'nian'bu'bian'dao'li 有个千年不变道理
'you'guang'liang'lai'yin'dao'fang'xiang 有光亮来引导方向
'you'jia 犹甲
'you'la'ge'luo 友拉革罗
'you'le'ye'su'cai'you'ping'an 有了耶稣才有平安
'you'lie'huo'zai'ta'qian'tou'xing 有烈火在他前头行
'you'liu 犹流
'you'lv 忧虑
'you'mo'xi'he'ya'lun 有摩西和亚伦
'you'neng'li'yu'hua'mei'zai'ta'sheng'suo 有能力与华美在他圣所
'you'ni'ji 友尼基
'you'ni'ya 犹尼亚
'you'ni'yin'dao'wo'bu'zai'pang'huang 有你引导我不再彷徨
'you'ping'an'sui'wo'yi'shi'ren 有平安随我一世人
'you'qiu'jie'meng'zhu'en'dian 有求皆蒙主恩典
'you'quan'bing'shen'pan'yi'qie'zui'e 有权柄审判一切罪恶
'you'quan'neng'chuang'zao'yu'zhou'wan'wu 有权能创造宇宙万物
'you'quan'wei'rong'guang'you'en'dian'ci'ai 有权威荣光有恩典慈爱
'you'ru'yue'liang'yong'yuan'jian'li 又如月亮永远坚立
'you'sa'mu'er 有撒母耳
'you'sha'hai'gu'er 又杀害孤儿
'you'shi'dou 犹士都
'you'shi'jiao'wo'tai'qi'tou'de'shen 又是叫我抬起头的神
'you'shi'jiao'wo'tai'qi'tou'lai'de 又是叫我抬起头来的
'you'shi'lao'ku'xin'zhong'shi'wang 有时劳苦心中失望
'you'shi'ta'meng'xiu'xi'la 又使他蒙羞细拉
'you'shi'tian'tian'xiang'e'ren'fa'nu'de'shen 又是天天向恶人发怒的神
'you'shi'wo'reng'hui'ruan'ruo 有时我仍会软弱
'you'shi'yi'lai 有世以来
'you'shou'shen'dao'he'shang 右手伸到河上
'you'shui'neng'ca'gan'wo'yan'lei 有谁能擦干我眼泪
'you'shui'neng'dai'gei'wo'an'wei 有谁能带给我安慰
'you'si'ding 游斯丁
'you'tai 犹太
'you'tai'de'guan'zhang 犹太的官长
'you'tai'jiao 犹太教
'you'tai'jiao'tu 犹太教徒
'you'tai'ren 犹太人
'you'tai'ren'de'shou'ling 犹太人的首领
'you'tui'gu 犹推古
'you'xi'bi'wu 优西比乌
'you'xu'duo'ren'qi'lai'gong'ji'wo 有许多人起来攻击我
'you'xu'duo'ren'yi'lun'wo'shuo 有许多人议论我说
'you'yi'wei'shen 有一位神
'you'yi'wei'shen'wo'men'de'shen 有一位神我们的神
'you'yin'wo'yi'qie'de'di'ren'yan'jing'hun'hua 又因我一切的敌人眼睛昏花
'you'yuan'na'ai'ni'ming'de'ren 又愿那爱你名的人
'you'yuan'nv'ren'lian'chi'zi'shou 又愿女人廉耻自守
'you'zao'yu'lei'chong'man'hai'zhong 又造鱼类充满海中
'you'zhu'en'you'xin'ling'an'kang 有主恩佑心灵安康
'you'zi'yin 游子吟
'you'zun'rong'he'wei'yan'zai'ta'mian'qian 有尊荣和威严在他面前
'yu'bei'xi'le'shi'wei'zheng'zhi'ren 预备喜乐是为正直人
'yu'bei'xing'ge'yang'de'shan'shi 预备行各样的善事
'yu'biao 预表
'yu'ci'ai'sui'zhe'wo 与慈爱随着我
'yu'ding 预定
'yu'hou'de'qing'guang 雨后的晴光
'yu'jie'shi 与解释
'yu'jing'gu'shi 喻经故事
'yu'mei'ren 愚昧人
'yu'men 鱼门
'yu'ni'ge'jue'le 与你隔绝了
'yu'ni'tong'zai 与你同在
'yu'ni'you'yue'shi'yong'heng'de'yue 与你有约是永恒的约
'yu'pu'ren'suo'li'de'yue 与仆人所立的约
'yu'sha'xi'xi 于沙希悉
'yu'shen'shuai'jiao 与神摔跤
'yu'shen'tong'hang 与神同行
'yu'shen'tong'zai 与神同在
'yu'sheng'de 余剩的
'yu'ta'de'xiong'di 与他的兄弟
'yu'tian'geng'shi'ni 雨天更是你
'yu'wan'ren'ye'bu'ming'bai 愚顽人也不明白
'yu'xian'de'zhi'dao 预先的知道
'yu'xiang 预象
'yu'yan 预言
'yu'yan'hun'xiao 语言混淆
'yu'yue'jie 逾约节
'yu'yue'jie 逾越节
'yu'yue'jie'de'gao'yang 逾越节的羔羊
'yu'zhou'wan'you'jun'wang 宇宙万有君王
'yu'zhu'tong'e 与主同轭
'yuan'bi'shi'su'de'xu'tan 远避世俗的虚谈
'yuan'chao'wan'shen'zhi'shang 远超万神之上
'yuan'da'shui'pai'shou 愿大水拍手
'yuan'di'kuai'le 愿地快乐
'yuan'e'ren'de'e'duan'jue 愿恶人的恶断绝
'yuan'hai 愿海
'yuan'hai'he'qi'zhong 愿海和其中
'yuan'hu 园户
'yuan'mian'hei'an 渊面黑暗
'yuan'ni'ci'fu'gei'ni'de'bai'xing 愿你赐福给你的百姓
'yuan'ni'cong'qi'shang'gui'yu'gao'wei 愿你从其上归于高位
'yuan'ni'guo'jiang'lin 愿你国降临
'yuan'ni'guo'jiang'lin'ni'zhi'yi'cheng'quan 愿你国降临你旨意成全
'yuan'ni'jian'li'yi'ren 愿你坚立义人
'yuan'ni'zai'ta'men'xu'duo'de'guo'fan'zhong 愿你在他们许多的过犯中
'yuan'quan'di'dou'jing'wei'ye'he'hua 愿全地都敬畏耶和华
'yuan'shi'shang'de'ju'min'dou'ju'pa'ta 愿世上的居民都惧怕他
'yuan'shuai'an'li 元帅暗利
'yuan'ta'men'yin'zi'ji'de'ji'mou'die'dao 愿他们因自己的计谋跌倒
'yuan'tian'he'qi'zhong 愿田和其中
'yuan'tian'huan'xi 愿天欢喜
'yuan'wen'sheng'jing 原文圣经
'yuan'wo'de'dao'gao'da'dao'ni'mian'qian 愿我的祷告达到你面前
'yuan'xiao'hen'mie'yong'he'tong 怨消恨灭永和同
'yuan'yi'qie'shi'feng'diao'ke'de'ou'xiang 愿一切事奉雕刻的偶像
'yuan'zai'tian'di'xing'cheng'zhi'xian 远在天地形成之先
'yuan'zheng'zhi'bao'shou'wo 愿正直保守我
'yuan'zhong'hai'dao'huan'xi 愿众海岛欢喜
'yuan'zhong'min'de'hui'huan'rao'ni 愿众民的会环绕你
'yuan'zhu'ai'lai'jiao'guan'wo 愿主爱来浇灌我
'yuan'zhu'de'rong'guang 愿主的荣光
'yuan'zhu'shan 愿诸山
'yuan'zui 原罪
'yue'a'shi 约阿施
'yue'ba 约巴
'yue'bo 约伯
'yue'bo'ji 约伯记
'yue'bo'ji'quan'shi 约伯记诠释
'yue'dan 约但
'yue'dan 约旦
'yue'dan'gu 约旦谷
'yue'dan'he 约旦河
'yue'er 约珥
'yue'gui 约柜
'yue'guo'di'zhi'ji 越过地之极
'yue'ha'nan 约哈难
'yue'ha'shi 约哈施
'yue'ha'si 约哈斯
'yue'han 约翰
'yue'han'ben'ren 约翰本仁
'yue'han'de'peng'you 约翰的朋友
'yue'han'er'shu 约翰二书
'yue'han'fu'yin 约翰福音
'yue'han'fu'yin'xi'tong'cha'jing 约翰福音系统查经
'yue'han'hu'si 约翰胡司
'yue'han'jia'er'wen 约翰加尔文
'yue'han'niu'dun 约翰牛顿
'yue'han'san'shu 约翰三书
'yue'han'wei'ke'li'fu 约翰威克理夫
'yue'han'wei'si'li 约翰卫斯理
'yue'han'yi'shu 约翰一书
'yue'lan 约兰
'yue'ma'shu 约玛书
'yue'na 悦纳
'yue'na 约拿
'yue'na'da 约拿达
'yue'na'dan 约拿单
'yue'na'dan'ge'shun'zhi'zi 约拿单革舜之子
'yue'na'dan'sao'luo'zhi'zi 约拿单扫罗之子
'yue'na'dan'ya'na'zhi'zi 约拿单亚那之子
'yue'na'shu 约拿书
'yue'nian 约念
'yue'niang'guang'guang'zhao'xi'bian 月娘光光照溪边
'yue'pa 约帕
'yue'qi 乐器
'yue'sa'da 约萨答
'yue'se 约瑟
'yue'se'fu 约瑟夫
'yue'se'quan'jia 约瑟全家
'yue'se'ya'li'ma'tai'ren 约瑟亚利马太人
'yue'sha'fa 约沙法
'yue'shan 约珊
'yue'she'ba'she 约设巴设
'yue'shi'ba 约示巴
'yue'shu'ya 约书亚
'yue'shu'ya'ji 约书亚记
'yue'shu'ya'ji'si 约书亚祭司
'yue'shu'ya'mo'xi'de'zhu'shou 约书亚摩西的助手
'yue'shuo'jie 月朔节
'yue'tan 约坍
'yue'tan'you'da'zhi'wang 约坦犹大之王
'yue'tan'zhi'zi 约坦之子
'yue'ti'ba 约提巴
'yue'xi'jia 约西家
'yue'xi'ya 约西亚
'yue'ya 约押
'yue'ya'jin 约雅斤
'yue'ya'jing 约雅敬
'yue'ya'na 约亚拿
'yun'shang'de'tai'yang 云上的太阳
'yun'shang'tai'yang'ta'zong'bu'gai'bian 云上太阳它总不改变
'yun'zhu 云柱
'yun'zhu'yu'huo'zhu 云柱与火柱
'zai'ai'zhong'de'zi'you'shi'fang 在爱中得自由释放
'zai'ai'zhong'wu'ju'pa 在爱中无惧怕
'zai'ai'zhong'wu'shang'bei 在爱中无伤悲
'zai'da'jun'wang'ye'he'hua 在大君王耶和华
'zai'di'fan'ying'shu'tian'guang'mang 在地反映属天光芒
'zai'di'shang'ru'tong'zai'tian'shang 在地上如同在天上
'zai'di'shang'wo'bie'wu'juan'lian 在地上我别无眷恋
'zai'hai 灾害
'zai'hai'ye'bu'ai'jin'ni'de'zhang'peng 灾害也不挨近你的帐棚
'zai'hei'an'di'fang'zai'shen'chu 在黑暗地方在深处
'zai'hei'an'zui'e'zhong'pai'huai 在黑暗罪恶中徘徊
'zai'ji'du'li 在基督里
'zai'ji'du'li'dou'cheng'quan 在基督里都成全
'zai'jiao'hui 在教会
'zai'ke'xi'ma'ni'yuan 在客西马尼园
'zai'lie'bang'ren'yan'qian'xian'chu'gong'yi 在列邦人眼前显出公义
'zai'lie'bang'zhong'shu'shuo'ta'de'rong'yao 在列邦中述说他的荣耀
'zai'lie'nu'zhong'jing'xia'ta'men 在烈怒中惊吓他们
'zai'mo'ri 在末日
'zai'nan'shi'qi 灾难时期
'zai'ni'bao'zuo'qian 在你宝座前
'zai'ni'ci'ai'de'huai'bao 在你慈爱的怀抱
'zai'ni'da'neng'rong'yao'guang'zhong 在你大能荣耀光中
'zai'ni'huai'zhong'bi'bu'pa'zao'hai 在你怀中必不怕遭害
'zai'ni'lian'shang'de'guang'li'xing'zou 在你脸上的光里行走
'zai'ni'xing'de'yi'qie'dao'lu'shang 在你行的一切道路上
'zai'qiu'gao'ta'ming'de'ren'zhong 在求告他名的人中
'zai'rong'yao'de'jing'bai'li 在荣耀的敬拜里
'zai'shen'qian'cheng'yi 在神前称义
'zai'sheng'zhe'de'hui'zhong 在圣者的会中
'zai'shi'shang 在世上
'zai'ta'de'ji'si'zhong 在他的祭司中
'zai'ta'de'sheng'shan'xia'bai 在他的圣山下拜
'zai'ta'hao'wu'bu'yi 在他毫无不义
'zai'ta'jiao'deng'qian'xia'bai 在他脚凳前下拜
'zai'ta'li'mian 在他里面
'zai'tian'kong'shui'neng'bi'ye'he'hua'ne 在天空谁能比耶和华呢
'zai'tian'shang'wo'hai'neng'you'shui 在天上我还能有谁
'zai'tian'zhi'zhang'da'quan'neng 在天执掌大权能
'zai'wan'min'zhong'shu'shuo'ta'de'qi'shi 在万民中述说他的奇事
'zai'wang'ji'zhi'di'bei'zhi'dao'ma 在忘记之地被知道吗
'zai'wei'shang'xing'jian'e'de 在位上行奸恶的
'zai'wo'de'ge'sheng'li 在我的歌声里
'zai'wo'di'ren'mian'qian 在我敌人面前
'zai'wo'li'mian'ran'shao 在我里面燃烧
'zai'wo'sheng'ming'ru'tong'zai'tian'shang 在我生命如同在天上
'zai'wo'sheng'ming'zhong 在我生命中
'zai'wo'xin'zhong'dian'ran 在我心中点燃
'zai'wo'xin'zhong'geng'xin'bu'qiong 在我心中更新不穷
'zai'wu'shu'de'hei'ye'li 在无数的黑夜里
'zai'xiang'de'guan'wei 宰相的官位
'zai'ya'ge'zhong 在雅各中
'zai'ye'he'hua'de'shan'shang 在耶和华的山上
'zai'ye'he'hua'mian'qian'yi'tong'huan'hu 在耶和华面前一同欢呼
'zai'yin'jian'you'shui'cheng'xie'ni 在阴间有谁称谢你
'zai'you'an'li'bei'zhi'dao'ma 在幽暗里被知道吗
'zai'zhe'bei'ni'de'shi'dai 在这悖逆的世代
'zai'zhe'hui'an'de'tu'zhong 在这晦暗的途中
'zai'zhe'mei'li'de'shi'ke 在这美丽的时刻
'zai'zhen'dao'shang 在真道上
'zai'zhen'dao'shang'chun'quan'wu'ci 在真道上纯全无疵
'zai'zhu'ai'de'huai'bao'zhong 在主爱的怀抱中
'zai'zhu'qian'tong'xin'de'dao'gao 在主前同心的祷告
'zan'mei 赞美
'zan'mei'bao'hui'shi 赞美保惠师
'zan'mei'cheng'song'ta'ming'yong'bu'xi 赞美称颂他名永不息
'zan'mei'ci'bei'shen 赞美慈悲神
'zan'mei'de'qing'quan'ru'chun'yu'mu'yu 赞美的清泉如春雨沐浴
'zan'mei'de'yin'fu'ru'xue'hua'piao'yi 赞美的音符如雪花飘逸
'zan'mei'ji'du'yin'ai'jiang'sheng 赞美基督因爱降生
'zan'mei'rong'guang'jie'gui'yu'zhu 赞美荣光皆归于主
'zan'mei'san'yi'ge 赞美三一歌
'zan'mei'shang'zhu 赞美上主
'zan'mei'shang'zhu'an'pai'ye'jing 赞美上主安排夜景
'zan'mei'shang'zhu'chuang'zao'qun'shan 赞美上主创造群山
'zan'mei'shang'zhu'da'zai'hong'en 赞美上主大哉宏恩
'zan'mei'shang'zhu'fu'ni'hu'ni 赞美上主扶你护你
'zan'mei'shang'zhu'ge 赞美上主歌
'zan'mei'shang'zhu'guan'zhu'bai'chuan 赞美上主灌注百川
'zan'mei'shang'zhu'huan'xing'li'ming 赞美上主唤醒黎明
'zan'mei'shang'zhu'quan'neng'shen'ming 赞美上主全能神明
'zan'mei'shang'zhu'ru'ci'qi'miao 赞美上主如此奇妙
'zan'mei'shang'zhu'zhuang'shi'kong'jian 赞美上主装饰空间
'zan'mei'shen'yin'qi'yu'da'wei'li'yue 赞美神因其与大卫立约
'zan'mei'sheng'fu'sheng'zi'sheng'ling 赞美圣父圣子圣灵
'zan'mei'sheng'ling'da'fa'guang'ming 赞美圣灵大发光明
'zan'mei'shi 赞美诗
'zan'mei'shi'pian 赞美诗篇
'zan'mei'shu'wo'de'shen 赞美属我的神
'zan'mei'wo'sheng'fu 赞美我圣父
'zan'mei'wo'tian'fu 赞美我天父
'zan'mei'wo'zhu'gui'rong'wo'zhu 赞美我主归荣我主
'zan'mei'wo'zhu'wei'wo'di'mu 赞美我主为我地母
'zan'mei'wo'zhu'wei'wo'feng'di 赞美我主为我风弟
'zan'mei'wo'zhu'wei'wo'huo'you 赞美我主为我火友
'zan'mei'wo'zhu'wei'wo'ri'xiong 赞美我主为我日兄
'zan'mei'wo'zhu'wei'wo'shen'si 赞美我主为我身死
'zan'mei'wo'zhu'wei'wo'shui'gu 赞美我主为我水姑
'zan'mei'wo'zhu'wei'wo'yue'zi 赞美我主为我月姊
'zan'mei'wo'zhu'wei'zhong'ren'ren 赞美我主为众仁人
'zan'mei'wo'zhu'wei'zhong'wan'wu 赞美我主为众万物
'zan'mei'wo'zhu'wei'zhong'xing'chen 赞美我主为众星辰
'zan'mei'wo'zhu'wei'zhong'yi'ren 赞美我主为众义人
'zan'mei'yin'yue 赞美音乐
'zan'mei'zao'ta'de'zhu'shang'di 赞美造她的主上帝
'zan'mei'zhi'quan 赞美之泉
'zan'mei'zhu 赞美主
'zan'mei'zhu'ha'li'lu'ya 赞美主哈利路亚
'zan'mei'zhu'rong'ming 赞美主荣名
'zan'mei'zhu'ye'su 赞美主耶稣
'zan'mei'zhu'zan'mei'zhu 赞美主赞美主
'zan'shen'song 赞神颂
'zan'wo'tian'fu'ge 赞我天父歌
'zao'chen'chuan'yang'ni'de'ci'ai 早晨传扬你的慈爱
'zao'chen'ni'bi'ting'wo'de'sheng'yin 早晨你必听我的声音
'zao'chen'wo'bi'xiang'ni'chen'ming'wo'de'xin'yi 早晨我必向你陈明我的心意
'zao'er'duo'de 造耳朵的
'zao'jia'mu 皂荚木
'zao'jiu 造就
'zao'wo'zhi'zhu'shen'sheng'quan'neng 造我之主神圣全能
'zao'wu 造物
'zao'yan'jing'de 造眼睛的
'ze'bei 责备
'ze'bei'jing'jie 责备警戒
'zen'yang'jiang'yi'qie'qiang'sheng'min 怎样将一切强盛民
'zeng'wu 憎恶
'zhan'fang'yang'guang'bian'zhi'shen'suo'zao'de'meng 绽放阳光编制神所造的梦
'zhan'kai'en'yi'ru'ci'wen'rou 展开恩翼如此温柔
'zhan'li'bu'zhu 站立不住
'zhang'da'cheng'ren 长大成人
'zhang'lao 长老
'zhang'lao'gui'zhou 长老贵胄
'zhang'lao'hui 长老会
'zhang'lao'zhi 长老制
'zhang'lao'zong 长老宗
'zhang'mu 帐幕
'zhang'peng 帐棚
'zhang'xian'tian'fu'zao'hua 彰显天父造化
'zhang'xian'wei'yan'da'neng'chui'ting'hu'sheng 彰显威严大能垂听呼声
'zhang'zi'de 长子的
'zhang'zi'de'ming'fen 长子的名分
'zhao'bu'dao'ke'yi'qing'su 找不到可以倾诉
'zhao'dai'yuan 招待员
'zhao'shou'wan'zhong'jin'ta'yang'qun 招收万众进他羊群
'zhao'tou'zao'hua'qun'sheng 照透造化群生
'zhe'ben'wei'mei'shi 这本为美事
'zhe'die 摺叠
'zhe'ren'bian'wei'you'fu 这人便为有福
'zhe'ren'shi'you'fu'de 这人是有福的
'zhe'shi'en'dian'zhi'lu 这是恩典之路
'zhe'shi'jie 这世界
'zhe'shi'jie'xu'yao'ni'wo 这世界需要你我
'zhe'shi'pan'wang'zhi'lu 这是盼望之路
'zhe'shi'sheng'jie'zhi'di'shen'zai'zhe'li 这是圣洁之地神在这里
'zhe'xie'zhong'ri'ru'shui'huan'rao'wo 这些终日如水环绕我
'zhe'yi'sheng'dou'shi'zhu'fu 这一生都是祝福
'zhe'yi'sheng'zui'mei'de'zhu'fu 这一生最美的祝福
'zhe'yue'fan'shi'jian'wen 这约凡事坚稳
'zhe'zai'que'bu'de'lin'jin'ni 这灾却不得临近你
'zhen'cheng'de 真诚的
'zhen'cheng'jing'bai 真诚敬拜
'zhen'li 真理
'zhen'li'dai'wo'jin'ru'na 真理带我进入那
'zhen'li'de'zhu'shi'he'gen'ji 真理的柱石和根基
'zhen'li'yu'sheng'ming 真理与生命
'zhen'li'zai'wo'xin 真理在我心
'zhen'mei'ge 真美歌
'zhen'shi'wo'ci'ai'fu'qin 真是我慈爱父亲
'zhen'wo'zhong'jing'shen 振我众精神
'zhen'yan 箴言
'zhen'zheng'de 真正的
'zhen'zi'you 真自由
'zheng'chang'de'ji'du'tu'xin'yang 正常的基督徒信仰
'zheng'dao 证道
'zheng'dian 正典
'zheng'jing'zheng'dian 正经正典
'zheng'shi'ta'men'yao'mie'wang 正是他们要灭亡
'zheng'wo'bi'mian'you'jing 拯我避免忧惊
'zheng'yi 正义
'zheng'zhi'ren'de'zan'mei'shi'he'yi'de 正直人的赞美是合宜的
'zheng'zhi'shan'yi'gong'ping 正直善义公平
'zhi'bao'zhi'zun 至宝至尊
'zhi'ben'biao'gan 直奔标竿
'zhi'chi 支持
'zhi'da'zhang'peng 支搭帐棚
'zhi'dao'wan'dai 直到万代
'zhi'dao'wo'men'kan'jian'fu'xing 直到我们看见复兴
'zhi'dao'xiang'ni'huan'hu'de 知道向你欢呼的
'zhi'dao'yong'yong'yuan'yuan 直到永永远远
'zhi'dao'yong'yong'yuan'yuan'sui'zhe'wo 直到永永远远随着我
'zhi'dao'yong'yuan 直到永远
'zhi'deng'wo'de'yan'jing 直等我的眼睛
'zhi'fen 职分
'zhi'fen'yu'pin'de 职分与品德
'zhi'gao'quan'neng'quan'shan'shang'zhu 至高全能全善上主
'zhi'gao'shang'di'de'ji'si 至高上帝的祭司
'zhi'gao'shen 至高神
'zhi'gao'shen'de'ji'si 至高神的祭司
'zhi'hui 智慧
'zhi'hui'shu 智慧书
'zhi'jie 直街
'zhi'jin'de'qin'shu 至近的亲属
'zhi'niao 鸷鸟
'zhi'pai 支派
'zhi'sheng'suo 至圣所
'zhi'shi 执事
'zhi'shi'ni'dang'hang'de'lu 指示你当行的路
'zhi'shi'wo'bi 只是我必
'zhi'shi'wo'de'xin'shi 只是我的信实
'zhi'si 治死
'zhi'si'zhong'xin 至死忠心
'zhi'tu 之途
'zhi'wu 之物
'zhi'yao'you'xin'xin 只要有信心
'zhi'yi'he'en'dian 旨意和恩典
'zhi'you 脂油
'zhi'you'ye'su'cai'you'xi'wang 只有耶稣才有希望
'zhi'yuan'fen'fen'miao'miao 只愿分分秒秒
'zhi'zhang'peng 制帐篷
'zhi'zhe'zi'ji'de'sheng'jie'qi'shi 指着自己的圣洁起誓
'zhi'zi 之子
'zhi'zi 枝子
'zhi'zu 知足
'zhong'bao 中保
'zhong'guang'zhi'yuan'san'yi'shang'zhu 众光之源三一上主
'zhong'ji'zhen'li 终极真理
'zhong'jiu'ta'bi'bei'huo'fen'shao 终久他必被火焚烧
'zhong'ren'dou'you'zui 众人都有罪
'zhong'shan'zen'yang'wei'rao'ye'lu'sa'leng 众山怎样围绕耶路撒冷
'zhong'sheng'dou'chong'jing 众圣都崇敬
'zhong'sheng'song'yang'ge 众圣颂扬歌
'zhong'tian'shi'fu'fu'shen'shen'jing'bai'ni 众天使俯伏深深敬拜你
'zhong'tian'shi'wei'rao'ni'zuo'qian 众天使围绕你座前
'zhong'wen'sheng'jing 中文圣经
'zhong'wen'sheng'jing'ling'xiu'ban 中文圣经灵修版
'zhong'xian'zhi 众先知
'zhong'xin'de'guan'jia 忠心的管家
'zhong'xin'de'shi'feng 忠心的事奉
'zhong'xing'gao'zhao'hui'huang 众星高照辉煌
'zhong'yu'bu'zai'liu'lei 终于不再流泪
'zhong'yu'ke'yi'ting'xie 终于可以停歇
'zhong'zhi 终止
'zhou'wei'rao'da'di 周围绕大地
'zhou'ye'bao'you'bu'li'wo'de'shen 昼夜保佑不离我的身
'zhou'ye'zuo'nan'zhen 昼夜作南针
'zhou'zu 咒诅
'zhu'a'ni'cong'qian'ping'ni'de'xin'shi 主啊你从前凭你的信实
'zhu'a'qiu'ni'ji'nian 主啊求你记念
'zhu'a'wo'yao'hui'dao'ni'shen'pang 主啊我要回到你身旁
'zhu'ban'shan'guo'sheng'ling'suo'sheng 诸般善果圣灵所生
'zhu'bi'chi'xiao'ta'men 主必嗤笑他们
'zhu'ceng'qin'fa'shi'yan 主曾亲发誓言
'zhu'ci'de'fu'ru'chun'yu 主赐的福如春雨
'zhu'ci'de'sheng'ming'shi'quan'yuan 主赐的生命是泉源
'zhu'dao'wen 主祷文
'zhu'de'en'dian'jiang'ru'chun'yu'jiang'xia 主的恩典将如春雨降下
'zhu'de'jiao'guan 主的浇灌
'zhu'de'pu'ren 主的仆人
'zhu'de'quan'neng'jiang'shi'wo'shuang'yi 主的权能将是我双翼
'zhu'de'ri'zi 主的日子
'zhu'fu 祝福
'zhu'gen'gu'ru'dun'pai 主亘古如盾牌
'zhu'ji'wan'cheng'qi'shi 主既完成奇事
'zhu'jiang'ci'fu'zai'wo'men'zhi'zhong 主将赐福在我们之中
'zhu'ju'xun'shan'gao'chu 主居郇山高处
'zhu'ken'qiu'ni 主恳求你
'zhu'ken'qiu'ni'yi'zhi'wo'bao'shou'wo 主恳求你医治我保守我
'zhu'ken'qiu'ni'yin'dao'wo'jiao'xun'wo 主恳求你引导我教训我
'zhu'ming'quan'ai 主命全爱
'zhu'mu'kan'ye'su 注目看耶稣
'zhu'mu'kan'ye'su'ding'jing'kan'ye'su 注目看耶稣定睛看耶稣
'zhu'ni'shi'bi'nan'suo 主你是避难所
'zhu'ni'shi'wo'de'li'liang 主你是我的力量
'zhu'ni'shi'wo'gao'tai 主你是我高台
'zhu'ni'shi'wo'li'liang 主你是我力量
'zhu'ni'shi'wo'men'de'shen 主你是我们的神
'zhu'ni'yi'wei'wo 主你已为我
'zhu'peng'jie 住棚节
'zhu'qiu'ni'bao'hu'wo'da'jiu'wo 主求你保护我搭救我
'zhu'qiu'ni'cha'kan'wo'shi'yan'wo 主求你察看我试验我
'zhu'qiu'ni'she'mian'wo'kan'gu'wo 主求你赦免我看顾我
'zhu'qiu'ni'zhuan'xiang'wo'lian'xu'wo 主求你转向我怜恤我
'zhu'quan'li'ren'ci'xu'tong'xin'song'yang 主权力仁慈须同心颂扬
'zhu'ri 主日
'zhu'ri'chong'bai 主日崇拜
'zhu'ri'chong'bai'cheng'xu 主日崇拜程序
'zhu'ri'xue 主日学
'zhu'ri'xue'jiao'shi'jiao'yu 主日学教师教育
'zhu'ru'xu'ri'wo'huan'ying 主如旭日我欢迎
'zhu'shan'jian'ye'he'hua'de'mian 诸山见耶和华的面
'zhu'sheng'ying'ni'zhi'yin'dao'lu 主声应你指引道路
'zhu'shi'bi'hai'cang'bo 主使碧海苍波
'zhu'shi'bu'duan'zan'mei'zhong'xin 主是不断赞美中心
'zhu'shi'dun'pai'shi'wo'shan'zhai 主是盾牌是我山寨
