'a'er'ji'li'ya 阿尔及利亚
'yu'suan'gong'shi 预算公式
'yu'suan'gui'ze 预算规则
'yu'suan'jia'zai 预算加载
'yu'suan'jie'mian'biao 预算界面表
'yu'suan'kong'zhi 预算控制
'yu'suan'yu'cheng'ben'guan'li'chu 预算与成本管理处
'yu'suan'yu'yu'ce 预算与预测
'yu'suan'zhang'bo 预算帐薄
'yu'suan'zhang'hu 预算帐户
'yu'suan'zhang'hu'lei'xing 预算帐户类型
'yu'suan'zu'zhi 预算组织
'yu'ti'suo'de'shui 预提所得税
'yu'tian 预填
'yu'tong'ji'xi'tong 预统计系统
'yu'wan'zheng'xing 域完整性
'yu'wang 欲望
'yu'wang'yu'xu'yao 欲望与需要
'yu'xian'pin'lv 遇险频率
'yu'xian'shai'xuan 预先筛选
'yu'xuan'qi 预选器
'yu'xuan'shi'yan 预选时延
'yu'xuan'xin'dao 预选信道
'yu'yan'chu'li'qi 语言处理器
'yu'yan'dui'wai'he'zuo'chu 预研对外合作处
'yu'yan'fen'bu 预研分部
'yu'yan'gong'cheng'shi 语言工程师
'yu'yan'ji'hua'chu 预研计划处
'yu'yan'ji'shu'guan'li'chu 预研技术管理处
'yu'yan'qing'xi'du 语言清晰度
'yu'yan'xiang'mu'jing'li 预研项目经理
'yu'yan'xiang'mu'zu 预研项目组
'yu'yan'zhi'chi'tuan'dui 语言支持团队
'yu'yan'zhu'guan 预研主管
'yu'yi'gui'ze 语义规则
'yu'yin'ban'ben 语音版本
'yu'yin'bao'mi'xing 语音保密性
'yu'yin'bei'wang'lu 语音备忘录
'yu'yin'bian'jie'ma'suan'fa 语音编解码算法
'yu'yin'biao'ji'yu'yan 语音标记语言
'yu'yin'bo'hao 语音拨号
'yu'yin'chu'li'dan'yuan 语音处理单元
'yu'yin'cun'zhu'qi 语音存贮器
'yu'yin'dai'kuan'shu'ju 语音带宽数据
'yu'yin'guang'bo'ye'wu 语音广播业务
'yu'yin'han'jian 语音函件
'yu'yin'hou'jin'gen'shu'ju'ye'wu 语音后紧跟数据业务
'yu'yin'hu'jiao'lian'xu 语音呼叫连续
'yu'yin'ke'kuo'zhan'biao'ji'yu'yan 语音可扩展标记语言
'yu'yin'lei'de'shu'ju 语音类的数据
'yu'yin'ping'heng'dan'ci'biao 语音平衡单词表
'yu'yin'qun'zu'hu'jiao'ye'wu 语音群组呼叫业务
'yu'yin'tai 语音台
'yu'yin'wang'guan 语音网关
'yu'yin'wen'jian 语音文件
'yu'yin'xin'xi 语音信息
'yu'yin'xin'xiang 语音信箱
'yu'yin'you'jian'ti'xing 语音邮件提醒
'yu'yin'you'jian'tong'zhi 语音邮件通知
'yu'yin'you'xiang'jie'kou'ban 语音邮箱接口板
'yu'yin'you'xiang'man 语音邮箱满
'yu'yin'you'xiang'xi'tong 语音邮箱系统
'yu'yin'you'xiang'ye'wu 语音邮箱业务
'yu'yin'zeng'qiang 语音增强
'yu'yin'zeng'zhi'ye'wu'kai'fa'ping'tai 语音增值业务开发平台
'yu'yin'zhi'liang'gan'zhi'ping'jia 语音质量感知评价
'yu'yin'zhi'liang'jian'kong 语音质量监控
'yu'yin'zhuan'jie 语音转接
'yu'yue'hu'jiao 预约呼叫
'yu'yue'hui'yi 预约会议
'yu'zhan'yong'hu'chu 预占用呼出
'yu'zhi 阈值
'yu'zhi'bang 预制棒
'yu'zhi'gong'zi 预支工资
'yu'zhi'luo'ji'biao'da'shi 阈值逻辑表达式
'yu'zhi'qing'chu'shi'jian 预置清除时间
'yu'zhi'shi 域知识
'yu'zhi'wei 预置位
'yu'zhi'ye'wu'liu 预置业务流
'yu'zhi'yue'xian'gao'jing 阈值越限告警
'yu'zhou'jiu 预啁啾
'yu'zhou'zao'sheng 宇宙噪声
'yu'zhu'ru'kou 预助入口
'yuan'bei'jiao'hao'ma 原被叫号码
'yuan'biao'ji 元标记
'yuan'cai'liao 原材料
'yuan'can'shu 原参数
'yuan'cha'cuo'lv 元差错率
'yuan'chan'guo'zheng'ming 原产国证明
'yuan'chang'fu'she'tu 远场辐射图
'yuan'chang'qu 远场区
'yuan'chang'yan'she'tu 远场衍射图
'yuan'cheng'an'zhuang'fu'wu 远程安装服务
'yuan'cheng'bian'ma'cao'zuo 远程变码操作
'yuan'cheng'bu'shu'guan'li'qi 远程部署管理器
'yuan'cheng'cai'dan 远程菜单
'yuan'cheng'chong'she'zhi 远程重设置
'yuan'cheng'chu'li 远程处理
'yuan'cheng'da'yin'ji 远程打印机
'yuan'cheng'deng'lu 远程登录
'yuan'cheng'diao'yong 远程调用
'yuan'cheng'duan'kou'zhuan'fa 远程端口转发
'yuan'cheng'fang'fa'diao'yong 远程方法调用
'yuan'cheng'fang'wen'fu'wu'ruan'jian 远程访问服务软件
'yuan'cheng'fu'zhi'xie'yi 远程复制协议
'yuan'cheng'gao'jing 远程告警
'yuan'cheng'gao'jing'tong'zhi 远程告警通知
'yuan'cheng'gong'zuo'zhan 远程工作站
'yuan'cheng'guan'li'tai 远程管理台
'yuan'cheng'guo'cheng'diao'yong 远程过程调用
'yuan'cheng'hu'jiao 远程呼叫
'yuan'cheng'jiao'xue 远程教学
'yuan'cheng'jiao'yu 远程教育
'yuan'cheng'jie'ru'dan'yuan 远程接入单元
'yuan'cheng'jie'ru'dan'yuan'dian'yuan 远程接入单元电源
'yuan'cheng'jie'ru'dan'yuan'kong'zhi'qi 远程接入单元控制器
'yuan'cheng'jing'xiang 远程镜像
'yuan'cheng'lian'jie 远程连接
'yuan'cheng'shang'xue 远程上学
'yuan'cheng'tiao'jie'zhu'you'xiang 远程调解主邮箱
'yuan'cheng'xi'tong'kong'zhi'qi 远程系统控制器
'yuan'cheng'ye'wu 远程业务
'yuan'cheng'yi'liao'bao'jian 远程医疗保健
'yuan'cheng'yin'dao 远程引导
'yuan'cheng'zhen'duan 远程诊断
'yuan'cheng'zhu'ji 远程主机
'yuan'chuang'zhe 原创者
'yuan'dai'ma'yu'ju 源代码语句
'yuan'di'dian 远地点
'yuan'di'dian'gao'du 远地点高度
'yuan'di'zhi 源地址
'yuan'di'zhi'lu'you 源地址路由
'yuan'dian'chi 原电池
'yuan'duan'ce'shi'dan'yuan 远端测试单元
'yuan'duan'chuan'yin 远端串音
'yuan'duan'chuan'yin'shuai'jian 远端串音衰减
'yuan'duan'dang'qian'fa'she'zong'gong'lv 远端当前发射总功率
'yuan'duan'dao'chu'tong'bu'xin'xi 远端导出同步信息
'yuan'duan'de'quan'qiu'ding'wei'xi'tong 远端的全球定位系统
'yuan'duan'di'mian'tai'zhan'kong'zhi'zhong'xin 远端地面台站控制中心
'yuan'duan'di'zhi'chi 远端地址池
'yuan'duan'fang'fa'diao'yong'shi'pei'qi 远端方法调用适配器
'yuan'duan'fu'wu 远端服务
'yuan'duan'gao'jing 远端告警
'yuan'duan'gong'dian'she'bei 远端供电设备
'yuan'duan'huan'hui 远端环回
'yuan'duan'hui'chang 远端会场
'yuan'duan'ji'bian 远端畸变
'yuan'duan'jian'shi'qi 远端监视器
'yuan'duan'kong'zhi'dan'yuan 远端控制单元
'yuan'duan'lin'ju 远端邻居
'yuan'duan'que'xian'zhi'shi 远端缺陷指示
'yuan'duan'she'bei 远端设备
'yuan'duan'tui 远端腿
'yuan'duan'wei'hu'lian'meng'bian'yuan'jie'dian 远端维护联盟边缘节点
'yuan'duan'wu'ma 远端误码
'yuan'duan'wu'ma'zhi'shi 远端误码指示
'yuan'duan'ye'wu'kong'zhi 远端业务控制
'yuan'fa'wen'jian 原发文件
'yuan'fu'wu'qi 源服务器
'yuan'gong'bang'zhu'ji'hua 员工帮助计划
'yuan'gong'can'yu 员工参与
'yuan'gong'dian 远拱点
'yuan'gong'dian'yuan 远供电源
'yuan'gong'fang'tan 员工访谈
'yuan'gong'fu'jia'fu'li 员工附加福利
'yuan'gong'fu'li 员工福利
'yuan'gong'guan'xi 员工关系
'yuan'gong'man'yi'du'diao'cha 员工满意度调查
'yuan'gong'pei'gu'ji'hua 员工配股计划
'yuan'gong'pei'xun'zhong'xin 员工培训中心
'yuan'gong'shi'qi 员工士气
'yuan'gong'shui'hao 员工税号
'yuan'gong'tai'du'huo'yi'jian'diao'cha 员工态度或意见调查
'yuan'gong'tui'jian 员工推荐
'yuan'gui'ji 远轨迹
'yuan'guo'lv'zu'bo 源过滤组播
'yuan'hao'ma 源号码
'yuan'huan'tu 圆环图
'yuan'jian'fan'xiu'bei'jian'ku'cun'bi 原件返修备件库存比
'yuan'jian'fan'xiu'ji'shi'jiao'fu'lv 原件返修及时交付率
'yuan'jian'fan'xiu'lv 原件返修率
'yuan'jin'xiao'ying 远近效应
'yuan'jing'yu'ce'lue'gui'hua 愿景与策略规划
'yuan'ju'li'cao'zuo'ye'wu'dan'yuan 远距离操作业务单元
'yuan'ju'zhen'ping'mu 源矩阵屏幕
'yuan'lao 元老
'yuan'li'tu 原理图
'yuan'ma 源码
'yuan'miao'shu 源描述
'yuan'qi'xin'yong'zheng 远期信用证
'yuan'qu'chang 远区场
'yuan'shi'an'zhuang 原始安装
'yuan'shi'gu'dai'ma 原始股代码
'yuan'shi'hua'dan 原始话单
'yuan'shi'ji'zhun'shi'zhong 原始基准时钟
'yuan'shi'jiao'yi'cai'wu'mu'biao 原始交易财务目标
'yuan'shi'mo'shi 原始模式
'yuan'shi'she'ji'zhi'zao'shang 原始设计制造商
'yuan'shi'shu'ju 原始数据
'yuan'shu'ju 元数据
'yuan'shu'ju'guan'li 元数据管理
'yuan'shu'ju'mo'xing 元数据模型
'yuan'suo 圆锁
'yuan'tong'xi'feng'pan 圆筒隙缝盘
'yuan'tong'xi'feng'tian'xian 圆筒隙缝天线
'yuan'tou'chui 圆头锤
'yuan'tou'luo'ding 圆头螺钉
'yuan'wang'du 愿望度
'yuan'wen'dang 源文档
'yuan'xi'tong 源系统
'yuan'xin'ling'dian 源信令点
'yuan'xin'ling'dian'bian'ma 源信令点编码
'yuan'xing 原型
'yuan'xing'bo'dao 圆形波导
'yuan'xing'ji'hua'de 圆形极化的
'yuan'xing'lu'jing 原型路径
'yuan'xing'zhen 圆形阵
'yuan'yang'xian 鸳鸯线
'yuan'yin 原因
'yuan'ying'she 源映射
'yuan'you'shu'ju 原有数据
'yuan'yu 原语
'yuan'yu'yan 源语言
'yuan'yu'yan'zi'liao'jiao'fu'jian'yuan'xing 源语言资料交付件原型
'yuan'zhu'mian'fan'she'qi 圆柱面反射器
'yuan'zhu'tu 圆柱图
'yuan'zhu'xing'zhen 圆柱形阵
'yuan'zhui'tu 圆锥图
'yuan'zhui'xing'la'ba'tian'xian 圆锥形喇叭天线
'yuan'zhui'xing'zhen 圆锥形阵
'yuan'zi'fu 元字符
'yuan'zi'geng'xin 原子更新
'yuan'zi'gong'neng 原子功能
'yuan'zi'zhong 原子钟
'yuan'zi'zu'jian 原子组件
'yuan'zi'zu'jian'gong'cheng 原子组件工程
'yue'du'he'zhu'yi'diao'cha 阅读和注意调查
'yue'du'ji'hua 月度计划
'yue'du'tong'zhi 阅读通知
'yue'du'tou 阅读头
'yue'du'wei'xiu'ji'hua 月度维修计划
'yue'du'zhi'xing 月度之星
'yue'hui'bu 约会簿
'yue'hui'ri'cheng'biao 约会日程表
'yue'jie 月结
'yue'lei'ji 月累计
'yue'ping'jun'tai'yang'wu'xian'dian'zao'sheng'tong'liang 月平均太阳无线电噪声通量
'yue'qiu'hui'he 月球会合
'yue'qu'fu'gai 越区覆盖
'yue'shu'li'lun 约束理论
'yue'shu'lu'you'biao'qian'fen'fa'xie'yi 约束路由标签分发协议
'yue'shu'tou'jing 约束透镜
'yue'shu'wu'liao 约束物料
'yue'shu'you'hua'mo'xing 约束优化模型
'yue'shu'yu'ce 约束预测
'yue'shu'zui'duan'lu'jing'you'xian 约束最短路径优先
'yue'xian 越限
'yue'xin 月薪
'yue'xin'nian'xin 月薪年薪
'yue'zu'fei 月租费
'yue'zu'fei'gui'ze 月租费规则
'yun'dong'bu'chang'yu'ce 运动补偿预测
'yun'dong'tu'xiang'zhuan'jia'zu 运动图像专家组
'yun'dong'xiang'liang 运动向量
'yun'dong'zi'shi'ying 运动自适应
'yun'fei 运费
'yun'fei'dao'fu 运费到付
'yun'fei'you'shou'huo'ren'fu'dan 运费由收货人负担
'yun'fei'yu'fu 运费预付
'yun'lun'xiao'ying 晕轮效应
'yun'quan 晕圈
'yun'shu 运输
'yun'shu'cheng'ben 运输成本
'yun'shu'fang'shi 运输方式
'yun'shu'tiao'kuan 运输条款
'yun'song'shi'jian 运送时间
'yun'suan'fu'chong'zai 运算符重载
'yun'suan'fu'jie'he'xing 运算符结合性
'yun'suan'fu'you'xian'ji 运算符优先级
'yun'tai 云台
'yun'xing 运行
'yun'xing'deng 运行灯
'yun'xing'hong 运行宏
'yun'xing'huan'jing 运行环境
'yun'xing'shi'cuo'wu 运行时错误
'yun'xing'shi'jian 运行时间
'yun'xing'shou'ce 运行手册
'yun'xing'tong'xin 运行通信
'yun'xing'wen'du 运行温度
'yun'xing'zhi'chi'tong'xin 运行支持通信
'yun'xu'tu'fa'chi'cun 允许突发尺寸
'yun'xu'xin'yuan'su'lv 允许信元速率
'yun'xu'zao'sheng'gong'lv 允许噪声功率
'yun'xu'zhu'xi 允许主席
'yun'ying'cheng'ben 运营成本
'yun'ying'guan'li'dian 运营管理点
'yun'ying'guan'li'ti'xi 运营管理体系
'yun'ying'ji'yi'tai'wang 运营级以太网
'yun'ying'ri'qi 运营日期
'yun'ying'shang 运营商
'yun'ying'shang'bian'yuan 运营商边缘
'yun'ying'shang'bian'yuan'biao'qian'jiao'huan'lu'you'qi 运营商边缘标签交换路由器
'yun'ying'shang'biao'zhi'fu 运营商标识符
'yun'ying'shang'gu'gan'wang'de'xu'ni'ju'yu'wang 运营商骨干网的虚拟局域网
'yun'ying'shang'gu'gan'wang'qiao'jie'liu'liang'guan'li'she'ji 运营商骨干网桥接流量管理设计
'yun'ying'shang'jie'ru'ma 运营商接入码
'yun'ying'shang'jue'ding'de'bi'suo 运营商决定的闭锁
'yun'ying'shang'jue'ding'de'bi'suo'bi'suo'fen'zu'ye'wu 运营商决定的闭锁闭锁分组业务
'yun'ying'shang'ke'bian'suan'fa'pei'zhi'yu 运营商可变算法配置域
'yun'ying'shang'ye'wu 运营商业务
'yun'ying'zhi'cheng'xi'tong 运营支撑系统
'yun'zhuan'che'zhang 运转车长
'yun'zhuan'zhong'duan 运转中断
'yun'zuo'feng'xian 运作风险
'yun'zuo'guan'li 运作管理
'yun'zuo'ji'zhi 运作机制
'yun'zuo'lei'xing 运作类型
'yun'zuo'mu'ban 运作模板
'yun'zuo'qi'lai 运作起来
'yun'zuo'zhi'chi'bu 运作支持部
'yun'zuo'zong'cheng'ben 运作总成本
'za'fei 杂费
'za'fei'xiang 杂费项
'za'san'bian'pin'chan'wu 杂散变频产物
'za'san'fa'she 杂散发射
'za'san'xiang'ying'pin'lv 杂散响应频率
'za'san'xiang'ying'yi'zhi'bi 杂散响应抑制比
'za'xiang'xu'qiu 杂项需求
'zai'an'qian'yue'ye'wu 在岸签约业务
'zai'bo'cha'pai'ban'yin 载波差拍伴音
'zai'bo'chuan'shu 载波传输
'zai'bo'dan'yuan'jie'kou'kong'zhi'qi 载波单元接口控制器
'zai'bo'dian'ping 载波电平
'zai'bo'dui'gan'rao'he'zao'sheng'bi 载波对干扰和噪声比
'zai'bo'fen'liang 载波分量
'zai'bo'jian'ce 载波检测
'zai'bo'jian'ce'duo'zhi 载波检测多址
'zai'bo'jiao'liu'sheng'tiao'zhi 载波交流声调制
'zai'bo'xin'hao 载波信号
'zai'bo'zhen'ting 载波侦听
'zai'ce'yuan'gong 在册员工
'zai'chuan'song'chu'li'cheng'xu 再传送处理程序
'zai'ding'gou'dian'ji'hua 再订购点计划
'zai'ding'shi 再定时
'zai'ding'wei 再定位
'zai'ding'xiang'di'zhi 再定向地址
'zai'gan'bi 载干比
'zai'gong'si'nei'de'pei'xun 在公司内的培训
'zai'hu'jiao'hua'wu'yuan'xin'hao 再呼叫话务员信号
'zai'huo'dan 载货单
'zai'jian'gong'cheng 在建工程
'zai'jian'gong'cheng'zi'chan 在建工程资产
'zai'ku 在库
'zai'liu'liang 载流量
'zai'liu'wen'du'feng'zhi 再流温度峰值
'zai'nan'gao'jing 灾难告警
'zai'nan'jian'ce 灾难检测
'zai'nan'xing'shi'xiao 灾难性失效
'zai'nan'zhuan'chu 灾难转储
'zai'pei'zhi'guan'li 再配置管理
'zai'pin 载频
'zai'sheng 再生
'zai'sheng'chong'zheng'xing'zhong'ding'shi 再生重整形重定时
'zai'sheng'duan 再生段
'zai'sheng'duan'kai'xiao 再生段开销
'zai'sheng'duan'zhong'jie 再生段终结
'zai'sheng'jie'shou'ji 再生接收机
'zai'sheng'qi 再生器
'zai'sheng'zai'bo'jie'shou 再生载波接收
'zai'sheng'zhong'ji'qi 再生中继器
'zai'tu 在途
'zai'tu'cun'huo 在途存货
'zai'xian'ce'shi 在线测试
'zai'xian'fu'wu 在线服务
'zai'xian'ji'fei 在线计费
'zai'xian'ji'fei'dian 在线计费点
'zai'xian'ji'fei'guan'li'dian 在线计费管理点
'zai'xian'ji'fei'guan'li'jie'kou 在线计费管理接口
'zai'xian'ji'fei'pei'zhi'dian 在线计费配置点
'zai'xian'lu'jing'xiu'gai 在线路径修改
'zai'xian'mi'ma'yun'suan'zheng'shu 在线密码运算证书
'zai'xian'pi'jia'ji'fei 在线批价计费
'zai'xian'zheng'shu'zhuang'tai'xie'yi 在线证书状态协议
'zai'xian'zhi 在险值
'zai'xian'zhuang'tai'dui'xiang 在线状态对象
'zai'xian'zhuang'tai'fu'wu 在线状态服务
'zai'xian'zhuang'tai'shi'ti 在线状态实体
'zai'zao'bi 载噪比
'zai'ze'ren'mian'qian'tui'bi'san'she 在责任面前退避三舍
'zai'zhi 在制
'zai'zhi'pin'ku'cun 在制品库存
'zai'zhi'shi'jian 在职时间
'zan'ding'biao'zhun 暂定标准
'zan'gua'can'shu 暂挂参数
'zan'gua'lei'xing 暂挂类型
'zan'gua'yuan 暂挂源
'zan'shi'jiang'min'yi'zhi 暂时降敏抑制
'zan'ting'mo'shi 暂停模式
'zan'yin'tu'xiang 暂隐图像
'zan'zhu 赞助
'zang'du 脏读
'zang'ye 脏页
'zao'kong'zhi'dai'zhuan'bao'ji 凿孔纸带转报机
'zao'qi'bao'diu'qi 早期包丢弃
'zao'qi'cai'yong'duo'shu'xing 早期采用多数型
'zao'qi'ding'gou'chuang 早期订购窗
'zao'qi'gou'mai 早期购买
'zao'qi'jie'ru 早期介入
'zao'qi'jie'ru'ji'hua 早期介入计划
'zao'qi'ke'hu'zhi'chi'zhuan'yuan 早期客户支持专员
'zao'qi'mei'ti 早期媒体
'zao'qi'nei'bu'gong'kai 早期内部公开
'zao'qi'si'wang'lv 早期死亡率
'zao'qi'xiao'shou'yu'zhi'chi 早期销售与支持
'zao'sheng'deng'xiao'gong'lv 噪声等效功率
'zao'sheng'hei'qu 噪声黑区
'zao'sheng'ji 噪声计
'zao'sheng'ji'dian'dong'shi 噪声计电动势
'zao'sheng'ji'dian'ya 噪声计电压
'zao'sheng'ji'gong'lv 噪声计功率
'zao'sheng'ji'jia'quan'zao'sheng 噪声计加权噪声
'zao'sheng'jian'kong 噪声监控
'zao'sheng'min'gan'de'qu 噪声敏感地区
'zao'sheng'rong'xian 噪声容限
'zao'sheng'wen'du 噪声温度
'zao'sheng'xi'shu 噪声系数
'zao'sheng'xian'zhi'ling'min'du 噪声限制灵敏度
'zao'sheng'yi'zhi 噪声抑制
'zao'sheng'zhi'shu 噪声指数
'zao'xing'she'ji 造型设计
'zao'xing'she'ji'yuan 造型设计员
'zao'yin 噪音
'zao'zhi'pei 早指配
'ze'ren'fen'pei'ju'zhen 责任分配矩阵
'ze'ren'jie'guo 责任结果
'ze'ren'xian'zhi 责任限制
'ze'ren'zhu'ti 责任主体
'ze'you'lu'yong 择优录用
'zeng'jia'dai'kuan 增加带宽
'zeng'jia'jie'dian 增加节点
'zeng'jia'shu'liang 增加数量
'zeng'kan 增刊
'zeng'liang'bei'fen 增量备份
'zeng'liang'fang'shi 增量方式
'zeng'liang'fu'zhi 增量复制
'zeng'liang'guo'lv 增量过滤
'zeng'liang'guo'lv'lu'jing 增量过滤路径
'zeng'liang'kai'fa 增量开发
'zeng'liang'lu'you'ji'suan 增量路由计算
'zeng'liang'sou'suo 增量搜索
'zeng'qiang'bi'li'gong'ping'diao'du 增强比例公平调度
'zeng'qiang'dan'wei'shu'ju'xiao'xi 增强单位数据消息
'zeng'qiang'de'dian'xin'yun'ying'tu 增强的电信运营图
'zeng'qiang'de'fen'bu'shi'xin'dao'fang'wen 增强的分布式信道访问
'zeng'qiang'duo'liu'fen'zu'ying'yong'xie'yi 增强多流分组应用协议
'zeng'qiang'fang'wen'kong'zhi'lie'biao 增强访问控制列表
'zeng'qiang'jie'ru'xin'dao 增强接入信道
'zeng'qiang'liu'kong 增强流控
'zeng'qiang'qian'xiang'lian'lu'san'jiao'ce'liang'suan'fa 增强前向链路三角测量算法
'zeng'qiang'qing'qiu 增强请求
'zeng'qiang'shi'pin 增强视频
'zeng'qiang'wang'luo'zhi'neng'ping'tai 增强网络智能平台
'zeng'qiang'xiao'xing'she'bei'jie'kou 增强小型设备接口
'zeng'qiang'xing 增强型
'zeng'qiang'xing'duan'xiao'xi'ye'wu 增强型短消息业务
'zeng'qiang'xing'duo'ceng'you'xian'he'qiang'zhan'ye'wu 增强型多层优先和抢占业务
'zeng'qiang'xing'fu'wu'qi'jie'dian 增强型服务器节点
'zeng'qiang'xing'ke'bian'su'lv'sheng'ma'qi 增强型可变速率声码器
'zeng'qiang'xing'quan'su'lv 增强型全速率
'zeng'qiang'xing'quan'su'lv'yu'yin'bian'jie'ma'qi 增强型全速率语音编解码器
'zeng'qiang'ye'ji'neng'li 增强业绩能力
'zeng'qiang'yong'hu'lei'bie 增强用户类别
'zeng'qiang'zai'bo'jie'shou 增强载波接收
'zeng'qiang'zhi'neng'wai'she 增强智能外设
'zeng'qiang'zhuan'yong'xin'dao 增强专用信道
'zeng'ya'shi'shuang'gong 增压式双工
'zeng'yi 增益
'zeng'yi'huo'kui'sun 增益或亏损
'zeng'yi'jiang'di 增益降低
'zeng'yi'jiang'di'tian'xian'de'mei'zhi'ou'he'sun'hao 增益降低天线的媒质耦合损耗
'zeng'yi'ping'tan'du 增益平坦度
'zeng'yi'ping'tan'lv'bo'qi 增益平坦滤波器
'zeng'yi'suo'ding'ji'shu 增益锁定技术
'zeng'yue'fa'xing'liang 赠阅发行量
'zeng'zhang'shi'chang 增长市场
'zeng'zhi'chan'pin 增值产品
'zeng'zhi'fu'wu'qi 增值服务器
'zeng'zhi'jin'cheng 增值进程
'zeng'zhi'wang 增值网
'zeng'zhi'xiao'xing'ji'dai'xiao'shang 增值小型机代销商
'zeng'zhi'ye'wu 增值业务
'zeng'zhi'ye'wu'ti'gong'shang 增值业务提供商
'zha'dao'kai'guan 闸刀开关
'zha'dao'shi'shuai'jian'qi 铡刀式衰减器
'zha'de 乍得
'zhai'dai 窄带
'zhai'dai'jie'ru'fu'wu'qi 窄带接入服务器
'zhai'dai'wu'xian'jie'ru 窄带无线接入
'zhai'dai'zi'yuan 窄带资源
'zhai'dai'zong'he'ye'wu'shu'zi'wang 窄带综合业务数字网
'zhai'he'xing'tian'xian 窄盒形天线
'zhai'ji 摘机
'zhai'ji'hu'jiao 摘机呼叫
'zhai'ji'xin'hao 摘机信号
'zhai'ji'zhuang'tai 摘机状态
'zhai'quan'ren 债权人
'zhai'quan'ren'kai'chu'de'dai'fang'tong'zhi 债权人开出的贷方通知
'zhai'wu'chong'zu 债务重组
'zhai'wu'gu'ben'bi 债务股本比
'zhai'wu'he'yue 债务合约
'zhai'wu'huo'mian 债务豁免
'zhai'wu'ping'zheng 债务凭证
'zhai'wu'ren 债务人
'zhai'wu'rong'zi 债务融资
'zhai'zhuan'gu 债转股
'zhan'dian'cun'huo 站点存货
'zhan'dian'huo'qu 站点获取
'zhan'dian'shi'shi'ji'hua 站点实施计划
'zhan'kong'bi 占空比
'zhan'kong'bi'shi'zhen 占空比失真
'zhan'lue 战略
'zhan'lue'chong'she 战略重设
'zhan'lue'da'ke'hu 战略大客户
'zhan'lue'di'wei'fen'xi 战略地位分析
'zhan'lue'gui'hua 战略规划
'zhan'lue'huo'ban'guan'xi 战略伙伴关系
'zhan'lue'ji'hua 战略计划
'zhan'lue'jie'ma 战略解码
'zhan'lue'kong'zhi'dian 战略控制点
'zhan'lue'lian'meng'fen'xi 战略联盟分析
'zhan'lue'mu'biao 战略目标
'zhan'lue'ren'li'zi'yuan'guan'li 战略人力资源管理
'zhan'lue'sha'pan 战略沙盘
'zhan'lue'si'wei 战略思维
'zhan'lue'zhong'dian 战略重点
'zhan'pin 展品
'zhan'shi 展示
'zhan'shi'guang'gao 展示广告
'zhan'shi'she'bei'qu 展示设备区
'zhan'shu 战术
'zhan'ting 展厅
'zhan'wei'fu 占位符
'zhan'xian 占线
'zhan'xian'xin'hao 占线信号
'zhan'xian'zhi 站限制
'zhan'xiao'hui 展销会
'zhan'yong'dai'kuan 占用带宽
'zhan'yong'xian'dao 占用先导
'zhan'yong'xin'hao 占用信号
'zhan'zheng'bo'hao'qi 战争拨号器
'zhang'ai 障碍
'zhang'ai'deng'dai 障碍等待
'zhang'ben'ke'mu 帐本科目
'zhang'cheng 章程
'zhang'chi'zhen'dang'qi 张驰振荡器
'zhang'dan 账单
'zhang'dan'cha'ye 账单插页
'zhang'dan'chou'yang 账单抽样
'zhang'dan'ge'shi'hua 账单格式化
'zhang'dan'ge'shi'hua 帐单格式化
'zhang'dan'lei'ji 帐单累积
'zhang'dan'mei'zhi 帐单媒质
'zhang'dan'miao'shu 账单描述
'zhang'dan'ming'ling 帐单命令
'zhang'dan'xiang 账单项
'zhang'dan'yi'zhi 账单抑制
'zhang'dan'zhi'di'dian 帐单至地点
'zhang'dan'zhi'di'zhi 帐单至地址
'zhang'dong 章动
'zhang'dong'zu'ni'qi 章动阻尼器
'zhang'hu 账户
'zhang'hu'bie'ming 帐户别名
'zhang'hu'ce'lue 帐户策略
'zhang'hu'dai'ma 帐户代码
'zhang'hu'deng'ji 帐户等级
'zhang'hu'duan 帐户段
'zhang'hu'duan'zhi 帐户段值
'zhang'hu'ji'xian 帐户极限
'zhang'hu'jie'gou 帐户结构
'zhang'hu'jie'gou'tu 帐户结构图
'zhang'hu'jie'yu'shu'xing 帐户结余属性
