'a'ba 阿爸
'ya'ke'nuo'mu 亚克诺姆
'ya'ke'nuo'mu'zhi'ya 亚克诺姆之牙
'ya'kong'lie'zhan 亚空裂斩
'ya'li'ke'si 亚历克斯
'ya'li'sha 亚丽莎
'ya'mei 亚美
'ya'min 亚民
'ya'po'gan 压迫感
'ya'she'bao'ke'meng 牙蛇宝可梦
'ya'tong 牙痛
'ya'xi'zi 亚希子
'ya'xie'bao'ke'meng 牙蝎宝可梦
'ya'ya 牙牙
'ya'ya'de'lin'pian 牙牙的鳞片
'ya'yi 芽衣
'ya'zhang'bao'ke'meng 押掌宝可梦
'ya'zi 雅姿
'ya'zui'bao'bao 鸭嘴宝宝
'ya'zui'bao'bao'de'mao 鸭嘴宝宝的毛
'ya'zui'huo'shou 鸭嘴火兽
'ya'zui'huo'shou'de'tang'guo 鸭嘴火兽的糖果
'ya'zui'yan'shou 鸭嘴炎兽
'ya'zui'yan'shou'san'ming'zhi'qian 鸭嘴炎兽三明治签
'yan'bai'qiu'lei'mu 焰白酋雷姆
'yan'beng 岩崩
'yan'bi'bao'zhu 岩壁宝主
'yan'chu'li'fu 演出礼服
'yan'chu'li'qun 演出礼裙
'yan'dan 烟弹
'yan'di 炎帝
'yan'di'de'dian'xin 炎帝的点心
'yan'dian'ju'xie 岩殿居蟹
'yan'fan 燕返
'yan'fu 岩斧
'yan'gou'gou 岩狗狗
'yan'gou'gou'de'yan'shi 岩狗狗的岩石
'yan'hou 延后
'yan'hou'xi 焰后蜥
'yan'hu 岩户
'yan'hua'zhu'qing'san'ming'zhi'qian 烟花祝庆三明治签
'yan'huo'bao'ke'meng 烟火宝可梦
'yan'jing 眼睛
'yan'jing 眼镜
'yan'jing'she'bao'ke'meng 眼镜蛇宝可梦
'yan'jing'xiang 眼镜乡
'yan'jiu'yuan 研究员
'yan'ju'bao'ke'meng 岩居宝可梦
'yan'ku'bao'ke'meng 岩窟宝可梦
'yan'mian'ji 掩面祭
'yan'mu 烟幕
'yan'pin'xing'tai 赝品形态
'yan're'miao 炎热喵
'yan'shan'bao'ke'meng 岩山宝可梦
'yan'she'bao'ke'meng 岩蛇宝可梦
'yan'shi 岩石
'yan'shi'bao 盐石宝
'yan'shi'bao'de'yan 盐石宝的盐
'yan'shi'bao'ji 岩石爆击
'yan'shi'bao'ke'meng 岩石宝可梦
'yan'shi'bao'shi 岩石宝石
'yan'shi'bao'yan'yan'bing'qi'lin 盐石宝岩盐冰淇淋
'yan'shi'cun'chu'die 岩石存储碟
'yan'shi'da'mo 岩石打磨
'yan'shi'feng'suo 岩石封锁
'yan'shi'fu'bao'ke'meng 岩石肤宝可梦
'yan'shi'ju'ling 盐石巨灵
'yan'shi'lei 盐石垒
'yan'shi'pao 岩石炮
'yan'shi'shi'ban 岩石石板
'yan'shi'shou'ji'ke 岩石手机壳
'yan'shi'tai'jing'sui'kuai 岩石太晶碎块
'yan'shi'xun'xiang 岩石薰香
'yan'shu'bao'ke'meng 鼹鼠宝可梦
'yan'shui 盐水
'yan'tu'er 炎兔儿
'yan'wu'qiu 烟雾球
'yan'wu'wang 炎武王
'yan'xun'fen 烟熏粉
'yan'xun'wei'ba 烟熏尾巴
'yan'xun'yu'pian 烟熏鱼片
'yan'xun'yu'pian'san'ming'zhi 烟熏鱼片三明治
'yan'xun'yu'pian'zuo'xiang'cao 烟熏鱼片佐香草
'yan'yan 盐腌
'yan'yan'bao'ke'meng 岩盐宝可梦
'yan'yu 烟芋
'yan'zhu'bao'ke'meng 眼珠宝可梦
'yan'zi'bao'ke'meng 燕子宝可梦
'yang'chun'feng'bao 阳春风暴
'yang'cong'pian 洋葱片
'yang'gong 佯攻
'yang'jie 洋介
'yang'ping 洋平
'yang'san'san'ming'zhi'qian 阳伞三明治签
'yang'sha 扬沙
'yang'tai'lang 阳太郎
'yang'tian 阳田
'yao'guai'mao'bao'ke'meng 妖怪猫宝可梦
'yao'guai'shi'ban 妖怪石板
'yao'hai'gong'ji 要害攻击
'yao'hai'song'lu 要害松露
'yao'hu'bao'ke'meng 妖狐宝可梦
'yao'huang'wu 摇晃舞
'yao'huo'hong'hu 妖火红狐
'yao'jing 妖精
'yao'jing'bang'ban 妖精帮班
'yao'jing'bao'ke'meng 妖精宝可梦
'yao'jing'bao'shi 妖精宝石
'yao'jing'cun'chu'die 妖精存储碟
'yao'jing'pi'fu 妖精皮肤
'yao'jing'qi'chang 妖精气场
'yao'jing'shi'ban 妖精石板
'yao'jing'shou'ji'ke 妖精手机壳
'yao'jing'tai'jing'sui'kuai 妖精太晶碎块
'yao'jing'zhi'feng 妖精之风
'yao'jing'zhi'suo 妖精之锁
'yao'jing'zhi'yu 妖精之羽
'yao'lan'bai'he 摇篮百合
'yao'mu 腰木
'yao'mu'guo 腰木果
'yao'qing'fang'fa 邀请方法
'yao'qing'te'yao'jiao'yuan 邀请特邀教员
'yao'qing'you'jian 邀请邮件
'yao'qing'zhong 邀请中
'yao'quan'er 钥圈儿
'yao'quan'er'de'yao'shi 钥圈儿的钥匙
'yao'shi 钥石
'yao'shi'chuan'bao'ke'meng 钥匙串宝可梦
'yao'shi'ka 钥匙卡
'yao'sui 咬碎
'yao'tiao'zhan'de'mo'shi 要挑战的模式
'yao'wei'ba 摇尾巴
'yao'yao'gui 咬咬龟
'yao'yao'gui'de'zhua'zi 咬咬龟的爪子
'yao'yuan'de'di'fang 遥远的地方
'yao'yuan'de'tu'di 遥远的土地
'yao'yuan'guo'qu'de 遥远过去的
'yao'zhu 咬住
'yao'zhu'bao'ke'meng 咬住宝可梦
'ye'can 野餐
'ye'can'zu'he 野餐组合
'ye'ceng'fan'cuo'de 也曾犯错的
'ye'ci 也慈
'ye'dan'shu 椰蛋树
'ye'dao'huo'xi 夜盗火蜥
'ye'dao'huo'xi'de'qi'ti 夜盗火蜥的气体
'ye'ge'bao'ke'meng 野鸽宝可梦
'ye'lv'bao'zhen 叶绿爆震
'ye'lv'su 叶绿素
'ye'man'lu'yu 野蛮鲈鱼
'ye'man'lu'yu'de'ya 野蛮鲈鱼的牙
'ye'mei'tang'shi 野莓糖饰
'ye'mu 椰木
'ye'mu'guo 椰木果
'ye'nai 椰奶
'ye'ren 叶刃
'ye'sheng'bao'ke'meng 野生宝可梦
'ye'sheng'de'tai'jing'bao'ke'meng 野生的太晶宝可梦
'ye'sheng'de'yang'zi 野生的样子
'ye'ti'bao'ke'meng 夜啼宝可梦
'ye'xing'juan'fa 野性卷发
'ye'xing'zhi'li 野性之力
'ye'xu'bu'xing 也许不行
'ye'xun'ling 夜巡灵
'ye'xun'ling'de'sui'pian 夜巡灵的碎片
'ye'ye'de'shi'jin'dun'cai 爷爷的什锦炖菜
'ye'yi'bu 叶伊布
'ye'zhi'shi 叶之石
'ye'zhu'bao'ke'meng 野猪宝可梦
'ye'zi'bao'ke'meng 叶子宝可梦
'ye'zi'bao'ke'meng 椰子宝可梦
'ye'zi'fang'shou 叶子防守
'yi'ang 伊昂
'yi'ban 一般
'yi'ban'ban 一般般
'yi'ban'bao'shi 一般宝石
'yi'ban'pi'fu 一般皮肤
'yi'ban'shou'ji'ke 一般手机壳
'yi'ban'tai'jing'sui'kuai 一般太晶碎块
'yi'bian'de'er'huan 一边的耳环
'yi'bing'chu'shou 一并出售
'yi'bu 伊布
'yi'bu'de'mao 伊布的毛
'yi'bu'de'tang'guo 伊布的糖果
'yi'bu'mian'ju 伊布面具
'yi'bu'san'ming'zhi'qian 伊布三明治签
'yi'bu'shou'ji'ke 伊布手机壳
'yi'bu'shui'bei 伊布水杯
'yi'bu'zhuo'zhong'lei'shu 已捕捉种类数
'yi'chu 移除
'yi'ci'yuan'dong 异次元洞
'yi'ci'yuan'meng'gong 异次元猛攻
'yi'dai 依代
'yi'dong 移动
'yi'dong'jing'tou 移动镜头
'yi'dui'shu 一对鼠
'yi'dui'shu'de'mao 一对鼠的毛
'yi'dui'zhan'de'yi'se'zhong'lei'shu 已对战的异色种类数
'yi'dui'zhan'zhong'lei'shu 已对战种类数
'yi'fu 伊芙
'yi'fu 衣服
'yi'ge'ren'wan 一个人玩
'yi'gou'ru 已购入
'yi'hua'jie'mu 移花接木
'yi'ji'liu 一击流
'yi'jia'shu 一家鼠
'yi'jiao'bao'ke'meng 一角宝可梦
'yi'jie'shou 已接收
'yi'jie'shou'de'li'wu 已接收的礼物
'yi'kou'dao'dan 一口导弹
'yi'kou'tun'bao'ke'meng 一口吞宝可梦
'yi'kou'tun'de'yang'zi 一口吞的样子
'yi'lan 一览
'yi'li 毅力
'yi'li'bao'ke'meng 毅力宝可梦
'yi'li'ma'yi'ban 伊利马一般
'yi'lun'jia 伊伦加
'yi'mei 一美
'yi'ming 一明
'yi'nian'tou'chui 意念头锤
'yi'nian'yi'wu 意念移物
'yi'ou'lu'pu 以欧路普
'yi'pei'er'ta'er 伊裴尔塔尔
'yi'qi 异奇
'yi'qi'guo 异奇果
'yi'qi'jie'shou'guo'shi'lian'de 一起接受过试练的
'yi'qian'shi'dan'xiao'gui'de 以前是胆小鬼的
'yi'ren 义人
'yi'sa 依萨
'yi'se'de 异色的
'yi'shi'bao'ke'meng 异食宝可梦
'yi'shi'bao'ke'meng 蚁狮宝可梦
'yi'shi'wu 遗失物
'yi'shou'ji'de'hui'zhang 已收集的徽章
'yi'shou'ji'de'tiao'wei'liao 已收集的调味料
'yi'shou'ti'sheng 异兽提升
'yi'shu'jia 艺术家
'yi'shu'yuan'cun 艺术圆寸
'yi'tai'xie'fu'zhi'pin 以太鞋复制品
'yi'tong'yang'de'gui'ze'wan 以同样的规则玩
'yi'wan 伊万
'yi'wan 毅万
'yi'wang'wu 遗忘物
'yi'wu'shi 医务室
'yi'wu'xiang 衣物箱
'yi'xiang 依香
'yi'xing 义幸
'yi'xing'yi'yi 一猩一意
'yi'xue'hui 已学会
'yi'ya'huan'ya 以牙还牙
'yi'yao'qing'ci 已邀请次
'yi'yao'shu'jiu'hui'diao'xia'lai 一摇树就会掉下来
'yi'zhi'bao'ke'meng 意志宝可梦
'yi'zhi'bao'ke'meng 抑制宝可梦
'yi'zhong'yao'hai 易中要害
'yi'zhuo'dao 已捉到
'yi'zi 椅子
'yi'zi'ji'de'jiao'yin'wei'ao'de 以自己的脚印为傲的
'yin'an'bao'ke'meng 阴暗宝可梦
'yin'ban'zhan'shou 银伴战兽
'yin'bao 音爆
'yin'bo'bao'ke'meng 音波宝可梦
'yin'bo'long 音波龙
'yin'cang 隐藏
'yin'cang'te'xing'de 隐藏特性的
'yin'chong'xiang'shui 引虫香水
'yin'dao'shi'ban 引导石板
'yin'fen 银粉
'yin'fu'bao'ke'meng 音符宝可梦
'yin'he'dui'yao'shi 银河队钥匙
'yin'hua'lian'ku'wa 印花连裤袜
'yin'huo 引火
'yin'ji'shu'lin 印记树林
'yin'meng'mo'ren 引梦貘人
'yin'qing'bu'ding 阴晴不定
'yin'se 银色
'yin'se'huang'li'guo 银色凰梨果
'yin'se'jiao'xiang'guo 银色蕉香果
'yin'se'man'mei'guo 银色蔓莓果
'yin'se'san'ming'zhi'qian 银色三明治签
'yin'se'wang'guan 银色王冠
'yin'se'xuan'feng 银色旋风
'yin'se'ye'zi 银色叶子
'yin'se'zhi'yu 银色之羽
'yin'shen'peng'peng 隐身碰碰
'yin'shui 引水
'yin'su'bao'ke'meng 音速宝可梦
'yin'su'quan 音速拳
'yin'su'zi'xing'che 音速自行车
'yin'tai'shui'bei 银钛水杯
'yin'tai'shui'hu 银钛水壶
'yin'tian'xing'tai 阴天形态
'yin'xiang'shuai 音箱蟀
'yin'xiao 音效
'yin'xing'bao'ke'meng 隐形宝可梦
'yin'xing'yan 隐形岩
'yin'xing'yan'jing'he 隐形眼镜盒
'yin'you'bao'ke'meng 引诱宝可梦
'yin'yue 音乐
'yin'yue'hui 音乐会
'yin'yue'jia 音乐家
'yin'yue'she 音乐社
'yin'yun'zhi'zheng 阴云之证
'ying'bin'ka'fei 迎滨咖啡
'ying'cheng 硬撑
'ying'er'bao'ke'meng 婴儿宝可梦
'ying'fen'gu 影分菇
'ying'guang'bang 荧光棒
'ying'guang'cheng 荧光橙
'ying'guang'fen 荧光粉
'ying'guang'huang 荧光黄
'ying'guang'lan 荧光蓝
'ying'guang'lv 荧光绿
'ying'guang'yu 荧光鱼
'ying'guang'yu'de'lin'pian 荧光鱼的鳞片
'ying'hua 樱花
'ying'hua 英华
'ying'hua'bao 樱花宝
'ying'hua'bao'ke'meng 樱花宝可梦
'ying'hua'er 樱花儿
'ying'hua'yu 樱花鱼
'ying'huo 萤火
'ying'huo'chong'bao'ke'meng 萤火虫宝可梦
'ying'qiao'kui'jia 硬壳盔甲
'ying'se 莺色
'ying'shi'tou 硬石头
'ying'shu 英树
'ying'su'hong 罂粟红
'ying'tao'bao'ke'meng 樱桃宝可梦
'ying'tou'yi'ji 迎头一击
'ying'wen'zi'mu'shu'zi 英文字母数字
'ying'wu'bao'ke'meng 鹦鹉宝可梦
'ying'wu'xue'she 鹦鹉学舌
'ying'xiong'bao'ke'meng 英雄宝可梦
'ying'xiong'de'zi'shi 英雄的姿势
'ying'ya 硬压
'ying'zhao 硬爪
'ying'zhuo 英卓
'ying'zi 樱子
'ying'zi'bao'ke'meng 影子宝可梦
'ying'zi'fen'shen 影子分身
'ying'zi'guo 樱子果
'ying'zi'tou'xi 影子偷袭
'yong'bao'ke'meng 蛹宝可梦
'yong'gan 勇敢
'yong'gan'bo'he 勇敢薄荷
'yong'heng'zhi'bing 永恒之冰
'yong'heng'zhi'hua 永恒之花
'yong'ji'la 勇基拉
'yong'jiu'sen'lin 永久森林
'yong'ling'hua'qian'zhi'fu 用零花钱支付
'yong'meng'bao'ke'meng 勇猛宝可梦
'yong'niao'meng'gong 勇鸟猛攻
'yong'qi'tian'chong 勇气填充
'yong'quan'you 泳圈鼬
'yong'quan'you'de'mao 泳圈鼬的毛
'yong'shi'xiong'ying 勇士雄鹰
'yong'shou'na 用手拿
'yong'si'lang 永四朗
'yong'you'de 拥有的
'yong'yue'ya 涌跃鸭
'yong'zhe'zhi'jian'san'ming'zhi'qian 勇者之剑三明治签
'you'bao 诱爆
'you'cheng 祐诚
'you'chong'bao'ke'meng 幼虫宝可梦
'you'deng'bao'ke'meng 油灯宝可梦
'you'er'qiu 诱饵球
'you'feng'bao'ke'meng 幼蜂宝可梦
'you'hui'peng'peng 优惠碰碰
'you'hun 游魂
'you'huo 诱惑
'you'ji'bao'ke'meng 幼鸡宝可梦
'you'ji'la'si 幼基拉斯
'you'ji'la'si'de'zhua'zi 幼基拉斯的爪子
'you'jia 优佳
'you'jie 柚介
'you'jun'bao'ke'meng 幼君宝可梦
'you'ke'xi 由克希
'you'ke'xi'zhi'zhao 由克希之爪
'you'ling 幽灵
'you'ling'bao'shi 幽灵宝石
'you'ling'cun'chu'die 幽灵存储碟
'you'ling'shou'ji'ke 幽灵手机壳
'you'ling'tai'jing'sui'kuai 幽灵太晶碎块
'you'ling'yun'dong'xie 幽灵运动鞋
'you'ma'bao'ke'meng 幼马宝可梦
'you'mei 佑美
'you'mei'jia 由美加
'you'meng 游梦
'you'mian'mian 幼棉棉
'you'qing'fang'shou 友情防守
'you'ren 佑人
'you'se'yan'jing 有色眼镜
'you'sheng'zhe 优胜者
'you'shi'bao'ke'meng 幼狮宝可梦
'you'shi'ye'hui'deng'shang'lu'di 有时也会登上陆地
'you'suan'mao'ya'xie 油蒜毛崖蟹
'you'tai'lang 悠太郎
'you'tuan'yuan'liao 诱团原料
'you'wei'xuan'yu 幽尾玄鱼
'you'wei'xuan'yu'wan 幽尾玄鱼丸
'you'xi'huo'dong 游戏活动
'you'xi'shi'jian 游戏时间
'you'xi'zi 佑希子
'you'xian 悠闲
'you'xian'bo'he 悠闲薄荷
'you'xian'xun'xiang 悠闲薰香
'you'xiang 优香
'you'xiao'guo 有效果
'you'xin 侑新
'you'ya'mao 优雅猫
'you'ya'zhi'zheng 优雅之证
'you'yan'bao'ke'meng 幼燕宝可梦
'you'yang 优漾
'you'ye 佑也
'you'ye 友也
'you'yi 悠一
'you'you'bao'ke'meng 悠游宝可梦
'you'you'qiu 友友球
'you'you'zi'ru 悠游自如
'you'zhe'shang'xin'guo'qu'de 有着伤心过去的
'you'zuo 有作
'yu'bao'ke'meng 鱼宝可梦
'yu'chen 毓辰
'yu'chi'e 雨翅蛾
'yu'chong'shi'ban 玉虫石板
'yu'er'bao'ke'meng 育儿宝可梦
'yu'fu'mao 渔夫帽
'yu'gu'bian 鱼骨辫
'yu'jia 郁佳
'yu'jia'qiu 瑜珈球
'yu'jia'zhi'li 瑜伽之力
'yu'jia'zi'shi 瑜伽姿势
'yu'lan 预览
'yu'mao'hua'shi 羽毛化石
'yu'mao'wu 羽毛舞
'yu'mi'long'fa'xing 玉米垄发型
'yu'pai'pa'he'mu'dan'dui'zhan'ba 与派帕和牡丹对战吧
'yu'pan 雨盘
'yu'qi 羽栖
'yu'qun 鱼群
'yu'qun'de'yang'zi 鱼群的样子
'yu'shi 玉石
'yu'shi'ju'sui 玉石俱碎
'yu'shou'ji'ke'tong'bu 与手机壳同步
'yu'shu 玉黍
'yu'shu'guo 玉黍果
'yu'shui'de'yang'zi 雨水的样子
'yu'shui'ning'gu 遇水凝固
'yu'si'lang 与四郎
'yu'su 语速
'yu'xun'lian'jia'de'hui'yi 与训练家的回忆
'yu'yan 语言
'yu'yan'jing'tou 鱼眼镜头
'yu'ye'sheng'bao'ke'meng'dui'zhan 与野生宝可梦对战
'yu'yi 羽翊
'yu'yi'lang 裕一郎
'yu'you 雨悠
'yu'zhang 裕章
'yu'zhi 裕之
'yu'zhi'meng 预知梦
'yu'zhi'wei'lai 预知未来
'yu'zhou'li'liang 宇宙力量
'yu'zi 玉子
'yu'zi 裕子
'yuan'chu'de'ren 远处的人
'yuan'dian'ji'xi'wa 圆点及膝袜
'yuan'dian'shui'bei 圆点水杯
'yuan'dian'shui'hu 圆点水壶
'yuan'dian'yi'zi 圆点椅子
'yuan'dian'zhuo'jin 圆点桌巾
'yuan'fa'shi 圆法师
'yuan'fa'shi'de'tui'ke 圆法师的蜕壳
'yuan'gai'hai'gui 原盖海龟
'yuan'ge 远隔
'yuan'gu'ju'ting 远古巨蜓
'yuan'gu'niao'bao'ke'meng 远古鸟宝可梦
'yuan'hen 怨恨
'yuan'hu'bao'ke'meng 怨狐宝可梦
'yuan'ke'dou 圆蝌蚪
'yuan'kuang'mo'jing 圆框墨镜
'yuan'kuang'yan'jing 圆框眼镜
'yuan'lu'sha 圆陆鲨
'yuan'lu'sha'de'lin'pian 圆陆鲨的鳞片
'yuan'mo'dao'guan 圆模道馆
'yuan'mo'zhen 圆模镇
'yuan'nian 怨念
'yuan'nian'bao'ke'meng 怨念宝可梦
'yuan'qi'fen 元气粉
'yuan'qi'gen 元气根
'yuan'qi'tang'guo 元气糖果
'yuan'qing'piao 圆庆票
'yuan'shi'hui'gui'de'yang'zi 原始回归的样子
'yuan'shi'xing'bao'ke'meng 原始星宝可梦
'yuan'shi'zhi'li 原始之力
'yuan'shu'bao'ke'meng 圆鼠宝可梦
'yuan'si'zhu 圆丝蛛
'yuan'si'zhu'de'si 圆丝蛛的丝
'yuan'ting 苑廷
'yuan'tong 圆瞳
'yuan'xing'hu'fu 圆形护符
'yuan'ye'shui'mu 原野水母
'yuan'ye'shui'mu'de'bao'pian 原野水母的薄片
'yuan'ying'wa'wa 怨影娃娃
'yuan'ying'wa'wa'de'can'pian 怨影娃娃的残片
'yuan'yuan'xiang'bao 冤冤相报
'yuan'zeng'yuan 愿增猿
'yuan'zeng'yuan'mian'ju 愿增猿面具
'yuan'zeng'yuan'shou'ji'ke 愿增猿手机壳
'yue'dui'de'qian'ming 乐队的签名
'yue'guang 月光
'yue'guang'bao'ke'meng 月光宝可梦
'yue'gui'ye 月桂叶
'yue'hua'fei'jian'luo'ling'xiao 月华飞溅落灵霄
'yue'liang'qiu 月亮球
'yue'liang'yi'bu 月亮伊布
'yue'liang'zhi'di 月亮之笛
'yue'liang'zhi'li 月亮之力
'yue'lun'bao'ke'meng 月轮宝可梦
'yue'qi 跃起
'yue'shi 月石
'yue'te 约特
'yue'ye'tou'kui 越野头盔
'yue'ye'zi'xing'che 越野自行车
'yue'yue'xiong 月月熊
'yue'yue'yu'tao 跃跃欲逃
'yue'zhi'shi 月之石
'yue'zhu 岳竹
'yue'zhu'guo 岳竹果
'yun'dong'fu'tao'zhuang 运动服套装
'yun'dong'ji'xi'wa 运动及膝袜
'yun'dong'lian'ku'wa 运动连裤袜
'yun'dong'liang'xie 运动凉鞋
'yun'dong'mao 运动帽
'yun'dong'mo'jing 运动墨镜
'yun'dong'shuang'jian'bao 运动双肩包
'yun'dong'tou'kui 运动头盔
'yun'shi 陨石
'yun'shi'bao'ke'meng 陨石宝可梦
'yun'shi'sui'pian 陨石碎片
'yun'xu'xie'dai 允许携带
'za'cao'bao'ke'meng 杂草宝可梦
'za'ji 杂技
'zai'e'bao'ke'meng 灾厄宝可梦
'zai'fa'dai'de 在发呆的
'zai'gong'min'guan'xiu'xi'ba 在公民馆休息吧
'zai'hai'an'qu'shang'ke'ba 在海岸区上课吧
'zai'huo'bao'ke'meng 灾祸宝可梦
'zai'huo'zhi'ding 灾祸之鼎
'zai'huo'zhi'jian 灾祸之剑
'zai'huo'zhi'jian 灾祸之简
'zai'huo'zhi'yu 灾祸之玉
'zai'jie'shao'pai'qian'pai'zhao'ba 在介绍牌前拍照吧
'zai'lai'yi'ci 再来一次
'zai'sheng'li 再生力
'zai'shu'shang'sheng'huo 在树上生活
'zai'shui'di'sheng'huo 在水底生活
'zai'xian 在线
'zai'xian'li'wu 在线礼物
'zai'xue'li'da'gun'de 在雪里打滚的
'zai'yong'jiu'sen'lin'jian'sha'li'ba 在永久森林见沙俪吧
'zai'yu'zhong'geng'ye'de 在雨中哽咽的
'zan'zhu'xin'xi'ban 赞助信息板
'zang'shou'pa 脏手帕
'zao'gen 藻根
'zao'gen'guo 藻根果
'zao'qi 早起
'zao'yin'bao'ke'meng 噪音宝可梦
'zeng'fu'bao'ke'meng 增幅宝可梦
'zeng'jia'hou'qi'xiao'guo 增加后期效果
'zeng'jia'suo'ding'de'xin'gong'neng 增加锁定的新功能
'zeng'qiang'ji 增强剂
'zeng'qiang'quan 增强拳
'zha'dan 炸蛋
'zha'gen 扎根
'zha'hu'mo 诈唬魔
'zha'wu'pin'pan 炸物拼盘
'zha'yan'pi'ka'qiu'san'ming'zhi'qian 眨眼皮卡丘三明治签
'zha'yu'pian 炸鱼片
'zha'yu'pian'san'ming'zhi 炸鱼片三明治
'zhai'hua'bao'ke'meng 摘花宝可梦
'zhan'chui'long 战槌龙
'zhan'dou 战斗
'zhan'dou'cun'chu'die 战斗存储碟
'zhan'dou'de'zi'shi 战斗的姿势
'zhan'dou'kui'jia 战斗盔甲
'zhan'dou'qie'huan 战斗切换
'zhan'dou'yin'yue 战斗音乐
'zhan'dou'zhong 战斗中
'zhan'hou 战吼
'zhan'hou'bao'ke'meng 战吼宝可梦
'zhan'qi'lai 站起来
'zhan'wu'lang 战舞郎
'zhan'zhan'fei 粘粘肥
'zhang'wei'lin'jia'long 杖尾鳞甲龙
'zhang'yu'tong 章鱼桶
'zhang'yu'tong'pao 章鱼桶炮
'zhao'bu'dao 找不到
'zhao'chu'cai'dan'de'ti'shi'ba 找出菜单的提示吧
'zhao'chu'chang'kong'bao'zhu'ba 找出长空宝主吧
'zhao'chu'dian'shi'de'yao'kong'qi'ba 找出电视的遥控器吧
'zhao'chu'qian'gang'bao'zhu'ba 找出潜钢宝主吧
'zhao'chu'tu'zhen'bao'zhu'ba 找出土震宝主吧
'zhao'chu'wei'long'bao'zhu'ba 找出伪龙宝主吧
'zhao'chu'yan'bi'bao'zhu'ba 找出岩壁宝主吧
'zhao'huo'ban 找伙伴
'zhao'ji'dian'ya 兆级电压
'zhao'ji'huo'ban 召集伙伴
'zhao'mi 着迷
'zhao'pian'de'fen'xiang'gong'neng 照片的分享功能
'zhao'shi 招式
'zhao'shi'de'pai'xu 招式的排序
'zhao'shi'ji'lu 招式记录
'zhao'shi'shuo'ming 招式说明
'zhao'shi'xue'xi'qi 招式学习器
'zhao'shi'xue'xi'qi'he 招式学习器盒
'zhao'shi'xue'xi'qi'ji 招式学习器机
'zhao'shou'bao'ke'meng 招手宝可梦
'zhao'wang 沼王
'zhao'xi 朝曦
'zhao'xia'hua'san'ming'zhi'qian 朝霞花三明治签
'zhao'xing 照幸
'zhao'yan 昭彦
'zhao'yu'bao'ke'meng 沼鱼宝可梦
'zhao'yue'yu 沼跃鱼
'zhao'zhi'zhen'bao 沼之镇宝
'zhe'bian'bao'ke'meng 褶边宝可梦
'zhe'bian'duan'wa 褶边短袜
'zhe'bian'shuang'jian'bao 褶边双肩包
'zhe'er'ni'ya'si 哲尔尼亚斯
'zhe'jia'quan 折价券
'zhe'lian 遮脸
'zhe'si 哲司
'zhe'tian'bi'ri'an'ying'jian 遮天蔽日暗影箭
'zhe'wan'tang'chi 折弯汤匙
'zhe'xiong 哲雄
'zhe'ye 哲也
'zhen'bao 镇宝
'zhen'cang 珍藏
'zhen'dong'bao'ke'meng 振动宝可梦
'zhen'fen'jiang'zhang 振奋奖章
'zhen'guo'qiu 榛果球
'zhen'guo'qiu'de'ke 榛果球的壳
'zhen'ji 真纪
'zhen'ji 震级
'zhen'kong'bo 真空波
'zhen'li 真梨
'zhen'nai 真奈
'zhen'pin'xing'tai 真品形态
'zhen'qi'dan 真气弹
'zhen'qi'quan 真气拳
'zhen'qiu'bao'ke'meng 针球宝可梦
'zhen'se 榛色
'zhen'shuo 真朔
'zhen'tai'lang 真太郎
'zhen'xing'bao'ke'meng 阵形宝可梦
'zhen'yang 真央
'zhen'yi'fa 振翼发
'zhen'yi'lang 真一郎
'zhen'you 真优
'zhen'you 真友
'zhen'you 真由
'zhen'you'mei 真由美
'zhen'zhu 珍珠
'zhen'zhu'bei 珍珠贝
'zhen'zi 真子
'zheng'chong 正崇
'zheng'dian 正电
'zheng'dian'pai'pai 正电拍拍
'zheng'dian'pai'pai'de'mao 正电拍拍的毛
'zheng'hui 正辉
'zheng'li 整理
'zheng'qi'bao'ke'meng 蒸汽宝可梦
'zheng'qi'bao'zha 蒸汽爆炸
'zheng'qi'ji 蒸汽机
'zheng'wu'zhi'zheng 正午之证
'zheng'yi'zhi'xin 正义之心
'zheng'zai'xuan'ze 正在选择
'zheng'zha 挣扎
'zheng'zhang'hu'fu 证章护符
'zheng'zhi'huan'jing'hou'kai'shi'qi'xi 整治环境后开始栖息
'zheng'zong 正宗
'zhi'cai'guang'li 制裁光砾
'zhi'chong'xiong 直冲熊
'zhi'chong'zuan 直冲钻
'zhi'dao 指导
'zhi'dao'mi'yu'de'ren 知道密语的人
'zhi'fa 直发
'zhi'gao'jing'shen'po'huai'bo 至高精神破坏波
'zhi'geng'niao'bao'ke'meng 知更鸟宝可梦
'zhi'hui'xing 智挥猩
'zhi'hui'xing'de'mao 智挥猩的毛
'zhi'li 枝荔
'zhi'li'guo 枝荔果
'zhi'li'nian'gao 智力粘糕
'zhi'li'zhi'yu 智力之羽
'zhi'mao 掷锚
'zhi'ming'zhen'ci 致命针刺
'zhi'ni 掷泥
'zhi'pei'bao'ke'meng 支配宝可梦
'zhi'pi'ka 智皮卡
'zhi'shan'que 稚山雀
'zhi'shan'que'de'yu'mao 稚山雀的羽毛
'zhi'shi'bao'ke'meng 知识宝可梦
'zhi'shi'pian 芝士片
'zhi'shi'san'ming'zhi 芝士三明治
'zhi'shi'tang'guo 知识糖果
'zhi'shi'xian'bing 芝士馅饼
'zhi'sui 志穗
'zhi'tang'e 炙烫鳄
'zhi'tiao'wen'shui'bei 直条纹水杯
